@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.0377,4.148,2.0367,20.6553,-1.3185,-0.0061,2.2844,1.5114,12.7053,-1.2646,-0.1934,2.959,1.7202,17.1007,-1.2199,1.9886,5.4759,2.3401,13.876,0.0036,-6.1379,-0.1948,0.0189,0.0317,-0.0031,-0.0972,1.3475,1.184,0.8703,0.8787,0.6459,0.7351,1.8157,1.4018,0.7575,0.772,0.4172,0.5404,1.6556,1.25,-236.9361,0.755,-143.1124,-189.5503,1.5879,1.1565,0.6397,0.7283,0.4029,0.5532,1.6257,1.2079,1.4886,0.743,0.9156,1.2324,0.001,2.9439,0.2649,-0.0812,-0.0591,-0.0957,-0.112,-0.2291,-17.8924,43.078,6.5634,32.3914,?,53.9757,36.9335,6.0773,19.4702,0.6781,1.6754,120.0818,10.9582,33.3542,-0.7169,-0.3315,-10.6795,32.2166,1.08,0.5989,0.5546,1.1664,0.3587,0.3076,-0.7898,2.3258,-2.9447,0,0,3.1131,1.6636,0.9711,0.5837,0.2888,82.192,0.9279,-0.5654,-0.7409,0,0,0,0,0,DESTRA_PANTALONI
0.0245,4.2126,2.0525,23.2608,-0.3264,-0.2344,2.3028,1.5175,10.9035,-1.0072,-0.1294,2.5542,1.5982,18.3853,-0.7399,2.0868,4.7869,2.1879,20.415,0.0031,-0.1046,-0.1895,0.0117,1.8118,-0.1123,-0.062,1.3525,1.2843,0.9381,0.9495,0.6936,0.7305,1.8294,1.6493,0.88,0.9016,0.4811,0.5336,1.0462,0.7321,-89.57,0.6998,-85.6148,-122.346,3.2283,1.6596,0.8563,0.5141,0.2653,0.516,2.1333,1.2652,1.1394,0.5931,0.5341,0.9006,0.0014,3.0763,0.4811,0.3652,0.2271,0.01,-0.1215,0.0806,-22.8772,75.2592,8.6752,38.6398,?,-14.8818,266.0596,16.3113,52.6199,-0.9446,-21.6978,22.2965,4.7219,26.9989,?,1.5373,1.0544,0.6859,0.5319,1.8372,3.4544,0.2829,3.3754,11.9328,1.5117,1.4312,0.9467,0,1,0,0.7343,1.4312,1.949,0.1835,65.6998,-0.8103,-0.9379,0.9087,6.3,10.0837,3.1755,13,0,SINISTRA_PANTALONI
-0.0227,0.0226,0.1504,1.7606,-8.7767,-0.0494,0.0388,0.1969,2.8567,-3.277,-0.1093,0.0041,0.0643,0.4635,-3.2418,0.1747,0.0499,0.2234,2.7113,0.0042,0.4592,0.2075,-0.1298,0.4519,-0.2827,-0.6255,0.7641,2.3402,0.6735,3.0628,0.8814,0.2878,0.5838,5.4766,0.4536,9.3807,0.7769,0.0828,0.7221,4.4621,-136.6065,6.1793,-189.1781,-30.615,0.2696,1.6481,0.0661,6.1129,0.2453,0.0401,0.6163,3.7987,0.6493,6.1636,1.0536,0.1709,0.0006,0.2577,0.813,0.3325,-0.8487,0.1455,-0.8399,-0.4454,-41.8868,0.0572,0.2392,42.659,?,-2.3269,0.2639,0.5137,3.2394,?,-9.4047,0.1503,0.3877,10.2585,?,18.0009,4.4538,0.2474,0.4656,0.6169,1.3249,0.2168,0.3805,1.7552,13.1686,4.1584,0.3158,1,1,1,13.1686,4.1584,0.3158,0.2263,53.6184,0.4271,-0.4689,-0.6,0,0,0,0,0,SINISTRA_PANTALONI
0.1547,3.2195,1.7943,15.2674,-0.2996,-0.3415,3.0227,1.7386,8.4049,-0.9638,-0.0758,0.6877,0.8293,5.2123,-0.9774,2.0613,2.827,1.6814,11.8992,0.0078,-0.4529,-2.0391,0.075,4.5019,-0.1657,-0.0368,1.032,2.1637,1.0672,2.0965,1.034,0.4932,1.0651,4.6817,1.1388,4.3955,1.0692,0.2432,0.8533,1.3662,-37.8624,1.6011,-44.3702,-27.7126,2.7448,4.4567,0.9796,1.6237,0.3569,0.2198,1.8165,2.9291,1.2831,1.6125,0.7063,0.438,0.002,3.0466,0.5958,0.3442,0.2189,0.1504,-0.097,0.0462,-16.1602,31.9089,5.6488,27.7191,-19.0951,6.5086,83.2536,9.1243,29.2206,0.0041,-34.3201,8.3545,2.8904,36.7798,?,-2.4829,0.4709,-0.1896,0.6191,1.9543,3.1568,0.3833,3.8194,9.9651,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.2005,57.0451,0.5212,0.0839,0.8856,4.5938,33.7516,5.8096,18,0,SINISTRA_PANTALONI
-0.0412,0.0098,0.0991,0.5496,-1.7772,-0.0863,0.022,0.1485,1.4661,-0.4918,-0.1994,0.0154,0.1242,0.6985,-3.515,0.2747,0.0208,0.1441,0.9738,0.0309,0.4781,0.2069,-0.1502,0.4327,-0.3141,-0.7259,0.6676,0.7979,0.6879,1.1953,1.0304,0.8621,0.4457,0.6367,0.4732,1.4287,1.0617,0.7431,0.7276,0.6468,-11.3302,0.8889,-15.5725,-17.5186,0.2014,1.2792,0.1969,6.3527,0.978,0.1539,0.3749,0.7868,0.5643,2.099,1.5055,0.7172,0.0012,0.4036,0.0115,0.3172,-0.2519,0.2581,-0.0263,-0.7053,-35.5564,0.084,0.2899,36.5997,?,-8.099,1.0104,1.0052,10.4385,?,23.6958,0.0934,0.3056,1.2589,0.9484,4.3902,-1.5005,-0.3418,0.2884,0.9486,3.289,0.0832,0.8998,10.8176,3.5062,-1.5803,-0.4507,1,0,0,3.5062,29.0739,8.2921,0.2277,67.3512,-0.6621,-0.0076,-0.3511,0,0,0,0,0,SINISTRA_PANTALONI
0.0443,0.0038,0.062,0.3813,-0.66,-0.0265,0.0023,0.0476,0.2468,-1.1188,-0.1146,0.0045,0.0674,0.3275,-5.5263,0.1512,0.0036,0.0598,0.3075,0.0798,-1.6705,-0.3867,0.293,0.2315,-0.1754,-0.7578,1.3042,0.9206,1.0368,0.7059,0.795,1.1262,1.7009,0.8475,1.075,0.4983,0.632,1.2683,1.1633,0.5467,-5.6893,0.4699,-4.8906,-10.4072,1.9719,4.5771,0.6875,2.3212,0.3486,0.1502,1.5449,1.1642,1.2401,0.7536,0.8027,1.0652,0.0007,0.2216,-0.248,-0.0144,0.3393,-0.2316,0.0377,-0.8373,-24.5904,0.1512,0.3889,25.3189,?,-28.0628,0.0563,0.2373,28.5599,?,18.8443,0.0505,0.2246,1.1398,0.9415,0.8763,-1.3049,-1.4892,1.639,1.7313,1.0563,2.6862,2.9972,1.1158,0.8865,-1.3791,-1.5556,1,0,0,0.8865,22.2129,25.0562,0.22,71.4974,-0.6681,0.261,-0.0676,0,0,0,0,0,SINISTRA_PANTALONI
-1.2668,3.9753,1.9938,7.0254,-18.8729,-0.1134,0.3925,0.6265,3.1758,-1.5054,-0.8671,3.3681,1.8352,8.2773,-9.0665,1.965,6.2441,2.4988,9.3384,0.007,11.1699,1.4611,-0.6447,0.1308,-0.0577,-0.4412,3.1824,1.0864,0.7979,0.3414,0.2507,0.7344,10.1278,1.1803,0.6366,0.1165,0.0629,0.5394,3.4964,0.8949,-102.027,0.256,-29.1804,-114.0038,0.2789,0.4299,0.0376,1.5416,0.1348,0.0874,2.2122,0.8487,0.7523,0.3837,0.3401,0.8864,0.035,2.9116,0.0504,0.848,-0.9691,-0.0109,-0.0495,-0.9325,-8.8599,198.9153,14.1037,53.375,-0.493,-6.3499,4.4682,2.1138,12.875,?,-26.2852,14.2295,3.7722,31.125,?,1.3953,0.3371,0.2416,6.6722,3.7389,0.5604,44.5184,13.979,0.314,1.3689,0.5663,0.4137,0,0,1,4.1456,1.7149,0.4137,0.1635,48.2256,-0.7918,0.6634,-0.2315,9.1379,18.7626,4.3316,12,0,SINISTRA_PANTALONI
0.3782,14.473,3.8043,46.436,-1.2588,-0.6193,2.9353,1.7133,8.9096,-1.6122,0.0529,7.2761,2.6974,33.6442,-0.6117,3.6572,11.8383,3.4407,28.8703,0.0193,-0.6107,7.1455,0.1034,-11.6997,-0.1693,0.0145,2.2205,1.4104,1.1057,0.6351,0.4979,0.784,4.9307,1.9891,1.2226,0.4034,0.2479,0.6146,4.7061,2.0266,-45.4544,0.4306,-9.6587,-22.4291,6.0274,0.9848,0.6983,0.1634,0.1159,0.7091,5.2119,1.3802,1.6084,0.2648,0.3086,1.1654,0.0038,5.3528,-0.0772,0.5947,-0.0182,-0.0254,0.0259,0.0354,-37.325,428.6252,20.7033,59.5184,-20.1071,-19.1676,44.8198,6.6948,29.0985,?,9.5309,1245.8188,35.2962,112.6785,-0.9401,1.9473,-3.9162,-2.0111,3.0925,0.5866,0.1897,9.5633,0.3441,0.036,1.9485,1.0385,0.5329,0,0.0486,0,2.0454,0.5282,0.2582,0.2241,88.8206,0.4404,-0.5359,-0.546,1.0521,0.1223,0.3497,2,0,SINISTRA_PANTALONI
0.1318,0.032,0.1788,1.0597,-0.4483,-0.1922,0.0269,0.1641,0.8758,-4.8767,-0.0326,0.0217,0.1474,0.8531,-0.9633,0.3307,0.0267,0.1633,0.7422,0.079,-0.6859,-4.0396,0.3986,5.8891,-0.5812,-0.0987,1.0898,1.2132,1.0953,1.1133,1.0051,0.9028,1.1876,1.4719,1.1997,1.2394,1.0102,0.815,0.4513,0.7836,-5.1553,1.7362,-11.4226,-6.579,4.9101,1.684,0.908,0.343,0.1849,0.5392,1.21,1.2422,1.4278,1.0266,1.1799,1.1494,0.0013,0.5047,-0.3226,-0.2231,0.591,-0.185,-0.7828,0.0112,-7.0204,2.7707,1.6646,9.4193,?,-54.2229,0.3593,0.5994,55.2597,?,10.535,4.8639,2.2054,7.0801,0.4511,0.1295,-0.6664,-5.1469,2.7769,0.7547,0.2718,7.7112,0.5696,0.0739,0.1705,-1.6185,-9.4953,1,0,0,0.1705,1.3304,7.805,0.2962,71.7783,-0.9322,-0.8239,0.7526,0.8511,0.1268,0.356,1,0,SINISTRA_PANTALONI
0.0411,0.0142,0.1191,0.749,-0.6898,-0.0459,0.0058,0.076,0.4742,-2.2323,-0.1177,0.0071,0.0845,0.7128,-1.7312,0.1932,0.0074,0.0861,0.4582,0.0849,-0.8952,-0.3489,0.2125,0.3897,-0.2374,-0.6093,1.568,1.4103,1.3834,0.8994,0.8823,0.9809,2.4587,1.9889,1.9138,0.8089,0.7784,0.9622,0.9337,0.6767,-7.1904,0.7247,-7.7012,-10.6263,3.0216,1.6982,0.8852,0.562,0.293,0.5213,1.5796,1.0507,1.6346,0.6652,1.0348,1.5558,0.0007,0.2911,-0.1056,-0.0711,0.4559,-0.1973,-0.2143,-0.3927,-19.4022,0.3296,0.5741,21.5988,?,-49.6726,0.1339,0.3659,50.3387,?,16.931,0.1656,0.407,1.9196,0.8926,0.3906,-1.146,-2.9338,1.569,1.4108,0.8992,2.4616,1.9902,0.8085,0.4291,-1.3534,-3.1542,1,0,0,0.4291,11.252,26.2242,0.2945,86.0058,-0.6551,-0.6862,0.6984,?,?,?,?,?,SINISTRA_PANTALONI
0.0985,9.0693,3.0115,20.9412,-1.3637,-0.2871,4.7539,2.1803,10.7772,-0.9841,-0.1481,5.9659,2.4425,28.8545,-2.9456,3.6595,6.5109,2.5516,21.8093,0.0198,-0.3431,-0.6653,0.0269,1.9393,-0.0785,-0.0405,1.3812,1.233,1.1802,0.8927,0.8545,0.9572,1.9078,1.5202,1.3929,0.7968,0.7301,0.9163,2.2601,0.5609,-27.4405,0.2482,-12.141,-48.926,1.6311,1.2115,0.3982,0.7427,0.2441,0.3287,1.9431,0.7258,0.9602,0.3735,0.4942,1.323,0.0017,5.318,-0.1217,0.0903,-0.0843,-0.0181,-0.1015,-0.2483,20.0343,51.3045,7.1627,25.65,0.2243,26.0796,17.0635,4.1308,13.9526,0.5763,7.0554,52.5965,7.2523,25.174,-0.4224,0.7682,2.8396,3.6964,1.734,0.9876,0.5696,3.0067,0.9754,0.3244,0.3908,-0.992,-2.5387,1.0041,1.8683,1.8606,1.8384,1.0189,0.5542,0.1734,55.2781,-0.9266,0.665,-0.7537,0,0,0,0,0,SINISTRA_PANTALONI
0.5647,6.409,2.5316,14.4412,-0.7272,-0.7455,4.3075,2.0754,12.108,-1.7273,0.506,5.695,2.3864,16.441,-0.5691,3.4318,5.765,2.401,13.0817,0.0214,-0.7575,1.1161,0.1645,-1.4734,-0.2172,0.1474,1.2198,1.0608,1.0544,0.8697,0.8644,0.9939,1.4879,1.1254,1.1117,0.7564,0.7472,0.9879,0.7929,1.0197,-21.3044,1.2861,-26.8703,-20.8931,1.8833,0.7979,0.6255,0.4237,0.3321,0.7839,1.1927,0.8784,1.1039,0.7365,0.9256,1.2568,0.0058,5.0186,0.1839,0.2523,0.41,0.249,-0.2457,0.3763,-11.9256,10.0355,3.1679,20.7596,?,4.9585,141.107,11.8788,45.7184,-1.3518,-31.7028,15.5196,3.9395,35.3989,?,-2.4051,0.3762,-0.1564,0.2667,0.8041,3.0153,0.0711,0.6466,9.0922,0.79,0.5864,0.7424,0,1,0,0.4541,0.5864,1.2915,0.185,55.3974,0.6857,-0.6018,-0.7585,0,0,0,0,0,SINISTRA_PANTALONI
0.1233,5.9891,2.4473,19.2148,-0.5935,-0.5577,5.1794,2.2758,12.7879,-0.9375,0.0176,4.4545,2.1106,22.3516,-0.6203,2.9762,7.092,2.6631,14.4194,0.0117,-0.221,7.001,0.0414,-31.6785,-0.1874,0.0059,1.0753,1.1595,0.919,1.0783,0.8546,0.7925,1.1563,1.3445,0.8445,1.1627,0.7303,0.6281,1.1565,0.8363,-41.9164,0.7231,-36.243,-50.1188,1.827,0.8741,0.8265,0.4785,0.4524,0.9455,1.5026,0.8597,1.3326,0.5721,0.8869,1.5501,0.0031,4.3037,0.4029,0.2558,0.1654,0.073,-0.1689,0.0806,-8.7813,4.8365,2.1992,11.3388,?,3.7712,20.7019,4.5499,28.1387,-3.3026,-34.8275,2.4432,1.5631,35.939,?,-2.3285,0.2521,-0.1083,0.4833,1.407,2.9109,0.2336,1.9795,8.4732,0.525,0.3155,0.601,0,1,0,0.403,0.3155,0.783,0.1952,48.9651,-0.3214,0.0933,-0.9155,0,0,0,0,0,SINISTRA_PANTALONI
0.3325,7.5673,2.7509,15.351,-0.4279,-1.0919,4.9574,2.2265,13.3718,-1.3409,-0.1002,9.303,3.0501,27.1534,-2.3771,4.0944,6.3765,2.5252,19.7294,0.0498,-0.3045,-3.3194,0.0812,10.9021,-0.2667,-0.0245,1.2355,0.9019,1.0894,0.73,0.8817,1.2079,1.5265,0.8134,1.1867,0.5329,0.7774,1.4589,0.6006,0.2407,-4.4456,0.4007,-7.4022,-18.471,1.882,1.3371,0.5178,0.7105,0.2751,0.3872,1.148,0.5653,0.7781,0.4925,0.6778,1.3763,0.0062,6.2851,0.2431,0.0292,0.4664,0.2276,-0.2056,-0.378,-7.7295,27.5878,5.2524,17.6987,?,-16.0634,314.4967,17.7341,49.8581,-2.1841,-22.3299,64.7538,8.047,35.0388,?,0.4812,0.3462,0.7194,0.2962,0.6527,2.2038,0.0877,0.426,4.8568,0.5175,0.5051,0.976,0,1,0,0.355,0.5051,1.4229,0.1536,51.4308,-0.44,0.3608,-0.9526,0,0,0,0,0,SINISTRA_PANTALONI
0.2074,0.0521,0.2284,1.3257,-0.4964,-0.1157,0.0967,0.311,2.1693,-1.0686,-0.2394,0.0472,0.2173,2.2973,-0.6434,0.4661,0.0926,0.3043,1.8101,0.0369,-1.7927,-0.8663,0.445,0.4833,-0.2482,-0.5136,0.7343,1.0507,0.7505,1.4309,1.0221,0.7143,0.5392,1.104,0.5633,2.0475,1.0447,0.5102,0.3925,0.489,-6.3455,1.2459,-16.1683,-12.9769,0.8448,0.6338,0.4714,0.7502,0.558,0.7438,0.6111,0.5771,0.7324,0.9443,1.1984,1.2691,0.0019,0.7371,-0.7467,0.1104,0.5351,-0.3061,-0.3473,-0.1714,-24.4421,0.27,0.5196,25.1999,?,-25.1977,0.1598,0.3998,26.6998,?,-12.2051,0.1205,0.3471,12.8998,?,0.97,2.0026,2.0645,1.2997,1.4972,1.1519,1.6893,2.2416,1.3269,0.9438,1.9535,2.0698,1,1,1,0.9438,1.9535,2.0698,0.2088,61.8449,-0.7274,-0.4635,0.5498,0,0,0,0,0,SINISTRA_PANTALONI
0.0957,0.0236,0.1537,0.9024,-0.338,-0.0721,0.0167,0.1291,0.8636,-1.8713,-0.127,0.0099,0.0995,0.7063,-1.5156,0.2574,0.0144,0.1202,0.6418,0.0963,-1.3276,-0.754,0.372,0.568,-0.2802,-0.4933,1.1912,1.5445,1.279,1.2966,1.0738,0.8281,1.4189,2.3853,1.6359,1.6812,1.153,0.6858,0.4051,0.5358,-3.3341,1.3226,-8.2305,-6.2229,2.2425,2.4022,0.9497,1.0712,0.4235,0.3953,1.045,1.2777,1.4061,1.2227,1.3456,1.1005,0.0009,0.3869,-0.1324,-0.0751,0.6157,-0.4244,-0.074,-0.3787,-25.1163,0.1675,0.4092,25.679,?,-26.6222,0.1446,0.3803,27.9587,?,-8.9227,0.143,0.3781,9.8389,?,0.9434,2.8149,2.9836,1.0761,1.0823,1.0057,1.158,1.1713,1.0114,0.9185,2.61,2.8417,1,1,1,0.9185,2.61,2.8417,0.1983,60.6612,-0.7417,-0.0188,-0.2374,0,0,0,0,0,SINISTRA_PANTALONI
0.0734,0.0249,0.1577,0.9311,-0.8972,-0.0501,0.0111,0.1052,0.6166,-1.0638,-0.1654,0.0124,0.1115,0.6195,-5.9155,0.2629,0.0145,0.1205,0.6797,0.0363,-1.463,-0.4435,0.279,0.3032,-0.1907,-0.6291,1.4998,1.4141,1.3087,0.9429,0.8726,0.9254,2.2494,1.9998,1.7127,0.889,0.7614,0.8564,1.3854,0.831,-17.2145,0.5998,-12.4255,-20.716,1.6428,5.4791,0.6959,3.3353,0.4236,0.127,1.5101,1.5031,1.3699,0.9954,0.9071,0.9114,0.001,0.3992,-0.0241,-0.4943,0.5927,-0.0906,0.0403,-0.6836,-20.9933,0.7355,0.8576,22.6196,?,-29.5465,0.2593,0.5092,30.5389,?,-9.5779,0.0266,0.1632,9.8999,?,0.7105,2.1919,3.0849,1.6841,5.2565,3.1213,2.8361,27.6304,9.7425,0.7407,2.2848,3.0848,1,1,1,0.7407,2.2848,3.0848,0.2026,60.1177,-0.8575,0.0983,-0.079,0,0,0,0,0,SINISTRA_PANTALONI
