@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
1.4826,4.3016,2.074,18.6764,-1.3182,-1.7191,14.7929,3.8462,25.6567,-1.4889,-0.2249,9.3095,3.0511,20.9443,-1.2708,4.8727,9.8648,3.1408,16.7119,0.0177,-0.8624,-6.5922,0.3043,7.644,-0.3528,-0.0462,0.5392,0.6798,0.6603,1.2606,1.2246,0.9714,0.2908,0.4621,0.4361,1.589,1.4996,0.9437,0.6919,0.9061,-35.1761,1.3095,-50.8383,-38.8229,0.7816,0.8735,0.4735,1.1176,0.6059,0.5421,0.7279,0.8917,1.1176,1.225,1.5352,1.2533,0.0079,7.5214,-0.3243,-0.2882,0.4065,-0.6234,-0.4182,-0.0614,-0.4746,0.0067,0.0818,0.5642,?,-0.334,0.004,0.0635,0.4141,?,0.62,0.004,0.063,0.249,0.6627,1.421,-0.7654,-0.5386,1.288,1.2982,1.008,1.6588,1.6854,1.016,1.3625,-1.1534,-0.8466,1,0,0,1.3625,2.2656,1.6629,0.0029,1.4286,-0.3074,0.564,0.4067,1100,0,0,0,1,PANTALONI
0.7235,1.2678,1.1259,5.1133,-0.51,-0.9082,8.1744,2.8591,17.2785,-2.6213,0.2916,1.9551,1.3982,8.5188,-0.662,2.8912,4.4719,2.1147,13.1108,0.0339,-0.7967,2.4815,0.2503,-3.1149,-0.3141,0.1009,0.3938,0.8053,0.5324,2.0448,1.352,0.6612,0.1551,0.6484,0.2835,4.1811,1.828,0.4372,0.1381,0.5089,-3.7533,3.6859,-27.1838,-7.3751,0.7097,0.6607,0.2495,0.9309,0.3516,0.3777,0.2959,0.6002,0.39,2.0283,1.3179,0.6498,0.0042,4.2911,-0.4729,0.135,0.4361,-0.6381,-0.7782,0.4863,-0.4618,0.0019,0.0432,0.5135,?,-0.3335,0.0015,0.0382,0.3836,?,0.5479,0.002,0.0449,0.2041,0.6783,1.3847,-0.8428,-0.6087,1.1299,0.9624,0.8518,1.2767,0.9262,0.7255,1.3386,-1.1927,-0.8911,1,0,0,1.3386,2.5152,1.879,0.0028,1.3432,0.3225,0.3152,0.7348,1100,0,0,0,1,PANTALONI
2.072,3.9184,1.9795,7.3921,-0.1102,-1.9042,18.9007,4.3475,14.0201,-3.5566,1.967,9.8481,3.1382,12.6997,-0.1971,5.3391,15.9498,3.9937,13.0212,0.0164,-1.0881,1.0534,0.3881,-0.9681,-0.3567,0.3684,0.4553,0.6308,0.4956,1.3854,1.0886,0.7858,0.2073,0.3979,0.2457,1.9192,1.185,0.6174,0.067,0.3509,-3.3878,5.234,-50.5296,-9.6541,2.164,0.6276,0.503,0.29,0.2324,0.8014,0.5273,0.5821,0.5677,1.104,1.0767,0.9753,0.0227,8.0569,-0.2775,0.712,0.7086,-0.4982,-0.7231,0.8601,0.1915,0.0638,0.2526,0.9424,-0.7643,-0.3345,0.1394,0.3734,0.9371,-4.3528,0.5951,0.011,0.1047,0.3049,0.5701,-0.5725,0.3217,-0.562,0.6765,2.4138,3.5679,0.4577,5.8266,12.73,0.5357,-1.0099,-1.8851,3.0508,0.7532,0.2469,1.0056,3.0911,3.074,0.0047,1.2972,-0.0751,-0.8219,0.4415,1100,0,0,0,1,PANTALONI
-1.4664,20.3385,4.5098,26.0618,-3.2785,-2.2605,50.3092,7.0929,35.3106,-3.5768,-0.0313,34.0856,5.8383,29.3006,-0.806,7.3114,58.5381,7.651,33.1094,0.0037,0.6487,46.9038,-0.2006,72.304,-0.3092,-0.0043,0.6358,0.7725,0.5894,1.2149,0.9271,0.7631,0.4043,0.5967,0.3474,1.476,0.8594,0.5823,0.7237,1.5272,-163.4614,2.1103,-225.8746,-107.0321,0.7895,0.3754,0.1833,0.4755,0.2322,0.4882,0.7381,0.8895,0.7871,1.2051,1.0665,0.885,0.0093,11.4036,0.8103,-0.0566,-0.6579,-0.0117,-0.7076,0.1844,-0.0617,0.0613,0.2475,0.6506,-4.8773,-0.2344,0.0047,0.0683,0.3547,-11.3041,-0.8052,0.0287,0.1694,0.954,?,0.2633,0.0767,0.2911,3.6224,1.4613,0.4034,13.122,2.1353,0.1627,1.6569,0.5659,0.3416,3.8402,0,0,1.8344,0.682,0.3718,0.0029,1.2269,-0.403,-0.9732,0.4247,1100,0,0,0,1,PANTALONI
0.4153,2.4817,1.5753,9.9002,-1.1981,0.3418,7.1347,2.6711,12.2933,-1.052,0.6471,5.3273,2.3081,13.3016,-0.1887,3.2942,4.8,2.1909,11.0198,0.0251,1.2151,0.6418,0.1261,0.5282,0.1038,0.1964,0.5898,0.6825,0.719,1.1573,1.2192,1.0535,0.3478,0.4658,0.517,1.3393,1.4864,1.1099,0.8562,2.5559,-19.0506,2.9851,-22.25,-7.4536,0.7518,0.4025,0.3985,0.5354,0.53,0.99,0.8053,0.7443,0.8984,0.9242,1.1156,1.2071,0.003,4.721,-0.1724,-0.0612,0.1274,0.2495,0.0874,0.6521,0.2325,0.0077,0.0879,0.4168,0.2745,-0.0107,0.0184,0.1356,0.3785,-2.3841,0.4679,0.0409,0.2022,0.5886,0.3437,-21.7696,0.497,-0.0228,0.6479,0.4345,0.6706,0.4198,0.1888,0.4497,-0.5913,0.5116,-0.8653,5.1355,0.6406,0.1247,1.101,0.7081,0.6431,0.0018,0.8199,-0.6663,0.7896,-0.9454,1100,0,0,0,1,PANTALONI
-0.0732,0.013,0.1141,0.594,-1.6197,-0.0639,0.0238,0.1542,0.8262,-1.4011,0.0107,0.0175,0.1322,0.7195,-0.9111,0.2323,0.0099,0.0993,0.4842,0.0549,1.1471,-6.8465,-0.3153,-5.9687,-0.2749,0.0461,0.74,0.8626,1.1485,1.1657,1.5519,1.3313,0.5476,0.7441,1.319,1.3588,2.4084,1.7725,0.7617,1.0706,-13.0669,1.4055,-17.1539,-12.2053,0.659,0.6022,0.4426,0.9139,0.6717,0.735,0.7189,0.8255,1.2268,1.1482,1.7064,1.4861,0.0003,0.3519,-0.0158,-0.2018,-0.3422,0.062,-0.237,0.1688,-0.1584,0,0.0022,0.1622,?,-0.7557,0,0.0007,0.7574,?,-0.4673,0.0001,0.0076,0.4784,?,0.2097,0.339,1.617,3.0325,0.2971,0.098,9.1962,0.0883,0.0096,0.2141,0.3389,1.5831,1,1,1,0.2141,0.3389,1.5831,0.0031,1.3815,-0.3184,0.8391,-0.032,1100,0,0,0,1,PANTALONI
0.5163,3.4548,1.8587,9.419,-0.8158,0.6244,6.968,2.6397,14.2146,-0.6524,0.6435,6.3074,2.5115,14.5217,-0.2382,3.5933,4.889,2.2111,13.3823,0.0298,0.8269,0.8024,0.1437,0.9703,0.1738,0.1791,0.7041,0.7401,0.8406,1.0511,1.1938,1.1358,0.4958,0.5477,0.7066,1.1047,1.4253,1.2901,0.754,1.5146,-10.2803,2.0087,-13.634,-6.7874,0.603,0.4423,0.3761,0.7335,0.6236,0.8502,0.6626,0.6486,0.7038,0.9789,1.0622,1.0851,0.0037,5.1417,-0.0491,-0.1159,-0.0516,0.4322,0.2973,0.7615,0.2063,0.0111,0.1053,0.4347,0.2278,-0.0479,0.0159,0.1259,0.3262,-4.0432,0.4232,0.0478,0.2187,0.5901,0.2884,-4.3065,0.4874,-0.1132,0.8363,0.4815,0.5758,0.6994,0.2318,0.3315,-0.4903,0.5361,-1.0934,8.702,0.6787,0.078,1.3324,0.7366,0.5528,0.0017,0.7398,-0.5357,0.7488,-0.9352,1100,0,0,0,1,PANTALONI
-2.7912,27.4508,5.2394,21.5938,-4.4057,0.4869,14.8464,3.8531,16.7691,-1.281,2.4276,37.1099,6.0918,36.3358,-0.6678,6.52,50.8177,7.1287,21.8173,0.0014,-5.7322,-1.1498,-0.4281,0.2006,0.0747,0.3723,1.3598,0.8601,0.735,0.6325,0.5405,0.8546,1.849,0.7397,0.5402,0.4001,0.2922,0.7303,1.8688,1.2097,-561.4318,0.6473,-300.4229,-464.1163,0.5434,0.1833,0.1828,0.3374,0.3365,0.9972,1.2877,0.5943,0.9898,0.4615,0.7686,1.6655,0.0134,9.8464,0.0311,-0.0221,-0.7141,0.413,-0.1505,0.37,0.3406,0.0475,0.218,0.4825,0.233,0.2286,0.0254,0.1593,0.3513,0.1882,0.4737,0.0207,0.1439,0.3253,0.5094,1.4899,0.719,0.4826,1.3686,1.5148,1.1068,1.8729,2.2945,1.2251,1.7989,0.4339,0.2412,1.4536,0.9487,0.6527,1.3736,1.4833,1.0799,0.0023,1.0428,0.9872,0.9974,0.9918,1100,0,0,0,1,PANTALONI
-0.0032,0.0172,0.1312,0.5956,-1.1484,-0.0049,0.0074,0.0859,0.4742,-0.9247,0.0032,0.0058,0.076,0.4875,-2.0012,0.1557,0.0062,0.0785,0.4049,0.0572,0.6543,-1.0066,-0.0208,-1.5384,-0.0318,0.0206,1.5272,1.7273,1.6709,1.131,1.0941,0.9674,2.3324,2.9835,2.792,1.2792,1.1971,0.9358,1.3975,0.9794,-12.9597,0.7008,-9.2732,-13.2317,1.1252,1.7068,0.6455,1.5168,0.5736,0.3782,1.2561,1.2218,1.4709,0.9727,1.1711,1.2039,0,0.2369,0.446,-0.1635,-0.0767,0.7479,-0.1589,-0.1654,0.6382,0,0.0031,0.0119,0.9816,0.3489,0,0.0064,0.0181,0.9493,0.671,0,0.0021,0.0098,0.9855,1.829,0.9511,0.52,0.485,1.4738,3.0389,0.2352,2.1721,9.2351,1.8713,0.9528,0.5092,1.8098,0.9566,0.5286,0.6567,1.2099,1.8423,0.0035,1.6581,-0.9003,-0.9097,0.7066,1100,0,0,0,1,PANTALONI
0.0194,0.8801,0.9381,15.6259,-0.7716,-0.5795,1.9857,1.4091,9.0471,-2.1974,-0.0062,1.1387,1.0671,7.3752,-0.8968,1.4967,2.1005,1.4493,9.5554,0.0059,-0.0335,-3.1246,0.013,93.153,-0.3872,-0.0042,0.6658,0.8792,0.6473,1.3205,0.9723,0.7363,0.4432,0.7729,0.419,1.7438,0.9453,0.5421,1.0946,1.9517,-120.1139,1.783,-109.7342,-61.5434,3.1172,2.2685,0.9176,0.7277,0.2944,0.4045,1.7272,2.1187,1.6353,1.2267,0.9468,0.7718,0.002,2.1799,-0.1037,-0.181,-0.07,-0.721,-0.5356,0.3259,-0.4071,0.0001,0.0115,0.4351,?,0.5526,0.0001,0.0074,0.04,0.9297,-0.4915,0.0018,0.0428,0.5293,?,-0.7367,0.8282,-1.1242,1.5573,0.269,0.1727,2.4252,0.0723,0.0298,-0.8223,0.822,-0.9997,0,1,0,10.8693,0.822,0.0756,0.003,1.4512,0.4807,-0.3721,0.2457,1100,0,0,0,1,PANTALONI
0.207,3.5607,1.887,10.4401,-1.0034,-1.7756,13.7079,3.7024,15.1767,-1.1919,0.8145,15.7416,3.9676,18.1566,-0.3711,5.11,10.7569,3.2798,13.655,0.0339,-0.1166,0.2542,0.0405,-2.1801,-0.3475,0.1594,0.5097,0.4756,0.5753,0.9332,1.1289,1.2097,0.2598,0.2262,0.331,0.8708,1.2743,1.4634,0.6336,1.064,-10.9066,1.6793,-17.2141,-10.2507,0.7526,0.3935,0.3687,0.5229,0.4899,0.9369,0.6879,0.575,0.7646,0.8359,1.1114,1.3297,0.0069,7.5453,-0.3449,-0.0346,-0.0142,0.0466,-0.423,0.6664,0.1998,0.0423,0.2056,0.6574,-0.9558,0.2029,0.0161,0.127,0.3824,0.2233,0.4053,0.008,0.0892,0.4001,0.1316,0.9848,0.493,0.5006,1.619,2.3041,1.4231,2.6212,5.3088,2.0253,-2.9229,-5.2996,1.8131,0.6828,0.7295,1.0684,1.7192,1.6429,0.9556,0.0018,0.8865,-0.9677,0.9044,-0.8329,1100,0,0,0,1,PANTALONI
-0.0711,1.1423,1.0688,7.9459,-0.975,-2.2999,11.9519,3.4572,15.7258,-3.3442,0.4367,2.6,1.6124,9.9469,-0.4611,3.0556,11.8425,3.4413,13.0137,0.0026,0.0309,-0.1629,-0.0233,-5.2663,-0.7527,0.1429,0.3092,0.6628,0.3106,2.144,1.0046,0.4686,0.0956,0.4394,0.0965,4.5969,1.0092,0.2195,0.324,1.2497,-115.3427,3.8566,-355.9617,-92.2996,1.1114,0.591,0.3083,0.5317,0.2774,0.5218,0.5053,0.7988,0.6106,1.581,1.2084,0.7643,0.0083,4.2339,0.2554,-0.0237,-0.2052,-0.6802,-0.9447,0.6561,-0.5241,0.0019,0.0436,0.5744,?,0.4388,0.0007,0.026,0.1178,0.7753,-0.4655,0.0024,0.0489,0.5352,?,-1.1944,1.1257,-0.9426,1.6786,0.8919,0.5313,2.8179,0.7955,0.2823,-1.4132,1.0733,-0.7595,0,1,0,4.8773,1.0733,0.2201,0.0029,1.4284,0.9685,0.7823,0.7327,1100,0,0,0,1,PANTALONI
0.706,3.7733,1.9425,9.2727,-0.8737,-2.381,7.4914,2.737,20.3303,-0.8206,0.2531,5.4158,2.3272,15.4489,-0.8161,4.2263,5.0509,2.2474,11.8628,0.031,-0.2965,2.7892,0.1671,-9.4065,-0.5634,0.0599,0.7097,0.8347,0.8643,1.1761,1.2179,1.0355,0.5037,0.6967,0.7471,1.3833,1.4832,1.0722,0.4719,0.6228,-11.3922,1.3199,-24.1434,-18.2914,0.4432,0.5818,0.4043,1.3127,0.9122,0.6949,0.4561,0.6002,0.7817,1.316,1.7138,1.3023,0.0087,6.4448,0.0928,-0.1695,-0.031,0.0245,-0.541,0.226,0.031,0.0448,0.2116,0.7956,-1.5377,0.233,0.0039,0.0621,0.2954,0.296,0.5208,0.0162,0.1274,0.4977,0.283,0.1329,0.0595,0.4474,3.4087,1.6614,0.4874,11.6193,2.7601,0.2375,-3.8818,-2.4538,0.6321,0.7471,0.4516,0.6045,2.6929,1.5985,0.5936,0.002,0.9141,-0.7929,-0.1009,-0.005,1100,0,0,0,1,PANTALONI
0.3263,0.6032,0.7766,3.914,-0.9493,-3.0923,8.0604,2.8391,9.0983,-7.2304,0.7894,2.453,1.5662,6.9928,-0.559,3.649,8.0934,2.8449,8.519,0.0072,-0.1055,0.4133,0.0894,-3.9172,-0.8474,0.2163,0.2736,0.4959,0.273,1.8127,0.998,0.5505,0.0748,0.2459,0.0745,3.2859,0.9959,0.3031,0.2385,0.7602,-31.0434,3.1877,-130.1759,-40.8364,1.8164,0.4476,0.234,0.2465,0.1288,0.5228,0.4302,0.5597,0.4594,1.3011,1.068,0.8208,0.0245,5.1098,-0.3055,-0.0556,0.2334,-0.6807,-0.9882,0.7249,-0.0799,0.0469,0.2166,0.5489,-3.655,0.2369,0.0281,0.1677,0.4485,0.1711,0.6048,0.0424,0.2059,0.7155,0.0268,-0.3373,-0.1321,0.3916,1.2912,1.0516,0.8145,1.6672,1.1059,0.6633,-4.6551,-21.8432,4.6923,0.2179,0.1604,0.7359,1.224,0.7672,0.6268,0.005,1.0324,-0.9912,0.8615,-0.917,125000,0,0,0,1,PANTALONI
0.6249,1.3804,1.1749,5.212,-0.3806,-1.7859,6.847,2.6167,8.6501,-11.6389,0.2105,4.1789,2.0442,10.0723,-0.7075,2.81,8.1342,2.852,9.1809,0.002,-0.3499,2.9688,0.2224,-8.4849,-0.6355,0.0749,0.449,0.5747,0.4119,1.28,0.9175,0.7168,0.2016,0.3303,0.1697,1.6385,0.8418,0.5137,0.1804,0.3443,-79.311,1.9087,-439.6682,-230.3455,5.5159,0.64,0.4104,0.116,0.0744,0.6413,0.6025,0.5175,0.5677,0.8588,0.9422,1.0971,0.0127,4.3022,-0.7477,0.3553,0.7155,-0.24,-0.9615,0.2959,0.0683,0.0185,0.1362,0.4882,-2.5714,0.2311,0.0002,0.0129,0.0508,0.808,0.7127,0.0096,0.0978,0.3781,0.5042,0.2955,0.0958,0.3243,10.5544,1.393,0.132,111.3944,1.9403,0.0174,-1.6431,-0.9144,0.5565,0.5163,0.1793,0.3472,9.6045,1.2914,0.1345,0.005,1.0847,-0.6491,0.998,-0.6173,1100,0,0,0,1,PANTALONI
0.4398,2.3627,1.5371,6.9351,-0.2858,-1.2692,7.9623,2.8218,11.4466,-13.0004,-0.1868,5.6227,2.3712,13.8419,-0.4802,2.5296,11.3878,3.3746,13.5452,0.0027,-0.3465,-2.354,0.1739,6.7932,-0.5017,-0.0739,0.5447,0.6482,0.4555,1.19,0.8362,0.7027,0.2967,0.4202,0.2075,1.4161,0.6992,0.4937,0.145,0.3433,-42.5633,2.3669,-293.4546,-123.9831,6.5967,0.5768,0.3971,0.0874,0.0602,0.6885,0.6059,0.501,0.512,0.827,0.8451,1.0219,0.009,3.7979,-0.8625,0.7597,0.7676,-0.5706,-0.9283,0.4426,0.1477,0.008,0.0892,0.5458,-1.021,0.2092,0.0026,0.0511,0.2685,0.3245,0.674,0.0036,0.06,0.3377,0.5205,0.7062,0.2192,0.3104,1.746,1.4861,0.8512,3.0484,2.2086,0.7245,-2.1382,-0.7521,0.3518,0.6795,0.3834,0.5643,2.0327,1.6161,0.7951,0.0048,1.0503,-0.9756,0.7524,-0.7487,1100,0,0,0,1,PANTALONI
-0.2605,8.0068,2.8296,19.5802,-0.6032,-0.1498,35.132,5.9272,25.4024,-0.6439,0.7053,7.3791,2.7164,16.6131,-0.8487,6.3966,10.1895,3.1921,14.8368,0.0472,1.7392,-0.3693,-0.0407,-0.2123,-0.0234,0.1103,0.4774,1.0417,0.8864,2.182,1.8568,0.851,0.2279,1.0851,0.7858,4.761,3.4479,0.7242,0.7404,0.9659,-10.0327,1.3046,-13.5501,-10.3867,0.7904,1.3591,0.7844,1.7196,0.9924,0.5771,0.7708,1.1786,1.3197,1.5291,1.7121,1.1197,0.0026,9.1428,0.1604,-0.1607,0.1456,-0.4685,0.3967,0.1044,-0.2693,0.0252,0.1589,0.4495,?,0.5932,0.0036,0.0603,0.1856,0.7379,-0.2295,0.0062,0.0789,0.3581,-17.9836,-0.454,1.1736,-2.5848,2.6345,2.0146,0.7647,6.9406,4.0585,0.5847,-0.8598,1.325,-1.541,0,0,37.5547,2.4213,1.2552,0.5184,0.0023,1.0921,0.8506,0.2112,0.5699,1100,0,0,0,1,PANTALONI
