@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.38,1.6852,1.2981,4.9897,-0.829,0.389,12.5846,3.5475,20.0751,-1.7528,0.3609,8.2375,2.8701,13.7491,-0.4907,3.8577,8.051,2.8374,15.5498,0.019,0.9769,1.053,0.0985,1.078,0.1008,0.0935,0.3659,0.4523,0.4575,1.236,1.2502,1.0115,0.1339,0.2046,0.2093,1.5277,1.5631,1.0232,0.1769,0.4997,-7.4911,2.8244,-42.3394,-14.9904,0.3741,0.2958,0.1721,0.7907,0.46,0.5819,0.2486,0.3629,0.3209,1.4601,1.291,0.8842,0.0136,6.0589,0.285,-0.1743,-0.1364,-0.9582,-0.3651,0.3196,-2.375,2.9004,1.7031,4.8885,?,-9.1328,0.3939,0.6276,9.7133,?,1.8716,0.3161,0.5622,1.5737,0.4414,0.2601,-1.269,-4.8796,2.7136,3.0292,1.1163,7.3634,9.1762,1.2462,0.5033,-3.9309,-7.8107,1,0,0,0.5033,3.1063,6.1721,0.2004,13.3794,-0.9754,-0.984,0.9923,?,?,?,?,?,DESTRA_PANTALONI
0.2485,0.3873,0.6223,2.8348,-0.6435,1.2408,1.5741,1.2546,5.2726,-0.28,-0.1355,1.2542,1.1199,4.6569,-0.8859,1.972,0.9463,0.9728,4.0125,0.1263,0.2003,-1.834,0.126,-9.1574,0.6292,-0.0687,0.496,0.5557,0.6397,1.1203,1.2897,1.1512,0.246,0.3088,0.4092,1.2551,1.6634,1.3253,0.9625,0.5074,-1.9134,0.5272,-1.988,-3.771,0.4187,0.6985,0.3756,1.6682,0.897,0.5377,0.5376,0.6087,0.7065,1.1322,1.314,1.1606,0.0265,2.8661,-0.5981,0.3345,-0.3212,-0.6047,0.7182,-0.2353,-0.2109,0.8303,0.9112,2.6943,-0.5888,-9.3187,0.0181,0.1346,9.4235,?,2.8849,0.1118,0.3344,0.9599,0.729,0.0226,-0.0731,-3.2302,6.7701,2.7246,0.4024,45.8348,7.4236,0.162,0.106,-0.3868,-3.6504,0,0.4789,0,0.2859,2.8069,9.8173,0.2033,13.06,0.9814,0.9886,0.9635,?,?,?,?,?,DESTRA_PANTALONI
2.2357,1.5875,1.26,5.6299,-0.0538,-6.9559,11.493,3.3901,10.9432,?,2.965,8.008,2.8298,8.83,-0.148,8.1258,17.2333,4.1513,11.5405,0.1282,-0.3214,0.754,0.2751,-2.346,-0.856,0.3649,0.3717,0.4452,0.3035,1.198,0.8166,0.6817,0.1381,0.1982,0.0921,1.4352,0.6669,0.4647,0.0263,0.2527,-0.1695,9.6132,-6.4476,-0.6707,0,0.6946,0.4036,0,0,0.581,0.5145,0.6376,0.4878,1.2393,0.9482,0.7651,0.1546,12.4404,-0.8197,0.8274,0.8618,-0.9073,-0.9872,0.9592,1.8303,6.051,2.4599,7.7685,-0.184,-8.9512,1.5072,1.2277,9.7712,?,-0.8981,4.3983,2.0972,6.0646,-4.4172,-0.2045,-2.0378,9.9663,2.0037,1.1729,0.5854,4.0147,1.3758,0.3427,0.1236,0.2442,1.9759,0,5.8605,0,0.795,1.281,1.6112,0.18,13.108,0.8696,-0.978,-0.9276,?,?,?,?,?,DESTRA_PANTALONI
-3.1362,45.1046,6.716,23.2376,-2.8288,-4.3218,114.2479,10.6887,33.3879,-3.3276,1.0236,91.8392,9.5833,28.1817,-0.8344,15.3434,45.3321,6.7329,24.2344,0.1819,0.7257,-3.0641,-0.2044,-4.2224,-0.2817,0.0667,0.6283,0.7008,0.9975,1.1153,1.5875,1.4233,0.3948,0.4911,0.995,1.244,2.5202,2.0259,0.6687,1.3393,-3.1871,2.0028,-4.7659,-2.3796,0.7867,0.395,0.2049,0.5022,0.2605,0.5186,0.696,0.8246,0.9589,1.1847,1.3777,1.1629,0.111,23.9901,0.7788,-0.0368,-0.8185,-0.0559,-0.9351,0.2396,6.3079,4.1188,2.0295,7.3116,0.1744,-2.0648,18.8801,4.3451,12.7476,-1.4008,5.1241,2.8659,1.6929,5.168,0.3635,-3.055,1.231,-0.403,0.4671,1.1988,2.5667,0.2182,1.4372,6.5879,-0.2076,0.5233,-2.5205,1.6678,1.0908,0.654,0.5736,1.4148,2.4666,0.1711,15.8299,-0.4738,-0.7944,0.8337,?,?,?,?,?,DESTRA_PANTALONI
1.2245,5.5743,2.361,9.39,-1.3511,0.5277,4.8102,2.1932,8.9472,-1.5672,2.4258,9.9407,3.1529,12.7249,-0.1894,4.8113,4.8385,2.1997,9.2583,0.1395,2.3203,0.5048,0.2545,0.2175,0.1097,0.5042,1.0765,0.7488,1.0733,0.6956,0.9971,1.4334,1.1588,0.5608,1.1521,0.4839,0.9942,2.0545,0.988,2.6625,-3.5944,2.6949,-3.6382,-1.35,1.1459,0.3733,0.3712,0.3258,0.3239,0.9943,1.0495,0.7379,1.0142,0.7031,0.9664,1.3744,0.0577,7.3115,-0.4416,-0.3621,-0.2574,0.1419,0.184,0.8382,6.621,1.2851,1.1336,5.0476,0.4476,0.2972,4.0318,2.0079,6.6469,-0.6861,6.7053,1.6432,1.2819,4.7197,0.4042,22.2782,0.9874,0.0443,0.5646,0.8843,1.5664,0.3187,0.782,2.4536,-1.512,1.2774,-0.8448,2.3179,1.1535,0.4977,0.7594,1.0695,1.4083,0.1964,15.1009,-0.2444,-0.9021,-0.0017,?,?,?,?,?,SINISTRA_PANTALONI
-0.0754,0.0106,0.103,0.4318,-3.0308,-0.134,0.0267,0.1634,0.8262,-1.4011,-0.0028,0.0101,0.1005,0.4237,-1.0928,0.2425,0.0122,0.1107,0.4459,0.1174,0.5626,26.524,-0.3108,47.1483,-0.5524,-0.0117,0.6305,1.025,0.931,1.6256,1.4766,0.9083,0.3975,1.0506,0.8668,2.6427,2.1804,0.8251,0.6735,1.4675,-5.4724,2.1791,-8.1258,-3.7289,0.3113,0.5292,0.212,1.6996,0.681,0.4007,0.5226,1.0192,0.9683,1.95,1.8528,0.9501,0.0031,0.3616,0.17,-0.3447,-0.4343,-0.2415,-0.4933,0.181,7.9324,0.0007,0.0262,0.1,0.9875,5.4498,0.0015,0.0385,0.1389,0.9749,-1.8824,0.0001,0.01,1.8978,?,1.4556,-4.2141,-2.8952,0.6806,2.613,3.8391,0.4632,6.8276,14.7389,1.4639,-4.1537,-2.8373,1.4452,0,0,0.7202,0.0527,0.0732,0.2001,15.2646,-1.0113,-0.0618,0.1534,?,?,?,?,?,SINISTRA_PANTALONI
0.9585,6.9597,2.6381,8.713,-0.9057,1.0428,4.9198,2.2181,10.8425,-0.2604,2.1146,10.9578,3.3102,13.0746,-0.2625,4.756,6.6952,2.5875,10.4761,0.1699,0.9192,0.4533,0.2015,0.4931,0.2193,0.4446,1.1894,0.797,1.0196,0.6701,0.8572,1.2793,1.4146,0.6351,1.0395,0.449,0.7348,1.6367,1.8485,1.5231,-1.9305,0.824,-1.0444,-1.2675,0.5315,0.4415,0.3623,0.8307,0.6816,0.8205,0.8036,0.6664,0.8317,0.8293,1.035,1.248,0.0553,7.0532,-0.5793,-0.5011,-0.3958,0.7098,0.8102,0.921,6.6502,1.9158,1.3841,4.6365,0.4956,-0.1146,1.2292,1.1087,4.0533,-1.1306,6.776,2.8245,1.6806,5.2009,0.3862,-58.0235,0.9814,-0.0169,1.2484,0.8236,0.6597,1.5586,0.6783,0.4352,-2.1183,1.3925,-0.6573,4.8321,1.0849,0.2245,1.1439,0.8915,0.7793,0.2064,14.4258,0.1324,-0.9848,-0.2477,?,?,?,?,?,SINISTRA_PANTALONI
-5.6134,39.0099,6.2458,19.4934,-7.8647,4.2522,6.9924,2.6443,9.9326,-0.3511,5.5022,9.0479,3.008,9.6712,-0.0189,10.5944,22.6754,4.7619,16.7652,0.1252,-1.3201,-1.0202,-0.5298,0.7728,0.4014,0.5194,2.362,2.0764,1.3116,0.8791,0.5553,0.6317,5.5789,4.3115,1.7204,0.7728,0.3084,0.399,6.7011,96.6201,-7.2047,14.4186,-1.0752,-0.0746,0.2991,0.2317,0.1147,0.7745,0.3836,0.4953,1.9626,2.0156,1.1627,1.027,0.5925,0.5769,0.1901,16.6336,0.4306,-0.5003,-0.9568,0.5493,-0.18,0.6876,6.8976,0.2346,0.4844,2.183,0.6998,6.8576,0.1869,0.4323,1.8658,0.7768,-1.0527,0.0131,0.1143,1.2412,?,1.0058,-6.5522,-6.5142,1.1206,4.2384,3.7824,1.2556,17.9639,14.3065,0.7836,-4.1009,-5.2333,0.8698,0,0,1.17,1.7588,1.5033,0.2082,14.8078,-0.9976,-0.5953,0.5715,?,?,?,?,?,SINISTRA_PANTALONI
0.0242,0.0169,0.1301,0.5789,-1.0882,0.0051,0.0083,0.0912,0.4081,-0.7074,0.0055,0.0045,0.0671,0.2934,-0.8218,0.1535,0.0068,0.0825,0.3384,0.0677,4.7538,4.4088,0.1574,0.9274,0.0331,0.0357,1.4275,1.9401,1.5769,1.359,1.1046,0.8128,2.0378,3.7638,2.4865,1.847,1.2202,0.6606,1.7841,2.279,-12.2797,1.2774,-6.883,-5.3881,1.1599,1.7212,0.7637,1.484,0.6585,0.4437,1.4185,1.9728,1.7106,1.3908,1.2059,0.8671,0.0005,0.2339,0.5979,0.0968,0.0155,0.8357,0.1876,0.1765,7.4679,0.0004,0.0188,0.0537,0.9928,6.3288,0.0004,0.0199,0.0567,0.9911,-0.5886,0.0006,0.0251,0.6321,?,1.18,-12.6873,-10.7521,0.9453,0.7513,0.7948,0.8936,0.5644,0.6316,1.181,-11.7719,-9.9676,1.1789,0,0,0.946,0.0849,0.0898,0.2087,14.3853,-1.005,0.9813,-0.9733,?,?,?,?,?,SINISTRA_PANTALONI
0.042,2.6781,1.6365,15.5494,-0.7629,-0.1207,0.5264,0.7255,4.8311,-2.6207,-0.0425,0.1004,0.3169,2.2039,-2.3146,0.8541,2.5936,1.6105,9.5554,0.0059,-0.348,-0.9889,0.0492,2.8415,-0.1414,-0.0497,2.2556,5.1637,1.0162,2.2893,0.4505,0.1968,5.0879,26.6642,1.0326,5.2407,0.2029,0.0387,1.9244,4.3725,-118.7645,2.2721,-61.7151,-27.1619,6.6104,13.2652,0.9176,2.0067,0.1388,0.0692,3.2186,7.0554,1.6273,2.1921,0.5056,0.2306,0.0028,1.1998,-0.7216,-0.5792,0.2948,0.1944,-0.3957,-0.4422,-1.424,0.0008,0.0275,1.4871,?,-9.6748,0,0.0051,9.6798,?,0.7343,0.0009,0.0302,0.12,0.8496,0.1472,-1.9391,-13.1747,5.3736,0.9111,0.1695,28.8752,0.83,0.0287,0.1536,-2.1926,-14.2717,1,0,0,0.1536,12.3886,80.6381,0.2043,11.8331,-0.8864,-0.2035,0.6041,?,?,?,?,?,SINISTRA_PANTALONI
0.794,7.0307,2.6515,10.396,-1.012,-4.95,5.1054,2.2595,9.1847,-8.1813,3.1608,32.2981,5.6831,18.0609,-0.3639,8.5386,6.6497,2.5787,8.7529,0.3807,-0.1604,0.2512,0.093,-1.5661,-0.5797,0.3702,1.1735,0.4666,1.0282,0.3976,0.8762,2.2039,1.3771,0.2177,1.0573,0.1581,0.7678,4.857,0.6389,1.0851,-0.9716,1.6985,-1.5208,-0.8954,5.1652,0.3902,0.3656,0.0755,0.0708,0.9369,1.1319,0.5756,1.1877,0.5085,1.0493,2.0634,0.1235,12.5605,-0.4228,-0.2606,-0.1891,0.3036,0.1523,0.954,-5.2616,10.1601,3.1875,8.9006,?,1.8715,16.211,4.0263,10.4305,-0.5937,5.9329,3.3886,1.8408,4.6972,0.3987,-2.8114,-0.8868,0.3154,0.7917,1.7316,2.1872,0.6267,2.9983,4.784,2.2905,-2.8576,-1.2476,0,0,0.8378,0.8533,1.8948,2.2205,0.1697,15.1844,0.9523,0.8411,0.9378,?,?,?,?,?,SINISTRA_PANTALONI
-0.0598,0.1863,0.4316,2.7655,-6.371,-0.0314,0.0885,0.2975,1.0068,-1.7403,0.019,0.0069,0.0831,0.4618,-0.7067,0.3608,0.1565,0.3956,2.4438,0.0171,1.9067,-3.1432,-0.1657,-1.6485,-0.0869,0.0527,1.4506,5.1916,1.0911,3.579,0.7522,0.2102,2.1041,26.9522,1.1904,12.8092,0.5658,0.0442,3.7383,12.4992,-56.1202,3.3435,-15.0121,-4.4899,1.0212,1.3865,0.1509,1.3577,0.1478,0.1088,2.7468,5.988,1.1316,2.18,0.412,0.189,0.0015,0.5005,0.4716,-0.569,-0.8623,-0.5788,-0.4416,0.47,0.9746,0.008,0.0893,0.3129,0.7346,-9.7461,0.0001,0.0088,9.7552,?,0.4754,0.0002,0.0155,0.0472,0.9059,-0.1,2.05,-20.5009,10.0904,5.7446,0.5693,101.8152,33.0002,0.3241,-0.0888,1.9064,-21.467,0,2.3509,0,0.0321,6.6335,206.7835,0.2043,11.1961,0.9933,-0.6177,-0.5339,?,?,?,?,?,SINISTRA_PANTALONI
1.7279,7.5491,2.7476,9.2689,-0.8744,-3.6631,3.3703,1.8358,6.5212,?,0.9118,9.6677,3.1093,15.4489,-0.8161,5.9329,2.6235,1.6197,7.4802,0.2811,-0.4717,1.895,0.2912,-4.0175,-0.6174,0.1537,1.4966,0.8837,1.6963,0.5904,1.1334,1.9196,2.2399,0.7809,2.8774,0.3486,1.2847,3.685,0.663,0.6228,-1.4781,0.9393,-2.2293,-2.3733,0,0.5813,0.4752,0,0,0.8175,1.4213,0.6,1.2391,0.4221,0.8718,2.0653,0.0865,9.4453,0.6472,-0.5654,-0.6741,-0.6849,-0.7946,0.567,-5.196,4.8144,2.1942,8.419,?,-0.1286,8.6352,2.9386,8.2758,-1.9715,7.0464,6.0091,2.4513,6.911,0.246,40.4156,-0.7374,-0.0182,0.7467,0.8951,1.1988,0.5575,0.8012,1.437,1.5333,-3.7332,-2.4348,0,0,0.3038,1.0173,1.2182,1.1975,0.1824,14.7166,0.8788,0.8972,0.9912,?,?,?,?,?,SINISTRA_PANTALONI
0.3021,0.9769,0.9884,3.914,-0.9493,-6.1997,0.7989,0.8938,7.9928,?,2.5441,1.3069,1.1432,4.0173,0.1044,6.8607,1.0131,1.0065,3.7467,0.5633,-0.0487,0.1188,0.044,-2.4369,-0.9036,0.3708,1.1058,0.8646,0.982,0.7818,0.888,1.1358,1.2228,0.7474,0.9642,0.6113,0.7886,1.29,0.2385,-4.0709,-0.3943,-17.0707,-1.6535,0.0969,0,0.4476,0.234,0,0,0.5228,0.4897,0.9743,1.0447,1.9896,2.1333,1.0722,0.1525,9.5949,0.0658,-0.3249,-0.1525,-0.4416,-0.9374,0.716,-4.8947,2.3986,1.5487,7.1914,?,0.5057,0.9452,0.9722,3.0508,-0.6868,6.5589,1.1014,1.0495,3.2129,0.6013,-9.6794,-0.7463,0.0771,1.593,1.4757,0.9264,2.5376,2.1778,0.8582,5.7893,-1.4841,-0.2563,0,0,0.2244,2.3572,2.2383,0.9495,0.1864,12.4057,0.9884,0.9971,0.9947,?,?,?,?,?,SINISTRA_PANTALONI
1.8564,1.0558,1.0275,3.8168,-0.011,-5.2346,2.5112,1.5847,7.9657,?,0.7526,9.7128,3.1165,10.0723,-0.7075,6.4308,3.3381,1.8271,8.1809,0.1107,-0.3546,2.4666,0.2887,-6.9551,-0.814,0.117,0.6484,0.3297,0.5624,0.5085,0.8673,1.7058,0.4204,0.1087,0.3163,0.2585,0.7523,2.9097,0.0052,0.01,-0.041,1.9087,-7.8243,-4.0992,0,0.64,0.4104,0,0,0.6413,0.4792,0.3789,0.4665,0.7909,0.9737,1.2312,0.1121,9.8243,-0.5163,0.062,0.4749,-0.3329,-0.9326,0.4992,-3.7059,5.5532,2.3565,6.5294,?,1.7822,9.0222,3.0037,8.936,-0.8264,8.0136,0.5324,0.7297,2.2073,0.745,-2.0794,-0.4624,0.2224,0.7845,3.2295,4.1165,0.6155,10.4299,16.9453,1.6148,-1.0124,-0.627,0,0,0.5652,0.7307,2.9581,4.0484,0.1801,14.8827,0.9235,0.8205,0.9732,?,?,?,?,?,SINISTRA_PANTALONI
1.4889,4.7244,2.1736,6.805,-0.2617,-3.6705,15.1562,3.8931,11.4466,-13.0004,-0.0896,14.9012,3.8602,13.8419,-0.4802,5.9527,15.0443,3.8787,12.5955,0.0726,-0.4056,-16.6144,0.2501,40.9597,-0.6166,-0.0151,0.5583,0.5631,0.5604,1.0085,1.0037,0.9952,0.3117,0.3171,0.314,1.0171,1.0074,0.9905,0.1328,0.3143,-1.4316,2.3669,-10.7804,-4.5547,6.5967,0.5768,0.3971,0.0874,0.0602,0.6885,0.5945,0.4916,0.5403,0.827,0.9088,1.099,0.0792,8.9478,-0.8967,0.8338,0.8343,-0.7573,-0.9339,0.7264,-1.4157,9.5713,3.0938,9.6913,-5.0321,4.3408,2.6313,1.6221,6.4357,-0.1617,7.9137,0.5519,0.7429,3.0125,0.6454,-0.3261,-0.1789,0.5485,1.9072,4.1643,2.1834,3.6375,17.3416,4.7674,9.0257,-1.4743,-0.1633,0.29,0.1891,0.6521,1.5059,3.217,2.1363,0.1827,14.5683,0.9239,0.8519,0.9527,?,?,?,?,?,SINISTRA_PANTALONI
-0.5037,10.4154,3.2273,19.5802,-0.6032,4.166,26.0678,5.1057,23.9915,-0.5526,-0.5611,8.4776,2.9116,16.2635,-0.8098,6.9274,14.8957,3.8595,14.5485,0.0657,-0.1209,0.8977,-0.0727,-7.4242,0.6014,-0.081,0.6321,1.1084,0.8362,1.7535,1.3229,0.7544,0.3995,1.2286,0.6992,3.0749,1.75,0.5691,0.8628,1.0123,-7.2044,1.1733,-8.3504,-7.1167,0.7904,1.3591,0.7844,1.7196,0.9924,0.5771,0.8161,1.2039,1.3459,1.4752,1.6491,1.1179,0.0864,9.5608,-0.0994,0.1494,0.2839,-0.3561,0.6389,-0.2971,-9.0813,0.1412,0.3758,9.4035,?,-3.4432,0.3711,0.6092,5.0703,?,0.8514,0.6075,0.7794,3.0062,-0.0813,2.6375,-10.6667,-4.0443,0.6169,0.4821,0.7816,0.3806,0.2325,0.6109,1.8546,41.6226,22.4427,1,0,0,1.8546,3.128,1.6866,0.199,13.3955,-0.9806,0.966,-0.951,?,?,?,?,?,SINISTRA_PANTALONI
