@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-1.3041,18.2736,4.2748,23.8357,-1.7088,-1.4058,97.774,9.8881,51.1032,-1.0305,0.1141,13.6305,3.692,19.0759,-1.0504,8.299,64.4939,8.0308,27.6537,0.0394,0.9276,-11.4291,-0.1571,-12.3205,-0.1694,0.0137,0.4323,1.1579,0.5323,2.6783,1.2313,0.4597,0.1869,1.3406,0.2833,7.1732,1.516,0.2113,0.5798,1.5387,-13.2581,2.6539,-22.868,-8.6167,0.3496,0.9458,0.3057,2.7052,0.8743,0.3232,0.4664,1.2495,0.8619,2.6789,1.848,0.6898,0.019,12.3505,0.7542,-0.5785,-0.4509,-0.8087,-0.3878,0.2539,-1.1917,3.4422,1.8553,6.2805,-14.0902,-0.112,10.1276,3.1824,12.1231,-3.6286,3.9913,9.7711,3.1259,9.0672,0.0213,10.6396,-0.2986,-0.0281,0.583,0.5935,1.0181,0.3399,0.3523,1.0365,0.617,-29.7856,-48.2718,0.1589,0.0449,0.2827,0.5181,0.6927,1.337,0.0417,7.4702,0.621,-0.1233,-0.1461,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.0705,14.8872,3.8584,23.7974,-0.7207,-1.4728,36.1101,6.0092,23.6571,-1.7382,0.3649,12.8536,3.5852,15.0799,-0.5011,7.2097,14.1783,3.7654,16.6646,0.0541,-0.0478,0.1931,0.0098,-4.0359,-0.2043,0.0506,0.6421,1.0762,1.0247,1.6761,1.5959,0.9521,0.4123,1.1582,1.05,2.8093,2.5469,0.9066,0.6637,1.98,-10.4577,2.9832,-15.7565,-5.2817,1.6008,1.3767,0.785,0.86,0.4904,0.5702,1.0059,1.5781,1.428,1.5688,1.4196,0.9049,0.0153,10.8194,0.2797,0.0992,0.3401,-0.8367,-0.3521,0.5548,-1.25,0.9997,0.9998,4.1656,-8.3827,-1.1631,21.0827,4.5916,17.7168,-3.4889,1.8342,3.6919,1.9214,6.6191,-0.1986,1.0747,-0.6815,-0.6342,0.2178,0.5204,2.3897,0.0474,0.2708,5.7105,0.2703,3.3938,12.557,0.1125,0.0804,0.7147,0.2351,0.6293,2.6766,0.0256,6.4296,-0.3712,-0.0463,-0.1712,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.6465,0.0881,0.2969,1.2121,?,-0.3925,1.0992,1.0484,3.9747,-0.7442,-0.1568,0.6427,0.8017,3.1607,-0.5992,1.4155,0.4229,0.6503,2.7385,0.0942,1.6472,4.1227,-0.4567,2.5028,-0.2773,-0.1108,0.2832,0.3703,0.4565,1.3078,1.6121,1.2327,0.0802,0.1372,0.2084,1.7104,2.599,1.5196,0.7148,1.0235,-4.2569,1.432,-5.9558,-4.1591,0,0,0,1.153,0.7538,0.6538,0.305,0.3835,0.4426,1.2575,1.4514,1.1542,0.0151,2.2374,0.6496,0.5902,-0.0996,0.9951,0.0402,0.0746,-0.2998,0.0074,0.0862,0.4359,?,0.3807,0.0052,0.0718,0.2718,0.4492,0.0637,0.042,0.2049,0.5766,-0.6394,-0.7876,-4.7064,5.9757,1.2002,0.4205,0.3503,1.4405,0.1768,0.1227,-1.9664,1.9384,-0.9858,0,0,1.403,1.6039,0.756,0.4713,0.0096,0.8724,-0.5811,-0.12,-0.2869,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.4547,2.1239,1.4574,6.3332,-1.3913,-1.7199,8.4626,2.909,9.8388,-2.5607,0.2968,2.4445,1.5635,6.0334,-0.495,3.7055,2.5528,1.5977,5.6174,0.2098,0.2644,-1.5319,-0.1227,-5.7942,-0.4641,0.0801,0.501,0.9321,0.9121,1.8606,1.8207,0.9786,0.251,0.8688,0.832,3.4618,3.315,0.9576,0.5208,1.8444,-2.4709,3.5418,-4.7447,-1.3397,0.9585,0.6563,0.3726,0.6847,0.3887,0.5677,0.6437,1.0497,1.1274,1.6307,1.7515,1.074,0.0354,5.4054,0.2721,0.2517,-0.1183,-0.3644,-0.851,0.4134,0.644,0.0701,0.2648,1.019,0.1269,-0.5696,0.3728,0.6106,1.8492,-3.943,-1.0236,0.2353,0.4851,1.6894,?,-1.1306,-0.6291,0.5565,0.4338,0.5459,1.2586,0.1881,0.298,1.584,-0.1004,-0.0877,0.8732,3.1197,0,0,0.551,0.6032,1.0946,0.0262,2.3296,-0.8264,-0.5199,0.5879,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.6929,2.7398,1.6552,5.957,-0.5652,-1.027,0.9999,1,3.873,-3.6403,0.4121,3.8546,1.9633,6.3364,-1.2421,2.7723,1.6136,1.2703,4.4626,0.1454,-0.6747,1.6814,0.2499,-2.4922,-0.3705,0.1487,1.6553,0.8431,1.3031,0.5093,0.7872,1.5456,2.74,0.7108,1.6979,0.2594,0.6197,2.3888,0.708,0.6128,-2.8323,0.8656,-4.0004,-4.6217,4.5597,1.3467,0.7288,0.2953,0.1598,0.5412,1.5381,0.9401,1.3349,0.6112,0.8679,1.4199,0.0256,4.4626,-0.5863,0.3097,0.5775,0.0994,-0.7692,0.1442,0.7608,1.9911,1.4111,4.5618,-0.9552,-1.8202,2.0064,1.4165,4.419,-21.5327,1.0116,0.4338,0.6587,2.234,-0.0782,-0.418,0.7521,-1.7994,0.9962,2.1423,2.1505,0.9924,4.5895,4.6248,0.5278,13.7565,26.0657,11.8968,1.126,0.0947,1.0323,2.042,1.9781,0.0435,4.2111,0.0516,-0.5609,0.4273,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-1.7901,22.7429,4.769,17.2352,-1.0494,-3.9598,23.2257,4.8193,18.4725,-2.3531,0.1053,25.0049,5.0005,17.3464,-0.7901,8.4202,18.9692,4.3554,16.3382,0.0166,0.4521,-17.0021,-0.2126,-37.6099,-0.4703,0.0125,0.9896,0.9537,1.095,0.9638,1.1065,1.1481,0.9792,0.9095,1.1989,0.9288,1.2244,1.3182,0.6808,1.1527,-32.0473,1.6931,-47.0737,-27.8025,1.5266,0.8679,0.5062,0.5685,0.3316,0.5833,0.933,0.9936,1.0549,1.0649,1.1306,1.0617,0.0439,13.1842,0.9238,0.2098,-0.6086,0.2969,-0.7446,0.0813,0.4314,2.4496,1.5651,5.0351,-0.5171,-2.5315,3.1306,1.7694,5.1743,?,2.3753,2.5627,1.6009,4.6196,0.0064,-0.1704,0.1816,-1.0658,0.8846,0.9777,1.1053,0.7825,0.9559,1.2216,0.3317,-57.299,-172.7463,0,0.7138,0,0.9731,1.0899,1.1201,0.0353,6.1288,0.0013,0.6197,-0.7601,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.4253,1.9897,1.4106,6.3431,-0.9931,-0.5837,29.6255,5.4429,24.1006,-1.1189,0.6125,14.6221,3.8239,15.9903,-0.744,5.8245,13.2088,3.6344,14.9135,0.0495,0.7285,-0.6944,-0.073,-0.9531,-0.1002,0.1052,0.2592,0.3689,0.3881,1.4234,1.4976,1.0521,0.0672,0.1361,0.1506,2.0261,2.2429,1.107,0.2483,0.4633,-4.0735,1.8656,-16.4028,-8.7922,0.2798,0.3471,0.2028,1.2405,0.7249,0.5844,0.2632,0.3967,0.4253,1.5072,1.616,1.0722,0.0193,8.467,-0.3294,0.4234,0.2362,-0.9204,-0.2342,0.3575,0.9601,1.3408,1.1579,3.7238,-0.4398,0.2514,1.7302,1.3154,6.8075,-0.4819,0.817,0.6789,0.824,2.9041,-0.4556,3.8185,1.1751,0.3077,0.8803,1.4053,1.5964,0.7749,1.9749,2.5484,0.5138,1.2513,2.4355,0.563,1.2964,2.3025,0.547,1.2823,2.3441,0.0262,3.2102,-0.0375,0.7762,-0.2707,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
2.5104,34.926,5.9098,19.5867,-0.61,-4.779,8.1985,2.8633,11.6181,-8.0065,3.3337,28.1965,5.31,15.172,-0.3281,10.0919,9.7291,3.1192,11.4068,0.24,-0.5253,0.753,0.2488,-1.4335,-0.4735,0.3303,2.064,1.113,1.8947,0.5392,0.918,1.7024,4.2601,1.2387,3.5898,0.2908,0.8427,2.8981,0.7185,1.9798,-2.0602,2.7554,-2.8673,-1.0406,9.4312,1.065,0.8106,0.1129,0.0859,0.7611,1.6859,1.291,1.7171,0.7658,1.0185,1.3301,0.0647,15.6376,0.7557,0.3271,0.0493,-0.045,-0.5409,0.6719,-0.8769,2.0015,1.4148,4.9219,-2.4044,1.7244,3.7097,1.9261,6.9994,-0.4711,2.9947,3.2191,1.7942,5.9387,-0.1224,-0.5085,-0.2928,0.5758,0.7345,0.7885,1.0735,0.5395,0.6218,1.1524,1.5508,5.3671,3.4608,0.3039,0.2732,0.8992,0.7032,0.8288,1.1786,0.0364,6.6244,0.8281,-0.8319,-0.6256,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-1.6167,24.4018,4.9398,15.1074,-1.1479,-5.8716,9.0935,3.0155,10.7986,?,1.5233,28.2599,5.316,16.6544,-0.5334,9.8359,4.4196,2.1023,8.2679,0.4511,0.2753,-1.0613,-0.1644,-3.8546,-0.597,0.1549,1.6381,0.9292,2.3497,0.5673,1.4344,2.5287,2.6834,0.8635,5.5213,0.3218,2.0576,6.3943,0.7477,1.3936,-1.1881,1.864,-1.5891,-0.8525,0,0.6476,0.4669,0,0,0.721,1.399,0.9071,1.8272,0.6484,1.3061,2.0143,0.1256,15.526,0.9326,0.4642,-0.557,0.2187,-0.8075,0.185,-1.6198,1.735,1.3172,5.374,-4.2576,-2.8508,4.9264,2.2196,7.0858,-5.4294,1.8636,1.6386,1.2801,4.2357,0.0625,0.5682,-0.8691,-1.5297,0.5934,1.029,1.7339,0.3522,1.0589,3.0066,0.7273,-15.4076,-21.1849,0.9275,0.2262,0.2439,0.7584,1.2687,1.6729,0.0754,6.8065,0.3144,0.3555,0.6757,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.3539,4.5165,2.1252,9.8357,-0.61,-3.0867,8.9648,2.9941,14.9491,-3.7531,-0.8572,23.7603,4.8745,33.4122,-0.3964,5.961,12.0953,3.4778,23.7253,0.0301,0.1146,0.4129,-0.0594,3.6011,-0.5178,-0.1438,0.7098,0.436,0.6111,0.6142,0.8609,1.4016,0.5038,0.1901,0.3734,0.3773,0.7412,1.9644,0.3157,0.3929,-5.0652,1.2445,-16.0437,-12.8919,1.9424,0.2553,0.2497,0.1314,0.1286,0.9782,0.6579,0.2944,0.4146,0.4474,0.6301,1.4083,0.0347,9.0192,-0.2699,-0.3891,0.3321,0.3573,-0.6769,0.0089,-0.0475,1.5894,1.2607,4.406,-1.5246,-1.0967,2.8517,1.6887,6.0295,-2.1611,3.0939,3.0525,1.7472,7.7716,-0.2885,0.0433,-0.0154,-0.3545,0.7466,0.7216,0.9665,0.5574,0.5207,0.9342,0.6455,1.529,2.3688,0.915,0.2894,0.3162,0.7307,0.5669,0.7758,0.0353,5.8982,-0.3936,-0.7084,0.153,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0704,0.1009,0.3177,1.2632,-0.3865,-0.3069,0.1436,0.379,1.3472,-2.426,-0.1444,0.0202,0.142,0.5988,-5.1554,0.5771,0.0516,0.2272,0.8277,0.1616,-0.2294,-0.4876,0.122,2.1253,-0.5318,-0.2502,0.8383,2.2375,1.3985,2.669,1.6682,0.625,0.7028,5.0065,1.9558,7.1233,2.7828,0.3907,0.3691,0.7022,-2.2074,1.9022,-5.9799,-3.1438,2.3168,9.365,0.9229,4.0421,0.3983,0.0985,0.9376,2.1095,1.5262,2.2498,1.6277,0.7235,0.0037,0.8078,0.3587,-0.4371,0.3535,0.1832,-0.6182,-0.435,-1.2738,0.0987,0.3141,1.567,?,-0.6701,0.0112,0.106,0.78,?,0.411,0.0136,0.1168,0.392,0.3007,1.9011,-3.0997,-1.6305,2.9622,2.6887,0.9077,8.7743,7.2289,0.8239,2.009,-9.2969,-4.6276,1,0,0,2.009,3.9974,1.9898,0.0159,2.3548,0.9645,0.0038,-0.0714,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7522,3.8828,1.9705,10.5526,-0.8323,-2.5451,15.8077,3.9759,16.1422,-4.8437,-1.0206,8.6096,2.9342,12.1396,-2.8091,4.6499,14.7635,3.8423,15.3527,0.0484,0.2956,0.737,-0.1618,2.4936,-0.5473,-0.2195,0.4956,0.6716,0.5128,1.355,1.0348,0.7637,0.2456,0.451,0.263,1.8361,1.0707,0.5832,0.3582,0.5354,-6.1408,1.4945,-17.1415,-11.4695,2.085,1.8071,0.357,0.8667,0.1712,0.1975,0.6537,0.8693,0.6873,1.3297,1.0514,0.7907,0.0309,7.1159,0.2376,0.0187,-0.001,0.9594,-0.8936,-0.8631,0.0658,0.8098,0.8999,3.5782,-0.9546,-0.5221,2.3599,1.5362,5.4591,-1.8815,-2.1634,0.4928,0.702,3.98,?,-0.1261,-0.0304,0.2413,0.5858,1.2819,2.1884,0.3431,1.6433,4.7893,0.4902,0.4391,0.8956,0.9663,0,0,0.6554,0.899,1.3716,0.0242,4.2547,-0.1077,0.6995,0.2169,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7414,0.2506,0.5006,2.5223,-0.9613,-1.2157,0.8658,0.9305,3.2335,-2.3538,0.5548,1.8058,1.3438,4.5369,-0.2001,2.2135,0.358,0.5983,2.7547,0.2861,0.6099,-1.3365,-0.335,-2.1913,-0.5492,0.2506,0.5379,0.3725,0.8366,0.6925,1.5552,2.246,0.2894,0.1388,0.7,0.4795,2.4188,5.0445,0.5448,1.6343,-1.1199,3.0001,-2.0557,-0.6852,1.3339,0.3402,0.3333,0.255,0.2499,0.9797,0.7801,0.5559,0.9156,0.7127,1.1738,1.6469,0.0172,3.2249,0.7234,0.2948,-0.1723,0.8332,0.3768,0.6879,-0.0288,0.0148,0.1216,0.4646,-1.0238,0.0278,0.0042,0.0649,0.2531,-0.3719,0.1619,0.038,0.1948,0.6387,-0.4313,-1.0379,-0.1779,0.1714,1.8743,0.624,0.3329,3.5132,0.3894,0.1108,3.4254,1.2212,0.3565,1.2442,0.5145,0.4135,1.8354,0.7274,0.3963,0.0019,0.3597,0.2756,-0.8819,-0.2224,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.8896,2.0647,1.4369,7.7332,-2.1709,-1.4048,5.3944,2.3226,13.0602,-1.8104,0.8691,7.9682,2.8228,15.0027,-0.4664,3.5904,6.0569,2.4611,13.7162,0.0385,0.6333,-1.0236,-0.2478,-1.6164,-0.3913,0.2421,0.6187,0.509,0.5838,0.8228,0.9437,1.147,0.3827,0.2591,0.3409,0.677,0.8906,1.3155,0.6293,1.1096,-9.6488,1.7632,-15.3326,-8.6959,0.5248,0.2384,0.171,0.4542,0.3258,0.7172,0.5921,0.5155,0.5638,0.8705,0.9522,1.0938,0.0202,5.5389,0.1865,-0.508,-0.375,-0.2057,-0.4632,0.6575,0.7731,0.9705,0.9852,6.0648,-0.4657,-0.6998,0.2308,0.4804,2.9021,-4.0999,2.2855,1.8388,1.356,5.8981,-0.5192,-1.1048,0.3383,-0.3062,2.0506,0.7265,0.3543,4.205,0.5278,0.1255,0.8259,0.9559,1.1574,7.2715,1.0658,0.1466,2.0898,1.0283,0.492,0.027,4.268,-0.0789,0.3518,0.6307,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1089,0.2821,0.5312,2.0241,-0.8818,0.0379,0.9582,0.9789,3.1402,-1.1989,0.0798,0.8883,0.9425,4.2209,-0.5754,1.3787,0.2476,0.4975,2.2586,0.1819,2.8753,1.3639,0.079,0.4744,0.0275,0.0579,0.5426,0.5636,1.0676,1.0386,1.9674,1.8943,0.2944,0.3176,1.1397,1.0787,3.8708,3.5882,0.554,0.6153,-1.8892,1.1106,-3.4103,-3.0706,0.7532,0.4015,0.3896,0.533,0.5173,0.9705,0.6446,0.4796,0.8962,0.744,1.3903,1.8688,0.0015,1.9799,0.4651,-0.2996,-0.0537,-0.0729,-0.1239,0.4971,-0.3238,0.0357,0.189,0.7071,-9.353,-0.1918,0.0256,0.16,0.6366,-3.2645,0.1222,0.028,0.1674,0.6676,-0.4243,1.6882,-2.6509,-1.5703,1.1812,1.1292,0.956,1.3952,1.2752,0.914,1.3108,3.2119,2.4503,0.4575,0.1457,0.3185,1.1107,1.0592,0.9536,0.0042,0.7174,0.4683,0.8071,0.1898,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.265,14.4338,3.7992,16.0241,-0.5947,-2.0425,26.6418,5.1616,18.5577,-2.3285,-0.0845,35.3828,5.9483,16.2767,-1.1856,8.4798,8.8012,2.9667,14.5913,0.0942,-0.1298,-3.1364,0.0313,24.1702,-0.2409,-0.01,0.7361,0.6387,1.2806,0.8677,1.7399,2.0051,0.5418,0.4079,1.64,0.753,3.0271,4.0202,0.4603,0.6768,-3.9387,1.4703,-8.5566,-5.8195,1.8022,1.3493,0.6238,0.7487,0.3461,0.4623,0.8635,0.9845,1.0982,1.1401,1.2718,1.1155,0.0217,13.4061,0.8594,0.682,-0.0293,0.9053,-0.4099,-0.3652,0.4964,0.504,0.7099,2.5998,-0.5738,1.2204,4.1128,2.028,6.0146,-0.3936,-2.7577,2.0013,1.4147,4.6029,?,0.4067,-0.18,-0.4425,0.3501,0.5018,1.4335,0.1225,0.2518,2.055,0.558,0.2059,0.3691,0.3828,0,0,0.4323,0.5648,1.3067,0.0322,5.4203,0.1751,0.3351,0.4809,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
2.1534,2.2453,1.4984,6.5293,-0.2813,-2.255,4.0432,2.0108,8.1707,-4.427,-0.0183,3.7538,1.9375,6.6487,-0.7835,4.1402,2.6236,1.6197,7.5382,0.1468,-0.955,-117.7575,0.5201,123.3111,-0.5447,-0.0044,0.7452,0.7734,0.9251,1.0378,1.2414,1.1962,0.5553,0.5981,0.8558,1.0771,1.5411,1.4308,0.2151,0.4908,-1.1054,2.282,-5.1399,-2.2524,3.3847,1.3669,0.5768,0.4039,0.1704,0.422,0.7991,0.982,0.8662,1.2289,1.0839,0.882,0.0636,6.5532,-0.5403,-0.1098,0.6778,0.5472,-0.8589,-0.2922,0.3312,0.9927,0.9963,3.6689,-0.4822,-1.7655,0.6777,0.8232,3.3023,?,0.6982,0.2123,0.4607,1.6664,0.0222,-0.1876,0.4743,-2.5285,1.2102,2.1626,1.7869,1.4647,4.6768,3.1931,0.3615,-31.5161,-87.1936,0,1.4523,0,1.111,2.2016,1.9817,0.0402,3.3639,0.5766,-0.4415,-0.1414,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
