@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
1.6185,13.1551,3.627,14.9123,-0.8379,-4.8371,47.4538,6.8887,30.8114,-2.4717,2.1242,48.2759,6.9481,29.4395,-0.5902,10.3257,32.7948,5.7267,23.053,0.071,-0.3346,0.762,0.1567,-2.2772,-0.4685,0.2057,0.5265,0.522,0.6334,0.9914,1.2029,1.2133,0.2772,0.2725,0.4011,0.983,1.447,1.4721,0.3099,0.6222,-3.8597,2.0075,-12.4537,-6.2035,0.9142,0.4383,0.327,0.4794,0.3577,0.746,0.484,0.5065,0.6469,1.0466,1.3365,1.277,0.0289,15.7022,-0.0194,-0.4677,0.0823,-0.3761,-0.7991,0.5193,?,?,?,?,?,342.0105,7688.8457,87.6861,268,0.4274,TASCA_DESTRA_DAVANTI_PANTALONI
1.1106,5.7483,2.3976,12.0709,-0.4648,-2.956,16.3334,4.0415,18.7226,-1.7243,1.324,28.3239,5.322,21.8359,-0.8104,7.2785,9.1533,3.0254,11.4664,0.1193,-0.3757,0.8388,0.1526,-2.2326,-0.4061,0.1819,0.5932,0.4505,0.7925,0.7594,1.3358,1.7591,0.3519,0.203,0.628,0.5767,1.7844,3.0944,0.3232,0.3919,-2.4664,1.2123,-7.6305,-6.2941,1.1991,0.6832,0.6329,0.5698,0.5279,0.9264,0.6447,0.5528,1.0527,0.8574,1.6328,1.9043,0.0178,10.6452,-0.0808,-0.251,0.3063,0.2073,-0.6873,0.0748,?,?,?,?,?,181.2552,4001.9512,63.261,262,0.0542,TASCA_DESTRA_DAVANTI_PANTALONI
0.0489,5.8849,2.4259,13.8875,-1.2985,-0.586,10.6775,3.2676,17.3468,-1.2648,0.4401,7.6765,2.7706,11.0921,-1.2762,4.4505,4.9709,2.2296,11.0015,0.077,-0.0834,0.111,0.011,-1.3317,-0.1317,0.0989,0.7424,0.8756,1.0881,1.1794,1.4656,1.2427,0.5512,0.7666,1.1839,1.3909,2.148,1.5443,0.8099,1.2615,-8.5538,1.5577,-10.5621,-6.7804,0.7888,1.2398,0.5069,1.5717,0.6426,0.4089,0.8006,1.252,1.2623,1.5639,1.5768,1.0082,0.0039,6.9535,-0.7864,-0.0608,0.1402,0.5274,-0.361,-0.2861,?,?,?,?,?,33.4286,15.2608,3.9065,14,0.6818,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0932,12.1209,3.4815,16.3726,-0.8663,0.3331,21.7155,4.66,24.7298,-0.9148,0.9954,20.2719,4.5024,17.076,-0.8859,6.7475,9.6907,3.113,14.8212,0.0415,-0.2799,-0.0937,-0.0138,0.3346,0.0494,0.1475,0.7471,0.7733,1.1184,1.035,1.497,1.4463,0.5582,0.5979,1.2508,1.0712,2.2409,2.0919,0.6433,0.9474,-11.8513,1.4729,-18.4237,-12.5089,0.6793,0.9689,0.5674,1.4264,0.8353,0.5856,0.6621,0.9588,1.1047,1.4482,1.6685,1.1521,0.0055,10.4021,-0.6878,-0.0509,-0.0148,0.591,0.0095,0.1546,?,?,?,?,?,21.9474,20.9025,4.5719,21,0.3,TASCA_DESTRA_DAVANTI_PANTALONI
1.575,6.6638,2.5814,15.2726,-0.7492,0.3171,26.9999,5.1961,26.6062,-0.3377,0.2764,18.9544,4.3537,22.1221,-0.6859,6.7021,10.3577,3.2183,21.44,0.0628,4.9668,5.6983,0.235,1.1473,0.0473,0.0412,0.4968,0.5929,0.8021,1.1935,1.6145,1.3528,0.2468,0.3516,0.6434,1.4245,2.6067,1.83,0.9738,0.7268,-4.5516,0.7464,-4.6739,-6.2622,0.439,0.6654,0.3817,1.5157,0.8694,0.5736,0.574,0.6904,0.7123,1.2027,1.241,1.0318,0.0175,10.2973,0.4694,-0.5965,0.1641,-0.3388,0.4057,0.1914,?,?,?,?,?,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.4148,16.5139,4.0637,24.6864,-0.3732,-0.9269,15.8428,3.9803,21.484,-0.9998,1.1789,25.7956,5.0789,25.1138,-0.2311,6.2845,21.0783,4.5911,24.5909,0.0593,-0.4475,0.3519,0.066,-0.7863,-0.1475,0.1876,1.021,0.8001,0.8851,0.7837,0.867,1.1063,1.0424,0.6402,0.7835,0.6142,0.7516,1.2238,0.6246,1.4229,-4.3279,2.2781,-6.9288,-3.0416,1.6734,0.8813,0.6877,0.5267,0.411,0.7803,1.1491,0.983,1.0039,0.8555,0.8737,1.0213,0.0162,9.7787,0.4176,0.2252,0.3097,-0.1728,-0.2583,0.8443,?,?,?,?,?,253.4792,1976.5204,44.4581,250,0.1857,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0191,6.1573,2.4814,10.8573,-1.1518,-0.9014,24.6615,4.966,24.347,-1.6084,0.597,15.0815,3.8835,22.6648,-0.9817,5.9234,11.9826,3.4616,16.3772,0.0302,0.0211,-0.0319,-0.0032,-1.51,-0.1522,0.1008,0.4997,0.639,0.7168,1.2788,1.4346,1.1219,0.2497,0.4083,0.5139,1.6352,2.0581,1.2586,0.3871,0.5176,-11.4117,1.3371,-29.4795,-22.0473,0.5406,0.4412,0.2988,0.8161,0.5528,0.6773,0.4459,0.479,0.6629,1.0742,1.4866,1.3839,0.0113,8.9297,0.5451,-0.2545,0.1044,0.1312,-0.4688,-0.1354,?,?,?,?,?,2,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-2.0119,11.6415,3.412,15.4323,-2.7597,-3.3762,16.268,4.0334,17.7763,-5.7363,0.7508,16.219,4.0273,16.6149,-0.8507,6.6915,15.3625,3.9195,19.2263,0.0146,0.5959,-2.6796,-0.3007,-4.4966,-0.5045,0.1122,0.8459,0.8472,0.8705,1.0015,1.029,1.0275,0.7156,0.7178,0.7578,1.003,1.0589,1.0558,0.7483,1.4832,-39.8468,1.9821,-53.248,-26.8649,1.5554,0.4572,0.2104,0.2939,0.1353,0.4601,0.8681,0.9288,0.8027,1.0699,0.9246,0.8642,0.0412,10.4168,0.8377,-0.4713,-0.7075,-0.3451,-0.9203,0.3376,?,?,?,?,?,2.2887,0.4321,0.6574,2,0.5,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2772,0.4242,0.6513,3.4341,-2.408,0.5947,1.7721,1.3312,5.8339,-0.554,1.0036,7.5266,2.7435,8.6925,-0.5705,2.7442,3.63,1.9053,5.6481,0.0138,-0.4662,-0.2762,-0.101,0.5926,0.2167,0.3657,0.4893,0.2374,0.3419,0.4852,0.6987,1.4399,0.2394,0.0564,0.1169,0.2354,0.4882,2.0734,1.1666,0.7684,-30.6546,0.6587,-26.2764,-39.8917,0.2684,0.1821,0.1759,0.6782,0.6555,0.9664,0.5886,0.3951,0.608,0.6711,1.0329,1.539,0.0136,3.762,0.4123,-0.1707,-0.2598,0.0998,0.3236,0.6712,?,?,?,?,?,2,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
1.7521,3.9176,1.9793,6.8188,-0.0474,-1.6762,7.0092,2.6475,10.0371,-4.6001,0.8944,14.9411,3.8654,13.797,-0.3817,4.3649,13.4951,3.6736,11.1831,0.0476,-1.0453,1.9589,0.4014,-1.874,-0.384,0.2049,0.7476,0.5121,0.5388,0.6849,0.7207,1.0522,0.5589,0.2622,0.2903,0.4691,0.5194,1.1072,0.0374,0.0809,-0.5517,2.1633,-14.748,-6.8173,3.6324,0.652,0.5544,0.1795,0.1526,0.8504,0.6794,0.4942,0.6097,0.7275,0.8975,1.2337,0.0297,6.7507,-0.8006,0.2699,0.7808,-0.55,-0.8893,0.7415,?,?,?,?,?,10.8391,54.4109,7.3764,18,0.0526,TASCA_DESTRA_DAVANTI_PANTALONI
-2.1664,2.4363,1.5609,5.1097,-10.948,0.2481,0.7907,0.8892,3.9419,-0.7871,0.3935,3.7973,1.9487,9.6688,-1.1084,3.149,2.0174,1.4203,4.7963,0.0915,-8.7323,-5.5054,-0.6879,0.6305,0.0788,0.125,1.7553,0.801,1.0989,0.4563,0.6261,1.372,3.081,0.6416,1.2076,0.2082,0.392,1.8823,2.6967,0.9211,-9.6977,0.3416,-3.5961,-10.5282,0.1939,0.0933,0.081,0.481,0.4178,0.8687,1.2962,0.5285,1.0653,0.4077,0.8219,2.0159,0.0252,4.5333,-0.2466,-0.3262,-0.7946,0.4271,0.2185,0.224,?,?,?,?,?,0,0,0,0,0,TASCA_DESTRA_DAVANTI_PANTALONI
2.2075,3.3719,1.8363,6.7816,-0.0206,-0.8107,8.8024,2.9669,12.4208,-0.9078,0.7776,13.4736,3.6706,13.0565,-1.0382,5.2066,4.6746,2.1621,7.4891,0.1302,-2.723,2.8387,0.424,-1.0425,-0.1557,0.1494,0.6189,0.5003,0.8493,0.8083,1.3722,1.6977,0.3831,0.2503,0.7213,0.6533,1.883,2.8823,0.0231,0.0205,-0.1219,0.8887,-5.2738,-5.9344,1.0207,1.0373,0.7718,1.0163,0.7562,0.744,0.546,0.5194,0.9055,0.9513,1.6585,1.7434,0.0285,7.9577,-0.331,-0.5618,0.6549,0.5091,0.1051,-0.1275,?,?,?,?,?,1,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.5482,0.3285,0.5732,2.909,-0.5396,-2.7886,4.7266,2.1741,9.2722,-26.5977,0.943,1.7881,1.3372,5.1159,-0.3365,3.2915,4.9756,2.2306,8.9703,0.018,-0.1966,0.5814,0.1666,-2.9572,-0.8472,0.2865,0.2636,0.4286,0.257,1.6259,0.9747,0.5995,0.0695,0.1837,0.066,2.6434,0.95,0.3594,0.1141,0.7915,-6.1876,6.9377,-54.2351,-7.8174,5.6238,0.4936,0.2068,0.0878,0.0368,0.419,0.3137,0.5686,0.3243,1.8124,1.0337,0.5703,0.0344,4.5921,-0.1982,-0.0367,0.2766,-0.4605,-0.9718,0.5967,?,?,?,?,?,12.4828,90.1808,9.4964,21,0,TASCA_DESTRA_DAVANTI_PANTALONI
0.0286,0.0146,0.1209,0.555,-0.6353,0.0806,0.0153,0.1237,0.627,-0.505,0.0126,0.0101,0.1006,0.4893,-0.6463,0.1966,0.0088,0.094,0.4419,0.0931,0.3553,2.2641,0.1456,6.3722,0.4097,0.0643,0.9777,1.2021,1.2863,1.2294,1.3156,1.0701,0.956,1.445,1.6547,1.5115,1.7309,1.1451,1.0248,1.1226,-4.7525,1.0954,-4.6377,-4.2336,0.8147,1.1421,0.6966,1.4018,0.855,0.6099,0.8852,1.1344,1.2561,1.2815,1.419,1.1072,0.0009,0.303,0.5172,-0.1916,0.4102,0.6375,0.5163,0.2177,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.0061,0.0081,0.0901,0.4808,-1.5756,0.0191,0.0194,0.1392,0.6875,-1.0083,0.0032,0.0128,0.1133,0.4986,-1.1671,0.1741,0.0104,0.1022,0.4402,0.0363,0.3212,1.9114,0.0353,5.9515,0.1099,0.0185,0.6471,0.7954,0.8819,1.2291,1.3627,1.1087,0.4188,0.6327,0.7777,1.5108,1.857,1.2292,0.852,1.0954,-17.7138,1.2856,-20.7901,-16.1716,0.5453,0.8114,0.4087,1.488,0.7495,0.5037,0.6993,0.9643,1.0922,1.379,1.5619,1.1327,0.0002,0.2719,0.3932,0.1685,0.0206,0.9407,-0.0532,-0.0599,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.2839,0.2607,0.5106,3.9223,-0.1608,-1.2494,4.1864,2.0461,10.7598,-6.5401,0.0379,0.4029,0.6347,4.4836,-0.5554,1.5527,4.0824,2.0205,9.5577,0.0094,-0.2273,7.4839,0.1829,-32.9308,-0.8047,0.0244,0.2495,0.8044,0.2527,3.2235,1.0127,0.3141,0.0623,0.647,0.0639,10.3912,1.0255,0.0987,0.0582,0.3393,-5.9858,5.8294,-102.8342,-17.6405,2.3679,1.1722,0.3502,0.495,0.1479,0.2988,0.3645,0.8748,0.4104,2.3998,1.1258,0.4691,0.0127,2.141,-0.763,0.02,0.7541,0.0197,-0.9723,0.0269,?,?,?,?,?,4.1328,0.0102,0.1011,1.0569,0.791,TASCA_DESTRA_DAVANTI_PANTALONI
1.7639,7.0682,2.6586,11.543,-0.9955,-1.2084,14.3116,3.7831,18.238,-1.682,1.4842,15.0964,3.8854,17.0334,-0.9812,5.9489,7.8618,2.8039,11.4996,0.1019,-1.4597,1.1885,0.2965,-0.8142,-0.2031,0.2495,0.7028,0.6843,0.9482,0.9737,1.3492,1.3857,0.4939,0.4682,0.899,0.948,1.8204,1.9202,0.5034,0.6826,-4.4147,1.3558,-8.7689,-6.4676,0.8507,0.6728,0.4518,0.791,0.5311,0.6715,0.6329,0.6777,1.0038,1.0707,1.586,1.4812,0.0132,8.8523,-0.5738,-0.3964,0.1084,0.0263,-0.5666,0.3462,?,?,?,?,?,3.6599,5.8793,2.4247,7,0,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0167,14.773,3.8436,29.6897,-0.7252,0.4135,65.0517,8.0655,52.1,-0.4906,1.4531,21.0188,4.5846,20.3843,-0.3908,7.3178,49.5758,7.041,35.0987,0.0069,-0.0403,-0.0115,-0.0023,0.2845,0.0565,0.1986,0.4765,0.8384,0.5459,1.7592,1.1455,0.6511,0.2271,0.7028,0.298,3.0949,1.3122,0.424,0.7278,2.179,-51.1957,2.9938,-70.3407,-23.4952,0.4924,1.1742,0.4869,2.3848,0.989,0.4147,0.5699,1.4565,0.8459,2.5559,1.4844,0.5808,0.0076,10.955,0.3039,-0.4244,-0.1722,-0.3547,0.367,0.498,?,?,?,?,?,0,0,0,0,0,TASCA_DESTRA_DAVANTI_PANTALONI
2.494,17.6282,4.1986,24.5362,-0.4553,-4.0208,72.438,8.511,44.641,-1.3083,1.9043,15.3534,3.9183,18.0246,-0.426,9.7151,37.049,6.0868,28.0445,0.036,-0.6203,1.3097,0.2567,-2.1114,-0.4139,0.196,0.4933,1.0715,0.6898,2.1721,1.3983,0.6437,0.2434,1.1482,0.4758,4.718,1.9552,0.4144,0.3034,1.4256,-7.33,4.6988,-24.1602,-5.1418,0.8718,1.3339,0.5795,1.53,0.6648,0.4345,0.5496,1.3613,0.8749,2.4767,1.5918,0.6427,0.026,14.3521,-0.1123,-0.086,0.2323,-0.467,-0.6508,0.5276,?,?,?,?,?,0,0,0,0,0,TASCA_DESTRA_DAVANTI_PANTALONI
0.1392,0.763,0.8735,3.1814,-0.4216,-0.5095,5.5123,2.3478,8.1631,-0.6719,-0.5806,4.7199,2.1725,7.6457,-0.6786,3.1285,1.8235,1.3504,6.2175,0.0916,-0.2732,-0.2398,0.0445,0.8775,-0.1629,-0.1856,0.372,0.4021,0.6469,1.0807,1.7387,1.6089,0.1384,0.1617,0.4184,1.1679,3.023,2.5884,0.2876,0.3053,-1.5053,1.0614,-5.2335,-4.9308,0.4583,0.4913,0.327,1.0719,0.7134,0.6655,0.3897,0.4161,0.5117,1.0677,1.3129,1.2297,0.0078,4.8565,0.6723,0.5036,0.2651,0.9711,0.4107,0.4047,?,?,?,?,?,4.0472,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2445,0.3348,0.5787,2.644,-1.1813,-0.418,13.4597,3.6688,13.4209,-0.7705,-0.1784,11.3501,3.369,12.5827,-0.6332,4.4799,5.3414,2.3112,10.4525,0.0348,0.5848,1.37,-0.0546,2.3427,-0.0933,-0.0398,0.1577,0.1718,0.2504,1.089,1.5874,1.4577,0.0249,0.0295,0.0627,1.1859,2.5199,2.1249,0.2452,0.2935,-3.8039,1.1973,-15.5158,-12.959,0.1599,0.1573,0.1119,0.9839,0.7,0.7115,0.197,0.2101,0.253,1.0666,1.284,1.2038,0.0051,6.7306,0.4835,0.4186,0.02,0.9951,0.3147,0.3087,?,?,?,?,?,4.0215,0.0006,0.0235,0.0472,0.9883,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2825,0.0907,0.3011,1.4503,-1.9473,-0.1457,0.7969,0.8927,4.0534,-0.524,-0.0754,0.5042,0.7101,3.3423,-0.4802,1.0283,0.4409,0.664,3.4172,0.0232,1.9388,3.7465,-0.2747,1.9324,-0.1417,-0.0733,0.3373,0.4241,0.4534,1.2572,1.3443,1.0693,0.1138,0.1798,0.2056,1.5805,1.8072,1.1434,0.6875,0.8838,-11.7947,1.2854,-17.1547,-13.3455,0.185,0.2179,0.1407,1.1779,0.7603,0.6454,0.3578,0.4339,0.4244,1.2128,1.1862,0.9781,0.0032,1.6183,0.1313,0.1333,-0.2808,0.9881,0.235,0.2421,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.0264,0.0121,0.1101,0.5697,-0.734,-0.0251,0.0665,0.2578,1.234,-1.1744,0.0064,0.0152,0.1235,0.6204,-0.705,0.2752,0.0194,0.1394,0.6211,0.0894,-1.052,4.1376,0.0958,-3.9329,-0.091,0.0231,0.4271,0.8916,0.7897,2.0877,1.8491,0.8857,0.1824,0.7949,0.6236,4.3584,3.419,0.7845,0.3618,0.94,-3.9532,2.5978,-10.9253,-4.2056,0.579,0.903,0.4817,1.5596,0.832,0.5335,0.4617,0.9183,0.9173,1.9889,1.9868,0.999,0.0004,0.3912,0.0288,0.0722,0.1477,0.2558,-0.2279,0.0593,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.0024,0.0106,0.103,0.5371,-0.815,-0.0047,0.0488,0.221,1.1648,-0.8866,-0.0021,0.0123,0.111,0.5363,-0.7992,0.2412,0.0136,0.1167,0.6388,0.0697,-0.5024,-1.1078,0.0098,2.2052,-0.0196,-0.0089,0.466,0.9281,0.8824,1.9915,1.8934,0.9507,0.2172,0.8614,0.7786,3.9661,3.585,0.9039,0.4405,1.0124,-5.0374,2.2982,-11.4348,-4.9756,0.4792,0.9927,0.4309,2.0714,0.8992,0.4341,0.4611,1.0015,0.8408,2.1721,1.8236,0.8395,0.0001,0.3504,-0.3313,-0.0641,0.147,0.4474,0.0715,0.1088,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.3264,1.5277,1.236,5.3768,-0.7598,1.2997,12.8229,3.5809,13.186,-0.4481,-0.0538,2.0296,1.4247,6.3116,-0.6598,3.4215,6.4726,2.5441,8.889,0.0769,0.2511,-6.0624,0.0954,-24.1433,0.3799,-0.0157,0.3452,0.8676,0.4858,2.5135,1.4075,0.56,0.1191,0.7527,0.236,6.3179,1.9811,0.3136,0.569,0.9253,-3.1359,1.6262,-5.5114,-3.3891,0.3355,0.8035,0.3173,2.3946,0.9456,0.3949,0.4078,0.8519,0.6049,2.0892,1.4834,0.71,0.0133,4.7598,0.3466,-0.1379,0.5439,-0.4881,0.8517,-0.2454,?,?,?,?,?,4.3871,0.1317,0.3629,1.219,0.7727,TASCA_DESTRA_DAVANTI_PANTALONI
-1.1097,1.7504,1.323,5.0484,-3.324,-1.2319,3.5648,1.8881,10.6919,-3.7779,0.8222,9.0793,3.0132,12.8362,-0.5656,3.0874,8.2873,2.8788,10.5457,0.0167,0.9008,-1.3496,-0.3594,-1.4983,-0.399,0.2663,0.7007,0.4391,0.4596,0.6266,0.6559,1.0467,0.491,0.1928,0.2112,0.3926,0.4302,1.0956,0.4591,0.8369,-21.6316,1.8232,-47.1223,-25.8463,0.5217,0.1424,0.1089,0.2729,0.2086,0.7645,0.4722,0.3933,0.4787,0.833,1.0139,1.2172,0.0183,4.847,0.8228,-0.5982,-0.8554,-0.4702,-0.8373,0.7143,?,?,?,?,?,4.3241,0.1495,0.3866,2.5568,0.6184,TASCA_DESTRA_DAVANTI_PANTALONI
1.016,0.3543,0.5952,2.4864,-0.0749,0.1431,3.8972,1.9741,10.7032,-0.2861,0.4502,2.8115,1.6767,6.226,-0.5634,2.4522,2.3051,1.5183,8.3686,0.0278,7.0979,2.2567,0.4143,0.3179,0.0584,0.1836,0.3015,0.355,0.392,1.1774,1.3003,1.1044,0.0909,0.126,0.1537,1.3862,1.6907,1.2197,0.0728,0.0772,-0.7251,1.0612,-9.9653,-9.3907,0.2779,0.5808,0.2687,2.0897,0.9669,0.4627,0.2323,0.3993,0.2971,1.7191,1.279,0.744,0.0111,3.6992,-0.3189,0.0641,0.2394,-0.0078,0.6552,0.4143,?,?,?,?,?,9.16,12.9121,3.5933,10.7257,0.2786,TASCA_DESTRA_DAVANTI_PANTALONI
0.4505,3.4304,1.8521,6.9327,-0.8257,0.0135,3.2117,1.7921,7.0403,-1.2517,1.4411,13.7211,3.7042,13.7142,-0.8974,4.4255,3.0575,1.7486,7.398,0.0826,33.2825,0.3126,0.1018,0.0094,0.0031,0.3256,1.0335,0.5,1.0592,0.4838,1.0249,2.1184,1.0681,0.25,1.122,0.2341,1.0504,4.4877,0.8012,0.4834,-4.7045,0.6034,-5.872,-9.7322,1.2145,0.5254,0.4709,0.4326,0.3877,0.8963,0.9847,0.5055,0.9371,0.5134,0.9516,1.8538,0.0149,6.4905,-0.7284,-0.5677,-0.3638,0.3789,0.2325,0.3321,?,?,?,?,?,4.0949,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
