@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.4307,13.9582,3.7361,30.4493,-0.9477,-6.5083,50.3122,7.0931,52.3637,-1.6696,9.1685,14.3097,3.7828,20.3786,-0.017,12.9891,36.469,6.039,34.5922,0.0774,0.0662,-0.047,-0.0332,-0.7098,-0.5011,0.7059,0.5267,0.9876,0.6187,1.8751,1.1746,0.6264,0.2774,0.9754,0.3827,3.5159,1.3796,0.3924,0.4524,43.5202,-5.1035,96.1977,-11.2808,-0.1173,0.797,0.7802,0.4169,0.9789,0.5231,0.5344,0.5815,1.4942,0.8802,2.5695,1.5137,0.5891,0.0281,19.2475,0.3409,-0.0421,-0.1663,-0.4682,-0.7225,0.7472,-35.9083,98.715,9.9355,53.5965,-4.062,-2.6694,315.5611,17.764,65.2359,-0.5637,-0.2935,82.6046,9.0887,33.931,-0.875,13.4516,122.3323,9.0943,0.5593,1.0932,1.9545,0.3128,1.195,3.8201,1.8288,2.7162,1.4852,0.2538,0.5851,2.3053,0.8216,1.5796,1.9226,0.09,59.0125,0.6071,-0.1662,0.1595,1100,0,0,0,1,DESTRA_PANTALONI
0.2893,13.8094,3.7161,24.7862,-0.8249,-6.1668,65.0477,8.0652,43.628,-1.5972,8.9691,16.1124,4.014,21.5629,-0.0113,13.3355,35.6906,5.9742,29.792,0.119,-0.0469,0.0323,0.0217,-0.6876,-0.4624,0.6726,0.4608,0.9258,0.622,2.0093,1.35,0.6719,0.2123,0.8571,0.3869,4.0371,1.8225,0.4514,0.4176,46.6124,-2.7829,111.6225,-6.6641,-0.0597,0.8086,0.637,0.4016,0.7878,0.4967,0.6305,0.5681,1.1495,0.832,2.0233,1.4644,0.7238,0.0278,19.642,-0.041,-0.1307,-0.0737,-0.1915,-0.6616,0.7491,-13.2379,706.7341,26.5845,72.8668,-1.3194,31.4989,83.9347,9.1616,31.8695,0.3263,-17.6616,38.9872,6.244,38.5239,?,-0.4203,0.7495,-1.7835,2.9017,4.2576,1.4673,8.42,18.1273,2.1529,-2.6856,1.076,-0.4006,0.6641,0,0,2.2864,1.8915,0.8273,0.0981,76.4669,0.4765,-0.4427,0.0162,1100,0,0,0,1,DESTRA_PANTALONI
-0.2928,0.1915,0.4376,1.8965,-1.7624,11.9263,1.2779,1.1304,5.545,0.635,9.5724,0.521,0.7218,3.7343,0.6832,15.3067,1.647,1.2833,6.6438,0.6542,-0.0245,-0.0306,-0.0191,1.2459,0.7792,0.6254,0.3871,0.6062,0.341,1.5661,0.8808,0.5624,0.1498,0.3675,0.1163,2.4527,0.7759,0.3163,-0.1254,-0.1503,-0.0963,1.198,0.7673,0.6405,0.0452,0.0583,0.0357,1.2889,0.7906,0.6134,0.342,0.5079,0.2855,1.4849,0.8346,0.5621,0.0761,21.9308,0.0727,0.0588,0.0612,0.8528,0.9825,0.935,15.488,5.049,2.247,7.5,0.6155,-43.1186,0.3849,0.6204,44.248,?,-1.8627,24.2929,4.9288,14.557,-2.8457,-0.3592,-8.3148,23.1485,3.6217,0.4559,0.1259,13.1166,0.2078,0.0158,-0.2713,-1.1143,4.1078,0,5.1525,0,0.1695,0.5152,3.0396,0.2281,62.9002,0.511,0.8633,0.0955,1100,0,0,0,1,DESTRA_PANTALONI
-0.0994,1.5973,1.2639,7.2759,-0.9766,-6.8742,5.1051,2.2594,12.0045,?,9.9912,1.7273,1.3143,6.0263,0.5648,12.3209,3.7141,1.9272,8.7291,0.4769,0.0145,-0.01,-0.0081,-0.688,-0.5579,0.8109,0.5594,0.9616,0.6558,1.7192,1.1724,0.682,0.3129,0.9248,0.4301,2.9555,1.3745,0.4651,0.2995,-0.4597,-0.4517,-1.5352,-1.5085,0.9826,0,0.2659,0.2206,0,0,0.8297,0.6061,1.2074,0.8335,1.992,1.3752,0.6904,0.0603,17.8402,0.281,0.0094,-0.1691,-0.4667,-0.849,0.8517,-23.8254,29.6639,5.4465,36.3965,?,42.1479,23.9704,4.896,16.6532,0.6553,5.2989,25.107,5.0107,21.2676,-0.0422,-0.5653,-4.4963,7.954,1.1124,1.087,0.9771,1.2375,1.1815,0.9547,-1.1495,42.293,-36.7913,0,0,2.3676,2.1856,1.7114,0.783,0.2423,71.3288,0.8627,-0.0479,-0.5062,1100,0,0,0,1,DESTRA_PANTALONI
-0.3497,1.4734,1.2138,7.1837,-0.8104,5.1121,12.1923,3.4918,12.8962,-0.43,9.5464,2.371,1.5398,7.168,0.4327,11.4207,2.9941,1.7303,7.5785,0.4744,-0.0684,-0.0366,-0.0306,0.5355,0.4476,0.8359,0.3476,0.7883,0.7015,2.2677,2.0179,0.8899,0.1208,0.6214,0.4921,5.1424,4.0721,0.7919,0.8293,-0.5881,-0.4702,-0.7092,-0.567,0.7995,0.44,0.314,0.2752,0.7137,0.6255,0.8764,0.557,1.0022,0.9479,1.7991,1.7017,0.9458,0.0539,16.2869,-0.3946,0.5036,0.2626,-0.248,0.2627,0.8424,-81.4129,70.9807,8.425,99.3546,?,54.0936,68.1643,8.2562,27.8483,0.6217,-37.0142,138.0094,11.7477,44.8122,?,-1.505,2.1995,-1.4614,1.0205,0.7172,0.7028,1.0413,0.5143,0.4939,-2.1709,2.2171,-1.0213,0,1,0,3.5677,2.2171,0.6214,0.52,172.5207,-0.799,-0.9569,0.922,1100,0,0,0,1,DESTRA_PANTALONI
-0.4752,9.7977,3.1301,17.6913,-1.1048,6.7429,34.2072,5.8487,24.1666,-0.6729,9.7464,9.9102,3.148,17.2737,0.1129,13.5278,11.5987,3.4057,16.3692,0.2007,-0.0705,-0.0488,-0.0351,0.6918,0.4984,0.7205,0.5352,0.9943,0.9191,1.8579,1.7173,0.9243,0.2864,0.9887,0.8447,3.4517,2.9492,0.8544,0.9553,-4.224,-2.2596,-4.4214,-2.3653,0.535,0.5818,0.4316,0.4104,0.7419,0.7054,0.9508,0.7321,1.0242,1.0808,1.399,1.4763,1.0553,0.0301,20.2318,0.7014,0.1139,0.1591,0.0197,0.1291,0.8714,-17.807,52.0478,7.2144,40.2649,?,-29.4848,69.5111,8.3373,44.487,-4.0546,-21.0138,32.2116,5.6755,30.2719,-4.184,0.6039,0.8474,1.4031,0.8653,1.2711,1.469,0.7488,1.6158,2.158,1.1283,1.648,1.4606,0,0,1.5072,0.9051,1.3301,1.4696,0.1024,68.936,-0.9293,-0.8066,0.9282,1100,0,0,0,1,DESTRA_PANTALONI
-0.4091,4.9601,2.2271,17.6286,-1.0653,-7.697,22.5821,4.7521,25.5614,-101.3286,9.9124,9.0024,3.0004,16.6671,0.1518,13.1033,22.5142,4.7449,26.6968,0.1211,0.0532,-0.0413,-0.0312,-0.7765,-0.5874,0.7565,0.4687,0.7423,0.4694,1.5838,1.0015,0.6323,0.2196,0.551,0.2203,2.5085,1.003,0.3999,0.3592,-3.0493,-2.4712,-8.4881,-6.8789,0.8104,34.1696,0.4344,0.281,0.0127,0.0082,0.6469,0.6897,1.0577,0.6603,1.5336,0.9575,0.6243,0.0647,19.1075,0.2056,0.2688,-0.0172,-0.4882,-0.8709,0.8402,-94.172,20.1659,4.4906,100.75,?,-18.328,426.4244,20.65,61.6875,-3.2179,-2.7384,79.683,8.9265,30.625,-1.7684,5.1382,34.3894,6.6929,0.2175,0.5031,2.3133,0.0473,0.2531,5.3515,2.1408,5.1502,2.4058,0,0,1.322,1.6332,3.2898,2.0143,0.4947,122.3479,0.8198,0.4526,0.0942,?,?,?,?,?,DESTRA_PANTALONI
0.2551,12.1257,3.4822,19.7543,-0.6272,3.103,78.1362,8.8395,29.8789,-1.1501,9.7462,15.6247,3.9528,20.1195,0.0502,13.7193,22.35,4.7276,25.3546,0.0758,0.0822,0.0262,0.0186,0.3184,0.2262,0.7104,0.3939,0.8809,0.7366,2.2362,1.8698,0.8361,0.1552,0.7761,0.5425,5.0008,3.496,0.6991,0.4764,-7.1657,-3.6625,-15.0412,-7.6878,0.5111,0.8736,0.5731,0.4425,0.656,0.5065,0.7721,0.6611,0.9819,0.7791,1.4851,1.1784,0.7935,0.0263,20.8099,-0.3309,0.4534,0.5637,-0.3368,-0.4167,0.9564,-14.4993,107.7151,10.3786,39.299,?,-24.3193,446.265,21.125,72.0581,-1.0565,-24.4787,41.8228,6.4671,30.2399,?,0.5962,0.5923,0.9935,0.4913,1.6048,3.2666,0.2414,2.5755,10.6704,1.0616,1.2996,1.2242,0,1,0,0.5454,1.2996,2.3829,0.0962,70.2303,-0.556,-0.9691,0.6864,1100,0,0,0,1,DESTRA_PANTALONI
-0.659,6.7897,2.6057,15.2216,-1.1641,3.6246,81.1655,9.0092,30.0193,-1.812,9.7069,9.5615,3.0922,16.6545,0.1943,13.724,16.9652,4.1189,24.1338,0.1506,-0.1818,-0.0679,-0.048,0.3734,0.2641,0.7073,0.2892,0.8427,0.6326,2.9136,2.1873,0.7507,0.0837,0.7101,0.4002,8.4888,4.7842,0.5636,0.4233,-2.0385,-1.914,-4.8159,-4.5217,0.9389,0.6589,0.3403,0.2476,0.5164,0.3757,0.7276,0.5071,0.914,0.6307,1.8025,1.2439,0.6901,0.0519,20.6449,0.2568,0.2348,0.0006,-0.3785,-0.5533,0.9234,-20.1731,93.4698,9.668,44.9466,?,-25.8666,351.132,18.7385,64.8419,-1.5554,-18.2634,205.8508,14.3475,53.9962,-1.5173,0.7799,1.1046,1.4163,0.5159,0.6738,1.306,0.2662,0.4541,1.7058,1.1388,1.381,1.2127,0,0,1.183,0.6932,0.8324,1.2009,0.1877,72.3256,-0.8785,-0.5818,0.8036,1100,0,0,0,1,DESTRA_PANTALONI
-0.6044,3.2183,1.794,10.2939,-0.7187,4.2065,25.0812,5.0081,23.2926,-0.8099,9.9215,7.1622,2.6762,33.3774,0.0171,11.9,10.3471,3.2167,33.5605,0.0367,-0.1437,-0.0609,-0.0508,0.424,0.3535,0.8337,0.3582,0.6703,0.5577,1.8713,1.5569,0.832,0.1283,0.4494,0.311,3.5019,2.424,0.6922,0.413,-7.4235,-3.363,-17.9755,-8.1433,0.453,0.4654,0.1764,0.1719,0.379,0.3694,0.9746,0.4419,0.3084,0.3067,0.6979,0.694,0.9945,0.029,17.4113,-0.0843,-0.3026,-0.4497,-0.0257,0.0299,0.9372,-3.1594,170.8903,13.0725,48.4787,-3.8676,-26.5515,53.4791,7.3129,40.6784,-6.1376,-19.6368,23.2961,4.8266,24.2996,?,0.119,0.1609,1.3521,1.7876,2.7084,1.5151,3.1955,7.3356,2.2956,1.1012,1.5852,1.4395,1.7475,0,0,1.1918,1.995,1.674,0.0892,55.1037,-0.7733,-0.7069,0.4333,1100,0,0,0,1,SINISTRA_PANTALONI
0.0185,0.205,0.4528,1.919,-0.9739,5.6802,0.6011,0.7753,3.2359,0.5497,9.8939,0.3106,0.5573,3.3562,0.7232,11.4424,0.3424,0.5851,2.6761,0.7948,0.0033,0.0019,0.0016,0.5741,0.4964,0.8647,0.584,0.8125,0.7739,1.3911,1.3251,0.9525,0.3411,0.6601,0.5989,1.9353,1.7558,0.9072,-0.2397,-0.108,-0.0913,0.4505,0.3809,0.8456,0.1353,0.0802,0.0745,0.5927,0.5509,0.9294,0.593,0.5718,0.7171,0.9642,1.2092,1.2542,0.0305,15.957,0.0143,-0.3071,-0.2327,-0.0887,0.5844,0.7545,-38.4601,1.8029,1.3427,39.7186,?,-0.3325,3.8452,1.9609,6.3583,-1.1636,15.7415,25.0273,5.0027,17.6407,0.3875,115.6598,-2.4432,-0.0211,0.6847,0.2684,0.392,0.4689,0.072,0.1536,11.6154,-3.5594,-0.3064,0,0,0.102,6.2467,2.2515,0.3604,0.1111,55.9951,0.5059,0.9124,0.7666,1100,0,0,0,1,SINISTRA_PANTALONI
-0.569,3.234,1.7983,12.5815,-0.5959,3.7459,29.0053,5.3857,21.317,-0.6558,9.756,7.89,2.8089,18.5985,0.0514,11.8393,9.495,3.0814,17.744,0.1095,-0.1519,-0.0583,-0.0481,0.384,0.3164,0.824,0.3339,0.6402,0.5836,1.9173,1.7478,0.9116,0.1115,0.4099,0.3406,3.6762,3.0548,0.831,0.5564,-4.6609,-2.1522,-8.3764,-3.8678,0.4618,0.6124,0.4021,0.3956,0.6566,0.6461,0.9839,0.5902,0.6765,0.7091,1.1462,1.2014,1.0482,0.0284,16.6939,0.1033,0.0424,-0.0774,-0.0111,0.4097,0.8346,-21.504,548.1743,23.4131,58.6792,-2.6493,-18.5074,143.0599,11.9608,38.4583,-12.3567,-6.6083,157.3271,12.543,38.4583,-1.3742,1.1619,3.2541,2.8006,1.9575,1.8666,0.9536,3.8318,3.4843,0.9093,1.1973,1.9138,1.5984,5.5845,0.9927,0.1778,1.5258,1.5258,1,0.0792,60.095,-0.868,-0.5701,0.2839,1100,0,0,0,1,SINISTRA_PANTALONI
0.0435,0.3843,0.6199,2.543,-0.9744,5.0181,0.7568,0.8699,4.4127,0.3472,9.9936,0.7073,0.841,4.8093,0.6492,11.231,0.7677,0.8762,4.912,0.6672,0.0087,0.0044,0.0039,0.5021,0.4468,0.8898,0.7126,0.7371,0.7075,1.0344,0.9929,0.9599,0.5078,0.5433,0.5005,1.07,0.9858,0.9213,-0.5346,-0.141,-0.1274,0.2637,0.2383,0.9039,0.1905,0.0939,0.0873,0.493,0.458,0.9289,0.5763,0.5288,0.5177,0.9175,0.8983,0.9791,0.0314,15.5209,0.8307,-0.2097,0.176,0.0878,0.5112,0.899,-38.2627,0.0666,0.2581,38.6993,?,-1.4306,0.3813,0.6175,2.7588,?,21.4676,0.244,0.494,2.0401,0.9093,26.7456,-1.7823,-0.0666,0.418,0.5225,1.25,0.1747,0.273,1.5626,14.0277,-1.8916,-0.1348,1,0,0,14.0277,18.9693,1.3523,0.1233,61.1609,-0.7307,0.5749,-0.4207,1100,0,0,0,1,SINISTRA_PANTALONI
-0.3911,1.3626,1.1673,7.8618,-2.0894,3.0626,6.256,2.5012,14.0884,-0.6505,10.0903,2.9002,1.703,15.0496,0.2595,10.891,3.2516,1.8032,15.8278,0.2702,-0.1277,-0.0388,-0.0359,0.3035,0.2812,0.9265,0.4667,0.6854,0.6473,1.4687,1.3871,0.9444,0.2178,0.4698,0.4191,2.1571,1.924,0.8919,0.9576,-1.0083,-0.9074,-1.053,-0.9476,0.8999,0.2981,0.1252,0.1173,0.42,0.3936,0.9371,0.558,0.5224,0.4967,0.9361,0.8901,0.9508,0.0284,14.6824,0.4456,-0.2186,-0.0547,-0.1406,0.0462,0.9649,-23.5533,59.1693,7.6922,43.0786,?,-20.7184,104.23,10.2093,44.3375,-1.7371,-26.9714,24.2138,4.9208,32.8186,?,1.1368,0.8733,0.7682,0.7534,1.5632,2.0747,0.5677,2.4436,4.3046,1.5309,1.3126,0.8574,0,1,0,0.9716,1.3126,1.351,0.1112,72.5814,-0.9281,-0.8958,0.8385,1100,0,0,0,1,SINISTRA_PANTALONI
-0.0898,0.2539,0.5038,2.2416,-1.0587,7.0017,0.6026,0.7763,3.4902,0.6028,9.9372,0.5649,0.7516,4.197,0.6693,12.1889,0.6305,0.794,4.0233,0.725,-0.0128,-0.009,-0.0074,0.7046,0.5744,0.8153,0.6491,0.6704,0.6345,1.0328,0.9776,0.9466,0.4213,0.4494,0.4027,1.0667,0.9558,0.896,-0.2177,-0.1357,-0.1087,0.6236,0.4993,0.8006,0.1239,0.0858,0.0744,0.6924,0.6005,0.8673,0.6423,0.5341,0.5572,0.8316,0.8675,1.0432,0.0326,17.3697,-0.1014,-0.3677,-0.3446,0.0794,0.6281,0.8247,-35.6218,0.1964,0.4431,36.6592,?,-8.1941,1.7992,1.3414,11.0992,?,22.4819,0.4228,0.6502,3.0594,0.8738,4.3472,-1.5845,-0.3645,0.3304,0.6815,2.0629,0.1091,0.4645,4.2555,3.3029,-1.7309,-0.5241,1,0,0,3.3029,11.9825,3.6279,0.115,66.2979,-0.7075,-0.1853,0.4639,1100,0,0,0,1,SINISTRA_PANTALONI
0.1424,4.8456,2.2013,16.0125,-0.5934,6.1147,13.656,3.6954,17.2477,-0.3621,9.8787,14.8057,3.8478,16.3113,0.0366,12.3195,16.5345,4.0663,18.6254,0.0803,0.0233,0.0144,0.0116,0.619,0.4963,0.8019,0.5957,0.5721,0.5414,0.9604,0.9088,0.9463,0.3548,0.3273,0.2931,0.9223,0.8259,0.8954,1.3005,-9.6132,-3.6691,-7.3919,-2.8213,0.3817,0.7936,0.5935,0.4962,0.7478,0.6253,0.8361,0.9284,0.9817,0.8597,1.0574,0.926,0.8758,0.0308,17.8735,0.0437,0.3861,0.3931,0.2884,0.468,0.9629,-8.9133,219.115,14.8025,52.919,-0.4899,-28.5874,10.3495,3.2171,33.4198,?,-30.7639,1.7589,1.3263,32.6996,?,0.3118,0.2897,0.9293,4.6013,11.1612,2.4257,21.1716,124.5717,5.8839,0.5206,0.5321,1.022,0,0,1,1.5835,1.6183,1.022,0.1139,75.6288,0.5643,0.2106,-0.1257,1100,0,0,0,1,SINISTRA_PANTALONI
1.0734,22.4841,4.7417,32.4067,-1.3482,-3.316,7.0849,2.6617,14.9035,-3.3881,10.4081,23.2652,4.8234,26.3547,-0.0058,12.0718,27.5833,5.252,24.8695,0.1071,-0.3237,0.1031,0.0889,-0.3186,-0.2747,0.8622,1.7814,0.9831,0.9028,0.5518,0.5068,0.9184,3.1735,0.9664,0.8151,0.3045,0.2569,0.8435,1.6169,123.1498,-6.2343,76.1634,-3.8557,-0.0506,4.0634,0.5267,0.4955,0.1296,0.1219,0.9407,2.1744,1.2296,1.3031,0.5655,0.5993,1.0597,0.0572,17.1797,-0.3255,-0.4638,-0.463,0.0062,-0.2313,0.9135,38.778,111.9774,10.5819,42,0.1894,33.7191,333.7574,18.269,97.75,-0.3345,20.8161,277.0678,16.6454,65,-0.3542,1.15,1.8629,1.6199,0.5792,0.6357,1.0975,0.3355,0.4042,1.2046,-0.4005,-0.5772,1.4412,0.7073,1.0794,1.526,0.4297,0.6462,1.5038,0.2888,96.7344,0.427,-0.3756,0.1355,?,?,?,?,?,SINISTRA_PANTALONI
