@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-1.5297,5.0097,2.2382,11.2336,-2.897,2.9127,7.6703,2.7695,15.8017,-0.039,-1.5297,5.0097,2.2382,11.2336,-2.897,4.5655,10.01,3.1639,18.9422,0.0163,-0.5252,1,-0.3351,-1.9041,0.638,-0.3351,0.8082,1,0.7074,1.2374,0.8754,0.7074,0.6531,1,0.5005,1.5311,0.7663,0.5005,14.0645,1,-26.6828,0.0711,-1.8972,-26.6828,0.1895,1,0.1497,5.2757,0.7898,0.1497,0.7109,1,0.593,1.4066,0.8342,0.593,0.039,6.9691,-0.32,1,-0.7729,-0.32,0.7055,-0.7729,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
6.9926,27.4549,5.2397,27.5763,-0.9155,-3.541,5.0362,2.2442,11.8464,-29.2,6.9926,27.4549,5.2397,27.5763,-0.9155,12.2162,21.0404,4.587,20.0566,0.0868,-1.9747,1,0.5724,-0.5064,-0.2899,0.5724,2.3348,1,1.1423,0.4283,0.4892,1.1423,5.4515,1,1.3049,0.1834,0.2394,1.3049,1.1507,1,-6.915,0.869,-6.0095,-6.915,36.7,1,0.6555,0.0272,0.0179,0.6555,2.3278,1,1.3749,0.4296,0.5907,1.3749,0.1094,19.798,-0.381,1,0.589,-0.381,-0.4105,0.589,-0.1844,0.3598,0.5998,3.0348,-1.1525,0.4213,1.754,1.3244,6.8625,-1.1729,0.4094,3.9694,1.9923,8.5717,-0.8371,-0.4376,-0.4503,1.0289,0.4529,0.3011,0.6647,0.2051,0.0906,0.4419,0.4387,0.416,0.9484,0.4464,0.3022,0.6769,0.4422,0.354,0.8006,0.0064,3.2007,-0.0371,0.2844,0.3845,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
4.8804,8.67,2.9445,9.1171,0.0246,3.454,0.776,0.8809,4.118,0.2509,4.8804,8.67,2.9445,9.1171,0.0246,7.9571,14.368,3.7905,11.9873,0.151,1.413,1,0.6133,0.7077,0.4341,0.6133,3.3425,1,0.7768,0.2992,0.2324,0.7768,11.1723,1,0.6034,0.0895,0.054,0.6034,0.1667,1,0.1078,6,0.647,0.1078,1.7003,1,0.662,0.5881,0.3893,0.662,2.214,1,0.7606,0.4517,0.3435,0.7606,0.0887,13.2149,0.6067,1,0.9962,0.6067,0.6569,0.9962,1.054,0.5129,0.7162,2.7892,0.0022,-1.9675,1.4731,1.2137,4.4007,-1199.6666,0.2327,0.1568,0.3959,1.4087,-0.4252,-0.5357,4.5295,-8.4551,0.5901,1.8088,3.0655,0.3482,3.2719,9.3975,-0.0014,-0.0145,10.4622,762.6666,2.8282,0.0037,0.6338,1.9801,3.124,0.0258,3.3794,-0.6688,0.4525,-0.0785,125000,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
2.3854,0.7259,0.852,4.814,0.224,6.3007,1.2287,1.1085,6.1685,0.1624,2.3854,0.7259,0.852,4.814,0.224,7.3072,0.364,0.6033,5.2871,0.4557,0.3786,1,0.3264,2.6413,0.8623,0.3264,0.7686,1,1.4121,1.301,1.8372,1.4121,0.5908,1,1.9942,1.6926,3.3753,1.9942,1.1621,1,0.3138,0.8605,0.2701,0.3138,0.8424,1,0.6386,1.1871,0.7581,0.6386,0.7804,1,0.9105,1.2814,1.1667,0.9105,0.0708,11.0716,-0.7404,1,0.3157,-0.7404,0.3705,0.3157,0.3573,0.5405,0.7352,4.9189,0.0082,0.3166,0.4862,0.6973,3.2977,-0.0365,-0.0125,0.0403,0.2006,1.4986,-0.7209,1.1288,-28.6716,-25.4007,1.0544,3.6642,3.475,1.1118,13.4261,12.0759,-0.3486,-0.0645,0.1851,1.5588,5.6952,3.6536,1.4916,3.2824,2.2006,0.0047,0.7823,0.8022,0.3948,0.0988,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-7.8319,0.0103,0.1017,8.0964,?,5.1507,0.0131,0.1145,0.5604,0.8974,-7.8319,0.0103,0.1017,8.0964,?,12.2156,0.0198,0.1408,0.7296,0.9421,-1.5206,1,-0.6411,-0.6577,0.4216,-0.6411,0.888,1,0.7224,1.1262,0.8136,0.7224,0.7885,1,0.5219,1.2682,0.6619,0.5219,-1.651,1,-0.6825,-0.6057,0.4134,-0.6825,0,1,0,0,0.4339,0,14.4466,1,11.0973,0.0692,0.7682,11.0973,0.1222,20.8145,-0.037,1.0005,-0.9389,-0.037,0.3766,-0.9389,-0.0162,0.0001,0.0089,0.0373,?,0.0321,0.0001,0.0095,0.049,0.1636,-0.0004,0,0.0069,0.0426,-0.9048,-0.504,44.5877,-88.4673,0.9309,1.2782,1.3731,0.8665,1.6337,1.8854,-3.889,1.8421,-0.4737,0,0,2.6191,0.7609,0.875,1.15,0.0004,0.0531,-0.4212,-0.052,0.4675,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
4.0104,10.0424,3.169,10.9183,0.1058,2.2489,0.962,0.9808,4.4459,0.0006,4.0104,10.0424,3.169,10.9183,0.1058,6.2538,19.1603,4.3772,14.8432,0.1633,1.7833,1,0.6413,0.5608,0.3596,0.6413,3.2309,1,0.724,0.3095,0.2241,0.724,10.4388,1,0.5241,0.0958,0.0502,0.5241,507.647,1,0.4459,0.002,0.0009,0.4459,2.7448,1,0.6883,0.3643,0.2508,0.6883,2.4558,1,0.7356,0.4072,0.2995,0.7356,0.0604,10.2696,0.6217,1,0.9975,0.6217,0.6714,0.9975,0.6095,0.9408,0.9699,3.7934,-0.1533,-1.598,4.4156,2.1013,7.6272,-8.7493,0.2152,0.735,0.8573,3.5493,-0.5205,-0.3814,2.8322,-7.425,0.4616,1.1313,2.451,0.2131,1.2799,6.0073,0.0737,0.4149,5.6333,4.2044,1.4091,0.3352,0.4973,1.0688,2.1489,0.0171,2.9017,-0.6123,0.4835,-0.7631,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
2.4856,5.6248,2.3717,9.9003,-0.0682,7.4811,2.6053,1.6141,7.8426,0.2884,2.4856,5.6248,2.3717,9.9003,-0.0682,8.6494,7.367,2.7142,11.2313,0.2301,0.3323,1,0.2874,3.0097,0.8649,0.2874,1.4693,1,0.8738,0.6806,0.5947,0.8738,2.159,1,0.7635,0.4632,0.3536,0.7635,-0.1987,1,-0.1882,-5.0329,0.947,-0.1882,0.8409,1,0.6353,1.1892,0.7555,0.6353,1.2624,1,0.8815,0.7922,0.6983,0.8815,0.0818,12.6411,0.6681,1,0.9136,0.6681,0.8892,0.9136,1.0075,0.5741,0.7577,2.6358,-0.0287,-1.128,1.7051,1.3058,6.1329,-2.8514,0.0899,0.614,0.7835,2.9002,-0.4566,-0.8931,11.2117,-12.5537,0.5803,0.967,1.6665,0.3367,0.9351,2.7772,0.0162,0.0809,4.9941,1.6091,1.2869,0.7998,0.4298,0.9089,2.1147,0.015,2.8188,-0.2063,0.5332,0.172,1100,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-7.7182,0.0067,0.0817,7.9116,?,5.6217,0.0047,0.0686,0.2891,0.9501,-7.7182,0.0067,0.0817,7.9116,?,12.2782,0.008,0.0896,0.4247,0.966,-1.3729,1,-0.6286,-0.7284,0.4579,-0.6286,1.1915,1,0.9125,0.8393,0.7659,0.9125,1.4197,1,0.8327,0.7044,0.5866,0.8327,-1.4388,1,-0.6557,-0.695,0.4558,-0.6557,0,1,0,0,0.4634,0,27.3665,1,18.6267,0.0365,0.6806,18.6267,0.1228,21.0581,0.5468,0.9961,-0.9512,0.5468,-0.2756,-0.9512,0.0083,0.0011,0.0328,0.1738,-0.5806,-0.0161,0.0005,0.023,0.128,-2.6754,-0.018,0.0002,0.0131,0.058,-5.3333,-0.5165,-0.4629,0.8964,1.4259,2.5056,1.7572,2.0331,6.2779,3.0878,0.6852,1.3063,1.9062,3.1579,12,3.8,1.358,2.9947,2.2053,0.0003,0.0656,-0.7311,0.0315,0.0077,1013.25,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
3.6761,35.0105,5.917,25.3319,-0.3793,5.0987,5.2325,2.2875,8.74,-0.1956,3.6761,35.0105,5.917,25.3319,-0.3793,9.9302,29.6685,5.4469,22.5346,0.1467,0.721,1,0.3702,1.387,0.5135,0.3702,2.5867,1,1.0863,0.3866,0.42,1.0863,6.691,1,1.1801,0.1495,0.1764,1.1801,4.8715,1,-1.7981,0.2053,-0.3691,-1.7981,2.5124,1,0.6955,0.398,0.2768,0.6955,2.8984,1,1.1241,0.345,0.3878,1.1241,0.0721,14.8727,-0.5488,1,0.8856,-0.5488,-0.4067,0.8856,0.2743,0.3126,0.5591,2.7416,-1.0135,-1.2509,2.2276,1.4925,6.3518,-4.1616,0.9814,3.7715,1.942,5.8707,-0.1563,-0.2192,0.2795,-1.2746,0.3746,0.2879,0.7685,0.1403,0.0829,0.5906,0.2695,1.739,6.4538,1.1065,0.2682,0.2424,0.4316,0.467,1.0819,0.016,3.2975,0.3483,-0.4316,-0.8857,1013.25,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
5.5635,0.0149,0.1222,0.7899,0.8676,-7.6958,0.0326,0.1805,8.2892,?,5.5635,0.0149,0.1222,0.7899,0.8676,11.0078,0.0205,0.1431,0.6985,0.9384,-0.7229,1,0.5054,-1.3833,-0.6991,0.5054,0.677,1,0.8539,1.477,1.2612,0.8539,0.4584,1,0.7291,2.1815,1.5907,0.7291,-0.6243,1,0.4859,-1.6019,-0.7784,0.4859,0,1,0.5256,0,0,0.5256,0.0953,1,1.1308,10.4938,11.8666,1.1308,0.109,18.8228,0.3431,0.9995,0.5656,0.3431,-0.58,0.5656,0.0645,0.0035,0.0588,0.3304,-0.069,0.0601,0.0022,0.0469,0.2334,-0.0631,0.0005,0.0011,0.0325,0.146,-0.9028,1.0743,122.3569,113.8915,1.2555,1.8124,1.4435,1.5763,3.2847,2.0838,1.5384,0.3077,0.2,1.4078,4.0278,2.8611,1.4155,2.2628,1.5985,0.0009,0.1517,0.9599,0.3784,0.4144,1100,0,0,0,1,TASCA_DESTRA_DIETRO_PANTALONI
