@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-1.3518,6.8168,2.6109,8.5976,-1.8252,-0.7915,7.704,2.7756,10.3376,-2.1881,11.815,13.5572,3.682,12.4522,0.3263,12.5554,12.4888,3.5339,12.5403,0.3667,1.7078,-0.1144,-0.1077,-0.067,-0.063,0.941,0.9407,0.7091,0.7388,0.7538,0.7854,1.0419,0.8848,0.5028,0.5458,0.5683,0.6169,1.0856,0.7829,-0.9211,-0.7649,-1.1765,-0.9771,0.8305,0.9385,0.1646,0.1537,0.1754,0.1638,0.9334,0.8317,0.6905,0.6856,0.8302,0.8243,0.993,0.2384,16.8221,-0.5167,0.4633,0.3917,-0.8946,-0.8803,0.9917,8.1905,0.3875,0.6225,2.5,0.7153,-1.5321,7.0956,2.6638,8.1344,-0.9908,4.2695,1.0906,1.0443,3.228,0.4902,-5.3459,1.9184,-0.3589,0.2337,0.5961,2.5507,0.0546,0.3553,6.5059,-1.5513,2.0232,-1.3042,2.1489,1.3866,0.6453,0.3073,0.7744,2.5199,0.1873,15.3025,-0.7877,-0.7964,0.982,-22.958,4.922,2.2186,26,?,12.1722,50.5905,7.1127,22.7571,-0.1957,-29.678,8.6308,2.9378,35.7089,?,-1.8861,0.7736,-0.4101,0.3119,0.7552,2.4211,0.0973,0.5703,5.8616,6.9792,0.7281,0.1043,0,1,0,1.1425,0.7281,0.6373,0.7889,65.103,-0.46,-0.6057,0.963,DESTRA_PANTALONI
0.2889,10.0249,3.1662,9.5083,-1.9438,-2.7583,7.1679,2.6773,9.2316,-7.3369,11.4906,30.0771,5.4843,17.5448,0.2129,12.3411,34.6934,5.8901,18.7254,0.2218,-0.1047,0.0251,0.0234,-0.2401,-0.2235,0.9311,1.1826,0.5773,0.5375,0.4882,0.4545,0.9311,1.3986,0.3333,0.289,0.2383,0.2066,0.8669,0.7728,-1.323,-1.1762,-1.7119,-1.522,0.8891,2.9169,0.1449,0.1342,0.0497,0.046,0.9263,1.03,0.5419,0.5078,0.5262,0.493,0.9369,0.2364,17.0614,0.6725,-0.8582,-0.8658,-0.8891,-0.8991,0.9988,7.6235,1.5433,1.2423,4.087,0.5394,0.9634,10.4484,3.2324,10.2046,-0.7656,4.8924,1.2602,1.1226,3.1472,0.5019,7.9135,1.5582,0.1969,0.3843,1.1066,2.8794,0.1477,1.2246,8.2912,-1.0815,1.5089,-1.3952,1.5352,1.4042,0.9147,0.4005,1.2986,3.2424,0.1822,15.4967,-0.8314,-0.8206,0.9933,-26.166,10.017,3.165,30.3,?,1.7752,121.912,11.0414,35.3099,-0.751,-27.5579,16.1462,4.0182,32.4313,?,-14.7396,0.9495,-0.0644,0.2866,0.7877,2.7478,0.0822,0.6204,7.5505,2.0007,0.9343,0.467,0,1,0,0.8581,0.9343,1.0888,0.7609,63.3159,-0.6402,-0.5386,0.9824,DESTRA_PANTALONI
-0.5938,1.6034,1.2662,4.3403,-0.9887,3.7315,2.1778,1.4757,6.3136,0.1297,11.1405,13.3158,3.6491,14.6582,0.254,12.0533,10.2037,3.1943,13.5185,0.3203,-0.1591,-0.0533,-0.0493,0.3349,0.3096,0.9243,0.858,0.347,0.3964,0.4044,0.462,1.1424,0.7362,0.1204,0.1571,0.1636,0.2134,1.305,-2.2926,-0.4325,-0.3388,0.1886,0.1478,0.7834,0.3008,0.1111,0.1097,0.3692,0.3648,0.988,0.6875,0.2961,0.3211,0.4307,0.467,1.0843,0.2353,16.1317,-0.3393,0.4487,0.4387,-0.5935,-0.493,0.9915,3.7952,3.4631,1.8609,5.4123,0.0085,6.2331,0.1225,0.35,1.0824,0.8402,6.2442,0.4034,0.6351,1.8458,0.7488,0.6089,0.6078,0.9982,5.3177,2.9299,0.551,28.2774,8.5846,0.3036,0.0082,0.0085,1.0346,0.8057,0.7429,0.922,5.0003,2.9322,0.5864,0.1921,16.2725,-0.8178,-0.9559,0.6853,-11.826,95.9703,9.7964,27.5,-3.3651,-15.3242,2.3182,1.5226,18.6268,?,-31.6653,0.9971,0.9985,33.5525,?,0.7717,0.3735,0.4839,6.4342,9.8107,1.5248,41.3987,96.2493,2.3249,1.1381,0.6318,0.5552,0,0,1,1.4764,0.8196,0.5552,0.7423,60.5395,0.2168,-0.81,-0.599,DESTRA_PANTALONI
-0.8062,4.3466,2.0849,10.1005,-1.0251,3.7599,3.2997,1.8165,7.6295,-0.0016,11.6418,23.094,4.8056,17.8628,0.1632,12.5669,23.1314,4.8095,16.6534,0.2725,-0.2144,-0.0693,-0.0642,0.323,0.2992,0.9264,1.1477,0.4338,0.4335,0.378,0.3777,0.9992,1.3173,0.1882,0.1879,0.1429,0.1426,0.9984,409.0674,-1.4674,-0.8195,-0.0036,-0.002,0.5584,0.6548,0.2337,0.2179,0.3568,0.3327,0.9325,1.3239,0.5654,0.6065,0.4271,0.4581,1.0726,0.2452,17.1196,-0.1033,-0.5872,-0.5772,0.3754,0.4838,0.9912,2.5523,0.208,0.4561,1.6665,0.5324,4.6022,0.4126,0.6424,2.6113,0.5898,8.2216,0.3226,0.568,2.2865,0.7415,0.5546,0.3104,0.5598,0.71,0.803,1.1309,0.5042,0.6448,1.279,0.5055,0.2894,0.5724,0.5599,0.403,0.7197,0.6382,0.7288,1.1421,0.1952,15.3762,0.9539,-0.9626,-0.9935,-14.764,18.4543,4.2958,24.9,?,-3.1779,9.1881,3.0312,12.3099,-75.0071,-22.8813,1.3362,1.1559,24.2372,?,4.6459,0.6452,0.1389,1.4172,3.7164,2.6223,2.0085,13.8113,6.8765,2.0497,1.0273,0.5012,0,1,0,2.0228,1.0273,0.5079,0.5483,40.8523,0.9379,-0.8806,-0.9292,DESTRA_PANTALONI
-0.2799,2.6354,1.6234,7.6412,-1.2652,-1.2464,35.3671,5.947,19.337,-1.1628,10.8204,17.574,4.1921,14.0571,0.1773,12.7365,12.0715,3.4744,12.29,0.323,0.2245,-0.0259,-0.022,-0.1152,-0.0979,0.8496,0.273,0.3872,0.4672,1.4186,1.7117,1.2066,0.0745,0.15,0.2183,2.0125,2.9298,1.4558,0.4105,-1.4085,-0.7278,-3.431,-1.7728,0.5167,0.3773,0.1974,0.1858,0.5232,0.4925,0.9412,0.3952,0.5436,0.6217,1.3756,1.5734,1.1438,0.2179,17.3733,0.551,0.2157,0.1732,0.7908,0.6474,0.8919,5.0904,3.3334,1.8258,5.5388,0.2566,0.292,17.7781,4.2164,11.2139,-1.054,6.9457,0.8821,0.9392,2.3048,0.7128,17.432,0.7329,0.042,0.433,1.9439,4.4893,0.1875,3.7788,20.1539,-0.3322,0.3341,-1.0058,1.3647,0.9283,0.6802,0.4939,2.4032,4.8656,0.1723,15.9069,-0.7169,-0.7564,0.9713,-18.09,57.3501,7.573,29.3,?,8.2606,158.8081,12.6019,34.2571,-0.2589,-17.4042,13.972,3.7379,22.1671,?,-2.1899,1.0394,-0.4746,0.6009,2.026,3.3714,0.3611,4.1046,11.3661,4.1585,1.3218,0.3178,0,1,0,0.8553,1.3218,1.5454,0.5285,47.4088,0.1139,0.0775,0.986,DESTRA_PANTALONI
-0.7413,4.1794,2.0444,7.3126,-1.9711,0.5865,3.4866,1.8673,8.7676,-1.2975,10.7934,26.9912,5.1953,17.3381,0.1684,11.1847,26.9512,5.1915,17.9279,0.1841,-1.2639,-0.0687,-0.0663,0.0543,0.0524,0.965,1.0949,0.3935,0.3938,0.3594,0.3597,1.0007,1.1987,0.1548,0.1551,0.1292,0.1294,1.0015,0.9798,-1.3815,-1.1996,-1.41,-1.2244,0.8684,0.645,0.118,0.112,0.183,0.1737,0.9489,0.8341,0.4218,0.4079,0.5057,0.489,0.9671,0.2167,13.986,0.674,-0.7263,-0.7389,-0.6256,-0.6254,0.9974,6.9091,3.2134,1.7926,5.4021,0.3803,1.7319,8.1682,2.858,9.199,-0.5624,5.7148,1.4577,1.2074,3.2655,0.5521,3.9893,1.209,0.3031,0.6272,1.4847,2.3671,0.3934,2.2044,5.6033,-1.0012,0.8238,-0.8228,1.4807,1.1958,0.8076,0.5873,1.6543,2.8171,0.1826,15.5347,-0.8953,-0.929,0.9758,-24.0589,34.0246,5.8331,30.8529,?,8.1388,131.8212,11.4813,37.3233,-0.43,-32.6013,31.332,5.5975,40.324,?,-2.9561,0.738,-0.2496,0.508,1.0421,2.0512,0.2581,1.0859,4.2072,2.7489,0.7651,0.2783,0,1,0,0.8266,0.7651,0.9256,0.8265,68.1495,-0.6378,-0.6912,0.9806,DESTRA_PANTALONI
-0.4019,14.7007,3.8341,14.5927,-0.9947,-5.8329,44.8644,6.6981,28.6288,-1.4986,11.7458,53.7648,7.3325,22.9557,0.0422,14.8273,65.6304,8.1013,24.5611,0.0883,0.0689,-0.0342,-0.0271,-0.4966,-0.3934,0.7922,0.5724,0.5229,0.4733,0.9135,0.8268,0.9051,0.3277,0.2734,0.224,0.8345,0.6836,0.8192,0.4238,-7.1911,-3.0576,-16.968,-7.2146,0.4252,0.6385,0.3052,0.2715,0.4781,0.4253,0.8896,0.5097,0.6357,0.5941,1.2471,1.1656,0.9346,0.1353,22.0055,0.0553,-0.5093,-0.3401,-0.716,-0.7711,0.9668,7.1288,1.6373,1.2796,3.7,0.5934,-4.3143,14.2966,3.7811,11.873,-1.7632,3.0344,1.5921,1.2618,4.1654,0.2596,-1.6523,2.3493,-1.4218,0.3384,1.0141,2.9966,0.1145,1.0284,8.9799,-0.7127,3.6974,-5.1881,2.1177,1.6175,0.7638,0.3116,0.8883,2.8504,0.0914,15.3432,0.6278,0.1722,0.8315,-15.1,45.0889,6.7148,22.5586,?,20.7018,229.8271,15.16,43.8583,-0.256,-27.1676,44.4389,6.6663,38.3392,?,-0.7294,0.5558,-0.762,0.4429,1.0073,2.2741,0.1962,1.0146,5.1718,2.5237,0.5884,0.2331,0,1,0,0.5144,0.5884,1.144,0.385,64.5204,0.6431,0.5418,0.9806,DESTRA_PANTALONI
0.0812,6.7561,2.5992,10.1192,-1.06,-2.7631,36.3278,6.0273,25.7876,-1.7239,9.8368,15.9046,3.9881,16.5243,0.0352,11.9297,21.0752,4.5908,16.3464,0.188,-0.0294,0.0083,0.0068,-0.2809,-0.2316,0.8246,0.4312,0.6518,0.5662,1.5113,1.3129,0.8687,0.186,0.4248,0.3206,2.2841,1.7237,0.7547,0.319,-8.6479,-1.3756,-27.1055,-4.3117,0.1591,0.5189,0.2868,0.244,0.5528,0.4703,0.8507,0.3924,0.6124,0.6191,1.5606,1.5776,1.0109,0.1087,17.2163,0.4978,0.0055,-0.2251,-0.4844,-0.7317,0.8653,5.2646,4.1848,2.0457,6.3527,0.2073,0.2134,30.6738,5.5384,15.5425,-1.0912,5.7426,0.5818,0.7628,2.1178,0.6868,24.6753,0.9168,0.0372,0.3694,2.6819,7.2609,0.1364,7.1926,52.7212,-0.2048,0.3577,-1.7464,1.0782,1.1852,1.0992,0.4087,2.9997,7.339,0.0829,15.9499,-0.3255,-0.0695,0.8873,-18.3555,80.4856,8.9714,36.6577,-3.9677,5.5219,404.3094,20.1074,53.5187,-0.441,-30.4385,41.2669,6.4239,40.4999,?,-3.3241,0.603,-0.1814,0.4462,1.3966,3.1301,0.1991,1.9504,9.7974,1.7876,0.7229,0.4044,0.1987,0,0,0.685,0.9051,1.3215,0.3827,67.3071,0.2473,0.0337,0.9694,DESTRA_PANTALONI
-0.393,15.031,3.877,17.4073,-0.9506,-5.7963,46.0573,6.7866,28.208,-1.9744,11.872,45.8627,6.7722,22.3592,0.0829,15.1847,51.0721,7.1465,24.2207,0.1403,0.0678,-0.0331,-0.0259,-0.4882,-0.3817,0.7818,0.5713,0.5725,0.5425,1.0021,0.9496,0.9476,0.3264,0.3277,0.2943,1.0042,0.9018,0.898,0.4531,-4.1948,-2.1456,-9.2589,-4.7359,0.5115,0.941,0.366,0.3168,0.389,0.3366,0.8654,0.6171,0.7785,0.7187,1.2616,1.1646,0.9231,0.1377,22.5165,0.3684,-0.6094,-0.4631,-0.564,-0.7039,0.9243,7.407,2.1141,1.454,4.4169,0.5136,-3.0575,19.4544,4.4107,13.1427,-1.4593,3.0483,1.113,1.055,3.2119,0.2855,-2.4226,2.4298,-1.003,0.3297,1.3782,4.1808,0.1087,1.8995,17.4792,-0.598,3.6332,-6.0757,1.6992,2.0199,1.1888,0.3361,1.3752,4.0919,0.0893,15.282,0.5914,0.0124,0.696,-27.2599,102.7674,10.1374,37.3199,?,20.7696,362.7791,19.0468,56.9992,-0.2996,-12.2713,79.2046,8.8997,26.8799,?,-1.3125,2.2214,-1.6925,0.5322,1.1391,2.1402,0.2833,1.2975,4.5803,2.8403,1.3884,0.4888,0,1,0,0.6547,1.3884,2.1205,0.3792,63.403,0.8272,0.8146,0.9819,DESTRA_PANTALONI
0.1759,5.4491,2.3343,7.944,-0.9577,-2.6954,7.19,2.6814,8.3747,-8.9962,10.2351,17.1556,4.1419,12.3355,0.2425,11.1667,17.1536,4.1417,11.9261,0.2999,-0.0653,0.0172,0.0158,-0.2633,-0.2414,0.9166,0.8706,0.5636,0.5636,0.6474,0.6474,1.0001,0.7579,0.3176,0.3177,0.4191,0.4192,1.0001,0.5156,-0.984,-0.7608,-1.9083,-1.4756,0.7732,4.8434,0.2492,0.2382,0.0514,0.0492,0.956,0.9486,0.644,0.6661,0.6789,0.7022,1.0343,0.2406,15.1105,-0.1798,-0.8736,-0.7581,-0.2695,-0.453,0.9772,2.6214,4.516,2.1251,6.0742,0.057,1.9528,0.6724,0.82,2.291,0.2283,7.563,0.3285,0.5731,1.5684,0.8174,1.3424,0.3466,0.2582,2.5915,3.7078,1.4307,6.7161,13.748,2.047,0.5418,0.0523,0.0965,2.1697,0.7499,0.3456,2.6513,3.873,1.4608,0.1873,12.1373,-0.9808,-0.7325,0.8393,-26.2045,116.9326,10.8135,40.0625,?,-5.2472,36.1179,6.0098,20.8125,-0.8814,-25.2315,202.0061,14.2129,42.3125,-24.0741,4.994,1.0386,0.208,1.7993,0.7608,0.4228,3.2375,0.5789,0.1788,4.109,0.9862,0.24,0,0,6.5556,1.9249,0.9468,0.4919,0.8353,59.0781,-0.7757,-0.9484,0.929,DESTRA_PANTALONI
