@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.3322,16.6562,4.0812,30.0855,-0.9992,-0.6685,54.2712,7.3669,51.1032,-1.0305,0.0311,12.362,3.516,19.0759,-1.0504,6.5989,40.3015,6.3483,28.3211,0.0162,0.497,-10.6751,-0.0503,-21.4794,-0.1013,0.0047,0.554,1.1608,0.6429,2.0953,1.1604,0.5538,0.3069,1.3474,0.4133,4.3902,1.3466,0.3067,0.5798,1.5387,-32.2201,2.6539,-55.5741,-20.9404,0.5979,1.6176,0.5228,2.7052,0.8743,0.3232,0.5887,1.5771,1.0623,2.6789,1.8044,0.6736,0.0037,10.0104,0.6229,-0.3588,-0.3044,-0.7516,-0.3631,0.1836,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-0.1573,19.2476,4.3872,25.3436,-0.8325,-0.2723,53.4052,7.3079,44.6092,-0.5321,0.3116,15.7952,3.9743,20.2901,-0.6803,8.114,22.8076,4.7757,29.7801,0.0274,0.5777,-0.5048,-0.0194,-0.8738,-0.0336,0.0384,0.6003,1.1039,0.9186,1.8388,1.5302,0.8322,0.3604,1.2186,0.8439,3.3811,2.3416,0.6925,0.7432,1.4016,-13.7149,1.886,-18.4551,-9.7854,0.475,1.1453,0.4517,2.4112,0.9509,0.3944,0.5681,1.2491,0.851,2.1986,1.498,0.6813,0.0022,12.2664,-0.1746,-0.1095,0.0139,-0.4836,0.0962,0.3208,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-0.2901,0.2057,0.4536,1.7791,-2.1379,-0.462,0.6881,0.8295,3.9747,-0.7442,-0.2685,0.4157,0.6448,3.1607,-0.5992,1.0989,0.4717,0.6868,2.9573,0.0218,0.6278,1.0804,-0.264,1.7208,-0.4204,-0.2443,0.5468,0.7035,0.6605,1.2866,1.2078,0.9388,0.299,0.4949,0.4362,1.6552,1.4589,0.8814,0.7148,1.0235,-18.374,1.432,-25.7069,-17.9517,0.2488,0.2869,0.1875,1.153,0.7538,0.6538,0.4476,0.5629,0.6016,1.2575,1.344,1.0688,0.006,1.7196,0.2737,0.192,-0.4946,0.9889,-0.1786,-0.1141,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
0.1504,2.0654,1.4371,7.3495,-1.0055,-1.0989,5.7038,2.3883,9.8388,-2.5607,0.1633,1.819,1.3487,6.0334,-0.495,2.9395,2.2043,1.4847,6.3477,0.1071,-0.1369,0.9211,0.0512,-6.7282,-0.3738,0.0556,0.6018,1.0656,0.968,1.7708,1.6086,0.9084,0.3621,1.1354,0.937,3.1356,2.5875,0.8252,0.5208,1.8444,-4.8417,3.5418,-9.2975,-2.6251,1.3263,0.9081,0.5155,0.6847,0.3887,0.5677,0.747,1.2181,1.1578,1.6307,1.55,0.9505,0.0111,4.2661,0.2887,0.1389,-0.1809,-0.2456,-0.7646,0.4359,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-0.2414,2.6976,1.6424,7.0215,-0.8449,-0.6742,0.7724,0.8788,3.873,-3.6403,-0.4975,3.8622,1.9652,7.168,-1.5363,2.541,1.6358,1.279,4.7218,0.0958,0.358,0.4852,-0.095,1.3553,-0.2653,-0.1958,1.8689,0.8357,1.2842,0.4472,0.6871,1.5366,3.4926,0.6985,1.6491,0.2,0.4722,2.361,1.0584,0.7406,-6.4273,0.6998,-6.0729,-8.6783,4.5597,1.3467,0.7288,0.2953,0.1598,0.5412,1.8129,0.9796,1.487,0.5403,0.8202,1.5181,0.0086,3.9395,-0.6186,0.5669,0.1849,-0.0366,-0.5769,-0.1683,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-1.1254,16.9963,4.1227,17.2352,-1.0494,-2.3731,21.517,4.6386,18.4725,-2.3531,-0.1325,14.8825,3.8578,17.3464,-0.7901,6.7464,14.7972,3.8467,16.3382,0.0166,0.4742,8.4924,-0.1668,17.9072,-0.3518,-0.0196,0.8888,1.0687,1.0717,1.2024,1.2059,1.0029,0.7899,1.142,1.1486,1.4458,1.4541,1.0058,0.6808,1.1527,-32.0473,1.6931,-47.0737,-27.8025,1.5266,0.8679,0.5062,0.5685,0.3316,0.5833,0.933,0.9936,1.0549,1.0649,1.1306,1.0617,0.0133,10.5544,0.8916,0.1634,-0.5423,0.3056,-0.7057,0.0222,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-0.6867,6.0448,2.4586,17.5465,-1.0404,-0.3368,24.5565,4.9555,28.613,-1.5157,0.3723,13.1088,3.6206,16.6649,-0.693,5.444,14.7965,3.8466,19.2181,0.0258,2.0387,-1.8443,-0.1261,-0.9046,-0.0619,0.0684,0.4961,0.6791,0.6392,1.3687,1.2883,0.9412,0.2462,0.4611,0.4085,1.8733,1.6596,0.8859,0.519,1.3115,-17.5703,2.5271,-33.8544,-13.3966,0.7561,0.8736,0.4359,1.1555,0.5766,0.499,0.6132,1.0529,0.913,1.717,1.4889,0.8671,0.0088,8.1362,0.2026,0.3169,-0.0626,-0.7415,-0.4297,0.4324,?,?,?,?,?,?,?,?,?,?,DAVANTI_PANTALONI
0.808,22.2326,4.7151,19.5867,-0.61,-4.0799,14.6816,3.8317,15.2543,-3.5251,0.4799,27.6428,5.2576,19.7346,-0.7275,7.8915,19.8092,4.4508,14.9371,0.0048,-0.198,1.6837,0.1024,-8.5017,-0.517,0.0608,1.2306,0.8968,1.0594,0.7288,0.8609,1.1813,1.5143,0.8043,1.1223,0.5311,0.7412,1.3955,0.6245,0.8929,-103.4524,1.4298,-165.6604,-115.8598,3.6089,1.065,0.8106,0.2951,0.2246,0.7611,1.284,0.9925,1.3113,0.773,1.0212,1.3212,0.0215,12.2504,0.4734,0.4746,0.051,0.2243,-0.7803,0.2376,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
-0.8147,13.2136,3.6351,15.1074,-1.1479,-3.4151,11.1243,3.3353,11.8208,-10.5639,-0.0079,18.0938,4.2537,16.6544,-0.5334,6.1378,17.085,4.1334,14.595,0.0311,0.2386,103.7192,-0.1327,434.7846,-0.5564,-0.0013,1.0899,0.8546,0.8794,0.7841,0.8069,1.0291,1.1878,0.7303,0.7734,0.6148,0.6511,1.059,0.7477,1.3936,-17.2359,1.864,-23.0531,-12.3676,6.8809,0.6476,0.4669,0.0941,0.0679,0.721,1.278,0.9071,1.0351,0.7098,0.8099,1.1411,0.0351,9.6243,0.7374,0.2922,-0.3861,-0.0853,-0.8891,0.3183,?,?,?,?,?,1100,0,0,0,1,DIETRO_PANTALONI
-0.1503,5.9283,2.4348,10.4059,-0.7033,-1.6077,12.4378,3.5267,17.2589,-2.1639,-0.3464,12.9921,3.6045,33.4122,-0.3964,4.8757,10.3128,3.2114,24.0235,0.0179,0.0935,0.434,-0.0308,4.6417,-0.3297,-0.071,0.6904,0.6755,0.7582,0.9784,1.0982,1.1224,0.4766,0.4563,0.5748,0.9573,1.206,1.2598,0.364,0.453,-9.8191,1.2445,-26.9747,-21.6754,1.1199,0.2553,0.2497,0.228,0.223,0.9782,0.6029,0.3114,0.4332,0.5165,0.7184,1.3908,0.0089,7.485,-0.5835,-0.3185,0.2344,0.3816,-0.541,-0.064,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
0.2553,0.1757,0.4191,1.9194,-0.9729,0.1099,0.4175,0.6461,2.4154,-0.6528,-0.0687,0.3702,0.6084,3.1132,-0.6335,0.905,0.2261,0.4755,1.9977,0.074,2.323,-3.7164,0.282,-1.5998,0.1214,-0.0759,0.6487,0.6889,0.8814,1.0619,1.3587,1.2795,0.4208,0.4745,0.7768,1.1277,1.8461,1.637,0.9922,0.7839,-5.9331,0.7901,-5.9799,-7.5682,0.6657,0.5105,0.451,0.7668,0.6774,0.8835,0.7947,0.6165,0.9608,0.7758,1.2091,1.5584,0.0015,1.3703,0.5206,-0.5185,0.2026,-0.1569,0.5914,0.1375,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
-0.5933,3.1624,1.7783,10.5526,-0.8323,-1.5947,10.1369,3.1839,17.5494,-3.209,-0.5761,8.7961,2.9658,16.9286,-1.1224,4.0623,8.8198,2.9698,15.5612,0.0355,0.3721,1.03,-0.1461,2.7681,-0.3926,-0.1418,0.5585,0.5996,0.5988,1.0735,1.0721,0.9987,0.312,0.3595,0.3586,1.1524,1.1493,0.9973,0.3582,0.5354,-8.3794,1.4945,-23.3903,-15.6506,1.3813,0.7221,0.357,0.5228,0.2584,0.4944,0.6013,0.6234,0.6781,1.0367,1.1278,1.0879,0.0098,6.203,0.3877,-0.0514,-0.0598,0.6541,-0.7983,-0.5585,?,?,?,?,?,1100,0,0,0,1,DAVANTI_PANTALONI
