@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.5197,1.1166,1.0567,5.3977,-0.5885,0.0259,2.3436,1.5309,8.5996,-1.0879,-0.3667,1.3399,1.1575,6.3251,-0.8632,1.9725,1.3146,1.1466,4.7498,0.0933,20.0346,-1.4173,0.2635,-0.0707,0.0132,-0.1859,0.6902,0.9129,0.9216,1.3225,1.3352,1.0096,0.4764,0.8333,0.8493,1.7491,1.7827,1.0192,0.4463,0.6824,-4.0891,1.5291,-9.1626,-5.9921,0.825,1.0009,0.6486,1.2133,0.7862,0.648,0.6277,0.8534,1.1364,1.3596,1.8105,1.3317,0.0035,2.9192,0.7509,-0.1151,0.2333,-0.0598,0.1217,-0.1712,2.1685,0.1401,0.3743,1,0.6667,SINISTRA_PANTALONI
0.0662,0.6756,0.8219,3.6778,-0.829,0.1964,0.7423,0.8615,2.9082,-0.4336,-0.3728,0.1197,0.346,1.5594,-6.3287,1.1487,0.3998,0.6323,2.5585,0.0686,0.3372,-0.1776,0.0576,-0.5268,0.171,-0.3245,0.954,2.3757,1.2998,2.4902,1.3625,0.5471,0.9101,5.6439,1.6896,6.2011,1.8564,0.2994,1.8952,1.2379,-8.8415,0.6532,-4.6651,-7.1424,0.9912,9.45,0.732,9.5337,0.7385,0.0775,1.2646,2.3584,1.4375,1.8649,1.1367,0.6095,0.0023,1.7668,0.4587,-0.0316,0.2977,-0.6454,0.7821,-0.6285,4.8421,0.133,0.3646,1,0.8,SINISTRA_PANTALONI
0.194,4.1609,2.0398,12.6455,-0.8014,-0.5622,4.6996,2.1679,11.798,-0.8324,-0.4833,10.6093,3.2572,28.2949,-0.719,3.6379,6.8228,2.6121,17.546,0.0207,-0.3451,-0.4014,0.0533,1.1632,-0.1545,-0.1329,0.9409,0.6263,0.7809,0.6656,0.8299,1.247,0.8854,0.3922,0.6099,0.443,0.6888,1.555,1.0497,0.4754,-15.1468,0.4529,-14.4299,-31.864,1.0903,0.4265,0.3918,0.3912,0.3593,0.9187,1.0718,0.4469,0.7207,0.417,0.6724,1.6126,0.0041,5.405,0.5807,0.2978,0.0682,-0.0205,-0.0966,0.0608,0,0,0,0,0,SINISTRA_PANTALONI
0.1471,2.3016,1.5171,7.9826,-0.3648,0.0371,1.2582,1.1217,4.3485,-0.5047,-0.193,0.7152,0.8457,3.4933,-2.0012,1.8175,1.0318,1.0158,6.1498,0.0539,3.9606,-0.7619,0.0809,-0.1924,0.0204,-0.1062,1.3525,1.7939,1.4936,1.3264,1.1043,0.8326,1.8293,3.2182,2.2307,1.7593,1.2195,0.6931,1.4629,0.916,-6.0862,0.6262,-4.1604,-6.6441,2.0239,5.0249,0.8998,2.4828,0.4446,0.1791,1.8357,2.2851,1.298,1.2448,0.7071,0.568,0.0013,2.7813,0.2085,-0.1661,0.4561,-0.5634,0.638,-0.4767,3.9194,1.2677,1.1259,3,0.4,SINISTRA_PANTALONI
-0.4335,4.8616,2.2049,13.1179,-1.2717,-0.6235,5.4301,2.3303,12.7216,-1.2746,0.3352,4.8201,2.1955,10.5063,-0.9532,3.4375,3.9842,1.996,8.4041,0.0231,0.6952,-1.2934,-0.1261,-1.8604,-0.1814,0.0975,0.9462,1.0043,1.1046,1.0614,1.1674,1.0999,0.8953,1.0086,1.2202,1.1265,1.3629,1.2098,1.0301,1.4322,-36.9952,1.3903,-35.9137,-25.8311,1.0325,1.0735,0.6712,1.0398,0.6501,0.6253,1.0312,1.2486,1.5609,1.2109,1.5137,1.2501,0.0044,5.1959,-0.2465,-0.4495,-0.3702,0.2923,-0.1126,0.3286,6.3211,0.218,0.4669,1,0.8571,SINISTRA_PANTALONI
-1.512,6.4925,2.548,10.1875,-15.1486,-0.9277,4.2069,2.0511,8.2422,-4.7259,-0.5523,3.3776,1.8378,6.2891,-1.2934,3.137,7.6883,2.7728,9.6514,0.0457,1.6298,2.7374,-0.482,1.6796,-0.2957,-0.1761,1.2423,1.3864,0.9189,1.116,0.7397,0.6628,1.5433,1.9222,0.8445,1.2455,0.5472,0.4393,1.4048,2.6944,-20.6599,1.918,-14.7064,-7.6678,0.4383,0.2301,0.0624,0.5249,0.1423,0.2711,1.236,1.6199,1.0556,1.3106,0.854,0.6516,0.0422,4.6816,0.7715,0.284,-0.9443,0.3475,-0.8469,-0.3457,1,0,0,0,1,SINISTRA_PANTALONI
0.3048,8.1691,2.8582,17.6962,-0.3771,-0.9597,3.9814,1.9953,9.6095,-1.4392,-0.041,11.381,3.3736,25.5938,-0.6534,4.354,5.5896,2.3642,19.54,0.0314,-0.3176,-7.4396,0.07,23.4234,-0.2204,-0.0094,1.4324,0.8472,1.2089,0.5915,0.844,1.4269,2.0518,0.7178,1.4615,0.3498,0.7123,2.0361,0.8547,0.4791,-7.6454,0.5606,-8.9453,-15.9565,3.2618,0.8301,0.637,0.2545,0.1953,0.7673,1.8415,0.6914,0.9056,0.3755,0.4918,1.3098,0.0055,6.5354,0.2267,0.2924,0.2863,-0.052,-0.0957,0.1534,0.375,0.3648,0.604,2,0,SINISTRA_PANTALONI
0.1024,6.2187,2.4937,18.1574,-0.554,-1.0619,5.1781,2.2755,10.6242,-1.3912,-0.0568,7.461,2.7315,17.7133,-0.542,4.0216,3.8258,1.956,15.5388,0.0522,-0.0964,-1.8023,0.0255,18.6964,-0.2641,-0.0141,1.0959,0.913,1.2749,0.8331,1.1634,1.3965,1.201,0.8335,1.6255,0.694,1.3535,1.9502,1.0473,1.0398,-7.5629,0.9928,-7.2214,-7.2736,2.6297,1.0171,0.7127,0.3868,0.271,0.7007,1.7091,1.0251,1.1685,0.5998,0.6837,1.1399,0.0058,6.112,0.2816,0.3957,0.0655,0.1479,-0.2151,0.2129,0.163,0.1365,0.3694,1,0,SINISTRA_PANTALONI
-0.2192,2.723,1.6502,9.0379,-0.7029,-0.1248,1.8512,1.3606,5.2898,-0.8993,-0.3501,0.4694,0.6851,3.5176,-2.0486,2.053,1.015,1.0075,5.6789,0.0735,1.7557,0.626,-0.1068,0.3566,-0.0608,-0.1705,1.2128,2.4085,1.6379,1.9859,1.3505,0.6801,1.4709,5.801,2.6829,3.9437,1.8239,0.4625,1.4895,1.5783,-8.2835,1.0596,-5.5613,-5.2485,1.9055,4.5996,0.8659,2.4138,0.4544,0.1883,1.7085,2.5693,1.5915,1.5038,0.9315,0.6194,0.0023,3.0787,0.3344,-0.2066,0.1521,-0.5568,0.4917,-0.4701,0.0642,0.0601,0.2451,1,0,SINISTRA_PANTALONI
0.0472,3.7886,1.9464,8.3365,-0.581,0.1586,1.4586,1.2077,5.4992,-0.6431,-0.3021,0.6401,0.8,3.8768,-1.5976,2.1579,1.3496,1.1617,5.1,0.0792,0.2975,-0.1561,0.0219,-0.5249,0.0735,-0.14,1.6117,2.4329,1.6755,1.5096,1.0396,0.6887,2.5975,5.9191,2.8073,2.2788,1.0808,0.4743,1.4234,1.2849,-6.9796,0.9027,-4.9035,-5.432,1.5754,3.533,0.952,2.2425,0.6042,0.2694,1.5159,2.1504,1.6346,1.4185,1.0783,0.7601,0.0019,3.2358,0.4433,-0.1681,0.402,-0.4527,0.4677,-0.417,0,0,0,0,0,SINISTRA_PANTALONI
-0.1945,2.1007,1.4494,7.0979,-0.5322,0.0438,1.534,1.2385,4.7154,-0.6935,-0.3782,0.5035,0.7096,3.0906,-2.0201,1.8595,0.8631,0.929,4.9182,0.039,-4.4392,0.5143,-0.1046,-0.1158,0.0236,-0.2034,1.1702,2.0425,1.5601,1.7454,1.3332,0.7638,1.3694,4.1718,2.4339,3.0464,1.7773,0.5834,1.2768,1.1926,-12.3546,0.9341,-9.6766,-10.3596,1.6637,4.527,0.9052,2.721,0.5441,0.2,1.5053,2.2967,1.4432,1.5257,0.9588,0.6284,0.0023,2.8313,0.4413,-0.2172,0.2814,-0.521,0.471,-0.4819,?,?,?,?,?,SINISTRA_PANTALONI
0.0327,5.4398,2.3323,21.8055,-0.4891,-0.7043,4.6873,2.165,10.829,-1.3531,0.0385,4.2739,2.0673,12.5428,-0.571,3.1873,4.7407,2.1773,14.4876,0.0183,-0.0465,0.8501,0.0103,-18.2881,-0.221,0.0121,1.0773,1.1282,1.0712,1.0473,0.9944,0.9495,1.1605,1.2728,1.1475,1.0967,0.9887,0.9015,1.1502,1.571,-26.5519,1.3659,-23.0855,-16.9017,3.1819,1.8342,0.9923,0.5764,0.3119,0.541,2.0136,1.7385,1.5051,0.8634,0.7475,0.8658,0.0038,4.8166,0.4407,-0.1025,-0.0556,0.2192,-0.3863,0.2356,0,0,0,0,0,SINISTRA_PANTALONI
-0.0392,5.9437,2.438,24.6963,-0.3389,-0.8183,4.0041,2.001,9.4429,-1.1116,0.0441,4.0102,2.0026,10.548,-0.5757,3.1828,4.5011,2.1216,18.2931,0.0239,0.0479,-0.8901,-0.0123,-18.5645,-0.2571,0.0138,1.2184,1.2174,1.1491,0.9992,0.9432,0.9439,1.4844,1.4821,1.3205,0.9985,0.8896,0.891,1.2575,1.6219,-13.9357,1.2898,-11.0823,-8.5921,4.1248,2.7555,0.9842,0.668,0.2386,0.3572,2.6153,2.3413,1.35,0.8952,0.5162,0.5766,0.0044,4.8673,0.5298,0.1191,0.1751,0.2279,-0.1632,0.2593,0,0,0,0,0,SINISTRA_PANTALONI
-0.0111,6.4046,2.5307,15.2933,-0.6025,-0.918,7.9554,2.8205,13.3825,-0.766,0.3306,14.3306,3.7856,21.0196,-0.6681,4.6697,7.837,2.7995,13.1367,0.0481,0.0121,-0.0335,-0.0024,-2.7768,-0.1966,0.0708,0.8973,0.6685,0.904,0.7451,1.0075,1.3523,0.8051,0.4469,0.8172,0.5551,1.0151,1.8286,0.9906,0.683,-8.6653,0.6895,-8.7475,-12.6874,1.2593,0.7574,0.6915,0.6014,0.5491,0.9131,1.1428,0.7276,1.1642,0.6367,1.0187,1.6001,0.0053,7.1571,0.5044,0.5552,0.3841,0.3677,0.2433,0.4826,0,0,0,0,0,SINISTRA_PANTALONI
0.3475,2.7689,1.664,7.7876,-0.5477,-0.3549,1.7728,1.3315,4.7944,-0.9468,-0.2031,1.083,1.0407,5.287,-0.9694,2.3221,0.5207,0.7216,4.3899,0.1795,-0.9791,-1.7107,0.1496,1.7473,-0.1528,-0.0875,1.2497,1.5989,2.3059,1.2794,1.8451,1.4421,1.5618,2.5566,5.3172,1.6369,3.4044,2.0798,1.1819,1.059,-2.8692,0.896,-2.4275,-2.7094,2.0432,1.8743,0.9404,0.9173,0.4603,0.5018,1.6243,1.473,1.774,0.9068,1.0921,1.2043,0.0029,3.4955,0.358,-0.133,0.5057,-0.1825,0.4696,-0.1843,0,0,0,0,0,SINISTRA_PANTALONI
