@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.0884,3.003,1.7329,11.2595,-0.6377,-0.7292,6.2075,2.4915,15.4236,-1.2225,-0.0061,15.1426,3.8913,21.0955,-0.9584,4.1878,7.3551,2.712,11.2812,0.0526,0.1212,14.3958,-0.0211,118.7505,-0.1741,-0.0015,0.6955,0.4453,0.639,0.6403,0.9187,1.4349,0.4838,0.1983,0.4083,0.4099,0.844,2.0588,0.5168,0.4247,-7.0035,0.8218,-13.5518,-16.4907,0.9907,0.6383,0.5774,0.6442,0.5828,0.9046,0.73,0.5337,0.9981,0.7311,1.3672,1.87,0.0019,6.029,0.0637,-0.4218,0.0764,0.3383,-0.392,0.0671,-0.1986,0.5184,0.72,4.6506,-3.0709,-0.6784,1.4944,1.2225,4.8802,-3.8171,0.3817,0.537,0.7328,3.011,-0.2741,0.2927,-0.5203,-1.7775,0.589,0.9825,1.6682,0.3469,0.9653,2.7829,0.9072,5.4166,5.9708,1.1276,0.4834,0.4287,0.9529,1.5445,1.6208,0.0021,1.9559,0.5199,-0.1739,-0.6966,-11.6143,53.0423,7.283,28.4393,?,-8.3363,47.2194,6.8716,27.5375,-0.9205,-28.5631,57.6009,7.5895,33.0597,?,1.3932,0.4066,0.2919,1.0599,0.9596,0.9054,1.1233,0.9209,0.8198,2.1547,0.8602,0.3992,0,1,0,1.0327,0.8602,0.833,0.0834,50.6112,-0.9151,-0.9162,0.9831,DESTRA_PANTALONI
0.3492,3.2096,1.7915,13.0028,-1.017,-0.5879,10.1758,3.1899,19.4349,-0.9606,-0.1613,7.1002,2.6646,16.0809,-0.7037,3.8429,6.2117,2.4923,13.6206,0.0084,-0.5941,-2.1656,0.0909,3.6455,-0.153,-0.042,0.5616,0.6723,0.7188,1.1971,1.2799,1.0691,0.3154,0.452,0.5167,1.4332,1.6382,1.143,0.6885,0.987,-57.101,1.4336,-82.9342,-57.8508,0.6503,0.683,0.4694,1.0502,0.7217,0.6872,0.669,0.8086,0.9546,1.2086,1.4269,1.1806,0.0019,5.9845,-0.4598,0.1186,0.3357,0.8056,0.0868,0.2583,-0.2487,0.5606,0.7487,4.0428,-3.0807,-0.5927,1.644,1.2822,5.3897,-6.5937,0.2598,0.4582,0.6769,2.8049,-0.2793,0.4196,-0.9575,-2.2818,0.584,1.1061,1.8942,0.341,1.2235,3.588,0.6522,4.9836,7.6416,1.3959,0.4519,0.3237,0.7501,1.4414,1.9216,0.0018,1.7717,0.5501,-0.3139,-0.5876,11.6567,120.4242,10.9738,45.0577,-1.4704,-30.7976,31.7743,5.6369,34.4986,?,-18.2813,16.036,4.0045,28.1998,?,-0.3785,-0.6376,1.6846,1.9468,2.7404,1.4076,3.79,7.5096,1.9814,0.7774,0.951,1.2234,0,0,1,1.3061,1.5978,1.2234,0.0999,64.445,-0.9061,0.5798,-0.491,DESTRA_PANTALONI
0.135,6.1171,2.4733,15.9974,-0.7217,0.1012,17.9872,4.2411,25.3419,-1.2682,0.1115,13.3848,3.6585,14.8765,-1.1174,5.448,7.8498,2.8018,17.5824,0.0261,1.3345,1.2115,0.0248,0.9078,0.0186,0.0205,0.5832,0.676,0.8828,1.1592,1.5137,1.3058,0.3401,0.457,0.7793,1.3438,2.2914,1.7051,0.4733,0.8542,-14.2557,1.8048,-30.1221,-16.6896,0.8316,1.3225,0.5147,1.5902,0.6189,0.3892,0.6313,1.0753,0.9099,1.7035,1.4413,0.8461,0.0005,8.4309,-0.6066,0.0402,0.2312,0.7202,-0.0188,0.1072,-0.0718,0.7098,0.8425,4.3237,-1.4304,-0.6219,1.2791,1.131,5.1259,-8.2023,0.5046,1.5259,1.2353,5.5008,-0.4439,0.1155,-0.1423,-1.2326,0.7449,0.6821,0.9156,0.5549,0.4652,0.8383,0.557,1.5047,2.7015,3.1938,0.467,0.1462,0.8435,0.786,0.9318,0.0021,2.382,0.1914,0.1049,-0.7363,14.9937,123.3664,11.107,48.2391,-1.2585,-30.0059,13.1573,3.6273,33.7799,?,-23.1432,12.008,3.4653,30.6,?,-0.4997,-0.6479,1.2965,3.0621,3.2053,1.0468,9.3763,10.2737,1.0957,0.7957,0.8784,1.1039,0,0,1,1.428,1.5764,1.1039,0.1072,71.3053,-0.7211,0.4871,-0.5616,DESTRA_PANTALONI
0.1051,7.5687,2.7511,24.0089,-0.3552,0.5982,10.7523,3.2791,25.0715,-0.4422,0.3197,18.4627,4.2968,29.1037,-0.4152,4.8184,14.0379,3.7467,28.3459,0.015,0.1756,0.3286,0.0218,1.871,0.1241,0.0664,0.839,0.6403,0.7343,0.7631,0.8752,1.1468,0.7039,0.4099,0.5392,0.5824,0.766,1.3152,0.8186,0.7369,-14.5354,0.9002,-17.7564,-19.7241,1.0191,0.8615,0.6156,0.8453,0.6041,0.7146,0.9576,0.8249,0.847,0.8615,0.8845,1.0267,0.0036,7.2841,0.542,0.2058,0.3776,0.1364,0.322,0.5168,0.192,1.3473,1.1607,5.3561,-0.4124,-0.484,4.0155,2.0039,11.1813,-3.4021,-0.1665,1.0949,1.0464,5.7666,-2.153,-0.3966,-1.1528,2.9064,0.5793,1.1093,1.9151,0.3355,1.2306,3.6675,0.181,0.3971,2.1945,1.493,2.0735,1.3888,0.479,0.9288,1.939,0.0028,2.4807,-0.1998,-0.4911,0.4414,-27.6159,41.6142,6.4509,43.6875,?,-16.8005,9.5239,3.0861,26.3125,?,-36.1257,93.2474,9.6565,44.5,?,1.6438,0.7644,0.4651,2.0903,0.668,0.3196,4.3694,0.4463,0.1021,1.6603,0.9817,0.5913,1,1,1,1.6603,0.9817,0.5913,0.2525,80.542,0.6375,-0.8716,-0.5551,DESTRA_PANTALONI
-1.0438,2.3865,1.5448,5.2091,-5.01,0.1513,0.9545,0.977,4.5173,-0.5529,0.3782,4.2539,2.0625,8.3219,-0.9341,2.5656,2.2681,1.506,4.8776,0.0714,-6.8988,-2.7597,-0.4068,0.4,0.059,0.1474,1.5812,0.749,1.0258,0.4737,0.6487,1.3695,2.5003,0.561,1.0522,0.2244,0.4208,1.8756,2.6998,1.0804,-11.5868,0.4002,-4.2917,-10.7246,0.298,0.2014,0.165,0.6761,0.5538,0.8192,1.1531,0.6259,1.068,0.5428,0.9261,1.7061,0.0255,3.7843,-0.1383,-0.3347,-0.6391,0.6349,0.2188,0.4257,0.2041,0.2805,0.5296,2.5155,-0.4141,-0.6923,0.9664,0.983,4.2516,-6.4839,0.4502,0.4992,0.7065,2.5742,-0.2832,-0.2948,0.4534,-1.5378,0.5388,0.7496,1.3914,0.2903,0.5619,1.936,0.2,1.2968,6.4839,3.1312,0.8867,0.2832,0.5917,0.9772,1.6516,0.0049,1.8766,-0.6815,0.7291,-0.681,10.0254,318.5383,17.8476,62.9375,-1.7589,-34.3768,10.3033,3.2099,40.6875,?,-31.7514,16.8224,4.1015,35.375,?,-0.2916,-0.3157,1.0827,5.5602,4.3515,0.7826,30.9161,18.9354,0.6125,0.9862,1.1343,1.1502,0,0,1,1.5469,1.7792,1.1502,0.2735,85.3043,0.8675,-0.725,-0.3379,DESTRA_PANTALONI
0.322,0.3266,0.5715,2.7356,-0.4473,-0.5494,10.1917,3.1924,12.7511,-0.9017,-0.5685,8.3068,2.8822,11.5828,-0.6697,4.0264,3.3419,1.8281,9.2982,0.038,-0.5862,-0.5665,0.08,0.9664,-0.1364,-0.1412,0.179,0.1983,0.3126,1.1077,1.7463,1.5766,0.032,0.0393,0.0977,1.2269,3.0497,2.4857,0.1398,0.182,-2.3037,1.3014,-16.474,-12.6582,0.2819,0.2725,0.1956,0.9665,0.6937,0.7177,0.2145,0.2362,0.2942,1.1009,1.3713,1.2457,0.0042,6.0771,0.4267,0.3135,-0.051,0.9901,0.1144,0.1286,0.0046,0.0417,0.2043,0.8324,-0.8956,0.0066,0.0614,0.2478,1.2161,-0.8736,-0.0416,0.0448,0.2117,0.809,-0.9766,0.6995,-0.1112,-0.1589,0.8244,0.9651,1.1707,0.6796,0.9314,1.3705,0.6936,0.984,1.4187,0.6765,1.0729,1.5859,0.6845,1.029,1.5033,0.0002,0.5416,-0.3353,-0.0431,-0.1521,4.7532,1.2756,1.1294,4.6,0.3034,-41.4189,0.6802,0.8248,42.8177,?,-22.8797,2.3155,1.5217,25.6384,?,-0.1148,-0.2077,1.8103,1.3694,0.7422,0.542,1.8753,0.5509,0.2938,-0.0468,-0.0781,1.6701,0,0,1,0.1074,0.1794,1.6701,0.2366,69.0517,0.5835,-0.2844,-0.8661,DESTRA_PANTALONI
-0.3887,1.5106,1.2291,5.6957,-1.617,-0.3639,2.9794,1.7261,10.3213,-3.5322,0.0769,2.4067,1.5514,7.6495,-0.3258,2.1249,2.6709,1.6343,9.3949,0.0125,1.0682,-5.0556,-0.1829,-4.7329,-0.1713,0.0362,0.712,0.7922,0.752,1.1126,1.0562,0.9493,0.507,0.6276,0.5656,1.2379,1.1155,0.9011,0.4375,1.8722,-29.6892,4.2792,-67.8598,-15.8582,0.9557,0.3772,0.2288,0.3947,0.2394,0.6065,0.5518,0.7446,0.6063,1.3493,1.0986,0.8142,0.0027,3.282,0.6127,-0.1523,-0.4092,-0.6245,-0.775,0.7418,-0.0394,1.1093,1.0532,4.6642,-1.7679,-0.0199,1.0529,1.0261,5.0532,-0.5438,-0.1607,0.3859,0.6212,2.3161,-1.3827,1.9821,0.2453,0.1238,1.0264,1.6954,1.6517,1.0536,2.8743,2.7282,1.6737,2.2165,1.3243,0.5148,1.7336,3.3673,0.923,2.0138,2.1818,0.0008,2.1606,-0.9434,0.5186,-0.4644,-32.1335,36.9407,6.0779,45.9345,?,26.2592,43.2567,6.577,28.4002,0.1978,15.3132,7.4096,2.7221,14.3517,0.2634,-1.2237,-2.0984,1.7148,0.9241,2.2328,2.4162,0.854,4.9855,5.8379,-6.561,-8.9519,1.3644,0,0,1.817,1.6174,3.2006,1.9789,0.2201,73.7059,0.981,0.7763,0.7696,DESTRA_PANTALONI
0.5636,2.8483,1.6877,9.175,-0.7842,-1.7507,12.2639,3.502,28.9527,-0.6332,-0.1717,12.5964,3.5491,23.2221,-0.4616,4.7091,8.9451,2.9908,23.1306,0.0307,-0.3219,-3.2821,0.1197,10.195,-0.3718,-0.0365,0.4819,0.4755,0.5643,0.9867,1.1709,1.1867,0.2323,0.2261,0.3184,0.9736,1.371,1.4082,0.3593,0.5499,-5.5015,1.5306,-15.3138,-10.0053,0.2901,0.3237,0.2155,1.1158,0.7429,0.6658,0.3169,0.3951,0.3967,1.2468,1.2517,1.004,0.005,7.0845,-0.5944,0.0721,0.2533,0.0363,-0.3353,0.2519,-0.362,1.1988,1.0949,5.9334,-1.6032,-0.7856,2.6646,1.6324,7.0132,-1.7259,0.0922,4.824,2.1964,9.4998,-0.6681,0.4608,-3.9254,-8.5189,0.6707,0.4985,0.7432,0.4499,0.2485,0.5524,0.8229,0.9604,1.167,0.8859,0.4002,0.4518,0.846,0.6246,0.7383,0.0023,4.1317,-0.0026,0.2752,-0.0636,-18.9588,257.4883,16.0464,47.0398,-13.7927,4.7423,85.4088,9.2417,42.4179,-1.0316,-27.82,195.5652,13.9845,42.4789,-12.113,-3.9978,0.6815,-0.1705,1.7363,1.1474,0.6609,3.0148,1.3166,0.4367,2.0363,1.1177,0.5489,0.1523,0.9816,6.4451,1.109,1.1074,0.9986,0.0909,56.7649,0.4776,-0.8864,-0.7597,SINISTRA_PANTALONI
-0.4389,0.1672,0.4089,1.5164,-3.2208,-0.5847,1.4667,1.2111,6.7016,-1.0407,-0.1842,0.9065,0.9521,5.4921,-0.7254,1.4474,1.0138,1.0069,4.5702,0.0055,0.7507,2.3835,-0.3032,3.1752,-0.404,-0.1272,0.3377,0.4295,0.4061,1.272,1.2028,0.9456,0.114,0.1845,0.165,1.618,1.4468,0.8942,0.3386,0.5011,-45.7537,1.4801,-135.1363,-91.3029,0.1094,0.1129,0.0782,1.0317,0.7146,0.6927,0.2263,0.2761,0.3318,1.2202,1.4664,1.2017,0.002,2.2382,0.1429,-0.0483,-0.3978,0.9754,-0.2737,-0.1939,-0.0469,0.0305,0.1745,0.799,-2.0414,-0.0199,0.0261,0.1616,0.8278,-1.9272,0.0396,0.013,0.1139,0.6879,-1.1553,2.3519,-1.185,-0.5039,1.0801,1.5318,1.4182,1.1667,2.3465,2.0112,0.984,1.4544,1.4781,0.9289,0.8231,0.8861,0.9652,1.1615,1.2034,0.0002,0.3662,0.8194,-0.1983,-0.1634,-11.4899,1.7007,1.3041,13.3194,?,-37.6684,0.4091,0.6396,38.6398,?,19.7294,3.0927,1.7586,5.0995,0.769,0.305,-0.5824,-1.9092,2.039,0.7416,0.3637,4.1577,0.5499,0.1323,0.3447,-0.7844,-2.2756,1,0,0,0.3447,2.6119,7.5772,0.1194,68.8877,0.7341,0.8625,0.8973,SINISTRA_PANTALONI
-0.0386,3.7346,1.9325,11.2868,-0.6289,-0.443,23.1904,4.8156,30.0425,-0.7053,-0.0861,20.4274,4.5197,26.2549,-0.7935,5.9932,11.6388,3.4116,19.0022,0.016,0.0871,0.4481,-0.0064,5.1454,-0.0739,-0.0144,0.4013,0.4276,0.5665,1.0655,1.4116,1.3248,0.161,0.1828,0.3209,1.1353,1.9925,1.7551,0.3507,0.3751,-14.113,1.0696,-40.2409,-37.6212,0.3933,0.4733,0.3588,1.2035,0.9123,0.758,0.3757,0.4299,0.594,1.1443,1.581,1.3817,0.0012,8.7533,0.1475,-0.0677,0.0499,0.327,0.2103,0.3339,-0.1655,1.001,1.0005,6.6298,-0.8463,-0.5652,2.3344,1.5279,8.0643,-1.7073,0.0059,4.7947,2.1897,8.8985,-0.7048,0.2929,-28.1398,-96.0814,0.6548,0.4569,0.6978,0.4288,0.2088,0.4869,0.5975,0.826,1.3824,1.2055,0.688,0.5707,0.8221,0.745,0.9063,0.0016,3.7704,-0.4107,0.0157,-0.0251,-31.8943,183.182,13.5345,51.7197,?,7.6564,185.2142,13.6093,56.8771,-0.848,-23.025,158.8496,12.6036,37.8586,?,-4.1657,1.3852,-0.3325,0.9945,1.0739,1.0798,0.989,1.1532,1.166,1.9817,1.3661,0.6894,0,1,0,0.9093,1.3661,1.5024,0.1077,67.2815,0.4207,-0.9358,-0.4671,SINISTRA_PANTALONI
