@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.3366,4.0368,2.0092,11.0103,-0.7234,-1.2796,3.4265,1.8511,11.5111,-5.7067,-0.1361,10.153,3.1864,14.7668,-0.8698,3.9463,3.8118,1.9524,9.3045,0.0667,0.263,2.472,-0.0853,9.3984,-0.3242,-0.0345,1.0854,0.6306,1.0291,0.5809,0.9481,1.632,1.1781,0.3976,1.059,0.3375,0.8989,2.6636,0.4719,0.6728,-6.9492,1.4258,-14.7273,-10.3289,3.7221,0.8089,0.6408,0.2173,0.1722,0.7921,0.9565,0.7456,1.1833,0.7795,1.2372,1.5871,0.0092,5.7385,-0.239,0.2517,0.2088,0.0594,-0.5422,-0.045,2.6997,6.4551,2.5407,8.2162,0.0661,2.6239,5.7295,2.3936,10.5937,-1.7024,8.1248,3.7943,1.9479,7.7367,0.1607,1.0289,0.3323,0.3229,1.0614,1.3043,1.2288,1.1266,1.7013,1.51,-0.0871,0.3926,-4.5064,2.2442,0.9544,0.4253,0.7756,1.062,1.3693,0.0618,14.2599,-0.8156,-0.9049,0.9785,-0.1237,0.3584,0.5987,3.6676,-1.7094,-0.8172,1.996,1.4128,5.3243,-8.1172,0.848,2.1085,1.4521,5.2754,-0.0651,0.1514,-0.1459,-0.9637,0.4237,0.4123,0.9729,0.1796,0.17,0.9466,0.4881,7.1742,14.697,2.318,0.2733,0.1179,0.6888,0.6952,1.0093,0.0082,2.3396,0.3096,-0.6004,-0.804,TASCA_DESTRA_DAVANTI_PANTALONI
1.7931,5.534,2.3525,7.7188,-0.1045,-0.4041,1.652,1.2853,5.2871,-1.4476,-1.3525,5.949,2.4391,10.2949,-1.8308,3.5118,6.0104,2.4516,7.2818,0.0494,-4.4377,-1.3257,0.5106,0.2987,-0.1151,-0.3851,1.8302,0.9645,0.9596,0.527,0.5243,0.9949,3.3498,0.9302,0.9208,0.2777,0.2749,0.9898,0.2336,0.1097,-1.9313,0.4696,-8.2673,-17.6035,3.2351,1.9216,0.9123,0.594,0.282,0.4748,1.4599,0.7498,1.06,0.5136,0.7261,1.4138,0.0692,5.352,-0.0184,-0.4899,0.9091,0.1198,-0.2168,-0.6159,2.0237,3.5696,1.8893,7.0273,0.0774,1.2374,0.5104,0.7144,2.2031,-0.1146,8.614,1.9518,1.3971,5.5605,0.4663,1.6354,0.2349,0.1437,2.6446,1.3523,0.5114,6.994,1.8288,0.2615,-2.6034,0.1214,-0.0466,3.8538,0.7312,0.1897,3.1897,1.2638,0.3962,0.0682,11.9068,-0.9124,-0.8939,0.8322,0.3442,0.5989,0.7739,3.1655,-0.328,-1.1598,3.2092,1.7914,6.1673,-33.8138,0.2524,0.9134,0.9557,3.2278,-0.202,-0.2968,1.3637,-4.5948,0.432,0.8098,1.8744,0.1866,0.6557,3.5133,0.1305,1.4414,11.0428,13.4552,0.8876,0.066,0.5133,0.9807,1.9107,0.0094,2.3361,-0.83,0.4645,-0.5209,TASCA_DESTRA_DAVANTI_PANTALONI
0.0494,1.566,1.2514,4.986,-1.4301,-0.3833,2.5332,1.5916,6.5049,-0.7164,0.1041,0.2824,0.5314,2.5969,-0.485,1.9535,0.7257,0.8519,4.0777,0.0763,-0.1289,0.4746,0.0253,-3.6804,-0.1962,0.0533,0.7863,2.3549,1.469,2.995,1.8683,0.6238,0.6182,5.5453,2.1579,8.9702,3.4906,0.3891,1.0807,3.4596,-8.7143,3.2012,-8.0635,-2.5189,0.5414,1.1732,0.4648,2.1671,0.8585,0.3962,0.7665,1.9199,1.2228,2.5048,1.5952,0.6369,0.0027,2.8391,-0.7179,-0.2452,-0.4517,0.435,0.3693,0.1166,-7.0375,0.0671,0.2591,7.3092,?,6.664,0.0626,0.2502,0.8251,0.8856,1.4715,0.0082,0.0905,0.4536,0.7491,-1.056,-4.7825,4.5288,1.0353,2.8638,2.766,1.0719,8.2013,7.651,-1.1443,-5.3985,4.7175,0,0,3.9902,8.8587,16.1152,1.8191,0.0654,15.173,0.9967,0.6482,0.5881,-0.0952,0.0392,0.1979,0.8452,-1.5255,0.0654,0.0795,0.282,1.0413,-0.6503,0.1154,0.0111,0.1053,0.4626,-0.2802,-1.456,-0.8246,0.5663,0.7018,1.8787,2.677,0.4925,3.5294,7.1664,1.2442,5.0421,4.0526,0.5304,0.9263,1.7463,0.8117,1.8272,2.2512,0.0011,0.5456,-0.744,-0.2226,0.1614,TASCA_DESTRA_DAVANTI_PANTALONI
0.8741,2.1726,1.474,6.9454,-0.4434,-0.3885,3.162,1.7782,7.2157,-1.4785,-0.4417,5.9085,2.4307,11.616,-1.8428,3.1307,2.5517,1.5974,7.7054,0.0955,-2.2499,-1.979,0.2792,0.8796,-0.1241,-0.1411,0.8289,0.6064,0.9227,0.7315,1.1132,1.5217,0.6871,0.3677,0.8514,0.5352,1.2392,2.3155,0.4957,0.2834,-2.6219,0.5716,-5.2894,-9.2529,1.6528,1.1776,0.5648,0.7125,0.3417,0.4796,0.9625,0.5979,0.9014,0.6212,0.9365,1.5075,0.007,4.6883,0.6025,0.6399,0.3015,0.617,-0.1879,-0.1592,3.1207,10.314,3.2115,8.2612,0.0402,1.7382,6.2774,2.5055,6.9803,-0.9898,7.9226,4.1125,2.0279,5.9837,0.3577,1.7954,0.3939,0.2194,1.2818,1.5837,1.2355,1.643,2.508,1.5264,-0.0997,0.1039,-1.0421,2.4536,0.924,0.3766,1.1835,1.3806,1.1666,0.0576,13.9899,-0.9376,-0.9506,0.9878,-0.0031,0.4111,0.6412,4.1856,-1.1708,-0.6534,1.4524,1.2051,5.4529,-4.6781,0.882,0.4612,0.6791,2.4824,0.0047,0.0047,-0.0035,-0.7408,0.532,0.9442,1.7747,0.2831,0.8915,3.1494,0.5025,-192.5507,-383.1922,2.0078,0.7731,0.385,0.7676,1.6861,2.1967,0.0073,2.2164,0.048,-0.4509,-0.7118,TASCA_DESTRA_DAVANTI_PANTALONI
0.5248,11.3969,3.3759,21.3117,-0.3993,-2.0546,14.4929,3.8069,16.692,-2.1058,0.2027,14.0297,3.7456,20.226,-0.3576,4.9058,20.3908,4.5156,18.7954,0.0126,-0.2554,2.5889,0.107,-10.1359,-0.4188,0.0413,0.8868,0.9013,0.7476,1.0164,0.8431,0.8295,0.7864,0.8123,0.5589,1.033,0.7108,0.688,0.5373,1.1414,-25.3624,2.1242,-47.2021,-22.2213,2.8339,1.0223,0.8001,0.3608,0.2823,0.7827,1.2768,1.0537,1.1339,0.8253,0.8881,1.0761,0.0146,7.5236,0.0538,0.7113,0.5159,-0.023,-0.6942,0.4759,1.7109,11.1762,3.3431,10.3145,-0.1072,3.2427,10.0311,3.1672,13.5995,-1.4102,7.552,4.4857,2.1179,7.584,0.1587,0.5276,0.2266,0.4294,1.0555,1.5785,1.4954,1.1142,2.4915,2.2362,0.1255,-0.6979,-5.5616,1.651,1.0334,0.6259,0.7584,1.36,1.7932,0.0575,14.309,-0.7308,-0.8746,0.9196,-0.1908,0.4405,0.6637,3.3443,-1.8579,-0.6687,3.4313,1.8524,9.6194,-1.3949,1.0785,3.3999,1.8439,7.2365,-0.1486,0.2854,-0.1769,-0.62,0.3583,0.3599,1.0046,0.1284,0.1296,1.0092,0.388,2.3226,5.9855,0.2913,0.1857,0.6375,0.3477,0.4621,1.3293,0.0088,3.0253,0.1046,-0.2803,-0.0287,TASCA_DESTRA_DIETRO_PANTALONI
0.1611,8.56,2.9257,18.5595,-0.5763,-1.9178,12.7885,3.5761,15.4098,-2.448,0.0687,12.4692,3.5312,19.5851,-0.4182,5.0099,12.4277,3.5253,16.7611,0.0364,-0.084,2.3451,0.0322,-27.9098,-0.3828,0.0137,0.8181,0.8285,0.8299,1.0127,1.0144,1.0017,0.6694,0.6865,0.6888,1.0256,1.029,1.0033,0.6202,1.175,-10.7045,1.8945,-17.2596,-9.1104,2.6345,0.8526,0.6769,0.3236,0.2569,0.7939,1.2044,0.9476,1.1073,0.7868,0.9194,1.1685,0.0134,7.7162,0.1325,0.523,0.2772,-0.1429,-0.6806,0.5135,2.5399,11.7199,3.4234,10.6974,-0.1413,3.971,14.3758,3.7915,14.7615,-1.3755,6.7003,2.9334,1.7127,5.7342,0.3038,0.6396,0.3791,0.5927,0.9029,1.9988,2.2138,0.8152,3.9953,4.9007,0.1549,-0.5293,-3.4166,1.5084,1.1381,0.7545,0.7247,1.8655,2.5743,0.0565,15.1881,-0.5555,-0.8334,0.8369,-0.2104,0.3114,0.558,2.697,-1.924,-0.7568,2.232,1.494,7.9094,-0.6893,1.1597,5.6353,2.3739,9.5073,-0.2758,0.2781,-0.1815,-0.6526,0.3735,0.2351,0.6293,0.1395,0.0553,0.3961,0.5499,0.8634,1.5701,0.197,0.1238,0.6283,0.341,0.2837,0.8319,0.0097,3.1649,0.4113,0.0097,0.4874,TASCA_DESTRA_DIETRO_PANTALONI
1.5367,16.8571,4.1057,19.136,-0.3013,-2.7601,16.5495,4.0681,17.3414,-2.6943,0.7773,30.1289,5.489,24.7741,-0.3108,6.2889,34.5694,5.8796,25.0777,0.0141,-0.5568,1.977,0.2444,-3.5509,-0.4389,0.1236,1.0093,0.748,0.6983,0.7411,0.6919,0.9336,1.0186,0.5595,0.4876,0.5493,0.4787,0.8715,0.3503,0.7543,-12.3484,2.1533,-35.2494,-16.3702,3.1327,0.778,0.5781,0.2484,0.1845,0.743,1.1035,0.7724,0.7631,0.7,0.6915,0.9879,0.0223,9.4987,-0.091,0.796,0.7925,-0.1158,-0.5994,0.7233,2.1849,7.8318,2.7985,9.2926,0.0133,4.882,20.1583,4.4898,15.7141,-1.0938,6.1494,1.7884,1.3373,5.2567,0.2755,0.4475,0.3553,0.7939,0.6233,2.0927,3.3573,0.3885,4.3792,11.2717,-0.0153,0.0628,-4.1068,1.2549,1.298,1.0344,0.5914,1.7677,2.9893,0.0558,14.7801,-0.5858,-0.8668,0.804,-0.1707,0.5377,0.7333,3.8313,-1.6959,-0.4322,4.9763,2.2308,10.5177,-0.9351,1.2727,6.3594,2.5218,9.7038,-0.2005,0.395,-0.1342,-0.3396,0.3287,0.2908,0.8846,0.108,0.0845,0.7825,0.4742,1.4871,3.136,0.2615,0.1758,0.6724,0.3643,0.3948,1.0839,0.0093,3.5709,0.6648,-0.0842,0.2491,TASCA_DESTRA_DIETRO_PANTALONI
0.3894,13.1436,3.6254,19.6808,-0.3204,-1.914,14.2927,3.7806,16.8686,-6.6903,0.3383,19.2126,4.3832,21.6284,-0.5722,5.1274,24.2877,4.9283,20.9863,0.0213,-0.2034,1.1508,0.0759,-5.657,-0.3733,0.066,0.959,0.8271,0.7356,0.8625,0.7671,0.8894,0.9196,0.6841,0.5412,0.7439,0.5885,0.791,0.3254,0.6067,-10.4513,1.8642,-32.1159,-17.2276,6.7952,1.0835,0.6951,0.1595,0.1023,0.6415,1.1667,0.91,0.9378,0.7799,0.8038,1.0306,0.0136,7.7258,-0.5058,0.6262,0.7498,-0.3524,-0.799,0.6552,1.9529,5.9567,2.4406,8.4182,-0.016,1.8112,6.6766,2.5839,12.7285,-2.0268,8.5494,3.3115,1.8198,6.5183,0.3219,1.0782,0.2284,0.2119,0.9446,1.3412,1.4199,0.8922,1.7988,2.0162,0.0155,-0.0428,-2.7549,1.9703,0.862,0.4375,0.6614,1.2915,1.9527,0.0618,13.3927,-0.3972,-0.8765,0.7711,-0.1206,1.5738,1.2545,7.2754,-3.5079,-0.7457,1.7227,1.3125,6.1331,-2.3873,1.2397,5.9979,2.4491,10.3395,-0.1118,0.1617,-0.0973,-0.6015,0.9558,0.5122,0.5359,0.9135,0.2624,0.2872,1.3098,5.4454,4.1575,0.8914,0.1735,0.1947,1.1863,0.7037,0.5932,0.01,2.9335,0.2141,-0.5788,-0.4253,TASCA_DESTRA_DIETRO_PANTALONI
0.7748,9.9607,3.1561,21.551,-0.3679,-0.9204,4.6425,2.1547,12.2517,-0.8937,-0.0265,7.9206,2.8144,15.8799,-0.7156,4.1126,7.0585,2.6568,16.8903,0.042,-0.8418,-29.2033,0.1884,34.6918,-0.2238,-0.0065,1.4648,1.1214,1.1879,0.7656,0.811,1.0593,2.1455,1.2576,1.4112,0.5861,0.6577,1.1221,1.0024,0.875,-7.8314,0.873,-7.813,-8.9499,2.4353,1.7021,0.8936,0.6989,0.367,0.525,1.759,1.3571,1.2759,0.7715,0.7254,0.9402,0.0086,6.2315,-0.1351,0.6387,0.4483,-0.1742,-0.1548,0.3531,7.4039,1.0357,1.0177,3.9821,0.5614,2.4522,12.6932,3.5628,10.6351,-0.2843,4.1317,4.5469,2.1324,6.1143,0.1221,3.0193,1.792,0.5935,0.2856,0.4773,1.6708,0.0816,0.2278,2.7916,-2.1651,5.9961,-2.7694,1.0964,1.3037,1.189,0.3744,0.6513,1.7394,0.063,14.8426,-0.6756,0.2192,-0.7674,0.1202,0.8108,0.9004,5.0479,-0.6032,-0.3948,2.7722,1.665,6.5187,-1.3917,-0.3516,4.8008,2.1911,10.8275,-0.5135,-0.3044,-0.3418,1.1229,0.5408,0.4109,0.7599,0.2925,0.1689,0.5774,0.5007,0.517,1.0326,1.1553,0.4401,0.381,0.7744,0.4662,0.6021,0.0039,3.7941,0.0031,0.2696,0.0609,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0127,1.0521,1.0257,4.9205,-0.5888,-0.232,0.825,0.9083,3.627,-0.7163,-0.3082,0.391,0.6253,2.6565,-3.5574,1.3386,0.6253,0.7907,3.2068,0.0114,0.0547,0.0412,-0.0095,0.7527,-0.1733,-0.2303,1.1293,1.6403,1.2972,1.4525,1.1487,0.7908,1.2753,2.6905,1.6826,2.1097,1.3194,0.6254,1.2046,0.8794,-49.2553,0.73,-40.8893,-56.0115,1.4655,5.3132,0.9547,3.6256,0.6515,0.1797,1.3566,1.8523,1.5344,1.3654,1.1311,0.8284,0.0028,2.026,0.2246,0.4535,0.0653,-0.5697,0.558,-0.6111,7.4136,0.0269,0.1639,0.5161,0.9328,6.3113,0.0222,0.1491,0.5352,0.9183,-1.0697,0.1832,0.4281,1.552,?,1.1747,-6.9306,-5.9001,1.0991,0.3829,0.3483,1.2081,0.1466,0.1213,1.1922,-4.6181,-3.8738,1.1735,0,0,0.9644,0.3325,0.3448,0.0705,14.7946,-0.9591,0.6929,-0.4665,0.5699,0.0937,0.3061,1.2978,-0.1683,0.3934,0.1233,0.3511,1.2347,-0.4472,-0.097,0.0315,0.1774,0.8224,-2.9528,1.4487,-5.878,-4.0575,0.8719,1.7256,1.9791,0.7602,2.9775,3.9168,0.49,0.3043,0.6211,1.302,5.3385,4.1004,1.051,1.5779,1.5013,0.005,1.2008,0.9347,-0.56,-0.5668,TASCA_SINISTRA_DAVANTI_PANTALONI
