@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
9.1454,26.0763,5.1065,19.1715,0.0055,-0.2272,1.2434,1.1151,4.5013,-0.9845,9.1454,26.0763,5.1065,19.1715,0.0055,13.0712,49.8665,7.0616,25.5123,0.0642,-40.2553,1,0.6997,-0.0248,-0.0174,0.6997,4.5796,1,0.7231,0.2184,0.1579,0.7231,20.9724,1,0.5229,0.0477,0.0249,0.5229,-0.0475,1,0.0605,-21.0724,-1.2751,0.0605,8.4991,1,0.7071,0.1177,0.0832,0.7071,4.2591,1,0.7515,0.2348,0.1764,0.7515,0.2695,19.2273,0.0925,1,0.9991,0.0925,0.0871,0.9991,DESTRA_PANTALONI
7.087,8.1437,2.8537,14.9083,-0.258,1.2233,6.6226,2.5734,12.973,-0.4877,7.087,8.1437,2.8537,14.9083,-0.258,10.7139,10.0697,3.1733,14.3716,0.1516,5.7932,1,0.6615,0.1726,0.1142,0.6615,1.1089,1,0.8993,0.9018,0.811,0.8993,1.2297,1,0.8087,0.8132,0.6577,0.8087,0.7189,1,-1.191,1.3909,-1.6566,-1.191,1.359,1,0.6996,0.7358,0.5148,0.6996,1.1492,1,1.0373,0.8702,0.9027,1.0373,0.2104,16.3984,-0.3796,1,0.9076,-0.3796,-0.1624,0.9076,DESTRA_PANTALONI
6.748,13.5557,3.6818,12.5529,0.0236,2.848,8.7093,2.9512,12.0006,-0.3468,6.748,13.5557,3.6818,12.5529,0.0236,10.4243,26.3367,5.1319,17.2642,0.105,2.3694,1,0.6473,0.422,0.2732,0.6473,1.2476,1,0.7174,0.8016,0.5751,0.7174,1.5565,1,0.5147,0.6425,0.3307,0.5147,-0.0982,1,0.1499,-10.1799,-1.5256,0.1499,1.4428,1,0.6665,0.6931,0.4619,0.6665,1.046,1,0.7271,0.956,0.6951,0.7271,0.2075,16.8674,0.5049,1,0.9856,0.5049,0.6051,0.9856,DESTRA_PANTALONI
3.7339,43.977,6.6315,33.2642,-0.1522,2.0945,35.9701,5.9975,28.91,-0.2222,3.7339,43.977,6.6315,33.2642,-0.1522,8.1817,89.2543,9.4475,46.926,0.0055,1.7827,1,0.4564,0.561,0.256,0.4564,1.1057,1,0.7019,0.9044,0.6348,0.7019,1.2226,1,0.4927,0.8179,0.403,0.4927,0.8358,1,-16.8846,1.1964,-20.2013,-16.8846,1.2206,1,0.6118,0.8193,0.5013,0.6118,1.1506,1,0.7089,0.8691,0.6161,0.7089,0.1183,13.6075,0.8407,1,0.9576,0.8407,0.8594,0.9576,DESTRA_PANTALONI
7.782,1.6445,1.2824,4.6735,0.5414,1.5989,0.4935,0.7025,2.6815,0.0278,7.782,1.6445,1.2824,4.6735,0.5414,11.1435,3.2817,1.8115,6.5112,0.5492,4.8671,1,0.6983,0.2055,0.1435,0.6983,1.8254,1,0.7079,0.5478,0.3878,0.7079,3.3322,1,0.5011,0.3001,0.1504,0.5011,72,1,0.6954,0.0139,0.0097,0.6954,3.6944,1,0.7055,0.2707,0.191,0.7055,1.7429,1,0.7178,0.5738,0.4118,0.7178,0.2527,17.1629,0.1458,1,0.9985,0.1458,0.1977,0.9985,DESTRA_PANTALONI
-5.4406,3.0816,1.7554,9.3383,?,7.972,8.0599,2.839,9.3729,0.3082,-5.4406,3.0816,1.7554,9.3383,?,11.0966,13.8414,3.7204,13.0235,0.3042,-0.6825,1,-0.4903,-1.4653,0.7184,-0.4903,0.6183,1,0.4718,1.6172,0.7631,0.4718,0.3823,1,0.2226,2.6155,0.5823,0.2226,-2.2364,1,-1.64,-0.4471,0.7333,-1.64,0,1,0,0,0.7238,0,0.9963,1,0.717,1.0037,0.7197,0.717,0.2172,18.8532,-0.9489,1,-0.984,-0.9489,0.9899,-0.984,DESTRA_PANTALONI
7.939,2.652,1.6285,6.1868,0.4479,-8.2615,3.204,1.79,11.6536,?,7.939,2.652,1.6285,6.1868,0.4479,13.9873,7.1716,2.678,9.3398,0.5106,-0.961,1,0.5676,-1.0406,-0.5906,0.5676,0.9098,1,0.6081,1.0992,0.6684,0.6081,0.8277,1,0.3698,1.2082,0.4468,0.3698,-0.4308,1,0.5152,-2.3215,-1.1961,0.5152,0,1,0.5873,0,0,0.5873,0.5309,1,0.6624,1.8836,1.2477,0.6624,0.2733,24.1395,-0.6523,1,0.9505,-0.6523,-0.8551,0.9505,DESTRA_PANTALONI
6.6714,6.1282,2.4755,11.058,0.0839,4.3515,1.7344,1.317,4.725,0.2932,6.6714,6.1282,2.4755,11.058,0.0839,10.6092,9.3869,3.0638,14.6357,0.176,1.5331,1,0.6288,0.6523,0.4102,0.6288,1.8797,1,0.808,0.532,0.4298,0.808,3.5334,1,0.6528,0.283,0.1848,0.6528,0.5167,1,0.3239,1.9354,0.6268,0.3239,1.8057,1,0.6796,0.5538,0.3764,0.6796,2.3403,1,0.7556,0.4273,0.3228,0.7556,0.2211,17.6944,-0.0769,1,0.9808,-0.0769,0.1082,0.9808,SINISTRA_PANTALONI
7.2086,0.2167,0.4655,1.6317,0.7939,5.2638,0.1792,0.4233,1.2021,0.7962,7.2086,0.2167,0.4655,1.6317,0.7939,11.4789,0.4845,0.6961,2.2547,0.8208,1.3695,1,0.628,0.7302,0.4586,0.628,1.0997,1,0.6688,0.9093,0.6082,0.6688,1.2094,1,0.4473,0.8269,0.3699,0.4473,1.3386,1,0.6087,0.747,0.4547,0.6087,1.3425,1,0.6293,0.7449,0.4688,0.6293,1.3574,1,0.7237,0.7367,0.5331,0.7237,0.2441,19.6811,0.4651,1,0.9691,0.4651,0.6689,0.9691,SINISTRA_PANTALONI
6.755,31.9905,5.656,22.1208,-0.471,7.496,27.3572,5.2304,18.092,0.055,6.755,31.9905,5.656,22.1208,-0.471,14.4783,29.1657,5.4005,20.1894,0.1034,0.9011,1,0.4666,1.1097,0.5177,0.4666,1.0814,1,1.0473,0.9248,0.9685,1.0473,1.1694,1,1.0969,0.8552,0.938,1.0969,-6.7268,1,-3.0435,-0.1487,0.4525,-3.0435,0.7855,1,0.6679,1.2731,0.8503,0.6679,1.2227,1,1.0957,0.8179,0.8961,1.0957,0.2584,22.595,-0.2279,1,0.6147,-0.2279,0.4605,0.6147,SINISTRA_PANTALONI
