@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.1899,0.8058,0.8977,7.8938,-1.505,-0.3927,1.5988,1.2644,6.8843,-1.503,0.1027,2.0768,1.4411,7.8632,-0.6007,1.6014,2.1178,1.4553,5.98,0.0241,0.4837,-1.8488,-0.1186,-3.8223,-0.2452,0.0642,0.7099,0.6229,0.6168,0.8774,0.8689,0.9903,0.504,0.388,0.3805,0.7698,0.7549,0.9806,1.1472,1.6072,-32.139,1.4009,-28.014,-19.9972,1.1457,0.6415,0.5143,0.5599,0.4489,0.8017,1.1466,1.0039,1.32,0.8755,1.1512,1.3149,0.0022,2.3991,0.4836,0.0259,-0.2784,0.5491,-0.629,-0.0404,-0.1051,0.5414,0.7358,3.7742,-1.3497,-0.2691,0.8751,0.9354,5.681,-1.2208,0.7333,2.0301,1.4248,5.423,-0.045,0.3905,-0.1433,-0.3669,0.7865,0.5164,0.6565,0.6187,0.2667,0.431,0.6942,9.2877,13.379,0.6279,0.3095,0.4929,0.6644,0.696,1.0476,0.0039,1.8103,-0.6202,-0.4874,0.0037,PANTALONI
0.0042,5.653,2.3776,13.1659,-0.7369,-0.7977,11.7463,3.4273,19.2939,-1.5198,0.0221,10.7067,3.2721,20.5396,-0.9513,3.6582,15.3601,3.9192,13.5367,0.0106,-0.0053,0.1898,0.0011,-36.1287,-0.218,0.006,0.6937,0.7266,0.6067,1.0474,0.8745,0.8349,0.4813,0.528,0.368,1.0971,0.7647,0.697,0.48,0.5578,-38.4296,1.1622,-80.0621,-68.8904,0.99,0.7201,0.554,0.7274,0.5596,0.7694,0.6824,0.641,0.9726,0.9394,1.4253,1.5173,0.0021,5.5459,-0.5588,-0.4222,0.1478,0.0242,-0.5698,0.1071,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PANTALONI
-0.207,0.4025,0.6344,3.6556,-3.8189,0.2915,0.9935,0.9968,5.4187,-0.6421,0.5717,4.5503,2.1331,8.5944,-0.4898,1.6431,3.7014,1.9239,6.4799,0.0039,-0.7101,-0.3621,-0.126,0.51,0.1774,0.3479,0.6365,0.2974,0.3298,0.4673,0.5181,1.1088,0.4051,0.0885,0.1087,0.2183,0.2684,1.2294,1.3672,1.0253,-113.9103,0.7499,-83.3154,-111.1046,0.2299,0.1315,0.1166,0.572,0.5072,0.8868,0.6746,0.4253,0.5641,0.6305,0.8362,1.3263,0.0153,2.3265,0.1865,-0.4515,-0.5501,0.0866,0.2615,0.7191,0.3259,0.3646,0.6039,1.9719,-0.1055,-0.7146,1.7226,1.3125,5.0238,-79.6275,0.5146,1.006,1.003,2.9175,-0.0315,-0.456,0.6332,-1.3887,0.4601,0.6021,1.3086,0.2117,0.3625,1.7124,0.0379,2.1096,55.6301,28.6275,0.6307,0.022,0.3925,0.6759,1.7219,0.0054,1.6341,-0.7837,0.9724,-0.6863,PANTALONI
-0.6268,0.0141,0.1189,0.9786,?,-0.4579,0.0191,0.1383,0.8403,-364.9501,-0.2192,0.0142,0.1193,0.7777,-2.0521,0.821,0.0241,0.1554,0.8051,0.3386,1.3688,2.8597,-0.7635,2.0892,-0.5578,-0.267,0.8597,0.9966,0.7652,1.1592,0.8901,0.7678,0.7391,0.9932,0.5856,1.3438,0.7923,0.5896,1.1678,1.8714,-2.3748,1.6026,-2.0336,-1.269,0,0,0,0.009,0.0019,0.2093,1.1646,1.2583,1.2155,1.0805,1.0437,0.966,0.004,1.3091,0.3864,-0.0851,-0.7771,0.7853,-0.8606,-0.5074,0.0074,0.0066,0.0813,0.3635,-2.0447,0.0513,0.0024,0.049,0.2601,-0.2139,0.031,0.0011,0.0339,0.2388,-0.4641,0.1436,0.2379,1.6566,1.6586,2.3988,1.4463,2.7508,5.7542,2.0918,5.3255,3.2253,0.6056,0.5572,0.732,1.3137,1.3975,1.5223,1.0893,0.0003,0.1547,-0.6231,-0.2238,0.1342,PANTALONI
-0.479,0.0116,0.1079,0.8063,?,-0.383,0.0194,0.1394,0.7279,?,-0.2069,0.0133,0.1152,0.5396,-6.5807,0.663,0.0237,0.1541,0.8057,0.2709,1.2505,2.3148,-0.7224,1.8511,-0.5777,-0.3121,0.774,0.9363,0.7003,1.2098,0.9048,0.7479,0.5991,0.8767,0.4904,1.4635,0.8187,0.5594,1.1077,1.7212,-2.6937,1.5538,-2.4318,-1.565,1,0,0,0,0,0.0644,1.1077,1.4942,1.0007,1.3489,0.9034,0.6697,0.0032,1.0709,0.3564,0.021,-0.6854,0.9048,-0.9137,-0.72,0.0232,0.0001,0.0088,0.0416,0.025,0.0434,0.0001,0.0115,0.0629,0.2237,0.0104,0.0001,0.0078,0.0394,-0.2759,0.5348,2.24,4.1882,0.7717,1.1265,1.4598,0.5955,1.2689,2.131,0.0588,-0.125,-2.125,0.5263,1.3793,2.6207,0.661,1.054,1.5946,0.0003,0.0776,-0.376,-0.1504,0.115,PANTALONI
0.274,4.0017,2.0004,13.0295,-1.3826,-0.9415,7.6884,2.7728,16.2717,-1.097,0.2023,6.3876,2.5274,12.8955,-0.8782,2.9994,10.0838,3.1755,11.5193,0.0018,-0.291,1.3541,0.0913,-4.6534,-0.3139,0.0675,0.7215,0.7915,0.63,1.0971,0.8732,0.7959,0.5205,0.6265,0.3968,1.2036,0.7624,0.6334,0.8883,1.254,-367.8748,1.4117,-414.1549,-293.366,0.7048,0.7965,0.4739,1.1301,0.6724,0.595,0.8007,1.0104,1.1311,1.2618,1.4126,1.1195,0.0025,4.6348,-0.7891,-0.2832,0.1677,0.0242,-0.4082,0.3217,-0.2288,0.6249,0.7905,5.4517,-3.5182,-0.596,2.2311,1.4937,7.605,-0.9739,0.6193,1.3055,1.1426,4.4733,-0.3721,0.3839,-0.3694,-0.9623,0.5293,0.6919,1.3073,0.2801,0.4787,1.709,1.1314,3.4996,3.0932,0.3132,0.3701,1.1818,0.7169,1.2187,1.7001,0.0023,2.2539,-0.5318,0.4209,-0.3607,PANTALONI
0.2718,0.013,0.1142,0.6695,-0.0807,-0.3751,0.0738,0.2717,1.3423,-3.0715,-0.2109,0.0143,0.1195,0.6403,-3.2583,0.5661,0.0397,0.1992,0.8608,0.1936,-0.7246,-1.2888,0.4801,1.7786,-0.6625,-0.3725,0.4203,0.9558,0.5734,2.274,1.364,0.5999,0.1767,0.9136,0.3287,5.1709,1.8606,0.3598,0.0494,0.102,-0.2419,2.0669,-4.9011,-2.3713,1.8792,4.1202,0.5804,2.1925,0.3089,0.1409,0.4988,1.0456,0.7778,2.0964,1.5594,0.7439,0.0025,0.8815,-0.0165,0.0402,0.3191,0.212,-0.8721,-0.3788,-0.0191,0.0001,0.0104,0.049,-14.3342,0.0242,0.0003,0.0174,0.0789,-0.1385,0.003,0.0003,0.0182,0.0735,-0.5,-0.788,-6.4104,8.1349,0.5983,0.5724,0.9567,0.358,0.3276,0.9153,4.7775,1.8696,0.3913,0.0462,0.0652,1.413,0.6216,0.6667,1.0725,0.0002,0.058,-0.1624,0.3831,0.2823,PANTALONI
0.1607,0.5802,0.7617,3.5119,-0.8393,0.2657,0.9861,0.993,6.9998,-0.5797,-0.2753,1.2426,1.1147,6.0405,-1.0204,1.4017,1.0162,1.0081,4.522,0.0307,0.6048,-0.5836,0.1146,-0.9649,0.1895,-0.1964,0.767,0.6833,0.7556,0.8909,0.9851,1.1058,0.5883,0.4669,0.5709,0.7936,0.9704,1.2227,0.6239,0.5253,-11.1878,0.842,-17.9332,-21.2987,0.4309,0.6386,0.4093,1.4821,0.9498,0.6409,0.5017,0.5814,0.7766,1.1588,1.5479,1.3358,0.0021,2.1163,0.1592,-0.7349,0.0646,-0.0641,0.0665,-0.2673,0.1252,0.5247,0.7244,3.9682,-0.2506,-0.3927,0.4741,0.6885,2.4078,-14.3674,0.1591,0.1298,0.3603,2.0752,-0.5247,-0.3189,0.7869,-2.4678,1.0521,2.0103,1.9108,1.1069,4.0414,3.651,0.3532,1.1134,3.1522,20.2517,2.3312,0.1151,1.6481,1.9122,1.1602,0.0022,0.9835,-0.1284,-0.3419,-0.5041,PANTALONI
0.2595,0.7995,0.8941,6.8492,-0.992,-0.1378,2.8058,1.675,9.4087,-1.045,-0.2514,3.1735,1.7814,11.1893,-1.5001,2.0372,2.7782,1.6668,8.5471,0.0271,-1.8831,-1.0321,0.1274,0.5481,-0.0676,-0.1234,0.5338,0.5019,0.5364,0.9403,1.005,1.0688,0.2849,0.2519,0.2878,0.8841,1.0099,1.1423,0.7094,0.508,-14.3386,0.7161,-20.2122,-28.2241,0.7474,0.7683,0.3914,1.028,0.5237,0.5094,0.728,0.6121,0.8013,0.8409,1.1008,1.3091,0.0019,3.0313,0.3345,0.1691,-0.1634,0.292,0.031,-0.1643,-0.1895,0.9033,0.9504,5.7545,-2.0572,-0.6527,1.5452,1.2431,6.3386,-2.5231,0.0844,0.6182,0.7863,3.9053,-0.7202,0.2903,-2.2455,-7.7351,0.7646,1.2088,1.581,0.5846,1.4611,2.4995,0.853,2.3683,2.7764,1.0462,0.8291,0.7925,0.9079,1.4735,1.6231,0.0034,1.755,0.2732,-0.0181,-0.5225,PANTALONI
-0.0642,8.3475,2.8892,15.3469,-1.0537,-0.7312,9.1728,3.0287,14.1907,-1.3744,-0.0167,9.3003,3.0496,16.1833,-0.6926,4.177,9.9121,3.1484,10.5696,0.0042,0.0878,3.8462,-0.0154,43.7863,-0.1751,-0.004,0.954,0.9474,0.9177,0.9931,0.962,0.9686,0.91,0.8975,0.8421,0.9863,0.9254,0.9383,0.9586,1.1891,-175.4821,1.2405,-183.0643,-147.5785,1.2504,0.7816,0.704,0.6251,0.563,0.9008,1.0815,0.9483,1.452,0.8769,1.3426,1.5311,0.002,6.1691,0.0732,0.0328,-0.0528,0.2997,-0.2801,0.099,0.4066,0.8408,0.9169,4.7563,-0.4258,-0.4812,1.8704,1.3676,7.4437,-1.8138,0.5774,1.5621,1.2498,5.002,-0.2291,-0.8448,0.7041,-0.8334,0.6705,0.7337,1.0943,0.4495,0.5383,1.1974,0.296,1.5234,5.1461,1.261,0.8197,0.65,0.639,0.9509,1.4881,0.0022,1.8779,-0.5468,0.861,-0.5513,PANTALONI
