@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.176,0.9498,0.9746,6.9885,-0.4438,-0.4896,0.9183,0.9583,4.8197,-4.7527,0.1588,2.0821,1.4429,7.0005,-0.5285,1.6308,1.5864,1.2595,5.5523,0.0296,-0.3596,1.1086,0.1079,-3.0831,-0.3002,0.0974,1.017,0.6754,0.7738,0.6641,0.7608,1.1456,1.0343,0.4562,0.5987,0.4411,0.5789,1.3125,0.5395,0.8874,-12.6968,1.6451,-23.5364,-14.3071,5.7776,1.0569,0.846,0.1829,0.1464,0.8005,1.45,0.9983,1.2587,0.6885,0.868,1.2608,0.0036,2.3243,0.1963,0.468,0.4287,0.0454,-0.5839,0.2795,2.4523,8.7154,2.9522,8.1396,0.0413,3.8161,6.4805,2.5457,11.7479,-0.8228,7.6175,2.435,1.5604,4.2275,0.5221,0.6426,0.3219,0.501,1.1597,1.8919,1.6314,1.3449,3.5792,2.6614,-0.0662,0.076,-1.1483,1.3174,0.9599,0.7286,0.6929,1.9254,2.7789,0.0591,14.5032,-0.5506,-0.9767,0.4092,?,?,?,?,?,DAVANTI_PANTALONI
0.8708,8.6753,2.9454,16.1277,-0.5917,-1.1639,7.3152,2.7047,11.6933,-2.3499,0.0031,7.606,2.7579,16.0124,-1.1878,3.7654,11.5309,3.3957,11.4462,0.0125,-0.7482,284.261,0.2313,-379.913,-0.3091,0.0008,1.089,1.068,0.8674,0.9807,0.7965,0.8122,1.1859,1.1406,0.7523,0.9618,0.6344,0.6596,0.7309,0.6897,-41.2438,0.9436,-56.4262,-59.8011,2.9026,1.3843,0.8741,0.4769,0.3011,0.6314,1.3792,1.0072,1.409,0.7303,1.0216,1.3989,0.0102,5.6709,0.4082,0.6333,0.2905,0.1515,-0.5846,0.0951,3.6475,6.5596,2.5612,7.8976,0.0652,2.6769,23.8579,4.8844,13.6933,-1.2787,6.5292,2.6356,1.6234,4.3333,0.4528,1.3626,0.5586,0.41,0.5244,1.5776,3.0087,0.2749,2.4889,9.0523,-0.0717,0.1536,-2.1433,1.4059,1.0669,0.7589,0.5767,1.8226,3.1601,0.0555,15.5528,-0.68,-0.8374,0.9549,?,?,?,?,?,DAVANTI_PANTALONI
1.7741,5.9411,2.4374,6.7598,-0.0356,-0.7157,1.0282,1.014,3.9082,-5.5392,-0.9937,1.8429,1.3575,5.1191,-4.1392,2.5652,6.879,2.6228,7.0567,0.0111,-2.4789,-1.7854,0.6916,0.7202,-0.279,-0.3874,2.4038,1.7955,0.9293,0.747,0.3866,0.5176,5.778,3.2238,0.8637,0.5579,0.1495,0.2679,0.0702,0.0564,-2.9358,0.8029,-41.8168,-52.0798,10.9216,6.5529,0.9147,0.6,0.0838,0.1396,1.7296,1.3205,0.9579,0.7634,0.5538,0.7254,0.0653,3.8983,-0.7758,-0.6453,0.97,0.8243,-0.8798,-0.7804,1.875,3.3366,1.8266,6.502,0.1058,3.5216,0.5763,0.7591,2.8457,0.3172,8.0402,1.2351,1.1114,3.9492,0.5611,0.5324,0.2332,0.438,2.4062,1.6436,0.6831,5.7897,2.7014,0.4666,0.582,0.1524,0.2619,1.7446,0.8081,0.4632,2.2848,1.6464,0.7206,0.0685,13.4368,-0.9848,-0.9573,0.984,?,?,?,?,?,DAVANTI_PANTALONI
0.3476,0.0126,0.1121,0.6017,0.0675,-0.1879,0.013,0.1142,0.5591,-3.7823,0.5411,0.0136,0.1167,0.5709,0.2793,0.6899,0.0122,0.1104,0.5454,0.4209,-1.8496,0.6424,0.5038,-0.3473,-0.2724,0.7843,0.9819,0.9611,1.0152,0.9787,1.0338,1.0563,0.9642,0.9236,1.0306,0.9579,1.0688,1.1158,-0.0985,0.1969,0.1099,-1.9986,-1.1154,0.5581,5.5198,0.8146,0.6852,0.1476,0.1241,0.8411,1.0763,1.054,1.1034,0.9793,1.0252,1.0469,0.0045,1.0798,0.0129,-0.1297,0.3947,-0.1631,-0.4051,0.8028,-7.8314,0.0112,0.1059,7.972,?,5.2223,0.0245,0.1565,0.4393,0.9196,2.7564,0.0003,0.0179,0.0669,0.976,-1.4996,-2.8412,1.8946,0.677,5.9222,8.7478,0.4583,35.0724,76.5244,-1.5864,-2.9277,1.8455,0,0,1.9587,18.1455,119.143,6.566,0.0654,15.8101,0.9982,0.2657,0.2174,?,?,?,?,?,DAVANTI_PANTALONI
0.3242,0.0139,0.1178,0.6299,-0.037,-0.1665,0.0101,0.1004,0.479,-5.6806,0.414,0.0091,0.0955,0.5877,0.1539,0.5722,0.0099,0.0994,0.4958,0.4281,-1.9472,0.783,0.5665,-0.4021,-0.2909,0.7235,1.1736,1.2341,1.1858,1.0515,1.0104,0.9609,1.3773,1.5229,1.4061,1.1057,1.0209,0.9233,0.0551,-0.2101,-0.0605,-3.8109,-1.0972,0.2879,8.4718,0.8746,0.7006,0.1032,0.0827,0.8011,1.315,1.0718,1.2704,0.8151,0.9661,1.1853,0.0037,0.9078,-0.0866,-0.0178,0.6787,-0.0131,-0.3651,0.6382,-6.8331,0.0019,0.043,6.8948,?,6.2892,0.0035,0.0588,0.184,0.9712,3.1598,0.0006,0.0251,0.0865,0.9731,-1.0865,-2.1625,1.9903,0.7322,1.7145,2.3414,0.5362,2.9394,5.4822,-1.1125,-2.2063,1.9832,0,0,1.987,37.4785,79.6904,2.1263,0.0654,16.2821,1.0006,-0.9381,-0.9612,?,?,?,?,?,DAVANTI_PANTALONI
1.1497,7.0624,2.6575,13.4618,-0.8274,-1.0196,3.6295,1.9051,9.2792,-2.3337,-0.3356,4.5734,2.1386,11.6184,-1.2807,3.3204,6.7147,2.5913,9.7893,0.0061,-1.1276,-3.4263,0.3463,3.0386,-0.3071,-0.1011,1.3949,1.2427,1.0256,0.8908,0.7352,0.8253,1.9458,1.5442,1.0518,0.7936,0.5405,0.6811,0.9383,0.9343,-102.1337,0.9956,-108.8439,-109.3204,2.6466,1.4461,0.7479,0.5464,0.2826,0.5172,1.4508,1.1587,1.3751,0.7987,0.9479,1.1868,0.0106,4.8464,0.2516,0.0239,0.5007,-0.1825,-0.2603,0.0176,4.3006,16.0368,4.0046,10.0165,-0.0266,2.6208,18.6289,4.3161,12.3762,-0.9104,5.0885,10.2491,3.2014,8.3681,-0.0194,1.641,0.8452,0.515,0.9278,1.2509,1.3482,0.8609,1.5647,1.8176,0.0441,1.6286,36.946,1.506,1.1886,0.7892,0.8093,1.197,1.479,0.0484,14.2488,-0.8502,-0.9038,0.9397,?,?,?,?,?,DAVANTI_PANTALONI
0.2077,0.0144,0.1202,0.5627,-0.1208,-0.1725,0.0171,0.1308,0.6989,-2.8208,0.2397,0.0125,0.1118,0.5998,-0.0853,0.4027,0.0122,0.1106,0.4715,0.2691,-1.204,0.8667,0.5158,-0.7198,-0.4284,0.5952,0.9186,1.0751,1.0862,1.1703,1.1824,1.0104,0.8439,1.1558,1.1799,1.3696,1.3982,1.0208,0.1175,1.2857,-0.3492,10.9429,-2.972,-0.2716,2.7447,0.9085,0.7782,0.331,0.2835,0.8566,0.8051,0.9381,1.1933,1.1652,1.4821,1.272,0.0024,0.6344,-0.0176,-0.1014,0.496,-0.0458,-0.5307,0.5838,-8.56,0.0002,0.0123,8.5766,?,4.3051,0.0025,0.0501,0.1709,0.9613,2.1033,0.0029,0.0541,0.176,0.9185,-1.9883,-4.0698,2.0468,0.2447,0.2266,0.9261,0.0599,0.0514,0.8576,-2.0202,-4.3246,2.1407,0,0,2.0453,50.1716,48.7211,0.9711,0.0654,14.9683,0.9795,-0.9817,-0.9929,?,?,?,?,?,DAVANTI_PANTALONI
0.2602,0.5059,0.7113,4.1218,-0.7274,-0.0859,0.3449,0.5873,3.3237,-1.1291,-0.4264,2.244,1.498,5.8452,-1.3004,1.5786,0.8598,0.9273,3.2623,0.0443,-3.0283,-0.6101,0.1648,0.2015,-0.0544,-0.2701,1.2111,0.4748,0.7671,0.3921,0.6334,1.6155,1.4667,0.2254,0.5884,0.1537,0.4012,2.61,0.9847,0.5253,-11.4899,0.5334,-11.6683,-21.8739,1.5285,0.9391,0.6991,0.6144,0.4574,0.7444,1.2401,0.7052,1.2635,0.5686,1.0188,1.7917,0.0034,2.2679,0.4969,0.0944,0.1015,0.3024,-0.2474,-0.3342,5.7774,3.2266,1.7963,5.0212,0.4667,1.1425,1.3263,1.1517,3.3762,-0.7813,7.3251,3.3405,1.8277,5.8223,0.321,5.0569,0.7887,0.156,1.5597,0.9828,0.6301,2.4328,0.9659,0.397,-2.9668,1.5959,-0.5379,4.9672,1.0979,0.221,1.4872,0.8624,0.5799,0.0622,14.6471,-0.9574,-0.9853,0.9681,?,?,?,?,?,DAVANTI_PANTALONI
0.4708,2.1899,1.4798,7.5039,-1.0235,-0.2381,1.1428,1.069,7.837,-1.271,-0.1697,3.9197,1.9798,10.2122,-1.2375,2.3441,2.065,1.437,7.2859,0.0319,-1.9769,-2.7746,0.2008,1.4035,-0.1016,-0.0724,1.3843,0.7475,1.0298,0.54,0.7439,1.3778,1.9162,0.5587,1.0605,0.2916,0.5534,1.8982,0.8654,0.672,-15.8158,0.7766,-18.2765,-23.5353,1.0746,0.8125,0.4928,0.7561,0.4585,0.6065,0.9575,0.7348,1.0299,0.7674,1.0756,1.4016,0.0037,3.4049,0.0208,0.215,-0.0335,0.2314,-0.3266,-0.0676,0.9775,8.9617,2.9936,9.7173,-0.1981,1.69,4.2718,2.0668,8.0055,-0.9215,8.7983,1.7792,1.3339,5.7642,0.4075,0.5784,0.1111,0.1921,1.4484,2.2443,1.5495,2.0979,5.0369,2.401,0.4185,-0.4053,-0.9686,1.9468,0.8338,0.4283,1.2138,1.6858,1.3888,0.0597,13.4719,-0.9594,-0.8589,0.8872,?,?,?,?,?,DAVANTI_PANTALONI
1.0424,13.3681,3.6562,16.4933,-0.7099,-0.3538,8.6244,2.9367,13.7822,-0.7851,-0.8927,5.3467,2.3123,17.6457,-3.8082,4.2755,11.0676,3.3268,15.8008,0.0024,-2.9462,-1.1676,0.2438,0.3963,-0.0828,-0.2088,1.245,1.5812,1.099,1.2701,0.8828,0.6951,1.55,2.5003,1.2079,1.613,0.7792,0.4831,1.1297,0.49,-181.1726,0.4337,-160.3697,-369.761,1.2493,2.6283,0.609,2.1038,0.4875,0.2317,1.1967,0.9347,1.0438,0.7811,0.8722,1.1168,0.0102,6.1916,0.1123,-0.0485,0.5738,-0.1781,0.1096,-0.4215,3.0248,20.4258,4.5195,10.4764,-0.0749,3.6637,6.0936,2.4685,7.5196,-0.2418,6.2088,8.5192,2.9188,7.55,0.1083,0.8256,0.4872,0.5901,1.8308,1.5484,0.8457,3.352,2.3976,0.7153,0.4988,-0.7963,-1.5965,1.6094,1.1511,0.7152,1.3932,1.3876,0.996,0.0535,13.9724,-0.8054,-0.9887,0.8372,?,?,?,?,?,DAVANTI_PANTALONI
