@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.7737,4.5327,2.129,12.8186,-0.7066,0.174,4.6391,2.1539,11.8115,-1.1408,-0.2381,4.5719,2.1382,21.0662,-0.9738,2.9601,5.6671,2.3806,13.0301,0.0232,4.4456,-3.2493,0.2614,-0.7309,0.0588,-0.0804,0.9885,0.9957,0.8943,1.0073,0.9048,0.8982,0.9771,0.9914,0.7998,1.0147,0.8186,0.8067,0.8432,0.5106,-17.1498,0.6056,-20.3393,-33.5856,1.3614,0.7038,0.5631,0.517,0.4136,0.8001,1.0853,0.6085,0.9838,0.5607,0.9065,1.6167,0.0058,4.4881,0.7036,-0.356,0.5214,-0.2945,0.2717,-0.0968,-2.3408,2.4964,1.58,4.8889,?,-8.7649,0.3837,0.6194,9.7133,?,2.994,2.0163,1.42,4.6093,0.2125,0.2671,-0.7818,-2.9275,2.5509,1.1127,0.4362,6.5069,1.2381,0.1903,0.5033,-3.9313,-7.8107,1,0,0,0.5033,1.0607,2.1073,0.0663,14.0997,-0.4866,0.2337,0.7165,?,?,?,?,?,DIETRO_PANTALONI
0.163,1.6571,1.2873,9.2103,-2.2613,-0.2118,1.4497,1.2041,6.0796,-1.4056,-0.0928,0.9636,0.9816,6.7964,-1.6484,1.7183,1.1979,1.0945,7.3553,0.0078,-0.7699,-1.7569,0.0949,2.2818,-0.1232,-0.054,1.0691,1.3114,1.1762,1.2266,1.1001,0.8969,1.1431,1.7198,1.3834,1.5046,1.2103,0.8044,1.7977,1.5097,-110.0676,0.8398,-61.2266,-72.9088,1.1175,1.1005,0.381,0.9848,0.3409,0.3462,1.5149,1.3552,1.2522,0.8945,0.8266,0.924,0.002,2.5623,0.3216,-0.1297,-0.303,-0.1958,-0.1778,0.0203,-0.9813,0.8829,0.9396,4.5422,-1.6784,-9.0386,0.2276,0.4771,9.5082,?,3.3773,0.9836,0.9918,3.8964,0.3648,0.1086,-0.2906,-2.6763,1.9696,0.9474,0.481,3.8793,0.8976,0.2314,0.2994,-1.2721,-4.2492,0,0.2765,0,0.4777,1.1657,2.4402,0.0678,13.6138,-0.1511,0.0084,0.9714,?,?,?,?,?,DIETRO_PANTALONI
1.75,4.6555,2.1577,8.2275,-0.3933,-1.3378,1.8942,1.3763,5.6295,-3.064,-0.555,1.141,1.0682,4.402,-1.8405,3.2128,2.5285,1.5901,5.781,0.0614,-1.3081,-3.1532,0.5447,2.4106,-0.4164,-0.1727,1.5677,2.02,1.3569,1.2885,0.8655,0.6717,2.4577,4.0802,1.8412,1.6602,0.7491,0.4512,0.5472,0.8142,-6.1426,1.488,-11.2265,-7.5446,4.263,3.8105,0.9588,0.8938,0.2249,0.2516,1.4615,1.869,1.4232,1.2788,0.9738,0.7615,0.0151,4.6977,0.1842,0.1034,0.6917,-0.2082,-0.395,0.0061,3.1714,14.072,3.7513,10.9322,-0.1242,-1.6066,32.5396,5.7043,13.7995,-2.4257,2.9335,28.3493,5.3244,14.0724,-0.5595,-1.9739,1.0811,-0.5477,0.6576,0.7045,1.0714,0.4325,0.4964,1.1478,0.1236,0.2392,1.9353,2.4141,1.0777,0.4464,0.7922,0.7769,0.9806,0.0305,13.8792,0.0393,-0.5662,0.7411,?,?,?,?,?,DIETRO_PANTALONI
2.5415,18.01,4.2438,17.9952,-0.6544,-0.8217,22.697,4.7641,24.5625,-2.3004,0.0085,25.1611,5.0161,25.7724,-1.0994,6.477,31.0508,5.5723,18.9273,0.0204,-3.0931,299.359,0.3924,-96.7836,-0.1269,0.0013,0.8908,0.846,0.7616,0.9498,0.855,0.9002,0.7935,0.7158,0.58,0.9021,0.731,0.8103,0.4158,0.5274,-18.0589,1.2685,-43.4357,-34.2416,1.4616,0.8861,0.563,0.6062,0.3852,0.6354,0.7326,0.6982,0.9508,0.9531,1.2977,1.3617,0.0194,9.7609,-0.346,0.3409,0.6977,0.1541,-0.493,0.1449,1.9664,11.0857,3.3295,9.4422,-0.0662,2.5771,16.9763,4.1202,12.7375,-1.4034,7.3542,3.5175,1.8755,5.6761,0.3427,0.763,0.2674,0.3504,0.8081,1.7753,2.1969,0.653,3.1516,4.8263,0.0789,-0.1981,-2.5129,1.671,1.0254,0.6137,0.7413,1.6635,2.244,0.0554,14.4355,-0.8441,-0.9386,0.9398,?,?,?,?,?,DIETRO_PANTALONI
0.1841,4.0551,2.0137,9.4968,-0.4143,-0.4089,3.3731,1.8366,8.2947,-1.044,-0.1726,1.5,1.2248,8.4377,-0.6108,2.5459,2.6777,1.6364,8.303,0.0216,-0.4502,-1.0669,0.0723,2.3697,-0.1606,-0.0678,1.0964,1.6442,1.2306,1.4996,1.1224,0.7485,1.2022,2.7033,1.5144,2.2487,1.2597,0.5602,0.6566,0.8695,-15.2081,1.3242,-23.1617,-17.4912,1.6547,1.2819,0.7913,0.7747,0.4782,0.6173,1.1449,1.1255,1.1438,0.983,0.999,1.0162,0.0034,3.7378,0.3937,0.4906,0.4319,0.0184,-0.0825,0.2283,2.0843,11.4734,3.3872,9.9569,-0.0897,2.6323,4.2142,2.0528,7.2971,-0.589,8.2075,1.7327,1.3163,6.0072,0.3477,0.7918,0.254,0.3207,1.65,2.5733,1.5596,2.7226,6.6218,2.4322,0.303,-0.256,-0.8448,1.9897,0.9922,0.4987,1.3645,1.6575,1.2147,0.062,14.0719,-0.7793,-0.9005,0.6345,?,?,?,?,?,DAVANTI_PANTALONI
0.0358,0.0189,0.1376,0.7667,-1.144,-0.0677,0.0064,0.0803,0.3448,-2.1373,-0.1651,0.0181,0.1346,0.6272,-5.4097,0.2559,0.0111,0.1055,0.5153,0.0521,-0.529,-0.2168,0.1399,0.4099,-0.2645,-0.6452,1.7139,1.0226,1.3048,0.5967,0.7613,1.2759,2.9376,1.0458,1.7026,0.356,0.5796,1.628,1.7415,0.7728,-14.4311,0.4438,-8.2864,-18.673,3.2538,3.6546,0.6577,1.1232,0.2021,0.18,2.2235,1.2224,1.4877,0.5498,0.6691,1.217,0.0012,0.3771,0.1167,-0.137,0.2552,-0.2257,0.0582,-0.7726,7.8316,0.0084,0.0919,0.3264,0.9591,5.5901,0.0154,0.1241,0.4288,0.9262,-1.8871,0.0005,0.0223,1.9368,?,1.401,-4.1501,-2.9623,0.7408,4.1218,5.5638,0.5488,16.9894,30.9555,1.4219,-3.9532,-2.7803,1.3732,0,0,0.7612,0.1685,0.2214,0.0672,15.3088,-0.997,0.5838,-0.5404,?,?,?,?,?,DAVANTI_PANTALONI
0.1616,4.8773,2.2085,13.349,-0.3468,-0.3937,3.3879,1.8406,8.0392,-1.0408,-0.1394,2.4297,1.5587,11.9764,-0.7488,2.8634,2.6962,1.642,10.8517,0.023,-0.4104,-1.1594,0.0564,2.8253,-0.1375,-0.0487,1.1998,1.4168,1.345,1.1808,1.1209,0.9493,1.4396,2.0074,1.8089,1.3944,1.2565,0.9011,0.8384,0.6703,-13.4321,0.7995,-16.0218,-20.039,2.5162,1.4473,0.8923,0.5752,0.3546,0.6165,1.6605,1.1146,1.2301,0.6713,0.7408,1.1036,0.0032,4.2168,0.4782,0.5707,0.5112,0.0886,0.0503,0.374,2.3885,11.0331,3.3216,9.8065,-0.0668,1.9736,2.7117,1.6467,6.0984,-0.5449,8.3968,2.298,1.5159,6.131,0.348,1.2102,0.2845,0.235,2.0171,2.1912,1.0863,4.0687,4.8012,1.18,0.2853,-0.1876,-0.6573,2.3287,0.9776,0.4198,1.608,1.5995,0.9947,0.0649,13.6011,-0.796,-0.8831,0.6077,?,?,?,?,?,DAVANTI_PANTALONI
-0.2014,5.9113,2.4313,16.3626,-2.1439,-1.8715,28.3702,5.3264,24.978,-3.5518,1.2915,24.4778,4.9475,27.4726,-0.215,4.1104,47.0748,6.8611,23.9793,0.0027,0.1076,-0.1559,-0.049,-1.4491,-0.4553,0.3142,0.4565,0.4914,0.3544,1.0766,0.7763,0.7211,0.2084,0.2415,0.1256,1.159,0.6027,0.52,0.5725,2.2952,-174.827,4.0092,-305.3822,-76.1703,0.9484,0.2302,0.2165,0.2427,0.2282,0.9404,0.6551,0.5956,0.6824,0.9092,1.0417,1.1457,0.0164,5.7099,-0.5008,-0.8933,-0.3699,0.3184,-0.5088,0.619,2.1188,12.3036,3.5077,9.0423,-0.2433,5.1081,4.1826,2.0451,6.2945,0.3386,5.0905,23.1786,4.8144,10.4865,-0.1343,0.4148,0.4162,1.0035,1.7151,0.7286,0.4248,2.9416,0.5308,0.1805,-0.5491,1.4251,-2.5953,0.7642,0.7867,1.0294,1.4365,0.8623,0.6003,0.0541,13.7345,0.6985,-0.9616,-0.8673,?,?,?,?,?,DAVANTI_PANTALONI
0.0285,0.01,0.0999,0.6065,-1.7579,-0.0691,0.0035,0.0591,0.2861,-3.7938,-0.0889,0.017,0.1304,0.5928,-2.6454,0.1895,0.0081,0.0899,0.4024,0.0779,-0.4125,-0.3207,0.1505,0.7774,-0.3648,-0.4692,1.6898,0.7664,1.1118,0.4535,0.658,1.4508,2.8555,0.5874,1.2362,0.2057,0.4329,2.1047,1.7076,0.8987,-11.376,0.5263,-6.6622,-12.6577,3.685,1.3525,0.504,0.367,0.1368,0.3726,2.1201,1.0232,1.5074,0.4826,0.711,1.4732,0.0008,0.2773,-0.233,0.0891,-0.0807,-0.1923,-0.1101,-0.6582,7.4186,0.0017,0.0418,0.1569,0.9791,6.3877,0.0025,0.0495,0.1773,0.9726,-0.571,0.0014,0.0372,0.6321,?,1.1614,-12.9929,-11.1874,0.8441,1.123,1.3304,0.7124,1.261,1.77,1.1646,-11.6085,-9.9676,1.157,0,0,0.8851,0.2482,0.2804,0.07,14.3773,-0.9944,-0.2508,0.3124,?,?,?,?,?,DAVANTI_PANTALONI
-0.021,0.6748,0.8214,5.2425,-1.3175,-0.117,1.0419,1.0207,6.5639,-0.9944,-0.0694,0.6399,0.8,9.0522,-3.6597,1.1066,1.151,1.0729,7.2383,0.0061,0.1793,0.3024,-0.019,1.6858,-0.1058,-0.0627,0.8048,1.0269,0.7657,1.276,0.9514,0.7456,0.6476,1.0544,0.5862,1.6281,0.9052,0.556,0.9107,0.4192,-66.6659,0.4603,-73.2051,-159.0301,0.6873,1.1644,0.3106,1.6942,0.4519,0.2667,0.7987,0.5791,0.7243,0.7251,0.9068,1.2506,0.001,1.6293,0.5578,0.3379,-0.1838,0.1642,-0.1749,-0.4819,-1.86,0.4527,0.6728,3.868,?,-9.5852,0.0309,0.1757,9.6905,?,0.5647,0.0323,0.1797,0.6281,0.2132,0.194,-3.2939,-16.9747,3.8305,3.744,0.9774,14.6729,14.0178,0.9554,0.3992,-22.7272,-56.9388,1,0,0,0.3992,6.1582,15.4282,0.0689,12.0099,-0.9848,0.4918,-0.3873,?,?,?,?,?,DAVANTI_PANTALONI
-1.0783,4.8612,2.2048,9.8949,-3.3939,-0.9386,5.2478,2.2908,8.8808,-1.4108,0.4787,6.7388,2.5959,12.8727,-0.5871,3.4977,6.8866,2.6242,11.0674,0.0143,1.1488,-2.2528,-0.3083,-1.9609,-0.2684,0.1369,0.9625,0.8493,0.8402,0.8825,0.8729,0.9892,0.9263,0.7214,0.7059,0.7787,0.762,0.9785,1.4706,1.6051,-47.4426,1.0915,-32.2605,-29.5573,0.6113,0.2776,0.2006,0.4542,0.3281,0.7224,1.1142,0.7687,0.8941,0.6899,0.8024,1.1631,0.0106,5.2783,-0.1343,-0.4931,-0.6723,0.2931,-0.1419,0.5498,-1.3842,11.1554,3.34,9.712,-10.9689,4.6809,9.5471,3.0898,10.6259,-0.5765,7.0581,1.8162,1.3477,4.7475,0.3962,-0.2957,-0.1961,0.6632,1.081,2.4783,2.2927,1.1685,6.1421,5.2566,2.2905,-2.8576,-1.2476,0.1204,0.1032,0.8573,0.914,2.0457,2.2382,0.0604,14.6381,0.9374,0.8688,0.9447,?,?,?,?,?,DAVANTI_PANTALONI
-0.0746,1.3372,1.1564,9.6195,-1.4071,-0.2648,1.6645,1.2901,8.3482,-1.9547,0.0416,1.4259,1.1941,8.838,-0.9667,1.4244,2.4761,1.5736,8.7926,0.0033,0.2816,-1.7947,-0.0524,-6.3735,-0.1859,0.0292,0.8963,0.9684,0.7349,1.0804,0.8199,0.7589,0.8034,0.9378,0.54,1.1673,0.6722,0.5759,1.0182,1.2944,-195.4706,1.2713,-191.9795,-151.0089,1.4144,0.8893,0.453,0.6287,0.3203,0.5094,1.1523,1.0884,1.094,0.9446,0.9495,1.0052,0.002,2.1506,0.7411,-0.3235,-0.2416,-0.2531,-0.4186,0.2366,0.015,2.3669,1.5385,5.5357,-3.3655,-9.6563,0.04,0.1999,9.8,?,0.5941,0.1689,0.4109,1.6315,0.047,-0.0016,0.0253,-16.2528,7.6967,3.7439,0.4864,59.2392,14.0171,0.2366,0.4355,-53.049,-121.8193,0,0.7407,0,0.5649,3.3929,6.0066,0.0681,11.5832,-0.8825,-0.9094,0.8791,?,?,?,?,?,DAVANTI_PANTALONI
-0.3203,4.3822,2.0934,10.9756,-0.9778,-0.7614,3.7166,1.9279,8.1822,-1.3978,0.0593,3.1426,1.7727,12.3762,-1.1642,3.0018,2.9165,1.7078,7.8147,0.0297,0.4207,-5.3982,-0.1067,-12.8325,-0.2537,0.0198,1.0858,1.1809,1.2258,1.0875,1.1289,1.038,1.1791,1.3944,1.5025,1.1827,1.2743,1.0775,1.1376,0.815,-22.6505,0.7164,-19.9104,-27.7904,1.6262,0.9704,0.689,0.5967,0.4237,0.71,1.3414,0.8868,1.4045,0.6611,1.047,1.5837,0.0058,4.5287,-0.1968,0.0815,0.0609,0.1784,-0.3986,0.0079,-3.2518,4.7953,2.1898,8.4957,-109.8158,3.0315,8.8169,2.9693,11.73,-0.88,7.772,2.3796,1.5426,6.911,0.246,-1.0727,-0.4184,0.3901,0.7375,1.4196,1.9249,0.5439,2.0152,3.7052,1.5333,-3.7332,-2.4348,0.0123,0.0084,0.6807,0.7243,1.2293,1.6973,0.0626,14.9382,0.9202,0.5994,0.7142,?,?,?,?,?,DAVANTI_PANTALONI
-2.0906,3.8201,1.9545,5.9316,-22.5426,-1.1192,1.7192,1.3112,4.6836,-5.5699,-1.3024,1.9174,1.3847,4.5742,-12.7765,3.0137,5.6934,2.3861,6.8193,0.0186,1.8679,1.6052,-0.6937,0.8594,-0.3714,-0.4322,1.4907,1.4115,0.8191,0.9469,0.5495,0.5803,2.2221,1.9924,0.671,0.8966,0.302,0.3368,1.4304,1.3389,-44.0606,0.936,-30.803,-32.9091,0.3534,0.7588,0.0363,2.1471,0.1026,0.0478,1.2665,1.2968,0.8698,1.0239,0.6868,0.6708,0.082,4.7851,0.7463,0.7561,-0.9556,0.809,-0.8731,-0.8911,-1.7081,6.2462,2.4992,7.5137,-22.3152,1.8073,1.1993,1.0951,3.9336,-0.4615,8.2026,1.8185,1.3485,4.4668,0.5203,-0.9451,-0.2082,0.2203,2.2821,1.8533,0.8121,5.2081,3.4347,0.6595,5.7893,-1.4841,-0.2563,0.1197,0.0346,0.289,1.9101,1.6821,0.8806,0.0654,12.1178,0.979,0.9937,0.9914,?,?,?,?,?,DAVANTI_PANTALONI
0.1657,0.4169,0.6457,4.4926,-2.3204,-0.9155,1.1067,1.052,5.9361,-2.5057,-0.4719,2.5807,1.6065,6.629,-1.4872,1.8792,1.6613,1.2889,5.079,0.0732,-0.181,-0.3511,0.0882,1.9398,-0.4872,-0.2511,0.6138,0.4019,0.501,0.6549,0.8162,1.2464,0.3767,0.1616,0.251,0.4288,0.6662,1.5535,0.74,0.7921,-7.8278,1.0704,-10.5784,-9.8827,0.7991,0.5077,0.2469,0.6353,0.309,0.4863,0.7568,0.6777,0.8845,0.8955,1.1687,1.3052,0.007,2.7495,0.1573,0.1131,-0.5187,0.5024,-0.6917,-0.5359,-1.6637,3.9369,1.9842,6.5294,?,3.886,5.2209,2.2849,9.0321,-0.8105,8.3059,0.2204,0.4694,2.2073,0.745,-0.4281,-0.2003,0.4679,0.8684,4.2267,4.8674,0.7541,17.865,23.6917,1.6148,-1.0124,-0.627,0,0,0.5763,0.7229,2.9581,4.0919,0.0621,14.3159,0.9543,0.8256,0.9492,?,?,?,?,?,DAVANTI_PANTALONI
0.0097,0.3581,0.5984,2.5161,-2.6629,-1.3278,2.5796,1.6061,6.0813,?,-0.7416,4.5044,2.1224,10.2201,-1.0783,2.3242,4.3534,2.0865,6.5477,0.0311,-0.0073,-0.0131,0.0042,1.7904,-0.5713,-0.3191,0.3726,0.2819,0.2868,0.7568,0.7698,1.0172,0.1388,0.0795,0.0823,0.5727,0.5925,1.0347,0.3008,0.345,-8.693,1.1468,-28.9003,-25.1998,0,0.1397,0.1016,0,0,0.7277,0.4137,0.2462,0.3843,0.595,0.9288,1.5609,0.0101,3.3588,0.5603,0.1679,-0.6419,0.1109,-0.8933,-0.3731,-0.7836,3.3904,1.8413,9.6913,-5.0321,4.6704,0.9319,0.9653,6.4357,-0.1617,8.3197,0.2665,0.5163,3.0586,0.6419,-0.1678,-0.0942,0.5614,1.9074,3.5666,1.8699,3.6382,12.7206,3.4964,9.0257,-1.4743,-0.1633,0.29,0.1881,0.6485,1.5059,3.1686,2.1041,0.0638,14.073,0.9281,0.8216,0.9016,?,?,?,?,?,DAVANTI_PANTALONI
-1.2176,7.414,2.7229,16.0627,-0.8664,-0.2142,2.7194,1.6491,10.3674,-1.3076,0.3822,5.7678,2.4016,19.6736,-0.4723,3.6611,4.1724,2.0427,15.0688,0.0256,5.6849,-3.1857,-0.3326,-0.5604,-0.0585,0.1044,1.6512,1.1338,1.333,0.6867,0.8073,1.1757,2.7263,1.2854,1.7769,0.4715,0.6518,1.3823,1.2692,1.1815,-18.8348,0.9309,-14.8398,-15.942,1.9157,0.6441,0.5565,0.3362,0.2905,0.8641,1.5494,0.8165,1.066,0.527,0.688,1.3056,0.0087,5.3137,-0.0642,-0.1409,0.0052,-0.4133,-0.1238,0.4789,-6.8669,3.3076,1.8187,9.4035,?,-6.2524,4.8898,2.2113,8.6829,?,0.9174,0.8823,0.9393,3.3932,-0.0713,1.0983,-7.4853,-6.8155,0.8225,1.9362,2.3541,0.6764,3.7488,5.542,1.083,41.6226,38.4329,1,0,0,1.083,2.7713,2.5589,0.0635,14.0442,-0.9905,-0.0903,0.0833,?,?,?,?,?,DAVANTI_PANTALONI
0.192,3.6728,1.9165,13.6304,-0.9635,-0.2896,1.8176,1.3482,8.7369,-1.2141,-0.1705,2.0652,1.4371,8.6294,-0.8969,2.0838,3.3634,1.834,8.2007,0.0123,-0.6631,-1.1261,0.0922,1.6983,-0.139,-0.0818,1.4215,1.3336,1.045,0.9381,0.7351,0.7836,2.0207,1.7784,1.092,0.8801,0.5404,0.614,1.3961,1.6393,-65.6107,1.1742,-46.9957,-40.023,1.7592,1.5259,0.8361,0.8674,0.4753,0.5479,1.5601,1.5795,1.6621,1.0125,1.0654,1.0523,0.0028,3.0515,0.5642,0.2904,0.2413,0.1745,-0.0188,0.1488,2.1476,12.0707,3.4743,9.9129,-0.1071,2.9425,1.4711,1.2129,5.0229,0.0478,8.1561,2.7274,1.6515,8.0179,0.1372,0.7298,0.2633,0.3608,2.8645,2.1038,0.7344,8.2051,4.4258,0.5394,-3.8036,-0.7521,0.1977,1.6975,0.9636,0.5677,1.9735,1.2363,0.6265,0.0638,14.1134,-0.4287,-0.8525,0.1654,?,?,?,?,?,DAVANTI_PANTALONI
