@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
1.4788,34.7708,5.8967,29.6547,-1.5534,-7.9711,28.9452,5.3801,25.6961,-3.034,1.4788,34.7708,5.8967,29.6547,-1.5534,12.0555,21.0633,4.5895,20.1804,0.209,-0.1855,1,0.1227,-5.3904,-0.6612,0.1227,1.096,1,1.2848,0.9124,1.1723,1.2848,1.2013,1,1.6508,0.8325,1.3742,1.6508,0.9335,1,-3.3826,1.0713,-3.6237,-3.3826,1.8233,1,0.4552,0.5485,0.2497,0.4552,1.1541,1,1.4695,0.8665,1.2733,1.4695,0.0824,18.0818,-0.1427,1,-0.2124,-0.1427,-0.5048,-0.2124,TASCA_DESTRA_DAVANTI_PANTALONI
-4.5433,16.6824,4.0844,25.1153,-1.9042,-8.7058,16.0289,4.0036,19.3263,?,-4.5433,16.6824,4.0844,25.1153,-1.9042,12.0278,21.7984,4.6689,19.2569,0.1875,0.5219,1,-0.3777,1.9162,-0.7238,-0.3777,1.0202,1,0.8748,0.9802,0.8575,0.8748,1.0408,1,0.7653,0.9608,0.7353,0.7653,0.8521,1,-3.7047,1.1736,-4.3479,-3.7047,0,1,0.3649,0,0,0.3649,1.2995,1,1.3042,0.7695,1.0036,1.3042,0.1104,19.2296,-0.3396,1,-0.251,-0.3396,-0.7246,-0.251,TASCA_DESTRA_DAVANTI_PANTALONI
-6.8397,0.3501,0.5917,8.4724,?,6.3796,0.3858,0.6211,2.314,0.7039,-6.8397,0.3501,0.5917,8.4724,?,11.5912,0.9943,0.9972,4.179,0.7078,-1.0721,1,-0.5901,-0.9327,0.5504,-0.5901,0.9525,1,0.5933,1.0498,0.6229,0.5933,0.9073,1,0.3521,1.1021,0.388,0.3521,-1.5401,1,-0.8369,-0.6493,0.5434,-0.8369,0,1,0,0,0.5464,0,3.6613,1,2.0274,0.2731,0.5537,2.0274,0.2272,20.0591,-0.8206,1,-0.9806,-0.8206,0.9167,-0.9806,TASCA_DESTRA_DAVANTI_PANTALONI
7.5624,1.0048,1.0024,3.8248,0.6067,-6.0942,7.5495,2.7476,9.8513,?,7.5624,1.0048,1.0024,3.8248,0.6067,12.5916,2.5316,1.5911,6.2896,0.6095,-1.2409,1,0.6006,-0.8058,-0.484,0.6006,0.3648,1,0.63,2.7411,1.7269,0.63,0.1331,1,0.3969,7.5138,2.9821,0.3969,-0.5989,1,0.6009,-1.6696,-1.0033,0.6009,0,1,0.6037,0,0,0.6037,0.3883,1,0.6081,2.5756,1.5663,0.6081,0.2414,21.219,0.2428,1,0.6629,0.2428,-0.557,0.6629,TASCA_DESTRA_DAVANTI_PANTALONI
8.2125,6.248,2.4996,8.6706,0.2808,-0.0335,2.1778,1.4757,4.6073,-0.7802,8.2125,6.248,2.4996,8.6706,0.2808,11.7214,12.1735,3.4891,12.2989,0.2806,-245.3132,1,0.7006,-0.0041,-0.0029,0.7006,1.6938,1,0.7164,0.5904,0.423,0.7164,2.8689,1,0.5132,0.3486,0.1789,0.5132,-1.6764,1,0.7055,-0.5965,-0.4209,0.7055,4.658,1,0.7051,0.2147,0.1514,0.7051,1.8819,1,0.705,0.5314,0.3746,0.705,0.2277,17.7633,-0.6275,1,0.9997,-0.6275,-0.6187,0.9997,TASCA_DESTRA_DAVANTI_PANTALONI
5.8328,55.7985,7.4698,27.2172,-0.4095,-0.8378,29.0318,5.3881,16.3127,-1.1267,5.8328,55.7985,7.4698,27.2172,-0.4095,11.9304,67.0396,8.1878,26.1351,0.0457,-6.962,1,0.4889,-0.1436,-0.0702,0.4889,1.3864,1,0.9123,0.7213,0.6581,0.9123,1.922,1,0.8323,0.5203,0.4331,0.8323,0.915,1,-6.3209,1.0929,-6.9084,-6.3209,2.5175,1,0.7051,0.3972,0.2801,0.7051,1.6685,1,1.0414,0.5994,0.6242,1.0414,0.0837,18.9271,-0.5884,1,0.8933,-0.5884,-0.4451,0.8933,TASCA_DESTRA_DAVANTI_PANTALONI
3.5392,8.3032,2.8815,9.5713,-0.0991,-9.5257,6.7498,2.598,17.5735,?,3.5392,8.3032,2.8815,9.5713,-0.0991,11.2511,12.558,3.5437,13.0994,0.3204,-0.3715,1,0.3146,-2.6915,-0.8466,0.3146,1.1091,1,0.8131,0.9016,0.7331,0.8131,1.2302,1,0.6612,0.8129,0.5375,0.6612,0.0491,1,-0.1397,20.3636,-2.8456,-0.1397,0,1,0.4518,0,0,0.4518,0.5446,1,0.7307,1.8361,1.3416,0.7307,0.2196,16.8186,-0.4208,1,0.7776,-0.4208,-0.8873,0.7776,TASCA_DESTRA_DAVANTI_PANTALONI
7.5757,8.261,2.8742,13.8514,-0.0455,-7.7759,9.5599,3.0919,12.5044,?,7.5757,8.261,2.8742,13.8514,-0.0455,13.5193,18.5579,4.3079,14.6858,0.25,-0.9743,1,0.5604,-1.0264,-0.5752,0.5604,0.9296,1,0.6672,1.0757,0.7177,0.6672,0.8641,1,0.4451,1.1572,0.5151,0.4451,0.0482,1,-0.123,20.7649,-2.5541,-0.123,0,1,0.6766,0,0,0.6766,1.1077,1,0.9432,0.9028,0.8515,0.9432,0.1351,22.952,-0.4609,1,0.9366,-0.4609,-0.7329,0.9366,TASCA_DESTRA_DIETRO_PANTALONI
8.2929,9.0938,3.0156,10.8535,0.1423,-8.8162,25.097,5.0097,17.552,-38.3216,8.2929,9.0938,3.0156,10.8535,0.1423,14.844,38.2091,6.1814,22.1706,0.1044,-0.9406,1,0.5587,-1.0631,-0.5939,0.5587,0.602,1,0.4879,1.6613,0.8105,0.4879,0.3623,1,0.238,2.7598,0.6568,0.238,-0.1053,1,0.6965,-9.4992,-6.6161,0.6965,28.3491,1,0.5112,0.0353,0.018,0.5112,0.6184,1,0.4895,1.6172,0.7917,0.4895,0.2934,25.4199,-0.9519,1,0.9886,-0.9519,-0.9867,0.9886,TASCA_DESTRA_DIETRO_PANTALONI
5.2205,27.1021,5.206,30.4497,-0.1826,-0.8506,12.7047,3.5644,14.3548,-0.804,5.2205,27.1021,5.206,30.4497,-0.1826,9.1931,37.6268,6.1341,36.0183,0.0116,-6.1372,1,0.5679,-0.1629,-0.0925,0.5679,1.4606,1,0.8487,0.6847,0.5811,0.8487,2.1332,1,0.7203,0.4688,0.3376,0.7203,0.7349,1,-11.1102,1.3608,-15.1185,-11.1102,3.2358,1,0.7066,0.309,0.2184,0.7066,2.1212,1,0.8454,0.4714,0.3985,0.8454,0.0799,14.64,-0.4218,1,0.9383,-0.4218,-0.3651,0.9383,TASCA_SINISTRA_DAVANTI_PANTALONI
8.4898,0.0789,0.2809,1.0069,0.8869,4.2591,0.0864,0.294,1.0378,0.791,8.4898,0.0789,0.2809,1.0069,0.8869,12.7455,0.0886,0.2977,1.0428,0.9212,1.9933,1,0.6661,0.5017,0.3342,0.6661,0.9553,1,0.9433,1.0468,0.9875,0.9433,0.9125,1,0.8899,1.0958,0.9752,0.8899,2.0104,1,0.6482,0.4974,0.3224,0.6482,1.7931,1,0.6732,0.5577,0.3755,0.6732,0.9702,1,0.9656,1.0307,0.9953,0.9656,0.1355,21.2386,-0.8038,0.9999,0.9778,-0.8038,-0.661,0.9778,TASCA_SINISTRA_DAVANTI_PANTALONI
8.0812,9.0449,3.0075,12.5779,-0.0554,3.7376,3.631,1.9055,8.9871,-0.337,8.0812,9.0449,3.0075,12.5779,-0.0554,12.2491,16.2586,4.0322,16.0629,0.0772,2.1621,1,0.6597,0.4625,0.3051,0.6597,1.5783,1,0.7459,0.6336,0.4726,0.7459,2.491,1,0.5563,0.4014,0.2233,0.5563,0.2917,1,-0.4915,3.4284,-1.6851,-0.4915,1.7729,1,0.6846,0.564,0.3862,0.6846,1.3995,1,0.783,0.7145,0.5595,0.783,0.1307,20.1514,0.4146,1,0.9919,0.4146,0.5069,0.9919,TASCA_SINISTRA_DAVANTI_PANTALONI
9.657,1.5399,1.2409,4.5775,0.6422,3.9034,0.2966,0.5446,2.0043,0.6048,9.657,1.5399,1.2409,4.5775,0.6422,14.2106,3.1875,1.7854,6.3106,0.6637,2.474,1,0.6796,0.4042,0.2747,0.6796,2.2787,1,0.6951,0.4388,0.305,0.6951,5.1924,1,0.4831,0.1926,0.093,0.4831,2.679,1,0.6597,0.3733,0.2463,0.6597,2.5228,1,0.6818,0.3964,0.2703,0.6818,2.2838,1,0.7254,0.4379,0.3176,0.7254,0.1596,23.2174,0.6282,1,0.9977,0.6282,0.6796,0.9977,TASCA_SINISTRA_DAVANTI_PANTALONI
5.9233,13.8339,3.7194,17.6516,0.0819,0.2823,1.8806,1.3713,6.7245,-0.3758,5.9233,13.8339,3.7194,17.6516,0.0819,8.5077,27.4191,5.2363,24.8709,0.0855,20.9789,1,0.6962,0.0477,0.0332,0.6962,2.7122,1,0.7103,0.3687,0.2619,0.7103,7.3563,1,0.5045,0.1359,0.0686,0.5045,-0.8578,1,0.6779,-1.1658,-0.7903,0.6779,3.9338,1,0.707,0.2542,0.1797,0.707,2.625,1,0.7097,0.381,0.2704,0.7097,0.0901,12.9817,0.1997,1,0.9995,0.1997,0.2179,0.9995,TASCA_SINISTRA_DAVANTI_PANTALONI
8.3061,0.8828,0.9396,4.2275,0.6108,5.7288,0.2474,0.4974,1.727,0.7479,8.3061,0.8828,0.9396,4.2275,0.6108,13.0819,1.6795,1.296,5.9127,0.6462,1.4499,1,0.6349,0.6897,0.4379,0.6349,1.889,1,0.725,0.5294,0.3838,0.725,3.5682,1,0.5256,0.2803,0.1473,0.5256,1.2948,1,0.6142,0.7723,0.4743,0.6142,1.5855,1,0.6498,0.6307,0.4099,0.6498,2.448,1,0.715,0.4085,0.2921,0.715,0.139,22.341,0.4115,1,0.988,0.4115,0.5473,0.988,TASCA_SINISTRA_DAVANTI_PANTALONI
-9.1909,33.9374,5.8256,21.3781,-10.205,0.4973,4.0887,2.0221,9.0704,-0.4665,-9.1909,33.9374,5.8256,21.3781,-10.205,13.4136,61.2318,7.8251,26.8505,0.0265,-18.4818,1,-0.6852,-0.0541,0.0371,-0.6852,2.881,1,0.7445,0.3471,0.2584,0.7445,8.3003,1,0.5542,0.1205,0.0668,0.5542,6.748,1,-26.6474,0.1482,-3.9489,-26.6474,0.3085,1,0.0692,3.2418,0.2243,0.0692,2.3569,1,0.7962,0.4243,0.3378,0.7962,0.1369,20.3355,-0.5524,1,-0.9948,-0.5524,0.5787,-0.9948,TASCA_SINISTRA_DAVANTI_PANTALONI
-8.8636,3.7919,1.9473,13.337,?,-3.2558,3.48,1.8655,6.5116,-22.7143,-8.8636,3.7919,1.9473,13.337,?,13.0851,7.5698,2.7513,10.7308,0.4416,2.7224,1,-0.6774,0.3673,-0.2488,-0.6774,1.0439,1,0.7078,0.958,0.678,0.7078,1.0896,1,0.5009,0.9177,0.4597,0.5009,2.1384,1,-1.5713,0.4676,-0.7348,-1.5713,0,1,0,0,0.0143,0,2.0482,1,1.2429,0.4882,0.6068,1.2429,0.2698,21.0091,0.2003,1,-0.985,0.2003,-0.3556,-0.985,TASCA_SINISTRA_DAVANTI_PANTALONI
-8.9992,5.4432,2.3331,12.2009,?,-2.3916,6.1097,2.4718,7.8147,-3.3871,-8.9992,5.4432,2.3331,12.2009,?,13.1226,12.4826,3.5331,13.2121,0.2772,3.7628,1,-0.6858,0.2658,-0.1822,-0.6858,0.9439,1,0.6604,1.0595,0.6996,0.6604,0.8909,1,0.4361,1.1225,0.4895,0.4361,2.0222,1,-2.4079,0.4945,-1.1907,-2.4079,0,1,0,0,0.0974,0,1.5613,1,0.9235,0.6405,0.5915,0.9235,0.2943,20.8269,0.8765,1,-0.9968,0.8765,-0.909,-0.9968,TASCA_SINISTRA_DAVANTI_PANTALONI
-5.1206,34.8533,5.9037,19.6058,-34.6013,-1.2194,7.7674,2.787,9.3569,-2.4111,-5.1206,34.8533,5.9037,19.6058,-34.6013,8.0106,67.2329,8.1996,27.5248,0.0051,4.1994,1,-0.6392,0.2381,-0.1522,-0.6392,2.1183,1,0.72,0.4721,0.3399,0.72,4.4871,1,0.5184,0.2229,0.1155,0.5184,2.8811,1,-135.2565,0.3471,-46.9463,-135.2565,0.2008,1,0.0199,4.981,0.0991,0.0199,2.0953,1,0.7123,0.4773,0.3399,0.7123,0.1469,12.8,0.939,1,-0.9968,0.939,-0.9242,-0.9968,TASCA_SINISTRA_DAVANTI_PANTALONI
