@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.0351,0.6784,0.8237,8.8306,-0.4483,-0.0216,1.8244,1.3507,12.93,-1.216,-0.0145,1.7161,1.31,17.1007,-1.2199,1.1958,2.7909,1.6706,9.5178,0.004,-1.6227,-2.427,0.0294,1.4957,-0.0181,-0.0121,0.6098,0.6288,0.493,1.0311,0.8085,0.7841,0.3719,0.3953,0.2431,1.0631,0.6537,0.6149,0.3853,0.2909,-71.8222,0.755,-186.4272,-246.9201,1.045,0.7915,0.6381,0.7574,0.6106,0.8061,0.683,0.5164,0.9278,0.7561,1.3585,1.7967,0.0001,1.7766,-0.237,-0.2242,0.1095,-0.1797,-0.0141,-0.2562,-14.8277,13.6382,3.693,22.0367,?,56.8137,12.6664,3.559,12.7518,0.7892,-0.6815,131.555,11.4697,33.3542,-0.7169,-0.261,21.7565,-83.3618,1.0377,0.322,0.3103,1.0767,0.1037,0.0963,-0.4617,1.5823,-3.4271,0,0,3.1131,1.7281,0.6607,0.3823,0.1991,82.4682,0.7285,-0.5385,-0.9283,0,0,0,0,0,PANTALONI
-0.0432,5.67,2.3812,23.6129,-0.3465,-0.3282,3.384,1.8396,15.9756,-0.5209,-0.1184,3.2585,1.8051,19.0225,-0.8002,2.6864,5.2193,2.2846,20.3589,0.0059,0.1317,0.3651,-0.0161,2.7722,-0.1222,-0.0441,1.2944,1.3191,1.0423,1.0191,0.8052,0.7901,1.6755,1.7401,1.0864,1.0385,0.6484,0.6243,1.1106,0.7186,-50.6281,0.647,-45.5882,-70.4556,1.6695,1.6596,0.8563,0.9941,0.5129,0.516,1.4781,1.2413,1.1598,0.8398,0.7847,0.9344,0.0012,3.9418,0.4681,0.3806,0.2868,0.0187,-0.0319,0.1247,-25.4851,71.8765,8.478,38.6398,?,-11.9518,314.6623,17.7387,52.6199,-0.9446,-20.3078,21.3566,4.6213,25.3189,?,2.1323,1.2549,0.5885,0.4779,1.8345,3.8385,0.2284,3.3655,14.7338,1.5117,1.5261,1.0095,0,1,0,0.7343,1.5261,2.0783,0.1218,65.9558,-0.7961,-0.9156,0.9171,6.214,13.2138,3.6351,13,0,PANTALONI
-0.0027,0.0271,0.1647,2.6612,-1.4625,-0.0195,0.054,0.2324,3.9273,-1.259,-0.1196,0.004,0.0634,0.5541,-1.7722,0.1951,0.0618,0.2485,2.7113,0.0042,0.1362,0.0222,-0.0136,0.1631,-0.1,-0.613,0.7087,2.5988,0.6626,3.6671,0.935,0.255,0.5022,6.7535,0.4391,13.4479,0.8743,0.065,0.7221,4.4621,-136.6065,6.1793,-189.1781,-30.615,0.6216,5.407,0.3969,8.6985,0.6385,0.0734,0.6776,4.8029,0.9815,7.088,1.4485,0.2044,0.0004,0.2873,0.8318,0.4098,-0.0788,0.2591,0.031,-0.1253,-41.8648,0.0625,0.25,42.659,?,-2.1015,0.1397,0.3738,2.9388,?,-9.5301,0.1286,0.3585,10.2585,?,19.921,4.3929,0.2205,0.6689,0.6973,1.0425,0.4474,0.4863,1.0867,14.5156,4.1584,0.2865,1,1,1,14.5156,4.1584,0.2865,0.1508,53.4964,0.5711,-0.5263,-0.3679,0,0,0,0,0,PANTALONI
0.099,4.0521,2.013,15.3251,-0.3046,-0.5158,3.9589,1.9897,8.4058,-0.9636,-0.1172,0.8785,0.9373,5.2543,-0.9621,2.6565,2.122,1.4567,11.8689,0.0103,-0.1919,-0.8444,0.0373,4.4003,-0.1942,-0.0441,1.0117,2.1477,1.3819,2.1228,1.3659,0.6434,1.0236,4.6124,1.9096,4.5063,1.8657,0.414,0.8673,1.3887,-29.0052,1.6011,-33.4423,-20.8873,2.7442,4.3868,0.9796,1.5986,0.357,0.2233,1.8232,2.9167,1.2912,1.5998,0.7082,0.4427,0.0019,3.9372,0.6097,0.3135,0.2334,0.1471,-0.0198,0.0756,-15.763,41.7986,6.4652,27.7191,-19.0951,7.8764,102.4783,10.1232,29.2206,0.0041,-33.8893,10.2863,3.2072,36.7798,?,-2.0013,0.4651,-0.2324,0.6387,2.0158,3.1564,0.4079,4.0635,9.9626,-221.3077,0.7161,-0.0032,0.047,0,0,0.9486,0.7537,0.7945,0.1331,57.6135,0.5076,0.0517,0.8792,5.5261,42.5908,6.5262,18,0,PANTALONI
-0.0205,0.008,0.0894,0.8122,-3.1044,-0.0678,0.0142,0.1193,1.6931,-0.7228,-0.1531,0.0079,0.0888,0.557,-2.6003,0.216,0.0119,0.1092,0.9882,0.0166,0.3031,0.1342,-0.0951,0.4427,-0.3138,-0.7089,0.7494,1.0072,0.8189,1.3441,1.0928,0.813,0.5615,1.0145,0.6705,1.8067,1.1941,0.661,0.8649,1.5272,-36.8472,1.7657,-42.6029,-24.128,0.2014,1.2792,0.1969,6.3527,0.978,0.1539,0.4797,1.4583,0.8219,3.0397,1.7133,0.5636,0.0006,0.3149,0.3161,-0.1003,-0.1803,0.1616,-0.0401,-0.446,-35.6402,0.0766,0.2767,36.5997,?,-7.6069,0.2142,0.4628,8.4,?,23.6399,0.0903,0.3004,1.2589,0.9484,4.6852,-1.5076,-0.3218,0.5978,0.9209,1.5406,0.3573,0.8481,2.3734,4.3571,-1.5803,-0.3627,1,0,0,4.3571,29.0739,6.6727,0.1519,66.887,-0.6413,-0.2621,0.1435,0,0,0,0,0,PANTALONI
0.0321,0.0032,0.0562,0.3504,-0.7627,-0.0306,0.0023,0.048,0.2897,-1.4866,-0.1093,0.0047,0.0687,0.3275,-5.5263,0.1445,0.0032,0.0567,0.292,0.0649,-1.049,-0.294,0.2224,0.2803,-0.212,-0.7565,1.1702,0.8184,0.9906,0.6993,0.8465,1.2105,1.3694,0.6697,0.9813,0.4891,0.7166,1.4652,0.8755,0.5467,-7.4784,0.6244,-8.5421,-13.68,1.7065,3.9611,0.6366,2.3212,0.373,0.1607,1.2097,1.0699,1.2,0.8844,0.992,1.1217,0.0004,0.2102,-0.3796,0.0408,0.2027,-0.189,-0.033,-0.8477,-24.7291,0.0604,0.2457,25.3189,?,-27.9874,0.0385,0.1961,28.4988,?,18.8161,0.0357,0.1888,0.9003,0.9533,0.8836,-1.3143,-1.4874,1.2525,1.3011,1.0388,1.5687,1.6928,1.0791,0.8884,-1.3791,-1.5523,1,0,0,0.8884,28.1237,31.6559,0.1467,71.5325,-0.3306,-0.2454,0.2818,0,0,0,0,0,PANTALONI
-1.708,4.5214,2.1264,7.0254,-18.8729,-0.1471,0.5178,0.7196,3.1758,-1.5054,-1.1667,4.1299,2.0322,8.2773,-9.0665,2.582,6.8024,2.6081,9.2779,0.0134,11.6082,1.4639,-0.6615,0.1261,-0.057,-0.4519,2.9549,1.0463,0.8153,0.3541,0.2759,0.7792,8.7314,1.0948,0.6647,0.1254,0.0761,0.6071,3.4964,0.8949,-52.9819,0.256,-15.1532,-59.2014,0.2789,0.4299,0.0376,1.5416,0.1348,0.0874,2.2122,0.8487,0.7572,0.3837,0.3423,0.8922,0.0628,3.8225,0.016,0.8349,-0.9646,-0.039,-0.0106,-0.9363,-6.1131,233.6592,15.2859,52.625,-0.472,-6.7748,5.1823,2.2765,12.875,?,-25.9485,18.4098,4.2907,31.125,?,0.9023,0.2356,0.2611,6.7148,3.5626,0.5306,45.088,12.6921,0.2815,1.3107,0.5422,0.4137,0,0,1,4.0874,1.6908,0.4137,0.21,47.7762,-0.7652,0.6579,-0.1928,8.1985,21.3499,4.6206,12,0,PANTALONI
0.1505,16.2068,4.0258,47.044,-1.2226,-0.4252,2.8094,1.6761,9.3674,-1.5773,0.2084,8.3856,2.8958,36.4042,-0.5403,3.511,15.3212,3.9142,31.4348,0.0153,-0.3539,0.722,0.0429,-2.0403,-0.1211,0.0594,2.4018,1.3902,1.0285,0.5788,0.4282,0.7398,5.7688,1.9327,1.0578,0.335,0.1834,0.5473,4.514,2.0266,-52.9161,0.449,-11.7226,-26.1109,5.8235,0.8955,0.663,0.1538,0.1139,0.7404,5.0221,1.2923,1.4966,0.2573,0.298,1.1581,0.0017,5.1207,-0.0753,0.6714,-0.1818,0.1241,0.0206,0.0587,-45.8704,177.6622,13.329,56.6986,?,-20.7954,25.3045,5.0304,28.6789,?,27.8738,249.5182,15.7961,58.139,-0.001,2.2058,-1.6456,-0.7461,2.6497,0.8438,0.3185,7.021,0.712,0.1014,1.977,952.7692,481.9231,1,0,0,1.977,0.9752,0.4933,0.1999,94.5402,-0.3136,0.9144,-0.1679,0.9479,0.0494,0.2222,1,0,PANTALONI
0.1238,0.0272,0.1649,0.8681,-0.6081,-0.1741,0.0247,0.1573,0.7731,-3.6933,-0.0645,0.0148,0.1217,0.6753,-1.6305,0.3036,0.0244,0.1561,0.6583,0.0731,-0.7111,-1.9208,0.4078,2.7012,-0.5735,-0.2123,1.0487,1.3549,1.0564,1.2919,1.0073,0.7797,1.0998,1.8357,1.116,1.6691,1.0147,0.6079,0.5396,0.7843,-6.322,1.4535,-11.7162,-8.0605,3.2771,2.1028,0.7601,0.6417,0.2319,0.3615,1.1229,1.2855,1.3188,1.1449,1.1745,1.0259,0.0008,0.4619,-0.3819,-0.2931,0.6247,-0.0137,-0.8149,-0.2211,-7.6588,1.9886,1.4102,9.4193,?,-54.0176,0.2922,0.5406,55.1987,?,11.7035,0.7156,0.8459,3.9001,0.6977,0.1418,-0.6544,-4.6155,2.6086,1.667,0.6391,6.8048,2.779,0.4084,0.1706,-1.0466,-6.1334,1,0,0,0.1706,2.4151,14.153,0.1986,73.38,-0.9036,-0.9297,0.8611,1,0,0,0,1,PANTALONI
0.0352,0.0103,0.1012,0.6485,-0.4887,-0.0444,0.0061,0.0778,0.5111,-1.7832,-0.1139,0.0061,0.0783,0.7128,-1.7312,0.1811,0.0058,0.0762,0.4582,0.0849,-0.7922,-0.3086,0.1941,0.3896,-0.245,-0.629,1.3015,1.2932,1.3282,0.9936,1.0205,1.0271,1.694,1.6724,1.7642,0.9872,1.0415,1.0549,0.6501,0.4712,-5.0069,0.7247,-7.7012,-10.6263,2.3723,1.6691,0.87,0.7036,0.3667,0.5213,1.2689,0.9098,1.4154,0.717,1.1154,1.5558,0.0004,0.2724,-0.0135,-0.1144,0.5284,-0.2405,-0.2467,-0.3984,-19.1299,0.0441,0.2099,19.6198,?,-49.8393,0.0617,0.2485,50.3387,?,16.7501,0.073,0.2701,1.4404,0.9172,0.3838,-1.1421,-2.9755,0.8447,0.7771,0.92,0.7135,0.6039,0.8464,0.3898,-1.2294,-3.1542,1,0,0,0.3898,13.6208,34.947,0.1963,85.7192,0.1603,-0.1211,0.3492,?,?,?,?,?,PANTALONI
0.1031,9.6981,3.1142,22.5925,-1.1495,-0.3833,5.1569,2.2709,13.2687,-1.1613,-0.1067,2.6281,1.6211,12.8972,-1.1212,3.5287,5.2006,2.2805,12.3078,0.0149,-0.269,-0.9661,0.0292,3.591,-0.1086,-0.0302,1.3714,1.921,1.3656,1.4008,0.9958,0.7109,1.8806,3.6902,1.8648,1.9622,0.9916,0.5053,1.6946,1.7722,-65.1034,1.0458,-38.4177,-36.7349,1.7121,1.7287,0.8413,1.0097,0.4914,0.4867,1.7027,1.7517,1.8356,1.0288,1.0781,1.0479,0.0014,5.1364,-0.1225,-0.0406,-0.01,0.0344,0.0431,0.0109,22.407,37.086,6.0898,23.0576,0.3027,24.9082,13.7402,3.7068,12.4023,0.6048,9.4487,29.1409,5.3982,24.1058,-0.362,0.8996,2.3715,2.6362,1.6429,1.1281,0.6867,2.6991,1.2726,0.4715,0.5274,-1.562,-2.9619,1.0537,1.8683,1.773,1.8591,0.9565,0.5145,0.1196,57.4128,-0.9109,0.3918,-0.6315,0,0,0,0,0,PANTALONI
0.5558,6.3634,2.5226,15.1847,-0.6678,-0.8031,5.5658,2.3592,12.1576,-1.7385,0.692,7.0591,2.6569,16.4516,-0.5685,3.7033,6.7068,2.5897,13.3058,0.0083,-0.692,0.8031,0.1501,-1.1606,-0.2169,0.1869,1.0693,0.9494,0.9741,0.888,0.911,1.0259,1.1433,0.9014,0.9488,0.7885,0.8299,1.0525,0.7878,1.0197,-54.4179,1.2944,-69.0784,-53.3674,2.0508,0.868,0.6786,0.4233,0.3309,0.7817,1.249,0.923,1.1412,0.739,0.9137,1.2364,0.0043,5.461,0.127,0.2427,0.3582,0.2459,-0.3064,0.3829,-11.6516,12.7371,3.5689,20.7596,?,3.2463,168.3623,12.9755,45.7184,-1.3518,-31.0887,18.1476,4.26,34.3185,?,-3.5892,0.3748,-0.1044,0.2751,0.8378,3.0459,0.0757,0.7019,9.2774,0.79,0.6049,0.7657,0,1,0,0.4541,0.6049,1.3322,0.1204,54.9774,0.8069,-0.6927,-0.8099,0,0,0,0,0,PANTALONI
0.1063,8.1411,2.8533,19.26,-0.5972,-0.7187,6.8666,2.6204,13.7628,-0.9328,0.0145,6.1887,2.4877,26.176,-0.8975,3.8353,7.0149,2.6486,14.4621,0.024,-0.1479,7.3239,0.0277,-49.513,-0.1874,0.0038,1.0889,1.1469,1.0773,1.0533,0.9894,0.9393,1.1856,1.3155,1.1605,1.1095,0.9789,0.8822,1.0842,0.5816,-20.245,0.5365,-18.6725,-34.8062,1.6934,0.8741,0.8138,0.5162,0.4806,0.931,1.3994,0.7358,1.3318,0.5258,0.9516,1.81,0.0026,5.5604,0.3803,0.2236,0.2281,0.0779,-0.0827,0.0135,-8.4722,6.1207,2.474,11.3388,?,3.2983,26.5439,5.1521,28.0182,-3.3646,-34.6485,3.129,1.7689,35.939,?,-2.5686,0.2445,-0.0952,0.4802,1.3986,2.9126,0.2306,1.9561,8.4831,0.525,0.3155,0.601,0,1,0,0.4047,0.3155,0.7796,0.1293,48.5363,-0.2901,0.0488,-0.917,0,0,0,0,0,PANTALONI
0.7103,6.5529,2.5599,14.6803,-0.3367,-0.9969,5.5605,2.3581,13.9723,-1.446,-0.2845,10.0768,3.1744,28.2944,-2.407,4.0385,7.4604,2.7314,21.682,0.0442,-0.7125,-2.4971,0.1759,3.5046,-0.2469,-0.0704,1.0856,0.8064,0.9372,0.7428,0.8633,1.1622,1.1785,0.6503,0.8784,0.5518,0.7453,1.3507,0.4477,0.185,-3.6852,0.4132,-8.2311,-19.9197,1.9226,1.3224,0.4841,0.6878,0.2518,0.3661,1.0507,0.5188,0.6771,0.4938,0.6444,1.305,0.0045,6.1675,0.1446,-0.0494,0.5221,0.2446,-0.2615,-0.4901,-5.676,17.4763,4.1805,15.3595,?,-23.9002,161.4306,12.7055,48.4192,-2.4051,-18.9322,38.5694,6.2104,34.1385,?,0.2375,0.2998,1.2624,0.329,0.6731,2.0458,0.1083,0.4531,4.1855,0.4491,0.4499,1.0018,0,1,0,0.3172,0.4499,1.4183,0.1112,50.476,0.1456,-0.2845,-0.9575,0,0,0,0,0,PANTALONI
0.172,0.0211,0.1452,0.9069,-0.5047,-0.0711,0.0262,0.1617,1.2053,-0.6795,-0.2269,0.0069,0.0833,0.503,-7.742,0.3458,0.0207,0.1438,0.795,0.0802,-2.4178,-0.7581,0.4973,0.3135,-0.2057,-0.656,0.8975,1.7426,1.0091,1.9416,1.1244,0.5791,0.8056,3.0368,1.0184,3.7698,1.2642,0.3354,0.6238,0.6828,-4.3886,1.0947,-7.0358,-6.4274,0.8398,10.4748,0.6973,12.4728,0.8304,0.0666,0.7524,1.8029,1.1407,2.3962,1.5161,0.6327,0.0011,0.5458,-0.6077,-0.4284,0.6663,0.0356,-0.2054,-0.6276,-24.6949,0.0876,0.2959,25.1999,?,-25.0609,0.0794,0.2818,25.56,?,-12.0938,0.0746,0.2731,12.7197,?,0.9854,2.042,2.0722,1.0499,1.0833,1.0318,1.1024,1.1736,1.0646,0.9859,1.9812,2.0095,1,1,1,0.9859,1.9812,2.0095,0.1393,61.8496,-0.4296,0.1476,0.2046,0,0,0,0,0,PANTALONI
0.068,0.0162,0.1273,0.7338,-0.5688,-0.078,0.0078,0.0881,0.5155,-1.4875,-0.1171,0.0067,0.082,0.4591,-4.3166,0.2192,0.0071,0.0841,0.4595,0.0536,-0.8712,-0.5805,0.3101,0.6663,-0.356,-0.5343,1.4445,1.5527,1.5142,1.0749,1.0483,0.9752,2.0865,2.4109,2.2929,1.1555,1.099,0.9511,0.8632,0.7138,-10.2205,0.827,-11.8408,-14.3176,2.2574,5.4177,0.9634,2.3999,0.4268,0.1778,1.4237,1.5986,1.5969,1.1229,1.1217,0.999,0.0006,0.3361,-0.1359,-0.2092,0.4846,-0.459,-0.1257,-0.5322,-25.2871,0.0598,0.2444,25.679,?,-26.4493,0.0434,0.2084,26.8188,?,-8.9724,0.1522,0.3902,9.8389,?,0.9561,2.8183,2.9479,1.1731,0.6265,0.5341,1.3761,0.3925,0.2853,0.9575,2.61,2.7258,1,1,1,0.9575,2.61,2.7258,0.1322,60.7088,-0.254,-0.5435,-0.0576,0,0,0,0,0,PANTALONI
0.0539,0.0234,0.153,0.9311,-0.8972,-0.0351,0.011,0.105,0.6166,-1.0638,-0.1357,0.0093,0.0966,0.7129,-3.5908,0.2337,0.0117,0.1082,0.6797,0.0363,-1.5354,-0.3971,0.2306,0.2586,-0.1502,-0.5806,1.4573,1.5836,1.414,1.0867,0.9702,0.8929,2.1238,2.5079,1.9993,1.1808,0.9414,0.7972,1.3854,0.7897,-17.2145,0.57,-12.4255,-21.7992,1.6428,3.1607,0.6959,1.924,0.4236,0.2202,1.5101,1.3061,1.3699,0.8649,0.9071,1.0488,0.0005,0.3539,0.035,-0.3723,0.5561,-0.2684,0.2059,-0.5425,-21.3255,0.4955,0.7039,22.6196,?,-29.3942,0.2442,0.4941,30.5389,?,-9.6126,0.0221,0.1486,9.8999,?,0.7255,2.2185,3.0579,1.4245,4.7355,3.3243,2.0293,22.4253,11.0509,0.7407,2.2848,3.0848,1,1,1,0.7407,2.2848,3.0848,0.1351,60.3324,-0.8179,-0.2452,0.1508,0,0,0,0,0,PANTALONI
0.1141,0.037,0.1924,1.0032,-0.3329,-0.0944,0.1583,0.3978,2.3954,-0.8113,-0.2428,0.0338,0.184,1.2066,-1.2645,0.4832,0.0766,0.2768,1.2738,0.0587,-1.2097,-0.4701,0.2363,0.3886,-0.1953,-0.5026,0.4838,1.0461,0.6954,2.1626,1.4374,0.6647,0.234,1.0944,0.4835,4.6766,2.0661,0.4418,0.2335,0.3719,-3.1564,1.5925,-13.5167,-8.4879,0.5691,1.4125,0.5562,2.4821,0.9773,0.3938,0.4188,0.8314,0.7875,1.9853,1.8805,0.9472,0.001,0.7159,-0.4953,0.1075,0.6391,-0.3212,-0.3235,0.1344,-26.4367,1.5948,1.2629,28.0197,?,-25.1641,2.2992,1.5163,28.4393,?,-9.724,0.0953,0.3087,10.3195,?,1.0506,2.7187,2.5878,0.8329,4.0914,4.9125,0.6936,16.7395,24.1326,0.9852,2.7152,2.7559,1,1,1,0.9852,2.7152,2.7559,0.1325,61.3246,-0.9836,0.0319,0.0364,0,0,0,0,0,PANTALONI
