@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.6521,14.2078,3.7693,26.8103,-1.2771,-0.399,38.5971,6.2127,49.8045,-1.0259,-0.4173,13.9754,3.7384,20.2857,-0.9295,6.1471,29.7516,5.4545,28.0847,0.0244,1.6344,1.5626,-0.1061,0.9561,-0.0649,-0.0679,0.6067,1.0083,0.691,1.6619,1.139,0.6854,0.3681,1.0166,0.4775,2.7618,1.2973,0.4697,0.5962,1.5387,-21.3872,2.5808,-35.8727,-13.8999,0.4789,1.1199,0.409,2.3384,0.854,0.3652,0.5383,1.3216,0.9546,2.4552,1.7734,0.7223,0.0058,9.2942,0.5561,-0.1165,-0.2719,-0.6026,-0.3011,0.1505,-35.5092,124.6188,11.1633,52.4124,-4.495,2.3548,305.0993,17.4671,64.4272,-0.5443,3.4169,51.0088,7.142,25.8484,-0.4283,-15.0795,-10.3923,0.6892,0.6391,1.563,2.4457,0.4085,2.4431,5.9813,1.8881,5.5311,2.9295,0.2286,0.5271,2.3053,0.8135,2.0277,2.4925,0.2383,56.2874,0.6699,-0.3188,-0.3609,0,0,0,0,0,PANTALONI
-0.0822,14.3528,3.7885,25.3436,-0.8325,-0.7288,43.1522,6.569,44.6092,-0.5321,0.1578,16.6706,4.083,19.8579,-0.7595,7.3281,21.0374,4.5867,29.7801,0.0274,0.1127,-0.5205,-0.0112,-4.6172,-0.0994,0.0215,0.5767,0.9279,0.826,1.6089,1.4322,0.8902,0.3326,0.861,0.6823,2.5885,2.0512,0.7924,0.7432,1.3432,-13.7149,1.8074,-18.4551,-10.2108,0.475,1.2254,0.4517,2.5798,0.9509,0.3686,0.5681,1.2762,0.851,2.2464,1.498,0.6668,0.0051,11.0521,-0.1588,-0.1472,-0.0363,-0.2661,0.0588,0.1635,-7.6962,782.0867,27.9658,72.8668,-1.3194,31.1099,86.5077,9.301,31.8695,0.3263,-18.9899,36.764,6.0633,38.5239,?,-0.2474,0.4053,-1.6382,3.0068,4.6123,1.534,9.0407,21.2732,2.3531,-2.6856,1.076,-0.4006,0.6641,0,0,2.2864,1.8915,0.8273,0.2534,76.4049,0.5276,-0.379,0.0597,0,0,0,0,0,PANTALONI
-0.2052,0.1897,0.4356,1.8793,-1.8167,-0.3674,0.827,0.9094,4.6688,-1.0487,-0.2136,0.4825,0.6947,3.7328,-0.8886,1.0994,0.5133,0.7164,2.9573,0.0218,0.5584,0.9604,-0.1866,1.7199,-0.3342,-0.1943,0.479,0.6271,0.608,1.3091,1.2693,0.9696,0.2294,0.3932,0.3697,1.7139,1.6112,0.9401,0.5072,0.6901,-18.374,1.3607,-36.2277,-26.624,0.2928,0.3376,0.2207,1.153,0.7538,0.6538,0.4025,0.5035,0.6355,1.2507,1.5787,1.2622,0.0031,1.715,0.0621,0.0179,-0.1954,0.9899,-0.1637,-0.1018,14.9604,5.5554,2.357,7.5,0.6155,-43.0464,0.4826,0.6947,44.248,?,-3.0833,25.8707,5.0863,14.557,-2.8457,-0.3475,-4.852,13.9609,3.3929,0.4634,0.1366,11.5115,0.2147,0.0187,-0.2713,-1.1143,4.1078,0,5.1525,0,0.1695,0.5152,3.0396,0.3025,63.0827,0.6646,0.853,0.2135,4.1432,0,0,0,1,PANTALONI
0.0984,1.4799,1.2165,7.3495,-1.0055,-1.1534,4.9067,2.2151,10.2043,-2.2615,0.0915,2.1034,1.4503,6.0334,-0.495,2.8577,1.6717,1.293,6.3477,0.1071,-0.0853,1.0753,0.0344,-12.6065,-0.4036,0.032,0.5492,0.8388,0.9409,1.5273,1.7132,1.1217,0.3016,0.7036,0.8853,2.3327,2.9351,1.2582,0.5208,1.8444,-4.8417,3.5418,-9.2975,-2.6251,1.1713,0.9081,0.5155,0.7753,0.4401,0.5677,0.7202,1.2181,1.1578,1.6913,1.6076,0.9505,0.0077,4.1672,0.3452,0.0391,-0.1606,-0.3112,-0.6525,0.4287,-22.8164,34.7641,5.8961,36.3965,?,43.9334,16.8782,4.1083,15.6315,0.6765,2.7993,4.1834,2.0453,7.6398,-0.1269,-0.5193,-8.1507,15.6942,1.4352,2.8827,2.0086,2.0597,8.3101,4.0346,-1.1136,42.293,-37.9785,0,0,7.1269,2.3284,4.7641,2.0461,0.3284,69.6244,0.978,0.6349,0.5175,4.872,1.4462,1.2026,5.1599,0.4454,PANTALONI
-0.3073,1.849,1.3598,7.0215,-0.8449,-0.4323,0.7735,0.8795,4.4305,-2.1826,-0.3879,2.8277,1.6816,7.168,-1.5363,2.0719,1.5891,1.2606,4.7218,0.0958,0.7109,0.7923,-0.1483,1.1144,-0.2086,-0.1872,1.5461,0.8086,1.0787,0.523,0.6977,1.3339,2.3905,0.6539,1.1635,0.2735,0.4867,1.7794,1.0584,0.7406,-6.4273,0.6998,-6.0729,-8.6783,2.7339,1.3467,0.7288,0.4926,0.2666,0.5412,1.5848,0.9796,1.487,0.6181,0.9383,1.5181,0.0044,3.2222,-0.5224,0.5466,0.1896,0.1047,-0.6066,-0.1859,-82.2348,91.2036,9.5501,99.3546,?,56.527,66.8219,8.1745,26.3723,0.6418,-35.0702,168.3394,12.9746,44.8122,?,-1.4548,2.3449,-1.6118,1.1683,0.7361,0.63,1.3649,0.5418,0.3969,-2.1031,2.2171,-1.0542,0,1,0,3.7674,2.2171,0.5885,0.7005,173.8321,-0.8471,-0.9631,0.944,7.6926,12.2813,3.5045,16.7461,0.1983,PANTALONI
-0.6911,11.6683,3.4159,17.1198,-1.064,-1.7881,15.9355,3.9919,18.1452,-2.319,-0.3773,11.369,3.3718,17.2265,-0.8,5.3486,14.1828,3.766,16.0705,0.0075,0.3865,1.8317,-0.1292,4.7393,-0.3343,-0.0705,0.8557,1.0131,0.907,1.1839,1.06,0.8953,0.7322,1.0263,0.8227,1.4017,1.1236,0.8016,0.6961,1.1527,-72.6843,1.6559,-104.4151,-63.057,1.5172,0.8667,0.5123,0.5713,0.3376,0.591,0.9435,0.9938,1.0653,1.0533,1.1291,1.0719,0.0132,8.3628,0.8631,0.0868,-0.5592,0.3219,-0.6957,0.0266,-19.6825,52.6734,7.2576,40.2649,?,-28.0668,79.2631,8.903,43.1366,-3.9012,-20.7527,40.0758,6.3305,30.2719,-4.184,0.7013,0.9484,1.3524,0.8152,1.1464,1.4064,0.6645,1.3143,1.9778,1.1727,1.648,1.4053,0,0,1.5072,0.9334,1.3301,1.425,0.2708,69.2657,-0.9357,-0.861,0.9471,0.2703,0.7378,0.8589,4,0,PANTALONI
-0.3317,5.0625,2.25,17.5465,-1.0404,-0.4701,17.2561,4.154,28.613,-1.5157,0.1963,9.8103,3.1321,16.6649,-0.693,4.5279,11.9966,3.4636,19.3345,0.0199,0.7055,-1.6901,-0.0733,-2.3955,-0.1038,0.0433,0.5416,0.7184,0.6496,1.3263,1.1993,0.9043,0.2934,0.516,0.422,1.759,1.4384,0.8178,0.519,1.3115,-22.7812,2.5271,-43.8949,-17.3697,0.7561,0.8736,0.4359,1.1555,0.5766,0.499,0.6132,1.0529,0.9075,1.717,1.4799,0.8619,0.0042,6.7808,0.2057,0.2791,-0.1174,-0.6856,-0.3817,0.4139,-93.4747,24.5873,4.9586,100.75,?,-10.027,287.0854,16.9436,58.9375,-3.0299,-4.3609,93.8551,9.6879,30.625,-1.7684,9.3223,21.4349,2.2993,0.2927,0.5118,1.7489,0.0856,0.262,3.0588,2.2736,5.1502,2.2652,0,0,1.322,1.7094,3.2898,1.9245,0.6446,115.6751,0.923,0.6012,0.4719,2.7671,3.4252,1.8507,6,0.25,PANTALONI
0.3619,15.6006,3.9498,19.4689,-0.6003,-2.9897,13.6017,3.6881,15.0908,-3.7048,0.2663,20.3364,4.5096,19.7346,-0.7275,6.244,19.6911,4.4375,14.9371,0.0048,-0.1211,1.3589,0.058,-11.2248,-0.4788,0.0427,1.071,0.8759,0.8901,0.8178,0.8311,1.0163,1.147,0.7671,0.7923,0.6688,0.6908,1.0328,0.6146,0.8787,-101.8091,1.4298,-165.6604,-115.8598,3.7929,1.065,0.8106,0.2808,0.2137,0.7611,1.2901,0.9865,1.3034,0.7647,1.0103,1.3212,0.0207,9.6879,0.3306,0.433,0.1086,0.2254,-0.8027,0.2131,-17.3302,112.096,10.5875,39.299,?,-21.1931,541.3436,23.2668,71.8781,-1.062,-22.7236,43.3605,6.5849,29.6387,?,0.8177,0.7627,0.9326,0.455,1.6079,3.5334,0.2071,2.5852,12.4847,1.0616,1.3259,1.249,0,1,0,0.5467,1.3259,2.4251,0.2437,70.2351,-0.5154,-0.9626,0.6636,17.4589,17.2483,4.1531,25,0.0385,PANTALONI
-0.517,9.1449,3.024,15.1074,-1.1479,-2.3385,9.9047,3.1472,11.8935,-9.8621,-0.0944,12.5161,3.5378,16.6544,-0.5334,4.568,16.4435,4.0551,14.618,0.0296,0.2211,5.4749,-0.1132,24.7621,-0.5119,-0.0207,0.9609,0.8548,0.7457,0.8896,0.7761,0.8724,0.9233,0.7307,0.5561,0.7914,0.6024,0.7612,0.7477,1.3936,-18.1264,1.864,-24.2441,-13.0065,6.4237,0.6476,0.4669,0.1008,0.0727,0.721,1.2702,0.9071,1.0335,0.7141,0.8136,1.1393,0.016,7.164,0.6877,0.257,-0.3895,-0.0687,-0.9072,0.2755,-22.1753,108.3326,10.4083,44.9466,?,-21.825,402.6583,20.0663,64.6469,-1.5477,-16.9447,267.1842,16.3458,53.9962,-1.5173,1.0161,1.3087,1.288,0.5187,0.6368,1.2276,0.269,0.4055,1.507,1.1445,1.381,1.2067,0,0,1.183,0.6953,0.8324,1.1973,0.2362,71.6416,-0.8601,-0.5714,0.8139,6.5416,32.2002,5.6745,22.6253,0.1533,PANTALONI
-0.4231,4.1363,2.0338,10.2963,-0.6854,-1.4029,8.3018,2.8813,17.2273,-2.1765,-0.3451,10.1992,3.1936,33.3029,-0.3918,3.7804,10.6125,3.2577,23.8982,0.023,0.3016,1.2261,-0.1119,4.0652,-0.3711,-0.0913,0.7059,0.6368,0.6243,0.9022,0.8845,0.9803,0.4982,0.4055,0.3898,0.814,0.7823,0.9611,0.3547,0.4466,-7.4391,1.259,-20.9713,-16.6573,1.1264,0.2553,0.2497,0.2267,0.2217,0.9782,0.5977,0.3092,0.4308,0.5173,0.7209,1.3935,0.0108,5.7612,-0.5428,-0.2704,0.2798,0.3076,-0.5504,0.0765,-3.2517,230.6084,15.1858,48.4787,-3.8676,-26.1414,72.4709,8.513,40.6784,-6.1376,-18.345,24.6572,4.9656,23.2788,?,0.1244,0.1773,1.425,1.7838,3.0582,1.7144,3.1821,9.3526,2.9391,1.1012,1.6547,1.5026,1.7475,0,0,1.1918,2.0825,1.7474,0.2293,55.3811,-0.7804,-0.7992,0.4559,0.5214,0.2495,0.4995,1,0,PANTALONI
0.031,0.2252,0.4745,1.797,-0.9716,0.1187,0.323,0.5684,2.3271,-0.5924,-0.063,0.2579,0.5078,3.0763,-0.646,0.8024,0.1813,0.4257,1.9444,0.0758,0.2615,-0.4929,0.0387,-1.8848,0.1479,-0.0785,0.8349,0.9345,1.1146,1.1193,1.335,1.1927,0.6971,0.8732,1.2423,1.2527,1.7822,1.4226,1.0229,0.7334,-5.5508,0.7171,-5.4268,-7.5682,0.6237,0.4877,0.4332,0.7819,0.6946,0.8883,0.7722,0.5841,0.9242,0.7565,1.1968,1.5822,0.001,1.2089,0.3817,-0.3854,0.3497,-0.1904,0.5333,0.0924,-38.2839,2.1585,1.4692,39.7186,?,0.3855,2.9677,1.7227,5.1575,-0.7549,17.0551,25.6265,5.0623,17.0395,0.397,-99.3092,-2.2447,0.0226,0.8528,0.2902,0.3403,0.7273,0.0842,0.1158,17.9023,-3.5401,-0.1977,0,0,0.104,7.7012,2.331,0.3027,0.2994,56.9068,0.5084,0.9321,0.7257,0,0,0,0,0,PANTALONI
-0.645,3.793,1.9476,12.538,-0.6189,-1.4842,7.7435,2.7827,17.5494,-3.209,-0.2608,9.2779,3.046,17.7977,-1.0122,4.0056,7.4566,2.7307,15.5612,0.0355,0.4346,2.4729,-0.161,5.69,-0.3705,-0.0651,0.6999,0.6394,0.7132,0.9136,1.0191,1.1155,0.4898,0.4088,0.5087,0.8346,1.0385,1.2442,0.3582,0.5354,-8.3794,1.4945,-23.3903,-15.6506,1.8575,0.8756,0.48,0.4714,0.2584,0.5483,0.7144,0.7045,0.8057,0.986,1.1278,1.1437,0.0119,6.1427,0.4159,0.0985,0.0084,0.6285,-0.6084,-0.2342,-33.4115,158.4576,12.588,49.6185,-6.0691,-13.9676,105.2129,10.2573,38.3392,-12.3153,-3.6634,171.0535,13.0787,38.4583,-1.3742,2.3921,9.1205,3.8128,1.2272,0.9625,0.7843,1.5061,0.9264,0.6151,1.2013,1.9138,1.593,2.4377,0.4333,0.1778,1.2942,1.2902,0.9969,0.2638,59.3374,-0.8306,-0.4753,0.0265,0.3913,0.586,0.7655,3,0,PANTALONI
-0.085,0.3887,0.6235,2.4261,-1.0325,-0.4992,0.9572,0.9784,3.5448,-1.7792,0.2585,0.8796,0.9379,4.5272,-0.2006,1.3801,0.6441,0.8026,3.6733,0.0451,0.1702,-0.3286,-0.0616,-1.931,-0.3617,0.1873,0.6373,0.6648,0.7768,1.0432,1.219,1.1685,0.4061,0.4419,0.6034,1.0882,1.486,1.3655,0.5431,1.6293,-7.1072,3.0001,-13.0869,-4.3622,0.9359,0.3166,0.3103,0.3383,0.3316,0.9802,0.6844,0.5359,0.6605,0.783,0.965,1.2324,0.0043,1.9923,0.8354,-0.1254,-0.6197,0.2708,-0.3362,0.5578,-38.208,0.0629,0.2508,38.6993,?,-1.6649,0.2731,0.5226,2.7588,?,21.5885,0.2599,0.5098,2.0401,0.9093,22.9487,-1.7698,-0.0771,0.4799,0.492,1.0252,0.2303,0.2421,1.051,14.0277,-1.8916,-0.1348,1,0,0,14.0277,18.9693,1.3523,0.3277,61.4614,-0.7164,0.4673,-0.1774,0,0,0,0,0,PANTALONI
-0.4527,1.635,1.2787,7.2321,-2.0533,-0.7084,3.5171,1.8754,11.9235,-1.6492,0.073,3.3381,1.8271,13.7838,-0.3945,2.4933,2.9858,1.7279,12.8524,0.0325,0.6391,-6.1977,-0.1816,-9.6979,-0.2841,0.0293,0.6818,0.6999,0.74,1.0265,1.0853,1.0574,0.4649,0.4898,0.5476,1.0536,1.178,1.118,0.6552,1.2473,-11.2774,1.9037,-17.2118,-9.0415,0.5263,0.2396,0.1783,0.4553,0.3388,0.7441,0.6065,0.5247,0.5627,0.865,0.9277,1.0725,0.0061,3.8724,0.5588,-0.2278,-0.3319,0.0763,-0.3208,0.5541,-24.9652,71.786,8.4727,43.0786,?,-19.7514,136.6908,11.6915,44.3375,-1.7371,-25.3127,21.4505,4.6315,31.0196,?,1.264,0.9863,0.7803,0.7247,1.8294,2.5244,0.5252,3.3466,6.3724,1.5309,1.3888,0.9071,0,1,0,0.9716,1.3888,1.4293,0.2905,71.8291,-0.9405,-0.9238,0.9323,3.6286,0.2335,0.4832,1,0.75,PANTALONI
-0.0367,0.2785,0.5277,2.1674,-0.9882,-0.3101,0.5141,0.717,3.0945,-1.2385,-0.0846,0.5823,0.7631,4.1807,-0.5604,1.1373,0.186,0.4312,2.4756,0.1032,0.1184,0.4342,-0.0323,3.6657,-0.2727,-0.0744,0.736,0.6916,1.2238,0.9396,1.6626,1.7695,0.5417,0.4783,1.4976,0.8829,2.7644,3.131,0.6292,0.7175,-3.7794,1.1404,-6.0066,-5.2673,0.7886,0.4069,0.3949,0.516,0.5007,0.9705,0.7004,0.5184,0.8755,0.7402,1.25,1.6887,0.0023,1.6737,0.2014,-0.3992,0.0595,0.1367,-0.1197,0.3605,-35.7403,0.1811,0.4256,36.6592,?,-7.8202,1.3935,1.1805,10.0189,?,22.6843,0.2937,0.5419,2.1591,0.9109,4.5702,-1.5756,-0.3447,0.3606,0.7854,2.1784,0.13,0.6169,4.7454,3.659,-1.6603,-0.4538,1,0,0,3.659,16.9788,4.6403,0.3075,66.2449,-0.6133,0.1725,0.2351,0,0,0,0,0,PANTALONI
0.2842,6.1708,2.4841,15.5329,-0.5926,-0.5086,13.1204,3.6222,18.3117,-2.436,0.1076,17.1172,4.1373,16.225,-1.1787,5.2221,9.4894,3.0805,15.728,0.0236,-0.5588,2.6405,0.0544,-4.7251,-0.0974,0.0206,0.6858,0.6004,0.8064,0.8755,1.1759,1.3431,0.4703,0.3605,0.6503,0.7665,1.3826,1.8038,0.4452,0.6585,-15.1889,1.479,-34.1161,-23.0674,1.83,1.3096,0.6055,0.7156,0.3308,0.4623,0.8483,0.9573,0.9876,1.1286,1.1643,1.0316,0.0042,8.1568,0.6685,0.44,0.0452,0.8603,-0.34,-0.1263,-6.8612,279.308,16.7125,52.919,-0.4899,-28.8208,13.5473,3.6807,33.4198,?,-30.2254,1.1673,1.0804,32.28,?,0.2381,0.227,0.9535,4.5406,15.4684,3.4067,20.6172,239.2712,11.6054,0.5206,0.539,1.0353,0,0,1,1.5835,1.6394,1.0353,0.2981,75.8577,0.64,0.0671,-0.029,296.7606,8418.9463,91.7548,330,0.1316,PANTALONI
1.6884,2.4093,1.5522,7.3954,-0.4512,-1.9938,3.8254,1.9559,9.619,-2.9291,-0.0453,4.3762,2.0919,10.8284,-1.3809,3.7882,3.0887,1.7575,8.5007,0.0378,-0.8468,-37.2575,0.4457,43.9968,-0.5263,-0.012,0.7936,0.742,0.8832,0.935,1.1129,1.1903,0.6298,0.5505,0.78,0.8742,1.2385,1.4168,0.3207,0.3661,-6.8803,1.1418,-21.4559,-18.7911,2.0816,1.1204,0.5768,0.5383,0.2771,0.5148,0.7688,0.683,0.87,0.8883,1.1316,1.2738,0.018,5.9245,-0.7102,-0.4709,0.74,0.4723,-0.7408,-0.4683,38.4405,92.9247,9.6397,26.375,0.491,33.9588,23.8653,4.8852,18.4375,0.5816,25.7656,232.9586,15.263,44.9375,0.0638,1.132,1.4919,1.318,1.9732,0.6316,0.3201,3.8937,0.3989,0.1024,0.9927,8.3061,8.3673,1.1759,1.0794,0.918,1.4305,0.5869,0.4103,0.3986,98.1649,-0.453,-0.7669,0.0803,2,0,0,0,1,PANTALONI
