@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
6.1349,25.2411,5.0241,20.5835,-0.4172,2.1142,12.2863,3.5052,13.0151,-0.2472,6.1349,25.2411,5.0241,20.5835,-0.4172,10.6547,28.988,5.3841,19.4414,0.0576,2.9018,1,0.5758,0.3446,0.1984,0.5758,1.4333,1,0.9331,0.6977,0.651,0.9331,2.0544,1,0.8707,0.4868,0.4238,0.8707,2.3491,1,-5.0957,0.4257,-2.1693,-5.0957,1.3918,1,0.704,0.7185,0.5058,0.704,1.5815,1,1.0588,0.6323,0.6695,1.0588,0.0893,15.7082,-0.8166,1,0.8743,-0.8166,-0.5199,0.8743,0.2877,0.0037,0.0606,0.2073,0.4833,-0.1989,0.0786,0.2803,0.6959,-3.6384,0.4969,0.0054,0.0738,0.2341,0.6062,-1.4461,0.5789,-0.4003,0.2161,0.821,3.7983,0.0467,0.674,14.4274,-0.3553,0.5382,-1.5148,2.6747,0.6751,0.2524,0.2979,0.8858,2.9731,0.0061,1.0752,0.6768,-0.8569,-0.2925,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
5.5298,31.2724,5.5922,21.2989,-0.1607,2.1872,16.5517,4.0684,14.4236,-0.509,5.5298,31.2724,5.5922,21.2989,-0.1607,10.3913,37.0581,6.0875,22.3845,0.1486,2.5283,1,0.5322,0.3955,0.2105,0.5322,1.3745,1,0.9186,0.7275,0.6683,0.9186,1.8894,1,0.8439,0.5293,0.4466,0.8439,0.606,1,-0.7549,1.6502,-1.2458,-0.7549,1.9198,1,0.698,0.5209,0.3636,0.698,1.4767,1,0.9515,0.6772,0.6444,0.9515,0.0812,15.7991,-0.8522,1,0.9472,-0.8522,-0.7418,0.9472,0.2847,0.0065,0.0808,0.3158,0.1972,-0.184,0.0609,0.2467,0.6912,-4.9693,0.3293,0.0047,0.0686,0.2704,0.4452,-1.5472,0.8646,-0.5588,0.3274,1.1779,3.5974,0.1072,1.3875,12.941,-0.1348,0.3575,-2.6515,3.3969,0.8069,0.2375,0.4568,1.1675,2.5558,0.0047,0.8603,0.6365,-0.9431,-0.4426,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
2.3621,2.5862,1.6082,6.4112,-0.1831,6.7029,3.508,1.873,7.7114,0.2964,2.3621,2.5862,1.6082,6.4112,-0.1831,7.6997,5.4835,2.3417,9.4229,0.2954,0.3524,1,0.3068,2.8376,0.8705,0.3068,0.8586,1,0.6868,1.1646,0.7998,0.6868,0.7372,1,0.4716,1.3564,0.6397,0.4716,-0.3054,1,-0.2511,-3.2747,0.8223,-0.2511,0.4944,1,0.4052,2.0226,0.8195,0.4052,0.8314,1,0.6804,1.2028,0.8184,0.6804,0.0749,11.545,0.5332,1,0.7698,0.5332,0.9445,0.7698,0.3757,0.0016,0.04,0.1519,0.6591,0.0343,0.0238,0.1542,0.4261,-1.1026,0.3555,0.0104,0.1018,0.3603,0.3335,10.947,1.0568,0.0965,0.2592,0.3926,1.5148,0.0672,0.1541,2.2946,-1.3147,1.6296,-1.2395,2.1993,0.8246,0.3749,0.3566,0.4217,1.1828,0.0052,0.8799,-0.6239,-0.6218,0.7422,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
2.0027,2.8636,1.6922,10.6941,-0.1395,5.1798,5.4177,2.3276,10.8761,0.1396,2.0027,2.8636,1.6922,10.6941,-0.1395,6.1514,8.1568,2.856,15.4602,0.1565,0.3866,1,0.3256,2.5864,0.8421,0.3256,0.727,1,0.5925,1.3755,0.815,0.5925,0.5286,1,0.3511,1.8919,0.6642,0.3511,-0.7415,1,-0.4562,-1.3487,0.6152,-0.4562,0.7424,1,0.512,1.3469,0.6897,0.512,0.9833,1,0.6917,1.017,0.7035,0.6917,0.059,9.4128,0.5298,1,0.7577,0.5298,0.9454,0.7577,0.2271,0.0019,0.0441,0.1599,0.519,-0.1184,0.0076,0.0874,0.3562,-10.2267,-0.0564,0.0344,0.1853,0.5858,-1.0975,-1.9179,-4.0286,2.1005,0.5051,0.2381,0.4713,0.2552,0.0567,0.2221,-0.5318,-0.563,1.0585,10.4798,1.1905,0.1136,0.449,0.273,0.608,0.0026,0.532,0.1404,0.0507,0.9252,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
4.3951,15.7792,3.9723,14.0878,-0.0181,2.0155,17.1401,4.1401,13.3202,-0.6009,4.3951,15.7792,3.9723,14.0878,-0.0181,8.4114,20.6421,4.5434,16.1184,0.1785,2.1806,1,0.5225,0.4586,0.2396,0.5225,0.9595,1,0.8743,1.0422,0.9112,0.8743,0.9206,1,0.7644,1.0863,0.8303,0.7644,0.0501,1,-0.0715,19.9528,-1.4272,-0.0715,1.663,1,0.7052,0.6013,0.424,0.7052,1.0576,1,0.874,0.9455,0.8264,0.874,0.0653,13.0261,-0.6175,1,0.964,-0.6175,-0.4714,0.964,0.1214,0.0382,0.1955,0.5572,-1.0324,-0.2106,0.014,0.1184,0.415,?,-0.0891,0.0081,0.0898,0.3209,-1.5617,-0.5764,-1.3626,2.3639,1.6518,2.177,1.3179,2.7284,4.7391,1.737,0.6821,1.4469,2.1213,0,2.1887,0,1.3427,1.7365,1.2932,0.0026,0.5444,0.8941,-0.734,-0.375,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
5.5158,21.833,4.6726,15.8836,-0.0109,3.6466,10.0336,3.1676,13.0805,-0.1652,5.5158,21.833,4.6726,15.8836,-0.0109,9.9101,29.6351,5.4438,18.6003,0.1658,1.5126,1,0.5566,0.6611,0.368,0.5566,1.4751,1,0.8583,0.6779,0.5819,0.8583,2.176,1,0.7367,0.4596,0.3386,0.7367,0.0921,1,-0.0462,10.8563,-0.5014,-0.0462,1.3996,1,0.7047,0.7145,0.5035,0.7047,1.2143,1,0.8539,0.8235,0.7032,0.8539,0.0861,14.9956,-0.7027,1,0.9398,-0.7027,-0.4604,0.9398,0.2929,0.0151,0.1231,0.3835,0.0904,-0.2001,0.0432,0.2079,0.5576,-27.2969,0.1474,0.0054,0.0732,0.3005,0.2032,-1.4638,1.9868,-1.3572,0.5918,1.6821,2.8424,0.3502,2.8293,8.0793,-0.0708,0.4972,-7.0176,21.3953,1.1178,0.0522,0.6878,1.2761,1.8554,0.0038,0.6449,0.9891,-0.8225,-0.75,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
3.8065,12.4828,3.5331,11.2428,-0.0003,2.6466,11.4971,3.3907,13.4362,-0.8792,3.8065,12.4828,3.5331,11.2428,-0.0003,7.7185,12.8703,3.5875,12.8044,0.2509,1.4383,1,0.4932,0.6953,0.3429,0.4932,1.042,1,0.9848,0.9597,0.9451,0.9848,1.0857,1,0.9699,0.921,0.8933,0.9699,0.0006,1,-0.0009,1679.84,-1.466,-0.0009,1.5719,1,0.6575,0.6362,0.4183,0.6575,0.8368,1,0.878,1.1951,1.0493,0.878,0.06,11.6777,-0.8591,1,0.9821,-0.8591,-0.8936,0.9821,0.0241,0.0314,0.1773,0.5407,-2.417,-0.3075,0.0156,0.1248,0.5118,?,-0.5763,0.0183,0.1351,0.6694,?,-0.0783,-0.0418,0.5336,1.4205,1.3124,0.9239,2.0178,1.7224,0.8536,0.7473,0.5713,0.7645,0,0,1,1.0565,0.8076,0.7645,0.0065,1.0444,0.5402,-0.9862,-0.4148,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
6.0752,21.5198,4.6389,18.1111,-0.0495,-0.5887,31.0926,5.5761,17.0637,-0.9135,6.0752,21.5198,4.6389,18.1111,-0.0495,10.5706,36.5561,6.0462,24.7977,0.0136,-10.3188,1,0.5747,-0.0969,-0.0557,0.5747,0.8319,1,0.7673,1.202,0.9222,0.7673,0.6921,1,0.5887,1.4448,0.8505,0.5887,0.1049,1,-2.5044,9.5329,-23.8738,-2.5044,1.9351,1,0.6864,0.5168,0.3547,0.6864,1.0614,1,0.7304,0.9422,0.6881,0.7304,0.0906,17.482,-0.7309,1,0.9842,-0.7309,-0.6746,0.9842,0.2828,0.0092,0.0961,0.2958,0.2611,-0.2434,0.0495,0.2224,0.5823,-18.4782,0.4919,0.0288,0.1697,0.451,0.4131,-1.1617,0.5749,-0.4948,0.4322,0.5663,1.3102,0.1868,0.3207,1.7168,-0.1893,0.3294,-1.7402,13.3935,0.521,0.0389,0.5081,0.6559,1.291,0.0065,1.0239,0.7773,-0.8813,-0.9703,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
5.9864,42.7485,6.5382,25.5997,-0.2133,-0.3643,40.6167,6.3731,25.8639,-0.7427,5.9864,42.7485,6.5382,25.5997,-0.2133,11.5663,64.1413,8.0088,29.646,0.0476,-16.4308,1,0.5176,-0.0609,-0.0315,0.5176,1.0259,1,0.8164,0.9747,0.7958,0.8164,1.0525,1,0.6665,0.9501,0.6332,0.6665,0.4083,1,-3.0346,2.4494,-7.433,-3.0346,1.4217,1,0.6778,0.7034,0.4768,0.6778,0.9898,1,0.8635,1.0103,0.8724,0.8635,0.0874,18.5921,-0.7795,1,0.9135,-0.7795,-0.595,0.9135,0.2427,0.0435,0.2086,0.5768,-0.1533,-0.323,0.0681,0.2609,0.6967,-14.553,0.2949,0.0357,0.189,0.5411,0.1025,-0.7515,0.8232,-1.0954,0.7994,1.1034,1.3803,0.6391,1.2176,1.9053,0.1176,-1.241,-10.5516,11.1636,0.8296,0.0743,0.8278,1.066,1.2878,0.0052,0.8974,0.9077,-0.9924,-0.9181,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
3.8034,21.6567,4.6537,17.6754,-0.1668,2.0197,29.2524,5.4086,20.5021,-0.8672,3.8034,21.6567,4.6537,17.6754,-0.1668,9.0208,24.2025,4.9196,21.0011,0.0331,1.8832,1,0.4216,0.531,0.2239,0.4216,0.8604,1,0.9459,1.1622,1.0994,0.9459,0.7403,1,0.8948,1.3507,1.2087,0.8948,0.2654,1,-3.5103,3.7684,-13.2285,-3.5103,1.3796,1,0.6974,0.7248,0.5055,0.6974,0.8621,1,0.8416,1.1599,0.9762,0.8416,0.0611,13.6645,-0.659,1,0.9077,-0.659,-0.4779,0.9077,0.2058,0.0392,0.198,0.6416,-0.6414,-0.2195,0.0328,0.1811,0.504,-57.3615,0.0066,0.047,0.2168,0.7657,-0.2984,-0.9375,31.0033,-33.0688,1.0933,0.9132,0.8353,1.1952,0.834,0.6978,0.5061,1.4246,2.815,45.2574,0.6628,0.0146,1.2729,0.8379,0.6583,0.0032,0.6419,0.8622,-0.9262,-0.6632,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
