@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.996,1.5436,1.2424,11.3454,-1.7818,0.2009,5.5222,2.3499,13.704,-3.083,0.0421,1.959,1.3996,13.6088,-0.6814,2.4327,4.1408,2.0349,11.4508,0.0089,-4.9584,-23.6681,-0.4094,4.7734,0.0826,0.0173,0.5287,0.8877,0.6106,1.679,1.1548,0.6878,0.2795,0.7879,0.3728,2.8189,1.3336,0.4731,0.7023,1.3177,-71.072,1.8763,-101.2023,-53.9378,1.2152,0.5039,0.353,0.4147,0.2905,0.7006,0.8279,0.8337,0.9908,1.007,1.1968,1.1885,0.0069,3.6852,0.0574,-0.0977,-0.3472,-0.4219,-0.5414,0.1786,0.2887,0.8636,0.9293,7.0143,-0.286,0.1452,0.1139,0.3375,2.6468,-1.2005,0.1813,0.529,0.7273,4.1443,-0.6707,1.9881,1.5922,0.8008,2.7538,1.2777,0.464,7.5832,1.6326,0.2153,1.0802,0.9375,0.8679,4.5347,2.1989,0.4849,2.6501,1.6925,0.6387,0.0025,1.2453,0.2957,-0.3105,0.276,0,0,0,0,0,TASCA_DESTRA_DIETRO_PANTALONI
0.4361,4.1314,2.0326,13.4258,-0.5115,-1.9967,9.2665,3.0441,16.0908,-2.1143,0.3793,6.5896,2.567,25.7789,-0.2151,3.6409,11.0524,3.3245,23.9599,0.0032,-0.2184,1.1496,0.1198,-5.2638,-0.5484,0.1042,0.6677,0.7918,0.6114,1.1858,0.9157,0.7722,0.4458,0.627,0.3738,1.4062,0.8384,0.5962,0.4159,0.9956,-58.7567,2.3941,-141.2839,-59.0141,1.7192,0.4187,0.3695,0.2435,0.2149,0.8826,0.8344,0.5208,0.5603,0.6242,0.6716,1.0759,0.0145,5.5258,0.1322,0.3108,0.3318,-0.1125,-0.74,0.4461,0.4395,0.8876,0.9422,5.7347,-0.3746,-0.4369,1.1214,1.059,6.3094,-3.6085,1.2871,1.8928,1.3758,5.8469,-0.3641,-1.0059,0.3415,-0.3395,0.8897,0.6848,0.7697,0.7916,0.469,0.5924,0.3163,1.0013,3.1654,3.0473,0.9734,0.3194,0.9089,0.9808,1.0791,0.01,2.6592,-0.2563,-0.0963,0.0578,6.1748,13.2631,3.6419,13,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0176,0.0199,0.1409,1.7053,-0.3138,-0.1268,0.1108,0.3328,4.1298,-2.5083,-0.0207,0.0566,0.238,2.9369,-3.2901,0.2284,0.1519,0.3898,3.897,0.0094,-0.1388,-0.8483,0.077,6.1118,-0.555,-0.0908,0.4234,0.5921,0.3616,1.3984,0.8539,0.6106,0.1793,0.3506,0.1307,1.9555,0.7292,0.3729,0.1379,0.1808,-11.0211,1.3109,-79.9024,-60.9512,1.1027,1.8961,0.33,1.7195,0.2992,0.174,0.4129,0.5806,0.4376,1.4062,1.0597,0.7536,0.0009,0.3323,-0.8946,-0.8778,0.7244,0.859,-0.7113,-0.771,0.0035,0.0003,0.0181,0.0972,-0.6563,0.038,0.0005,0.0227,0.11,-0.2446,0.0064,0.0003,0.0175,0.1122,-1.027,0.0919,0.5425,5.9001,0.7992,1.0359,1.2962,0.6386,1.0731,1.6802,1.7812,0.6778,0.3805,0.6639,1.0607,1.5976,0.8835,0.8667,0.981,0.0003,0.0682,0.6692,0.2333,0.294,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
1.4917,8.9856,2.9976,12.2046,-0.5707,-1.593,7.773,2.788,11.5027,-1.858,0.5298,4.1887,2.0466,11.7424,-0.3301,4.1853,8.4737,2.911,11.7716,0.0099,-0.9364,2.8157,0.3564,-3.0069,-0.3806,0.1266,1.0752,1.4646,1.0298,1.3622,0.9578,0.7031,1.156,2.1452,1.0604,1.8557,0.9173,0.4943,0.593,1.5216,-37.5557,2.5658,-63.3308,-24.6823,1.9306,0.8802,0.6535,0.4559,0.3385,0.7425,1.061,1.0394,1.0368,0.9796,0.9772,0.9975,0.0156,6.4955,-0.3424,0.6498,0.6942,-0.1434,-0.6651,0.6042,0.2618,0.2717,0.5213,2.7493,-0.4862,-0.536,0.786,0.8865,3.8965,-6.1423,1.5788,4.0898,2.0223,6.3916,-0.0073,-0.4885,0.1658,-0.3395,0.588,0.2578,0.4384,0.3458,0.0664,0.1922,0.2684,19.4921,72.6214,3.3909,0.2915,0.086,0.7056,0.4301,0.6096,0.0117,2.6319,-0.5913,0.1966,-0.235,5.4583,42.0122,6.4817,18,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1024,0.0111,0.1053,0.6678,-4.318,-0.1459,0.042,0.205,1.8663,-2.4657,-0.0031,0.0137,0.1171,1.0457,-4.435,0.239,0.0415,0.2037,1.507,0.0068,0.702,33.0761,-0.4287,47.1165,-0.6106,-0.013,0.5134,0.8988,0.5166,1.7505,1.0063,0.5748,0.2636,0.8078,0.2669,3.0643,1.0126,0.3304,0.4084,0.6355,-52.2469,1.5561,-127.9387,-82.2152,0.2332,0.6527,0.0828,2.7989,0.3549,0.1268,0.3578,0.6387,0.4431,1.7848,1.2384,0.6939,0.0012,0.3537,0.5635,0.1014,-0.6113,0.5229,-0.8279,-0.538,-0.0176,0.0011,0.0336,0.2585,-3.1765,0.013,0.0016,0.0395,0.3482,-3.0874,0.0312,0.0005,0.0215,0.1207,-0.4524,-1.3524,-0.5648,0.4177,0.8516,1.5649,1.8377,0.7252,2.449,3.3771,0.7475,5.2289,6.9955,0.7265,0.7448,1.0252,0.7423,2.1416,2.885,0.0003,0.0879,0.8913,0.4974,0.481,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0018,0.0038,0.0615,0.2875,-0.7378,-0.0076,0.0037,0.0612,0.2999,-0.778,0.0038,0.0021,0.0462,0.2461,-0.8558,0.0877,0.0021,0.0454,0.2356,0.0289,-0.2425,0.4882,0.021,-2.0133,-0.0866,0.043,1.0056,1.3313,1.3566,1.3239,1.3491,1.0191,1.0112,1.7723,1.8405,1.7527,1.8202,1.0385,0.9302,1.0757,-17.4157,1.1564,-18.7229,-16.1902,0.9808,1.2477,0.682,1.2721,0.6953,0.5466,0.9587,1.1684,1.2204,1.2188,1.273,1.0445,0.0001,0.1371,0.7673,-0.1611,0.0042,0.3767,0.081,-0.0066,-0.0028,0.0003,0.0183,0.0983,-0.8797,0.0269,0.0004,0.0199,0.1196,-0.2619,0.0057,0.0001,0.0108,0.0523,-0.6443,-0.1035,-0.4901,4.737,0.9165,1.6856,1.8392,0.84,2.8414,3.3826,1.8525,2.2426,1.2106,0.5514,1.6424,2.9784,0.8214,1.8776,2.2857,0.0002,0.0529,0.66,0.0993,0.0565,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1363,1.3287,1.1527,7.1743,-0.4404,1.6925,4.7059,2.1693,7.6773,-0.1885,0.5675,2.9034,1.7039,9.4719,-0.2725,2.522,5.783,2.4048,10.1071,0.012,0.0805,0.2402,0.054,2.9824,0.6711,0.225,0.5314,0.6765,0.4793,1.2731,0.9021,0.7086,0.2824,0.4577,0.2298,1.6209,0.8138,0.5021,1.8012,1.0813,-17.7985,0.6003,-9.8815,-16.4598,0.7711,0.6691,0.4869,0.8678,0.6314,0.7276,0.9345,0.7574,0.7098,0.8105,0.7596,0.9372,0.0137,3.6157,0.5121,0.4865,0.5519,0.3721,0.9006,0.6498,0.5397,0.9705,0.9851,5.3561,-0.176,1.3748,2.9654,1.722,5.5015,-0.0137,-0.4484,0.7759,0.8809,3.5577,-5.9832,0.3925,-1.2035,-3.066,0.5721,1.1184,1.9549,0.3273,1.2508,3.8218,10.7541,0.2629,0.0244,0.8393,8.94,10.6523,0.9736,1.5055,1.5464,0.0118,2.5453,0.7284,-0.6564,-0.7171,8.1985,21.3499,4.6206,12,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.3091,11.8332,3.4399,26.8527,-3.8975,1.8942,7.3042,2.7026,19.3776,-0.4731,0.9394,13.6729,3.6977,44.4487,-1.4947,4.6304,21.1723,4.6013,29.4812,0.0118,-1.219,-2.458,-0.4987,2.0163,0.4091,0.2029,1.2728,0.9303,0.7476,0.7309,0.5874,0.8036,1.62,0.8654,0.5589,0.5342,0.345,0.6458,3.4338,0.8024,-60.6138,0.2337,-17.652,-75.5386,0.4168,0.3077,0.1838,0.7383,0.4409,0.5972,1.3858,0.6041,0.9108,0.436,0.6573,1.5077,0.0217,7.3585,-0.9122,-0.5977,-0.7375,0.418,0.6578,0.2889,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.9514,0.0462,0.2151,1,0,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0593,0.026,0.1612,0.8822,-2.7324,-0.018,0.0307,0.1753,0.8841,-1.938,-0.0058,0.0159,0.1261,0.6415,-1.589,0.238,0.0198,0.1409,0.7288,0.0109,3.2972,10.2835,-0.2491,3.1188,-0.0756,-0.0242,0.9192,1.2786,1.1443,1.3909,1.2448,0.895,0.845,1.6348,1.3094,1.9347,1.5496,0.801,1.1074,1.6404,-80.7394,1.4813,-72.9076,-49.2197,0.7855,0.954,0.3208,1.2145,0.4084,0.3363,0.9978,1.3753,1.2105,1.3782,1.2131,0.8802,0.0004,0.3692,0.0555,-0.0644,-0.4769,0.9893,-0.1872,-0.154,0.0398,0.0102,0.1007,0.4646,-0.2987,0.0772,0.0076,0.0872,0.4486,-0.266,0.0405,0.0029,0.0541,0.2318,-0.3248,0.5151,0.9835,1.9094,1.1549,1.8624,1.6126,1.3339,3.4686,2.6004,1.1339,1.8808,1.6587,1.0096,2.0448,2.0254,1.0357,2.0046,1.9355,0.0007,0.209,0.6593,0.6263,0.7813,1,0,0,0,1,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0194,0.0057,0.0752,0.5199,-1.9122,-0.0001,0.0115,0.1073,0.5517,-0.891,0.0045,0.0087,0.0931,0.4424,-0.9619,0.1358,0.0078,0.0882,0.3833,0.0204,179.5409,-4.2923,-0.1427,-0.0239,-0.0008,0.0333,0.701,0.8077,0.8526,1.1521,1.2162,1.0556,0.4914,0.6523,0.7269,1.3274,1.4791,1.1143,1.3132,1.5739,-42.7573,1.1985,-32.5607,-27.1672,0.6118,0.7917,0.4563,1.294,0.7457,0.5763,0.9423,1.1752,1.3564,1.2472,1.4395,1.1542,0.0001,0.2097,0.0319,-0.326,-0.1491,0.9016,0.1389,0.1814,-0.0024,0.0034,0.0582,0.3824,-2.6183,0.0199,0.0023,0.0477,0.2895,-0.6251,-0.0014,0.0011,0.0334,0.2051,-1.0042,-0.1203,1.712,-14.2285,1.2209,1.7414,1.4263,1.4907,3.0324,2.0342,2.4851,2.6929,1.0836,0.5933,1.0328,1.7407,1.321,1.8646,1.4115,0.0001,0.1074,0.673,0.0503,0.4572,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.456,8.1983,2.8633,18.4421,-1.1308,-0.0832,16.1121,4.014,21.185,-1.0274,0.3228,7.6379,2.7637,19.7919,-1.0257,4.959,7.676,2.7706,12.2117,0.0916,5.4827,-1.4127,-0.0919,-0.2577,-0.0168,0.0651,0.7133,1.036,1.0335,1.4524,1.4488,0.9975,0.5088,1.0734,1.068,2.1095,2.099,0.995,0.9116,0.9766,-7.9518,1.0713,-8.7226,-8.1423,0.8283,0.8859,0.6439,1.0695,0.7773,0.7268,0.8705,0.9318,1.5102,1.0704,1.7348,1.6207,0.0039,7.6249,-0.5724,-0.2009,0.1446,-0.3902,-0.0986,0.0448,-0.2253,1.2306,1.1093,5.1761,-1.3168,0.05,0.739,0.8596,4.3034,-0.8791,0.0442,1.5114,1.2294,5.7059,-1.3023,-4.5057,-5.092,1.1301,1.2905,0.9023,0.6992,1.6653,0.8142,0.4889,1.4613,0.9115,0.6238,0.9755,0.9014,0.9241,1.2028,0.9072,0.7542,0.0016,2.385,-0.5116,-0.174,-0.0039,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.3599,6.7427,2.5967,13.625,-0.5107,1.81,8.7664,2.9608,16.6915,-1.35,0.7753,7.2932,2.7006,15.9134,-0.4001,4.6135,5.5246,2.3504,12.7697,0.0307,0.1989,0.4643,0.078,2.3346,0.3923,0.168,0.877,0.9615,1.1048,1.0964,1.2597,1.149,0.7692,0.9245,1.2205,1.202,1.5868,1.3201,0.4804,1.0129,-11.3982,2.1085,-23.7269,-11.2532,1.2697,0.7935,0.6846,0.6249,0.5392,0.8628,0.8163,0.8562,1.067,1.0489,1.3071,1.2462,0.0144,6.9993,0.1041,0.2757,0.4266,0.1867,0.3693,0.4543,1.3142,2.2082,1.486,5.4239,-0.0412,0.4202,2.118,1.4553,7.4042,-0.51,0.5559,1.311,1.145,5.1942,-1.0811,3.1279,2.3642,0.7558,1.0211,1.2978,1.271,1.0426,1.6844,1.6156,0.0859,0.0796,0.9268,1.0623,2.087,1.9645,0.7325,1.0442,1.4255,0.0107,3.4194,0.3668,0.4775,-0.4494,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.0118,17.2893,4.158,29.3962,-1.5197,1.155,14.6857,3.8322,27.6545,-0.3478,0.5881,8.0969,2.8455,17.8561,-0.7153,4.7435,19.2507,4.3876,26.9998,0.0066,0.0102,0.02,0.0025,1.964,0.2435,0.124,1.085,1.4613,0.9477,1.3468,0.8734,0.6485,1.1773,2.1353,0.8981,1.8138,0.7629,0.4206,2.4845,2.381,-98.329,0.9583,-39.5769,-41.2973,0.5686,1.1207,0.4292,1.9711,0.7549,0.383,1.063,1.6463,1.0888,1.5487,1.0242,0.6613,0.0093,7.2517,-0.2596,0.2264,-0.213,0.4982,0.8156,0.4955,0.8904,2.1192,1.4558,5.8127,-0.1216,-0.1793,1.7928,1.3389,7.6306,-1.4064,1.7274,4.3098,2.076,9.9858,-0.4608,-4.9652,0.5154,-0.1038,1.0872,0.7012,0.645,1.1821,0.4917,0.416,0.1413,0.2001,1.4157,1.6343,0.7581,0.4639,0.7618,0.5821,0.7641,0.014,3.6638,-0.4113,0.2687,-0.0194,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
-1.5944,12.6494,3.5566,24.9467,-4.2404,1.9227,22.0853,4.6995,24.8651,-0.3538,0.5699,9.8795,3.1432,14.7679,-0.6613,5.8615,16.8207,4.1013,25.796,0.0229,-0.8292,-2.7977,-0.272,3.3738,0.328,0.0972,0.7568,1.1315,0.8672,1.4951,1.1459,0.7664,0.5728,1.2804,0.752,2.2355,1.313,0.5873,3.1062,3.4338,-33.3224,1.1055,-10.7278,-9.7042,0.2592,0.5355,0.1803,2.0661,0.6956,0.3367,1.0033,1.6893,0.9671,1.6837,0.9639,0.5725,0.0183,9.1082,-0.6803,-0.1237,-0.7354,0.6958,0.7734,0.3908,0.6269,1.4205,1.1918,6.21,-0.2568,-0.1503,1.1232,1.0598,6.963,-2.9829,0.0827,2.2868,1.5122,7.4661,-0.4572,-4.1708,7.5799,-1.8174,1.1246,0.7881,0.7008,1.2647,0.6211,0.4911,0.2433,0.5417,2.2261,2.8263,0.9644,0.3412,0.8919,0.8318,0.9326,0.0046,2.5174,-0.3254,0.6321,-0.0083,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.0349,0.0183,0.1352,1.0783,-1.1662,-0.0382,0.0258,0.1607,1.1029,-0.7225,0.0001,0.0083,0.0912,0.6131,-1.5915,0.1837,0.0214,0.1462,0.8575,0.0096,-0.9156,610.0805,0.1903,-666.2965,-0.2078,0.0003,0.8416,1.4833,0.9252,1.7625,1.0993,0.6237,0.7083,2.2001,0.856,3.1063,1.2085,0.3891,1.2548,1.5418,-69.9278,1.2288,-55.7299,-45.3543,0.7774,2.1042,0.5749,2.7067,0.7396,0.2732,0.9776,1.7588,1.2575,1.7991,1.2862,0.7149,0.0004,0.2849,-0.9282,0.0407,0.1618,0.2998,-0.0651,0.0949,-0.0105,0.0024,0.0489,0.2435,-2.3558,0.0184,0.0012,0.0347,0.235,-0.5411,0.0125,0.0011,0.0334,0.2275,-0.5021,-0.5667,-0.8332,1.4702,1.4074,1.4621,1.0389,1.9809,2.1378,1.0792,2.0721,2.248,1.0849,0.4759,0.4791,1.0067,1.0364,1.0704,1.0329,0.0002,0.0949,0.4265,0.6551,0.5744,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
0.0444,0.0131,0.1143,0.6481,-1.0663,-0.0513,0.0205,0.1432,0.7427,-1.1637,-0.0045,0.0132,0.1149,0.6441,-1.0644,0.1977,0.0123,0.1109,0.5127,0.0544,-0.8657,-9.924,0.2245,11.4631,-0.2594,-0.0226,0.798,0.9941,1.0303,1.2457,1.2911,1.0364,0.6368,0.9883,1.0615,1.5518,1.6669,1.0742,0.8373,1.007,-11.3367,1.2027,-13.5403,-11.2579,0.9138,1.0052,0.5785,1.1001,0.6331,0.5755,0.8726,1.0061,1.2641,1.153,1.4486,1.2564,0.0005,0.3085,-0.8225,-0.022,0.3486,0.583,-0.382,-0.1786,0.0142,0.0008,0.0286,0.1527,-0.7667,0.0327,0.0016,0.0395,0.2328,-0.3152,0.015,0.0012,0.0348,0.1955,-0.4099,0.4342,0.9441,2.1745,0.7231,0.8206,1.1349,0.5228,0.6734,1.2879,1.1879,1.1665,0.982,0.4883,0.6236,1.277,0.656,0.7814,1.1913,0.0003,0.0958,0.3649,0.4343,0.7503,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
