@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.2984,5.8975,2.4285,16.4352,-3.5644,0.2926,12.0874,3.4767,14.4383,-0.8744,0.2561,15.9296,3.9912,17.9964,-1.0809,5.2561,6.5281,2.555,16.2981,0.0413,-1.0196,-1.165,-0.0568,1.1427,0.0557,0.0487,0.6985,0.6085,0.9505,0.8711,1.3607,1.5621,0.4879,0.3702,0.9034,0.7588,1.8516,2.4401,1.9055,1.373,-18.3012,0.7205,-9.6044,-13.3297,0.4675,0.4163,0.2118,0.8907,0.4531,0.5087,1.1383,0.9133,1.0084,0.8023,0.8859,1.1042,0.0033,7.9995,-0.6506,0.1434,-0.4189,-0.0416,0.1826,-0.0628,3.7287,11.2816,3.3588,8.2095,0.065,3.3764,14.5519,3.8147,10.7014,-0.6085,6.4916,2.9559,1.7193,4.8936,0.3881,1.1044,0.5744,0.5201,0.8805,1.9536,2.2188,0.7753,3.8167,4.923,-0.141,0.1839,-1.3042,1.3198,1.0978,0.8319,0.7671,1.6776,2.1868,0.0547,15.0549,-0.906,-0.9452,0.9716,TASCA_DESTRA_DAVANTI_PANTALONI
-0.1338,4.7198,2.1725,10.585,-1.7597,-0.907,3.6872,1.9202,8.0628,-1.7329,0.2594,18.0897,4.2532,18.5259,-0.5008,4.5316,6.8686,2.6208,13.6629,0.0457,0.1475,-0.5156,-0.0295,-3.4959,-0.2001,0.0572,1.1314,0.5108,0.8289,0.4515,0.7327,1.6229,1.28,0.2609,0.6872,0.2038,0.5368,2.6337,1.3202,1.0918,-10.3228,0.827,-7.8193,-9.4552,1.3001,0.3107,0.2679,0.239,0.2061,0.8622,1.3128,0.5714,0.7747,0.4352,0.5901,1.3559,0.0064,6.7216,-0.2074,-0.4021,-0.4538,-0.1288,-0.3922,0.5385,3.0494,11.8274,3.4391,9.0586,-0.021,4.1154,8.5178,2.9185,10.8182,-0.6921,6.8664,2.5067,1.5832,5.1628,0.3805,0.741,0.4441,0.5994,1.1784,2.1722,1.8434,1.3885,4.7184,3.3981,0.042,-0.0586,-1.3952,1.3878,1.0646,0.7671,0.8373,1.7546,2.0954,0.0571,14.7446,-0.8167,-0.9533,0.9157,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0489,2.3167,1.5221,8.5047,-0.4227,0.0837,2.7952,1.6719,7.8823,-0.9925,0.2212,13.4461,3.6669,17.4742,-0.7861,3.9695,2.8591,1.6909,8.6482,0.122,-0.5848,-0.2212,-0.0123,0.3783,0.0211,0.0557,0.9104,0.4151,0.9002,0.4559,0.9888,2.1686,0.8288,0.1723,0.8103,0.2079,0.9777,4.7029,0.6435,0.3285,-2.1024,0.5105,-3.267,-6.3993,1.5111,0.611,0.6069,0.4044,0.4016,0.9932,1.079,0.4867,0.9834,0.4511,0.9114,2.0206,0.0016,5.7159,-0.2526,0.2381,0.3114,0.1856,-0.0425,0.3187,1.5451,3.7608,1.9393,5.6766,-0.0399,6.5212,0.278,0.5273,2.1236,0.7283,6.8392,0.5069,0.7119,2.2492,0.7098,0.2369,0.2259,0.9535,3.6778,2.7239,0.7406,13.5264,7.4197,0.5485,-0.0383,-0.0396,1.0346,0.6984,0.7042,1.0084,2.6731,2.5238,0.9442,0.0638,14.9392,-0.5584,-0.709,-0.1562,TASCA_DESTRA_DAVANTI_PANTALONI
-0.1397,3.2123,1.7923,11.2515,-1.021,0.7458,2.4301,1.5589,8.3195,-1.2857,0.3427,19.2114,4.3831,18.5251,-0.6253,4.3635,6.5065,2.5508,13.0228,0.0169,-0.1873,-0.4077,-0.032,2.1763,0.1709,0.0785,1.1497,0.4089,0.7026,0.3557,0.6111,1.7183,1.3219,0.1672,0.4937,0.1265,0.3735,2.9526,1.2147,0.7975,-25.4352,0.6566,-20.9401,-31.8933,1.5296,0.4885,0.4203,0.3193,0.2748,0.8604,1.3524,0.6074,0.864,0.4491,0.6388,1.4225,0.0056,6.3544,-0.3133,-0.2935,-0.3377,-0.153,0.2986,0.4353,1.4947,0.8474,0.9206,3.3975,0.0468,4.2993,0.6967,0.8347,3.1221,0.5095,8.581,0.3459,0.5881,2.6167,0.7148,0.3477,0.1742,0.501,1.1029,1.5652,1.4192,1.2164,2.4499,2.014,0.0514,0.0254,0.4945,0.5599,0.3885,0.6938,1.0882,1.2984,1.1931,0.0648,14.375,0.4264,-0.6411,-0.9551,TASCA_DESTRA_DAVANTI_PANTALONI
0.0338,1.3548,1.164,7.4659,-1.5033,-0.1785,22.2889,4.7211,24.683,-0.8672,0.4413,18.5545,4.3075,15.3988,-0.9302,5.5032,12.1407,3.4844,14.2022,0.0194,-0.1894,0.0766,0.0061,-0.4045,-0.0324,0.0802,0.2465,0.2702,0.3341,1.096,1.3549,1.2362,0.0608,0.073,0.1116,1.2013,1.8359,1.5283,0.3911,0.6042,-15.9273,1.5448,-40.7239,-26.3625,0.2256,0.3738,0.2059,1.657,0.9127,0.5508,0.3025,0.4848,0.5257,1.6029,1.738,1.0843,0.0032,7.6107,0.3502,-0.066,-0.0379,0.3217,0.095,0.2297,2.5633,4.3761,2.0919,6.6415,0.1086,3.3663,10.7015,3.2713,11.2169,-1.0535,7.9044,0.7738,0.8797,2.945,0.6602,0.7615,0.3243,0.4259,0.6395,2.378,3.7187,0.4089,5.655,13.829,-0.1406,0.1414,-1.0058,1.3639,0.8597,0.6303,0.5921,2.2552,3.8088,0.0598,15.027,-0.8355,-0.9014,0.9471,TASCA_DESTRA_DAVANTI_PANTALONI
0.1583,3.2926,1.8145,10.2561,-1.0403,0.0429,3.1284,1.7687,11.0852,-0.8729,0.0674,18.9577,4.354,17.3103,-0.5721,4.5841,4.3964,2.0968,12.161,0.0456,3.6903,2.3474,0.0345,0.6361,0.0094,0.0147,1.0259,0.4167,0.8654,0.4062,0.8435,2.0766,1.0525,0.1737,0.7489,0.165,0.7116,4.3121,1.0122,0.8301,-8.9967,0.8202,-8.8884,-10.8375,0.8493,0.4565,0.3945,0.5375,0.4645,0.8641,0.9252,0.5925,0.8434,0.6404,0.9115,1.4234,0.0012,6.3779,-0.3099,-0.3386,-0.3025,0.0601,-0.003,0.4006,2.9007,9.3138,3.0519,8.5674,0.0172,5.3702,9.4113,3.0678,11.0978,-0.4253,6.2896,0.6965,0.8346,3.2655,0.5521,0.5401,0.4612,0.8538,0.9948,3.6567,3.6758,0.9896,13.3718,13.5118,-0.0453,0.0373,-0.8228,1.1196,1.1958,1.0681,0.772,2.6237,3.3985,0.0584,14.9534,-0.9537,-0.6876,0.8259,TASCA_DESTRA_DAVANTI_PANTALONI
-0.2531,1.0374,1.0185,7.8938,-1.505,-0.6102,1.9079,1.3813,6.8843,-1.503,0.014,2.706,1.645,7.8632,-0.6007,1.9233,2.389,1.5456,5.98,0.0241,0.4148,-18.112,-0.1316,-43.6611,-0.3173,0.0073,0.7374,0.6192,0.659,0.8397,0.8937,1.0643,0.5438,0.3834,0.4343,0.7051,0.7986,1.1327,1.1472,1.6072,-32.139,1.4009,-28.014,-19.9972,1.1457,0.6415,0.5143,0.5599,0.4489,0.8017,1.1466,1.0039,1.32,0.8755,1.1512,1.3149,0.0044,2.8833,0.4652,0.0067,-0.2586,0.5491,-0.5923,-0.006,2.4523,8.7154,2.9522,8.1396,0.0413,3.8161,6.4805,2.5457,11.7479,-0.8228,7.6175,2.435,1.5604,4.2275,0.5221,0.6426,0.3219,0.501,1.1597,1.8919,1.6314,1.3449,3.5792,2.6614,-0.0662,0.076,-1.1483,1.3174,0.9599,0.7286,0.6929,1.9254,2.7789,0.0591,14.5032,-0.5506,-0.9767,0.4092,TASCA_DESTRA_DAVANTI_PANTALONI
-0.009,7.4681,2.7328,13.1659,-0.7369,-1.0323,15.3437,3.9171,19.2939,-1.5198,0.0874,14.1532,3.7621,20.5396,-0.9513,4.5721,17.134,4.1393,13.5367,0.0106,0.0087,-0.1024,-0.002,-11.8044,-0.2258,0.0191,0.6977,0.7264,0.6602,1.0412,0.9463,0.9089,0.4867,0.5277,0.4359,1.0841,0.8955,0.826,0.48,0.5578,-38.4296,1.1622,-80.0621,-68.8904,0.99,0.7201,0.554,0.7274,0.5596,0.7694,0.6824,0.641,0.9726,0.9394,1.4253,1.5173,0.0037,6.9276,-0.5704,-0.4341,0.1681,0.0288,-0.577,0.1049,3.6495,6.5594,2.5611,7.8976,0.0652,2.6865,23.7569,4.8741,13.6933,-1.2787,6.5328,2.6288,1.6214,4.3354,0.4525,1.3585,0.5586,0.4112,0.5255,1.5796,3.0062,0.2761,2.4952,9.0372,-0.0717,0.1537,-2.1441,1.4059,1.0668,0.7588,0.5767,1.8217,3.1585,0.0279,15.554,-0.6816,-0.8387,0.9548,TASCA_DESTRA_DAVANTI_PANTALONI
0.0868,6.3072,2.5114,14.4801,-1.073,-0.9329,32.6984,5.7183,36.058,-0.7644,-0.0256,32.1333,5.6686,25.3122,-0.7699,7.2863,18.9277,4.3506,20.0988,0.0507,-0.093,-3.3854,0.0119,36.4031,-0.128,-0.0035,0.4392,0.443,0.5773,1.0088,1.3144,1.303,0.1929,0.1963,0.3332,1.0176,1.7275,1.6977,0.4798,0.6807,-6.9888,1.4188,-14.5669,-10.2668,0.3418,0.4884,0.3299,1.4289,0.9653,0.6755,0.4016,0.5721,0.7204,1.4245,1.794,1.2594,0.0032,10.7281,-0.1623,-0.3261,-0.0683,-0.275,-0.1691,0.2838,3.4186,9.6535,3.107,8.9381,0.0177,3.2536,33.744,5.809,15.8772,-0.9127,5.2172,3.2756,1.8099,5.5685,0.2078,1.0507,0.6552,0.6236,0.5349,1.7167,3.2096,0.2861,2.9471,10.3017,-0.0213,0.1104,-5.1881,1.0962,1.2946,1.181,0.5629,1.6051,2.8512,0.0242,15.0542,-0.7489,-0.8151,0.9054,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0737,4.313,2.0768,10.1495,-1.062,-0.7188,21.0523,4.5883,27.2276,-1.5335,-0.2385,13.7556,3.7088,17.1265,-1.152,5.579,8.5749,2.9283,16.3388,0.0425,0.1025,0.309,-0.0132,3.0145,-0.1288,-0.0427,0.4526,0.56,0.7092,1.2371,1.5669,1.2666,0.2049,0.3135,0.503,1.5305,2.4551,1.6042,0.3172,0.5702,-7.214,1.7977,-22.744,-12.652,0.458,0.6185,0.2885,1.3504,0.6298,0.4664,0.3728,0.5926,0.6212,1.5898,1.6664,1.0482,0.0027,8.1891,0.2827,0.169,-0.2283,-0.0777,-0.3815,0.113,1.6528,8.3075,2.8823,9.0931,-0.1347,4.2364,18.3806,4.2873,15.5425,-1.0912,6.9183,0.9438,0.9715,3.247,0.5885,0.3901,0.2389,0.6124,0.6723,2.9668,4.413,0.452,8.8019,19.4743,0.1331,-0.2324,-1.7464,1.0782,1.0156,0.9419,0.585,2.8005,4.7868,0.0294,14.9545,-0.6811,-0.7983,0.8532,TASCA_DESTRA_DAVANTI_PANTALONI
