@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PANTALONI
-0.0568,5.1431,2.2678,17.2085,-0.7764,-0.0392,25.2409,5.024,31.8493,-1.3526,-0.1488,10.4112,3.2266,20.0072,-1.3682,5.1113,14.6965,3.8336,20.3873,0.0292,1.4493,0.3817,-0.0111,0.2634,-0.0077,-0.0291,0.4514,0.7028,0.5916,1.557,1.3105,0.8417,0.2038,0.494,0.35,2.4244,1.7175,0.7084,0.4107,0.6507,-12.2702,1.5842,-29.8741,-18.858,0.7156,1.1467,0.4613,1.6025,0.6447,0.4023,0.5403,0.8601,0.8441,1.5919,1.5622,0.9814,0.0009,7.5982,0.6744,0.2541,-0.0822,0.5154,-0.4528,-0.3339,7.3192,3.0869,1.757,5.052,0.4823,-0.5172,6.4991,2.5493,7.6696,-0.9627,-4.7728,9.9032,3.1469,10.08,-4.1726,-14.1525,-1.5335,0.1084,0.6892,0.5583,0.8101,0.475,0.3117,0.6563,-1.2511,-0.5788,0.4627,2.4973,5.0076,2.0052,0.6587,0.5012,0.7609,0.0456,14.6474,0.7475,0.9585,0.708,-0.131,0.4302,0.6559,3.3207,-0.9825,-0.46,2.4573,1.5676,7.3756,-1.3354,0.5133,3.3307,1.825,8.5985,-0.8323,0.2847,-0.2551,-0.8962,0.4184,0.3594,0.8589,0.1751,0.1292,0.7378,0.3902,0.4213,1.0798,0.5304,0.3569,0.673,0.4502,0.3862,0.8578,0.0037,3.2694,-0.2389,0.492,-0.0092,PANTALONI
0.2558,0.3534,0.5945,2.5023,-0.8149,-1.4092,3.9529,1.9882,7.9153,-9.2122,0.7432,2.236,1.4953,6.3464,-0.1812,2.0376,4.9942,2.2348,8.1652,0.0073,-0.1815,0.3442,0.1256,-1.8962,-0.6916,0.3647,0.299,0.3975,0.266,1.3296,0.8897,0.6691,0.0894,0.158,0.0708,1.7678,0.7915,0.4477,0.1574,1.1538,-18.8042,7.3326,-119.5014,-16.2973,1.7789,0.2566,0.1676,0.1443,0.0942,0.6532,0.3161,0.3943,0.3065,1.2472,0.9694,0.7772,0.0367,2.9643,-0.3728,0.1607,0.4367,-0.7455,-0.9557,0.8343,1.2372,3.1029,1.7615,5.6152,0.009,2.6089,0.2156,0.4644,1.5156,0.5881,8.5434,2.2753,1.5084,5.9785,0.3653,0.4742,0.1448,0.3054,3.7934,1.1678,0.3078,14.3901,1.3638,0.0948,0.0235,0.0148,0.6288,1.5398,0.6015,0.3906,3.7049,0.9392,0.2535,0.0518,12.3895,0.9812,-0.9602,-0.9105,0.5322,0.5294,0.7276,2.8393,-0.0157,-0.9916,1.6897,1.2999,4.4263,-149.9583,0.1191,0.0918,0.303,1.4087,-0.4252,-0.5367,4.4679,-8.3247,0.5597,2.4014,4.2902,0.3133,5.7667,18.4058,0.01,0.1047,10.4622,95.3333,2.8282,0.0297,0.6415,2.0156,3.1422,0.0065,1.7246,-0.8462,0.5594,-0.3285,PANTALONI
0.2294,1.6383,1.28,10.1544,-0.7894,-0.1491,11.0716,3.3274,31.6866,-1.421,0.5311,2.4023,1.55,14.555,-0.8104,2.8411,7.3973,2.7198,19.6199,0.014,-1.5389,0.4319,0.0807,-0.2807,-0.0525,0.1869,0.3847,0.8258,0.4706,2.1468,1.2234,0.5699,0.148,0.682,0.2215,4.6086,1.4967,0.3248,0.2409,0.6876,-16.1171,2.8546,-66.914,-23.4406,0.4336,0.7058,0.2852,1.6279,0.6578,0.4041,0.3205,0.6977,0.5176,2.177,1.615,0.7419,0.003,4.1164,-0.4662,-0.1114,0.1492,0.3236,-0.15,-0.0119,2.8846,3.2177,1.7938,5.9621,0.1907,6.4863,0.223,0.4723,2.9887,0.5933,-6.3455,2.1366,1.4617,7.7157,?,0.4447,-0.4546,-1.0222,3.7983,1.2272,0.3231,14.4269,1.506,0.1044,0.3223,-0.1821,-0.565,1.0026,0,0,1.9949,0.7727,0.3874,0.0474,15.7164,-0.3049,0.9404,-0.0083,0.2369,0.4435,0.666,6.1031,-0.2306,-0.228,1.7204,1.3117,7.4556,-1.3434,-0.1116,0.4002,0.6326,4.3711,-2.5692,-1.0389,-2.1233,2.0438,0.5078,1.0528,2.0734,0.2578,1.1083,4.2988,0.2676,0.3635,1.3584,1.5588,4.0496,2.5979,0.8186,1.3962,1.7057,0.0017,1.5214,0.264,-0.1293,0.2885,PANTALONI
0.355,0.023,0.1516,0.8253,-0.0114,-0.5495,0.1348,0.3671,2.0688,-4.4726,-0.225,0.0114,0.1066,0.606,-6.8652,0.7296,0.1154,0.3397,1.8513,0.0509,-0.6461,-1.5775,0.4866,2.4415,-0.7531,-0.3085,0.4131,1.423,0.4464,3.4446,1.0806,0.3137,0.1707,2.025,0.1993,11.8651,1.1677,0.0984,0.0055,0.0175,-0.0933,3.1963,-17.0334,-5.3291,2.1586,10.5904,0.4184,4.9061,0.1938,0.0395,0.3989,1.3618,0.4458,3.4137,1.1175,0.3274,0.0035,1.1421,-0.7042,-0.1206,0.7995,0.3216,-0.9678,-0.3665,-7.8636,0.0091,0.0956,7.9965,?,5.5569,0.02,0.1416,0.4789,0.918,1.8682,0.0006,0.0242,0.0928,0.951,-1.4151,-4.2091,2.9744,0.6753,3.9476,5.8457,0.456,15.5837,34.1721,-1.4911,-4.4429,2.9795,0,0,3.0864,16.6993,86.1629,5.1597,0.049,15.2888,1.0012,-0.8978,-0.9052,-0.0205,0.0001,0.0115,0.049,-45.0025,0.0294,0.0002,0.0133,0.0938,-0.2394,0.0026,0.0001,0.0103,0.0458,-0.7917,-0.6969,-7.8042,11.1978,0.866,1.1217,1.2952,0.75,1.2581,1.6774,2.647,2.3684,0.8947,0.0141,0.0417,2.9584,0.5227,1.0698,2.0465,0.0002,0.0587,-0.2252,-0.3532,0.3275,PANTALONI
-0.0963,1.421,1.192,7.1966,-0.9218,-0.1858,1.7,1.3038,8.3775,-1.3026,-0.3367,1.7422,1.3199,8.5313,-1.9698,1.5979,2.4671,1.5707,6.7861,0.005,0.5185,0.2862,-0.0603,0.5519,-0.1163,-0.2107,0.9143,0.9031,0.7589,0.9878,0.8301,0.8403,0.8359,0.8156,0.576,0.9758,0.6891,0.7062,0.7283,0.61,-100.2955,0.8375,-137.7023,-164.4175,1.0293,1.3036,0.5491,1.2665,0.5334,0.4212,0.859,0.8436,1.0605,0.982,1.2345,1.2572,0.002,2.5206,0.8426,0.2004,0.0946,0.6147,-0.1244,-0.3695,2.417,6.825,2.6125,8.6673,0.1074,2.2475,0.1723,0.4151,2.3521,0.328,8.3864,8.013,2.8307,12.1508,-0.2727,1.0754,0.2882,0.268,6.2931,0.9229,0.1467,39.6032,0.8517,0.0215,0.9082,-0.4004,-0.4409,2.7743,1.017,0.3666,3.685,0.7133,0.1936,0.0448,13.2134,-0.2241,-0.9384,0.4866,0.2723,0.5936,0.7704,3.7934,-0.1533,-0.787,2.8882,1.6995,7.6272,-8.7493,0.0835,0.3917,0.6258,3.5493,-0.5205,-0.346,3.262,-9.4281,0.4533,1.231,2.7155,0.2055,1.5155,7.3738,0.0737,0.4149,5.6333,4.2044,1.4091,0.3352,0.4973,1.0688,2.1489,0.0042,1.5962,-0.6905,0.5173,-0.751,PANTALONI
0.3294,1.3215,1.1496,7.7143,-0.5516,-0.1643,2.6366,1.6238,9.9298,-1.4142,-0.3577,2.5303,1.5907,9.2481,-1.7053,1.9303,3.0258,1.7395,8.2016,0.0105,-2.0042,-0.9209,0.1706,0.4595,-0.0851,-0.1853,0.708,0.7227,0.6609,1.0208,0.9335,0.9145,0.5012,0.5223,0.4367,1.042,0.8714,0.8362,0.4715,0.4705,-31.3792,0.9978,-66.5505,-66.6987,1.2087,1.4544,0.5998,1.2032,0.4962,0.4124,0.7769,0.8342,0.9406,1.0737,1.2107,1.1276,0.0026,2.9846,-0.1333,0.1429,-0.0079,0.4956,-0.1671,-0.2633,0.9867,4.2021,2.0499,5.6985,-0.0666,7.1704,0.635,0.7969,2.4362,0.73,5.269,11.2456,3.3535,10.8801,-0.4979,0.1376,0.1873,1.3609,2.5723,0.6113,0.2376,6.6169,0.3737,0.0565,-0.054,0.0983,-1.8209,0.5922,0.7356,1.242,2.3391,0.5238,0.2239,0.0445,14.3994,0.8498,-0.9809,-0.7558,0.4969,0.552,0.743,2.6358,-0.0287,-0.5487,1.1959,1.0936,6.1329,-2.8514,0.0446,0.3107,0.5574,2.9002,-0.4566,-0.9055,11.1309,-12.2931,0.6794,1.333,1.9621,0.4616,1.7769,3.8497,0.0162,0.0809,4.9941,1.6091,1.2869,0.7998,0.4298,0.9089,2.1147,0.0037,1.4517,-0.4941,0.4404,0.1017,PANTALONI
0.1526,0.0096,0.098,0.4895,-0.3849,-0.4007,0.0298,0.1727,0.8003,-194.6653,-0.1763,0.0042,0.0652,0.3667,?,0.4842,0.0242,0.1555,0.669,0.1742,-0.3809,-0.8657,0.3152,2.2725,-0.8275,-0.3641,0.5676,1.5039,0.6305,2.6498,1.1109,0.4192,0.3221,2.2618,0.3975,7.0216,1.234,0.1757,0.1709,0.371,-0.964,2.1716,-5.6421,-2.5981,86.413,0,0.4363,0,0.005,0,0.6116,1.335,0.7317,2.1828,1.1963,0.5481,0.0023,0.7372,-0.3674,0.0915,0.5048,-0.098,-0.9607,-0.0607,-7.7128,0.0001,0.0116,7.7329,?,5.9191,0.0003,0.0159,0.0623,0.9895,-1.2833,0.0002,0.0155,1.3142,?,-1.303,6.0102,-4.6124,0.7309,0.7459,1.0205,0.5342,0.5563,1.0414,-1.3124,5.8841,-4.4835,0,1,0,124.1648,5.8841,0.0474,0.049,14.9152,0.8724,0.1696,0.3215,0.0088,0.001,0.0316,0.1854,-0.6861,-0.0167,0.0006,0.0238,0.128,-2.6754,-0.0243,0.0003,0.0166,0.0861,-8.0968,-0.5273,-0.3634,0.6892,1.3281,1.9033,1.4331,1.7638,3.6224,2.0537,0.8098,0.9841,1.2151,3.1579,11.6129,3.6774,1.4487,2.1525,1.4858,0.0002,0.073,-0.6348,-0.0229,0.0909,PANTALONI
0.0753,4.5988,2.1445,14.6524,-1.5026,-1.1545,11.1415,3.3379,23.2268,-2.5881,-0.2167,7.7477,2.7835,17.8371,-0.964,3.0999,15.264,3.9069,18.4806,0.0077,-0.0652,-0.3473,0.0243,5.3281,-0.3724,-0.0699,0.6425,0.7704,0.5489,1.1992,0.8544,0.7124,0.4128,0.5936,0.3013,1.438,0.7299,0.5076,0.5251,1.0048,-61.6756,1.9135,-117.4504,-61.379,0.9045,0.6447,0.3144,0.7128,0.3476,0.4877,0.6308,0.8215,0.7928,1.3022,1.2568,0.9652,0.0059,4.8958,0.1606,-0.1899,-0.103,0.7732,-0.773,-0.3341,1.8428,7.7455,2.7831,13.7617,-0.4322,6.2745,2.9071,1.705,8.5927,0.0896,5.9931,6.8348,2.6143,9.8735,-0.2899,0.2937,0.3075,1.047,1.6323,1.0645,0.6522,2.6643,1.1332,0.4253,-4.9135,1.8715,-0.3809,1.0181,1.2553,1.233,1.6016,1.3938,0.8703,0.0441,14.494,-0.8433,-0.4537,0.0948,0.1506,0.1754,0.4188,2.7416,-1.0135,-0.6284,1.5127,1.2299,6.3518,-4.1616,0.5036,2.1299,1.4594,5.8707,-0.1563,-0.2397,0.299,-1.2477,0.3405,0.2869,0.8428,0.1159,0.0823,0.7102,0.2695,1.739,6.4538,1.1065,0.2682,0.2424,0.4316,0.467,1.0819,0.0041,1.7271,0.1334,-0.2852,-0.885,PANTALONI
0.4836,0.059,0.243,1.3833,-0.1482,-0.615,0.3461,0.5883,4.4456,-1.8078,-0.1315,0.0565,0.2377,1.6437,-1.3852,0.9372,0.2127,0.4612,2.7801,0.0435,-0.7864,-3.6766,0.516,4.6755,-0.6562,-0.1404,0.413,1.0224,0.5268,2.4755,1.2755,0.5152,0.1706,1.0454,0.2775,6.128,1.6269,0.2655,0.0624,0.187,-1.4105,2.9984,-22.6161,-7.5426,0.7609,1.7482,0.4145,2.2975,0.5447,0.2371,0.3112,0.8415,0.4976,2.7046,1.5991,0.5912,0.004,1.3956,-0.1972,-0.1154,0.5402,-0.5034,-0.6969,0.2517,5.9239,0.2295,0.4791,1.6469,0.7694,-7.5081,0.0582,0.2413,7.6964,?,1.9637,0.629,0.7931,2.229,0.1759,-0.789,3.0168,-3.8235,1.9855,0.6041,0.3042,3.9422,0.3649,0.0926,-0.7139,11.5467,-16.1736,0,2.6402,0,0.214,0.7388,3.4528,0.0486,15.3957,0.9474,-0.9737,-0.8573,0.1113,0.0255,0.1598,1.0978,-1.06,0.1235,0.0498,0.2232,1.473,-0.3792,0.0913,0.0185,0.1359,0.5809,-0.2247,0.901,1.2184,1.3523,0.716,1.1755,1.6417,0.5127,1.3818,2.6951,1.3947,5.3,3.8,0.499,1.1236,2.2517,0.7453,1.8899,2.5358,0.0009,0.4212,-0.2404,0.2796,-0.0343,PANTALONI
