@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.4164,1.5877,1.26,4.9897,-0.829,0.3129,13.8833,3.726,23.0909,-1.24,0.4249,8.691,2.948,15.5666,-0.6877,3.963,8.9082,2.9847,15.5498,0.019,1.3309,0.9799,0.1051,0.7362,0.0789,0.1072,0.3382,0.4274,0.4222,1.2639,1.2484,0.9877,0.1144,0.1827,0.1782,1.5974,1.5585,0.9756,0.1769,0.3565,-7.4911,2.0151,-42.3394,-21.0106,0.2647,0.2958,0.1721,1.1176,0.6503,0.5819,0.2161,0.3205,0.3209,1.4834,1.485,1.0011,0.007,6.184,0.2487,-0.1403,-0.0975,-0.9607,-0.3444,0.3089,31.6467,27.9011,5.2822,14.2792,0.6186,30.9731,26.1785,5.1165,13.8,0.6429,-1.3725,1.7486,1.3224,4.6173,-3.2801,1.0217,-23.0572,-22.5665,1.0324,3.9945,3.8692,1.0658,15.9561,14.971,0.9324,-6.5451,-7.0198,0.9689,34.7044,35.8175,1.0347,3.0925,2.9888,0.4615,64.1834,-0.996,-0.9525,0.9639,DESTRA_PANTALONI
0.2624,0.3637,0.603,2.8351,-0.6434,1.2972,1.631,1.2771,5.9247,-0.2417,-0.1214,1.1677,1.0806,4.6569,-0.8859,1.9895,0.9706,0.9852,4.3278,0.1022,0.2023,-2.1616,0.1319,-10.6857,0.652,-0.061,0.4722,0.558,0.6121,1.1818,1.2963,1.0968,0.223,0.3114,0.3747,1.3967,1.6803,1.2031,0.9625,0.5074,-2.2539,0.5272,-2.3417,-4.442,0.3616,0.6986,0.3579,1.9323,0.9899,0.5123,0.4785,0.6088,0.6551,1.2722,1.369,1.076,0.0138,2.8742,-0.6128,0.3589,-0.291,-0.5741,0.7255,-0.2123,23.6249,11.7586,3.4291,14.3387,0.5162,37.5732,2.3476,1.5322,6.3004,0.8437,-4.9218,0.309,0.5559,6.3599,?,0.6288,-4.8,-7.634,2.238,6.1685,2.7562,5.0088,38.0509,7.5967,0.4497,-2.4057,-5.3491,0.7351,0,0,2.2759,2.2546,0.9906,0.4652,66.1199,-0.9647,0.3213,-0.0782,DESTRA_PANTALONI
2.2357,1.5875,1.26,5.6299,-0.0538,-6.9559,11.493,3.3901,10.9432,?,2.965,8.008,2.8298,8.83,-0.148,8.1258,17.2333,4.1513,11.5405,0.1282,-0.3214,0.754,0.2751,-2.346,-0.856,0.3649,0.3717,0.4452,0.3035,1.198,0.8166,0.6817,0.1381,0.1982,0.0921,1.4352,0.6669,0.4647,0.0263,0.2527,-0.1695,9.6132,-6.4476,-0.6707,0,0.6946,0.4036,0,0,0.581,0.5145,0.6376,0.4878,1.2393,0.9482,0.7651,0.1546,12.4404,-0.8197,0.8274,0.8618,-0.9073,-0.9872,0.9592,-1.2917,452.0285,21.261,66.5,-1.4401,35.2299,13.2632,3.6419,16.0886,0.5888,-13.4195,45.7493,6.7638,21.7808,-15.8882,-0.0367,0.0963,-2.6253,5.8379,3.1433,0.5384,34.0815,9.8806,0.2899,-1.7039,1.9153,-1.1241,0.6966,21.1315,30.3346,4.1334,3.0531,0.7387,0.7396,67.5418,0.3539,-0.6871,-0.8206,DESTRA_PANTALONI
-3.2981,47.8583,6.918,26.0618,-3.2785,-4.4903,119.2875,10.9219,35.3106,-3.5768,1.2097,93.4105,9.6649,29.3006,-0.806,15.6076,49.463,7.033,28.0528,0.1558,0.7345,-2.7264,-0.2113,-3.712,-0.2877,0.0775,0.6334,0.7158,0.9836,1.1301,1.5529,1.3742,0.4012,0.5123,0.9676,1.277,2.4117,1.8885,0.7237,1.5272,-3.8562,2.1103,-5.3286,-2.525,0.7895,0.3754,0.1833,0.4755,0.2322,0.4882,0.7381,0.8895,0.929,1.2051,1.2587,1.0445,0.0588,24.376,0.7912,-0.0589,-0.8314,-0.0682,-0.9382,0.2571,-41.3913,56.6822,7.5288,49.2172,?,-0.9449,494.7677,22.2434,61.5005,-1.3426,-7.3558,135.0876,11.6227,34.5337,-3.7278,43.8029,5.627,0.1285,0.3385,0.6478,1.9138,0.1146,0.4196,3.6626,1.3963,1.8075,1.2945,0,0,3.5941,0.8003,1.4252,1.7809,0.4335,71.8472,-0.6993,-0.8453,0.888,DESTRA_PANTALONI
1.2976,5.2745,2.2966,9.9002,-1.1981,0.4632,5.0126,2.2389,9.8761,-1.7636,2.4471,9.6516,3.1067,13.2171,-0.1811,4.8026,4.7598,2.1817,9.8018,0.1328,2.8014,0.5303,0.2702,0.1893,0.0964,0.5095,1.0258,0.7393,1.0527,0.7207,1.0262,1.424,1.0523,0.5465,1.1081,0.5194,1.0531,2.0277,0.8562,2.6625,-3.5944,3.1096,-4.198,-1.35,1.2603,0.4025,0.3985,0.3194,0.3162,0.99,1.0024,0.749,1.01,0.7472,1.0076,1.3484,0.0296,7.2933,-0.4447,-0.3536,-0.2076,0.1501,0.1394,0.8231,-11.1196,63.0186,7.9384,31.1386,-6.5219,-5.0091,10.1711,3.1892,14.4592,?,-30.6016,18.5821,4.3107,33.5999,?,2.2199,0.3634,0.1637,2.4891,1.8416,0.7398,6.1958,3.3914,0.5474,1.8672,0.8035,0.4303,0,0,1,2.1535,0.9267,0.4303,0.3468,47.3466,0.052,-0.7961,-0.5895,SINISTRA_PANTALONI
-0.0728,0.0107,0.1034,0.5093,-1.7587,-0.1302,0.025,0.1581,0.8262,-1.4011,-0.0006,0.0098,0.0991,0.4658,-1.3003,0.2339,0.013,0.1141,0.476,0.0708,0.5591,121.9047,-0.3111,218.0485,-0.5565,-0.0026,0.6543,1.0439,0.9065,1.5955,1.3855,0.8684,0.4281,1.0897,0.8217,2.5456,1.9196,0.7541,0.6735,1.233,-8.9462,1.8309,-13.284,-7.2555,0.5365,0.9116,0.3604,1.6991,0.6717,0.3953,0.6164,1.0933,1.07,1.7736,1.7357,0.9787,0.0015,0.3515,0.2219,-0.2765,-0.4697,-0.2237,-0.5588,0.1652,-31.4007,0.1536,0.3919,31.9794,?,-3.3702,0.0876,0.296,3.8391,?,30.6348,0.05,0.2235,0.7797,0.975,9.3172,-1.025,-0.11,1.3241,1.7532,1.3241,1.7532,3.0736,1.7531,8.3299,-1.0534,-0.1265,1,0,0,8.3299,41.0137,4.9237,0.449,65.4057,-0.7059,-0.0341,0.4619,SINISTRA_PANTALONI
0.9322,7.0919,2.6631,8.8038,-0.9256,1.033,4.5328,2.129,11.4684,-0.3332,2.1286,10.976,3.313,14.5217,-0.2382,4.777,6.2475,2.4995,11.649,0.1555,0.9024,0.4379,0.1951,0.4853,0.2162,0.4456,1.2508,0.8038,1.0654,0.6426,0.8518,1.3255,1.5646,0.6461,1.1352,0.413,0.7255,1.7569,1.4765,1.5146,-1.9729,1.0258,-1.3362,-1.3026,0.5315,0.3899,0.3315,0.7335,0.6236,0.8502,0.7677,0.6063,0.7558,0.7897,0.9845,1.2466,0.0276,7.1864,-0.6097,-0.4765,-0.3985,0.6478,0.7631,0.9131,-10.9146,68.4582,8.2739,27.2385,-55.8503,-2.5996,25.434,5.0432,14.8193,-18.0059,-30.789,32.2611,5.6799,35.2188,?,4.1986,0.3545,0.0844,1.6406,1.4567,0.8879,2.6916,2.122,0.7884,1.906,0.7598,0.3986,0.6145,0,0,1.838,0.7734,0.4208,0.3562,44.8045,0.9234,-0.9593,-0.9881,SINISTRA_PANTALONI
-5.5965,38.5661,6.2102,19.8345,-7.8733,4.2986,6.7036,2.5891,9.9326,-0.3511,5.5587,8.7897,2.9647,9.7625,-0.0187,10.6016,22.364,4.7291,16.8842,0.1245,-1.3019,-1.0068,-0.5279,0.7733,0.4055,0.5243,2.3986,2.0947,1.3132,0.8733,0.5475,0.6269,5.7531,4.3877,1.7245,0.7627,0.2997,0.393,6.8192,98.3232,-7.3317,14.4186,-1.0752,-0.0746,0.3041,0.2332,0.1159,0.7671,0.3812,0.4969,1.9969,2.0317,1.1747,1.0174,0.5883,0.5782,0.0966,16.6731,0.4271,-0.5233,-0.9582,0.5318,-0.1808,0.7041,-9.7459,49.2676,7.0191,26.2177,-1.388,-33.8296,1.3633,1.1676,36.0596,?,13.56,32.9695,5.7419,23.6984,-0.3574,0.2881,-0.7187,-2.4948,6.0115,1.2224,0.2033,36.1386,1.4943,0.0414,0.4226,2.4424,5.7794,0,0.6288,0,0.7271,1.1063,1.5216,0.4057,59.0319,-0.2424,-0.9883,0.0972,SINISTRA_PANTALONI
0.026,0.0155,0.1244,0.5789,-1.0882,0.0099,0.0075,0.0865,0.4154,-0.6863,0.0076,0.0047,0.0689,0.2948,-0.8149,0.1506,0.0058,0.0764,0.3384,0.0677,2.6193,3.4277,0.1725,1.3086,0.0659,0.0503,1.4369,1.8062,1.627,1.257,1.1323,0.9008,2.0648,3.2624,2.6472,1.58,1.2821,0.8114,1.7841,2.279,-12.2797,1.2774,-6.883,-5.3881,1.1252,1.7068,0.7637,1.5168,0.6787,0.4475,1.3934,1.9637,1.7106,1.4093,1.2276,0.8711,0.0003,0.2303,0.5098,-0.0034,0.097,0.8358,0.2867,0.2198,-14.4663,0.0334,0.1827,14.8193,?,-32.7765,0.0163,0.1278,32.9987,?,11.9844,0.0187,0.1367,0.4791,0.9609,0.4414,-1.2071,-2.7349,1.4296,1.3373,0.9354,2.0438,1.7882,0.875,0.4491,-1.2602,-2.806,1,0,0,0.4491,30.9299,68.8726,0.4019,59.2272,-0.145,-0.4857,0.3372,SINISTRA_PANTALONI
-0.0196,1.8983,1.3778,15.6259,-0.7716,-0.0911,0.4096,0.64,4.8311,-2.6207,-0.0254,0.0775,0.2784,2.4175,-1.7518,0.7644,1.8106,1.3456,9.5554,0.0059,0.215,0.7697,-0.0256,3.5801,-0.1191,-0.0333,2.1527,4.9492,1.024,2.299,0.4757,0.2069,4.6342,24.4949,1.0485,5.2856,0.2262,0.0428,1.9463,4.4221,-120.1139,2.2721,-61.7151,-27.1619,6.6104,10.0398,0.9176,1.5188,0.1388,0.0914,3.2344,6.4636,1.6353,1.9984,0.5056,0.253,0.001,1.0713,-0.6155,-0.4393,-0.0182,-0.0457,-0.1732,-0.2422,-10.9469,0.1647,0.4059,11.6989,?,41.8736,0.0482,0.2195,0.6607,0.9843,-8.5457,0.0923,0.3038,9.0591,?,-0.2614,1.281,-4.9,1.8487,1.3361,0.7227,3.4178,1.7852,0.5223,-0.2818,1.2914,-4.5831,0,1,0,17.7067,1.2914,0.0729,0.4644,61.3662,-0.3569,0.1515,0.658,SINISTRA_PANTALONI
0.8465,6.8139,2.6103,10.4401,-1.0034,-4.9633,5.2681,2.2952,9.7946,-5.3529,3.1778,32.3839,5.6907,18.1566,-0.3711,8.562,6.6066,2.5703,8.7529,0.3807,-0.1705,0.2664,0.0989,-1.5619,-0.5797,0.3711,1.1373,0.4587,1.0156,0.4033,0.893,2.214,1.2934,0.2104,1.0314,0.1627,0.7974,4.9017,0.6336,1.064,-0.9716,1.6793,-1.5336,-0.9132,3.38,0.3935,0.3687,0.1164,0.1091,0.9369,1.0659,0.575,1.1928,0.5395,1.119,2.0743,0.0627,12.5871,-0.4002,-0.2614,-0.2133,0.3037,0.1601,0.957,31.0413,64.5891,8.0367,24.0601,0.4263,-1.3546,305.2403,17.4711,50.8774,-0.5334,-27.3982,149.756,12.2375,39.7186,?,-22.9153,-1.133,0.0494,0.46,0.6567,1.4277,0.2116,0.4313,2.0383,-1.0102,-0.4501,0.4456,1.264,0,0,0.4729,0.6058,1.2809,0.4361,73.909,0.7199,0.7301,0.9937,SINISTRA_PANTALONI
0.0122,0.2947,0.5429,6.3026,-0.611,-0.035,0.1109,0.333,1.8945,-3.5363,0.0202,0.0089,0.0942,0.6456,-0.4209,0.3857,0.2676,0.5173,4.1723,0.0081,-0.3492,0.6039,0.0317,-1.7293,-0.0907,0.0524,1.6302,5.7637,1.0496,3.5357,0.6439,0.1821,2.6574,33.2207,1.1016,12.5012,0.4146,0.0332,1.6185,12.4992,-70.2859,7.7228,-43.4269,-5.6232,9.3674,8.6098,0.9301,0.9191,0.0993,0.108,3.3267,9.7618,1.5106,2.9344,0.4541,0.1547,0.0004,0.5425,-0.0727,0.0689,0.2291,-0.6956,-0.5664,0.5827,-21.7464,0.1605,0.4006,22.319,?,37.8713,0.276,0.5253,1.86,0.9519,-2.9202,0.3473,0.5894,4.4998,?,-0.5742,7.4469,-12.9687,0.7625,0.6797,0.8914,0.5814,0.462,0.7945,-0.6058,4.96,-8.1868,0,1,0,11.9992,4.96,0.4134,0.4607,62.5378,0.7785,0.6047,0.9155,SINISTRA_PANTALONI
1.6858,7.6802,2.7713,9.2727,-0.8737,-3.659,3.4556,1.8589,7.2058,-2975.418,0.9412,10.0068,3.1634,15.4489,-0.8161,5.9504,2.8517,1.6887,7.5437,0.2794,-0.4607,1.7911,0.2833,-3.8875,-0.6149,0.1582,1.4908,0.8761,1.6411,0.5876,1.1008,1.8732,2.2226,0.7675,2.6932,0.3453,1.2117,3.509,0.6002,0.6228,-1.4781,1.0376,-2.4625,-2.3733,2044.2062,0.5818,0.4727,0.0003,0.0002,0.8126,1.2868,0.6002,1.2292,0.4664,0.9552,2.0479,0.0431,9.4876,0.6552,-0.5783,-0.6747,-0.7053,-0.8081,0.5936,37.1536,9.6303,3.1033,10.6201,0.7595,2.474,162.8469,12.7611,37.9791,-0.1876,-22.6845,179.2253,13.3875,37.9196,-6.8025,15.0179,-1.6378,-0.1091,0.2432,0.2318,0.9532,0.0591,0.0537,0.9086,-5.59,-1.0145,0.1815,1.3809,9.0863,6.5802,0.2796,0.2801,1.0016,0.4542,70.2695,0.0783,0.2068,0.9902,SINISTRA_PANTALONI
0.3021,0.9769,0.9884,3.914,-0.9493,-6.1997,0.7989,0.8938,7.9928,?,2.5441,1.3069,1.1432,4.0173,0.1044,6.8607,1.0131,1.0065,3.7467,0.5633,-0.0487,0.1188,0.044,-2.4369,-0.9036,0.3708,1.1058,0.8646,0.982,0.7818,0.888,1.1358,1.2228,0.7474,0.9642,0.6113,0.7886,1.29,0.2385,-4.0709,-0.3943,-17.0707,-1.6535,0.0969,0,0.4476,0.234,0,0,0.5228,0.4897,0.9743,1.0447,1.9896,2.1333,1.0722,0.1525,9.5949,0.0658,-0.3249,-0.1525,-0.4416,-0.9374,0.716,46.4233,8.3904,2.8966,9.6875,0.805,7.9588,143.3134,11.9714,37.4375,-0.2505,12.4247,135.0786,11.6223,33,-0.2512,5.8329,3.7364,0.6406,0.242,0.2492,1.03,0.0585,0.0621,1.061,-5.3333,-6.0377,1.1321,1.6597,1.8839,1.1351,0.2588,0.2936,1.1345,1.1071,71.4602,-0.4774,-0.2197,0.9563,SINISTRA_PANTALONI
1.8564,1.0558,1.0275,3.8168,-0.011,-5.2346,2.5112,1.5847,7.9657,?,0.7526,9.7128,3.1165,10.0723,-0.7075,6.4308,3.3381,1.8271,8.1809,0.1107,-0.3546,2.4666,0.2887,-6.9551,-0.814,0.117,0.6484,0.3297,0.5624,0.5085,0.8673,1.7058,0.4204,0.1087,0.3163,0.2585,0.7523,2.9097,0.0052,0.01,-0.041,1.9087,-7.8243,-4.0992,0,0.64,0.4104,0,0,0.6413,0.4792,0.3789,0.4665,0.7909,0.9737,1.2312,0.1121,9.8243,-0.5163,0.062,0.4749,-0.3329,-0.9326,0.4992,31.2354,49.4514,7.0322,19.1,0.5159,-3.0939,271.8234,16.4871,49.0459,-0.8477,-23.3885,58.4651,7.6462,31.4322,?,-10.0957,-1.3355,0.1323,0.4265,0.9197,2.1562,0.1819,0.8458,4.6493,-0.9045,-0.6475,0.7159,1.4863,0,0,0.3894,0.6077,1.5604,0.7829,69.7563,0.8591,0.7984,0.9899,SINISTRA_PANTALONI
1.4889,4.7244,2.1736,6.805,-0.2617,-3.6705,15.1562,3.8931,11.4466,-13.0004,-0.0896,14.9012,3.8602,13.8419,-0.4802,5.9527,15.0443,3.8787,12.5955,0.0726,-0.4056,-16.6144,0.2501,40.9597,-0.6166,-0.0151,0.5583,0.5631,0.5604,1.0085,1.0037,0.9952,0.3117,0.3171,0.314,1.0171,1.0074,0.9905,0.1328,0.3143,-1.4316,2.3669,-10.7804,-4.5547,6.5967,0.5768,0.3971,0.0874,0.0602,0.6885,0.5945,0.4916,0.5403,0.827,0.9088,1.099,0.0792,8.9478,-0.8967,0.8338,0.8343,-0.7573,-0.9339,0.7264,22.6057,117.0506,10.819,31.3,0.245,-13.902,123.1516,11.0974,39.4628,-1.2453,-30.5476,95.2614,9.7602,38.2298,?,-1.6261,-0.74,0.4551,0.9749,1.1085,1.137,0.9505,1.2287,1.2928,-0.4642,-0.2658,0.5725,2.3589,0,0,0.7932,0.8187,1.0323,0.8093,69.8308,0.9131,0.9398,0.9923,SINISTRA_PANTALONI
-0.5051,10.0421,3.1689,19.5802,-0.6032,4.2327,26.353,5.1335,24.6128,-0.5928,-0.6747,8.1856,2.8611,16.6131,-0.8487,6.9701,14.6247,3.8242,14.5485,0.0657,-0.1193,0.7487,-0.0725,-6.2738,0.6073,-0.0968,0.6173,1.1076,0.8286,1.7943,1.3424,0.7481,0.3811,1.2268,0.6867,3.2194,1.8019,0.5597,0.8042,0.9659,-7.2044,1.201,-8.958,-7.4586,0.7904,1.3591,0.7844,1.7196,0.9924,0.5771,0.7955,1.1786,1.3459,1.4815,1.6918,1.1419,0.044,9.6887,-0.1385,0.1311,0.2493,-0.3233,0.6385,-0.3086,31.5831,23.8198,4.8806,18.5669,0.4844,27.4509,2.8229,1.6802,7.8751,0.7658,-8.6872,28.0619,5.2974,18.6386,?,1.1505,-3.6356,-3.1599,2.9048,0.9213,0.3172,8.438,0.8488,0.1006,0.6774,-0.936,-1.3817,1.0709,0,0,2.3577,0.9962,0.4225,0.4361,67.7212,-0.9622,0.9032,-0.8642,SINISTRA_PANTALONI
