@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
2.0121,14.8185,3.8495,24.1235,-0.7865,-3.6176,34.1649,5.8451,34.5065,-2.3474,0.9367,26.2237,5.1209,29.2385,-0.6691,7.3674,38.9411,6.2403,29.7094,0.0101,-0.5562,2.1481,0.2731,-3.862,-0.491,0.1271,0.6586,0.7517,0.6169,1.1414,0.9367,0.8206,0.4337,0.5651,0.3805,1.3028,0.8773,0.6734,0.4389,0.9061,-35.1761,2.0645,-80.1514,-38.8229,1.31,0.7709,0.4499,0.5885,0.3435,0.5837,0.6991,0.8251,0.812,1.1802,1.1615,0.9842,0.0111,11.5368,-0.3843,-0.1237,0.4379,-0.7729,-0.8274,0.5965,20.7144,257.4871,16.0464,55.7983,-0.4904,25.6574,175.5402,13.2492,51.5396,-0.3338,-16.1334,211.1597,14.5313,45.2988,-40.9901,0.8073,-1.2839,-1.5903,1.2111,1.1043,0.9118,1.4668,1.2194,0.8313,1.4232,0.4152,0.2917,0.9689,34.7044,35.8175,1.0826,1.2318,1.1378,0.0956,67.8137,0.5029,0.8365,0.7277,DESTRA_PANTALONI
0.4903,3.6819,1.9188,16.6525,-0.8038,-2.0084,18.9677,4.3552,21.1681,-3.4365,0.3975,11.1577,3.3403,26.1726,-0.873,4.5716,17.34,4.1641,20.9496,0.0215,-0.2441,1.2334,0.1073,-5.0522,-0.4393,0.087,0.4406,0.5744,0.4608,1.3038,1.0459,0.8022,0.1941,0.33,0.2123,1.7,1.0939,0.6435,0.4526,0.6083,-16.128,1.3441,-35.6378,-26.5141,1.9349,0.6607,0.4312,0.3415,0.2229,0.6527,0.7867,0.6363,0.7949,0.8088,1.0104,1.2493,0.0055,6.7563,-0.0944,-0.5402,-0.0194,-0.5118,-0.8103,0.4127,20.5166,114.0689,10.6803,46.4371,-0.5,34.2874,14.6097,3.8223,25.8606,0.3586,-12.9581,91.729,9.5775,37.9196,?,0.5984,-1.5833,-2.646,2.7942,1.1151,0.3991,7.8078,1.2435,0.1593,-1.0705,0.4082,-0.3813,0.7678,0,0,1.7957,1.2246,0.682,0.11,69.5968,0.5281,0.6918,0.8259,DESTRA_PANTALONI
1.5351,3.8299,1.957,7.4827,-0.1238,-1.3843,15.0418,3.8784,14.0201,-3.5566,1.524,8.0218,2.8323,12.6997,-0.1971,4.1508,16.2598,4.0323,13.0676,0.0129,-1.109,1.0073,0.3698,-0.9083,-0.3335,0.3672,0.5046,0.691,0.4853,1.3693,0.9618,0.7024,0.2546,0.4774,0.2355,1.8751,0.9251,0.4934,0.0753,0.3942,-4.8439,5.234,-64.31,-12.287,2.164,0.6276,0.503,0.29,0.2324,0.8014,0.5337,0.5892,0.5726,1.104,1.0729,0.9718,0.0128,6.2659,-0.3496,0.7322,0.7765,-0.5298,-0.7217,0.8474,2.1792,646.9474,25.4352,73.2,-1.6859,2.217,438.8166,20.948,54.5062,-0.3932,-25.94,177.5422,13.3245,45.2838,-27.4156,0.983,-0.084,-0.0855,1.2142,1.9089,1.5721,1.4743,3.6439,2.4716,2.9867,1.0516,0.3521,0.6966,17.1015,24.5494,1.343,1.6165,1.2037,0.13,67.0841,-0.3674,-0.6508,0.7532,DESTRA_PANTALONI
-1.0173,15.8566,3.982,26.0618,-3.2785,-1.6826,38.7298,6.2233,35.3106,-3.5768,-0.042,25.5904,5.0587,29.3006,-0.806,5.648,52.1446,7.2211,33.1094,0.0037,0.6046,24.2107,-0.1801,40.0413,-0.2979,-0.0074,0.6399,0.7872,0.5514,1.2302,0.8618,0.7005,0.4094,0.6196,0.3041,1.5135,0.7427,0.4908,0.7237,1.5272,-163.4614,2.1103,-225.8746,-107.0321,0.7895,0.3754,0.1833,0.4755,0.2322,0.4882,0.7381,0.8895,0.7871,1.2051,1.0665,0.885,0.0051,8.8052,0.8149,-0.0569,-0.6692,-0.0115,-0.7043,0.1704,-17.5894,230.0634,15.1678,49.2172,?,-30.8973,429.6854,20.7289,70.9503,-1.7026,-19.5493,86.3341,9.2916,35.405,-3.8471,0.5693,0.8997,1.5805,0.7317,1.6324,2.2309,0.5354,2.6648,4.977,1.1011,1.7515,1.5906,0,0,3.5941,0.6937,1.3901,2.004,0.1048,73.5891,-0.8833,-0.7692,0.9146,DESTRA_PANTALONI
0.3023,1.9033,1.3796,9.9002,-1.1981,0.241,5.5637,2.3588,12.2933,-1.052,0.4879,4.0824,2.0205,13.3016,-0.1887,2.577,5.2959,2.3013,11.2654,0.0033,1.2542,0.6195,0.1173,0.4939,0.0935,0.1893,0.5849,0.6828,0.5995,1.1674,1.025,0.878,0.3421,0.4662,0.3594,1.3629,1.0506,0.7709,0.8562,2.5559,-143.2281,2.9851,-167.2826,-56.0386,0.7518,0.4025,0.3985,0.5354,0.53,0.99,0.8053,0.7443,0.8788,0.9242,1.0912,1.1808,0.0016,3.6837,-0.1569,-0.0404,0.1801,0.2606,0.1016,0.6036,5.2453,105.9358,10.2925,39.3585,-2.1844,-0.4805,12.744,3.5699,17.3386,-5.0217,-32.1562,5.5298,2.3516,33.5999,?,-10.9163,-0.1631,0.0149,2.8832,4.3769,1.5181,8.3126,19.1573,2.3046,1.8672,0.8035,0.4303,4.2925,0,0,2.27,1.1714,0.516,0.0857,45.9497,0.69,-0.6253,-0.5058,SINISTRA_PANTALONI
-0.0432,0.0316,0.1776,1.8463,-3.2151,0.0175,0.0675,0.2597,2.3751,-1.4784,0.0048,0.0215,0.1466,1.0312,-0.5376,0.2849,0.0415,0.2038,1.9354,0.0143,-2.4608,-9.0165,-0.1516,3.664,0.0616,0.0168,0.684,1.2117,0.8715,1.7715,1.2742,0.7193,0.4678,1.4681,0.7595,3.1384,1.6236,0.5173,0.994,3.906,-50.1106,3.9294,-50.411,-12.8291,0.4571,0.6531,0.2231,1.4289,0.4881,0.3416,0.7774,1.7904,0.954,2.3032,1.2272,0.5328,0.0001,0.4264,0.4146,-0.4238,-0.1994,-0.0629,0.2702,0.1792,-30.7963,0.3393,0.5825,31.9794,?,-4.1295,0.3649,0.604,5.3986,?,31.1334,0.165,0.4062,1.561,0.9511,7.4577,-0.9892,-0.1326,0.9643,1.4341,1.4872,0.9299,2.0565,2.2116,5.9237,-1.0534,-0.1778,1,0,0,5.9237,20.4868,3.4585,0.1131,66.0592,-0.7364,0.6739,-0.7066,SINISTRA_PANTALONI
0.3948,2.643,1.6257,9.419,-0.8158,0.4631,5.5515,2.3562,14.2146,-0.6524,0.4822,4.819,2.1952,14.5217,-0.2382,2.816,5.6869,2.3847,13.7612,0.0024,0.8525,0.8188,0.1402,0.9604,0.1645,0.1712,0.69,0.7406,0.6817,1.0733,0.988,0.9205,0.4761,0.5485,0.4648,1.152,0.9762,0.8474,0.754,1.5146,-129.5518,2.0087,-171.8149,-85.5348,0.603,0.4423,0.3761,0.7335,0.6236,0.8502,0.6626,0.6486,0.6845,0.9789,1.0329,1.0553,0.0021,4.0205,-0.0242,-0.0955,0.0299,0.4394,0.2919,0.6761,4.6694,101.6164,10.0805,38.3392,-2.3108,3.2176,21.3386,4.6194,20.8191,-2.0709,-32.3334,9.2445,3.0405,35.2188,?,1.4512,-0.1444,-0.0995,2.1822,3.3154,1.5193,4.7621,10.992,2.3082,1.906,0.7598,0.3986,1.7081,0,0,1.8415,1.0886,0.5911,0.0892,47.1728,0.9273,-0.5968,-0.6425,SINISTRA_PANTALONI
-2.1113,21.9636,4.6865,21.5938,-4.4057,0.3738,11.1655,3.3415,16.7691,-1.281,1.8179,28.9231,5.378,36.3358,-0.6678,4.9517,45.4352,6.7406,21.8173,0.0014,-5.6486,-1.1614,-0.4264,0.2056,0.0755,0.3671,1.4025,0.8714,0.6953,0.6213,0.4957,0.7979,1.9671,0.7594,0.4834,0.386,0.2457,0.6366,1.8688,1.2097,-561.4318,0.6473,-300.4229,-464.1163,0.5434,0.1833,0.1828,0.3374,0.3365,0.9972,1.2877,0.5943,0.9898,0.4615,0.7686,1.6655,0.0076,7.477,0.0152,-0.07,-0.7337,0.4156,-0.1139,0.411,7.8381,116.5889,10.7976,32.6385,-0.8758,-8.4615,242.9725,15.5876,39.1785,-11.5616,-19.8262,394.0772,19.8514,50.0381,-1.866,-0.9263,-0.3953,0.4268,0.6927,0.5439,0.7852,0.4798,0.2959,0.6166,0.4226,0.4678,1.1068,5.5788,0.9966,0.1786,0.8331,0.6523,0.783,0.0618,50.751,0.8708,-0.9582,-0.9748,SINISTRA_PANTALONI
-0.0175,0.0179,0.1339,0.6813,-1.4288,-0.0242,0.0095,0.0974,0.5434,-1.2059,-0.0021,0.006,0.0774,0.4875,-2.0012,0.1648,0.0072,0.0846,0.4429,0.0367,0.7226,8.5242,-0.1062,11.7965,-0.147,-0.0125,1.3749,1.7296,1.5829,1.258,1.1513,0.9152,1.8904,2.9916,2.5057,1.5825,1.3255,0.8376,1.3491,1.2331,-23.7632,0.914,-17.6142,-19.2714,1.1387,1.7272,0.6102,1.5168,0.5359,0.3533,1.2537,1.3977,1.5384,1.1149,1.2271,1.1007,0.0001,0.2519,0.5164,-0.0579,-0.2117,0.7601,-0.3759,-0.3007,-14.3316,0.0948,0.3078,14.9994,?,-32.9563,0.0755,0.2747,33.7799,?,11.81,0.0508,0.2253,1.0803,0.9117,0.4349,-1.2135,-2.7905,1.1204,1.3661,1.2193,1.2553,1.8661,1.4866,0.444,-1.3442,-3.0272,1,0,0,0.444,13.8842,31.2684,0.1014,59.0979,-0.3388,-0.4503,0.4895,SINISTRA_PANTALONI
0.0289,1.0989,1.0483,15.6259,-0.7716,-1.4534,5.1694,2.2736,11.2801,-2.9866,0.1356,2.0845,1.4438,12.533,-1.1252,2.3617,4.9069,2.2152,9.5554,0.0059,-0.0199,0.2127,0.0122,-10.7152,-0.6154,0.0574,0.4611,0.7261,0.4732,1.5748,1.0264,0.6518,0.2126,0.5272,0.2239,2.4799,1.0535,0.4248,0.8053,1.0256,-120.1139,1.2735,-149.1457,-117.1133,3.1172,1.4956,0.9176,0.4798,0.2944,0.6135,1.3853,1.2468,1.6353,0.9,1.1805,1.3116,0.0039,3.347,-0.0405,-0.1124,-0.0037,-0.6119,-0.8148,0.4206,-4.9232,63.0846,7.9426,30.1178,-0.6352,43.0705,1.5092,1.2285,3.7201,0.9174,-6.2465,4.9028,2.2142,9.0591,?,-0.1143,0.7881,-6.8951,6.4653,3.5871,0.5548,41.8,12.8671,0.3078,-0.283,1.2914,-4.5632,0.4088,0,0,8.096,3.3246,0.4106,0.1159,57.705,0.6056,0.5093,0.8489,SINISTRA_PANTALONI
0.0746,3.0131,1.7358,10.4401,-1.0034,-1.093,12.2122,3.4946,15.1767,-1.1919,0.631,12.0057,3.4649,18.1566,-0.3711,4.2907,10.4196,3.2279,13.7499,0.0272,-0.0682,0.1182,0.0174,-1.7322,-0.2547,0.1471,0.4967,0.501,0.5378,1.0086,1.0826,1.0734,0.2467,0.251,0.2892,1.0172,1.172,1.1522,0.6336,1.064,-13.5992,1.6793,-21.4638,-12.7814,0.7526,0.3935,0.3687,0.5229,0.4899,0.9369,0.6879,0.575,0.7593,0.8359,1.1038,1.3205,0.0033,6.3195,-0.3739,-0.0083,0.0169,0.0156,-0.4579,0.6237,23.2237,63.9192,7.9949,27.24,0.3505,-12.2626,119.1223,10.9143,53.038,-0.5986,-35.4518,70.3285,8.3862,41.1591,?,-1.8939,-0.6551,0.3459,0.7325,0.9533,1.3015,0.5366,0.9089,1.6938,-0.7401,-0.3571,0.4825,1.264,0,0,0.5136,0.6618,1.2886,0.1167,74.4854,0.5413,0.8346,0.8575,SINISTRA_PANTALONI
-0.5397,3.0762,1.7539,11.5605,-1.8734,-4.0329,24.3153,4.931,25.6843,-6.0951,0.9362,3.5897,1.8946,9.9469,-0.4611,4.9171,24.235,4.9229,23.6424,0.0014,0.1338,-0.5764,-0.1098,-4.3076,-0.8202,0.1904,0.3557,0.9257,0.3563,2.6026,1.0017,0.3849,0.1265,0.8569,0.1269,6.7736,1.0033,0.1481,0.3416,2.4012,-221.627,7.0291,-648.7822,-92.2996,1.1114,0.591,0.1699,0.5317,0.1529,0.2875,0.4501,1.1622,0.489,2.5821,1.0864,0.4207,0.011,6.803,0.595,-0.1647,-0.5817,-0.5609,-0.9703,0.6116,-4.022,518.4011,22.7684,67.1387,-0.504,36.7504,79.2964,8.9049,40.2603,0.0957,-5.0297,18.067,4.2505,17.9977,-59.1786,-0.1094,0.7996,-7.3066,2.5569,5.3566,2.095,6.5375,28.6933,4.389,-5.2831,1.2712,-0.2406,1.0027,149.2602,148.8571,1.6676,3.7304,2.237,0.0987,62.1733,-0.6579,-0.9313,0.5969,SINISTRA_PANTALONI
0.5709,2.9041,1.7041,9.2727,-0.8737,-1.742,7.9297,2.816,20.3303,-0.8206,0.1897,4.2963,2.0728,15.4489,-0.8161,3.5575,5.8708,2.423,12.1986,0.0036,-0.3277,3.0091,0.1605,-9.1821,-0.4897,0.0533,0.6052,0.8222,0.7033,1.3586,1.1622,0.8555,0.3662,0.676,0.4947,1.8457,1.3507,0.7318,0.4719,0.6228,-98.9716,1.3199,-209.7507,-158.9102,0.4432,0.5818,0.4043,1.3127,0.9122,0.6949,0.4561,0.6002,0.7601,1.316,1.6666,1.2664,0.0048,5.3849,0.0163,-0.1598,0.0391,0.0767,-0.517,0.211,27.5619,84.6378,9.1999,28.3203,0.3587,-7.3263,79.3765,8.9094,45.5994,-0.4259,-33.8729,102.4336,10.1209,46.6797,-8.605,-3.7621,-0.8137,0.2163,1.0326,0.909,0.8803,1.0663,0.8263,0.7749,-1.1629,-0.3787,0.3257,1.3809,9.0863,6.5802,0.6211,0.6067,0.9769,0.1162,72.0129,0.6066,0.7074,0.9866,SINISTRA_PANTALONI
0.2104,0.4973,0.7052,3.914,-0.9493,-2.3065,7.9693,2.823,9.0983,-7.2304,0.575,1.9973,1.4133,6.9928,-0.559,2.8453,8.0631,2.8396,8.519,0.0072,-0.0912,0.3659,0.0739,-4.0112,-0.8106,0.2021,0.2498,0.499,0.2484,1.9975,0.9942,0.4977,0.0624,0.249,0.0617,3.99,0.9884,0.2477,0.2385,0.7602,-31.0434,3.1877,-130.1759,-40.8364,1.8164,0.4476,0.234,0.2465,0.1288,0.5228,0.4302,0.5597,0.4594,1.3011,1.068,0.8208,0.0137,3.9943,-0.3963,0.0242,0.3355,-0.6969,-0.9898,0.7365,29.6785,112.3432,10.5992,28.875,0.4189,-7.4896,118.1326,10.8689,43.8125,-0.4635,-13.8143,275.3012,16.5922,51.0625,-0.936,-3.9626,-2.1484,0.5422,0.9752,0.6388,0.6551,0.951,0.4081,0.4291,-1.5,-0.843,0.562,1.6597,1.8839,1.1351,0.6591,0.5655,0.858,0.193,62.468,0.7554,0.8958,0.9629,SINISTRA_PANTALONI
0.4567,1.1221,1.0593,5.212,-0.3806,-1.3344,5.7522,2.3984,8.6501,-11.6389,0.1474,3.1484,1.7744,10.0723,-0.7075,2.1539,7.3943,2.7192,9.1809,0.002,-0.3423,3.0976,0.212,-9.0501,-0.6195,0.0685,0.4417,0.597,0.3896,1.3517,0.882,0.6525,0.1951,0.3564,0.1518,1.827,0.7779,0.4258,0.1804,0.3443,-79.311,1.9087,-439.6682,-230.3455,5.5159,0.64,0.4104,0.116,0.0744,0.6413,0.6025,0.5175,0.5677,0.8588,0.9422,1.0971,0.0071,3.2987,-0.7692,0.3573,0.7388,-0.2459,-0.9613,0.2938,23.5824,31.9182,5.6496,19.1,0.5159,-17.9227,141.3256,11.888,49.9234,-0.8808,-28.6858,24.0968,4.9089,31.5335,?,-1.3158,-0.8221,0.6248,0.4752,1.1509,2.4218,0.2258,1.3246,5.8649,-0.8706,-0.6455,0.7414,1.4863,0,0,0.3826,0.6057,1.5832,0.2062,73.2005,0.9339,0.8738,0.9833,SINISTRA_PANTALONI
0.3198,1.8219,1.3498,6.9351,-0.2858,-0.9453,6.2944,2.5089,11.4466,-13.0004,-0.139,4.2281,2.0562,13.8419,-0.4802,1.9582,9.525,3.0863,13.5452,0.0027,-0.3383,-2.3014,0.1633,6.8025,-0.4827,-0.071,0.538,0.6564,0.4373,1.2201,0.8129,0.6663,0.2894,0.4309,0.1913,1.4887,0.6608,0.4439,0.145,0.3433,-42.5633,2.3669,-293.4546,-123.9831,6.5967,0.5768,0.3971,0.0874,0.0602,0.6885,0.6059,0.501,0.512,0.827,0.8451,1.0219,0.005,2.9435,-0.8646,0.7421,0.766,-0.5459,-0.9278,0.4057,21.5287,29.7247,5.452,31.3,0.245,-18.4351,37.6942,6.1396,39.4628,-1.2453,-32.989,25.9481,5.0939,38.2298,?,-1.1678,-0.6526,0.5588,0.888,1.0703,1.2053,0.7886,1.1455,1.4527,-0.4642,-0.2658,0.5725,2.3589,0,0,0.7932,0.8187,1.0323,0.2175,73.6467,0.866,0.9258,0.9761,SINISTRA_PANTALONI
-0.2549,7.5738,2.7521,19.5802,-0.6032,-1.9781,39.9961,6.3242,27.9286,-0.8074,0.8684,7.8421,2.8004,16.6131,-0.8487,6.9635,11.6535,3.4137,14.8368,0.0472,0.1288,-0.2935,-0.0366,-2.2779,-0.2841,0.1247,0.4352,0.9827,0.8062,2.2584,1.8526,0.8203,0.1894,0.9658,0.6499,5.1002,3.4321,0.6729,0.5905,0.9659,-10.0327,1.6358,-16.9904,-10.3867,0.7904,1.3591,0.7844,1.7196,0.9924,0.5771,0.7011,1.1786,1.3197,1.6811,1.8824,1.1197,0.0055,9.9562,0.1006,-0.15,0.0866,-0.5052,-0.0256,0.3201,20.4798,143.7143,11.9881,36.5234,0.0843,27.2056,264.9916,16.2786,53.6682,-0.2241,-9.6436,171.8675,13.1098,44.519,-8.6418,0.7528,-2.1237,-2.8211,0.7364,0.9144,1.2417,0.5423,0.8362,1.5418,-0.3422,-0.0843,0.2463,0.9098,8.6385,9.495,0.6805,0.8204,1.2055,0.0903,60.2673,-0.4913,-0.257,0.9036,SINISTRA_PANTALONI
