@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
2.2316,0.2635,0.5133,4.0252,0.1558,-8.287,0.2386,0.4884,10.4618,?,2.2316,0.2635,0.5133,4.0252,0.1558,8.8886,0.3917,0.6258,5.4058,0.5657,-0.2693,1,0.2511,-3.7135,-0.9323,0.2511,1.0509,1,0.8202,0.9515,0.7805,0.8202,1.1045,1,0.6728,0.9054,0.6091,0.6728,-0.071,1,0.1055,-14.0851,-1.4859,0.1055,0,1,0.3831,0,0,0.3831,0.3848,1,0.7446,2.5991,1.9353,0.7446,0.045,12.7502,-0.3725,1.0001,0.7347,-0.3725,-0.8982,0.7347,1100,0,0,0,1,DIETRO_PANTALONI
3.9526,17.8474,4.2246,27.8182,-0.1424,2.4102,8.2151,2.8662,18.0385,-0.1963,3.9526,17.8474,4.2246,27.8182,-0.1424,7.707,21.5674,4.6441,32.3019,0.0625,1.64,1,0.5129,0.6098,0.3127,0.5129,1.4739,1,0.9097,0.6785,0.6172,0.9097,2.1725,1,0.8275,0.4603,0.3809,0.8275,1.1712,1,-1.6105,0.8538,-1.3751,-1.6105,1.615,1,0.7068,0.6192,0.4376,0.7068,1.5422,1,0.8612,0.6484,0.5584,0.8612,0.032,11.836,-0.2753,1,0.9154,-0.2753,-0.0963,0.9154,1100,0,0,0,1,DAVANTI_PANTALONI
9.1748,0.038,0.195,2.6624,0.7408,3.7143,0.0809,0.2845,3.93,0.2806,9.1748,0.038,0.195,2.6624,0.7408,13.498,0.111,0.3331,4.6342,0.7011,2.4701,1,0.6797,0.4048,0.2752,0.6797,0.6853,1,0.5853,1.4593,0.8541,0.5853,0.4696,1,0.3426,2.1296,0.7295,0.3426,4.9661,1,0.7,0.2014,0.141,0.7,1.8807,1,0.6625,0.5317,0.3523,0.6625,0.6775,1,0.5745,1.4761,0.848,0.5745,0.071,22.0638,0.8579,1,0.9919,0.8579,0.9143,0.9919,1100,0,0,0,1,DAVANTI_PANTALONI
3.2643,13.2746,3.6434,20.9199,-0.1572,-0.1354,16.3836,4.0477,15.8914,-0.8473,3.2643,13.2746,3.6434,20.9199,-0.1572,6.9374,16.1352,4.0169,23.9449,0.0654,-24.1135,1,0.4705,-0.0415,-0.0195,0.4705,0.9001,1,0.907,1.1109,1.0077,0.907,0.8102,1,0.8227,1.2342,1.0154,0.8227,0.3899,1,-1.6964,2.5645,-4.3504,-1.6964,2.1015,1,0.7056,0.4759,0.3358,0.7056,1.3164,1,0.8737,0.7596,0.6637,0.8737,0.0241,10.8653,-0.7307,1,0.9307,-0.7307,-0.6422,0.9307,1100,0,0,0,1,DAVANTI_PANTALONI
8.1018,0.0115,0.1073,0.8165,0.9026,5.542,0.0215,0.1467,1.7008,0.7367,8.1018,0.0115,0.1073,0.8165,0.9026,12.7284,0.0238,0.1541,1.7647,0.8692,1.4619,1,0.6365,0.684,0.4354,0.6365,0.7312,1,0.6962,1.3676,0.9521,0.6962,0.5347,1,0.4847,1.8702,0.9064,0.4847,1.5894,1,0.6447,0.6292,0.4056,0.6447,1.2973,1,0.6209,0.7709,0.4786,0.6209,0.4801,1,0.4627,2.0831,0.9638,0.4627,0.0666,21.7455,0.0572,1.0001,0.9075,0.0572,0.4676,0.9075,1100,0,0,0,1,DAVANTI_PANTALONI
8.9185,0.0034,0.0584,0.3452,0.962,4.4406,0.0024,0.0488,0.2928,0.9362,8.9185,0.0034,0.0584,0.3452,0.962,13.3717,0.0053,0.0728,0.4147,0.9695,2.0084,1,0.667,0.4979,0.3321,0.667,1.1973,1,0.8025,0.8352,0.6702,0.8025,1.4335,1,0.644,0.6976,0.4492,0.644,2.0334,1,0.6635,0.4918,0.3263,0.6635,1.9788,1,0.6686,0.5053,0.3379,0.6686,1.1789,1,0.8324,0.8483,0.7061,0.8324,0.0704,22.2776,-0.4019,1.0047,0.9787,-0.4019,-0.2107,0.9787,1100,0,0,0,1,DAVANTI_PANTALONI
-4.1187,16.401,4.0498,13.8289,-18.5135,1.9766,0.7992,0.894,3.869,-0.0802,-4.1187,16.401,4.0498,13.8289,-18.5135,6.9732,22.8096,4.7759,17.7323,0.0608,-2.0838,1,-0.5906,-0.4799,0.2835,-0.5906,4.5301,1,0.848,0.2207,0.1872,0.848,20.5214,1,0.719,0.0487,0.035,0.719,45.6667,1,-11.4373,0.0219,-0.2505,-11.4373,0.1979,1,0.0375,5.0541,0.1897,0.0375,3.5743,1,0.7799,0.2798,0.2182,0.7799,0.0707,10.697,0.2225,1,-0.9889,0.2225,-0.1695,-0.9889,125000,0,0,0,1,DAVANTI_PANTALONI
3.672,33.5864,5.7954,46.6386,-1.5943,0.6922,2.0712,1.4392,7.2339,-1.0932,3.672,33.5864,5.7954,46.6386,-1.5943,8.277,28.1811,5.3086,40.1536,0.0094,5.3047,1,0.4436,0.1885,0.0836,0.4436,4.0269,1,1.0917,0.2483,0.2711,1.0917,16.2156,1,1.1918,0.0617,0.0735,1.1918,7.5863,1,-75.2995,0.1318,-9.9258,-75.2995,5.2019,1,0.4435,0.1922,0.0853,0.4435,6.4472,1,1.1615,0.1551,0.1802,1.1615,0.0273,12.6927,0.0257,1,-0.312,0.0257,-0.1349,-0.312,1100,0,0,0,1,DAVANTI_PANTALONI
6.236,0.0173,0.1316,0.6118,0.9065,7.6139,0.0142,0.1193,0.607,0.9238,6.236,0.0173,0.1316,0.6118,0.9065,11.6522,0.0212,0.1457,0.7086,0.9409,0.819,1,0.5352,1.2209,0.6534,0.5352,1.1031,1,0.9032,0.9065,0.8188,0.9032,1.2169,1,0.8158,0.8218,0.6704,0.8158,0.8066,1,0.526,1.2397,0.6521,0.526,0.822,1,0.5459,1.2166,0.6642,0.5459,1.0078,1,0.8633,0.9922,0.8566,0.8633,0.062,20.0859,-0.2139,1.0006,0.85,-0.2139,0.3285,0.85,1100,0,0,0,1,DAVANTI_PANTALONI
7.5152,0.0095,0.0973,0.4951,0.9361,6.4327,0.0041,0.0639,0.3178,0.9518,7.5152,0.0095,0.0973,0.4951,0.9361,12.4235,0.0153,0.1237,0.5899,0.9537,1.1683,1,0.6049,0.856,0.5178,0.6049,1.5227,1,0.7859,0.6567,0.5161,0.7859,2.3187,1,0.6177,0.4313,0.2664,0.6177,1.156,1,0.597,0.8651,0.5165,0.597,1.1754,1,0.6083,0.8508,0.5175,0.6083,1.5581,1,0.8394,0.6418,0.5387,0.8394,0.0654,21.4631,0.0467,0.9994,0.963,0.0467,0.306,0.963,1100,0,0,0,1,DAVANTI_PANTALONI
-6.3683,13.0216,3.6085,21.6971,-6.9814,-7.2949,7.8531,2.8023,14.2775,?,-6.3683,13.0216,3.6085,21.6971,-6.9814,12.3499,15.7033,3.9627,24.0895,0.11,0.873,1,-0.5157,1.1455,-0.5907,-0.5157,1.2877,1,0.9106,0.7766,0.7072,0.9106,1.6582,1,0.8292,0.6031,0.5001,0.8292,1.3293,1,-6.3714,0.7523,-4.7931,-6.3714,0,1,0.1004,0,0,0.1004,1.5197,1,0.9007,0.658,0.5927,0.9007,0.0597,20.2614,-0.1995,1,-0.8675,-0.1995,-0.2117,-0.8675,1100,0,0,0,1,DIETRO_PANTALONI
4.6906,17.4658,4.1792,17.3124,-0.1647,3.8658,6.9384,2.6341,11.5472,-0.2836,4.6906,17.4658,4.1792,17.3124,-0.1647,8.3647,30.8493,5.5542,22.1139,0.0194,1.2134,1,0.5608,0.8242,0.4622,0.5608,1.5866,1,0.7524,0.6303,0.4742,0.7524,2.5173,1,0.5662,0.3973,0.2249,0.5662,0.9598,1,-5.5942,1.0419,-5.8284,-5.5942,1.6522,1,0.6591,0.6052,0.3989,0.6591,1.4993,1,0.7829,0.667,0.5222,0.7829,0.0415,13.7141,0.4895,1,0.9744,0.4895,0.5918,0.9744,1100,0,0,0,1,DIETRO_PANTALONI
2.5178,27.456,5.2398,23.1824,-0.3235,1.7235,10.2229,3.1973,17.7814,-0.4247,2.5178,27.456,5.2398,23.1824,-0.3235,7.3242,27.1404,5.2096,24.6749,0.0042,1.4608,1,0.3438,0.6845,0.2353,0.3438,1.6388,1,1.0058,0.6102,0.6137,1.0058,2.6857,1,1.0116,0.3723,0.3767,1.0116,1.0691,1,-54.5254,0.9353,-50.9999,-54.5254,1.4034,1,0.7069,0.7126,0.5037,0.7069,1.3037,1,0.9395,0.767,0.7206,0.9395,0.0214,11.6667,0.117,1,0.8638,0.117,0.2865,0.8638,1100,0,0,0,1,DIETRO_PANTALONI
5.0132,4.578,2.1396,9.7845,0.0952,7.061,5.7888,2.406,10.9949,0.1813,5.0132,4.578,2.1396,9.7845,0.0952,10.2117,10.7873,3.2844,14.9661,0.215,0.71,1,0.4909,1.4085,0.6915,0.4909,0.8893,1,0.6514,1.1245,0.7325,0.6514,0.7908,1,0.4244,1.2645,0.5366,0.4244,0.4228,1,0.2511,2.3654,0.594,0.2511,0.8052,1,0.5672,1.2419,0.7044,0.5672,0.8899,1,0.6538,1.1237,0.7347,0.6538,0.0538,17.0873,0.4755,1,0.8906,0.4755,0.819,0.8906,1100,0,0,0,1,DIETRO_PANTALONI
9.082,0.0071,0.0845,0.4178,0.9552,4.1161,0.009,0.095,0.5927,0.8669,9.082,0.0071,0.0845,0.4178,0.9552,13.4877,0.0119,0.109,0.5752,0.9584,2.2065,1,0.6734,0.4532,0.3052,0.6734,0.8902,1,0.7756,1.1234,0.8712,0.7756,0.7924,1,0.6015,1.2619,0.7591,0.6015,2.3047,1,0.672,0.4339,0.2916,0.672,2.0918,1,0.6743,0.4781,0.3223,0.6743,0.7048,1,0.7263,1.4188,1.0304,0.7263,0.0758,22.28,-0.299,0.9931,0.9714,-0.299,-0.0446,0.9714,1100,0,0,0,1,DIETRO_PANTALONI
8.9991,0.0176,0.1327,0.7474,0.9204,4.3328,0.0081,0.0899,0.4237,0.9067,8.9991,0.0176,0.1327,0.7474,0.9204,13.4444,0.0319,0.1786,1.0155,0.9275,2.077,1,0.6694,0.4815,0.3223,0.6694,1.4759,1,0.7428,0.6775,0.5033,0.7428,2.1784,1,0.5517,0.459,0.2533,0.5517,2.0999,1,0.6658,0.4762,0.3171,0.6658,2.0685,1,0.6709,0.4834,0.3243,0.6709,1.764,1,0.736,0.5669,0.4172,0.736,0.0708,22.331,-0.0454,0.9988,0.9869,-0.0454,0.1157,0.9869,1100,0,0,0,1,DIETRO_PANTALONI
8.3949,0.027,0.1644,0.8891,0.8994,5.3689,0.0224,0.1496,0.7153,0.8749,8.3949,0.027,0.1644,0.8891,0.8994,13.0313,0.0357,0.1889,0.9725,0.928,1.5636,1,0.6442,0.6395,0.412,0.6442,1.0987,1,0.8702,0.9102,0.7921,0.8702,1.2071,1,0.7573,0.8285,0.6274,0.7573,1.5886,1,0.6339,0.6295,0.399,0.6339,1.5454,1,0.6541,0.6471,0.4233,0.6541,1.2429,1,0.9142,0.8046,0.7355,0.9142,0.0704,22.1586,-0.4959,1.0009,0.9604,-0.4959,-0.2324,0.9604,1100,0,0,0,1,DIETRO_PANTALONI
9.0514,0.0151,0.1227,0.5189,0.9441,4.1644,0.0228,0.1509,0.6867,0.8481,9.0514,0.0151,0.1227,0.5189,0.9441,13.4618,0.0298,0.1728,0.7582,0.9451,2.1735,1,0.6724,0.4601,0.3094,0.6724,0.8132,1,0.7102,1.2297,0.8733,0.7102,0.6613,1,0.5043,1.5122,0.7627,0.5043,2.2866,1,0.6713,0.4373,0.2936,0.6713,2.0541,1,0.672,0.4868,0.3272,0.672,0.7556,1,0.6844,1.3234,0.9058,0.6844,0.0708,22.2672,0.0237,0.9939,0.9621,0.0237,0.2939,0.9621,1100,0,0,0,1,DIETRO_PANTALONI
