@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.0492,0.0698,0.2642,2.984,-0.6979,-4.3865,0.1574,0.3968,6.4914,?,9.5212,0.1357,0.3684,3.4864,0.6903,10.4896,0.2284,0.4779,4.8445,0.6288,-0.0112,0.0052,0.0047,-0.4607,-0.4182,0.9077,0.6658,0.7171,0.5528,1.0771,0.8303,0.7709,0.4433,0.5142,0.3056,1.1601,0.6894,0.5943,0.1889,-0.1579,-0.1495,-0.8355,-0.791,0.9467,0,0.1561,0.1347,0,0,0.8624,0.4597,0.8559,0.616,1.8619,1.34,0.7197,0.1059,14.029,0.8929,-0.7795,-0.8287,-0.8703,-0.9385,0.9846,1.9235,0.0036,0.06,0.2225,0.8916,-8.3256,0.0002,0.0129,8.3498,?,4.8116,0,0.0052,0.0192,0.996,-0.231,0.3997,-1.7303,4.6502,11.5129,2.4758,21.6241,132.5468,6.1296,-0.2192,0.3811,-1.7386,0,0.4257,0,0.0266,11.6171,435.9826,0.0991,15.0607,0.9749,-0.4328,-0.6236,TASCA_DESTRA_DIETRO_PANTALONI
-0.1341,6.4168,2.5331,12.1849,-0.8397,-0.0567,5.485,2.342,10.695,-0.7249,9.6437,14.5342,3.8124,25.4055,0.1448,10.2927,13.518,3.6767,25.5168,0.155,2.364,-0.0139,-0.013,-0.0059,-0.0055,0.9369,1.0816,0.6645,0.689,0.6143,0.637,1.0369,1.1699,0.4415,0.4747,0.3774,0.4058,1.0752,1.2373,-1.2931,-1.1879,-1.0451,-0.9601,0.9186,1.0682,0.223,0.2193,0.2087,0.2053,0.9837,1.1393,0.4796,0.4775,0.421,0.4191,0.9956,0.1015,13.6101,0.027,0.1696,0.2171,-0.2162,-0.217,0.9867,6.5455,1.9661,1.4022,5.8259,0.3928,1.317,2.5417,1.5943,5.171,-0.2348,6.578,3.7057,1.925,7.9976,0.0036,4.9699,0.9951,0.2002,0.8795,0.7284,0.8282,0.7735,0.5306,0.6859,-3.8327,129.2084,-33.712,2.2912,1.1953,0.5217,1.1267,0.7285,0.6466,0.0987,14.7944,-0.5399,-0.8484,0.0836,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0989,0.0594,0.2438,2.4173,-0.7158,3.9112,0.3197,0.5654,5.5728,0.147,9.9689,0.1446,0.3803,3.8645,0.6663,10.7198,0.2977,0.5456,5.3579,0.596,0.0253,0.0099,0.0092,0.3923,0.3649,0.93,0.4312,0.6411,0.4468,1.4869,1.0363,0.697,0.1859,0.411,0.1997,2.2108,1.0739,0.4858,-1.0503,-0.1307,-0.1276,0.1244,0.1215,0.9765,0.2156,0.1216,0.1062,0.5641,0.4926,0.8734,0.4338,0.6255,0.4512,1.4421,1.0401,0.7213,0.1127,14.0451,-0.9675,-0.9628,-0.9765,0.9502,0.9816,0.9876,9.0495,0,0.0026,0.0125,0.9986,3.6618,0,0.0041,0.0204,0.9944,-0.9315,0.0002,0.0124,0.9643,?,2.4713,-9.7146,-3.9309,0.6287,0.2075,0.3301,0.3953,0.0431,0.109,2.4756,-9.376,-3.7874,2.4652,0,0,0.6121,0.013,0.0212,0.1032,13.6428,-0.3621,0.7769,-0.5072,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4608,2.4772,1.5739,7.4595,-0.5638,-3.5021,5.7714,2.4024,13.2129,-1.7809,10.0987,5.9462,2.4385,12.4927,0.345,11.0735,6.0326,2.4561,13.263,0.3443,-0.1316,0.0456,0.0416,-0.3468,-0.3163,0.912,0.6552,0.6454,0.6408,0.9852,0.9781,0.9928,0.4292,0.4166,0.4106,0.9706,0.9567,0.9857,0.3178,-0.4087,-0.3862,-1.2858,-1.2151,0.945,1.004,0.2501,0.2358,0.2491,0.2349,0.943,0.5646,0.5971,0.5624,1.0576,0.9962,0.9419,0.1114,15.3006,-0.0189,0.4046,0.4814,0.3235,0.1063,0.9631,5.4664,0.5359,0.7321,2.2564,0.6626,-2.7109,7.331,2.7076,8.4295,-1.7861,7.1427,0.0523,0.2287,1.4479,0.8155,-2.0164,0.7653,-0.3795,0.2704,3.2008,11.8382,0.0731,10.2453,140.1433,-0.82,0.6926,-0.8446,2.2105,0.8524,0.3856,0.2677,1.5584,5.8218,0.0979,16.1148,0.7091,0.225,0.6661,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0425,0.0082,0.0906,0.7012,-0.1842,6.3716,0.0916,0.3026,2.9333,0.6341,9.8921,0.0271,0.1647,1.5798,0.8513,11.7685,0.0818,0.286,2.8337,0.7873,0.0067,0.0043,0.0036,0.6441,0.5414,0.8406,0.2994,0.55,0.3168,1.8372,1.0581,0.5759,0.0896,0.3025,0.1003,3.3753,1.1195,0.3317,-0.0215,-0.0121,-0.0104,0.5621,0.4847,0.8623,0.0739,0.0557,0.0445,0.7546,0.6018,0.7974,0.2391,0.4439,0.2475,1.8567,1.0351,0.5575,0.1226,16.3301,0.7165,0.5417,0.6861,0.7554,0.9485,0.9234,8.0737,0.0004,0.0188,0.0605,0.9925,5.4552,0.0008,0.0278,0.0903,0.9836,-1.1071,0,0.0062,1.1237,?,1.48,-7.2923,-4.9272,0.6752,3.0204,4.4732,0.4559,9.1229,20.0093,1.488,-7.1601,-4.8117,1.4746,0,0,0.6698,0.0538,0.0803,0.1022,14.636,-0.9863,0.0245,-0.0248,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0944,0.0025,0.0501,0.2713,-4.4132,8.2151,0.0027,0.0523,0.3087,0.9633,9.9733,0.002,0.0452,0.2613,0.9741,12.9216,0.0033,0.0574,0.3129,0.9761,-0.0115,-0.0095,-0.0073,0.8237,0.6358,0.7718,0.958,1.1067,0.8722,1.1552,0.9105,0.7882,0.9178,1.2247,0.7608,1.3344,0.8289,0.6212,-0.0273,-0.0225,-0.0173,0.8225,0.6339,0.7708,0.006,0.005,0.0038,0.8318,0.6424,0.7723,0.8791,1.0385,0.8671,1.1812,0.9863,0.835,0.136,18.2848,0.6375,-0.1217,0.2893,0.4291,0.8265,0.8578,8.7661,0,0.007,0.0242,0.9972,4.3828,0.0002,0.0127,0.0445,0.9899,-0.3411,0.0003,0.0179,0.3696,?,2.0001,-25.6994,-12.8489,0.553,0.3907,0.7064,0.3058,0.1526,0.4991,2.0072,-23.6867,-11.8009,1.9924,0,0,0.5426,0.0654,0.1205,0.1032,13.49,-0.9909,0.972,-0.9609,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.7975,2.7492,1.6581,7.0004,-1.2202,2.3448,5.9847,2.4464,8.8741,-0.318,8.9944,2.4965,1.58,6.7009,0.4859,9.7788,2.6395,1.6247,6.5772,0.5099,-0.3401,-0.0887,-0.0816,0.2607,0.2398,0.9198,0.6778,1.0494,1.0206,1.5483,1.5058,0.9725,0.4594,1.1012,1.0416,2.3972,2.2673,0.9458,1.7969,-0.6075,-0.5623,-0.3381,-0.313,0.9256,0.4683,0.2419,0.235,0.5166,0.5018,0.9713,0.7888,1.0447,1.0643,1.3243,1.3492,1.0188,0.212,13.4173,0.4851,0.5851,0.5715,-0.001,0.2167,0.9524,-2.8025,2.3838,1.5439,5.7734,?,1.866,0.0476,0.2182,0.6426,0.6942,7.7638,1.6644,1.2901,4.416,0.5333,-1.5018,-0.361,0.2404,7.0767,1.1967,0.1691,50.0801,1.4322,0.0286,-3.9572,-1.144,0.2891,0,0,0.2221,8.9848,1.3074,0.1455,0.1923,12.4323,0.8535,0.9953,0.8561,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1654,24.0689,4.906,27.8682,-2.0061,1.169,11.1498,3.3391,17.2426,-0.5679,9.5305,32.3288,5.6858,48.8701,-0.6596,11.5854,25.5519,5.0549,32.1303,0.1203,0.1415,0.0174,0.0143,0.1227,0.1009,0.8226,1.4692,0.8628,0.9705,0.5873,0.6606,1.1248,2.1587,0.7445,0.942,0.3449,0.4364,1.2652,2.9778,0.9575,-4.2331,0.3216,-1.4215,-4.4207,0.843,0.3148,0.2538,0.3734,0.3011,0.8063,1.6162,0.5703,0.8673,0.3528,0.5366,1.521,0.1,16.3709,-0.8988,-0.6473,-0.5844,0.5356,0.4559,0.4794,0.9007,5.8229,2.4131,8.454,-0.6218,0.7543,0.7487,0.8653,2.3757,-0.156,-9.3826,0.2286,0.4781,9.8059,?,1.1941,-0.096,-0.0804,2.7888,5.0468,1.8097,7.7775,25.4703,3.2749,10.1112,0.3306,0.0327,2.5364,0,0,3.5586,0.8621,0.2423,0.0985,12.2558,0.7171,0.7085,0.5044,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1044,0.0164,0.1279,0.5921,-2.8762,13.4274,0.0141,0.1187,0.5477,0.96,9.861,0.0084,0.0916,0.3815,0.962,16.6602,0.0222,0.149,0.656,0.9614,-0.0078,-0.0106,-0.0063,1.3617,0.806,0.5919,1.0776,1.3962,0.8584,1.2956,0.7966,0.6148,1.1612,1.9492,0.7369,1.6786,0.6346,0.378,-0.0334,-0.0454,-0.0269,1.3615,0.8059,0.592,0.0111,0.0152,0.009,1.3643,0.807,0.5916,1.081,1.552,0.9025,1.4357,0.8348,0.5815,0.1772,23.415,-0.0357,-0.2588,-0.1242,0.9706,0.9934,0.9877,6.171,0.0002,0.0157,0.0711,0.9885,7.6182,0.0002,0.0128,0.0562,0.9926,-0.2256,0.0005,0.0221,0.2648,?,0.81,-27.3539,-33.769,1.2264,0.7115,0.5802,1.504,0.5062,0.3366,0.8073,-23.1495,-28.6742,0.8107,0,0,1.2646,0.2685,0.2123,0.1043,14.0148,-0.9621,-0.1324,0.1841,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1109,0.003,0.0545,0.2636,-66.2804,11.8225,0.01,0.0999,0.4749,0.9607,9.9074,0.0065,0.0808,0.4042,0.9601,15.4254,0.0156,0.125,0.6216,0.9606,-0.0094,-0.0112,-0.0072,1.1933,0.7664,0.6423,0.5451,0.6741,0.4355,1.2365,0.7988,0.6461,0.2972,0.4543,0.1896,1.5288,0.6381,0.4174,-0.0224,-0.0267,-0.0172,1.1927,0.7662,0.6424,0.0003,0.0004,0.0002,1.192,0.7661,0.6427,0.5552,0.6523,0.4241,1.175,0.764,0.6502,0.1624,21.8408,0.07,-0.2832,-0.0781,0.8907,0.9786,0.9607,7.4145,0.0002,0.0152,0.0505,0.9932,6.3963,0.0003,0.0176,0.0575,0.9911,-0.5318,0.0001,0.0085,0.5494,?,1.1592,-13.9425,-12.0279,0.8635,1.7879,2.0705,0.7457,3.1965,4.2868,1.1596,-13.4443,-11.5944,1.157,0,0,0.8781,0.0919,0.1047,0.1032,14.3425,-0.9733,0.0037,0.0192,TASCA_SINISTRA_DAVANTI_PANTALONI
0.4014,4.3867,2.0944,12.801,-0.4932,-7.1585,13.0006,3.6056,18.6471,-7.5448,9.559,8.519,2.9187,14.3482,0.0173,12.4651,13.3056,3.6477,18.19,0.1736,-0.0561,0.042,0.0322,-0.7489,-0.5743,0.7669,0.5809,0.7176,0.5742,1.2353,0.9885,0.8002,0.3374,0.5149,0.3297,1.5261,0.9771,0.6403,0.2568,-16.753,-1.1068,-65.2418,-4.3101,0.0661,3.9285,0.5872,0.3895,0.1495,0.0991,0.6634,0.6865,0.8922,0.7037,1.2996,1.0251,0.7888,0.1232,18.2909,-0.0302,-0.5828,-0.269,-0.4758,-0.8363,0.8503,-6.454,0.1537,0.392,6.7893,?,-7.253,0.1193,0.3453,8.3755,?,1.1986,0.2011,0.4484,1.6576,0.2352,0.8898,-5.3848,-6.0514,1.1351,0.8742,0.7701,1.2885,0.7642,0.5931,0.8106,-13.3222,-16.4348,1,0,0,0.8106,4.0959,5.0528,0.1009,14.9055,-0.9712,-0.3843,0.589,TASCA_SINISTRA_DIETRO_PANTALONI
1.5334,14.331,3.7856,17.4089,-0.3905,3.3849,9.9567,3.1554,16.4436,-0.4616,10.1014,16.8121,4.1003,15.0166,0.2015,11.8467,16.6029,4.0747,14.2589,0.2662,0.453,0.1518,0.1294,0.3351,0.2857,0.8527,1.1997,0.9233,0.9291,0.7696,0.7744,1.0063,1.4393,0.8524,0.8632,0.5922,0.5997,1.0126,0.9414,-1.2905,-0.945,-1.3708,-1.0038,0.7323,1.1129,0.6658,0.6443,0.5983,0.5789,0.9677,1.0587,1.1593,1.2209,1.095,1.1532,1.0531,0.1157,17.1996,0.1216,0.2334,0.4527,0.0374,0.2307,0.9194,6.0956,1.1167,1.0567,3.2972,0.5607,6.2906,0.3585,0.5988,2.1888,0.723,4.0628,1.4279,1.1949,3.9864,0.4006,0.969,1.5003,1.5483,1.7649,0.8843,0.5011,3.1149,0.7821,0.2511,0.7367,1.5801,2.1449,0.9499,1.1287,1.1883,1.5064,0.8271,0.5491,0.1038,16.449,-0.5252,-0.8058,-0.0554,TASCA_SINISTRA_DIETRO_PANTALONI
1.4508,15.8073,3.9758,24.3815,-1.0735,1.9891,36.8906,6.0738,30.0589,-0.4185,10.745,16.3579,4.0445,18.0969,0.0712,12.9584,22.6512,4.7593,21.8067,0.1888,0.7294,0.135,0.112,0.1851,0.1535,0.8292,0.6546,0.983,0.8354,1.5017,1.2762,0.8498,0.4285,0.9663,0.6979,2.2552,1.6286,0.7222,1.4233,-9.1004,-2.4873,-6.3939,-1.7476,0.2733,0.5549,0.6035,0.4374,1.0876,0.7883,0.7248,0.8111,1.3473,1.1181,1.661,1.3784,0.8299,0.1185,19.0777,-0.5099,0.2627,-0.1326,0.3118,0.6775,0.8134,5.1416,1.4559,1.2066,4.9421,0.3351,2.46,1.834,1.3542,5.3722,0.1555,7.6108,2.4295,1.5587,6.9369,0.2053,2.0901,0.6756,0.3232,0.891,0.7741,0.8688,0.7939,0.5993,0.7549,2.5178,1.3894,0.5518,1.1684,0.8514,0.7287,0.9199,0.7124,0.7744,0.1022,15.2124,0.4429,-0.8394,-0.8057,TASCA_SINISTRA_DIETRO_PANTALONI
0.1885,4.7183,2.1722,10.0417,-1.0543,10.5045,7.4955,2.7378,13.8995,0.2111,9.4314,4.5913,2.1427,8.327,0.3763,14.3303,10.778,3.283,15.9374,0.2864,0.0179,0.02,0.0132,1.1138,0.733,0.6581,0.7934,1.0137,0.6616,1.2777,0.8339,0.6527,0.6295,1.0277,0.4378,1.6325,0.6954,0.426,-1.386,-1.0257,-0.8056,0.74,0.5812,0.7854,0.2775,0.3661,0.2189,1.3195,0.7888,0.5978,0.7225,1.2059,0.6301,1.6692,0.8721,0.5225,0.1518,21.7012,-0.5825,0.0632,-0.3253,0.7256,0.9459,0.9048,4.4902,0.0671,0.259,1.0112,0.7953,8.0021,0.2362,0.486,1.3841,0.8456,3.1612,1.6705,1.2925,3.7391,0.1453,0.5611,1.4204,2.5314,0.5329,0.2004,0.376,0.284,0.0402,0.1414,0.5183,6.1777,11.9191,0.5511,1.129,2.0487,0.7306,0.2704,0.3702,0.1044,15.6535,-0.5446,0.4356,-0.9908,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1143,0.0054,0.0738,0.2889,-5.8436,7.2174,0.009,0.0946,0.4111,0.945,10.0138,0.0055,0.0741,0.3925,0.9617,12.3446,0.0102,0.1008,0.5381,0.9576,-0.0158,-0.0114,-0.0093,0.7208,0.5847,0.8112,0.78,0.9963,0.7319,1.2772,0.9383,0.7347,0.6084,0.9926,0.5357,1.6313,0.8805,0.5397,-0.035,-0.025,-0.0203,0.7158,0.581,0.8117,0.0057,0.0041,0.0033,0.7285,0.5888,0.8082,0.7028,0.736,0.5369,1.0474,0.764,0.7295,0.1387,17.3496,-0.8225,-0.0008,-0.4576,0.5147,0.861,0.8822,8.8477,0,0.0066,0.0224,0.9975,4.0784,0.0001,0.0116,0.0407,0.9901,1.1197,0.0002,0.0138,0.049,0.9574,2.1694,7.9019,3.6425,0.5706,0.4784,0.8383,0.3256,0.2288,0.7028,2.1721,8.0235,3.694,2.156,7.701,3.5719,0.5503,0.4574,0.8311,0.1102,14.0459,-1.1433,-0.823,0.6123,TASCA_SINISTRA_DIETRO_PANTALONI
-0.056,0.0182,0.1348,0.6049,-2.264,7.402,0.0205,0.1431,0.6292,0.9187,9.9943,0.0069,0.083,0.3841,0.9624,12.4382,0.0159,0.126,0.5916,0.9536,-0.0076,-0.0056,-0.0045,0.7406,0.5951,0.8035,0.9419,1.6241,1.0701,1.7243,1.1361,0.6589,0.8871,2.6376,1.145,2.9732,1.2907,0.4341,-0.059,-0.0426,-0.0345,0.7223,0.5852,0.8103,0.024,0.0181,0.0145,0.7567,0.6075,0.8028,0.9614,1.575,1.0225,1.6383,1.0636,0.6492,0.1309,17.5113,-0.9086,-0.0191,-0.6339,0.3551,0.8711,0.7674,8.8223,0.0001,0.0117,0.0423,0.9952,4.2769,0.0007,0.0262,0.0944,0.9781,0.206,0.0016,0.0401,0.1336,0.5428,2.0628,42.8293,20.7629,0.448,0.2923,0.6525,0.2007,0.0855,0.4257,2.0906,55.5251,26.5598,2.0546,30.2822,14.739,0.4482,0.3168,0.7067,0.1032,13.3053,-0.9585,0.932,-0.9406,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0308,0.0192,0.1384,0.7551,-1.7984,8.5014,0.0269,0.164,0.9801,0.8925,9.9745,0.0166,0.1289,0.6265,0.9393,13.1073,0.0285,0.1687,0.8779,0.9356,-0.0036,-0.0031,-0.0023,0.8523,0.6486,0.761,0.8439,1.0738,0.8205,1.2724,0.9722,0.7641,0.7122,1.1531,0.6732,1.6191,0.9452,0.5838,-0.0596,-0.05,-0.0381,0.839,0.6381,0.7605,0.0296,0.0261,0.0198,0.883,0.6689,0.7575,0.7705,1.2053,0.8602,1.5643,1.1164,0.7137,0.1409,18.5891,-0.6784,0.3733,-0.2125,0.3541,0.8401,0.8044,8.2667,0.0011,0.0325,0.0998,0.988,5.2566,0.0028,0.0529,0.163,0.9696,0.441,0.0008,0.0275,0.0955,0.7991,1.5726,18.7452,11.9195,0.6135,1.1815,1.9258,0.3764,1.3959,3.7089,1.5782,21.5917,13.6814,1.5488,17.4648,11.2762,0.6122,1.0448,1.7067,0.1054,13.9643,-1.0009,0.9421,-0.9477,TASCA_SINISTRA_DIETRO_PANTALONI
-0.2029,0.016,0.1263,0.6847,-4.5711,7.014,0.0291,0.1705,0.85,0.8864,9.9936,0.0136,0.1166,0.5326,0.9481,12.2122,0.0306,0.1748,0.7974,0.9369,-0.0289,-0.0203,-0.0166,0.7019,0.5743,0.8183,0.7406,1.0833,0.7224,1.4626,0.9754,0.6669,0.5485,1.1735,0.5218,2.1393,0.9514,0.4447,-0.0847,-0.0577,-0.0474,0.6821,0.56,0.8211,0.0164,0.012,0.0097,0.7295,0.5919,0.8114,0.8055,1.2856,0.8586,1.5961,1.066,0.6679,0.1285,17.2158,-0.8653,-0.1577,-0.5847,0.6052,0.9029,0.8875,8.9167,0.0001,0.0085,0.0299,0.9967,4.0812,0.0003,0.0183,0.0642,0.9844,-0.0665,0.0012,0.0341,0.1231,?,2.1848,-134.0135,-61.3387,0.4654,0.2495,0.536,0.2166,0.0622,0.2873,2.1988,-72.3306,-32.8949,2.1718,0,0,0.4659,0.2428,0.5213,0.1032,13.0645,-1.0301,0.5135,-0.4922,TASCA_SINISTRA_DIETRO_PANTALONI
