@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.1336,15.5243,3.9401,17.5241,-1.1727,-0.6826,13.9722,3.7379,23.0265,-1.1072,-0.113,16.4931,4.0612,26.6596,-1.013,5.564,15.5284,3.9406,17.8201,0.0515,0.1957,1.182,-0.024,6.0393,-0.1227,-0.0203,1.0541,0.9702,0.9999,0.9204,0.9486,1.0306,1.1111,0.9413,0.9997,0.8471,0.8998,1.0621,0.7818,0.705,-9.7802,0.9018,-12.5104,-13.872,0.7381,0.609,0.4293,0.8251,0.5816,0.7049,0.761,0.6573,0.9834,0.8637,1.2922,1.496,0.007,8.419,-0.2464,-0.1714,0.1745,0.6829,-0.3541,-0.1307,-0.4306,3.6756,1.9172,9.6568,-1.5292,0.0791,6.3682,2.5235,12.0291,-3.5815,2.2866,9.5263,3.0865,12.168,-0.3162,-5.4412,-0.1883,0.0346,0.7597,0.6212,0.8176,0.5772,0.3858,0.6685,0.6209,1.9974,3.217,1.4542,0.413,0.284,0.8028,0.7936,0.9886,0.0233,5.8612,0.4192,-0.2938,0.002,0,0,0,0,0,DESTRA_PANTALONI
0.4268,24.62,4.9619,31.075,-0.7964,-0.2516,17.5344,4.1874,20.1573,-1.3196,-0.0671,16.3889,4.0483,19.8275,-1.3647,6.6602,14.4345,3.7993,18.7133,0.0483,-1.6965,-6.3595,0.0641,3.7486,-0.0378,-0.0101,1.1849,1.2257,1.306,1.0344,1.1022,1.0655,1.4041,1.5022,1.7056,1.0699,1.2148,1.1354,1.2014,1.204,-14.5166,1.0022,-12.0831,-12.057,1.9906,2.063,0.8798,1.0364,0.442,0.4264,1.5416,1.5673,1.6606,1.0166,1.0772,1.0595,0.0051,10.0485,0.0787,-0.1691,0.2734,0.1159,-0.2422,-0.2529,-0.7236,2.4674,1.5708,8.0515,-0.8596,-0.0773,13.905,3.7289,19.5764,-2.3715,2.1805,3.1962,1.7878,7.5024,-0.1712,9.3645,-0.3318,-0.0354,0.4212,0.8786,2.0858,0.1774,0.772,4.3505,0.2703,3.3938,12.557,0.7457,0.6759,0.9064,0.4113,1.0732,2.6093,0.0235,6.1206,-0.1078,-0.0871,0.0538,0,0,0,0,0,DESTRA_PANTALONI
0.1651,0.2574,0.5073,2.761,-1.3923,-0.2896,0.2371,0.4869,2.1423,-0.9635,0.2538,0.1782,0.4222,1.522,-0.4563,0.8234,0.1703,0.4127,1.8753,0.0719,-0.5702,0.6506,0.2006,-1.141,-0.3517,0.3083,1.0419,1.2017,1.2292,1.1534,1.1798,1.0229,1.0855,1.4442,1.511,1.3304,1.392,1.0463,1.5285,3.3694,-11.0658,2.2043,-7.2394,-3.2842,1.0578,1.1043,0.5712,1.044,0.54,0.5173,1.2888,1.814,1.4723,1.4076,1.1424,0.8116,0.0041,1.2801,-0.7445,0.1781,0.1147,0.0897,-0.1101,0.6114,-0.403,0.019,0.1379,0.6555,?,0.4009,0.0078,0.0881,0.3848,0.3656,0.181,0.059,0.2428,0.8196,-0.3781,-1.0051,-2.2259,2.2146,1.5649,0.5678,0.3629,2.4489,0.3225,0.1317,-2.9567,2.9147,-0.9858,0,0,1.0197,1.7036,0.7997,0.4694,0.0059,1.0592,-0.4613,-0.5853,-0.0977,4.1432,0,0,0,1,DESTRA_PANTALONI
0.0045,2.0542,1.4333,5.9009,-0.8318,-0.5708,1.8365,1.3552,5.0445,-2.1054,-0.3779,1.7633,1.3279,5.5177,-1.372,2.2858,0.8975,0.9474,3.5622,0.1747,-0.0079,-0.012,0.002,1.5105,-0.2497,-0.1653,1.0576,1.0794,1.5129,1.0205,1.4304,1.4017,1.1186,1.165,2.2888,1.0415,2.0462,1.9646,0.7835,0.8396,-3.5525,1.0716,-4.5342,-4.2312,1.983,1.3848,0.7463,0.6983,0.3763,0.5389,1.1698,1.0695,1.6565,0.9142,1.4161,1.549,0.0068,3.4269,0.0174,-0.1296,0.2395,-0.1399,-0.6868,-0.0442,0.3507,0.1441,0.3796,1.5476,-0.326,-0.3371,0.2695,0.5191,1.8578,-3.8552,-0.4167,0.5444,0.7378,2.2511,-3.0076,-1.0404,-0.8417,0.809,0.7313,0.5145,0.7036,0.5347,0.2647,0.495,0.2579,0.2252,0.8732,3.0501,2.0778,0.6812,0.833,0.6875,0.8253,0.0063,1.5365,-0.7745,-0.7349,0.552,4.3871,0.1317,0.3629,1.219,0.7727,DESTRA_PANTALONI
0.6972,1.5178,1.232,5.953,-0.873,-0.5597,0.3529,0.5941,3.5021,-2.2182,-0.4684,4.6697,2.161,9.2651,-1.0231,2.5092,1.263,1.1238,4.7224,0.1045,-1.2456,-1.4883,0.2778,1.1948,-0.223,-0.1867,2.0738,0.5701,1.0962,0.2749,0.5286,1.9228,4.3006,0.325,1.2018,0.0756,0.2794,3.6973,1.1494,0.5922,-5.0374,0.5152,-4.3824,-8.5067,2.9206,0.694,0.6027,0.2376,0.2064,0.8685,1.6998,0.6425,1.2606,0.378,0.7416,1.962,0.01,3.6393,0.124,-0.1507,0.2401,0.0433,-0.3267,-0.1241,0.281,1.2736,1.1285,4.5618,-0.9552,-1.1152,2.158,1.469,4.7931,-7.4372,0.5276,0.4642,0.6813,2.2767,-0.0988,-0.252,0.5325,-2.1135,0.7682,1.6564,2.156,0.5902,2.7435,4.6485,0.5275,10.8906,20.6458,4.1069,1.126,0.2742,0.9517,2.0037,2.1053,0.0125,2.6563,-0.1734,-0.0254,-0.1563,5.8723,1.4529,1.2054,4.0344,0.5067,DESTRA_PANTALONI
1.1943,18.8799,4.3451,17.4424,-0.7102,-1.6437,13.4348,3.6653,14.5181,-1.9343,-0.684,6.2719,2.5044,13.4016,-1.437,6.0547,6.5234,2.5541,10.4473,0.0903,-0.7266,-1.746,0.1973,2.4029,-0.2715,-0.113,1.1855,1.735,1.7012,1.4636,1.4351,0.9805,1.4053,3.0102,2.8942,2.1421,2.0595,0.9615,0.7569,0.9166,-6.9847,1.2111,-9.2286,-7.6202,2.0613,1.8546,0.8881,0.8997,0.4308,0.4788,1.2014,1.3015,1.6696,1.0833,1.3897,1.2828,0.0217,8.5703,0.0673,0.2162,0.3902,-0.0508,-0.5239,0.0433,0.1993,1.3164,1.1473,5.018,-0.512,-1.2278,3.2865,1.8129,5.4581,-18.2322,1.0303,3.1182,1.7658,5.2327,-0.1309,-0.1623,0.1934,-1.1916,0.6329,0.6497,1.0266,0.4005,0.4222,1.054,0.3284,2.8059,8.5444,11.6943,0.7173,0.0613,0.9194,0.959,1.0431,0.0163,3.3779,-0.1447,0.5491,-0.888,0.404,1.0489,1.0241,4,0,DESTRA_PANTALONI
-0.3917,10.1022,3.1784,18.8235,-0.439,-0.702,7.6171,2.7599,12.2478,-2.7335,0.3941,13.8077,3.7159,22.0649,-0.5484,4.7732,9.545,3.0895,14.1258,0.0309,0.558,-0.9941,-0.0821,-1.7814,-0.1471,0.0826,1.1516,0.8554,1.0288,0.7427,0.8933,1.2027,1.3263,0.7316,1.0584,0.5517,0.798,1.4466,0.6404,0.7348,-12.7685,1.1475,-19.9399,-17.3772,3.9876,0.918,0.8975,0.2302,0.2251,0.9777,1.5369,0.8531,1.3326,0.5551,0.8671,1.562,0.0092,7.1756,-0.2068,-0.2504,0.2632,0.1681,-0.5256,0.1082,0.0844,2.1146,1.4542,5.7507,-1.2234,-0.0819,1.5134,1.2302,6.8979,-0.5016,0.6125,0.7113,0.8434,3.7177,-0.3236,-1.03,0.1378,-0.1338,1.1821,1.7242,1.4587,1.3973,2.973,2.1277,1.3733,3.4812,2.5349,0.563,0.9208,1.6355,0.8337,1.5468,1.8554,0.0064,2.9681,0.2813,0.2506,-0.1138,2,0,0,0,1,DESTRA_PANTALONI
2.1458,11.2079,3.3478,15.3018,-0.4845,-2.1861,19.6145,4.4288,15.1451,-1.676,1.9946,25.1793,5.0179,17.0332,-0.4845,7.2995,16.0811,4.0101,14.301,0.0513,-0.9816,1.0758,0.294,-1.096,-0.2995,0.2733,0.7559,0.6672,0.8348,0.8826,1.1044,1.2513,0.5714,0.4451,0.697,0.779,1.2197,1.5658,0.5265,0.8983,-6.4603,1.7062,-12.2705,-7.1918,1.8213,0.8984,0.6838,0.4933,0.3755,0.7612,1.0103,0.8983,1.07,0.8891,1.059,1.1911,0.0373,11.0399,0.5151,0.642,0.5168,0.0856,-0.3272,0.6899,-0.538,1.3908,1.1793,4.705,-2.2884,0.0376,6.3218,2.5143,9.549,-1.007,1.8426,3.6526,1.9112,6.8338,-0.2916,-14.3122,-0.292,0.0204,0.469,0.6171,1.3156,0.22,0.3808,1.7308,0.6834,2.1223,3.1055,0.3007,0.2704,0.8992,0.4927,0.6885,1.3973,0.0196,5.0207,0.3573,-0.7503,0.1058,17.5102,26.1683,5.1155,25,0.0385,DESTRA_PANTALONI
1.2705,5.3573,2.3146,8.7924,-0.2072,-2.892,7.4179,2.7236,10.8964,-34.5787,-1.0216,14.1586,3.7628,15.8649,-1.0629,5.2447,10.4488,3.2325,11.7376,0.0302,-0.4393,-1.2436,0.2423,2.8307,-0.5514,-0.1948,0.8498,0.6151,0.716,0.7238,0.8426,1.1641,0.7222,0.3784,0.5127,0.5239,0.7099,1.3551,0.1425,0.1846,-4.1335,1.2956,-29.003,-22.3864,23.7805,0.947,0.6018,0.0398,0.0253,0.6354,0.8069,0.5542,0.7491,0.6868,0.9283,1.3516,0.0332,7.7526,-0.4131,0.5333,0.7651,-0.2243,-0.7885,0.1557,-1.1349,1.9417,1.3934,5.374,-4.2576,-1.2685,5.1693,2.2736,7.0858,-5.4294,1.343,1.095,1.0464,4.2357,0.0625,0.8947,-0.8451,-0.9445,0.6129,1.3316,2.1728,0.3756,1.7732,4.721,0.7273,-15.4076,-21.1849,0.9275,0.2262,0.2439,0.7584,1.2687,1.6729,0.0217,4.5546,0.5008,0.0406,0.0611,7.7649,43.8107,6.619,22.6253,0.1533,DESTRA_PANTALONI
0.2397,8.6965,2.949,16.0312,-0.5183,-0.8734,5.9601,2.4413,10.3445,-1.9568,-0.3502,5.0846,2.2549,13.7114,-0.8506,3.9377,5.1784,2.2756,11.8306,0.0447,-0.2745,-0.6845,0.0609,2.4938,-0.2218,-0.0889,1.2079,1.3078,1.2959,1.0827,1.0728,0.9909,1.4591,1.7104,1.6794,1.1722,1.151,0.9819,0.7994,0.8684,-9.8789,1.0863,-12.3576,-11.3761,3.018,1.425,0.8525,0.4722,0.2825,0.5983,1.5497,1.1692,1.3551,0.7544,0.8744,1.159,0.0104,6.0684,0.638,0.4449,-0.0037,0.3032,-0.3365,-0.1142,0.2104,0.9293,0.964,4.406,-1.5246,-0.505,1.8207,1.3493,5.8127,-2.0612,1.6854,3.9293,1.9822,7.6584,-0.2697,-0.4166,0.1248,-0.2996,0.7144,0.4863,0.6807,0.5104,0.2365,0.4634,0.6798,1.6354,2.4056,0.9191,0.2894,0.3148,0.758,0.5753,0.759,0.0191,3.713,-0.1812,-0.5689,-0.2163,0.3226,0.2185,0.4675,1,0,SINISTRA_PANTALONI
-0.1793,0.4951,0.7036,3.764,-0.7253,0.0858,0.1044,0.3231,1.3618,-0.5057,-0.1872,0.089,0.2984,1.1859,-2.3811,0.7517,0.198,0.445,2.0232,0.0817,-2.09,0.9583,-0.2386,-0.4585,0.1142,-0.249,2.1776,2.3583,1.5813,1.083,0.7262,0.6705,4.742,5.5614,2.5006,1.1728,0.5273,0.4496,3.4598,1.8948,-8.7929,0.5477,-2.5415,-4.6405,2.4122,6.2202,0.9902,2.5786,0.4105,0.1592,2.7641,3.1741,1.8604,1.1483,0.6731,0.5861,0.0029,1.0943,-0.0093,0.0706,0.0307,-0.1301,0.6615,-0.015,-0.7101,0.3917,0.6258,1.7175,-10.4089,-0.4586,0.0603,0.2456,0.7789,?,0.2965,0.0259,0.1611,0.6419,-0.1474,1.5482,-2.3945,-1.5466,2.5481,3.8855,1.5249,6.4927,15.0969,2.3252,2.0118,19.0033,9.4462,0,0.2691,0,2.205,2.6755,1.2134,0.0095,1.4867,0.9612,-0.6541,-0.5625,0,0,0,0,0,SINISTRA_PANTALONI
0.1885,6.6056,2.5701,13.6537,-0.7329,-1.2954,4.5083,2.1233,10.1505,-2.8993,-0.2349,3.9425,1.9856,11.5534,-0.539,3.6313,3.6386,1.9075,8.5265,0.0756,-0.1455,-0.8023,0.0519,5.5138,-0.3567,-0.0647,1.2105,1.2944,1.3474,1.0694,1.1131,1.0409,1.4652,1.6755,1.8155,1.1435,1.239,1.0835,0.7651,1.4271,-8.2825,1.8652,-10.825,-5.8036,3.0267,1.0496,0.8542,0.3468,0.2822,0.8139,1.3451,1.1818,1.6013,0.8786,1.1905,1.355,0.0145,5.4774,0.3074,0.1201,-0.2047,-0.0247,-0.7199,0.2516,-0.3798,0.7846,0.8858,4.296,-1.3466,-0.0259,1.6525,1.2855,5.2487,-2.1165,-1.3311,1.7358,1.3175,5.0511,-3.7158,14.6393,0.2853,0.0195,0.6891,0.6723,0.9757,0.4748,0.452,0.952,0.6916,0.6194,0.8956,1.087,1.7092,1.5724,0.8185,0.8505,1.0391,0.015,3.3405,-0.2992,-0.1895,0.4718,0,0,0,0,0,SINISTRA_PANTALONI
0.3969,0.9753,0.9876,4.656,-0.2484,-0.2081,0.4904,0.7003,2.4306,-1.3704,-0.1491,0.0455,0.2134,1.3863,-6.3118,1.0512,0.6293,0.7933,3.6232,0.0566,-1.9075,-2.662,0.3776,1.3955,-0.198,-0.1418,1.4103,4.6273,1.2449,3.2812,0.8828,0.269,1.9888,21.4123,1.5498,10.7662,0.7793,0.0724,0.6593,0.7742,-4.2659,1.1742,-6.4699,-5.5099,3.637,19.6706,0.9711,5.4084,0.267,0.0494,1.9156,3.3586,1.2851,1.7533,0.6709,0.3826,0.0053,1.4152,0.1469,0.0492,0.8675,-0.5672,0.1065,0.1469,-0.0247,0.0095,0.0976,0.4465,-1.1117,0.0015,0.0044,0.0661,0.313,-0.7059,0.0533,0.0334,0.1828,0.6259,-0.406,-16.3821,-0.4622,0.0282,1.4752,0.5336,0.3617,2.1763,0.2847,0.1308,1.815,1.3006,0.7166,1.1525,0.4749,0.4121,1.4266,0.7133,0.5,0.0007,0.2704,0.2123,-0.6713,0.1348,0,0,0,0,0,SINISTRA_PANTALONI
0.4749,3.6944,1.9221,12.4569,-0.2458,-0.6576,1.0638,1.0314,5.4808,-1.2765,0.004,3.8161,1.9535,13.0369,-0.4708,2.4636,3.1629,1.7785,11.3963,0.0416,-0.7222,119.5418,0.1928,-165.5236,-0.2669,0.0016,1.8635,0.9839,1.0807,0.528,0.5799,1.0984,3.4728,0.9681,1.168,0.2788,0.3363,1.2065,0.7997,0.5889,-4.9621,0.7364,-6.2052,-8.4259,4.1533,1.1281,0.8409,0.2716,0.2025,0.7454,2.2728,0.9555,1.0931,0.4204,0.4809,1.144,0.0087,3.5633,0.0053,0.3351,0.6157,-0.0849,-0.0973,0.4688,0.3514,0.7252,0.8516,6.0648,-0.4657,-0.5666,0.1539,0.3923,2.9021,-4.0999,1.345,2.1394,1.4627,5.8714,-0.5228,-0.6201,0.2612,-0.4213,2.1708,0.5822,0.2682,4.7126,0.339,0.0719,0.8259,0.9559,1.1574,7.2715,1.0732,0.1476,2.0898,1.0329,0.4943,0.0161,2.8297,-0.3225,0.4886,0.1228,3.9355,0.0604,0.2457,1,0.75,SINISTRA_PANTALONI
-0.2307,0.6354,0.7971,4.1763,-0.6989,-0.1134,0.2203,0.4694,1.9358,-0.7021,-0.2594,0.2489,0.4989,2.7213,-0.8967,1.0271,0.1831,0.4279,2.2616,0.1606,2.0353,0.8893,-0.2246,0.4369,-0.1104,-0.2526,1.6984,1.5979,1.8628,0.9409,1.0968,1.1658,2.8844,2.5534,3.4702,0.8852,1.2031,1.3591,2.1517,1.3354,-3.9698,0.6206,-1.845,-2.9727,2.1615,1.7133,0.9124,0.7926,0.4221,0.5325,2.1575,1.5347,1.8467,0.7113,0.8559,1.2033,0.0039,1.5361,0.2599,-0.2702,0.3782,-0.0021,0.4596,-0.0387,-0.2099,0.0532,0.2306,1.0008,-1.7645,-0.0659,0.0332,0.1822,0.7722,-1.7103,0.079,0.0332,0.1822,0.7253,-0.5474,3.1863,-2.6575,-0.8341,1.2661,1.2655,0.9996,1.603,1.6016,0.9991,1.3108,2.4898,1.8994,1.2706,0.7724,0.6079,1.296,1.38,1.0648,0.0025,0.5737,0.6916,0.4932,0.0143,0,0,0,0,0,SINISTRA_PANTALONI
-1.3745,12.9528,3.599,17.8501,-1.9096,-0.5642,15.0784,3.8831,13.6542,-1.4696,-0.275,8.4393,2.905,11.8501,-1.1277,5.6683,6.6239,2.5737,11.7869,0.0661,2.4363,4.9987,-0.2425,2.0517,-0.0995,-0.0485,0.9268,1.2389,1.3984,1.3367,1.5088,1.1287,0.859,1.5348,1.9555,1.7867,2.2764,1.2741,1.4418,1.8653,-14.0522,1.2937,-9.7461,-7.5335,1.1096,1.1015,0.4861,0.9927,0.4381,0.4413,1.3073,1.5063,1.5144,1.1522,1.1584,1.0054,0.0159,8.5628,-0.4512,-0.2746,-0.3776,0.4407,-0.0549,-0.1177,0.28,0.3582,0.5985,2.5848,-0.5791,0.7844,2.4105,1.5526,5.9505,-0.3919,-1.3944,2.9305,1.7119,4.9219,-14.4305,0.357,-0.2008,-0.5625,0.3855,0.3496,0.9069,0.1486,0.1222,0.8226,0.5658,0.2059,0.364,0.3829,5.1319,13.4029,0.4344,0.5252,1.209,0.0171,3.1123,0.3121,-0.1652,0.0148,264.8737,9325.707,96.5697,303,0.1416,SINISTRA_PANTALONI
-0.0934,2.9482,1.717,7.5414,-1.1479,-1.5425,2.1481,1.4656,6.4619,-2.4665,-0.0794,2.1167,1.4549,8.1881,-1.1293,2.8588,1.4349,1.1979,5.5741,0.051,0.0605,1.1768,-0.0327,19.4354,-0.5396,-0.0278,1.1715,1.1802,1.4334,1.0074,1.2236,1.2146,1.3725,1.3928,2.0547,1.0148,1.4971,1.4752,0.8766,0.9281,-13.4505,1.0588,-15.3445,-14.4927,1.8835,0.913,0.5978,0.4848,0.3174,0.6547,1.167,0.921,1.3529,0.7892,1.1593,1.469,0.016,4.3061,-0.4004,-0.1453,0.0849,-0.3586,-0.6508,0.1709,0.2395,0.6231,0.7894,3.6689,-0.4822,-0.3039,2.9226,1.7096,6.4043,-1.0646,0.1385,0.51,0.7142,3.5638,-1.091,-0.788,1.7292,-2.1943,0.4618,1.1053,2.3938,0.2132,1.2218,5.7302,0.3615,0.6419,1.776,0.798,1.4523,1.8201,0.5729,1.0295,1.7971,0.0043,2.7465,0.1659,-0.131,-0.8119,2,0,0,0,1,SINISTRA_PANTALONI
