@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.4015,2.0447,1.4299,6.765,-0.952,2.4038,2.6793,1.6369,9.168,-0.3105,-0.4015,2.0447,1.4299,6.765,-0.952,3.303,1.9596,1.3998,7.7479,0.0494,-0.167,1,-0.1216,-5.9867,0.7278,-0.1216,0.8736,1,1.0215,1.1447,1.1693,1.0215,0.7631,1,1.0435,1.3104,1.3673,1.0435,1.5187,1,-8.1963,0.6584,-5.3968,-8.1963,0.4954,1,0.4252,2.0185,0.8583,0.4252,0.7379,1,0.8731,1.3552,1.1833,0.8731,0.0134,5.0814,0.6459,1,0.4629,0.6459,0.7612,0.4629,0.0119,0.0803,0.2833,1.7474,-1.7873,-0.0161,0.0601,0.2451,1.3213,-0.783,0.6075,0.1382,0.3717,1.6748,0.0162,-0.7416,0.0197,-0.0265,1.1556,0.7621,0.6595,1.3355,0.5808,0.4349,1.9311,-40.6611,-21.0559,0.846,0.3683,0.4353,1.3226,1.0434,0.7889,0.0033,1.0117,0.0703,-0.1959,0.0911,2.1685,0.1401,0.3743,1,0.6667,SINISTRA_PANTALONI
8.7469,0.7826,0.8847,3.8645,0.6381,5.1523,1.2615,1.1232,3.7538,0.5016,8.7469,0.7826,0.8847,3.8645,0.6381,13.4443,1.6407,1.2809,5.6138,0.6584,1.6977,1,0.6506,0.589,0.3832,0.6506,0.7877,1,0.6907,1.2696,0.8768,0.6907,0.6204,1,0.477,1.6118,0.7689,0.477,1.8033,1,0.6298,0.5545,0.3493,0.6298,1.4176,1,0.6498,0.7054,0.4584,0.6498,1.0295,1,0.6884,0.9714,0.6687,0.6884,0.0705,22.6461,0.1312,0.9999,0.9381,0.1312,0.4653,0.9381,0.0339,0.0785,0.2801,1.0777,-0.5941,0.0326,0.0203,0.1423,0.6644,-0.7338,-0.0195,0.0352,0.1876,0.8502,-1.001,1.0397,-1.7404,-1.6739,1.9685,1.4936,0.7588,3.8748,2.2308,0.5757,1.4286,0.9444,0.6611,1.7643,1.5911,0.9019,1.6222,1.2676,0.7814,0.0003,0.5019,0.6839,-0.3741,-0.1949,4.8421,0.133,0.3646,1,0.8,SINISTRA_PANTALONI
0.6897,5.5401,2.3538,14.0061,-0.4336,1.7778,6.9277,2.632,14.062,-0.8353,0.6897,5.5401,2.3538,14.0061,-0.4336,4.0988,5.3202,2.3066,13.6409,0.0174,0.388,1,0.1683,2.5776,0.4338,0.1683,0.8943,1,1.0205,1.1182,1.1411,1.0205,0.7997,1,1.0413,1.2505,1.3021,1.0413,0.6619,1,-17.5864,1.5108,-26.5702,-17.5864,1.2751,1,0.7038,0.7842,0.5519,0.7038,0.996,1,1.0268,1.004,1.0309,1.0268,0.0109,5.9751,-0.0409,1,0.6135,-0.0409,-0.0323,0.6135,0.2453,1.7158,1.3099,7.6071,-0.4075,-0.169,0.8809,0.9386,7.542,-3.1566,0.9518,1.8944,1.3764,4.8546,-0.1533,-1.4517,0.2577,-0.1775,1.3956,0.9517,0.6819,1.9477,0.9057,0.465,0.3846,3.4129,8.8749,2.9786,1.284,0.4311,1.0086,1.567,1.5536,0.0054,2.4861,-0.5273,-0.0837,-0.0041,0,0,0,0,0,SINISTRA_PANTALONI
8.4414,2.7054,1.6448,8.9442,0.3975,5.3015,1.6156,1.2711,5.0607,0.405,8.4414,2.7054,1.6448,8.9442,0.3975,13.1522,4.6675,2.1604,12.23,0.4402,1.5923,1,0.6418,0.628,0.4031,0.6418,1.294,1,0.7613,0.7728,0.5883,0.7613,1.6746,1,0.5796,0.5972,0.3461,0.5796,1.7133,1,0.6135,0.5837,0.3581,0.6135,1.7455,1,0.6795,0.5729,0.3893,0.6795,1.7674,1,0.7313,0.5658,0.4138,0.7313,0.0702,22.1844,-0.0568,1,0.9627,-0.0568,0.2111,0.9627,0.1681,0.2402,0.4901,1.9418,-0.5526,0.0865,0.0975,0.3123,1.8222,-0.9751,0.0303,0.0925,0.3041,1.4729,-1.35,1.9446,5.5564,2.8574,1.5694,1.6114,1.0268,2.4629,2.5966,1.0543,0.7683,0.8168,1.0632,1.3556,1.9955,1.472,1.0657,1.3183,1.2371,0.001,0.8752,0.7715,-0.4337,-0.0995,3.9194,1.2677,1.1259,3,0.4,SINISTRA_PANTALONI
-2.7603,13.5157,3.6764,17.6826,-3.5939,4.0126,7.1414,2.6723,13.3313,-0.1948,-2.7603,13.5157,3.6764,17.6826,-3.5939,7.1229,14.7763,3.844,16.9748,0.1326,-0.6879,1,-0.3875,-1.4537,0.5633,-0.3875,1.3757,1,0.9564,0.7269,0.6952,0.9564,1.8926,1,0.9147,0.5284,0.4833,0.9147,6.3644,1,-5.3316,0.1571,-0.8377,-5.3316,0.345,1,0.1967,2.8988,0.5702,0.1967,1.3264,1,1.0417,0.7539,0.7854,1.0417,0.0295,10.1091,0.6959,1,-0.8604,0.6959,-0.3327,-0.8604,0.1212,0.3812,0.6174,3.5985,-0.42,0.2073,1.1531,1.0738,5.7774,-0.7328,-0.6929,2.5719,1.6037,7.5206,-2.6717,0.585,-0.175,-0.2991,0.575,0.385,0.6696,0.3306,0.1482,0.4483,0.4356,0.1945,0.4465,0.7601,1.2372,1.6278,0.6229,0.4785,0.7682,0.0039,2.1195,0.4842,0.0677,0.5166,6.3211,0.218,0.4669,1,0.8571,SINISTRA_PANTALONI
-2.7566,25.122,5.0122,20.3603,-19.8431,0.1951,13.2622,3.6417,14.7291,-2.2311,-2.7566,25.122,5.0122,20.3603,-19.8431,5.5825,47.5777,6.8977,27.7292,0.0171,-14.1305,1,-0.4938,-0.0708,0.0349,-0.4938,1.3763,1,0.7267,0.7266,0.528,0.7267,1.8943,1,0.528,0.5279,0.2787,0.528,1.9058,1,-40.2234,0.5247,-21.1054,-40.2234,0.2143,1,0.0346,4.6667,0.1616,0.0346,1.3823,1,0.7343,0.7234,0.5312,0.7343,0.0226,8.7369,0.8797,1,-0.9843,0.8797,-0.85,-0.9843,0.2352,0.8764,0.9362,4.6682,-0.2766,0.8864,2.7907,1.6706,7.6505,-0.1639,-0.6555,1.9319,1.3899,5.8435,-9.0695,0.2653,-0.3588,-1.3522,0.5604,0.6735,1.2019,0.314,0.4537,1.4446,0.9388,0.1922,0.2047,0.5563,6.3011,11.3263,0.6102,0.7989,1.3092,0.0065,2.5725,0.0165,-0.6021,-0.6601,1,0,0,0,1,SINISTRA_PANTALONI
6.7675,20.7001,4.5497,18.4753,-0.1764,2.9998,10.5683,3.2509,16.3008,-0.3168,6.7675,20.7001,4.5497,18.4753,-0.1764,11.1757,27.6682,5.2601,20.3878,0.0863,2.256,1,0.6056,0.4433,0.2684,0.6056,1.3995,1,0.865,0.7145,0.618,0.865,1.9587,1,0.7482,0.5105,0.382,0.7482,0.7065,1,-1.4387,1.4154,-2.0363,-1.4387,1.2687,1,0.7038,0.7882,0.5548,0.7038,1.1334,1,0.9062,0.8823,0.7995,0.9062,0.0545,17.4509,-0.1771,1,0.9362,-0.1771,0.0732,0.9362,0.0597,3.7025,1.9242,8.6827,-0.8442,-0.7098,2.9286,1.7113,9.7636,-3.0326,0.1839,3.9327,1.9831,7.8603,-0.7123,-0.0841,0.3247,-3.8604,1.1244,0.9703,0.8629,1.2643,0.9415,0.7447,0.5413,1.2156,2.2456,1.9446,1.0256,0.5274,0.8893,1.1046,1.2422,0.004,4.4969,-0.2325,0.3339,0.1242,0.375,0.3648,0.604,2,0,SINISTRA_PANTALONI
4.116,23.2981,4.8268,23.0158,-0.3438,3.0056,7.6844,2.7721,12.1887,-0.3738,4.116,23.2981,4.8268,23.0158,-0.3438,8.8068,19.6373,4.4314,22.3684,0.0801,1.3694,1,0.4674,0.7302,0.3413,0.4674,1.7412,1,1.0892,0.5743,0.6256,1.0892,3.0319,1,1.1864,0.3298,0.3913,1.1864,1.7755,1,-3.0247,0.5632,-1.7036,-3.0247,1.9304,1,0.7044,0.518,0.3649,0.7044,1.8883,1,1.0289,0.5296,0.5449,1.0289,0.0356,13.4733,-0.1455,1,0.8869,-0.1455,0.0074,0.8869,0.3443,1.4827,1.2177,6.9054,-0.283,-0.5497,2.1787,1.476,7.2899,-2.8916,0.6115,3.2803,1.8112,8.5844,-0.9666,-0.6263,0.563,-0.899,0.825,0.6723,0.815,0.6806,0.452,0.6642,0.2812,0.361,1.2838,2.8732,1.233,0.4291,0.9473,0.8044,0.8492,0.0048,3.5335,-0.2707,-0.2834,0.61,0.163,0.1365,0.3694,1,0,SINISTRA_PANTALONI
6.811,3.7063,1.9252,10.4058,0.2134,6.9266,1.9686,1.4031,5.5391,0.4604,6.811,3.7063,1.9252,10.4058,0.2134,12.0253,5.5311,2.3518,12.0678,0.4138,0.9833,1,0.5664,1.017,0.576,0.5664,1.3721,1,0.8186,0.7288,0.5966,0.8186,1.8827,1,0.6701,0.5312,0.3559,0.6701,0.5972,1,0.3315,1.6745,0.555,0.3315,1.2886,1,0.6426,0.7761,0.4987,0.6426,1.8786,1,0.8623,0.5323,0.459,0.8623,0.0634,20.5486,0.0516,1,0.9148,0.0516,0.4406,0.9148,0.0815,0.0644,0.2539,1.0959,-1.0441,0.0515,0.047,0.2167,0.8769,-1.2144,0.0834,0.0597,0.2443,1.3255,-1.1934,1.5841,0.9776,0.6171,1.1716,1.0391,0.8869,1.3727,1.0796,0.7865,1.1639,0.7762,0.6668,1.3538,0.8871,0.6553,1.2497,0.8268,0.6616,0.0007,0.6099,0.7428,-0.127,-0.2635,0.0642,0.0601,0.2451,1,0,SINISTRA_PANTALONI
8.1449,4.2142,2.0529,9.2477,0.3365,5.6815,1.5809,1.2573,5.8926,0.3827,8.1449,4.2142,2.0529,9.2477,0.3365,12.925,7.9107,2.8126,12.3667,0.3985,1.4336,1,0.6302,0.6976,0.4396,0.6302,1.6327,1,0.7299,0.6125,0.447,0.7299,2.6657,1,0.5327,0.3751,0.1998,0.5327,1.2835,1,0.5722,0.7791,0.4458,0.5722,1.46,1,0.6778,0.685,0.4643,0.6778,1.5694,1,0.7478,0.6372,0.4765,0.7478,0.0702,21.9712,0.2768,1,0.9761,0.2768,0.4755,0.9761,0.1108,0.1793,0.4235,1.772,-0.5564,0.0652,0.0835,0.2889,1.2593,-0.6335,0.0295,0.0699,0.2643,1.2753,-1.1678,1.6995,3.7598,2.2123,1.4658,1.6022,1.0931,2.1486,2.5672,1.1948,1.297,0.922,0.7109,1.4769,1.9353,1.3104,1.4071,1.3894,0.9874,0.0007,0.8665,0.8509,-0.1061,-0.0473,0,0,0,0,0,SINISTRA_PANTALONI
7.2988,2.5321,1.5912,8.1468,0.3683,6.4956,1.5135,1.2302,4.8702,0.4866,7.2988,2.5321,1.5912,8.1468,0.3683,12.2668,4.8407,2.2002,10.3604,0.4719,1.1237,1,0.595,0.8899,0.5295,0.595,1.2935,1,0.7232,0.7731,0.5592,0.7232,1.673,1,0.5231,0.5977,0.3127,0.5231,1.0289,1,0.513,0.9719,0.4986,0.513,1.3595,1,0.6573,0.7356,0.4835,0.6573,1.6728,1,0.7863,0.5978,0.4701,0.7863,0.0642,21.0931,0.2774,1,0.9552,0.2774,0.547,0.9552,0.0437,0.1039,0.3224,1.1055,-0.8192,0.0683,0.0914,0.3023,0.9741,-0.8584,0.0107,0.0657,0.2562,1.2881,-1.9357,0.6398,4.0965,6.4025,1.0663,1.2581,1.1798,1.137,1.5827,1.392,1.1064,0.5861,0.5297,1.1593,1.385,1.1946,1.1349,0.8582,0.7562,0.0004,0.7665,0.7614,-0.2884,-0.3216,?,?,?,?,?,SINISTRA_PANTALONI
1.0475,15.8413,3.9801,29.4321,-0.2997,2.166,7.2353,2.6899,12.5327,-0.6811,1.0475,15.8413,3.9801,29.4321,-0.2997,5.4178,16.4514,4.056,31.7833,0.0094,0.4836,1,0.1933,2.0679,0.3998,0.1933,1.4797,1,0.9813,0.6758,0.6632,0.9813,2.1894,1,0.9629,0.4567,0.4398,0.9629,1.3366,1,-22.4564,0.7482,-16.8017,-22.4564,3.0376,1,0.7058,0.3292,0.2323,0.7058,2.3484,1,0.926,0.4258,0.3943,0.926,0.0142,7.8838,-0.1984,1,0.7288,-0.1984,-0.1986,0.7288,0.4942,1.3941,1.1807,6.7889,-0.3842,-0.1288,0.7745,0.8801,5.4955,-2.0004,1.1865,3.2064,1.7907,6.4439,-0.1729,-3.8379,0.4165,-0.1085,1.3416,0.6594,0.4915,1.8,0.4348,0.2415,0.5143,1.9839,3.8577,2.6779,0.8927,0.3334,1.2354,1.0535,0.8528,0.007,2.7563,-0.2564,0.4703,-0.2775,0,0,0,0,0,SINISTRA_PANTALONI
0.4907,11.3528,3.3694,20.8282,-0.4292,2.0601,7.3996,2.7202,12.71,-0.6537,0.4907,11.3528,3.3694,20.8282,-0.4292,5.0832,8.9914,2.9986,19.6408,0.0477,0.2382,1,0.0965,4.1986,0.4053,0.0965,1.2386,1,1.1237,0.8073,0.9072,1.1237,1.5342,1,1.2626,0.6518,0.823,1.2626,1.2449,1,-6.3563,0.8033,-5.1058,-6.3563,1.8962,1,0.7066,0.5274,0.3727,0.7066,1.6387,1,1.0605,0.6102,0.6471,1.0605,0.0117,7.8053,-0.3447,1,0.7432,-0.3447,-0.1489,0.7432,0.5358,1.4804,1.2167,6.0114,-0.2571,-0.1735,0.7013,0.8375,4.579,-2.7846,1.3184,2.6483,1.6273,6.4183,-0.0706,-3.0886,0.4064,-0.1316,1.4528,0.7477,0.5146,2.1107,0.559,0.2648,0.3649,2.9052,7.9612,3.9523,0.7976,0.2018,1.3128,0.9366,0.7134,0.0077,2.6367,-0.2639,0.5011,-0.1875,0,0,0,0,0,SINISTRA_PANTALONI
2.5937,17.2418,4.1523,22.7659,-0.4654,4.3543,15.4701,3.9332,16.7947,-0.187,2.5937,17.2418,4.1523,22.7659,-0.4654,8.0491,17.5798,4.1928,22.6327,0.0329,0.5957,1,0.3222,1.6788,0.541,0.3222,1.0557,1,0.9903,0.9472,0.9381,0.9903,1.1145,1,0.9808,0.8972,0.88,0.9808,2.7325,1,-9.3848,0.366,-3.4345,-9.3848,1.098,1,0.6638,0.9107,0.6046,0.6638,1.3555,1,1.0059,0.7377,0.7421,1.0059,0.0309,12.8582,0.3036,1,0.6699,0.3036,0.6149,0.6699,0.6574,2.2553,1.5018,7.0432,-0.4072,-0.0351,1.3543,1.1637,5.9152,-1.3761,1.237,4.2676,2.0658,7.6135,-0.4268,-18.7145,0.5315,-0.0284,1.2905,0.727,0.5633,1.6653,0.5285,0.3173,0.5949,0.8949,1.5042,2.0105,0.938,0.4665,1.1907,0.9251,0.7769,0.0076,3.8284,-0.0223,0.0246,0.149,0,0,0,0,0,SINISTRA_PANTALONI
8.3382,2.7562,1.6602,8.2016,0.3917,5.7222,1.7129,1.3088,4.9821,0.4263,8.3382,2.7562,1.6602,8.2016,0.3917,13.1646,5.7131,2.3902,11.2641,0.4456,1.4572,1,0.6334,0.6863,0.4347,0.6334,1.2685,1,0.6946,0.7883,0.5476,0.6946,1.6091,1,0.4824,0.6214,0.2998,0.4824,1.4263,1,0.5832,0.7011,0.4089,0.5832,1.5525,1,0.6635,0.6441,0.4274,0.6635,1.6462,1,0.7281,0.6075,0.4423,0.7281,0.0705,22.3986,0.3885,1,0.9734,0.3885,0.5883,0.9734,0.0384,0.205,0.4527,2.0508,-1.034,0.1298,0.2486,0.4986,2.0572,-1.0827,0.0616,0.0772,0.2778,1.6107,-1.2248,0.2961,0.6237,2.1065,0.908,1.6298,1.795,0.8244,2.6563,3.2221,0.9748,1.1757,1.206,1.0207,1.3927,1.3644,0.9969,1.2732,1.2772,0.0008,1.0641,0.7987,-0.0465,0.0241,0,0,0,0,0,SINISTRA_PANTALONI
7.8629,2.867,1.6932,7.9528,0.4067,5.7154,1.324,1.1507,5.0999,0.4226,7.8629,2.867,1.6932,7.9528,0.4067,12.5466,5.9564,2.4406,11.4168,0.4423,1.3757,1,0.6267,0.7269,0.4555,0.6267,1.4715,1,0.6938,0.6796,0.4715,0.6938,2.1654,1,0.4813,0.4618,0.2223,0.4813,1.4601,1,0.6021,0.6849,0.4124,0.6021,1.5174,1,0.6548,0.659,0.4315,0.6548,1.5594,1,0.6966,0.6413,0.4467,0.6966,0.0672,21.4411,0.4979,1,0.9795,0.4979,0.662,0.9795,0.0876,0.2161,0.4649,1.6631,-0.6888,0.1069,0.143,0.3782,1.7186,-1.2109,-0.0185,0.0438,0.2092,1.2273,-1.6671,0.8199,-4.7316,-5.7711,1.2293,2.2218,1.8073,1.5113,4.9366,3.2665,0.7206,0.8842,1.227,1.2668,2.1401,1.6893,0.9677,1.3551,1.4003,0.0007,0.9157,0.6846,0.0422,0.1518,0,0,0,0,0,SINISTRA_PANTALONI
8.1789,2.4586,1.568,7.8362,0.4018,6.0718,2.2459,1.4986,5.8712,0.3951,8.1789,2.4586,1.568,7.8362,0.4018,13.1168,5.7672,2.4015,11.4815,0.4295,1.347,1,0.6235,0.7424,0.4629,0.6235,1.0463,1,0.6529,0.9558,0.624,0.6529,1.0947,1,0.4263,0.9135,0.3894,0.4263,1.3724,1,0.609,0.7286,0.4438,0.609,1.3496,1,0.651,0.741,0.4823,0.651,1.3347,1,0.6825,0.7492,0.5114,0.6825,0.0677,22.4296,0.5067,1,0.9654,0.5067,0.7126,0.9654,0.0693,0.119,0.3449,1.4911,-1.1218,0.0779,0.0788,0.2807,1.1856,-0.4924,-0.0885,0.06,0.245,1.2476,-1.1598,0.89,-0.7835,-0.8803,1.2287,1.408,1.1459,1.5097,1.9823,1.3131,2.0152,1.1767,0.5839,0.8846,1.2166,1.3753,1.2577,1.1952,0.9503,0.0007,0.7316,0.6469,0.4349,0.3035,0,0,0,0,0,SINISTRA_PANTALONI
-1.3665,3.7533,1.9374,8.8466,-7.0544,4.7144,4.2931,2.072,11.3901,0.0349,-1.3665,3.7533,1.9374,8.8466,-7.0544,5.6441,5.9044,2.4299,10.4612,0.2074,-0.2899,1,-0.2421,-3.4499,0.8353,-0.2421,0.935,1,0.7973,1.0695,0.8527,0.7973,0.8743,1,0.6357,1.1438,0.7271,0.6357,-18.8322,1,-2.8308,-0.0531,0.1503,-2.8308,0.0931,1,0.0832,10.7447,0.8942,0.0832,0.7767,1,0.8457,1.2875,1.0888,0.8457,0.0272,8.0437,-0.2072,1,-0.7229,-0.2072,0.7898,-0.7229,0.3054,0.4613,0.6792,4.3675,-0.8239,0.6554,1.6479,1.2837,5.2124,-0.1991,0.096,0.1786,0.4226,1.6086,-0.5108,0.4659,3.1798,6.8244,0.5291,1.6074,3.0379,0.28,2.5837,9.2288,2.2796,3.6274,1.5912,0.5509,2.2491,4.0828,0.8379,2.7151,3.2404,0.0039,1.7909,0.7453,0.3607,0.6843,?,?,?,?,?,TASCA_GIACCA_ALTA
