@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.4339,5.2644,2.2944,15.6879,-0.863,0.0227,8.9196,2.9866,26.049,-1.3488,0.2906,2.6621,1.6316,15.1501,-0.6559,3.1594,7.1372,2.6716,16.6894,0.0059,-19.0904,-1.4934,-0.1373,0.0782,0.0072,0.092,0.7682,1.4062,0.8588,1.8305,1.1179,0.6107,0.5902,1.9775,0.7376,3.3506,1.2497,0.373,0.4858,1.211,-73.1406,2.4928,-150.5545,-60.3958,0.7593,0.9204,0.5016,1.2122,0.6606,0.545,0.6022,1.0355,0.94,1.7194,1.5608,0.9078,0.0013,4.8112,0.3715,0.1876,0.1252,-0.1806,-0.309,0.366,0,0,0,0,0,?,?,?,?,?,DIETRO_PANTALONI
0.3279,3.2103,1.7917,13.7252,-0.5451,-1.513,7.783,2.7898,20.4611,-1.1454,0.2385,4.9457,2.2239,25.8139,-0.2167,2.8567,10.2317,3.1987,23.9599,0.0032,-0.2167,1.3747,0.1148,-6.3437,-0.5296,0.0835,0.6422,0.8057,0.5601,1.2545,0.8722,0.6952,0.4125,0.6491,0.3138,1.5737,0.7607,0.4834,0.4433,1.0532,-62.6282,2.3758,-141.2839,-59.4667,0.9314,0.4187,0.3695,0.4495,0.3968,0.8826,0.6708,0.5317,0.5728,0.7926,0.854,1.0774,0.0041,4.3048,0.1375,0.3079,0.3502,-0.1126,-0.7215,0.4523,6.3298,10.0311,3.1672,13,0,?,?,?,?,?,DAVANTI_PANTALONI
0.0222,0.0185,0.1362,2.4294,-0.8716,-0.1332,0.1016,0.3187,5.5907,-1.1192,0.007,0.0398,0.1995,3.8877,-1.3773,0.2434,0.119,0.3449,3.9136,0.0052,-0.1663,3.1424,0.091,-18.8912,-0.5471,0.029,0.4272,0.6825,0.3948,1.5976,0.9241,0.5784,0.1825,0.4658,0.1559,2.5523,0.854,0.3346,0.3832,0.5023,-55.7277,1.3109,-145.4413,-110.9455,0.492,0.7937,0.33,1.6132,0.6706,0.4157,0.4345,0.6249,0.6207,1.4381,1.4285,0.9934,0.0004,0.3483,-0.8787,-0.829,-0.0555,0.8061,0.0082,0.0119,0,0,0,0,0,?,?,?,?,?,DAVANTI_PANTALONI
1.1264,7.2175,2.6865,14.0753,-0.46,-1.1579,6.3223,2.5144,11.8746,-1.8464,0.4171,3.4274,1.8513,15.2605,-0.2391,3.1994,9.5142,3.0845,15.879,0.0026,-0.9728,2.7007,0.3521,-2.7762,-0.3619,0.1304,1.0685,1.4511,0.871,1.3582,0.8152,0.6002,1.1416,2.1058,0.7586,1.8446,0.6645,0.3602,0.5757,1.5058,-108.3912,2.6157,-188.2788,-71.9803,2.3109,0.7828,0.6056,0.3387,0.2621,0.7736,1.1853,0.9223,0.8864,0.7781,0.7478,0.961,0.0044,4.9592,-0.3673,0.6598,0.6984,-0.1342,-0.6564,0.5783,4.6423,34.2506,5.8524,18,0,?,?,?,?,?,DAVANTI_PANTALONI
-0.1621,0.0305,0.1747,1.2895,-1.4485,-0.2576,0.114,0.3376,2.9754,-0.8417,-0.0204,0.0124,0.1116,1.587,-1.1629,0.3711,0.1123,0.3351,1.8436,0.0039,0.6293,7.9429,-0.4368,12.6215,-0.6941,-0.055,0.5175,1.5662,0.5214,3.0264,1.0075,0.3329,0.2678,2.453,0.2719,9.1588,1.015,0.1108,0.561,0.894,-105.6368,1.5937,-188.3066,-118.1586,0.326,0.7177,0.2845,2.2017,0.8728,0.3964,0.4334,0.8125,0.6994,1.8748,1.6138,0.8608,0.0008,0.5447,0.8533,0.3171,-0.7565,0.524,-0.749,-0.2689,0,0,0,0,0,?,?,?,?,?,DAVANTI_PANTALONI
0.009,0.0039,0.0623,0.3451,-0.9647,-0.0029,0.0038,0.062,0.3779,-0.5504,0.0025,0.0025,0.0495,0.3082,-0.7385,0.0897,0.0022,0.0473,0.3131,0.0219,-3.0558,3.6168,0.0998,-1.1836,-0.0327,0.0276,1.0044,1.2588,1.3168,1.2533,1.311,1.0461,1.0089,1.5846,1.734,1.5706,1.7187,1.0943,1.2628,1.2943,-24.1723,1.0249,-19.1423,-18.6766,0.7204,0.9908,0.5487,1.3753,0.7616,0.5538,0.913,1.1197,1.1021,1.2265,1.2072,0.9843,0,0.1391,0.7364,-0.2339,0.0804,0.3748,0.1859,0.1003,0,0,0,0,0,?,?,?,?,?,DAVANTI_PANTALONI
0.0982,1.0055,1.0028,7.1743,-0.4404,1.2614,4.1106,2.0275,7.6773,-0.1885,0.4307,2.2443,1.4981,9.4719,-0.2725,1.9283,5.4283,2.3299,10.1997,0.003,0.0778,0.2279,0.0509,2.9286,0.6541,0.2234,0.4946,0.6694,0.4304,1.3534,0.8702,0.643,0.2446,0.448,0.1852,1.8316,0.7573,0.4134,1.8012,1.0813,-71.5403,0.6003,-39.7185,-66.1596,0.7711,0.6691,0.4869,0.8678,0.6314,0.7276,0.9345,0.7574,0.7034,0.8105,0.7527,0.9286,0.0077,2.7671,0.4992,0.4893,0.5223,0.4,0.9138,0.6452,9.1379,18.7626,4.3316,12,0,?,?,?,?,?,DAVANTI_PANTALONI
-1.8883,13.545,3.6804,29.8089,-4.2073,1.6119,8.934,2.989,20.2461,-0.4438,1.1117,14.4985,3.8077,49.1213,-1.1842,5.0279,19.097,4.37,35.4593,0.0098,-1.1715,-1.6985,-0.3756,1.4499,0.3206,0.2211,1.2313,0.9666,0.8422,0.785,0.684,0.8713,1.5161,0.9342,0.7093,0.6162,0.4678,0.7592,3.87,0.9044,-68.314,0.2337,-17.652,-75.5386,0.4082,0.2545,0.1598,0.6235,0.3916,0.628,1.4723,0.6068,0.8407,0.4122,0.571,1.3853,0.0071,7.9456,-0.8578,-0.492,-0.6283,0.3412,0.5611,0.4086,1.0495,0.1252,0.3538,2,0,?,?,?,?,?,DAVANTI_PANTALONI
-0.069,0.0467,0.2162,1.4998,-0.7563,-0.0204,0.0403,0.2009,1.2847,-1.0605,-0.0077,0.0206,0.1436,0.9477,-1.0677,0.2861,0.0311,0.1762,0.8995,0.0072,3.3885,8.9069,-0.2411,2.6286,-0.0712,-0.0271,1.0762,1.5057,1.2267,1.399,1.1398,0.8147,1.1583,2.2672,1.5048,1.9573,1.2992,0.6638,0.9768,1.3198,-98.4407,1.3512,-100.7794,-74.5863,1.3697,1.8631,0.9425,1.3603,0.6881,0.5059,1.1675,1.5826,1.6674,1.3556,1.4282,1.0536,0.0002,0.4413,0.0769,0.0264,-0.0852,0.9919,-0.0304,-0.0053,0.8507,0.127,0.3564,1,0,?,?,?,?,?,DAVANTI_PANTALONI
-0.0123,0.0073,0.0852,0.6711,-1.5264,0.0198,0.0142,0.1192,0.8405,-0.878,0.0023,0.0095,0.0975,0.6131,-0.9347,0.1497,0.0091,0.0954,0.5404,0.0146,-0.6238,-5.3175,-0.0824,8.5248,0.1322,0.0155,0.7144,0.874,0.8928,1.2233,1.2496,1.0215,0.5104,0.7638,0.7971,1.4964,1.5616,1.0436,1.0319,1.3689,-50.7858,1.3266,-49.215,-37.0996,0.5936,0.8383,0.4844,1.4123,0.816,0.5778,0.7985,1.0946,1.2418,1.3709,1.5551,1.1344,0.0001,0.23,0.1282,-0.2844,-0.1084,0.8346,0.2415,0.2265,?,?,?,?,?,?,?,?,?,?,DAVANTI_PANTALONI
