@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.218,0.8962,0.9467,8.0142,-1.7977,3.8954,5.7552,2.399,11.9803,-0.6715,9.9315,2.2391,1.4964,8.3628,0.4506,10.9769,2.2549,1.5016,8.3793,0.4647,-0.056,-0.0219,-0.0199,0.3922,0.3549,0.9048,0.3946,0.6326,0.6304,1.6032,1.5976,0.9965,0.1557,0.4002,0.3974,2.5703,2.5523,0.993,1.0699,-0.7508,-0.7081,-0.7017,-0.6618,0.9431,0.3997,0.1882,0.183,0.4709,0.4579,0.9725,0.6689,0.9583,0.9564,1.4326,1.4298,0.998,0.0534,14.8579,0.3173,0.0446,0.1131,-0.3337,-0.1017,0.9453,?,?,?,?,?,4.0615,0.0005,0.0219,0.0477,0.9883,TASCA_DESTRA_DAVANTI_PANTALONI
0.0651,5.7401,2.3958,13.2818,-0.698,0.0974,27.8937,5.2814,23.8563,-1.5608,9.7042,10.7517,3.279,20.4825,-0.0251,11.1391,14.4914,3.8068,22.6181,0.0331,0.6685,0.0067,0.0058,0.01,0.0087,0.8712,0.4536,0.7307,0.6294,1.6107,1.3874,0.8614,0.2058,0.5339,0.3961,2.5943,1.9248,0.7419,0.3755,10.9023,-7.0474,29.0358,-18.7692,-0.6464,0.8397,0.3915,0.3344,0.4662,0.3982,0.8542,0.5567,0.6484,0.5872,1.1647,1.0547,0.9056,0.0256,15.4843,0.1009,-0.4381,-0.2904,-0.393,-0.6426,0.9054,?,?,?,?,?,38.8047,102.8485,10.1414,32,0.4182,TASCA_DESTRA_DAVANTI_PANTALONI
0.2077,0.8747,0.9353,3.9549,-0.4376,4.252,5.0209,2.2407,10.0941,-0.5996,9.552,2.2377,1.4959,7.7499,0.4029,10.7684,1.5387,1.2404,6.6379,0.5027,0.0489,0.0217,0.0193,0.4451,0.3949,0.887,0.4174,0.6252,0.754,1.4979,1.8064,1.206,0.1742,0.3909,0.5685,2.2438,3.2632,1.4544,0.3181,-0.2302,-0.1794,-0.7235,-0.5639,0.7795,0.436,0.2119,0.2061,0.4861,0.4727,0.9724,0.3918,0.5103,0.5958,1.3025,1.5207,1.1675,0.0598,14.8619,-0.5663,0.522,0.3786,-0.5578,-0.3956,0.9698,?,?,?,?,?,2,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.6268,0.0142,0.1192,0.9786,?,8.9833,0.1105,0.3325,1.3529,0.8602,9.5908,0.0142,0.1193,0.7775,0.9228,13.1584,0.0713,0.2671,1.2164,0.9113,-0.0698,-0.0654,-0.0476,0.9367,0.6827,0.7289,0.3584,0.9988,0.4462,2.7865,1.2447,0.4467,0.1285,0.9976,0.1991,7.7648,1.5494,0.1995,-0.1175,-0.1054,-0.0783,0.8967,0.6665,0.7433,0,0,0,0.9618,0.7061,0.7341,0.7233,1.2587,0.8045,1.7402,1.1122,0.6391,0.0658,19.2008,0.4324,-0.0852,0.319,0.3268,0.9505,0.6062,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
-0.4783,0.0117,0.1082,0.8074,?,10.8269,0.0232,0.1522,0.8147,0.9275,9.6031,0.0133,0.1152,0.5395,0.9454,14.4804,0.0337,0.1835,0.9226,0.9383,-0.0442,-0.0498,-0.033,1.1274,0.7477,0.6632,0.7107,0.9389,0.5895,1.3211,0.8295,0.6279,0.5051,0.8816,0.3475,1.7453,0.688,0.3942,-0.0775,-0.0864,-0.0576,1.1156,0.7429,0.6659,0,0,0,1.1371,0.7515,0.6609,0.9911,1.4966,0.8751,1.5101,0.883,0.5848,0.0724,20.9083,0.1167,0.021,0.0616,0.8636,0.978,0.9508,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.3186,4.2231,2.055,13.2212,-1.3318,3.11,43.9948,6.6329,25.2754,-1.4687,9.5822,6.5304,2.5555,12.7944,0.2021,12.1662,8.3238,2.8851,13.0455,0.304,0.1025,0.0333,0.0262,0.3246,0.2556,0.7876,0.3098,0.8042,0.7123,2.5956,2.299,0.8857,0.096,0.6467,0.5074,6.7369,5.2854,0.7845,0.5022,-2.3303,-1.3255,-4.6404,-2.6396,0.5688,0.5538,0.3536,0.3025,0.6385,0.5463,0.8555,0.5231,1.0334,1.0135,1.9755,1.9375,0.9808,0.0256,17.4656,-0.1924,-0.3168,-0.291,-0.3771,-0.3302,0.8804,?,?,?,?,?,4.1298,3.3292,1.8246,7,0,TASCA_DESTRA_DAVANTI_PANTALONI
0.2734,0.0132,0.1151,0.6696,-0.0808,3.846,0.0615,0.2481,1.268,0.7153,9.5984,0.0143,0.1197,0.6404,0.9357,10.3469,0.0252,0.1588,0.8366,0.9226,0.0711,0.0285,0.0264,0.4007,0.3717,0.9277,0.4639,0.961,0.7245,2.0717,1.5618,0.7539,0.2152,0.9235,0.5249,4.292,2.4393,0.5683,-0.0157,-0.0054,-0.005,0.3418,0.3196,0.9351,0.1391,0.0622,0.0573,0.4471,0.4122,0.922,0.528,1.0455,0.8003,1.9801,1.5157,0.7655,0.0517,13.7184,0.0251,0.0319,0.0568,0.2079,0.7288,0.8195,?,?,?,?,?,4.1432,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.181,0.5806,0.762,3.5825,-0.8215,0.905,1.7876,1.337,8.1364,-0.5805,9.5426,1.2657,1.125,6.0416,0.528,9.7113,1.2382,1.1128,5.9808,0.5378,0.2,0.019,0.0186,0.0948,0.0932,0.9826,0.5699,0.6773,0.6848,1.1884,1.2015,1.011,0.3248,0.4587,0.4689,1.4124,1.4437,1.0222,0.5407,-0.239,-0.2322,-0.4421,-0.4294,0.9712,0.3821,0.1536,0.152,0.4022,0.3978,0.9892,0.4403,0.593,0.599,1.3467,1.3604,1.0102,0.0477,11.5727,0.4327,-0.7615,-0.7713,-0.2993,-0.2714,0.9911,?,?,?,?,?,10.7219,9.2068,3.0343,11.4395,0.2659,TASCA_DESTRA_DAVANTI_PANTALONI
0.2621,0.8068,0.8982,6.8256,-0.9851,0.641,2.7738,1.6655,12.7429,-0.9425,9.5687,3.1929,1.7869,11.1893,0.2167,9.7929,2.9116,1.7063,9.293,0.3535,0.4089,0.0274,0.0268,0.067,0.0655,0.9771,0.5393,0.5027,0.5264,0.9321,0.9761,1.0472,0.2909,0.2527,0.2771,0.8687,0.9527,1.0966,0.5478,-1.094,-0.6666,-1.997,-1.2169,0.6093,0.5241,0.2407,0.2392,0.4592,0.4564,0.9938,0.5356,0.61,0.7345,1.1388,1.3712,1.2041,0.0477,11.6858,0.2407,0.1645,0.1808,-0.1756,-0.1934,0.9754,?,?,?,?,?,15.5415,27.9405,5.2859,18.5326,0.1827,TASCA_DESTRA_DAVANTI_PANTALONI
-0.1222,8.1438,2.8537,15.3834,-1.0526,6.978,19.1194,4.3726,22.8671,-0.6618,9.8201,8.8498,2.9749,16.1909,0.158,13.0482,11.0006,3.3167,15.1227,0.2239,-0.0175,-0.0124,-0.0094,0.7106,0.5348,0.7526,0.6526,0.9593,0.8604,1.4698,1.3183,0.8969,0.4259,0.9202,0.7403,2.1604,1.738,0.8045,0.8663,-2.5975,-1.8086,-2.9986,-2.0878,0.6963,0.5447,0.3898,0.3846,0.7156,0.7062,0.9868,0.6727,0.9501,1.0172,1.4123,1.5121,1.0706,0.0309,19.2002,-0.1212,0.0431,-0.114,-0.2159,0.3056,0.8294,?,?,?,?,?,4.6718,50.7282,7.1224,25,0,TASCA_DESTRA_DAVANTI_PANTALONI
