@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
3.4809,20.3751,4.5139,20.5835,-0.4172,4.0079,11.3691,3.3718,13.0151,-0.2472,3.4809,20.3751,4.5139,20.5835,-0.4172,8.4528,20.9662,4.5789,19.4414,0.0576,0.8685,1,0.4118,1.1514,0.4742,0.4118,1.3387,1,0.9858,0.747,0.7364,0.9858,1.7922,1,0.9718,0.558,0.5423,0.9718,2.3491,1,-5.0957,0.4257,-2.1693,-5.0957,1.3918,1,0.704,0.7185,0.5058,0.704,1.5815,1,1.0588,0.6323,0.6695,1.0588,0.0317,11.9524,-0.8117,1,0.8584,-0.8117,-0.4858,0.8584,-0.1075,0.5263,0.7255,4.8049,-1.8897,-0.5847,1.2753,1.1293,6.5358,-5.1137,0.4865,1.4342,1.1976,4.8432,-0.2338,0.1839,-0.221,-1.2019,0.6424,0.6058,0.943,0.4127,0.367,0.8892,0.5748,3.4239,5.957,1.5553,0.4236,0.2723,0.7352,0.9921,1.3495,0.0038,2.0676,0.3367,-0.3288,-0.3814,1.4115,244.8272,15.647,43.4,-1.4943,-8.3347,159.3358,12.6228,37.5775,-0.9745,-29.6203,7.8242,2.7972,36.6577,?,-0.1694,-0.0477,0.2814,1.2396,5.5938,4.5127,1.5365,31.291,20.3645,1.4019,0.7093,0.5059,0.9143,0,0,1.1549,1.1839,1.0251,0.154,58.6262,-0.9305,0.3404,-0.0129,DAVANTI_PANTALONI
2.9333,22.988,4.7946,21.2989,-0.1607,3.9557,13.2748,3.6435,14.9752,-0.4812,2.9333,22.988,4.7946,21.2989,-0.1607,8.1615,25.4977,5.0495,22.8659,0.1302,0.7416,1,0.3594,1.3485,0.4847,0.3594,1.3159,1,0.9495,0.7599,0.7215,0.9495,1.7317,1,0.9016,0.5775,0.5206,0.9016,0.606,1,-0.8611,1.6502,-1.4209,-0.8611,1.8151,1,0.698,0.5509,0.3846,0.698,1.4223,1,0.9315,0.7031,0.6549,0.9315,0.0287,11.6468,-0.8218,1,0.906,-0.8218,-0.6097,0.906,-0.1517,0.4711,0.6864,3.4896,-1.1287,-0.4921,0.8131,0.9017,4.4776,-3.0317,0.5947,1.0002,1.0001,3.6058,-0.2618,0.3082,-0.255,-0.8275,0.7612,0.6863,0.9016,0.5794,0.471,0.8129,0.5495,2.4729,4.5,1.476,0.5737,0.3887,0.7793,0.9678,1.2418,0.0039,2.0575,0.3951,-0.4656,-0.4463,-4.505,178.8002,13.3716,37.2,-4.3913,-10.1969,79.097,8.8937,37.0106,-0.8353,-29.5952,6.2217,2.4943,33.38,?,0.4418,0.1522,0.3445,1.5035,5.3608,3.5656,2.2605,28.7383,12.7132,1.7987,0.9077,0.5046,0.3422,0,0,1.0051,1.1144,1.1088,0.1581,53.018,-0.7622,-0.4083,0.8549,DAVANTI_PANTALONI
1.503,2.5467,1.5958,7.0707,-0.3048,6.5726,3.4974,1.8701,7.7114,0.2964,1.503,2.5467,1.5958,7.0707,-0.3048,7.1738,4.8437,2.2008,9.6346,0.2796,0.2287,1,0.2095,4.3731,0.9162,0.2095,0.8533,1,0.7251,1.1719,0.8497,0.7251,0.7282,1,0.5258,1.3733,0.7221,0.5258,-0.5084,1,-0.4417,-1.9671,0.8689,-0.4417,0.4944,1,0.4052,2.0226,0.8195,0.4052,0.9169,1,0.7339,1.0906,0.8004,0.7339,0.0345,9.909,0.3292,1,0.5924,0.3292,0.9463,0.5924,0.0131,0.6978,0.8354,5.293,-1.2874,-0.3969,0.676,0.8222,4.3242,-3.0168,-0.0085,0.5769,0.7595,3.9223,-0.8281,-0.033,-1.5339,46.4601,1.0161,1.0999,1.0825,1.0324,1.2097,1.1718,0.9173,1.6767,1.8278,2.1495,1.0785,0.5017,1.2241,1.3495,1.1024,0.002,1.826,0.0235,0.181,-0.3367,3.3735,102.774,10.1377,32.9,-1.812,-17.8857,6.0358,2.4568,24.7817,?,-30.1593,2.0758,1.4408,33.5525,?,-0.1886,-0.1119,0.593,4.1264,7.0364,1.7052,17.0274,49.5114,2.9077,0.8555,0.6318,0.7386,0,0,1,1.3276,0.9806,0.7386,0.1761,57.7626,-0.466,0.3993,-0.8597,DAVANTI_PANTALONI
1.5378,2.5172,1.5866,11.1651,-0.1897,4.7175,3.9093,1.9772,11.5168,0.089,1.5378,2.5172,1.5866,11.1651,-0.1897,5.5194,5.4647,2.3377,15.4602,0.1565,0.326,1,0.2786,3.0678,0.8547,0.2786,0.8024,1,0.6787,1.2462,0.8458,0.6787,0.6439,1,0.4606,1.553,0.7154,0.4606,-1.5827,1,-0.6204,-0.6318,0.392,-0.6204,0.7424,1,0.512,1.3469,0.6897,0.512,0.9695,1,0.7222,1.0315,0.7449,0.7222,0.026,8.0751,0.2825,1,0.6467,0.2825,0.8851,0.6467,0.1467,0.9293,0.964,6.5848,-0.5499,-0.2653,0.7795,0.8829,4.8859,-1.9366,-0.152,0.2892,0.5378,2.9503,-1.183,-0.5531,-0.9654,1.7455,1.0919,1.7926,1.6418,1.1922,3.2135,2.6953,0.7251,1.4613,2.0153,2.5535,3.1435,1.2311,1.3477,2.2319,1.6561,0.0017,1.7815,-0.2222,-0.1816,0.1736,-2.4325,74.795,8.6484,31.6,-3.7164,-2.8969,8.3682,2.8928,13.2007,-11.5385,-18.9305,7.7476,2.7835,24.2372,?,0.8397,0.1285,0.153,2.9897,3.1071,1.0393,8.938,9.6539,1.0801,2.0497,1.0273,0.5012,6.3639,0,0,2.3938,1.3038,0.5446,0.0965,28.9743,0.4327,0.8192,0.2578,DAVANTI_PANTALONI
2.9866,10.5703,3.2512,14.4659,-0.0454,3.433,11.8502,3.4424,14.0453,-0.5527,2.9866,10.5703,3.2512,14.4659,-0.0454,6.9922,13.725,3.7047,16.3486,0.1668,0.87,1,0.4271,1.1495,0.491,0.4271,0.9445,1,0.8776,1.0588,0.9292,0.8776,0.892,1,0.7701,1.1211,0.8634,0.7701,0.1257,1,-0.1921,7.9526,-1.5276,-0.1921,1.5297,1,0.7052,0.6537,0.461,0.7052,1.0299,1,0.8848,0.9709,0.8591,0.8848,0.0272,10.5431,-0.6397,1,0.9291,-0.6397,-0.4231,0.9291,-0.2074,0.4811,0.6936,3.4363,-1.6513,-0.2711,0.7278,0.8531,4.937,-2.4337,0.5759,1.9079,1.3813,4.9743,-0.138,0.7651,-0.3602,-0.4708,0.813,0.5022,0.6176,0.661,0.2522,0.3815,0.6116,3.5477,5.8003,0.9014,0.2965,0.3289,0.696,0.6908,0.9925,0.0033,1.949,0.4754,-0.6355,-0.4954,-7.885,52.9403,7.276,29.5,-146.4911,-1.1468,71.6815,8.4665,34.9859,-0.2857,-19.2824,5.2898,2.3,22.1671,?,6.8759,0.4089,0.0595,0.8594,3.1635,3.6812,0.7385,10.008,13.5509,3.7687,1.3218,0.3507,0.0074,0,0,0.8432,1.3308,1.5783,0.1043,33.3639,-0.4697,-0.3396,0.9461,DAVANTI_PANTALONI
3.3592,16.4041,4.0502,16.922,-0.077,5.4992,12.0303,3.4685,14.4254,-0.1475,3.3592,16.4041,4.0502,16.922,-0.077,8.8049,20.1208,4.4856,18.7641,0.1585,0.6109,1,0.3815,1.6371,0.6246,0.3815,1.1677,1,0.9029,0.8564,0.7732,0.9029,1.3636,1,0.8153,0.7334,0.5979,0.8153,0.6521,1,-0.3421,1.5334,-0.5246,-0.3421,1.2499,1,0.7047,0.8001,0.5638,0.7047,1.1731,1,0.9018,0.8525,0.7688,0.9018,0.0363,12.4522,-0.6334,1,0.8251,-0.6334,-0.1461,0.8251,-0.206,0.4222,0.6498,2.9385,-1.7625,-0.4066,0.9691,0.9844,4.5128,-1.7193,0.5557,0.9323,0.9655,4.0897,-0.3314,0.5067,-0.3707,-0.7317,0.6601,0.673,1.0196,0.4357,0.4529,1.0396,0.6571,1.8419,2.8031,0.641,0.3463,0.5402,0.6512,0.7185,1.1035,0.0036,2.0119,0.5916,-0.1293,-0.3652,-7.0169,108.7578,10.4287,32.9,-15.0712,-10.5712,151.1611,12.2948,45.2626,-0.7342,-37.4496,15.9728,3.9966,40.7848,?,0.6638,0.1874,0.2823,0.8482,2.6094,3.0763,0.7195,6.8089,9.4637,1.61,0.7565,0.4699,0.0784,0,0,0.7269,0.8067,1.1098,0.1977,60.3185,-0.9238,-0.7854,0.9257,DAVANTI_PANTALONI
3.2395,30.0516,5.4819,24.2334,-0.1417,3.0804,34.632,5.8849,23.9763,-0.7869,3.2395,30.0516,5.4819,24.2334,-0.1417,9.182,40.9034,6.3956,29.9575,0.0344,1.0517,1,0.3528,0.9509,0.3355,0.3528,0.9315,1,0.8571,1.0735,0.9202,0.8571,0.8677,1,0.7347,1.1524,0.8467,0.7347,0.2848,1,-2.8157,3.5106,-9.8849,-2.8157,1.5819,1,0.6841,0.6321,0.4325,0.6841,1.0107,1,0.8089,0.9894,0.8003,0.8089,0.0285,13.5538,-0.8084,1,0.8978,-0.8084,-0.5696,0.8978,-0.1447,1.2085,1.0993,6.7387,-2.1679,-0.5726,1.3784,1.174,5.8041,-2.9824,0.9051,2.3492,1.5327,6.3478,-0.121,0.2527,-0.1599,-0.6326,0.9363,0.7172,0.766,0.8767,0.5144,0.5867,1.0609,6.7316,6.345,1.4595,0.3756,0.2574,1.161,1.0616,0.9144,0.0056,2.6312,0.3676,-0.5599,-0.3757,0.1078,119.4013,10.9271,32.9376,-2.1735,-5.2769,289.4782,17.0141,54.8996,-0.5722,-38.1534,53.7862,7.3339,43.4387,?,-0.0204,-0.0028,0.1383,0.6422,1.4899,2.3199,0.4125,2.2199,5.382,1.1291,0.5193,0.46,0.2972,0,0,0.6,0.7583,1.2638,0.1985,63.923,-0.6,-0.7063,0.9616,DAVANTI_PANTALONI
1.5825,17.3072,4.1602,19.506,-0.2639,3.9812,20.7351,4.5536,20.783,-0.8455,1.5825,17.3072,4.1602,19.506,-0.2639,7.809,15.2279,3.9023,19.6153,0.1135,0.3975,1,0.2026,2.5158,0.5098,0.2026,0.9136,1,1.0661,1.0946,1.1669,1.0661,0.8347,1,1.1365,1.1981,1.3617,1.1365,0.4277,1,-1.6213,2.3379,-3.7906,-1.6213,1.3705,1,0.6975,0.7297,0.5089,0.6975,0.9386,1,0.9944,1.0655,1.0595,0.9944,0.0243,11.2742,-0.6763,1,0.8275,-0.6763,-0.4428,0.8275,-0.1348,1.0098,1.0049,6.4375,-2.9327,-0.6163,0.8993,0.9483,5.849,-3.8697,0.7233,3.3313,1.8252,7.3882,-0.1831,0.2188,-0.1864,-0.8521,1.0597,0.5506,0.5196,1.1229,0.3031,0.2699,1.0329,4.199,4.0654,1.3629,0.2621,0.1923,1.1006,0.8713,0.7917,0.0051,2.4799,0.4108,-0.2604,-0.3643,-3.4019,109.2466,10.4521,36.6577,-3.9677,-6.9521,157.7142,12.5584,53.5187,-0.441,-40.0259,41.9499,6.4769,44.0994,?,0.4893,0.085,0.1737,0.8323,1.6138,1.939,0.6927,2.6042,3.7596,1.7876,0.6639,0.3714,0.1987,0,0,0.685,0.8313,1.2136,0.2168,60.7889,-0.3981,-0.7227,0.8867,DAVANTI_PANTALONI
3.2927,27.4071,5.2352,23.9323,-0.2112,2.5756,33.7502,5.8095,25.4771,-0.884,3.2927,27.4071,5.2352,23.9323,-0.2112,8.7821,39.7561,6.3052,29.7787,0.0202,1.2785,1,0.3749,0.7822,0.2933,0.3749,0.9011,1,0.8303,1.1097,0.9214,0.8303,0.8121,1,0.6894,1.2314,0.8489,0.6894,0.3491,1,-6.7835,2.8649,-19.4342,-6.7835,1.4612,1,0.6501,0.6844,0.4449,0.6501,0.9394,1,0.8037,1.0646,0.8555,0.8037,0.0279,13.1229,-0.8026,1,0.9277,-0.8026,-0.6418,0.9277,-0.1428,1.3161,1.1472,6.7398,-2.1245,-0.537,1.4466,1.2028,6.3542,-1.94,1.0019,2.0646,1.4369,5.5264,-0.1387,0.266,-0.1426,-0.5359,0.9538,0.7984,0.8371,0.9098,0.6375,0.7007,1.093,6.8062,6.2273,0.998,0.4445,0.4453,1.0607,1.2196,1.1498,0.006,2.7382,0.1796,-0.5123,-0.2423,-14.9888,94.9996,9.7468,37.3199,?,-3.6696,296.2353,17.2115,59.9991,-0.368,-34.8423,200.3024,14.1528,44.4595,?,4.0846,0.4302,0.1053,0.5663,0.6887,1.2161,0.3207,0.4743,1.4789,2.3124,0.8394,0.363,0,1,0,0.622,0.8394,1.3495,0.1995,64.8207,-0.3349,-0.6271,0.9278,DAVANTI_PANTALONI
2.5977,18.1355,4.2586,15.2654,-0.0501,2.4262,3.3664,1.8348,6.7612,-0.3577,2.5977,18.1355,4.2586,15.2654,-0.0501,5.7666,25.7668,5.0761,19.0698,0.0727,1.0707,1,0.4505,0.934,0.4207,0.4505,2.321,1,0.8389,0.4308,0.3615,0.8389,5.3873,1,0.7038,0.1856,0.1306,0.7038,0.4086,1,-0.4871,2.4474,-1.1921,-0.4871,2.9192,1,0.7069,0.3426,0.2422,0.7069,2.2578,1,0.8005,0.4429,0.3546,0.8005,0.0253,8.1736,-0.8712,1,0.9758,-0.8712,-0.7762,0.9758,0.0176,0.3357,0.5794,2.9932,-1.0332,-0.939,1.9478,1.3956,6.0891,-12.3979,-0.1823,1.7909,1.3382,5.2559,-0.4529,-0.0187,-0.0966,5.152,0.4152,0.433,1.0429,0.1723,0.1874,1.0876,0.2699,0.9284,3.4392,3.2392,0.407,0.1256,0.4916,0.5695,1.1585,0.0055,2.4584,-0.443,-0.0122,-0.6669,-6.7101,178.084,13.3448,48,-5.0472,-6.7496,10.4571,3.2337,20.8125,-0.8814,-39.6667,122.6884,11.0765,47.375,-27.0741,0.9941,0.1692,0.1702,4.1267,1.2048,0.2919,17.03,1.4515,0.0852,4.109,0.8769,0.2134,0.7175,4.7037,6.5556,2.3063,1.0132,0.4393,0.2344,57.0345,-0.5062,-0.9194,0.7524,DAVANTI_PANTALONI
