@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-44.4257,70.4806,8.3953,69.5,?,27.4378,87.8765,9.3742,34.75,0.2527,-12.8203,40.7924,6.3869,45.5,?,-1.6191,3.4653,-2.1402,0.8956,1.3145,1.4677,0.802,1.7278,2.1542,-5.9149,1.5275,-0.2582,0,1,0,2,1.5275,0.7637,0.2906,84.6838,-0.2927,0.734,-0.3207,TASCA_DESTRA_DAVANTI_PANTALONI
0.3599,16.973,4.1198,27.1962,-2.2666,-0.4963,6.6384,2.5765,20.8329,-1.0601,0.5937,4.3467,2.0849,12.5648,-0.823,4.3645,9.6376,3.1044,18.9288,0.0284,-0.7253,0.6063,0.0825,-0.8359,-0.1137,0.136,1.599,1.9761,1.3271,1.2358,0.8299,0.6716,2.5568,3.9048,1.7611,1.5272,0.6888,0.451,1.7603,3.3266,-34.1256,1.8898,-19.3863,-10.2583,0.8233,1.208,0.4273,1.4673,0.5191,0.3538,1.3054,2.1645,1.4368,1.658,1.1006,0.6638,0.0044,6.3548,0.063,0.0206,-0.2995,-0.2043,-0.3067,-0.0115,-31.0023,255.5163,15.9849,57,?,12.3522,38.634,6.2156,21.5,-0.0393,56.5576,108.9748,10.4391,37.25,0.4471,-2.5099,-0.5482,0.2184,2.5717,1.5313,0.5954,6.6138,2.3447,0.3545,70.1538,-1.8921,-0.027,0,0,0.3071,2.6512,1.5302,0.5772,0.342,99.9863,-0.1133,0.9573,-0.054,TASCA_DESTRA_DAVANTI_PANTALONI
1.2069,2.3284,1.5259,5.0859,-0.0783,0.2326,0.3871,0.6222,2.6699,-0.8752,-1.3251,4.7587,2.1814,7.3262,-7.119,2.271,5.5832,2.3629,6.9108,0.0085,5.1887,-0.9108,0.5314,-0.1755,0.1024,-0.5835,2.4526,0.6995,0.6458,0.2852,0.2633,0.9232,6.0152,0.4893,0.417,0.0813,0.0693,0.8523,0.2962,0.0575,-6.2009,0.194,-20.9321,-107.9086,3.3128,5.2273,0.6767,1.5779,0.2043,0.1295,1.9049,0.6942,0.7359,0.3644,0.3863,1.0601,0.0411,3.3444,0.5879,-0.7366,0.8682,-0.1934,0.2963,-0.9496,-20.2741,43.1306,6.5674,33.9375,?,-11.6157,15.0387,3.878,20.6875,?,-17.9756,240.4385,15.5061,55.625,-0.9955,1.7454,1.1279,0.6462,1.6935,0.4235,0.2501,2.868,0.1794,0.0625,1.6405,1.223,0.7455,1,0,0,1.6405,0.6101,0.3719,0.1694,54.6613,0.9462,-0.8894,-0.7125,TASCA_DESTRA_DAVANTI_PANTALONI
0.1796,2.083,1.4433,10.4481,-1.052,0.1011,2.7387,1.6549,18.2219,-1.1835,-0.6643,1.9839,1.4085,11.4638,-1.3259,2.0154,3.2273,1.7965,9.7236,0.022,1.7762,-0.2703,0.0891,-0.1522,0.0502,-0.3296,0.8721,1.0247,0.8034,1.1749,0.9212,0.784,0.7606,1.05,0.6454,1.3805,0.8486,0.6147,0.5423,0.8196,-24.4985,1.5113,-45.1727,-29.8892,0.6101,1.0331,0.5121,1.6932,0.8394,0.4957,0.5734,0.9114,1.0745,1.5895,1.874,1.179,0.0035,2.9586,-0.0908,-0.4907,0.0662,0.1457,-0.0364,-0.2884,-26.5871,60.1466,7.7554,44.2,?,-12.3542,6.8204,2.6116,16.2,?,30.0945,86.1695,9.2828,29.7,0.1863,2.1521,-0.8835,-0.4105,2.9696,0.8355,0.2813,8.8187,0.698,0.0792,2.7284,-6.5,-2.3824,1,0,0,2.7284,1.4882,0.5455,0.209,69.0358,-0.5393,0.9862,-0.5586,TASCA_DESTRA_DAVANTI_PANTALONI
0.0285,0.0201,0.1417,0.7145,-1.1925,-0.4046,0.034,0.1843,1.1544,-13.7457,0.1571,0.0129,0.1137,0.6782,-0.3546,0.4788,0.0269,0.164,1.0255,0.071,-0.0704,0.1812,0.0595,-2.5756,-0.845,0.3281,0.7687,1.2459,0.8638,1.6208,1.1237,0.6933,0.5909,1.5523,0.7461,2.6271,1.2627,0.4807,0.3611,2.1889,-4.9593,6.0616,-13.7337,-2.2657,4.1625,0.6508,0.2952,0.1564,0.0709,0.4536,0.6189,1.0534,0.6967,1.7021,1.1257,0.6614,0.0022,0.6896,0.5477,0.0601,-0.4638,0.0437,-0.9306,0.2163,40.9499,0.0341,0.1846,0.8,0.9806,-10.3296,0.0191,0.1382,10.7373,?,6.3405,0.1103,0.3321,1.5486,0.7815,-3.9643,6.4585,-1.6292,1.3359,0.5559,0.4162,1.7847,0.3091,0.1732,-3.7722,7.3106,-1.938,0,5.8264,0,0.0745,0.5166,6.9335,0.2135,57.6201,0.0538,-0.2205,0.2497,TASCA_DESTRA_DAVANTI_PANTALONI
0.3438,1.4169,1.1903,6.5809,-1.49,0.1141,0.8618,0.9284,5.9902,-0.8546,-0.3751,2.0223,1.4221,11.0348,-1.5394,1.6109,1.9781,1.4065,6.6783,0.0039,3.0134,-0.9166,0.2134,-0.3042,0.0708,-0.2329,1.2822,0.837,0.8463,0.6528,0.6601,1.0111,1.644,0.7006,0.7163,0.4262,0.4357,1.0223,1.4267,0.5887,-149.3087,0.4126,-104.6545,-253.6227,0.8182,0.6082,0.3942,0.7433,0.4818,0.6481,1.0986,0.5964,0.9854,0.5429,0.897,1.6523,0.0026,2.3806,0.2695,-0.3492,-0.2686,-0.0321,-0.1358,-0.212,-20.6443,26.2804,5.1264,36.4965,?,-26.9559,12.09,3.4771,33.1118,?,-25.6939,235.2539,15.338,65.2483,-1.0676,0.7659,0.8035,1.0491,1.4744,0.3342,0.2267,2.1737,0.1117,0.0514,1.1022,1.0833,0.9828,1,0,0,1.1022,0.5593,0.5075,0.2118,76.8316,-0.4629,-0.8895,0.7546,TASCA_DESTRA_DAVANTI_PANTALONI
0.2047,1.6069,1.2676,7.5097,-0.9109,-0.1003,1.571,1.2534,8.3559,-1.8472,-0.362,2.0012,1.4146,8.5576,-1.9618,1.785,2.1758,1.475,6.1261,0.0158,-2.0398,-0.5654,0.1147,0.2772,-0.0562,-0.2028,1.0114,0.8961,0.8594,0.886,0.8497,0.959,1.0228,0.803,0.7385,0.785,0.722,0.9198,0.6603,0.6316,-36.3441,0.9564,-55.0381,-57.5472,1.3391,1.3602,0.6314,1.0157,0.4715,0.4642,0.8987,0.8776,1.2259,0.9764,1.364,1.3969,0.0021,2.6598,0.5322,-0.2531,-0.1934,0.0645,-0.3536,-0.2397,-45.6278,66.3725,8.1469,64.3546,?,13.5331,6.9592,2.638,7.7739,0.4971,-13.2907,60.5916,7.7841,28.7039,-1.5753,-3.3716,3.4331,-1.0182,3.0883,1.0466,0.3389,9.5374,1.0954,0.1149,-8.375,3.6653,-0.4376,0,0,1.3869,8.2783,2.242,0.2708,0.2458,73.9843,0.9759,-0.9306,-0.8577,TASCA_DESTRA_DAVANTI_PANTALONI
0.0199,0.0084,0.0915,0.4254,-0.8671,-0.254,0.0063,0.0793,0.4143,?,0.0574,0.0089,0.0945,0.5798,-0.7565,0.2937,0.0056,0.0746,0.3519,0.2301,-0.0782,0.346,0.0677,-4.4224,-0.865,0.1956,1.1534,0.9683,1.226,0.8395,1.063,1.2662,1.3304,0.9375,1.5032,0.7047,1.1299,1.6033,0.4769,0.7911,-1.8785,1.6589,-3.9393,-2.3746,0,0.6902,0.4985,0,0,0.7223,1.0268,0.7336,1.209,0.7145,1.1774,1.6479,0.0013,0.419,0.5045,0.0516,-0.3255,-0.0141,-0.8794,0.1855,38.112,0.0481,0.2193,0.63,0.9836,-15.5777,0.158,0.3974,16.163,?,15.2676,0.0197,0.1404,0.311,0.9799,-2.4466,2.4963,-1.0203,0.5518,1.5622,2.831,0.3045,2.4403,8.0143,-2.3389,2.4905,-1.0648,0,2.4811,0,0.039,2.0257,51.9711,0.2196,68.9572,0.8858,-0.7791,-0.7652,TASCA_DESTRA_DAVANTI_PANTALONI
0.5145,4.3895,2.0951,12.6418,-0.4268,-0.5944,4.229,2.0565,14.59,-1.4878,-0.2102,4.6454,2.1553,11.6129,-0.8547,2.5,7.6762,2.7706,10.1769,0.0119,-0.8656,-2.4478,0.2058,2.8278,-0.2378,-0.0841,1.0188,0.9721,0.7562,0.9541,0.7422,0.7779,1.0379,0.9449,0.5718,0.9104,0.5509,0.6052,0.4334,0.7067,-30.7679,1.6305,-70.9893,-43.5387,1.5108,1.415,0.8602,0.9366,0.5694,0.6079,0.8665,1.0886,1.2422,1.2564,1.4336,1.1411,0.004,3.8298,0.025,0.4369,0.5062,-0.0303,-0.5122,-0.0049,-23.5968,38.9193,6.2385,41.687,?,-18.4172,66.3761,8.1472,42.45,-2.9588,3.4626,212.0184,14.5609,55.346,-0.1064,1.2812,-6.8147,-5.3189,0.7657,0.4284,0.5595,0.5863,0.1836,0.3131,1.3139,7.833,5.9615,0,0,0.2144,0.982,0.7532,0.767,0.1499,52.2206,-0.679,-0.9219,0.4734,TASCA_DESTRA_DAVANTI_PANTALONI
-0.0216,0.0418,0.2044,1.2535,-1.6969,-0.0303,0.0812,0.285,2.0832,-1.2736,-0.7719,0.1492,0.3862,2.2895,-16.973,0.8515,0.1442,0.3798,2.1289,0.0397,0.7132,0.028,-0.0254,0.0393,-0.0356,-0.9064,0.717,0.5291,0.5381,0.7379,0.7505,1.017,0.5141,0.28,0.2895,0.5446,0.5632,1.0342,0.6759,0.3648,-8.9699,0.5397,-13.2718,-24.5892,0.5073,3.6486,0.2097,7.1927,0.4133,0.0575,0.6017,0.5475,0.5888,0.9099,0.9786,1.0754,0.0039,1.1276,0.0268,0.2617,-0.2509,0.2972,-0.2076,-0.9354,-8.0017,1.6852,1.2981,12.2117,?,38.6358,2.0885,1.4452,4.6367,0.8847,11.3268,11.327,3.3656,9.9195,0.4304,-0.2071,-0.7064,3.411,0.8983,0.3857,0.4294,0.8069,0.1488,0.1844,-0.3432,-1.6291,4.7471,0,0,2.3095,2.6337,1.2311,0.4674,0.2042,57.9643,0.8777,-0.8981,-0.9699,TASCA_DESTRA_DIETRO_PANTALONI
