@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.6358,4.1955,2.0483,13.9498,-0.3984,-0.6573,5.2423,2.2896,14.5788,-1.1756,-0.0729,10.6047,3.2565,18.2125,-1.114,3.8535,6.0346,2.4565,10.8919,0.0489,-0.9672,-8.7226,0.165,9.0182,-0.1706,-0.0189,0.8946,0.629,0.8338,0.7031,0.932,1.3256,0.8003,0.3956,0.6952,0.4943,0.8687,1.7573,0.5045,0.4141,-7.0922,0.8208,-14.0573,-17.1259,1.4886,1.1579,0.871,0.7778,0.5851,0.7522,0.9569,0.7659,1.2808,0.8005,1.3385,1.6721,0.0024,5.6427,0.2273,0.2985,0.4166,0.5916,-0.1255,0.0639,202.0366,2693.5491,51.8994,262,0.0542,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.3918,2.0261,1.4234,10.9747,-0.8618,-0.6143,4.9901,2.2339,11.8046,-1.5832,0.2329,6.634,2.5757,13.4427,-0.4535,3.3227,3.1949,1.7874,9.578,0.0554,-0.6379,1.6824,0.1179,-2.6374,-0.1849,0.0701,0.6372,0.5526,0.7963,0.8673,1.2498,1.441,0.406,0.3054,0.6342,0.7522,1.5619,2.0764,0.7022,1.2112,-9.0385,1.7249,-12.8721,-7.4624,1.2899,0.6374,0.5813,0.4941,0.4507,0.9121,0.9297,0.8164,1.1458,0.8781,1.2325,1.4035,0.002,4.9375,0.0729,0.0442,0.2576,0.4218,-0.0204,0.4791,29.7215,24.5034,4.9501,22,0.5,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.5519,3.43,1.852,13.9689,-0.517,-0.1413,9.5141,3.0845,17.465,-1.5123,0.302,10.501,3.2405,13.7252,-0.5058,4.4275,4.2581,2.0635,10.8079,0.0351,-3.9062,1.8275,0.1247,-0.4679,-0.0319,0.0682,0.6004,0.5715,0.8975,0.9519,1.4948,1.5704,0.3605,0.3266,0.8055,0.906,2.2344,2.4661,0.4528,1.0326,-12.1268,2.2803,-26.7794,-11.7437,1.3246,1.0102,0.8221,0.7627,0.6207,0.8138,0.7998,1.0178,1.2925,1.2725,1.6159,1.2699,0.0017,6.547,0.1961,-0.2507,0.0672,0.4496,0.0415,0.3688,20.3158,13.7476,3.7078,21,0.3,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3679,13.0143,3.6075,34.6428,-0.5053,-0.0223,9.9443,3.1535,31.3122,-0.4052,0.6667,18.1847,4.2644,26.2083,-0.5161,4.854,18.1626,4.2618,32.0398,0.0104,16.4855,-0.5519,-0.0758,-0.0335,-0.0046,0.1373,1.144,0.846,0.8465,0.7395,0.7399,1.0006,1.3087,0.7157,0.7165,0.5468,0.5475,1.0012,1.2879,1.3034,-34.7038,1.0121,-26.9466,-26.6254,1.0328,1.3313,0.7109,1.289,0.6883,0.5339,1.1064,1.3218,1.0812,1.1947,0.9773,0.818,0.004,7.157,0.6489,-0.0984,0.2793,-0.1667,0.335,0.3501,247.9167,1088.9098,32.9986,250,0.1857,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
1.0823,2.5701,1.6031,5.7324,-0.2093,-0.1057,0.3948,0.6284,3.1133,-1.5222,-0.6317,4.3678,2.0899,8.1406,-0.999,2.6073,2.1164,1.4548,5.0136,0.066,-10.2398,-1.7131,0.4151,0.1673,-0.0405,-0.2423,2.5513,0.7671,1.102,0.3007,0.4319,1.4366,6.509,0.5884,1.2143,0.0904,0.1866,2.0637,0.5281,0.2439,-2.7986,0.4618,-5.2997,-11.4752,3.8402,1.164,0.883,0.3031,0.2299,0.7586,1.8413,0.7042,1.1434,0.3824,0.621,1.6237,0.0286,3.7311,-0.2964,-0.1571,0.7551,0.3395,-0.1981,-0.1704,0,0,0,0,0,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.6645,2.0216,1.4218,6.7406,-1.1956,-0.1899,6.252,2.5004,9.388,-0.6313,-0.1747,0.5959,0.7719,4.5405,-0.8304,2.8171,1.4416,1.2006,6.7667,0.0454,-3.4991,-3.8039,0.2359,1.0871,-0.0674,-0.062,0.5686,1.8419,1.1842,3.2392,2.0825,0.6429,0.3234,3.3928,1.4024,10.4924,4.337,0.4133,1.0103,1.7819,-11.3929,1.7638,-11.2772,-6.3936,0.5335,1.2376,0.4331,2.3199,0.8118,0.3499,0.718,1.4846,0.9961,2.0676,1.3874,0.671,0.0035,4.2414,-0.9423,-0.6942,-0.1573,0.6632,0.145,0.1577,4.0108,0.0004,0.0198,0.0472,0.9883,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3131,1.7051,1.3058,6.8066,-0.6052,-0.5442,2.0795,1.442,6.6366,-3.3437,0.2026,1.3153,1.1469,6.069,-0.906,1.9929,1.5635,1.2504,6.2689,0.0165,0.5753,-1.5456,-0.1571,-2.6865,-0.2731,0.1017,0.9055,1.1386,1.0443,1.2574,1.1533,0.9172,0.82,1.2964,1.0906,1.581,1.33,0.8412,0.5023,0.8896,-24.407,1.7709,-48.5877,-27.4365,2.7754,1.3317,0.6653,0.4798,0.2397,0.4996,1.0256,1.1215,1.0858,1.0935,1.0586,0.9681,0.0033,3.001,-0.2515,0.0639,0.3976,-0.3206,-0.7708,0.2162,4.0472,0,0,0,1,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
0.3056,7.8778,2.8067,26.6443,-0.2641,-1.4001,3.9795,1.9949,9.7717,-1.9658,0.3163,7.5494,2.7476,14.5761,-0.7313,3.9878,5.6582,2.3787,21.2054,0.027,-0.2183,0.9663,0.0766,-4.4265,-0.3511,0.0793,1.407,1.0215,1.18,0.726,0.8386,1.1551,1.9796,1.0435,1.3923,0.5271,0.7033,1.3342,0.8595,0.9041,-9.4681,1.052,-11.0159,-10.4718,6.3973,2.5035,0.9671,0.3913,0.1512,0.3863,2.7267,1.8279,1.2565,0.6704,0.4608,0.6874,0.0039,6.0107,-0.0195,0.347,0.5057,-0.0368,-0.284,0.1985,1.8342,0.3041,0.5514,2,0.3333,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1963,0.4424,0.6651,4.2146,-0.4428,-0.5434,0.6973,0.8351,3.9817,-1.2047,-0.254,0.2066,0.4545,1.8755,-1.9955,1.1828,0.3457,0.588,3.2507,0.0149,-0.3613,-0.773,0.166,2.1395,-0.4594,-0.2147,0.7965,1.4635,1.1312,1.8374,1.4202,0.773,0.6344,2.1417,1.2796,3.3762,2.0171,0.5975,0.5945,1.0353,-26.3736,1.7414,-44.3602,-25.4745,1.6174,4.6654,0.8852,2.8845,0.5473,0.1897,1.0585,2.2471,1.2965,2.123,1.2249,0.577,0.0017,1.7702,0.5663,-0.3089,0.1252,-0.4376,-0.1307,-0.2772,0,0,0,0,0,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.1712,15.8134,3.9766,26.5218,-0.9618,-0.3494,7.6207,2.7606,15.9211,-0.6557,-0.1948,7.6986,2.7746,15.7891,-0.7901,4.95,6.8195,2.6114,15.3872,0.0169,-0.4902,-0.8792,0.0346,1.7938,-0.0706,-0.0393,1.4405,1.4332,1.5228,0.9949,1.0571,1.0625,2.075,2.0541,2.3188,0.9899,1.1175,1.1289,2.0622,1.8657,-49.0368,0.9047,-23.7792,-26.2827,1.4059,1.5328,0.8637,1.0902,0.6143,0.5635,1.6658,1.6798,1.7236,1.0084,1.0347,1.0261,0.0012,7.3302,0.2262,0.4789,0.2127,-0.0591,0.0574,0.2973,2.9892,0.387,0.6221,3,0.25,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
