@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.0126,5.5654,2.3591,11.0103,-0.7234,-1.8556,3.848,1.9616,10.8261,-9.4968,0.0253,13.5825,3.6854,14.7668,-0.8698,4.8423,2.992,1.7298,9.0941,0.0878,0.0068,-0.4972,-0.0026,-73.3838,-0.3832,0.0052,1.2026,0.6401,1.3638,0.5323,1.1341,2.1306,1.4463,0.4097,1.8601,0.2833,1.2861,4.5395,0.4719,0.6728,-5.2792,1.4258,-11.1881,-7.8467,6.1942,0.8089,0.6408,0.1306,0.1035,0.7921,1.017,0.7456,1.2107,0.7331,1.1905,1.6238,0.0191,6.9406,-0.1408,0.2766,0.1172,0.0392,-0.4236,-0.1172,-0.1198,0.0458,0.2141,0.6853,-16.1183,-0.1989,0.0014,0.0375,0.2711,?,-0.8585,0.0125,0.1116,0.9313,?,0.6021,0.1395,0.2317,5.7116,1.9181,0.3358,32.6226,3.6792,0.1128,2.38,0.6929,0.2911,0,0,1,2.5277,0.7359,0.2911,0.0092,1.2024,-0.0168,-0.9635,0.2367,?,?,?,?,?,DESTRA_PANTALONI
2.869,4.817,2.1948,7.2578,-0.0386,-0.576,2.1617,1.4703,5.2871,-1.4476,-1.5985,8.5533,2.9246,10.2949,-1.8308,4.6746,4.7975,2.1903,7.0716,0.0768,-4.9809,-1.7948,0.6137,0.3603,-0.1232,-0.3419,1.4928,0.7505,1.002,0.5027,0.6713,1.3352,2.2284,0.5632,1.0041,0.2527,0.4506,1.7829,0.0862,0.0405,-0.458,0.4696,-5.3139,-11.3148,3.2351,1.9216,0.9123,0.594,0.282,0.4748,1.3727,0.705,1.0263,0.5136,0.7477,1.4558,0.1516,7.1196,0.1339,-0.5379,0.8627,0.0775,-0.087,-0.7032,0.0922,0.0007,0.0258,0.1089,0.1484,-0.2697,0.0626,0.2502,0.734,?,-0.0702,0.0041,0.064,0.2451,-1.3009,-0.3421,-1.3144,3.8424,0.1031,0.4035,3.9119,0.0106,0.1628,15.3029,-0.0259,-0.137,5.2977,0,1.2009,0,0.1484,0.4445,2.9953,0.0034,0.4511,0.0894,-0.3446,-0.7145,?,?,?,?,?,DESTRA_PANTALONI
0.3992,1.1956,1.0934,4.5431,-1.2142,-0.5487,2.5007,1.5813,6.5049,-0.7164,0.2267,0.3048,0.5521,2.5969,-0.485,1.9651,0.6512,0.807,4.0748,0.0769,-0.7275,1.7607,0.2031,-2.4201,-0.2792,0.1154,0.6915,1.9807,1.355,2.8645,1.9596,0.6841,0.4781,3.923,1.836,8.2052,3.84,0.468,0.9176,2.9373,-7.3376,3.2012,-7.9967,-2.498,0.5414,1.1732,0.4648,2.1671,0.8585,0.3962,0.6984,1.7494,1.1149,2.5048,1.5963,0.6373,0.0072,2.8976,-0.7139,-0.4744,-0.3746,0.4938,0.309,-0.0361,0.6494,0,0.0034,0.0147,0.9775,0.0467,0.0003,0.0161,0.0592,0.0534,-0.5029,0.0006,0.0245,0.5571,?,13.9014,-1.2914,-0.0929,0.2099,0.1377,0.6562,0.044,0.019,0.4306,191.0051,-1.1452,-0.006,10.4396,0,0,0.2486,0.0264,0.1062,0.0082,1.199,0.1268,-0.504,0.5828,?,?,?,?,?,DESTRA_PANTALONI
0.9958,3.0638,1.7504,6.9454,-0.4434,-0.4625,4.4325,2.1054,7.2157,-1.4785,-0.1045,7.5418,2.7462,11.616,-1.8428,3.6629,2.8374,1.6844,7.7054,0.0955,-2.1533,-9.5304,0.2719,4.426,-0.1263,-0.0285,0.8314,0.6374,1.0391,0.7666,1.2499,1.6303,0.6912,0.4062,1.0798,0.5877,1.5622,2.658,0.4957,0.2834,-2.6219,0.5716,-5.2894,-9.2529,1.6528,1.1776,0.5648,0.7125,0.3417,0.4796,0.9625,0.5979,0.9014,0.6212,0.9365,1.5075,0.0109,5.5116,0.6805,0.6479,0.2754,0.7506,-0.1715,-0.3341,0.2571,0.0058,0.0761,0.2532,0.3847,-0.138,0.0398,0.1996,0.4913,-6.3777,0.6382,0.0073,0.0853,0.2519,0.6626,-1.8624,0.4028,-0.2163,0.3811,0.8918,2.3399,0.1452,0.7953,5.4751,-0.3728,0.3202,-0.8587,6.1801,0.5513,0.0892,0.5154,1.0053,1.9504,0.0069,1.0759,-0.9585,0.9061,-0.8799,?,?,?,?,?,DESTRA_PANTALONI
0.9369,16.1132,4.0141,22.2114,-0.3693,-2.8275,18.8263,4.3389,16.6696,-2.1016,0.0407,18.7644,4.3318,20.262,-0.3568,6.2413,23.6238,4.8604,18.5016,0.0319,-0.3314,22.9983,0.1501,-69.4075,-0.453,0.0065,0.9251,0.9267,0.8259,1.0016,0.8927,0.8912,0.8559,0.8587,0.6821,1.0033,0.7969,0.7943,0.5304,1.1244,-9.829,2.12,-18.532,-8.7416,3.0181,1.0862,0.8488,0.3599,0.2812,0.7814,1.3324,1.0962,1.2005,0.8227,0.901,1.0952,0.0307,9.7043,0.137,0.7495,0.4772,-0.1104,-0.6767,0.5869,0.1241,0.0409,0.2022,0.7132,-1.4814,-0.2213,0.0434,0.2084,0.6219,?,-0.1532,0.0147,0.121,0.4425,-1.4414,-0.5605,-0.8098,1.4448,0.9703,1.6704,1.7216,0.9414,2.7902,2.9638,0.6847,1.6297,2.3803,0,1.5856,0,1.1468,1.6116,1.4053,0.003,0.6257,0.8689,-0.9145,-0.7027,?,?,?,?,?,DESTRA_PANTALONI
0.3869,11.9615,3.4585,18.5595,-0.5763,-3.0118,13.294,3.6461,15.4098,-2.448,0.5413,17.5831,4.1932,19.5851,-0.4182,6.2032,13.8722,3.7245,15.6835,0.0984,-0.1285,0.7148,0.0624,-5.5644,-0.4855,0.0873,0.9486,0.8248,0.9286,0.8695,0.9789,1.1258,0.8998,0.6803,0.8623,0.7561,0.9583,1.2675,0.6202,1.175,-3.9646,1.8945,-6.3924,-3.3742,2.6345,0.8526,0.6769,0.3236,0.2569,0.7939,1.2044,0.9476,1.1834,0.7868,0.9825,1.2488,0.0321,9.5829,0.1354,0.5362,0.2606,-0.0915,-0.6799,0.5126,0.276,0.0493,0.222,0.9546,-0.7239,0.1196,0.0435,0.2087,0.8756,-0.8082,0.6909,0.2104,0.4587,1.7376,-0.9356,2.3071,0.3994,0.1731,1.0641,0.4841,0.4549,1.1324,0.2344,0.207,1.0243,0.4773,0.466,1.1436,0.6169,0.5394,1.0903,0.5494,0.5039,0.0078,1.3656,-0.8491,0.6962,-0.4032,?,?,?,?,?,DESTRA_PANTALONI
2.4015,21.3202,4.6174,17.8909,-0.1971,-3.7332,19.9955,4.4716,17.8282,-2.3201,1.5762,42.9451,6.5533,25.3505,-0.3167,8.1805,39.5286,6.2872,25.049,0.0079,-0.6433,1.5236,0.2936,-2.3685,-0.4564,0.1927,1.0326,0.7046,0.7344,0.6824,0.7112,1.0423,1.0663,0.4965,0.5394,0.4656,0.5058,1.0864,0.2364,0.483,-14.8622,2.043,-62.8609,-30.7687,2.7832,0.7763,0.592,0.2789,0.2127,0.7626,1.0035,0.7057,0.7142,0.7033,0.7117,1.012,0.0486,12.2301,-0.0449,0.8027,0.8124,-0.0752,-0.5395,0.7554,0.1611,0.0816,0.2857,0.8398,-1.1878,-0.2554,0.0277,0.1665,0.584,?,-0.1883,0.0167,0.1292,0.5245,-1.9835,-0.6309,-0.8559,1.3568,1.7157,2.211,1.2886,2.9437,4.8884,1.6606,0.7807,1.3074,1.6747,0,2.1833,0,1.4379,1.601,1.1134,0.0037,0.7776,0.6626,-0.7241,-0.016,?,?,?,?,?,DESTRA_PANTALONI
1.0949,18.0455,4.248,19.6808,-0.3204,-2.7962,18.8332,4.3397,16.8686,-6.6903,0.9473,27.5267,5.2466,21.6284,-0.5722,6.8671,27.1625,5.2118,20.0892,0.0631,-0.3916,1.1558,0.1594,-2.9518,-0.4072,0.1379,0.9789,0.8097,0.8151,0.8272,0.8327,1.0067,0.9582,0.6556,0.6644,0.6842,0.6934,1.0134,0.3254,0.6067,-3.5272,1.8642,-10.8386,-5.8141,6.7952,1.0835,0.6951,0.1595,0.1023,0.6415,1.1667,0.91,0.9797,0.7799,0.8397,1.0766,0.0325,10.2976,-0.4803,0.6092,0.7582,-0.3241,-0.7751,0.6717,0.1724,0.0071,0.0842,0.3946,-0.1309,-0.1154,0.0365,0.191,0.619,-17.2003,0.4166,0.0056,0.0751,0.3511,0.5062,-1.4936,0.4138,-0.2771,0.441,1.1213,2.5428,0.1944,1.2573,6.4661,0.0781,-0.1269,-1.6255,10.26,0.4908,0.0478,0.6375,1.1239,1.763,0.0048,0.7193,0.1031,-0.5063,-0.8319,?,?,?,?,?,DESTRA_PANTALONI
0.0373,5.6678,2.3807,10.9203,-0.6521,-0.5029,4.7043,2.1689,10.9141,-0.9453,-0.4071,5.1693,2.2736,13.1892,-0.9039,3.548,3.373,1.8366,7.7795,0.0907,-0.0741,-0.0916,0.0105,1.2353,-0.1417,-0.1147,1.0976,1.0471,1.2963,0.954,1.181,1.238,1.2048,1.0964,1.6803,0.91,1.3947,1.5325,0.8127,0.6884,-5.5549,0.847,-6.8347,-8.0696,1.1781,0.9541,0.7726,0.8099,0.6558,0.8097,1.0006,0.828,1.4037,0.8275,1.4029,1.6954,0.007,5.3035,-0.2154,0.4045,0.1607,-0.1438,-0.1168,-0.0173,-0.0963,0.0022,0.0469,0.1734,?,-0.5452,0.0118,0.1086,0.6634,?,-0.4792,0.0238,0.1542,0.6477,?,0.1767,0.201,1.1376,0.4321,0.3043,0.7042,0.1868,0.0926,0.4959,0.2614,0.2678,1.0243,1,1,1,0.2614,0.2678,1.0243,0.0078,1.1207,-0.1557,-0.5873,0.7881,?,?,?,?,?,SINISTRA_PANTALONI
-0.1139,1.5048,1.2267,4.9205,-0.5888,-0.1455,1.152,1.0733,3.627,-0.7163,-0.5736,0.3626,0.6021,2.5653,-4.217,1.6965,0.5044,0.7102,2.5691,0.208,0.7827,0.1986,-0.0671,0.2537,-0.0858,-0.3381,1.1429,2.0372,1.7273,1.7825,1.5113,0.8479,1.3062,4.1503,2.9837,3.1773,2.2841,0.7189,1.2046,0.8794,-2.7028,0.73,-2.2437,-3.0735,1.4655,6.2983,0.9547,4.2977,0.6515,0.1516,1.3566,1.9181,1.9152,1.4139,1.4118,0.9985,0.0065,2.573,0.2611,0.4704,0.1953,-0.635,0.7191,-0.4065,0.0219,0.0123,0.1108,0.3525,-0.7834,-0.7451,0.0001,0.011,0.7579,?,-0.4126,0.0056,0.075,0.5212,?,-0.0294,-0.0531,1.8058,10.0997,1.4783,0.1464,102.0032,2.1853,0.0214,0.2043,0.2971,1.4542,0,0,1,0.4651,0.6764,1.4542,0.0092,1.2558,-0.2396,0.9935,-0.1451,?,?,?,?,?,SINISTRA_PANTALONI
