@RELATION WhereIsSmartphone
@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA,BORSA,MARSUPIO,ZAINO}
@DATA
0.58338404,3.7160864,1.9277153,15.284716,-1.5819259,0.05761208,6.410968,2.5319889,11.537558,-1.2343751,0.35683998,11.777125,3.4317818,20.60151,-1.571159,4.2383814,4.4112825,2.1003053,15.680048,0.03195885,10.126071,1.6348617,0.13764311,0.16145074,0.013592944,0.084192514,0.7613443,0.5617243,0.91782624,0.7378059,1.2055337,1.6339443,0.57964516,0.31553423,0.84240496,0.5443576,1.4533116,2.6697736,1.4692469,0.7438913,-18.090687,0.5063079,-12.312898,-24.31899,1.1464518,0.73882824,0.36547697,0.64444774,0.31878966,0.49467108,1.3247792,0.74192214,0.97478753,0.5600346,0.73581135,1.3138677,0.0034314387,6.2354865,-0.08177736,0.50922346,0.31466293,TASCA_DESTRA_DAVANTI_PANTALONI
0.52825,5.0863686,2.255298,14.04694,-0.43481186,-0.4989935,3.6349368,1.906551,8.267009,-0.9784345,0.05465334,13.718029,3.7037857,16.540903,-0.6232391,4.1396556,5.8336177,2.4152882,13.540376,0.043382775,-1.0586311,9.665465,0.12760723,-9.130156,-0.12053986,0.013202388,1.1829203,0.60891694,0.93375933,0.5147574,0.7893679,1.5334756,1.3993005,0.37077984,0.8719064,0.26497516,0.62310165,2.3515475,1.0411892,0.6702807,-6.9323153,0.64376456,-6.6580744,-10.342406,2.342934,0.9607492,0.6916625,0.41006243,0.29521212,0.71992,1.6991563,0.8492245,1.0374113,0.49979186,0.610545,1.2215985,0.0036435886,6.0602355,-0.028975073,0.58854353,0.5061614,TASCA_DESTRA_DAVANTI_PANTALONI
0.17646809,1.2770535,1.130068,5.7464004,-0.87446296,0.1641606,4.1049027,2.026056,8.755144,-0.9541277,0.36677322,13.109673,3.6207283,16.450342,-0.78607184,3.9404125,3.1574001,1.7769074,9.387914,0.09051056,1.0749723,0.4811368,0.044784166,0.44758064,0.041660763,0.0930799,0.5577674,0.31211066,0.6359746,0.55957144,1.1402147,2.0376573,0.31110445,0.09741307,0.40446362,0.31312016,1.3000895,4.1520467,0.62710977,0.3702731,-2.8693912,0.59044385,-4.57558,-7.749391,0.6842404,0.33284575,0.29699394,0.48644567,0.43404916,0.892287,0.6563456,0.349318,0.6121062,0.53221655,0.9325974,1.7522894,0.0021943809,5.7604365,-0.09686988,0.26861998,0.7376456,TASCA_DESTRA_DAVANTI_PANTALONI
0.17248335,1.9214087,1.3861488,9.404793,-0.61568135,0.49294814,2.4080129,1.5517774,8.691675,-0.3849071,0.13730648,19.416088,4.406369,19.208506,-0.6158128,4.25341,5.9456177,2.4383638,12.601139,0.013650563,0.34990162,1.2561923,0.04055178,3.59013,0.11589482,0.032281507,0.89326525,0.31457844,0.568475,0.3521669,0.63640106,1.8071008,0.7979229,0.09895962,0.32316384,0.12402152,0.40500635,3.2656133,1.483579,0.48955137,-20.550383,0.32997996,-13.851896,-41.977993,0.92749304,0.48965588,0.4556323,0.52793485,0.49125147,0.9305153,1.082046,0.48961607,0.7463446,0.45249096,0.6897531,1.5243468,0.0027000068,5.8435817,-0.06994046,0.18891683,0.5899991,TASCA_DESTRA_DAVANTI_PANTALONI
0.60852957,4.437169,2.106459,11.7897835,-0.48475882,-0.125951,5.3658648,2.3164337,11.183992,-1.3928709,0.5353909,17.752802,4.2134075,17.16286,-0.8393974,4.6079216,6.99571,2.6449404,11.259965,0.019272055,-4.8314786,1.136608,0.13206162,-0.23525055,-0.027333584,0.11618924,0.90935427,0.4999419,0.79641074,0.5497768,0.87579805,1.5930066,0.8269253,0.2499419,0.63427,0.30225453,0.7670222,2.53767,0.59127176,0.4914665,-17.396389,0.8312024,-29.421986,-35.3969,1.6989175,0.85101223,0.6916102,0.5009144,0.4070888,0.8126913,1.054166,0.6869358,1.0470533,0.65163916,0.9932529,1.5242375,0.004101266,6.643778,0.50981176,0.60783637,0.524014,TASCA_DESTRA_DAVANTI_PANTALONI
0.97756606,4.179942,2.0444906,10.395133,-0.4804511,-0.21933144,5.058883,2.249196,8.435858,-0.75198185,0.084348805,13.654062,3.6951404,16.050224,-0.55003977,4.4037447,4.510776,2.1238587,11.934598,0.047676016,-4.4570265,11.589566,0.22198518,-2.600291,-0.049805667,0.019153882,0.9089873,0.55329174,0.9626302,0.60869026,1.059014,1.739824,0.8262579,0.30613175,0.92665696,0.3705039,1.1215106,3.0269873,0.93170446,0.5923152,-5.6462765,0.6357329,-6.0601583,-9.532555,1.4582646,0.67810625,0.56029004,0.46500906,0.384217,0.82625705,1.2322556,0.64766276,0.8710082,0.52559125,0.7068406,1.3448484,0.005027068,6.64522,0.24464503,0.6356164,0.72355115,TASCA_DESTRA_DAVANTI_PANTALONI
0.12207041,0.73412824,0.85681283,6.9885173,-0.44376412,-0.32099625,0.7952568,0.89177173,4.8196774,-4.7527246,0.2034629,1.582342,1.2579118,7.000492,-0.5284832,1.3592551,1.4234904,1.1931012,5.552344,0.029568862,-0.3802861,0.59996396,0.08980685,-1.5776649,-0.23615602,0.14968707,0.9607984,0.68113905,0.7181393,0.70893025,0.74744016,1.0543212,0.92313355,0.46395043,0.51572406,0.50258213,0.55866677,1.111593,0.5394534,0.88744587,-12.696814,1.6450834,-23.536442,-14.307141,5.7775593,1.0568683,0.84601325,0.18292643,0.14643091,0.8004907,1.449997,0.9982894,1.2586608,0.6884769,0.8680437,1.2608174,0.0019958515,1.95252,0.15093142,0.46059963,0.0685941,TASCA_DESTRA_DAVANTI_PANTALONI
0.68185955,6.742176,2.59657,15.712358,-0.61143285,-0.8838831,5.623588,2.3714106,11.017936,-2.7448986,-0.00426355,5.8464823,2.41795,15.874485,-1.1671457,3.079648,9.9742155,3.158198,11.352308,0.013935312,-0.77143633,-159.92766,0.22140828,207.31154,-0.28700784,-0.0013844277,1.0949475,1.0738726,0.8221682,0.9807526,0.7508746,0.7656106,1.19891,1.1532022,0.67596054,0.9618755,0.56381255,0.5861596,0.7382296,0.69733477,-37.16058,0.94460416,-50.337425,-53.28944,3.3141258,1.3311213,0.84693563,0.40165082,0.25555325,0.63625723,1.4260709,0.989787,1.3840673,0.6940657,0.9705458,1.3983487,0.005906525,4.5953755,0.36689457,0.6005372,0.09943559,TASCA_DESTRA_DAVANTI_PANTALONI
0.65139157,11.760093,3.429299,19.637806,-0.52539605,-0.9933991,11.920855,3.4526591,15.85574,-1.3907174,0.049101908,13.766932,3.7103815,21.334969,-1.152174,5.415263,9.536368,3.0881011,15.105498,0.0660627,-0.65571994,13.266115,0.120288074,-20.231375,-0.18344429,0.009067317,0.9932342,0.92424434,1.1104879,0.9305402,1.1180525,1.2015091,0.9865142,0.8542276,1.2331836,0.865905,1.2500414,1.4436241,0.73333097,0.5921946,-6.330289,0.8075408,-8.63224,-10.689541,1.9411188,1.2986608,0.7959633,0.669027,0.41005388,0.61291087,1.2385298,0.9204516,1.3000436,0.7431808,1.0496668,1.4123975,0.006128525,8.320597,-0.066558845,0.45694727,0.056082156,TASCA_DESTRA_DAVANTI_PANTALONI
0.5301453,4.748961,2.1792111,12.136928,-0.38551056,-0.82774967,7.35311,2.7116618,13.109909,-1.4816769,-0.45212084,9.384507,3.0634143,14.569386,-1.0363382,4.401374,3.285115,1.8124887,8.442304,0.12450429,-0.64046574,-1.1725743,0.12044995,1.8308151,-0.1880662,-0.10272266,0.8036441,0.7113668,1.202331,0.8851763,1.4960986,1.6901702,0.64584386,0.50604266,1.4455996,0.78353715,2.2383113,2.8566754,0.43144682,0.45545176,-2.8128328,1.0556382,-6.5195355,-6.1759186,1.658229,1.2243557,0.90843105,0.7383514,0.5478321,0.7419666,0.92578274,0.8330432,1.4376322,0.8998258,1.5528829,1.7257595,0.0057551046,6.5743732,0.33609074,0.12699385,0.13432649,TASCA_DESTRA_DAVANTI_PANTALONI
