@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.6292,10.6008,3.2559,17.5871,-0.5585,-1.4924,12.7025,3.5641,17.7576,-1.1941,0.1847,14.9965,3.8725,17.8581,-0.6499,5.6872,8.6133,2.9348,14.8342,0.0744,-0.4216,3.4075,0.1106,-8.0818,-0.2624,0.0325,0.9135,0.8408,1.1094,0.9203,1.2144,1.3195,0.8345,0.7069,1.2307,0.847,1.4748,1.7411,0.6521,0.896,-5.2831,1.3739,-8.1013,-5.8966,1.3943,1.0426,0.7041,0.7477,0.505,0.6753,0.9904,0.9848,1.1856,0.9944,1.1971,1.2039,0.0086,8.7555,0.1502,0.4624,0.471,0.1498,-0.339,0.2344,-14.9888,94.9996,9.7468,37.3199,?,-3.6696,296.2353,17.2115,59.9991,-0.368,-34.8423,200.3024,14.1528,44.4595,?,4.0846,0.4302,0.1053,0.5663,0.6887,1.2161,0.3207,0.4743,1.4789,2.3124,0.8394,0.363,0,1,0,0.622,0.8394,1.3495,0.1995,64.8207,-0.3349,-0.6271,0.9278,?,?,?,?,?,DESTRA_PANTALONI
0.63,4.2192,2.0541,13.1599,-0.3192,-0.6922,5.2788,2.2976,13.7479,-1.2068,-0.0713,10.7732,3.2823,18.2007,-1.1127,3.8774,6.118,2.4735,10.8485,0.0527,-0.9102,-8.8356,0.1625,9.7077,-0.1785,-0.0184,0.894,0.6258,0.8304,0.7,0.9289,1.327,0.7993,0.3916,0.6896,0.49,0.8628,1.7609,0.4236,0.3322,-5.274,0.7843,-12.4508,-15.8748,1.6012,1.1579,0.871,0.7231,0.544,0.7522,0.9572,0.723,1.2131,0.7553,1.2673,1.6777,0.0049,5.7085,0.2156,0.3224,0.3969,0.6123,-0.1941,0.0497,-11.6164,53.3832,7.3064,28.4393,?,-8.3188,47.6846,6.9054,27.5375,-0.9205,-28.5411,58.1859,7.628,33.0597,?,1.3964,0.407,0.2915,1.0581,0.9578,0.9053,1.1195,0.9175,0.8195,2.1547,0.8602,0.3992,0,1,0,1.0327,0.8602,0.833,0.1662,50.6067,-0.9156,-0.9169,0.9833,?,?,?,?,?,DESTRA_PANTALONI
0.3693,2.2006,1.4834,10.309,-0.8407,-0.6236,4.7313,2.1752,10.4099,-1.3198,0.2325,6.554,2.5601,13.3857,-0.4473,3.3208,3.0372,1.7428,9.3203,0.0763,-0.5922,1.5883,0.1112,-2.6821,-0.1878,0.07,0.682,0.5794,0.8512,0.8496,1.2481,1.469,0.4651,0.3358,0.7245,0.7219,1.5578,2.1579,0.795,1.138,-6.1165,1.4315,-7.6939,-5.3747,1.2481,0.6056,0.5551,0.4852,0.4447,0.9166,0.9903,0.7702,1.1061,0.7777,1.1169,1.4362,0.004,4.9652,0.0828,0.0556,0.2319,0.4352,0.0126,0.4758,11.595,123.5942,11.1173,45.0577,-1.4704,-30.7396,33.6379,5.7998,34.4986,?,-18.269,15.8939,3.9867,28.1998,?,-0.3772,-0.6347,1.6826,1.9168,2.7886,1.4548,3.6743,7.7762,2.1164,0.7774,0.951,1.2234,0,0,1,1.3061,1.5978,1.2234,0.1989,64.4206,-0.9095,0.5717,-0.4804,?,?,?,?,?,DESTRA_PANTALONI
0.5172,3.3639,1.8341,13.9689,-0.517,-0.1667,9.4139,3.0682,16.2942,-1.3439,0.3069,10.4704,3.2358,13.5359,-0.5165,4.4086,4.2022,2.0499,9.9212,0.0381,-3.1028,1.6855,0.1173,-0.5432,-0.0378,0.0696,0.5978,0.5668,0.8947,0.9482,1.4967,1.5785,0.3573,0.3213,0.8005,0.8991,2.2402,2.4916,0.5096,1.0326,-12.1268,2.0264,-23.7972,-11.7437,1.3246,1.0317,0.8928,0.7789,0.674,0.8654,0.8573,1.032,1.408,1.2038,1.6424,1.3643,0.0033,6.5343,0.1993,-0.2671,0.0231,0.4332,0.0039,0.3703,15.0853,119.9897,10.954,48.2391,-1.2585,-30.0369,12.7545,3.5714,33.7799,?,-23.1336,12.0329,3.4688,30.6,?,-0.5022,-0.6521,1.2984,3.0672,3.1578,1.0296,9.4076,9.9718,1.06,0.7957,0.8784,1.1039,0,0,1,1.428,1.5764,1.1039,0.2148,71.3055,-0.7129,0.4909,-0.5672,?,?,?,?,?,DESTRA_PANTALONI
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-44.4257,70.4806,8.3953,69.5,?,27.4378,87.8765,9.3742,34.75,0.2527,-12.8203,40.7924,6.3869,45.5,?,-1.6191,3.4653,-2.1402,0.8956,1.3145,1.4677,0.802,1.7278,2.1542,-5.9149,1.5275,-0.2582,0,1,0,2,1.5275,0.7637,0.2906,84.6838,-0.2927,0.734,-0.3207,?,?,?,?,?,DESTRA_PANTALONI
-0.3679,13.0143,3.6075,34.6428,-0.5053,-0.0223,9.9443,3.1535,31.3122,-0.4052,0.6667,18.1847,4.2644,26.2083,-0.5161,4.854,18.1626,4.2618,32.0398,0.0104,16.4855,-0.5519,-0.0758,-0.0335,-0.0046,0.1373,1.144,0.846,0.8465,0.7395,0.7399,1.0006,1.3087,0.7157,0.7165,0.5468,0.5475,1.0012,1.2879,1.3034,-34.7038,1.0121,-26.9466,-26.6254,1.0328,1.3313,0.7109,1.289,0.6883,0.5339,1.1064,1.3218,1.0812,1.1947,0.9773,0.818,0.004,7.157,0.6489,-0.0984,0.2793,-0.1667,0.335,0.3501,-27.6159,41.6142,6.4509,43.6875,?,-16.8005,9.5239,3.0861,26.3125,?,-36.1257,93.2474,9.6565,44.5,?,1.6438,0.7644,0.4651,2.0903,0.668,0.3196,4.3694,0.4463,0.1021,1.6603,0.9817,0.5913,1,1,1,1.6603,0.9817,0.5913,0.2525,80.542,0.6375,-0.8716,-0.5551,?,?,?,?,?,DESTRA_PANTALONI
0.3599,16.973,4.1198,27.1962,-2.2666,-0.4963,6.6384,2.5765,20.8329,-1.0601,0.5937,4.3467,2.0849,12.5648,-0.823,4.3645,9.6376,3.1044,18.9288,0.0284,-0.7253,0.6063,0.0825,-0.8359,-0.1137,0.136,1.599,1.9761,1.3271,1.2358,0.8299,0.6716,2.5568,3.9048,1.7611,1.5272,0.6888,0.451,1.7603,3.3266,-34.1256,1.8898,-19.3863,-10.2583,0.8233,1.208,0.4273,1.4673,0.5191,0.3538,1.3054,2.1645,1.4368,1.658,1.1006,0.6638,0.0044,6.3548,0.063,0.0206,-0.2995,-0.2043,-0.3067,-0.0115,-31.0023,255.5163,15.9849,57,?,12.3522,38.634,6.2156,21.5,-0.0393,56.5576,108.9748,10.4391,37.25,0.4471,-2.5099,-0.5482,0.2184,2.5717,1.5313,0.5954,6.6138,2.3447,0.3545,70.1538,-1.8921,-0.027,0,0,0.3071,2.6512,1.5302,0.5772,0.342,99.9863,-0.1133,0.9573,-0.054,?,?,?,?,?,DESTRA_PANTALONI
-0.3849,3.1235,1.7674,11.0103,-0.7234,-1.0705,2.8768,1.6961,11.5111,-5.7067,0.081,9.0487,3.0081,14.7668,-0.8698,3.5822,3.5175,1.8755,9.3045,0.0667,0.3596,-4.752,-0.1075,-13.2153,-0.2988,0.0226,1.042,0.5875,0.9423,0.5638,0.9043,1.6039,1.0858,0.3452,0.888,0.3179,0.8178,2.5725,0.4719,0.6728,-6.9492,1.4258,-14.7273,-10.3289,3.7221,0.8089,0.6408,0.2173,0.1722,0.7921,0.9565,0.7456,1.1833,0.7795,1.2372,1.5871,0.0059,5.198,-0.2012,0.2754,0.2149,0.1648,-0.5136,-0.0443,-21.4401,88.6057,9.4131,51,?,-39.5367,37.7994,6.1481,42.4375,?,-26.1131,49.8737,7.0621,35.625,-9,0.5423,0.821,1.5141,1.531,1.3329,0.8706,2.3441,1.7766,0.7579,1.2018,1.5906,1.3236,1,0,0,1.2018,1.4316,1.1912,0.2681,87.1653,-0.8597,-0.9593,0.9149,?,?,?,?,?,DESTRA_PANTALONI
1.333,5.0404,2.2451,6.7598,-0.0356,-0.532,0.8733,0.9345,3.9082,-5.5392,-0.746,1.5673,1.2519,5.1191,-4.1392,1.9477,6.3041,2.5108,7.0961,0.0056,-2.5054,-1.7869,0.6844,0.7132,-0.2732,-0.383,2.4025,1.7933,0.8942,0.7464,0.3722,0.4986,5.7719,3.216,0.7996,0.5572,0.1385,0.2486,0.0702,0.0564,-5.8485,0.8029,-83.3047,-103.75,10.9216,6.5529,0.9147,0.6,0.0838,0.1396,1.7296,1.3205,0.9526,0.7634,0.5508,0.7214,0.0368,2.9586,-0.801,-0.6862,0.9701,0.8446,-0.8927,-0.8087,21.9504,201.6052,14.1988,52.9375,-0.806,-17.4043,2.1282,1.4588,21.6875,?,-13.3914,9.6329,3.1037,17.3125,-24.1818,-1.2612,-1.6391,1.2997,9.733,4.5748,0.47,94.7321,20.9288,0.2209,1.0893,1.4211,1.3045,0,42.6364,0,2.4409,3.0578,1.2527,0.1774,56.0539,0.3019,-0.8338,0.0633,?,?,?,?,?,DESTRA_PANTALONI
1.259,8.5436,2.9229,11.2168,-0.1579,-0.6554,1.2659,1.1251,4.4473,-3.2801,-0.4541,2.1768,1.4754,7.5059,-1.7568,2.7634,6.5707,2.5633,9.5426,0.0403,-1.9211,-2.7725,0.4556,1.4432,-0.2372,-0.1643,2.5979,1.9811,1.1403,0.7626,0.4389,0.5756,6.7489,3.9249,1.3003,0.5816,0.1927,0.3313,0.4487,0.3197,-3.8198,0.7125,-8.5128,-11.9472,9.3233,3.5581,0.9743,0.3816,0.1045,0.2738,2.5222,1.4944,1.1754,0.5925,0.466,0.7866,0.0339,4.0078,-0.7386,-0.1668,0.9553,0.2373,-0.7398,-0.1618,-6.7101,178.084,13.3448,48,-5.0472,-6.7496,10.4571,3.2337,20.8125,-0.8814,-39.6667,122.6884,11.0765,47.375,-27.0741,0.9941,0.1692,0.1702,4.1267,1.2048,0.2919,17.03,1.4515,0.0852,4.109,0.8769,0.2134,0.7175,4.7037,6.5556,2.3063,1.0132,0.4393,0.2344,57.0345,-0.5062,-0.9194,0.7524,?,?,?,?,?,DESTRA_PANTALONI
1.0823,2.5701,1.6031,5.7324,-0.2093,-0.1057,0.3948,0.6284,3.1133,-1.5222,-0.6317,4.3678,2.0899,8.1406,-0.999,2.6073,2.1164,1.4548,5.0136,0.066,-10.2398,-1.7131,0.4151,0.1673,-0.0405,-0.2423,2.5513,0.7671,1.102,0.3007,0.4319,1.4366,6.509,0.5884,1.2143,0.0904,0.1866,2.0637,0.5281,0.2439,-2.7986,0.4618,-5.2997,-11.4752,3.8402,1.164,0.883,0.3031,0.2299,0.7586,1.8413,0.7042,1.1434,0.3824,0.621,1.6237,0.0286,3.7311,-0.2964,-0.1571,0.7551,0.3395,-0.1981,-0.1704,10.0254,318.5383,17.8476,62.9375,-1.7589,-34.3768,10.3033,3.2099,40.6875,?,-31.7514,16.8224,4.1015,35.375,?,-0.2916,-0.3157,1.0827,5.5602,4.3515,0.7826,30.9161,18.9354,0.6125,0.9862,1.1343,1.1502,0,0,1,1.5469,1.7792,1.1502,0.2735,85.3043,0.8675,-0.725,-0.3379,?,?,?,?,?,DESTRA_PANTALONI
1.2968,4.9272,2.2197,7.7188,-0.1045,-0.5505,1.4816,1.2172,5.2871,-1.4476,-0.7208,5.8478,2.4182,10.2949,-1.8308,3.1136,5.0661,2.2508,7.2818,0.0494,-2.3558,-1.799,0.4165,0.7637,-0.1768,-0.2315,1.8236,0.9179,0.9862,0.5033,0.5408,1.0744,3.3257,0.8426,0.9726,0.2534,0.2924,1.1543,0.2336,0.1097,-1.9313,0.4696,-8.2673,-17.6035,3.2351,1.9216,0.9123,0.594,0.282,0.4748,1.4599,0.7498,1.06,0.5136,0.7261,1.4138,0.036,4.7111,0.0733,-0.5556,0.9097,0.0169,-0.1528,-0.6357,-26.5327,65.9508,8.121,46.875,?,-3.5607,11.6203,3.4089,16.25,-3.4068,-31.759,235.5267,15.3469,63.9375,-1.6641,7.4515,0.8354,0.1121,2.3823,0.5292,0.2221,5.6755,0.28,0.0493,3.7313,1.1737,0.3146,0,0,0.1536,2.8846,0.7331,0.2542,0.2387,64.4925,0.6413,-0.87,-0.248,?,?,?,?,?,DESTRA_PANTALONI
1.2069,2.3284,1.5259,5.0859,-0.0783,0.2326,0.3871,0.6222,2.6699,-0.8752,-1.3251,4.7587,2.1814,7.3262,-7.119,2.271,5.5832,2.3629,6.9108,0.0085,5.1887,-0.9108,0.5314,-0.1755,0.1024,-0.5835,2.4526,0.6995,0.6458,0.2852,0.2633,0.9232,6.0152,0.4893,0.417,0.0813,0.0693,0.8523,0.2962,0.0575,-6.2009,0.194,-20.9321,-107.9086,3.3128,5.2273,0.6767,1.5779,0.2043,0.1295,1.9049,0.6942,0.7359,0.3644,0.3863,1.0601,0.0411,3.3444,0.5879,-0.7366,0.8682,-0.1934,0.2963,-0.9496,-20.2741,43.1306,6.5674,33.9375,?,-11.6157,15.0387,3.878,20.6875,?,-17.9756,240.4385,15.5061,55.625,-0.9955,1.7454,1.1279,0.6462,1.6935,0.4235,0.2501,2.868,0.1794,0.0625,1.6405,1.223,0.7455,1,0,0,1.6405,0.6101,0.3719,0.1694,54.6613,0.9462,-0.8894,-0.7125,?,?,?,?,?,DESTRA_PANTALONI
0.3495,0.0143,0.1197,0.6417,0.0056,-0.1797,0.0146,0.1207,0.5591,-3.7823,0.551,0.0148,0.1216,0.6901,0.2428,0.6991,0.0129,0.1137,0.6195,0.3902,-1.9451,0.6343,0.4999,-0.3261,-0.257,0.7881,0.9914,0.9846,1.0531,0.9931,1.0623,1.0696,0.9829,0.9694,1.109,0.9862,1.1284,1.1441,-0.0081,0.0162,0.0091,-1.9986,-1.1154,0.5581,5.5198,0.7081,0.6352,0.1283,0.1151,0.897,1.1478,0.9299,1.0359,0.8102,0.9025,1.1139,0.0034,1.086,0.0653,-0.0897,0.4124,-0.0041,-0.2264,0.8131,14.3291,0.5249,0.7245,2.6,0.8323,-41.4778,0.3678,0.6065,42.9198,?,-13.4738,0.4281,0.6543,14.9519,?,-0.3455,-1.0635,3.0784,1.1945,1.1072,0.9269,1.4268,1.226,0.8592,-0.3008,-0.8633,2.8705,0,0,1,0.0606,0.1739,2.8705,0.2295,69.2807,0.7501,-0.4492,-0.6303,?,?,?,?,?,DESTRA_PANTALONI
0.33,0.0142,0.1191,0.6305,-0.0369,-0.1583,0.0109,0.1045,0.5329,-3.2431,0.3845,0.012,0.1097,0.5973,0.1401,0.5551,0.0108,0.1039,0.6444,0.2568,-2.085,0.8582,0.5945,-0.4116,-0.2851,0.6927,1.1398,1.086,1.1469,0.9528,1.0063,1.0561,1.2991,1.1794,1.3154,0.9079,1.0126,1.1153,0.0551,-0.2308,-0.1008,-4.1862,-1.8293,0.437,4.8415,0.8754,0.7013,0.1808,0.1448,0.8011,1.1831,1.0556,0.9784,0.8922,0.827,0.9269,0.0027,0.8779,-0.0441,-0.1145,0.618,-0.1054,-0.3769,0.6362,7.9696,0.113,0.3361,1.6,0.8204,-44.6012,0.1184,0.3441,45.1475,?,-12.1898,0.2457,0.4957,13.3648,?,-0.1787,-0.6538,3.6589,0.9767,0.6781,0.6943,0.9539,0.4598,0.482,-0.1619,-0.5468,3.3781,0,0,1,0.0354,0.1197,3.3781,0.2346,64.7607,-0.3388,-0.0164,-0.1914,?,?,?,?,?,DESTRA_PANTALONI
0.1796,2.083,1.4433,10.4481,-1.052,0.1011,2.7387,1.6549,18.2219,-1.1835,-0.6643,1.9839,1.4085,11.4638,-1.3259,2.0154,3.2273,1.7965,9.7236,0.022,1.7762,-0.2703,0.0891,-0.1522,0.0502,-0.3296,0.8721,1.0247,0.8034,1.1749,0.9212,0.784,0.7606,1.05,0.6454,1.3805,0.8486,0.6147,0.5423,0.8196,-24.4985,1.5113,-45.1727,-29.8892,0.6101,1.0331,0.5121,1.6932,0.8394,0.4957,0.5734,0.9114,1.0745,1.5895,1.874,1.179,0.0035,2.9586,-0.0908,-0.4907,0.0662,0.1457,-0.0364,-0.2884,-26.5871,60.1466,7.7554,44.2,?,-12.3542,6.8204,2.6116,16.2,?,30.0945,86.1695,9.2828,29.7,0.1863,2.1521,-0.8835,-0.4105,2.9696,0.8355,0.2813,8.8187,0.698,0.0792,2.7284,-6.5,-2.3824,1,0,0,2.7284,1.4882,0.5455,0.209,69.0358,-0.5393,0.9862,-0.5586,?,?,?,?,?,DESTRA_PANTALONI
0.8554,5.5832,2.3629,13.4618,-0.8274,-0.7677,2.9359,1.7134,9.2792,-2.3337,-0.2759,3.4669,1.862,11.6184,-1.2807,2.5777,6.7386,2.5959,9.7988,0.0051,-1.1143,-3.1005,0.3319,2.7826,-0.2978,-0.107,1.379,1.269,0.9102,0.9202,0.6601,0.7173,1.9017,1.6104,0.8285,0.8468,0.4357,0.5145,0.9383,0.9343,-121.5728,0.9956,-129.5602,-130.1273,2.6466,1.4461,0.7479,0.5464,0.2826,0.5172,1.4508,1.1587,1.3738,0.7987,0.947,1.1857,0.006,3.766,0.1824,0.01,0.5306,-0.1588,-0.3451,-0.0153,-10.8513,318.8897,17.8575,47.7478,-7.3579,-20.7883,290.7886,17.0525,54.9149,-1.8951,-28.6392,130.7446,11.4344,38.2828,?,0.522,0.3789,0.7259,1.0472,1.5617,1.4913,1.0966,2.439,2.2241,1.1694,1.098,0.939,0.3012,0,0,0.8695,1.2472,1.4345,0.1879,68.6211,-0.8572,-0.8136,0.9436,?,?,?,?,?,DESTRA_PANTALONI
-0.2614,15.7829,3.9728,20.4225,-0.8627,-0.3242,10.0439,3.1692,23.0265,-1.1072,-0.5708,13.9005,3.7283,26.6596,-1.013,5.3898,11.177,3.3432,18.042,0.0397,0.8061,0.4578,-0.0485,0.568,-0.0602,-0.1059,1.2536,1.0656,1.1883,0.85,0.948,1.1152,1.5714,1.1354,1.4121,0.7226,0.8986,1.2437,0.7818,0.705,-12.6928,0.9018,-16.2361,-18.0032,1.0033,0.8278,0.5836,0.8251,0.5816,0.7049,0.8869,0.766,1.1319,0.8637,1.2763,1.4776,0.0035,8.0754,-0.1652,0.0169,0.1008,0.3512,-0.2044,-0.1149,-35.9935,95.2577,9.76,52.5467,-4.509,-2.7717,312.2788,17.6714,65.2359,-0.5637,-0.3358,82.5544,9.0859,33.931,-0.875,12.9859,107.1923,8.2545,0.5523,1.0742,1.9449,0.305,1.1539,3.7827,1.8288,2.7162,1.4852,0.2286,0.5271,2.3053,0.8055,1.5486,1.9226,0.1805,59.0135,0.5988,-0.1666,0.1649,?,?,?,?,?,DESTRA_PANTALONI
