@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
5.9985,15.3888,3.9229,16.4359,-0.2251,-2.2968,15.2777,3.9087,14.4746,-3.3412,5.9985,15.3888,3.9229,16.4359,-0.2251,10.0352,22.5882,4.7527,19.5001,0.0348,-2.6117,1,0.5977,-0.3829,-0.2289,0.5977,1.0036,1,0.8254,0.9964,0.8224,0.8254,1.0073,1,0.6813,0.9928,0.6764,0.6813,0.2711,1,-4.2977,3.6883,-15.8513,-4.2977,4.0235,1,0.664,0.2485,0.165,0.664,1.1355,1,0.8429,0.8807,0.7423,0.8429,0.1794,16.5576,-0.7977,1,0.9268,-0.7977,-0.8671,0.9268,5.2891,8.3778,2.8944,7.9697,0.0941,0.7948,11.8341,3.4401,10.5937,-1.7024,6.383,6.6101,2.571,7.6428,0.1623,6.6547,0.8286,0.1245,0.8414,1.1258,1.338,0.7079,1.2674,1.7903,-0.1241,0.5591,-4.5064,2.2442,0.9643,0.4297,0.7523,1.0428,1.3861,0.17,14.8682,-0.7653,-0.8487,0.9871,-0.4479,0.8004,0.8947,3.6676,-1.7094,-2.5385,1.2934,1.1373,4.7403,?,2.3761,2.6288,1.6214,4.97,-0.0035,0.1764,-0.1885,-1.0684,0.7867,0.5518,0.7014,0.6189,0.3045,0.492,0.4881,135.2857,277.1429,0,0.2733,0,0.7737,0.738,0.9538,0.0715,5.7368,-0.0684,-0.5708,-0.5211,TASCA_DESTRA_DAVANTI_PANTALONI
9.2159,10.2862,3.2072,9.481,0.3106,-0.108,2.5461,1.5957,5.3439,-1.2143,9.2159,10.2862,3.2072,9.481,0.3106,13.1332,20.5162,4.5295,13.383,0.3152,-85.3669,1,0.7017,-0.0117,-0.0082,0.7017,2.01,1,0.7081,0.4975,0.3523,0.7081,4.0399,1,0.5014,0.2475,0.1241,0.5014,-1.4575,1,0.6934,-0.6861,-0.4757,0.6934,5.6984,1,0.7037,0.1755,0.1235,0.7037,1.7742,1,0.7084,0.5636,0.3993,0.7084,0.2962,19.7918,0.5097,1,0.9997,0.5097,0.502,0.9997,4.25,2.9847,1.7276,5.6465,0.2587,0.3309,0.1851,0.4302,1.1719,-0.2397,7.0876,1.748,1.3221,4.6055,0.5133,12.8428,0.5996,0.0467,4.0159,1.3067,0.3254,16.1277,1.7075,0.1059,-8.6983,0.4057,-0.0466,8.0579,0.805,0.0999,4.8183,1.226,0.2545,0.188,11.763,-0.7,-0.936,0.8294,0.9948,0.9217,0.9601,2.7855,-0.1686,-3.0161,4.2299,2.0567,5.9901,?,1.1802,1.3864,1.1774,3.2278,-0.202,-0.3298,0.8429,-2.5557,0.4668,0.8154,1.7467,0.2179,0.6649,3.0511,0.0671,0.741,11.0428,0,0.8876,0,0.465,0.863,1.8558,0.077,5.501,-0.8509,0.0298,-0.0408,TASCA_DESTRA_DAVANTI_PANTALONI
-6.5748,2.4779,1.5741,9.4331,?,7.0778,3.1278,1.7686,6.078,0.4248,-6.5748,2.4779,1.5741,9.4331,?,11.7237,7.1902,2.6814,7.8712,0.5243,-0.9289,1,-0.5608,-1.0765,0.6037,-0.5608,0.8901,1,0.587,1.1235,0.6596,0.587,0.7922,1,0.3446,1.2623,0.435,0.3446,-2.1014,1,-1.0875,-0.4759,0.5175,-1.0875,0,1,0,0,0.6386,0,1.552,1,1.1984,0.6443,0.7722,1.1984,0.2337,20.2274,-0.7788,1,-0.9672,-0.7788,0.9125,-0.9672,-6.7197,0.0404,0.2011,6.9614,?,6.9776,0.03,0.1733,0.4551,0.9369,1.5225,0.0134,0.1157,0.3934,0.7824,-0.963,-4.4136,4.5829,1.1602,1.7376,1.4976,1.3461,3.0192,2.2429,-1.0302,-4.9228,4.7784,0,0,3.9902,15.298,17.6963,1.1568,0.1961,15.2198,0.9931,0.7792,0.7031,-0.1021,0.0085,0.092,0.3698,-14.773,-0.0094,0.0587,0.2423,0.7898,-1.0815,0.1446,0.0072,0.0846,0.3198,-0.1494,10.8838,-0.706,-0.0649,0.3799,1.0876,2.8628,0.1443,1.183,8.1959,0.8442,8.3333,9.8717,0.0618,0.0843,1.364,0.4683,1.1567,2.47,0.0035,0.4737,-0.505,0.0211,0.019,TASCA_DESTRA_DAVANTI_PANTALONI
9.2785,10.7877,3.2845,9.6124,0.2668,-1.4598,1.2651,1.1248,4.1167,-4.3947,9.2785,10.7877,3.2845,9.6124,0.2668,13.2596,21.3357,4.6191,13.538,0.2699,-6.3561,1,0.6998,-0.1573,-0.1101,0.6998,2.9201,1,0.7111,0.3425,0.2435,0.7111,8.5269,1,0.5056,0.1173,0.0593,0.5056,-1.0428,1,0.6988,-0.959,-0.6702,0.6988,17.1791,1,0.707,0.0582,0.0412,0.707,2.335,1,0.71,0.4283,0.3041,0.71,0.2589,20.0704,-0.0319,1,0.9997,-0.0319,-0.0562,0.9997,7.3911,1.9679,1.4028,4.5351,0.4731,-1.2784,4.8044,2.1919,6.7263,-1.0671,5.4827,3.1284,1.7687,4.9785,0.4009,-5.7817,1.3481,-0.2332,0.64,0.7931,1.2392,0.4096,0.629,1.5357,-1.1727,1.2222,-1.0421,2.6452,1.0357,0.3915,0.6742,0.9109,1.3511,0.1822,15.1735,-0.9743,-0.9488,0.9728,-0.1749,1.0318,1.0158,4.1856,-1.1708,-1.6327,1.4518,1.2049,4.6482,-28.8699,1.5069,0.4435,0.666,2.4003,0.0376,0.1071,-0.116,-1.0835,0.843,1.5253,1.8093,0.7107,2.3265,3.2735,0.5025,-24.0683,-47.8979,12.3904,0.7731,0.0624,0.9005,1.7438,1.9365,0.0437,3.9978,0.1023,-0.793,-0.3834,TASCA_DESTRA_DAVANTI_PANTALONI
7.2805,33.1023,5.7535,22.1803,-0.0418,-5.2637,45.5762,6.751,22.022,-1.9956,7.2805,33.1023,5.7535,22.1803,-0.0418,13.149,72.6021,8.5207,29.8113,0.0587,-1.3832,1,0.5537,-0.723,-0.4003,0.5537,0.8522,1,0.6752,1.1734,0.7923,0.6752,0.7263,1,0.4559,1.3768,0.6278,0.4559,0.0607,1,-0.4791,16.4798,-7.8953,-0.4791,2.896,1,0.6723,0.3453,0.2321,0.6723,1.0072,1,0.744,0.9929,0.7387,0.744,0.236,21.7367,-0.6239,1,0.9685,-0.6239,-0.7571,0.9685,5.908,6.0193,2.4534,7.3129,0.215,0.5608,18.5779,4.3102,13.5781,-1.4156,5.4551,6.5831,2.5658,6.7828,0.1742,10.5356,1.083,0.1028,0.5692,0.9562,1.6799,0.324,0.9144,2.8221,-0.2517,1.4001,-5.5616,1.6573,1.1342,0.6844,0.5386,1.0781,2.0018,0.1645,15.2009,-0.615,-0.7867,0.9217,-0.8285,0.4314,0.6568,2.7365,-3.8657,-1.636,7.3117,2.704,9.6194,-1.3949,2.8393,5.254,2.2922,7.2365,-0.1486,0.5064,-0.2918,-0.5762,0.2429,0.2865,1.1797,0.059,0.0821,1.3917,0.388,2.3226,5.9855,0.14,0.0893,0.6375,0.2845,0.3782,1.3293,0.069,6.8317,-0.2598,0.3981,0.3367,TASCA_DESTRA_DIETRO_PANTALONI
6.3554,9.6271,3.1028,12.1899,0.143,-5.0769,54.6881,7.3951,21.9673,-4.5381,6.3554,9.6271,3.1028,12.1899,0.143,11.9083,38.6914,6.2202,19.2526,0.1795,-1.2518,1,0.5337,-0.7988,-0.4263,0.5337,0.4196,1,0.4988,2.3834,1.1889,0.4988,0.176,1,0.2488,5.6807,1.4134,0.2488,-0.113,1,0.4831,-8.8496,-4.2749,0.4831,3.5859,1,0.6062,0.2789,0.1691,0.6062,0.5549,1,0.6332,1.8021,1.141,0.6332,0.2107,19.8017,-0.5818,1,0.8994,-0.5818,-0.845,0.8994,6.562,4.3702,2.0905,7.9018,0.157,0.3703,24.6623,4.9661,13.8209,-1.6282,4.6503,2.2432,1.4977,4.584,0.3531,17.7206,1.4111,0.0796,0.421,1.3958,3.3157,0.1772,1.9482,10.9941,-0.1718,0.5881,-3.4225,1.7824,1.3228,0.7422,0.5717,1.7238,3.015,0.1643,15.6815,0.1366,-0.575,0.7233,-0.2679,0.368,0.6066,2.4278,-2.6395,-0.5955,5.8652,2.4218,7.9596,-0.6985,3.5971,7.5497,2.7477,8.1252,-0.0788,0.4499,-0.0745,-0.1655,0.2505,0.2208,0.8814,0.0627,0.0487,0.7769,0.5379,2.9682,5.5179,0.1423,0.0886,0.6222,0.305,0.2988,0.9796,0.0746,6.4832,0.4935,0.0999,0.6679,TASCA_DESTRA_DIETRO_PANTALONI
9.6298,38.4524,6.201,23.9144,-0.0856,-6.4676,30.068,5.4834,18.3324,-6.2802,9.6298,38.4524,6.201,23.9144,-0.0856,15.6854,88.2374,9.3935,33.3656,0.0244,-1.4889,1,0.6139,-0.6716,-0.4123,0.6139,1.1309,1,0.6601,0.8843,0.5837,0.6601,1.2788,1,0.4358,0.782,0.3408,0.4358,0.1192,1,-2.2638,8.3886,-18.9906,-2.2638,8.7482,1,0.6442,0.1143,0.0736,0.6442,1.3045,1,0.7167,0.7666,0.5494,0.7167,0.3077,26.3735,-0.7856,1,0.9832,-0.7856,-0.8705,0.9832,5.3568,8.0259,2.833,9.2926,0.0133,0.6323,32.7446,5.7223,15.1202,-1.1878,4.8664,2.7079,1.6456,4.8836,0.2904,8.4715,1.1008,0.1299,0.4951,1.7216,3.4774,0.2451,2.9639,12.0921,-0.0153,0.0628,-4.1068,1.3627,1.3684,1.0041,0.6146,1.9028,3.0961,0.1483,15.5151,-0.0994,-0.7624,0.6707,-0.5936,0.9336,0.9662,3.8313,-1.6959,-1.0554,13.8342,3.7194,10.5177,-0.9351,3.784,9.2779,3.046,9.7038,-0.2005,0.5624,-0.1569,-0.2789,0.2598,0.3172,1.2211,0.0675,0.1006,1.4911,0.4742,1.4871,3.136,0.2615,0.1758,0.6724,0.3643,0.3948,1.0839,0.0811,8.7673,0.7788,0.3593,0.5646,TASCA_DESTRA_DIETRO_PANTALONI
7.5259,41.1419,6.4142,20.3978,-0,-4.8081,53.6127,7.3221,22.7122,-4.9082,7.5259,41.1419,6.4142,20.3978,-0,12.7885,108.7468,10.4282,30.0062,0.0448,-1.5653,1,0.5885,-0.6389,-0.376,0.5885,0.876,1,0.6151,1.1415,0.7021,0.6151,0.7674,1,0.3783,1.3031,0.493,0.3783,0,0,-0,0,-13.413,-0,5.3061,1,0.6493,0.1885,0.1224,0.6493,0.8981,1,0.6798,1.1135,0.7569,0.6798,0.2383,21.6499,-0.9418,1,0.9922,-0.9418,-0.9546,0.9922,4.6637,5.4922,2.3435,6.5182,0.2133,0.7446,17.7554,4.2137,12.7285,-2.0268,6.7544,4.8694,2.2067,6.1076,0.3362,6.2637,0.6905,0.1102,0.5562,1.062,1.9095,0.3093,1.1279,3.6463,-0.2074,0.5713,-2.7549,1.9703,0.9005,0.457,0.5121,1.0672,2.084,0.1682,15.2823,-0.3605,-0.7581,0.8569,-0.4925,4.0903,2.0225,7.2754,-3.5079,-1.9843,2.3986,1.5487,6.1331,-2.3873,3.0239,12.797,3.5773,10.3395,-0.1118,0.2482,-0.1629,-0.6562,1.3059,0.5654,0.4329,1.7053,0.3196,0.1874,1.3098,5.4454,4.1575,0.8914,0.1735,0.1947,1.1863,0.7037,0.5932,0.0745,6.6861,0.1762,-0.612,-0.1002,TASCA_DESTRA_DIETRO_PANTALONI
7.9943,5.226,2.286,10.1499,0.1917,6.9817,8.68,2.9462,11.5508,0.1894,7.9943,5.226,2.286,10.1499,0.1917,13.8183,4.749,2.1792,8.8275,0.5086,1.145,1,0.5785,0.8733,0.5053,0.5785,0.7759,1,1.049,1.2888,1.3519,1.049,0.6021,1,1.1004,1.6609,1.8278,1.1004,0.892,1,0.2635,1.121,0.2954,0.2635,0.8812,1,0.6991,1.1348,0.7933,0.6991,0.8787,1,1.1498,1.138,1.3085,1.1498,0.2827,22.9703,-0.6748,1,0.6735,-0.6748,0.0436,0.6735,6.6702,1.0646,1.0318,2.8798,0.639,6.8657,1.1229,1.0597,3.431,0.5857,1.463,0.2447,0.4946,2.2917,0.2706,0.9715,4.5593,4.6929,0.9737,2.0859,2.1423,0.948,4.3509,4.5894,1.051,5.9961,5.7053,0.9633,2.539,2.6358,0.8394,1.2566,1.4971,0.206,14.9989,-0.9783,0.1075,-0.2914,-0.03,0.5427,0.7367,3.1136,-1.5639,-0.4393,2.0447,1.4299,6.0466,-1.2458,-1.0579,0.4938,0.7027,3.2812,-30.0931,0.0683,0.0284,0.4153,0.5152,1.0484,2.0348,0.2654,1.099,4.1406,0.5662,0.598,1.0562,0.451,11.5075,25.5137,0.5149,0.9489,1.8428,0.0244,2.8473,0.436,0.3658,0.0829,TASCA_SINISTRA_DAVANTI_PANTALONI
7.0441,0.4887,0.6991,2.641,0.6767,5.4163,0.0843,0.2904,1.0997,0.8181,7.0441,0.4887,0.6991,2.641,0.6767,11.349,0.8377,0.9153,3.2977,0.7376,1.3005,1,0.6207,0.7689,0.4773,0.6207,2.4073,1,0.7638,0.4154,0.3173,0.7638,5.7949,1,0.5834,0.1726,0.1007,0.5834,1.118,1,0.5964,0.8945,0.5335,0.5964,1.3515,1,0.6501,0.7399,0.481,0.6501,2.4015,1,0.8009,0.4164,0.3335,0.8009,0.2413,19.5045,0.2592,1,0.9896,0.2592,0.3949,0.9896,7.2911,0.001,0.0314,0.144,0.9804,6.3865,0.0008,0.0276,0.1316,0.9796,-1.4881,0.0035,0.059,1.552,?,1.1416,-4.8995,-4.2917,1.1389,0.5323,0.4674,1.2971,0.2834,0.2185,1.1406,-4.6539,-4.0803,1.1396,0,0,1.0943,0.0928,0.0848,0.2086,15.1658,-0.9439,0.7123,-0.4432,0.7464,0.0337,0.1835,0.6665,0.3994,0.7025,0.0065,0.0807,0.2927,0.6578,-0.1349,0.0069,0.083,0.3258,-24.8475,1.0626,-5.5338,-5.2078,2.2736,2.2115,0.9727,5.1691,4.8908,0.9462,0.7877,-1.4152,-1.7966,1.2975,88.046,67.8608,2.2774,2.0459,0.8984,0.022,1.5847,0.914,-0.1231,0.0257,TASCA_SINISTRA_DAVANTI_PANTALONI
