@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.6773,8.6371,2.9389,14.4644,-1.2126,-1.6136,10.3351,3.2148,13.053,-2.0814,-0.4731,10.8787,3.2983,12.6601,-1.1969,5.2288,5.7963,2.4076,11.4253,0.0441,0.4197,1.4317,-0.1295,3.4109,-0.3086,-0.0905,0.9142,0.891,1.2207,0.9747,1.3353,1.37,0.8357,0.794,1.4901,0.95,1.783,1.8768,0.8991,1.1493,-15.0235,1.2783,-16.7096,-13.0718,1.5432,1.1344,0.5469,0.7351,0.3544,0.4821,1.1081,1.1425,1.266,1.031,1.1425,1.1081,0.0187,8.11,0.8345,-0.0564,-0.3569,0.3786,-0.6799,-0.3068,-0.1664,0.5235,0.7235,3.6676,-1.7094,-1.2087,2.493,1.5789,5.3243,-8.1172,1.3218,2.4659,1.5703,4.97,-0.0035,0.1377,-0.1259,-0.9145,0.4582,0.4607,1.0055,0.21,0.2123,1.011,0.4881,135.2857,277.1429,2.318,0.2733,0.1179,0.6888,0.738,1.0713,0.0185,3.2816,0.3016,-0.6327,-0.7711,-25.0354,145.9592,12.0814,51,?,-37.3357,65.7746,8.1102,42.125,?,-24.2841,92.8693,9.6369,35.625,-9,0.6705,1.0309,1.5375,1.4897,1.2537,0.8416,2.2191,1.5717,0.7082,1.2107,1.5906,1.3138,1,0,0,1.2107,1.4316,1.1825,0.5267,86.8061,-0.849,-0.9786,0.9136,PANTALONI
2.3936,3.3118,1.8198,5.847,-0.0469,-1.127,8.5394,2.9222,11.1126,-1.1325,1.0693,12.5209,3.5385,12.6746,-0.7795,5.1197,6.3029,2.5106,7.9261,0.0716,-2.1238,2.2385,0.4675,-1.054,-0.2201,0.2088,0.6228,0.5143,0.7249,0.8258,1.164,1.4094,0.3878,0.2645,0.5254,0.682,1.3548,1.9865,0.0444,0.0472,-0.4282,1.063,-9.65,-9.0783,1.0718,0.7841,0.6542,0.7316,0.6104,0.8343,0.5262,0.4613,0.7377,0.8768,1.402,1.5991,0.1297,8.0211,-0.2426,-0.2996,0.8048,0.4548,-0.0926,0.1386,0.4588,0.8454,0.9195,3.1655,-0.328,-1.7287,3.8637,1.9656,5.9901,?,0.4661,1.2349,1.1113,3.2278,-0.202,-0.2654,0.9844,-3.7093,0.4678,0.8274,1.7688,0.2188,0.6846,3.1287,0.1305,1.4414,11.0428,0,0.8876,0,0.5285,0.9807,1.8558,0.0212,3.3007,-0.8543,0.4273,-0.4503,-32.2629,65.8389,8.1141,46.875,?,-5.6049,12.6744,3.5601,16.25,-3.4068,-24.9195,377.3828,19.4263,63,-1.625,5.7562,1.2947,0.2249,2.2792,0.4177,0.1833,5.1946,0.1745,0.0336,3.7313,1.2019,0.3221,0,0,0.1536,2.8846,0.744,0.2579,0.473,67.8333,0.4269,-0.8777,0.0236,PANTALONI
-0.2985,0.5194,0.7207,2.7975,-0.7689,-0.9292,3.3105,1.8195,6.8859,-0.7618,-0.626,3.1675,1.7797,6.9919,-0.6703,2.6595,1.2687,1.1264,5.2527,0.0919,0.3212,0.4768,-0.1122,1.4843,-0.3494,-0.2354,0.3961,0.4049,0.6398,1.0223,1.6153,1.5801,0.1569,0.164,0.4093,1.0451,2.6093,2.4966,0.4084,0.4334,-2.2862,1.0611,-5.5979,-5.2755,0.4046,0.3778,0.2734,0.9337,0.6757,0.7236,0.4063,0.4001,0.5326,0.9849,1.3109,1.3311,0.0116,4.1737,0.6158,0.4016,0.0188,0.9598,0.2599,0.2542,-0.1893,0.0227,0.1507,0.534,-21.7731,0.1621,0.0717,0.2678,1.0413,-0.6503,0.1479,0.0096,0.0979,0.4029,-0.115,-1.1675,-1.28,1.0964,0.5628,1.5392,2.7348,0.3168,2.3692,7.4789,1.2442,12.282,9.8717,0.0372,0.0649,1.7463,0.5128,1.3254,2.5847,0.0029,0.6178,-0.7358,0.2871,-0.2306,14.0335,1.2297,1.1089,4.3,0.7244,-36.7173,0.1502,0.3875,37.8115,?,-24.4388,1.3022,1.1412,26.4643,?,-0.3822,-0.5742,1.5024,2.8617,0.9718,0.3396,8.1892,0.9443,0.1153,-0.2989,-0.4271,1.4288,0,0,1,0.1137,0.1625,1.4288,0.4629,75.1895,0.3819,0.4742,-0.5533,PANTALONI
-0.0403,3.8814,1.9701,7.598,-1.1526,-0.4391,3.4615,1.8605,6.8712,-1.4009,0.0913,10.8,3.2863,12.6044,-1.6305,4.003,2.3221,1.5238,7.1237,0.1097,0.0918,-0.4412,-0.0101,-4.807,-0.1097,0.0228,1.0589,0.5995,1.2929,0.5661,1.2209,2.1566,1.1213,0.3594,1.6715,0.3205,1.4907,4.651,1.0147,0.5207,-4.6359,0.5132,-4.5687,-8.9029,1.2334,0.7367,0.4411,0.5973,0.3577,0.5989,1.1058,0.6028,1.0666,0.5451,0.9646,1.7694,0.0045,6.1745,-0.8623,-0.6826,-0.0122,0.5459,-0.1795,-0.3477,-0.0151,0.5906,0.7685,4.1856,-1.1708,-0.9948,1.7826,1.3351,5.4529,-4.6781,1.1756,0.4187,0.6471,2.4003,0.0376,0.0152,-0.0129,-0.8462,0.5756,1.1876,2.0632,0.3313,1.4104,4.257,0.5025,-24.0683,-47.8979,2.0078,0.7731,0.385,0.7676,1.7438,2.2718,0.0152,2.9813,0.0603,-0.5737,-0.6562,-7.0901,278.349,16.6838,44,-2.6975,-2.5702,58.0997,7.6223,24.3057,-1.47,-32.0702,12.5849,3.5475,36.7255,?,2.7586,0.2211,0.0801,2.1888,4.703,2.1486,4.7909,22.1178,4.6166,2.2191,0.8741,0.3939,1.2093,0,0,1.8103,1.1981,0.6618,0.3262,54.7089,-0.8487,-0.7369,0.8975,PANTALONI
-0.6466,9.8376,3.1365,17.3633,-2.1671,-3.9094,59.3567,7.7043,36.3991,-1.5964,0.0802,29.5416,5.4352,22.8016,-0.5614,8.136,48.2495,6.9462,21.8929,0.0296,0.1654,-8.0672,-0.0795,-48.7722,-0.4805,0.0099,0.4071,0.5771,0.4515,1.4175,1.1091,0.7825,0.1657,0.333,0.2039,2.0093,1.2302,0.6123,0.5309,1.4491,-17.8085,2.7297,-33.546,-12.2891,0.3911,0.3754,0.243,0.96,0.6214,0.6473,0.477,0.7615,0.7931,1.5963,1.6626,1.0415,0.0204,11.8991,0.3187,-0.416,-0.4967,0.2979,-0.7153,0.2366,-0.312,0.5556,0.7454,3.3464,-1.8546,-1.1199,4.5777,2.1396,9.7081,-1.3821,1.5448,4.3949,2.0964,7.2386,-0.1485,0.2786,-0.2019,-0.725,0.3484,0.3555,1.0206,0.1214,0.1264,1.0416,0.386,2.3226,6.0174,0.2877,0.186,0.6466,0.3447,0.4623,1.3412,0.0099,4.1311,-0.0017,-0.2559,0.1151,-12.2809,116.6163,10.7989,30.2399,?,-4.1143,87.6123,9.3601,37.4985,-0.4535,-32.1547,117.1128,10.8219,41.0385,?,2.9849,0.3819,0.128,1.1537,0.9979,0.8649,1.3311,0.9958,0.7481,2.5848,0.7369,0.2851,0,1,0,0.8064,0.7369,0.9137,0.1778,53.6701,-0.7367,-0.9048,0.9467,PANTALONI
1.0893,9.9431,3.1533,15.7921,-0.8029,-4.0156,43.5353,6.5981,29.8344,-3.4081,0.1007,29.6488,5.4451,22.2459,-0.617,7.813,39.4059,6.2774,26.6792,0.0068,-0.2713,10.8191,0.1394,-39.8827,-0.514,0.0129,0.4779,0.5791,0.5023,1.2118,1.0511,0.8674,0.2284,0.3354,0.2523,1.4684,1.1048,0.7524,0.3049,0.8285,-38.3547,2.7175,-125.799,-46.293,1.2942,0.6367,0.3261,0.492,0.252,0.5122,0.5293,0.7099,0.5919,1.3411,1.1183,0.8338,0.0217,12.1159,-0.5129,0.1561,0.441,-0.333,-0.882,0.5243,-0.2607,0.4362,0.6604,2.697,-1.924,-0.943,3.2712,1.8087,7.9596,-0.6985,1.734,7.5364,2.7452,9.7476,-0.2942,0.2765,-0.1504,-0.5439,0.3651,0.2406,0.6588,0.1333,0.0579,0.4341,0.5422,0.8009,1.4773,0.1968,0.1225,0.6222,0.3388,0.2767,0.8166,0.0103,4.4496,0.4055,0.0657,0.6056,3.2242,113.1833,10.6388,33.5388,-1.3291,-25.9184,57.1079,7.557,31.6177,-104.7194,-19.5536,8.0245,2.8328,23.3398,?,-0.1244,-0.1649,1.3255,1.4078,3.7556,2.6677,1.9819,14.1047,7.1167,0.6111,0.82,1.3419,48.148,0,0,1.0608,1.437,1.3547,0.1691,55.6028,-0.9022,0.6635,-0.4005,PANTALONI
-0.9898,18.5428,4.3061,21.7549,-2.1949,-3.7348,70.0493,8.3695,36.6787,-1.4447,0.6846,52.1561,7.2219,30.5416,-0.4609,10.2016,52.0727,7.2161,25.0967,0.0079,0.265,-1.4459,-0.097,-5.4556,-0.3661,0.0671,0.5145,0.5963,0.5967,1.1589,1.1598,1.0008,0.2647,0.3555,0.3561,1.3431,1.3452,1.0016,0.6895,1.551,-74.9801,2.2493,-108.7415,-48.3438,0.4538,0.3257,0.2692,0.7177,0.5931,0.8264,0.5931,0.7123,0.8668,1.2009,1.4615,1.217,0.0202,15.2146,0.4855,-0.4189,-0.583,0.4064,-0.3478,0.4365,-0.3361,0.6066,0.7789,3.8612,-1.7169,-0.7574,7.0714,2.6592,10.5177,-0.9351,1.8346,8.5854,2.9301,9.7102,-0.2003,0.4437,-0.1832,-0.4128,0.2929,0.2658,0.9076,0.0858,0.0707,0.8237,0.4801,1.5055,3.136,0.2615,0.1757,0.6719,0.3671,0.3976,1.0832,0.0104,4.9448,0.7115,0.0159,0.3345,-12.2994,52.7684,7.2642,26.5198,?,-6.2952,125.3842,11.1975,41.8182,-0.4674,-22.1403,74.3546,8.6229,29.039,?,1.9538,0.5555,0.2843,0.6487,0.8424,1.2986,0.4209,0.7097,1.6863,1.9911,0.9132,0.4587,0,1,0,0.6342,0.9132,1.4401,0.1345,46.4136,-0.4829,-0.8007,0.9101,PANTALONI
0.7027,17.76,4.2143,21.9074,-1.3285,-3.6488,43.9052,6.6261,29.7469,-6.0944,1.1449,44.9782,6.7066,28.1504,-0.4197,8.23,54.0284,7.3504,30.5502,0.0405,-0.1926,0.6138,0.0854,-3.1869,-0.4434,0.1391,0.636,0.6284,0.5733,0.988,0.9015,0.9124,0.4045,0.3949,0.3287,0.9761,0.8126,0.8325,0.4891,1.5019,-9.6996,3.0706,-19.8307,-6.4581,2.2438,0.4745,0.2955,0.2115,0.1317,0.6228,0.7365,0.7782,0.7171,1.0567,0.9737,0.9214,0.0401,12.6444,-0.2173,-0.3914,0.0492,-0.5809,-0.9084,0.6883,-0.1199,2.3456,1.5315,7.2754,-3.5079,-1.1696,2.0077,1.4169,6.1331,-2.3873,1.7092,8.2888,2.879,10.3395,-0.1118,0.1025,-0.0702,-0.6843,1.0809,0.532,0.4922,1.1683,0.283,0.2422,1.3098,5.4454,4.1575,0.8914,0.1735,0.1947,1.1863,0.7037,0.5932,0.0214,4.0667,0.2468,-0.6037,-0.3516,8.529,185.7649,13.6296,43.625,-1.059,17.3099,44.0898,6.64,31.3125,0.1827,-62.7146,2.0791,1.4419,65.1875,?,0.4927,-0.136,-0.276,2.0526,9.4525,4.605,4.2133,89.3494,21.2064,-3.2054,0.3442,-0.1074,0.553,0,0,1.3932,0.6692,0.4803,0.6765,95.2184,0.0453,0.2641,0.9083,PANTALONI
-0.6459,7.6715,2.7698,18.6184,-0.7517,-0.8391,13.5624,3.6827,21.4217,-0.9112,-0.4763,5.2628,2.2941,11.9698,-1.0754,4.5076,7.526,2.7434,12.1641,0.0558,0.7697,1.3561,-0.1433,1.7619,-0.1862,-0.1057,0.7521,1.2073,1.0096,1.6053,1.3424,0.8362,0.5656,1.4577,1.0193,2.577,1.8021,0.6993,0.7823,1.2882,-11.1065,1.6467,-14.1971,-8.6218,0.9483,1.8429,0.825,1.9434,0.87,0.4477,0.8691,1.5555,1.5306,1.7897,1.7611,0.984,0.0062,6.6723,0.6004,0.0246,-0.1797,0.3998,0.0471,0.1823,-0.0744,0.4612,0.6791,3.2225,-1.5483,-0.3703,3.5017,1.8713,6.5977,-1.3525,-1.3999,0.8617,0.9283,3.779,-34.8097,0.2009,0.0531,0.2645,0.3629,0.7315,2.0158,0.1317,0.5351,4.0635,0.5162,0.533,1.0326,0.4509,11.9832,26.5765,0.4884,0.8527,1.7459,0.0078,3.5242,0.115,0.0444,0.3579,-38.689,8.1704,2.8584,44.0399,?,5.8017,295.4296,17.1881,49.7986,-0.6274,5.8748,148.2442,12.1756,33.4778,-0.5081,-6.6686,-6.5856,0.9876,0.1663,0.2348,1.4117,0.0277,0.0551,1.9929,2.2939,3.9045,1.7021,0,0,1.3785,0.8844,1.3155,1.4875,0.2116,65.5715,0.1678,0.1472,-0.8435,PANTALONI
0.5695,1.0372,1.0184,4.0267,-0.3867,-0.5871,2.0602,1.4353,5.2427,-1.2736,-0.0983,1.6772,1.2951,5.543,-0.7313,2.229,0.4846,0.6961,2.6553,0.2738,-0.97,-5.795,0.2555,5.974,-0.2634,-0.0441,0.7095,0.7864,1.463,1.1083,2.0619,1.8604,0.5034,0.6184,2.1403,1.2283,4.2513,3.4611,0.3823,0.4796,-1.1217,1.2543,-2.9338,-2.339,1.2593,0.907,0.7942,0.7202,0.6307,0.8756,0.7681,0.7265,1.5165,0.9458,1.9744,2.0875,0.0045,3.2119,0.4782,-0.1683,0.2019,0.7054,0.4161,0.3701,0.7474,0.0243,0.1558,0.6676,0.399,0.614,0.023,0.1515,0.5511,0.3556,-0.1777,0.023,0.1516,0.7199,-5.8219,1.2174,-4.2051,-3.4543,1.0285,1.0277,0.9992,1.0578,1.0561,0.9984,1.4572,-0.7214,-0.4951,1.2987,10.5257,8.1048,1.2112,0.9273,0.7656,0.0053,1.548,0.6251,0.1509,0.2875,-34.2456,13.4552,3.6681,40.4999,?,-9.4201,9.1883,3.0312,13.9191,?,26.8122,11.634,3.4109,11.5799,0.6186,3.6354,-1.2772,-0.3513,1.2101,1.0754,0.8887,1.4644,1.1565,0.7898,2.9097,-2.1567,-0.7412,1,0,0,2.9097,3.4974,1.202,0.2405,70.4779,-0.9924,0.972,-0.9606,PANTALONI
