@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.4518,0.4101,0.6404,3.5226,-1.6404,4.6428,3.1007,1.7609,7.7838,0.035,10.1536,1.0277,1.0137,5.3862,0.5969,11.2951,1.8151,1.3473,6.2138,0.5637,-0.0973,-0.0445,-0.04,0.4573,0.411,0.8989,0.3637,0.6317,0.4753,1.737,1.307,0.7524,0.1322,0.399,0.2259,3.0172,1.7083,0.5662,-7.7444,-0.2744,-0.2725,0.0354,0.0352,0.9931,0.1654,0.0999,0.0937,0.6038,0.5663,0.938,0.4526,0.654,0.5669,1.4451,1.2527,0.8668,0.0405,15.4354,-0.1357,-0.0716,-0.1332,0.3982,0.7774,0.8812,-1.0936,45.7063,6.7606,25.1984,-1.1319,-30.9214,0.5116,0.7153,31.9199,?,-24.3397,1.9801,1.4071,26.3397,?,0.0354,0.0449,1.2704,9.4516,4.8045,0.5083,89.3333,23.0832,0.2584,0.4191,0.5079,1.2119,0,0,1,0.7894,0.9567,1.2119,0.1426,61.2809,-0.3614,0.3082,-0.8371,?,?,?,?,?,SINISTRA_PANTALONI
0.1864,0.481,0.6935,2.4799,-0.4347,5.1751,1.3077,1.1436,3.9812,0.4914,9.9983,0.8612,0.928,4.1371,0.6684,11.317,1.3585,1.1655,4.7126,0.6727,0.036,0.0186,0.0165,0.5176,0.4573,0.8835,0.6065,0.7473,0.595,1.2323,0.9811,0.7962,0.3678,0.5585,0.3541,1.5184,0.9626,0.634,-0.1953,-0.0901,-0.0776,0.4613,0.3972,0.8612,0.2208,0.1385,0.1201,0.6274,0.5437,0.8667,0.6229,0.5994,0.5262,0.9623,0.8448,0.8779,0.0396,15.7444,0.9184,0.2982,0.6587,0.4179,0.7805,0.8933,-38.8278,0.1472,0.3837,39.7186,?,-3.3827,0.5195,0.7208,4.4998,?,22.4754,0.2137,0.4622,1.86,0.9201,11.4783,-1.7276,-0.1505,0.5323,0.8301,1.5594,0.2834,0.6891,2.4317,8.8267,-1.8544,-0.2101,1,0,0,8.8267,21.3536,2.4192,0.1584,64.6859,-0.1459,0.4491,-0.4004,?,?,?,?,?,SINISTRA_PANTALONI
-0.1206,5.7858,2.4054,11.0557,-0.791,2.3769,16.969,4.1193,18.4596,-0.7887,9.2769,9.9867,3.1602,23.226,-0.0897,10.6093,11.9101,3.4511,21.3917,0.0258,-0.0507,-0.013,-0.0114,0.2562,0.224,0.8744,0.5839,0.7612,0.697,1.3035,1.1936,0.9157,0.341,0.5794,0.4858,1.6992,1.4248,0.8385,0.5999,2.5529,-8.6115,4.2556,-14.3552,-3.3733,0.5981,0.2896,0.2811,0.4842,0.47,0.9706,0.5989,0.476,0.5168,0.7948,0.8629,1.0857,0.0343,15.136,-0.2569,-0.0635,-0.1983,0.2165,0.3286,0.9497,11.7988,504.9689,22.4715,65.2786,-1.1847,-27.8455,39.693,6.3002,40.6189,?,-28.8031,6.6689,2.5824,32.4585,?,-0.4237,-0.4096,0.9668,3.5668,8.7017,2.4397,12.7219,75.7198,5.9519,0.8715,1.0906,1.2514,0,0,1,1.6071,2.0111,1.2514,0.1497,80.741,-0.0547,0.2582,-0.7195,?,?,?,?,?,SINISTRA_PANTALONI
0.3986,1.3987,1.1827,4.5473,-0.6713,6.0896,4.1884,2.0466,7.5821,0.3097,9.9065,2.5915,1.6098,8.7397,0.4576,11.8282,3.6508,1.9107,8.9296,0.477,0.0655,0.0402,0.0337,0.6147,0.5148,0.8375,0.5779,0.7347,0.619,1.2713,1.0711,0.8425,0.3339,0.5397,0.3831,1.6162,1.1473,0.7098,-0.5369,-0.2477,-0.2243,0.4613,0.4178,0.9056,0.2477,0.1688,0.1594,0.6816,0.6434,0.9438,0.5997,0.5203,0.5092,0.8675,0.8491,0.9787,0.0419,17.0534,0.5518,0.1047,0.4033,0.0974,0.6667,0.8038,-38.0779,1.5389,1.2405,40.6189,?,-2.6725,3.1962,1.7878,5.5786,?,24.9442,2.6139,1.6168,6.9,0.7427,14.2483,-1.5265,-0.1071,0.6939,0.7673,1.1058,0.4815,0.5887,1.2228,7.2812,-2.0392,-0.2801,1,0,0,7.2812,5.8868,0.8085,0.164,65.6945,-0.738,0.9181,-0.6247,?,?,?,?,?,SINISTRA_PANTALONI
0.4614,5.3156,2.3056,15.2924,-0.6896,6.2605,18.7095,4.3254,22.9491,-0.2447,9.4389,10.5967,3.2553,14.8923,0.1377,12.2486,13.0933,3.6185,19.063,0.202,0.0737,0.0489,0.0377,0.6633,0.5111,0.7706,0.533,0.7083,0.6372,1.3288,1.1954,0.8996,0.2841,0.5016,0.406,1.7656,1.4289,0.8093,1.3835,-2.6247,-1.2938,-1.8972,-0.9352,0.4929,0.4909,0.5241,0.3789,1.0676,0.7719,0.723,0.6664,1.0269,0.8022,1.541,1.2039,0.7812,0.0398,17.9493,-0.1498,-0.1813,-0.3495,-0.0796,0.3375,0.887,18.8521,31.0885,5.5757,20.7001,0.3989,-24.9624,36.0135,6.0011,30.8395,-31.132,-11.8574,29.2416,5.4075,16.9189,?,-0.7552,-1.5899,2.1052,0.9291,1.0311,1.1098,0.8632,1.0632,1.2316,-0.4598,-0.812,1.7661,35.8824,0,0,0.6712,1.2235,1.8228,0.1174,55.6787,0.8871,0.6094,0.2659,?,?,?,?,?,SINISTRA_PANTALONI
0.1992,8.9173,2.9862,15.7637,-2.0627,0.4503,19.4932,4.4151,17.0484,-1.5825,9.7801,13.614,3.6897,16.4847,0.2067,10.9571,17.8593,4.226,17.6701,0.2036,0.4425,0.0204,0.0182,0.046,0.0411,0.8926,0.6764,0.8093,0.7066,1.1966,1.0447,0.8731,0.4575,0.655,0.4993,1.4319,1.0915,0.7623,1.0163,-2.4723,-2.3504,-2.4328,-2.3128,0.9507,0.7797,0.2477,0.232,0.3177,0.2975,0.9365,0.9246,0.9563,0.8921,1.0342,0.9648,0.9329,0.0753,15.5801,-0.0295,-0.5455,-0.5494,-0.3393,-0.4398,0.9735,37.612,17.1212,4.1378,19.6875,0.5882,-8.3385,324.2668,18.0074,67.0625,-0.4965,-17.3428,304.7898,17.4582,54.6875,-1.2494,-4.5107,-2.1687,0.4808,0.2298,0.237,1.0315,0.0528,0.0562,1.0639,-1.264,-0.9259,0.7325,1.0669,1.9666,1.8432,0.2936,0.36,1.2263,0.325,79.0952,0.228,0.3736,0.973,?,?,?,?,?,SINISTRA_PANTALONI
-0.8056,4.6056,2.1461,12.6563,-0.8902,5.4813,31.5909,5.6206,25.652,-0.1777,9.8111,11.4908,3.3898,17.1711,-0.0142,12.3576,21.9282,4.6828,24.1575,0.0755,-0.147,-0.0821,-0.0652,0.5587,0.4436,0.7939,0.3818,0.6331,0.4583,1.6581,1.2003,0.7239,0.1458,0.4008,0.21,2.7492,1.4407,0.524,1.5396,24.755,-3.0226,16.0788,-1.9633,-0.1221,0.3074,0.3955,0.2563,1.2865,0.8336,0.6479,0.4934,0.7371,0.5239,1.4939,1.0619,0.7108,0.0408,17.7477,0.6296,-0.2166,0.1737,0.3639,0.7768,0.8247,-31.4833,270.754,16.4546,65.6982,-2.4653,-27.9928,126.111,11.2299,45.1187,?,19.829,221.9184,14.8969,59.3979,-0.5615,1.1247,-1.5877,-1.4117,1.4652,1.1046,0.7538,2.147,1.2201,0.5683,1.0359,2.1882,2.1124,0,0.4984,0,1.4561,1.1061,0.7596,0.1687,84.6639,-0.7845,0.1851,0.1228,?,?,?,?,?,SINISTRA_PANTALONI
-0.6953,4.1301,2.0323,11.3683,-1.155,5.1889,16.4276,4.0531,18.4351,-0.3021,9.3127,12.595,3.5489,24.0447,0.0703,11.5963,12.8148,3.5798,22.5126,0.1503,-0.134,-0.0747,-0.06,0.5572,0.4475,0.8031,0.5014,0.5726,0.5677,1.1421,1.1322,0.9914,0.2514,0.3279,0.3223,1.3043,1.2819,0.9828,1.4245,-3.3502,-1.5302,-2.3519,-1.0742,0.4568,0.3726,0.204,0.1991,0.5474,0.5344,0.9762,0.6167,0.4728,0.505,0.7667,0.8189,1.0681,0.0388,16.6802,0.5564,-0.116,0.1201,0.1526,0.5625,0.8772,-19.7433,451.8443,21.2566,66.0583,-1.732,-35.1095,36.0367,6.0031,45.4193,?,4.2857,271.1491,16.4666,48.6588,-0.4508,0.5623,-4.6068,-8.1922,3.541,1.2909,0.3646,12.5384,1.6664,0.1329,0.9221,2.7698,3.0039,0,0.7209,0,1.4544,1.3576,0.9334,0.1473,75.8418,-0.8646,-0.2255,0.2251,?,?,?,?,?,SINISTRA_PANTALONI
-0.0159,1.0679,1.0334,4.2461,-0.5306,7.9866,3.0413,1.7439,6.6396,0.4365,10.1305,3.3998,1.8438,8.6666,0.4532,12.9973,4.9922,2.2343,8.8879,0.511,-0.002,-0.0016,-0.0012,0.7884,0.6145,0.7794,0.5926,0.5605,0.4625,0.9458,0.7805,0.8252,0.3511,0.3141,0.2139,0.8946,0.6092,0.681,-0.2862,-0.2049,-0.1585,0.7159,0.5537,0.7734,0.2355,0.175,0.1526,0.7433,0.6482,0.872,0.6395,0.4899,0.4777,0.7661,0.747,0.9751,0.0461,18.9557,0.6433,0.1472,0.4296,0.5338,0.8467,0.901,-35.4666,0.9412,0.9701,37.0193,?,-20.3518,9.3959,3.0653,25.4395,?,34.057,1.155,1.0747,4.0192,0.8876,1.7427,-1.0414,-0.5976,0.3165,0.9027,2.8522,0.1002,0.8149,8.1349,1.4552,-1.1663,-0.8015,1,0,0,1.4552,9.2107,6.3295,0.1901,89.8755,-0.3239,0.6053,0.4445,?,?,?,?,?,SINISTRA_PANTALONI
0.0373,0.9317,0.9653,4.345,-0.4081,6.4672,1.458,1.2075,5.7096,0.4246,10.2209,3.2436,1.801,7.8069,0.4844,12.2012,3.0569,1.7484,7.0125,0.5704,0.0058,0.0036,0.0031,0.6327,0.53,0.8377,0.7994,0.536,0.5521,0.6705,0.6906,1.0301,0.639,0.2872,0.3048,0.4495,0.477,1.0611,-0.2988,-0.1717,-0.1352,0.5746,0.4526,0.7877,0.3109,0.2038,0.189,0.6554,0.6079,0.9276,0.761,0.5566,0.6196,0.7314,0.8142,1.1133,0.0441,17.4509,0.6704,-0.1445,0.1482,0.1122,0.4913,0.9186,-38.3887,4.2342,2.0577,41.5192,?,-6.5423,4.6408,2.1543,11.5189,?,33.8389,2.6088,1.6152,4.5593,0.874,5.8678,-1.1345,-0.1933,0.9552,1.274,1.3338,0.9124,1.6231,1.7789,3.6045,-1.3131,-0.3643,1,0,0,3.6045,9.1064,2.5264,0.1883,78.77,-0.5691,0.8587,-0.8194,?,?,?,?,?,SINISTRA_PANTALONI
0.1802,0.8432,0.9182,4.2354,-0.3737,7.5778,2.7724,1.665,6.9704,0.4026,10.218,2.7721,1.665,7.4819,0.4982,12.8084,4.194,2.0479,8.1,0.5449,0.0238,0.0176,0.0141,0.7416,0.5916,0.7978,0.5515,0.5515,0.4484,1,0.813,0.813,0.3041,0.3042,0.201,1.0001,0.661,0.661,-0.2452,-0.1551,-0.1188,0.6325,0.4845,0.766,0.2642,0.2068,0.1732,0.7826,0.6556,0.8378,0.6076,0.5661,0.5229,0.9316,0.8606,0.9237,0.0446,18.4855,0.5967,0.124,0.3886,0.4959,0.8172,0.9046,-36.4166,3.3374,1.8269,39.119,?,-10.2923,0.9006,0.949,13.4399,?,34.4976,3.3457,1.8291,5.2795,0.8576,3.5382,-1.0556,-0.2983,1.9251,0.9988,0.5188,3.7059,0.9975,0.2692,2.9106,-1.2302,-0.4226,1,0,0,2.9106,7.4095,2.5457,0.1797,81.2064,0.2309,0.9266,-0.0312,?,?,?,?,?,SINISTRA_PANTALONI
-0.1529,7.0622,2.6575,16.1189,-1.0539,2.9124,18.5891,4.3115,23.3289,-0.5464,9.9549,5.4808,2.3411,15.1437,0.2463,11.4213,8.2919,2.8796,17.5234,0.2454,-0.0525,-0.0154,-0.0134,0.2926,0.255,0.8716,0.6164,1.1351,0.9229,1.8417,1.4973,0.813,0.3799,1.2885,0.8517,3.3917,2.2418,0.661,1.0034,-1.6717,-1.4511,-1.6661,-1.4462,0.868,0.5202,0.3906,0.3379,0.7509,0.6496,0.8651,0.6909,1.0644,0.9199,1.5405,1.3313,0.8642,0.0373,16.3804,-0.0143,-0.2329,-0.2612,0.187,0.274,0.9355,8.3218,850.6787,29.1664,83.0994,-1.7426,-27.5315,88.6516,9.4155,45.4178,-17.0285,-23.6746,74.7246,8.6443,38.6978,-4.2442,-0.3023,-0.3515,1.1629,3.0977,3.374,1.0892,9.5957,11.3842,1.1864,1.2308,1.6859,1.3697,12.0273,4.1061,0.3414,1.8297,2.1474,1.1737,0.134,79.8656,-0.4035,-0.9631,0.4042,?,?,?,?,?,SINISTRA_PANTALONI
-0.1233,7.6722,2.7699,20.4757,-1.8864,3.2709,20.9522,4.5774,19.5747,-0.4245,9.7925,6.8673,2.6206,19.392,0.143,11.4439,11.1356,3.337,21.4974,0.1868,-0.0377,-0.0126,-0.0108,0.334,0.2858,0.8557,0.6051,1.057,0.83,1.7467,1.3717,0.7853,0.3662,1.1172,0.689,3.051,1.8816,0.6167,2.2941,-4.1356,-2.7098,-1.8027,-1.1812,0.6552,0.5162,0.3135,0.2683,0.6073,0.5198,0.856,1.046,1.0559,0.9525,1.0094,0.9106,0.9021,0.037,16.5304,-0.2787,-0.4675,-0.5964,0.1434,0.4046,0.9226,11.9026,707.5602,26.6,77.6993,-1.4205,-28.8027,35.8842,5.9903,40.1398,?,-25.0644,3.3271,1.824,27.5391,?,-0.4132,-0.4749,1.1491,4.4405,14.583,3.2841,19.7179,212.665,10.7854,1.136,1.6558,1.4576,0,0,1,1.9357,2.8214,1.4576,0.1433,81.6113,-0.33,-0.6681,0.7352,?,?,?,?,?,SINISTRA_PANTALONI
-0.7498,9.009,3.0015,17.7661,-1.0059,5.4042,26.6768,5.165,25.2749,-0.2451,9.8474,17.833,4.2229,18.6324,0.1521,12.2546,30.0819,5.4847,23.7828,0.1553,-0.1387,-0.0761,-0.0612,0.5488,0.441,0.8036,0.5811,0.7108,0.5473,1.2231,0.9417,0.7699,0.3377,0.5052,0.2995,1.4959,0.8868,0.5928,1.7907,-2.6655,-2.0371,-1.4886,-1.1376,0.7643,0.4363,0.403,0.3146,0.9238,0.721,0.7805,0.7029,0.9535,0.747,1.3565,1.0627,0.7834,0.0408,18.2393,0.1135,-0.4988,-0.3392,0.5416,0.737,0.9482,-32.2855,491.969,22.1804,79.4983,-1.8252,-23.8084,150.3636,12.2623,46.019,-191.0955,-11.5273,41.5522,6.4461,27.7786,-2.6461,1.3561,2.8008,2.0654,1.8088,3.4409,1.9023,3.2719,11.8398,3.6187,1.1219,2.5476,2.2708,117.4586,3.6934,0.0314,1.7275,2.8619,1.6566,0.1512,72.8678,-0.8357,-0.2298,0.1026,?,?,?,?,?,SINISTRA_PANTALONI
-0.1502,0.986,0.993,4.1568,-0.7432,6.2189,3.2145,1.7929,6.7788,0.3165,9.8491,3.4175,1.8487,7.8482,0.4825,11.7751,4.6676,2.1605,8.8735,0.4865,-0.0242,-0.0153,-0.0128,0.6314,0.5281,0.8364,0.5538,0.5371,0.4596,0.9698,0.8299,0.8557,0.3067,0.2885,0.2112,0.9406,0.6887,0.7322,-0.5647,-0.2422,-0.2108,0.4289,0.3733,0.8704,0.2404,0.1572,0.138,0.6539,0.5739,0.8776,0.6132,0.5296,0.4684,0.8637,0.7639,0.8845,0.0418,16.9186,0.5465,0.0524,0.276,0.4612,0.7672,0.9216,-40.5421,7.3283,2.7071,45.0592,?,-12.9935,8.1278,2.8509,16.0797,?,31.2398,12.8837,3.5894,11.5799,0.6805,3.1202,-1.2978,-0.4159,0.9495,0.7542,0.7943,0.9016,0.5688,0.6309,2.8022,-1.8272,-0.6521,1,0,0,2.8022,3.8912,1.3886,0.1893,84.7753,-0.6165,0.9797,-0.4833,?,?,?,?,?,SINISTRA_PANTALONI
-0.0037,0.9183,0.9583,4.9058,-0.5837,7.2113,2.1913,1.4803,6.461,0.4103,10.0767,3.566,1.8884,8.2367,0.4661,12.4753,4.5869,2.1417,8.0129,0.5415,-0.0005,-0.0004,-0.0003,0.7156,0.578,0.8077,0.6473,0.5075,0.4474,0.7839,0.6912,0.8817,0.4191,0.2575,0.2002,0.6145,0.4777,0.7774,-0.4023,-0.2514,-0.1911,0.625,0.475,0.76,0.2827,0.2008,0.1773,0.7101,0.6269,0.8828,0.7593,0.5956,0.6122,0.7844,0.8063,1.0279,0.0446,18.0373,0.5156,-0.0943,0.1575,0.5052,0.7795,0.9336,-40.707,5.7844,2.4051,44.519,?,-11.4628,2.795,1.6718,14.5798,?,30.4391,4.4757,2.1156,7.1396,0.7867,3.5512,-1.3373,-0.3766,1.4386,1.1368,0.7902,2.0695,1.2924,0.6245,3.0535,-1.6902,-0.5535,1,0,0,3.0535,6.2355,2.0421,0.1874,82.6089,-0.8896,0.9471,-0.8248,?,?,?,?,?,SINISTRA_PANTALONI
-0.1693,0.7785,0.8823,3.5838,-1.1698,7.0853,4.3598,2.088,9.1495,0.2584,10.0962,3.1384,1.7716,7.9136,0.479,12.4305,5.9235,2.4338,9.5521,0.4745,-0.0239,-0.0168,-0.0136,0.7018,0.57,0.8122,0.4226,0.498,0.3625,1.1786,0.8579,0.7279,0.1786,0.248,0.1314,1.3892,0.736,0.5298,-0.6061,-0.2655,-0.224,0.4381,0.3695,0.8435,0.1339,0.1087,0.0909,0.8122,0.6787,0.8356,0.3917,0.4529,0.3752,1.1562,0.9579,0.8285,0.0427,17.9539,0.5928,0.1431,0.3654,0.6986,0.8996,0.9391,-42.2164,1.0435,1.0215,43.9194,?,-11.2964,5.9648,2.4423,14.6988,?,29.1347,3.7003,1.9236,5.9402,0.8142,3.7371,-1.449,-0.3877,0.4183,0.5311,1.2696,0.1749,0.282,1.612,2.988,-1.6867,-0.5645,1,0,0,2.988,7.3935,2.4744,0.1817,82.6475,-0.3402,0.8493,0.0265,?,?,?,?,?,SINISTRA_PANTALONI
