@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.2984,5.8975,2.4285,16.4352,-3.5644,0.2926,12.0874,3.4767,14.4383,-0.8744,0.2561,15.9296,3.9912,17.9964,-1.0809,5.2561,6.5281,2.555,16.2981,0.0413,-1.0196,-1.165,-0.0568,1.1427,0.0557,0.0487,0.6985,0.6085,0.9505,0.8711,1.3607,1.5621,0.4879,0.3702,0.9034,0.7588,1.8516,2.4401,1.9055,1.373,-18.3012,0.7205,-9.6044,-13.3297,0.4675,0.4163,0.2118,0.8907,0.4531,0.5087,1.1383,0.9133,1.0084,0.8023,0.8859,1.1042,0.0033,7.9995,-0.6506,0.1434,-0.4189,-0.0416,0.1826,-0.0628,-0.0946,0.6611,0.8131,4.8049,-1.8897,-0.7581,1.5085,1.2282,6.393,-5.9022,0.6256,1.8176,1.3482,4.8432,-0.2338,0.1248,-0.1513,-1.2119,0.662,0.6031,0.911,0.4383,0.3637,0.8299,0.5748,3.4239,5.957,1.7952,0.4236,0.2359,0.7516,0.9921,1.32,0.0066,2.4787,0.3557,-0.3528,-0.362,1094.6012,207782.2344,455.8314,1398.83,0.1041,DESTRA_PANTALONI
-0.1338,4.7198,2.1725,10.585,-1.7597,-0.907,3.6872,1.9202,8.0628,-1.7329,0.2594,18.0897,4.2532,18.5259,-0.5008,4.5316,6.8686,2.6208,13.6629,0.0457,0.1475,-0.5156,-0.0295,-3.4959,-0.2001,0.0572,1.1314,0.5108,0.8289,0.4515,0.7327,1.6229,1.28,0.2609,0.6872,0.2038,0.5368,2.6337,1.3202,1.0918,-10.3228,0.827,-7.8193,-9.4552,1.3001,0.3107,0.2679,0.239,0.2061,0.8622,1.3128,0.5714,0.7747,0.4352,0.5901,1.3559,0.0064,6.7216,-0.2074,-0.4021,-0.4538,-0.1288,-0.3922,0.5385,-0.2034,0.5697,0.7548,3.4896,-1.1287,-0.6953,0.834,0.9132,4.1099,-4.5323,0.8116,1.1057,1.0515,3.6058,-0.2618,0.2925,-0.2506,-0.8568,0.8265,0.7178,0.8685,0.6832,0.5153,0.7542,0.5495,2.4729,4.5,2.2066,0.5737,0.26,0.8491,0.9678,1.1398,0.0073,2.4142,0.3622,-0.4749,-0.3596,1612.5969,267865.8438,517.5576,2204.1101,0.127,DESTRA_PANTALONI
-0.0489,2.3167,1.5221,8.5047,-0.4227,0.0837,2.7952,1.6719,7.8823,-0.9925,0.2212,13.4461,3.6669,17.4742,-0.7861,3.9695,2.8591,1.6909,8.6482,0.122,-0.5848,-0.2212,-0.0123,0.3783,0.0211,0.0557,0.9104,0.4151,0.9002,0.4559,0.9888,2.1686,0.8288,0.1723,0.8103,0.2079,0.9777,4.7029,0.6435,0.3285,-2.1024,0.5105,-3.267,-6.3993,1.5111,0.611,0.6069,0.4044,0.4016,0.9932,1.079,0.4867,0.9834,0.4511,0.9114,2.0206,0.0016,5.7159,-0.2526,0.2381,0.3114,0.1856,-0.0425,0.3187,-0.0119,0.8899,0.9433,5.293,-1.2874,-0.5471,0.7206,0.8489,4.3242,-3.0168,0.0073,0.7163,0.8464,3.9223,-0.8281,0.0217,-1.6164,-74.6048,1.1113,1.1146,1.003,1.2349,1.2423,1.006,0.9173,1.6767,1.8278,2.1495,1.0785,0.5017,1.2241,1.3495,1.1024,0.0036,2.0898,-0.0467,0.196,-0.3656,1027.3457,210468.2031,458.7681,1530.1283,0.0427,DESTRA_PANTALONI
-0.1397,3.2123,1.7923,11.2515,-1.021,0.7458,2.4301,1.5589,8.3195,-1.2857,0.3427,19.2114,4.3831,18.5251,-0.6253,4.3635,6.5065,2.5508,13.0228,0.0169,-0.1873,-0.4077,-0.032,2.1763,0.1709,0.0785,1.1497,0.4089,0.7026,0.3557,0.6111,1.7183,1.3219,0.1672,0.4937,0.1265,0.3735,2.9526,1.2147,0.7975,-25.4352,0.6566,-20.9401,-31.8933,1.5296,0.4885,0.4203,0.3193,0.2748,0.8604,1.3524,0.6074,0.864,0.4491,0.6388,1.4225,0.0056,6.3544,-0.3133,-0.2935,-0.3377,-0.153,0.2986,0.4353,0.2165,1.1509,1.0728,6.5848,-0.5499,-0.3997,0.9396,0.9693,4.8859,-1.9366,-0.1881,0.3271,0.572,2.9503,-1.183,-0.5417,-1.1508,2.1242,1.1068,1.8757,1.6947,1.2249,3.5181,2.872,0.7251,1.4613,2.0153,2.5535,3.1435,1.2311,1.3477,2.2319,1.6561,0.0033,2.0569,-0.2344,-0.2102,0.1739,438.7923,52256.5273,228.5969,682.5323,0.0069,DESTRA_PANTALONI
0.0338,1.3548,1.164,7.4659,-1.5033,-0.1785,22.2889,4.7211,24.683,-0.8672,0.4413,18.5545,4.3075,15.3988,-0.9302,5.5032,12.1407,3.4844,14.2022,0.0194,-0.1894,0.0766,0.0061,-0.4045,-0.0324,0.0802,0.2465,0.2702,0.3341,1.096,1.3549,1.2362,0.0608,0.073,0.1116,1.2013,1.8359,1.5283,0.3911,0.6042,-15.9273,1.5448,-40.7239,-26.3625,0.2256,0.3738,0.2059,1.657,0.9127,0.5508,0.3025,0.4848,0.5257,1.6029,1.738,1.0843,0.0032,7.6107,0.3502,-0.066,-0.0379,0.3217,0.095,0.2297,-0.2815,0.547,0.7396,3.2711,-1.8926,-0.3716,0.8893,0.943,4.937,-2.4337,0.809,2.3012,1.517,4.8795,-0.1163,0.7575,-0.348,-0.4594,0.7843,0.4876,0.6216,0.6151,0.2377,0.3864,0.6116,4.2096,6.8826,0.7865,0.2587,0.3289,0.6626,0.6704,1.0118,0.0062,2.3137,0.4505,-0.6833,-0.4772,1714.3606,280532.0312,529.6528,1917.0475,0.1053,DESTRA_PANTALONI
0.1583,3.2926,1.8145,10.2561,-1.0403,0.0429,3.1284,1.7687,11.0852,-0.8729,0.0674,18.9577,4.354,17.3103,-0.5721,4.5841,4.3964,2.0968,12.161,0.0456,3.6903,2.3474,0.0345,0.6361,0.0094,0.0147,1.0259,0.4167,0.8654,0.4062,0.8435,2.0766,1.0525,0.1737,0.7489,0.165,0.7116,4.3121,1.0122,0.8301,-8.9967,0.8202,-8.8884,-10.8375,0.8493,0.4565,0.3945,0.5375,0.4645,0.8641,0.9252,0.5925,0.8434,0.6404,0.9115,1.4234,0.0012,6.3779,-0.3099,-0.3386,-0.3025,0.0601,-0.003,0.4006,-0.2899,0.4782,0.6915,2.9385,-1.7625,-0.5136,1.1464,1.0707,4.5128,-1.7193,0.6925,1.1331,1.0645,4.0897,-0.3314,0.5644,-0.4186,-0.7417,0.6459,0.6496,1.0058,0.4172,0.422,1.0117,0.6571,1.8419,2.8031,0.641,0.3463,0.5402,0.6512,0.7185,1.1035,0.0061,2.3243,0.5746,-0.114,-0.3795,714.9076,219493.7812,468.5016,1290.1682,0.0032,DESTRA_PANTALONI
0.0868,6.3072,2.5114,14.4801,-1.073,-0.9329,32.6984,5.7183,36.058,-0.7644,-0.0256,32.1333,5.6686,25.3122,-0.7699,7.2863,18.9277,4.3506,20.0988,0.0507,-0.093,-3.3854,0.0119,36.4031,-0.128,-0.0035,0.4392,0.443,0.5773,1.0088,1.3144,1.303,0.1929,0.1963,0.3332,1.0176,1.7275,1.6977,0.4798,0.6807,-6.9888,1.4188,-14.5669,-10.2668,0.3418,0.4884,0.3299,1.4289,0.9653,0.6755,0.4016,0.5721,0.7204,1.4245,1.794,1.2594,0.0032,10.7281,-0.1623,-0.3261,-0.0683,-0.275,-0.1691,0.2838,-0.2136,1.561,1.2494,6.7387,-2.1679,-0.7482,1.6701,1.2923,5.8266,-2.9372,1.1711,2.8333,1.6833,6.3927,-0.1289,0.2856,-0.1824,-0.6389,0.9668,0.7423,0.7677,0.9347,0.551,0.5894,1.0609,6.3179,5.955,1.4374,0.3756,0.2613,1.1566,1.0541,0.9114,0.0048,3.2746,0.3521,-0.5635,-0.3348,365.4364,19701.623,140.3625,350,0.3997,DESTRA_PANTALONI
-0.0737,4.313,2.0768,10.1495,-1.062,-0.7188,21.0523,4.5883,27.2276,-1.5335,-0.2385,13.7556,3.7088,17.1265,-1.152,5.579,8.5749,2.9283,16.3388,0.0425,0.1025,0.309,-0.0132,3.0145,-0.1288,-0.0427,0.4526,0.56,0.7092,1.2371,1.5669,1.2666,0.2049,0.3135,0.503,1.5305,2.4551,1.6042,0.3172,0.5702,-7.214,1.7977,-22.744,-12.652,0.458,0.6185,0.2885,1.3504,0.6298,0.4664,0.3728,0.5926,0.6212,1.5898,1.6664,1.0482,0.0027,8.1891,0.2827,0.169,-0.2283,-0.0777,-0.3815,0.113,-0.2082,1.3082,1.1437,6.4514,-2.9258,-0.8053,1.0303,1.015,5.849,-3.8697,1.0531,4.0142,2.0035,7.3882,-0.1831,0.2586,-0.1977,-0.7647,1.1268,0.5709,0.5066,1.2697,0.3259,0.2567,1.0345,4.2055,4.0654,1.3682,0.2632,0.1923,1.103,0.8732,0.7917,0.0048,3.0493,0.3924,-0.2312,-0.2907,284.9007,33658.9883,183.4639,481,0.2166,DESTRA_PANTALONI
-0.0995,6.8181,2.6111,17.5132,-0.9709,-1.8408,32.1668,5.6716,33.1843,-0.9659,0.1465,31.449,5.6079,26.9182,-0.8196,7.4633,18.1537,4.2607,18.22,0.0783,0.054,-0.6788,-0.0133,-12.5636,-0.2467,0.0196,0.4604,0.4656,0.6128,1.0113,1.3311,1.3162,0.212,0.2168,0.3756,1.0228,1.7719,1.7324,0.5292,0.7115,-5.5714,1.3447,-10.5288,-7.83,0.5264,0.6007,0.4495,1.1411,0.8539,0.7483,0.5278,0.6506,0.9612,1.2328,1.8213,1.4774,0.0065,11.0579,0.2623,-0.3565,-0.032,-0.0952,-0.3053,0.198,-0.2008,1.71,1.3077,6.8413,-2.0579,-0.7496,1.6763,1.2947,6.6074,-1.9227,1.2485,2.4922,1.5787,5.5424,-0.1383,0.2679,-0.1609,-0.6004,1.01,0.8283,0.8201,1.0201,0.6861,0.6726,1.0592,6.838,6.4557,0.9896,0.4595,0.4643,1.0354,1.2343,1.1921,0.0051,3.3431,0.1367,-0.5076,-0.1541,295.9441,9579.9473,97.8772,301,0.3568,DESTRA_PANTALONI
0.964,4.5266,2.1276,7.9031,-0.2843,-1.2524,4.4301,2.1048,8.9678,-4.7139,0.881,9.5576,3.0915,13.0831,-0.3883,3.4624,9.8001,3.1305,10.1748,0.0786,-0.7697,1.0943,0.2784,-1.4216,-0.3617,0.2544,1.0108,0.6882,0.6796,0.6808,0.6723,0.9876,1.0218,0.4736,0.4619,0.4635,0.452,0.9753,0.2365,0.4781,-2.0149,2.0217,-8.5198,-4.2143,3.9207,0.653,0.5572,0.1665,0.1421,0.8533,0.8813,0.6041,0.7767,0.6854,0.8814,1.2858,0.0548,5.3083,-0.783,0.3442,0.863,-0.5326,-0.8355,0.6969,-0.0125,0.411,0.6411,2.9932,-1.0332,-1.1311,2.3964,1.548,5.8887,-22.1731,0.0765,2.0678,1.438,5.2559,-0.4529,0.0111,-0.1638,-14.7905,0.4141,0.4458,1.0765,0.1715,0.1988,1.1589,0.2699,0.9284,3.4392,5.7933,0.407,0.0702,0.5083,0.5695,1.1204,0.0087,2.7187,-0.5128,0.0167,-0.6651,11.4656,38.7985,6.2288,18,0.0526,DESTRA_PANTALONI
