@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
-0.361,3.3593,1.8328,6.8954,-0.3608,0.2028,1.9927,1.4116,4.1665,-0.5977,-0.8595,0.3742,0.6117,2.4043,?,2.3496,1.1159,1.0564,4.2883,0.2325,-1.78,0.42,-0.1536,-0.236,0.0863,-0.3658,1.2984,2.9961,1.735,2.3076,1.3363,0.5791,1.6858,8.9764,3.0103,5.3248,1.7857,0.3354,1.1729,0.7604,-1.4071,0.6483,-1.1997,-1.8505,1.9431,0,0.9069,0,0.4667,0,1.655,2.868,1.6079,1.7329,0.9716,0.5607,0.0203,3.5683,0.5696,-0.2226,0.8291,-0.8606,0.7164,-0.4794,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
1.184,0.816,0.9033,3.9403,-0.2588,0.1454,2.958,1.7199,5.1944,-0.7409,-0.6345,0.2045,0.4523,2.0524,-2.3251,2.2813,0.5998,0.7745,3.3059,0.2481,8.1413,-1.8662,0.519,-0.2292,0.0638,-0.2781,0.5252,1.9973,1.1663,3.8028,2.2207,0.584,0.2759,3.9892,1.3604,14.4612,4.9315,0.341,0.3665,0.5645,-0.7427,1.5404,-2.0265,-1.3156,1.0491,5.0713,0.7119,4.8339,0.6786,0.1404,0.7586,1.9199,1.1919,2.5309,1.5713,0.6208,0.0276,3.5417,0.3696,-0.4631,0.8474,0.0464,0.5299,-0.3117,1100,0,0,0,1,TASCA_SINISTRA_DIETRO_PANTALONI
1.1739,3.008,1.7344,6.9465,-0.5039,0.2386,6.5132,2.5521,9.8482,-0.8913,-0.4977,5.6807,2.3834,12.6696,-1.3566,3.7786,2.607,1.6146,7.172,0.0729,4.9204,-2.3585,0.3107,-0.4793,0.0631,-0.1317,0.6796,0.7277,1.0742,1.0708,1.5806,1.4761,0.4618,0.5295,1.1538,1.1466,2.4983,2.179,0.5015,0.3191,-4.1261,0.6364,-8.2282,-12.9301,0.8871,0.8592,0.5971,0.9685,0.6731,0.695,0.7054,0.5483,0.9686,0.7773,1.3731,1.7665,0.0276,5.5779,0.7758,-0.1377,0.2749,0.0491,0.2381,-0.3327,1100,0,0,0,1,TASCA_GIACCA
1.2544,3.267,1.8075,10.012,-0.9416,-0.8916,3.5708,1.8897,8.2356,-1.6615,-0.9909,2.6831,1.638,7.1275,-2.8381,3.3299,1.783,1.3353,5.6526,0.1541,-1.4069,-1.266,0.3767,0.8998,-0.2678,-0.2976,0.9565,1.1035,1.3536,1.1536,1.4152,1.2267,0.9149,1.2176,1.8323,1.3309,2.0027,1.5048,0.9444,0.9212,-4.7158,0.9755,-4.9934,-5.1189,1.6665,2.7768,0.7717,1.6663,0.4631,0.2779,1.2157,1.4047,1.7712,1.1555,1.457,1.2609,0.0389,4.9912,0.6775,0.016,-0.0377,-0.0596,-0.2356,-0.5073,1100,0,0,0,1,TASCA_GIACCA
-0.6965,0.8391,0.916,3.9263,-3.8975,-0.4621,0.3453,0.5876,2.8322,-0.8629,0.3377,0.4487,0.6699,3.1992,-0.7454,1.3784,0.5458,0.7388,3.3215,0.0847,1.5072,-2.0623,-0.5053,-1.3683,-0.3352,0.245,1.5588,1.3674,1.2398,0.8772,0.7954,0.9067,2.4299,1.8698,1.5372,0.7695,0.6326,0.8221,2.3817,2.2869,-10.161,0.9602,-4.2662,-4.443,0.5273,0.4374,0.2209,0.8294,0.4189,0.5051,1.3863,1.2273,1.1821,0.8853,0.8527,0.9632,0.0196,2.0426,0.0662,-0.6375,-0.8028,-0.4543,0.047,0.5291,1100,0,0,0,1,TASCA_GIACCA
0.2905,0.1292,0.3595,1.4729,-0.3226,-0.272,0.2599,0.5098,2.2016,-4.7165,0.2069,0.0234,0.1528,0.6914,-0.2015,0.6918,0.135,0.3675,1.6297,0.1106,-1.068,1.4036,0.4199,-1.3143,-0.3931,0.2991,0.7051,2.352,0.9782,3.3357,1.3873,0.4159,0.4972,5.5321,0.9568,11.1269,1.9245,0.173,0.1978,3.0987,-1.7733,15.6661,-8.9652,-0.5723,2.8914,1.9352,0.6078,0.6693,0.2102,0.3141,0.669,2.1303,0.9038,3.1844,1.351,0.4242,0.0095,1.0069,0.2715,0.0607,0.178,0.562,-0.7847,-0.3513,1100,0,0,0,1,TASCA_GIACCA
-0.0481,5.0014,2.2364,8.845,-1.3146,1.7379,3.8494,1.962,6.5863,-0.3632,-0.2154,9.9731,3.158,10.7763,-0.8245,4.4923,1.7121,1.3085,5.3823,0.2057,-0.0277,0.2234,-0.0107,-8.0691,0.3869,-0.0479,1.1398,0.7082,1.7091,0.6213,1.4994,2.4135,1.2993,0.5015,2.9211,0.386,2.2483,5.825,2.8627,1.0316,-3.6036,0.3603,-1.2588,-3.4934,0.791,0.647,0.5639,0.818,0.713,0.8716,1.3429,0.8208,1.6433,0.6112,1.2237,2.0022,0.0365,6.7259,-0.2773,0.6006,-0.4967,-0.2998,0.3027,-0.0178,1100,0,0,0,1,TASCA_GIACCA
0.8075,2.2127,1.4875,6.4295,-0.4525,-0.3838,0.8979,0.9476,3.9069,-0.9382,-0.1126,0.4256,0.6524,2.6992,-2.3235,1.703,1.4481,1.2034,4.5251,0.0491,-2.1039,-7.1688,0.4742,3.4074,-0.2254,-0.0661,1.5698,2.28,1.2361,1.4524,0.7874,0.5422,2.4642,5.1985,1.528,2.1096,0.6201,0.2939,1.0592,1.0615,-8.5791,1.0022,-8.0998,-8.082,2.1959,5.4503,0.9302,2.482,0.4236,0.1707,1.6457,2.382,1.4209,1.4474,0.8634,0.5965,0.0188,2.4274,0.7972,-0.911,0.5989,-0.8573,0.3429,-0.6755,1100,0,0,0,1,TASCA_GIACCA
-0.8439,0.8964,0.9468,3.27,-2.454,-1.0286,0.4212,0.649,2.5368,-2.9072,-0.4856,0.0923,0.3038,1.2153,?,1.782,0.2404,0.4903,1.7875,0.348,0.8204,1.7378,-0.4736,2.1181,-0.5772,-0.2725,1.4588,3.1163,1.9309,2.1362,1.3236,0.6196,2.1282,9.7113,3.7286,4.5632,1.752,0.3839,1.2308,1.9117,-2.4348,1.5531,-1.9782,-1.2737,1.4581,0,0.3453,0,0.2368,0,1.289,2.6907,1.8293,2.0874,1.4192,0.6799,0.0295,2.6795,-0.2415,0.2155,-0.7998,-0.8309,-0.0728,0.0812,1100,0,0,0,1,TASCA_GIACCA
-1.018,7.5667,2.7508,9.809,-2.2841,1.3359,7.3783,2.7163,8.5379,-0.7338,-0.2914,10.1778,3.1903,12.2959,-0.5901,4.9802,3.2264,1.7962,7.8618,0.0862,-0.762,3.4937,-0.2044,-4.5847,0.2683,-0.0585,1.0127,0.8622,1.5314,0.8514,1.5122,1.7761,1.0255,0.7435,2.3453,0.7249,2.2869,3.1546,1.8879,1.495,-9.1947,0.7919,-4.8702,-6.1502,0.6066,0.3863,0.3472,0.6368,0.5723,0.8987,1.1489,0.7977,1.2477,0.6944,1.086,1.564,0.0355,7.5702,-0.2311,0.1539,-0.5802,0.3421,0.3535,0.2633,1100,0,0,0,1,TASCA_GIACCA
-0.5565,2.1347,1.4611,6.1434,-0.5733,0.0152,1.3504,1.1621,3.1649,-0.7127,0.2257,0.2458,0.4958,1.8796,-1.1102,1.8686,0.6003,0.7748,3.3386,0.2306,-36.6636,-2.4659,-0.2978,0.0673,0.0081,0.1208,1.2573,2.9472,1.8858,2.3441,1.4999,0.6399,1.5808,8.6859,3.5563,5.4947,2.2498,0.4094,1.6998,2.2639,-2.2375,1.3319,-1.3163,-0.9883,2.1131,4.3838,0.8999,2.0746,0.4259,0.2053,1.9411,3.2685,1.8401,1.6838,0.948,0.563,0.0125,2.8381,0.6559,-0.8165,0.4285,-0.8572,0.2096,-0.3185,1100,0,0,0,1,TASCA_GIACCA
