@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.4518,0.4101,0.6404,3.5226,-1.6404,4.6428,3.1007,1.7609,7.7838,0.035,10.1536,1.0277,1.0137,5.3862,0.5969,11.2951,1.8151,1.3473,6.2138,0.5637,-0.0973,-0.0445,-0.04,0.4573,0.411,0.8989,0.3637,0.6317,0.4753,1.737,1.307,0.7524,0.1322,0.399,0.2259,3.0172,1.7083,0.5662,-7.7444,-0.2744,-0.2725,0.0354,0.0352,0.9931,0.1654,0.0999,0.0937,0.6038,0.5663,0.938,0.4526,0.654,0.5669,1.4451,1.2527,0.8668,0.0405,15.4354,-0.1357,-0.0716,-0.1332,0.3982,0.7774,0.8812,-0.0181,0.0752,0.2742,1.5477,-2.623,-0.0603,0.0681,0.2609,1.3362,-0.8032,0.4825,0.0866,0.2942,1.834,0.0148,0.2994,-0.0374,-0.125,1.0511,0.932,0.8867,1.1048,0.8686,0.7863,1.8826,-40.6611,-21.5986,0.5765,0.2295,0.3981,1.1583,0.8439,0.7286,0.0018,0.8901,0.0025,-0.5016,-0.2201,DAVANTI_PANTALONI
0.1864,0.481,0.6935,2.4799,-0.4347,5.1751,1.3077,1.1436,3.9812,0.4914,9.9983,0.8612,0.928,4.1371,0.6684,11.317,1.3585,1.1655,4.7126,0.6727,0.036,0.0186,0.0165,0.5176,0.4573,0.8835,0.6065,0.7473,0.595,1.2323,0.9811,0.7962,0.3678,0.5585,0.3541,1.5184,0.9626,0.634,-0.1953,-0.0901,-0.0776,0.4613,0.3972,0.8612,0.2208,0.1385,0.1201,0.6274,0.5437,0.8667,0.6229,0.5994,0.5262,0.9623,0.8448,0.8779,0.0396,15.7444,0.9184,0.2982,0.6587,0.4179,0.7805,0.8933,0.0539,0.0973,0.312,1.0788,-0.5957,0.0293,0.0168,0.1296,0.5757,-0.5864,0.0178,0.0273,0.1653,0.705,-0.655,1.8389,3.0188,1.6417,2.4077,1.8878,0.7841,5.797,3.5637,0.6147,1.8924,1.4436,0.7628,1.8629,1.5871,0.8519,1.8738,1.5303,0.8167,0.0002,0.51,0.871,-0.6831,-0.4975,DAVANTI_PANTALONI
-0.1206,5.7858,2.4054,11.0557,-0.791,2.3769,16.969,4.1193,18.4596,-0.7887,9.2769,9.9867,3.1602,23.226,-0.0897,10.6093,11.9101,3.4511,21.3917,0.0258,-0.0507,-0.013,-0.0114,0.2562,0.224,0.8744,0.5839,0.7612,0.697,1.3035,1.1936,0.9157,0.341,0.5794,0.4858,1.6992,1.4248,0.8385,0.5999,2.5529,-8.6115,4.2556,-14.3552,-3.3733,0.5981,0.2896,0.2811,0.4842,0.47,0.9706,0.5989,0.476,0.5168,0.7948,0.8629,1.0857,0.0343,15.136,-0.2569,-0.0635,-0.1983,0.2165,0.3286,0.9497,0.3554,2.1972,1.4823,7.6456,-0.4046,-0.154,1.1454,1.0702,7.7032,-2.9983,1.401,1.7178,1.3107,4.6762,-0.1109,-2.3083,0.2537,-0.1099,1.385,1.1309,0.8166,1.9182,1.279,0.6668,0.3813,4.7165,12.3702,2.8252,1.2931,0.4577,0.9925,1.635,1.6473,0.0052,2.9776,-0.5451,-0.1821,-0.0657,DAVANTI_PANTALONI
0.3986,1.3987,1.1827,4.5473,-0.6713,6.0896,4.1884,2.0466,7.5821,0.3097,9.9065,2.5915,1.6098,8.7397,0.4576,11.8282,3.6508,1.9107,8.9296,0.477,0.0655,0.0402,0.0337,0.6147,0.5148,0.8375,0.5779,0.7347,0.619,1.2713,1.0711,0.8425,0.3339,0.5397,0.3831,1.6162,1.1473,0.7098,-0.5369,-0.2477,-0.2243,0.4613,0.4178,0.9056,0.2477,0.1688,0.1594,0.6816,0.6434,0.9438,0.5997,0.5203,0.5092,0.8675,0.8491,0.9787,0.0419,17.0534,0.5518,0.1047,0.4033,0.0974,0.6667,0.8038,0.1834,0.3146,0.5609,1.944,-0.5543,0.1067,0.1211,0.348,1.8222,-0.9751,0.038,0.115,0.3391,1.4793,-1.3603,1.7195,4.825,2.8061,1.6116,1.6543,1.0265,2.5974,2.7367,1.0536,0.7706,0.8132,1.0552,1.3556,1.9955,1.472,1.0668,1.3141,1.2318,0.0008,1.0452,0.7862,-0.4467,-0.1196,DAVANTI_PANTALONI
0.4614,5.3156,2.3056,15.2924,-0.6896,6.2605,18.7095,4.3254,22.9491,-0.2447,9.4389,10.5967,3.2553,14.8923,0.1377,12.2486,13.0933,3.6185,19.063,0.202,0.0737,0.0489,0.0377,0.6633,0.5111,0.7706,0.533,0.7083,0.6372,1.3288,1.1954,0.8996,0.2841,0.5016,0.406,1.7656,1.4289,0.8093,1.3835,-2.6247,-1.2938,-1.8972,-0.9352,0.4929,0.4909,0.5241,0.3789,1.0676,0.7719,0.723,0.6664,1.0269,0.8022,1.541,1.2039,0.7812,0.0398,17.9493,-0.1498,-0.1813,-0.3495,-0.0796,0.3375,0.887,0.1461,0.4896,0.6997,3.5995,-0.4204,0.281,1.4978,1.2238,5.8127,-0.7395,-0.8667,3.2893,1.8136,7.5612,-2.6198,0.52,-0.1685,-0.3242,0.5717,0.3858,0.6748,0.3269,0.1488,0.4554,0.4311,0.1947,0.4516,0.7584,1.2132,1.5997,0.6193,0.4761,0.7688,0.0032,2.5986,0.5017,0.1019,0.5478,DAVANTI_PANTALONI
0.1992,8.9173,2.9862,15.7637,-2.0627,0.4503,19.4932,4.4151,17.0484,-1.5825,9.7801,13.614,3.6897,16.4847,0.2067,10.9571,17.8593,4.226,17.6701,0.2036,0.4425,0.0204,0.0182,0.046,0.0411,0.8926,0.6764,0.8093,0.7066,1.1966,1.0447,0.8731,0.4575,0.655,0.4993,1.4319,1.0915,0.7623,1.0163,-2.4723,-2.3504,-2.4328,-2.3128,0.9507,0.7797,0.2477,0.232,0.3177,0.2975,0.9365,0.9246,0.9563,0.8921,1.0342,0.9648,0.9329,0.0753,15.5801,-0.0295,-0.5455,-0.5494,-0.3393,-0.4398,0.9735,0.2877,1.1292,1.0626,4.6682,-0.2766,1.0915,3.4876,1.8675,7.6505,-0.1639,-0.9096,2.2766,1.5088,5.7947,-9.9034,0.2636,-0.3163,-1.2,0.569,0.7043,1.2377,0.3238,0.496,1.532,0.9388,0.1922,0.2047,0.5563,6.8805,12.3678,0.6102,0.8056,1.3203,0.0112,3.1182,-0.0087,-0.6195,-0.6501,DAVANTI_PANTALONI
-0.8056,4.6056,2.1461,12.6563,-0.8902,5.4813,31.5909,5.6206,25.652,-0.1777,9.8111,11.4908,3.3898,17.1711,-0.0142,12.3576,21.9282,4.6828,24.1575,0.0755,-0.147,-0.0821,-0.0652,0.5587,0.4436,0.7939,0.3818,0.6331,0.4583,1.6581,1.2003,0.7239,0.1458,0.4008,0.21,2.7492,1.4407,0.524,1.5396,24.755,-3.0226,16.0788,-1.9633,-0.1221,0.3074,0.3955,0.2563,1.2865,0.8336,0.6479,0.4934,0.7371,0.5239,1.4939,1.0619,0.7108,0.0408,17.7477,0.6296,-0.2166,0.1737,0.3639,0.7768,0.8247,-0.1829,4.2773,2.0682,8.6827,-0.8442,-0.715,3.5461,1.8831,9.911,-2.8893,-0.5961,1.9613,1.4005,6.727,-0.9554,0.2558,0.3069,1.1995,1.0983,1.4768,1.3446,1.2062,2.1809,1.8081,0.5398,1.2092,2.2401,1.8476,1.3686,0.7407,0.8761,1.2907,1.4733,0.0034,4.4829,-0.2804,0.3934,0.2684,DAVANTI_PANTALONI
-0.6953,4.1301,2.0323,11.3683,-1.155,5.1889,16.4276,4.0531,18.4351,-0.3021,9.3127,12.595,3.5489,24.0447,0.0703,11.5963,12.8148,3.5798,22.5126,0.1503,-0.134,-0.0747,-0.06,0.5572,0.4475,0.8031,0.5014,0.5726,0.5677,1.1421,1.1322,0.9914,0.2514,0.3279,0.3223,1.3043,1.2819,0.9828,1.4245,-3.3502,-1.5302,-2.3519,-1.0742,0.4568,0.3726,0.204,0.1991,0.5474,0.5344,0.9762,0.6167,0.4728,0.505,0.7667,0.8189,1.0681,0.0388,16.6802,0.5564,-0.116,0.1201,0.1526,0.5625,0.8772,0.2925,1.7038,1.3053,6.9054,-0.283,-0.913,2.2793,1.5097,7.2899,-2.8916,0.5206,4.2384,2.0587,8.5844,-0.9666,-0.3204,0.5619,-1.7538,0.8646,0.634,0.7333,0.7475,0.402,0.5378,0.2812,0.361,1.2838,2.8732,1.233,0.4291,0.9473,0.8044,0.8492,0.004,4.0066,-0.3286,-0.3197,0.6384,DAVANTI_PANTALONI
-0.0159,1.0679,1.0334,4.2461,-0.5306,7.9866,3.0413,1.7439,6.6396,0.4365,10.1305,3.3998,1.8438,8.6666,0.4532,12.9973,4.9922,2.2343,8.8879,0.511,-0.002,-0.0016,-0.0012,0.7884,0.6145,0.7794,0.5926,0.5605,0.4625,0.9458,0.7805,0.8252,0.3511,0.3141,0.2139,0.8946,0.6092,0.681,-0.2862,-0.2049,-0.1585,0.7159,0.5537,0.7734,0.2355,0.175,0.1526,0.7433,0.6482,0.872,0.6395,0.4899,0.4777,0.7661,0.747,0.9751,0.0461,18.9557,0.6433,0.1472,0.4296,0.5338,0.8467,0.901,0.0462,0.0686,0.2619,1.0745,-1.1049,0.0461,0.0598,0.2446,0.8812,-1.2014,0.0553,0.0719,0.2682,1.3351,-1.2054,1.0006,0.8346,0.8342,1.0709,0.9766,0.912,1.1467,0.9538,0.8317,1.1728,0.7729,0.659,1.2753,0.8432,0.6612,1.2194,0.8048,0.66,0.0003,0.6452,0.8027,-0.2749,-0.3318,DAVANTI_PANTALONI
0.0373,0.9317,0.9653,4.345,-0.4081,6.4672,1.458,1.2075,5.7096,0.4246,10.2209,3.2436,1.801,7.8069,0.4844,12.2012,3.0569,1.7484,7.0125,0.5704,0.0058,0.0036,0.0031,0.6327,0.53,0.8377,0.7994,0.536,0.5521,0.6705,0.6906,1.0301,0.639,0.2872,0.3048,0.4495,0.477,1.0611,-0.2988,-0.1717,-0.1352,0.5746,0.4526,0.7877,0.3109,0.2038,0.189,0.6554,0.6079,0.9276,0.761,0.5566,0.6196,0.7314,0.8142,1.1133,0.0441,17.4509,0.6704,-0.1445,0.1482,0.1122,0.4913,0.9186,-0.0105,0.1711,0.4136,1.7891,-0.5481,0.0146,0.088,0.2967,1.2593,-0.6335,0.0253,0.0788,0.2808,1.2753,-1.1678,-0.7175,-0.4154,0.579,1.3941,1.4731,1.0567,1.9435,2.17,1.1165,1.297,0.922,0.7109,1.499,1.9643,1.3104,1.4207,1.4028,0.9874,0.0001,0.8466,0.881,-0.2309,-0.1572,DAVANTI_PANTALONI
0.1802,0.8432,0.9182,4.2354,-0.3737,7.5778,2.7724,1.665,6.9704,0.4026,10.218,2.7721,1.665,7.4819,0.4982,12.8084,4.194,2.0479,8.1,0.5449,0.0238,0.0176,0.0141,0.7416,0.5916,0.7978,0.5515,0.5515,0.4484,1,0.813,0.813,0.3041,0.3042,0.201,1.0001,0.661,0.661,-0.2452,-0.1551,-0.1188,0.6325,0.4845,0.766,0.2642,0.2068,0.1732,0.7826,0.6556,0.8378,0.6076,0.5661,0.5229,0.9316,0.8606,0.9237,0.0446,18.4855,0.5967,0.124,0.3886,0.4959,0.8172,0.9046,-0.0627,0.0835,0.2889,1.0606,-0.8845,-0.004,0.089,0.2983,0.9763,-0.8624,0.0553,0.0708,0.2661,1.2881,-1.9357,15.487,-1.1341,-0.0732,0.9686,1.0857,1.1208,0.9383,1.1787,1.2563,1.1012,0.5861,0.5322,1.0737,1.2827,1.1946,1.0864,0.8234,0.7579,0.0003,0.7479,0.6801,-0.2786,-0.3661,DAVANTI_PANTALONI
-0.1529,7.0622,2.6575,16.1189,-1.0539,2.9124,18.5891,4.3115,23.3289,-0.5464,9.9549,5.4808,2.3411,15.1437,0.2463,11.4213,8.2919,2.8796,17.5234,0.2454,-0.0525,-0.0154,-0.0134,0.2926,0.255,0.8716,0.6164,1.1351,0.9229,1.8417,1.4973,0.813,0.3799,1.2885,0.8517,3.3917,2.2418,0.661,1.0034,-1.6717,-1.4511,-1.6661,-1.4462,0.868,0.5202,0.3906,0.3379,0.7509,0.6496,0.8651,0.6909,1.0644,0.9199,1.5405,1.3313,0.8642,0.0373,16.3804,-0.0143,-0.2329,-0.2612,0.187,0.274,0.9355,0.7571,1.4754,1.2147,6.3467,-0.294,-0.1807,0.9976,0.9988,5.9441,-1.6167,1.5634,3.7308,1.9315,6.5294,-0.1822,-4.1885,0.4842,-0.1156,1.2161,0.6289,0.5171,1.479,0.3955,0.2674,0.3927,1.4329,3.6492,2.1591,0.8881,0.4113,1.0677,0.972,0.9104,0.0063,3.3948,-0.2687,0.3897,-0.2751,DIETRO_PANTALONI
-0.1233,7.6722,2.7699,20.4757,-1.8864,3.2709,20.9522,4.5774,19.5747,-0.4245,9.7925,6.8673,2.6206,19.392,0.143,11.4439,11.1356,3.337,21.4974,0.1868,-0.0377,-0.0126,-0.0108,0.334,0.2858,0.8557,0.6051,1.057,0.83,1.7467,1.3717,0.7853,0.3662,1.1172,0.689,3.051,1.8816,0.6167,2.2941,-4.1356,-2.7098,-1.8027,-1.1812,0.6552,0.5162,0.3135,0.2683,0.6073,0.5198,0.856,1.046,1.0559,0.9525,1.0094,0.9106,0.9021,0.037,16.5304,-0.2787,-0.4675,-0.5964,0.1434,0.4046,0.9226,0.702,1.8007,1.3419,6.037,-0.2557,-0.2763,0.8517,0.9229,4.594,-2.7969,1.661,3.0493,1.7462,6.4183,-0.0706,-2.5407,0.4226,-0.1663,1.454,0.7685,0.5285,2.1142,0.5905,0.2793,0.3633,2.9052,7.9966,3.9734,0.8019,0.2018,1.3141,0.9406,0.7158,0.0065,3.2633,-0.2096,0.4592,-0.1159,DIETRO_PANTALONI
-0.7498,9.009,3.0015,17.7661,-1.0059,5.4042,26.6768,5.165,25.2749,-0.2451,9.8474,17.833,4.2229,18.6324,0.1521,12.2546,30.0819,5.4847,23.7828,0.1553,-0.1387,-0.0761,-0.0612,0.5488,0.441,0.8036,0.5811,0.7108,0.5473,1.2231,0.9417,0.7699,0.3377,0.5052,0.2995,1.4959,0.8868,0.5928,1.7907,-2.6655,-2.0371,-1.4886,-1.1376,0.7643,0.4363,0.403,0.3146,0.9238,0.721,0.7805,0.7029,0.9535,0.747,1.3565,1.0627,0.7834,0.0408,18.2393,0.1135,-0.4988,-0.3392,0.5416,0.737,0.9482,0.6694,2.9038,1.7041,7.072,-0.4049,-0.2743,1.4907,1.2209,6.0915,-1.4468,1.3445,5.2529,2.2919,7.6466,-0.433,-2.44,0.4979,-0.204,1.3957,0.7435,0.5327,1.948,0.5528,0.2838,0.5658,0.8821,1.5589,2.0221,0.9434,0.4665,1.161,0.9248,0.7966,0.0055,4.3201,-0.0489,0.0021,0.1597,DIETRO_PANTALONI
-0.1502,0.986,0.993,4.1568,-0.7432,6.2189,3.2145,1.7929,6.7788,0.3165,9.8491,3.4175,1.8487,7.8482,0.4825,11.7751,4.6676,2.1605,8.8735,0.4865,-0.0242,-0.0153,-0.0128,0.6314,0.5281,0.8364,0.5538,0.5371,0.4596,0.9698,0.8299,0.8557,0.3067,0.2885,0.2112,0.9406,0.6887,0.7322,-0.5647,-0.2422,-0.2108,0.4289,0.3733,0.8704,0.2404,0.1572,0.138,0.6539,0.5739,0.8776,0.6132,0.5296,0.4684,0.8637,0.7639,0.8845,0.0418,16.9186,0.5465,0.0524,0.276,0.4612,0.7672,0.9216,0.1071,0.1914,0.4375,2.0508,-1.034,0.1331,0.2806,0.5297,1.9696,-1.2331,0.0047,0.0635,0.2521,1.521,-1.4518,0.8049,22.7315,28.2409,0.826,1.7357,2.1014,0.6823,3.0128,4.4158,0.9586,1.1576,1.2076,1.1431,1.6252,1.4218,1.0412,1.3483,1.2949,0.0006,1.0592,0.8227,-0.2745,-0.198,DIETRO_PANTALONI
-0.0037,0.9183,0.9583,4.9058,-0.5837,7.2113,2.1913,1.4803,6.461,0.4103,10.0767,3.566,1.8884,8.2367,0.4661,12.4753,4.5869,2.1417,8.0129,0.5415,-0.0005,-0.0004,-0.0003,0.7156,0.578,0.8077,0.6473,0.5075,0.4474,0.7839,0.6912,0.8817,0.4191,0.2575,0.2002,0.6145,0.4777,0.7774,-0.4023,-0.2514,-0.1911,0.625,0.475,0.76,0.2827,0.2008,0.1773,0.7101,0.6269,0.8828,0.7593,0.5956,0.6122,0.7844,0.8063,1.0279,0.0446,18.0373,0.5156,-0.0943,0.1575,0.5052,0.7795,0.9336,-0.0371,0.2008,0.4481,1.5007,-0.8248,-0.0077,0.1308,0.3616,1.6364,-1.3542,-0.0217,0.0517,0.2274,1.2347,-1.6834,4.8521,1.7088,0.3522,1.2392,1.9707,1.5902,1.5357,3.8835,2.5288,0.7206,0.8757,1.2152,1.1831,1.7872,1.5106,0.9171,1.2154,1.3253,0.0002,0.8739,0.5707,-0.0097,0.1584,DIETRO_PANTALONI
-0.1693,0.7785,0.8823,3.5838,-1.1698,7.0853,4.3598,2.088,9.1495,0.2584,10.0962,3.1384,1.7716,7.9136,0.479,12.4305,5.9235,2.4338,9.5521,0.4745,-0.0239,-0.0168,-0.0136,0.7018,0.57,0.8122,0.4226,0.498,0.3625,1.1786,0.8579,0.7279,0.1786,0.248,0.1314,1.3892,0.736,0.5298,-0.6061,-0.2655,-0.224,0.4381,0.3695,0.8435,0.1339,0.1087,0.0909,0.8122,0.6787,0.8356,0.3917,0.4529,0.3752,1.1562,0.9579,0.8285,0.0427,17.9539,0.5928,0.1431,0.3654,0.6986,0.8996,0.9391,0.0847,0.1269,0.3563,1.4954,-1.1278,0.0594,0.0688,0.2623,0.9196,-0.7402,-0.0984,0.0588,0.2425,1.2646,-1.1535,1.4252,-0.8603,-0.6036,1.358,1.4691,1.0818,1.8442,2.1584,1.1704,2.0261,1.1701,0.5775,1.3298,1.1967,0.8999,1.626,1.1824,0.7272,0.0005,0.7346,0.6164,0.3371,0.0585,DIETRO_PANTALONI
-0.3389,3.9468,1.9867,9.4999,-1.2406,7.7955,13.5669,3.6833,20.4796,0.028,9.7838,4.0061,2.0015,12.671,0.319,12.916,11.3039,3.3621,17.7658,0.2831,-0.0435,-0.0346,-0.0262,0.7968,0.6036,0.7575,0.5394,0.9926,0.5909,1.8403,1.0955,0.5953,0.2909,0.9852,0.3492,3.3866,1.2002,0.3544,-8.917,-0.8862,-0.7498,0.0994,0.0841,0.8461,0.2012,0.2279,0.1711,1.1324,0.8502,0.7508,0.4639,0.7497,0.5347,1.6163,1.1528,0.7132,0.0447,19.077,-0.7409,0.0212,-0.4957,0.3175,0.8799,0.7091,0.4006,0.5493,0.7411,4.4006,-0.8377,0.9723,1.782,1.3349,4.9646,-0.1321,0.1566,0.2086,0.4568,1.6353,-0.4983,0.412,2.5574,6.2076,0.5552,1.6225,2.9225,0.3082,2.6326,8.541,3.4635,3.6883,1.0649,0.546,2.1941,4.0182,0.8864,2.6911,3.0359,0.0038,2.1184,0.759,0.3841,0.7036,TASCA_GIACCA_ALTA
