@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.0433,5.6953,2.3865,11.2332,-0.6187,0.6023,9.3943,3.065,15.3369,-0.6181,9.8091,24.1168,4.9109,21.117,-0.0386,10.8169,18.7841,4.3341,18.5117,0.1062,-0.0719,-0.0044,-0.004,0.0614,0.0557,0.9068,0.7786,0.486,0.5506,0.6241,0.7072,1.1331,0.6062,0.2362,0.3032,0.3895,0.5001,1.2839,0.7328,5.4686,-1.9516,7.4624,-2.6631,-0.3569,0.7322,0.3413,0.3351,0.4662,0.4576,0.9817,0.7324,0.5319,0.6068,0.7263,0.8285,1.1407,0.0512,14.3596,0.2043,-0.3985,-0.3135,0.2449,0.2374,0.9777,-16.2308,62.2522,7.89,28.4393,?,-5.4816,77.5052,8.8037,27.5375,-0.9205,-24.8992,87.7956,9.3699,32.6385,?,2.961,0.6519,0.2202,0.8962,0.8421,0.9396,0.8032,0.7091,0.8828,2.1547,0.8713,0.4044,0,1,0,1.0327,0.8713,0.8437,0.1574,50.7955,-0.9396,-0.9039,0.9877,181.2552,4001.9512,63.261,262,0.0542,TASCA_DESTRA_DAVANTI_PANTALONI
0.5504,5.5232,2.3502,12.9956,-1.0236,5.4322,26.2998,5.1283,22.3644,-0.4149,9.1158,4.859,2.2043,10.1045,0.2173,11.8198,9.8833,3.1438,15.875,0.2014,0.1013,0.0604,0.0466,0.5959,0.4596,0.7712,0.4583,1.0662,0.7476,2.3265,1.6313,0.7012,0.21,1.1367,0.5588,5.4125,2.661,0.4916,1.0024,-2.3436,-1.6417,-2.338,-1.6378,0.7005,0.4063,0.4975,0.3231,1.2244,0.7951,0.6494,0.5811,1.2861,0.8186,2.2133,1.4088,0.6365,0.0562,17.2937,-0.6483,-0.1188,-0.5499,0.093,0.6411,0.7507,6.8048,192.0332,13.8576,43.7378,-1.5851,-28.2756,50.1874,7.0843,33.8989,?,-21.7512,6.6643,2.5815,28.1998,?,-0.2407,-0.3128,1.3,1.9561,5.368,2.7442,3.8263,28.8152,7.5308,0.7911,0.951,1.2021,0,0,1,1.2902,1.551,1.2021,0.1922,64.2306,-0.8904,0.4803,-0.213,33.4286,15.2608,3.9065,14,0.6818,TASCA_DESTRA_DAVANTI_PANTALONI
0.3293,10.7967,3.2858,16.0474,-0.7268,6.9558,24.8665,4.9866,25.7999,-0.2753,9.6081,15.5128,3.9386,15.1703,0.0873,12.9968,23.0657,4.8027,21.1177,0.1014,0.0473,0.0343,0.0253,0.724,0.5352,0.7393,0.6589,0.8343,0.6842,1.2661,1.0383,0.8201,0.4342,0.696,0.4681,1.603,1.0781,0.6725,1.2129,-4.6554,-2.8352,-3.8384,-2.3376,0.609,0.4594,0.5591,0.3955,1.2172,0.8609,0.7073,0.622,1.0578,0.7599,1.7007,1.2217,0.7184,0.0625,19.4739,-0.6482,-0.0636,-0.336,0.3973,0.7625,0.8452,10.861,211.6181,14.5471,48.1796,-1.262,-28.2049,17.6617,4.2026,32.8186,?,-26.0019,6.0898,2.4677,30.6,?,-0.3851,-0.4177,1.0847,3.4615,5.8949,1.703,11.9817,34.7497,2.9002,0.819,0.8784,1.0725,0,0,1,1.4681,1.5745,1.0725,0.2098,71.3929,-0.7283,0.3997,-0.2457,21.9474,20.9025,4.5719,21,0.3,TASCA_DESTRA_DAVANTI_PANTALONI
0.3682,14.5006,3.808,25.0521,-0.345,3.1916,23.5579,4.8536,24.2033,-0.4935,10.3621,25.0493,5.0049,25.6317,0.1244,12.2947,29.6434,5.4446,31.0703,0.1259,0.1154,0.0355,0.0299,0.308,0.2596,0.8428,0.7846,0.7608,0.6994,0.9698,0.8915,0.9193,0.6155,0.5789,0.4892,0.9405,0.7947,0.845,0.8035,-1.7645,-1.4359,-2.1959,-1.787,0.8138,1.1493,0.6363,0.524,0.5536,0.4559,0.8236,1.0351,0.9774,0.8063,0.9443,0.779,0.825,0.113,17.6472,0.4404,0.316,0.3743,-0.1483,0.1233,0.9168,-27.7031,82.0233,9.0567,43.6875,?,-16.2337,16.5174,4.0642,26.3125,?,-32.5254,159.6268,12.6343,44.5,?,1.7065,0.8517,0.4991,2.2284,0.7168,0.3217,4.9659,0.5138,0.1035,1.6603,0.9817,0.5913,1,1,1,1.6603,0.9817,0.5913,0.4761,76.4622,0.6761,-0.944,-0.7059,253.4792,1976.5204,44.4581,250,0.1857,TASCA_DESTRA_DAVANTI_PANTALONI
-0.1966,0.5169,0.719,3.2848,-1.578,3.5134,1.2906,1.136,5.1963,0.0561,9.1387,2.2627,1.5042,7.9923,0.3939,9.8945,2.067,1.4377,7.6024,0.4592,-0.0559,-0.0215,-0.0199,0.3845,0.3551,0.9236,0.6329,0.478,0.5001,0.7552,0.7902,1.0463,0.4005,0.2284,0.2501,0.5704,0.6244,1.0947,-6.516,-0.3872,-0.3115,0.0594,0.0478,0.8045,0.2315,0.0966,0.0906,0.4175,0.3916,0.9379,0.6322,0.411,0.4321,0.6502,0.6835,1.0513,0.1113,13.2634,-0.6238,0.3962,0.1928,0.0377,0.2981,0.9604,-0.527,407.7308,20.1923,62.625,-1.7833,-36.5518,9.9251,3.1504,40.6875,?,-31.2798,32.0811,5.664,35.375,?,0.0144,0.0168,1.1685,6.4094,3.565,0.5562,41.0808,12.7094,0.3094,0.9862,1.1343,1.1502,0,0,1,1.5392,1.7703,1.1502,0.5467,85.5021,0.8093,-0.8267,-0.3529,0,0,0,0,0,TASCA_DESTRA_DAVANTI_PANTALONI
0.2124,0.3739,0.6115,2.7131,-0.4358,10.2628,10.6381,3.2616,12.4584,0.2921,9.3886,9.0865,3.0144,11.5531,0.3101,13.9246,19.7198,4.4407,16.9594,0.3021,0.0207,0.0226,0.0153,1.0931,0.737,0.6742,0.1875,0.2028,0.1377,1.082,0.7345,0.6788,0.0351,0.0411,0.019,1.1708,0.5395,0.4608,-0.1602,-0.1585,-0.1122,0.9897,0.7002,0.7075,0.1074,0.1128,0.0778,1.0509,0.7242,0.6892,0.2178,0.2348,0.16,1.0784,0.7346,0.6812,0.1377,20.1574,0.4522,0.3812,0.4225,0.9937,0.9988,0.998,5.2866,0.6699,0.8185,3,0.5457,-40.919,0.6561,0.81,42.409,?,-23.3313,3.6831,1.9192,25.6384,?,-0.1292,-0.2266,1.7538,1.0105,0.4265,0.4221,1.0211,0.1819,0.1781,-0.085,-0.1405,1.6541,0,0,1,0.0707,0.117,1.6541,0.4693,69.5369,0.2256,-0.0676,-0.9369,4.0215,0.0006,0.0235,0.0472,0.9883,TASCA_DESTRA_DAVANTI_PANTALONI
-0.3913,1.8877,1.3739,5.6958,-1.6171,-8.3423,3.6572,1.9124,15.3738,?,10.3257,3.8907,1.9725,7.6452,0.5093,13.3877,6.5717,2.5635,10.8956,0.4747,0.0469,-0.0379,-0.0292,-0.8079,-0.6231,0.7713,0.7184,0.6966,0.536,0.9695,0.746,0.7694,0.5162,0.4852,0.2872,0.94,0.5565,0.592,0.2289,-0.4435,-0.3574,-1.9373,-1.5613,0.8059,0,0.1397,0.1049,0,0,0.7512,0.3705,0.745,0.5228,2.0109,1.411,0.7017,0.1315,19.8793,0.4779,-0.1437,-0.3258,-0.7112,-0.9102,0.9373,-32.0285,43.5006,6.5955,45.9345,?,26.7142,60.2965,7.7651,28.4002,0.1978,14.7521,5.5592,2.3578,12.8463,0.2854,-1.1989,-2.1711,1.8109,0.8494,2.7973,3.2934,0.7214,7.8249,10.8462,-6.561,-8.9519,1.3644,0,0,1.9692,1.6174,3.5757,2.2108,0.438,73.4948,0.9862,0.6588,0.7453,4.0472,0,0,0,1,TASCA_DESTRA_DAVANTI_PANTALONI
0.5997,3.7456,1.9353,7.862,-0.5478,0.9038,32.1001,5.6657,24.062,-1.5109,9.7879,12.2915,3.5059,17.5196,0.1436,11.3957,15.2539,3.9056,20.5303,0.1588,0.6635,0.0613,0.0526,0.0923,0.0793,0.8589,0.3416,0.552,0.4955,1.616,1.4506,0.8977,0.1167,0.3047,0.2455,2.6116,2.1044,0.8058,0.1922,-0.9473,-0.7182,-4.9294,-3.737,0.7581,0.53,0.2483,0.2081,0.4685,0.3927,0.8382,0.3267,0.4488,0.3829,1.3734,1.172,0.8534,0.0527,16.1351,-0.5226,0.138,0.3149,-0.5488,-0.5208,0.921,-33.3353,63.2642,7.9539,43.8599,?,1.2575,113.0687,10.6334,32.4585,-1.9726,-17.8856,190.5648,13.8045,37.1384,-10.4644,-26.5101,1.8638,-0.0703,0.748,0.5762,0.7703,0.5595,0.332,0.5933,2.0363,1.2938,0.6354,0,0,3.3707,1.3513,1.181,0.874,0.2024,61.5315,0.8023,-0.9415,-0.9309,1.5027,0.25,0.5,1,0.5,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0695,0.0283,0.1684,0.7965,-1.2209,11.0469,1.0346,1.0172,5.5938,0.6208,9.4526,0.6112,0.7818,4.7915,0.6259,14.541,1.6239,1.2743,7.3314,0.6247,-0.0063,-0.0074,-0.0048,1.1687,0.7597,0.6501,0.1655,0.2154,0.1321,1.3011,0.7982,0.6135,0.0274,0.0464,0.0175,1.6929,0.6371,0.3763,-0.0478,-0.0546,-0.0359,1.1428,0.7504,0.6567,0.0243,0.028,0.0184,1.152,0.7551,0.6555,0.1424,0.1662,0.1086,1.1674,0.763,0.6536,0.0786,20.6457,0.1382,0.0528,0.1039,0.9782,0.9966,0.992,-12.5198,0.1671,0.4088,13.3194,?,-38.1589,0.0678,0.2603,38.6398,?,18.1547,0.4749,0.6892,2.3392,0.8789,0.3281,-0.6896,-2.1019,1.5703,0.5932,0.3778,2.4658,0.3519,0.1427,0.3447,-0.7844,-2.2756,1,0,0,0.3447,5.6941,16.5186,0.2382,68.8334,0.4356,0.4061,0.5491,0,0,0,0,0,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0301,3.4531,1.8583,10.0615,-0.7689,5.267,55.9636,7.4809,33.9986,-0.1934,9.3218,19.3371,4.3974,19.4244,-0.0886,12.1495,45.7829,6.7663,30.8063,0.0851,0.0057,0.0032,0.0025,0.565,0.4335,0.7673,0.2484,0.4226,0.2746,1.7012,1.1056,0.6499,0.0617,0.1786,0.0754,2.8941,1.2224,0.4224,0.7936,2.7673,-1.5254,3.4869,-1.9221,-0.5512,0.1997,0.3188,0.1689,1.5965,0.846,0.5299,0.2959,0.518,0.3266,1.7503,1.1036,0.6305,0.0576,17.2124,-0.1054,-0.0991,-0.0962,0.5746,0.8784,0.8483,-42.8547,85.0056,9.2198,51.7197,?,3.8356,212.4215,14.5747,51.0574,-1.0457,-13.3102,115.6907,10.756,31.8588,?,-11.1729,3.2197,-0.2882,0.6326,0.8572,1.355,0.4002,0.7348,1.8361,1.9817,1.6234,0.8192,0,1,0,1.013,1.6234,1.6026,0.2421,68.0794,0.6893,-0.9614,-0.7813,2.7688,0.2315,0.4811,2,0.3333,TASCA_SINISTRA_DAVANTI_PANTALONI
