@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.2984,5.8975,2.4285,16.4352,-3.5644,0.2926,12.0874,3.4767,14.4383,-0.8744,0.2561,15.9296,3.9912,17.9964,-1.0809,5.2561,6.5281,2.555,16.2981,0.0413,-1.0196,-1.165,-0.0568,1.1427,0.0557,0.0487,0.6985,0.6085,0.9505,0.8711,1.3607,1.5621,0.4879,0.3702,0.9034,0.7588,1.8516,2.4401,1.9055,1.373,-18.3012,0.7205,-9.6044,-13.3297,0.4675,0.4163,0.2118,0.8907,0.4531,0.5087,1.1383,0.9133,1.0084,0.8023,0.8859,1.1042,0.0033,7.9995,-0.6506,0.1434,-0.4189,-0.0416,0.1826,-0.0628,3.7287,11.2816,3.3588,8.2095,0.065,3.3764,14.5519,3.8147,10.7014,-0.6085,6.4916,2.9559,1.7193,4.8936,0.3881,1.1044,0.5744,0.5201,0.8805,1.9536,2.2188,0.7753,3.8167,4.923,-0.141,0.1839,-1.3042,1.3198,1.0978,0.8319,0.7671,1.6776,2.1868,0.0547,15.0549,-0.906,-0.9452,0.9716,1100,0,0,0,1,DAVANTI_PANTALONI
-0.1338,4.7198,2.1725,10.585,-1.7597,-0.907,3.6872,1.9202,8.0628,-1.7329,0.2594,18.0897,4.2532,18.5259,-0.5008,4.5316,6.8686,2.6208,13.6629,0.0457,0.1475,-0.5156,-0.0295,-3.4959,-0.2001,0.0572,1.1314,0.5108,0.8289,0.4515,0.7327,1.6229,1.28,0.2609,0.6872,0.2038,0.5368,2.6337,1.3202,1.0918,-10.3228,0.827,-7.8193,-9.4552,1.3001,0.3107,0.2679,0.239,0.2061,0.8622,1.3128,0.5714,0.7747,0.4352,0.5901,1.3559,0.0064,6.7216,-0.2074,-0.4021,-0.4538,-0.1288,-0.3922,0.5385,3.0494,11.8274,3.4391,9.0586,-0.021,4.1154,8.5178,2.9185,10.8182,-0.6921,6.8664,2.5067,1.5832,5.1628,0.3805,0.741,0.4441,0.5994,1.1784,2.1722,1.8434,1.3885,4.7184,3.3981,0.042,-0.0586,-1.3952,1.3878,1.0646,0.7671,0.8373,1.7546,2.0954,0.0571,14.7446,-0.8167,-0.9533,0.9157,1100,0,0,0,1,DAVANTI_PANTALONI
-0.0489,2.3167,1.5221,8.5047,-0.4227,0.0837,2.7952,1.6719,7.8823,-0.9925,0.2212,13.4461,3.6669,17.4742,-0.7861,3.9695,2.8591,1.6909,8.6482,0.122,-0.5848,-0.2212,-0.0123,0.3783,0.0211,0.0557,0.9104,0.4151,0.9002,0.4559,0.9888,2.1686,0.8288,0.1723,0.8103,0.2079,0.9777,4.7029,0.6435,0.3285,-2.1024,0.5105,-3.267,-6.3993,1.5111,0.611,0.6069,0.4044,0.4016,0.9932,1.079,0.4867,0.9834,0.4511,0.9114,2.0206,0.0016,5.7159,-0.2526,0.2381,0.3114,0.1856,-0.0425,0.3187,1.5451,3.7608,1.9393,5.6766,-0.0399,6.5212,0.278,0.5273,2.1236,0.7283,6.8392,0.5069,0.7119,2.2492,0.7098,0.2369,0.2259,0.9535,3.6778,2.7239,0.7406,13.5264,7.4197,0.5485,-0.0383,-0.0396,1.0346,0.6984,0.7042,1.0084,2.6731,2.5238,0.9442,0.0638,14.9392,-0.5584,-0.709,-0.1562,1100,0,0,0,1,DAVANTI_PANTALONI
-0.1397,3.2123,1.7923,11.2515,-1.021,0.7458,2.4301,1.5589,8.3195,-1.2857,0.3427,19.2114,4.3831,18.5251,-0.6253,4.3635,6.5065,2.5508,13.0228,0.0169,-0.1873,-0.4077,-0.032,2.1763,0.1709,0.0785,1.1497,0.4089,0.7026,0.3557,0.6111,1.7183,1.3219,0.1672,0.4937,0.1265,0.3735,2.9526,1.2147,0.7975,-25.4352,0.6566,-20.9401,-31.8933,1.5296,0.4885,0.4203,0.3193,0.2748,0.8604,1.3524,0.6074,0.864,0.4491,0.6388,1.4225,0.0056,6.3544,-0.3133,-0.2935,-0.3377,-0.153,0.2986,0.4353,1.4947,0.8474,0.9206,3.3975,0.0468,4.2993,0.6967,0.8347,3.1221,0.5095,8.581,0.3459,0.5881,2.6167,0.7148,0.3477,0.1742,0.501,1.1029,1.5652,1.4192,1.2164,2.4499,2.014,0.0514,0.0254,0.4945,0.5599,0.3885,0.6938,1.0882,1.2984,1.1931,0.0648,14.375,0.4264,-0.6411,-0.9551,1100,0,0,0,1,DAVANTI_PANTALONI
0.0338,1.3548,1.164,7.4659,-1.5033,-0.1785,22.2889,4.7211,24.683,-0.8672,0.4413,18.5545,4.3075,15.3988,-0.9302,5.5032,12.1407,3.4844,14.2022,0.0194,-0.1894,0.0766,0.0061,-0.4045,-0.0324,0.0802,0.2465,0.2702,0.3341,1.096,1.3549,1.2362,0.0608,0.073,0.1116,1.2013,1.8359,1.5283,0.3911,0.6042,-15.9273,1.5448,-40.7239,-26.3625,0.2256,0.3738,0.2059,1.657,0.9127,0.5508,0.3025,0.4848,0.5257,1.6029,1.738,1.0843,0.0032,7.6107,0.3502,-0.066,-0.0379,0.3217,0.095,0.2297,2.5633,4.3761,2.0919,6.6415,0.1086,3.3663,10.7015,3.2713,11.2169,-1.0535,7.9044,0.7738,0.8797,2.945,0.6602,0.7615,0.3243,0.4259,0.6395,2.378,3.7187,0.4089,5.655,13.829,-0.1406,0.1414,-1.0058,1.3639,0.8597,0.6303,0.5921,2.2552,3.8088,0.0598,15.027,-0.8355,-0.9014,0.9471,1100,0,0,0,1,DAVANTI_PANTALONI
0.1583,3.2926,1.8145,10.2561,-1.0403,0.0429,3.1284,1.7687,11.0852,-0.8729,0.0674,18.9577,4.354,17.3103,-0.5721,4.5841,4.3964,2.0968,12.161,0.0456,3.6903,2.3474,0.0345,0.6361,0.0094,0.0147,1.0259,0.4167,0.8654,0.4062,0.8435,2.0766,1.0525,0.1737,0.7489,0.165,0.7116,4.3121,1.0122,0.8301,-8.9967,0.8202,-8.8884,-10.8375,0.8493,0.4565,0.3945,0.5375,0.4645,0.8641,0.9252,0.5925,0.8434,0.6404,0.9115,1.4234,0.0012,6.3779,-0.3099,-0.3386,-0.3025,0.0601,-0.003,0.4006,2.9007,9.3138,3.0519,8.5674,0.0172,5.3702,9.4113,3.0678,11.0978,-0.4253,6.2896,0.6965,0.8346,3.2655,0.5521,0.5401,0.4612,0.8538,0.9948,3.6567,3.6758,0.9896,13.3718,13.5118,-0.0453,0.0373,-0.8228,1.1196,1.1958,1.0681,0.772,2.6237,3.3985,0.0584,14.9534,-0.9537,-0.6876,0.8259,1100,0,0,0,1,DAVANTI_PANTALONI
-0.2531,1.0374,1.0185,7.8938,-1.505,-0.6102,1.9079,1.3813,6.8843,-1.503,0.014,2.706,1.645,7.8632,-0.6007,1.9233,2.389,1.5456,5.98,0.0241,0.4148,-18.112,-0.1316,-43.6611,-0.3173,0.0073,0.7374,0.6192,0.659,0.8397,0.8937,1.0643,0.5438,0.3834,0.4343,0.7051,0.7986,1.1327,1.1472,1.6072,-32.139,1.4009,-28.014,-19.9972,1.1457,0.6415,0.5143,0.5599,0.4489,0.8017,1.1466,1.0039,1.32,0.8755,1.1512,1.3149,0.0044,2.8833,0.4652,0.0067,-0.2586,0.5491,-0.5923,-0.006,2.4523,8.7154,2.9522,8.1396,0.0413,3.8161,6.4805,2.5457,11.7479,-0.8228,7.6175,2.435,1.5604,4.2275,0.5221,0.6426,0.3219,0.501,1.1597,1.8919,1.6314,1.3449,3.5792,2.6614,-0.0662,0.076,-1.1483,1.3174,0.9599,0.7286,0.6929,1.9254,2.7789,0.0591,14.5032,-0.5506,-0.9767,0.4092,1100,0,0,0,1,DAVANTI_PANTALONI
0.0071,7.5881,2.7547,13.1453,-0.7342,-1.0444,15.0584,3.8805,18.8719,-1.6085,0.0577,14.2689,3.7774,20.1273,-0.9727,4.5335,17.4569,4.1782,13.3934,0.0107,-0.0068,0.1237,0.0016,-18.1157,-0.2304,0.0127,0.7099,0.7292,0.6593,1.0273,0.9288,0.9041,0.5039,0.5318,0.4347,1.0553,0.8626,0.8174,0.4782,0.5608,-38.288,1.1726,-80.0621,-68.28,1.0477,0.7429,0.5599,0.7091,0.5344,0.7536,0.6966,0.6531,0.9815,0.9376,1.409,1.5028,0.0074,6.8773,-0.5825,-0.4496,0.1818,0.0359,-0.5896,0.0914,3.6475,6.5596,2.5612,7.8976,0.0652,2.6769,23.8579,4.8844,13.6933,-1.2787,6.5292,2.6356,1.6234,4.3333,0.4528,1.3626,0.5586,0.41,0.5244,1.5776,3.0087,0.2749,2.4889,9.0523,-0.0717,0.1536,-2.1433,1.4059,1.0669,0.7589,0.5767,1.8226,3.1601,0.0555,15.5528,-0.68,-0.8374,0.9549,1100,0,0,0,1,DAVANTI_PANTALONI
0.0747,6.1846,2.4869,14.4151,-1.0831,-0.8887,33.0913,5.7525,34.6461,-0.8161,-0.0255,32.6626,5.7151,25.1588,-0.7646,7.3593,18.5758,4.31,19.1235,0.0531,-0.0841,-2.9288,0.0102,34.8319,-0.1208,-0.0035,0.4323,0.4351,0.577,1.0065,1.3347,1.326,0.1869,0.1893,0.3329,1.0131,1.7814,1.7583,0.4814,0.6875,-6.9888,1.4282,-14.5178,-10.1652,0.3627,0.4854,0.3426,1.338,0.9446,0.706,0.4161,0.573,0.7538,1.3771,1.8117,1.3156,0.0062,10.7811,-0.1828,-0.3407,-0.079,-0.2522,-0.1719,0.2745,3.4202,9.6503,3.1065,8.9335,0.0177,3.237,33.8506,5.8181,15.8723,-0.9132,5.217,3.2744,1.8095,5.5685,0.2078,1.0566,0.6556,0.6205,0.5339,1.7167,3.2153,0.2851,2.9472,10.3381,-0.0213,0.1104,-5.1881,1.0963,1.2939,1.1803,0.5628,1.6043,2.8504,0.0481,15.0539,-0.7486,-0.8145,0.9064,1100,0,0,0,1,DAVANTI_PANTALONI
-0.0603,4.292,2.0717,10.0369,-1.0869,-0.7194,21.9532,4.6854,26.8247,-1.496,-0.2277,13.4205,3.6634,15.0154,-0.8867,5.6278,8.5661,2.9268,15.6334,0.0697,0.0838,0.2648,-0.0107,3.1588,-0.1278,-0.0405,0.4422,0.5655,0.7078,1.279,1.6009,1.2517,0.1955,0.3198,0.501,1.6358,2.5628,1.5667,0.3251,0.7408,-4.462,2.2783,-13.7237,-6.0236,0.4475,0.6043,0.2862,1.3504,0.6395,0.4736,0.3742,0.6684,0.642,1.7865,1.7159,0.9605,0.0054,8.3134,0.2908,0.1511,-0.2237,-0.0734,-0.4026,0.1112,1.6436,8.3022,2.8814,9.0829,-0.1343,4.2543,18.2276,4.2694,15.5012,-1.0856,6.9227,0.9374,0.9682,3.2455,0.5886,0.3863,0.2374,0.6145,0.6749,2.976,4.4095,0.4555,8.8563,19.4441,0.1333,-0.2316,-1.7375,1.0774,1.015,0.9421,0.5859,2.7986,4.7762,0.0588,14.9543,-0.6817,-0.7987,0.8513,1100,0,0,0,1,DAVANTI_PANTALONI
