@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.367,2.6864,1.639,6.9885,-0.4438,-1.559,0.8964,0.9468,4.8197,-4.7527,0.4649,3.6454,1.9093,6.7834,-0.4811,2.9299,1.4251,1.1938,4.7746,0.1655,-0.2354,0.7895,0.1253,-3.3534,-0.5321,0.1587,1.7311,0.8585,1.373,0.4959,0.7931,1.5994,2.9969,0.7369,1.8851,0.2459,0.629,2.5579,0.5395,0.9749,-2.2685,1.8071,-4.2052,-2.327,5.7776,1.0569,0.846,0.1829,0.1464,0.8005,1.45,1.0302,1.4637,0.7105,1.0094,1.4207,0.0334,4.4188,0.5749,0.5584,0.6087,0.3921,-0.0117,0.5484,6.3136,3.5717,1.8899,6.4169,0.2442,2.3723,16.1097,4.0137,11.7479,-0.8228,5.5194,0.5992,0.7741,2.867,0.617,2.6613,1.1439,0.4298,0.4709,2.4416,5.1853,0.2217,5.9612,26.8869,-0.3911,0.4491,-1.1483,1.3174,1.1343,0.861,0.5462,2.2382,4.0976,0.1743,16.0572,-0.5611,-0.8205,0.1536,1100,0,0,0,1,DAVANTI_PANTALONI
3.2128,12.8057,3.5785,15.3331,-0.5133,-2.2907,11.8687,3.4451,10.9829,-2.9504,0.9508,17.2631,4.1549,16.0183,-1.1868,7.3345,4.6163,2.1486,8.9329,0.2294,-1.4026,3.379,0.438,-2.4091,-0.3123,0.1296,1.0387,0.8613,1.6655,0.8292,1.6034,1.9338,1.0789,0.7418,2.774,0.6875,2.571,3.7396,0.6341,0.5983,-1.9562,0.9436,-3.0852,-3.2697,3.6443,1.3832,0.8741,0.3795,0.2398,0.6319,1.3961,0.9572,1.7165,0.6856,1.2295,1.7932,0.0427,10.8751,0.6606,0.7076,0.0983,0.1764,-0.4898,0.1889,6.7295,1.4319,1.1966,3.5361,0.5814,-3.2826,17.7362,4.2114,12.4793,-1.6024,4.4679,0.9419,0.9705,2.6455,0.5753,-2.05,1.5062,-0.7347,0.2841,1.233,4.3394,0.0807,1.5202,18.8305,-0.6393,1.3707,-2.1441,1.7618,1.3562,0.7698,0.2834,1.3366,4.7171,0.0918,15.9706,0.4966,0.3966,0.9886,1100,0,0,0,1,DAVANTI_PANTALONI
4.9602,2.3097,1.5198,4.7969,0.2651,-1.9167,0.5281,0.7267,3.3105,?,-2.3736,1.1446,1.0698,4.123,?,6.0557,1.2224,1.1056,3.5526,0.5021,-2.5879,-2.0898,0.8191,0.8075,-0.3165,-0.392,2.0914,1.4206,1.3746,0.6793,0.6573,0.9676,4.3738,2.018,1.8895,0.4614,0.432,0.9363,-0.5227,-0.4197,0.4829,0.8029,-0.9239,-1.1507,0,0,0.9147,1,0,0,1.449,1.1634,1.3502,0.8029,0.9319,1.1606,0.5294,9.2505,0.0758,0.4664,0.8666,0.7025,-0.3861,-0.0021,3.9094,3.6877,1.9203,6.0527,0.1676,2.6206,0.4707,0.686,2.3555,0.3595,6.6263,0.5874,0.7664,2.9082,0.6345,1.4918,0.59,0.3955,2.7991,2.5056,0.8952,7.8351,6.2782,0.8013,0.9217,0.2414,0.2619,1.9772,0.9138,0.4622,2.5697,2.0813,0.8099,0.1847,13.1562,-0.9842,-0.9683,0.9952,125000,0,0,0,1,DAVANTI_PANTALONI
0.3364,0.0086,0.0925,0.3682,0.2696,-0.1846,0.0132,0.115,0.5265,-4.5825,0.517,0.0096,0.098,0.4371,0.3757,0.662,0.0077,0.0876,0.4378,0.4752,-1.8227,0.6506,0.5081,-0.3569,-0.2788,0.781,0.8041,0.9434,1.0554,1.1733,1.3125,1.1186,0.6465,0.8901,1.1138,1.3767,1.7227,1.2513,-0.3145,0.5168,0.3429,-1.6431,-1.0901,0.6634,5.346,0.7201,0.6043,0.1347,0.113,0.8392,0.6995,0.8425,0.8411,1.2045,1.2024,0.9983,0.0129,1.0424,0.1824,-0.2367,0.2552,-0.2787,-0.4938,0.804,-7.7089,0.0004,0.0193,7.7461,?,5.4017,0.0009,0.0301,0.1094,0.98,2.7623,0.0001,0.0115,0.0398,0.9857,-1.4271,-2.7908,1.9555,0.6408,1.6803,2.6221,0.4106,2.8233,6.8755,-1.4464,-2.8309,1.9571,0,0,1.9685,70.7909,194.5407,2.7481,0.1962,15.8728,0.9892,-0.3865,-0.5311,1100,0,0,0,1,DAVANTI_PANTALONI
0.3502,0.0165,0.1286,0.4961,0.1295,-0.1667,0.0111,0.1051,0.4777,-5.7894,0.4254,0.0074,0.086,0.4208,0.3649,0.5965,0.0106,0.1029,0.48,0.4464,-2.1008,0.8233,0.5871,-0.3919,-0.2795,0.7131,1.2236,1.4962,1.2503,1.2228,1.0219,0.8357,1.4971,2.2386,1.5633,1.4953,1.0442,0.6983,-0.1812,0.3053,0.1907,-1.6848,-1.0523,0.6246,8.1,0.8601,0.6572,0.1062,0.0811,0.7641,1.0385,1.1789,1.0335,1.1352,0.9952,0.8767,0.0115,0.9455,-0.2401,-0.0685,0.7509,-0.0022,-0.4632,0.5312,-6.7838,0.0003,0.0168,6.8149,?,6.356,0.0004,0.0205,0.0635,0.9901,3.133,0,0.0057,0.0181,0.9942,-1.0673,-2.1653,2.0287,0.8165,2.9305,3.5892,0.6667,8.5881,12.8823,-1.0786,-2.1807,2.0217,0,0,2.0303,107.3751,376.2594,3.5042,0.1962,16.2728,0.9978,-0.9749,-0.9584,1100,0,0,0,1,DAVANTI_PANTALONI
3.5434,9.6525,3.1068,13.7758,-0.8542,-0.8354,4.7294,2.1747,7.2969,-1.6066,0.8288,9.3422,3.0565,15.1454,-0.7568,5.9322,2.473,1.5726,8.4402,0.2178,-4.2415,4.2755,0.5973,-1.008,-0.1408,0.1397,1.4286,1.0165,1.9757,0.7115,1.3829,1.9436,2.041,1.0332,3.9032,0.5062,1.9124,3.7777,1.4111,0.9728,-2.6998,0.6893,-1.9132,-2.7754,2.6539,0.8617,0.6885,0.3247,0.2594,0.7989,1.8879,0.9096,1.6322,0.4818,0.8645,1.7944,0.0377,8.8479,0.2495,-0.4043,0.4175,-0.4981,0.4927,-0.3352,8.9567,0.3351,0.5789,2.1963,0.7749,-3.0245,5.1287,2.2647,8.0747,-2.7096,0.7956,0.7036,0.8388,3.1443,-0.0535,-2.9614,11.2585,-3.8017,0.2556,0.6902,2.7,0.0653,0.4763,7.2898,-1.2819,-47.3607,36.946,4.4824,3.269,0.7293,0.272,0.6985,2.568,0.0958,13.1644,0.8021,-0.207,0.3792,1100,0,0,0,1,DAVANTI_PANTALONI
0.231,0.0105,0.1026,0.4443,-0.0638,-0.1419,0.0182,0.1348,0.6989,-2.8208,0.2251,0.0102,0.1011,0.4967,-0.049,0.3897,0.0112,0.1059,0.4436,0.2813,-1.6282,1.0265,0.5928,-0.6305,-0.3641,0.5775,0.7612,1.0144,0.969,1.3326,1.2729,0.9552,0.5795,1.029,0.9389,1.7757,1.6203,0.9125,0.0516,1.1484,-0.1535,22.2387,-2.972,-0.1336,2.2831,0.8821,0.6766,0.3863,0.2963,0.767,0.6357,0.8945,1.0014,1.4072,1.5753,1.1195,0.007,0.6152,-0.015,-0.169,0.4818,-0.0046,-0.5299,0.5148,-8.5721,0,0.0027,8.5766,?,4.2595,0.0001,0.0089,0.0266,0.9938,2.1477,0.0001,0.0079,0.0235,0.9891,-2.0124,-3.9913,1.9833,0.3069,0.3463,1.1284,0.0942,0.1199,1.2734,-2.0202,-4.0157,1.9878,0,0,1.9785,321.8863,364.9422,1.1338,0.1962,14.9793,0.7793,-0.7915,-0.9175,1100,0,0,0,1,DAVANTI_PANTALONI
-0.0155,1.2121,1.1009,4.1218,-0.7274,-0.0935,0.7126,0.8442,3.3237,-1.1291,0.3786,2.8916,1.7005,5.7233,-1.2524,2.1493,0.3494,0.5911,2.3198,0.3204,0.1661,-0.041,-0.0072,-0.247,-0.0435,0.1762,1.3042,0.6474,1.8626,0.4964,1.4282,2.8769,1.7008,0.4192,3.4693,0.2465,2.0398,8.2765,0.9847,0.5454,-1.5872,0.5539,-1.6118,-2.9101,1.5285,0.9391,0.6991,0.6144,0.4574,0.7444,1.2401,0.7202,1.7768,0.5807,1.4327,2.4672,0.0077,3.2079,0.7763,0.3276,0.4197,0.3111,0.0421,-0.3044,8.1253,1.1138,1.0554,3.7207,0.6048,-0.2285,1.0826,1.0405,3.0706,-0.9315,5.0748,2.2105,1.4868,5.0753,0.3517,-35.5587,1.6011,-0.045,1.0143,0.7098,0.6998,1.0289,0.5039,0.4897,-3.845,2.0682,-0.5379,5.9223,1.2026,0.2031,1.2117,0.7331,0.605,0.1879,14.1622,-0.8915,-0.9799,0.8803,1100,0,0,0,1,DAVANTI_PANTALONI
-0.2798,4.1834,2.0453,7.4044,-1.0517,-0.4123,2.0455,1.4302,5.9443,-2.8147,0.5488,7.1935,2.6821,10.2122,-1.2375,3.5179,1.5961,1.2634,5.9129,0.2143,0.6787,-0.5098,-0.0795,-0.7512,-0.1172,0.156,1.4301,0.7626,1.619,0.5332,1.132,2.123,2.0452,0.5816,2.621,0.2843,1.2815,4.507,0.8654,0.672,-2.3531,0.7766,-2.7192,-3.5016,2.3159,0.7907,0.4795,0.3414,0.2071,0.6065,1.2456,0.725,1.2522,0.5821,1.0053,1.7271,0.0145,5.2336,0.2962,0.4863,0.0045,0.5324,-0.3947,0.0047,4.5912,6.667,2.5821,8.1323,-0.0027,-0.5677,4.5459,2.1321,5.7777,-1.9805,7.7502,3.5537,1.8851,5.7642,0.4075,-8.0872,0.5924,-0.0733,1.211,1.3697,1.131,1.4666,1.8761,1.2792,0.0056,-0.0054,-0.9686,4.1841,0.8338,0.1993,1.4075,1.4108,1.0023,0.177,14.3194,-0.9239,-0.926,0.9487,1100,0,0,0,1,DAVANTI_PANTALONI
3.156,19.8402,4.4542,13.2372,-0.3586,0.1623,16.8449,4.1042,13.8545,-0.7945,-0.8462,12.2416,3.4988,19.338,-4.2693,7.1366,8.6989,2.9494,14.5122,0.1586,19.4397,-3.7294,0.4422,-0.1918,0.0227,-0.1186,1.0853,1.2731,1.5102,1.173,1.3916,1.1863,1.1778,1.6207,2.2808,1.376,1.9364,1.4073,0.5696,0.223,-1.2772,0.3915,-2.2424,-5.728,1.262,2.6549,0.5649,2.1038,0.4476,0.2128,0.9554,0.6845,0.9121,0.7164,0.9547,1.3325,0.0352,10.54,-0.0133,-0.1321,0.7553,-0.4828,0.2862,-0.6262,9.1152,0.6834,0.8267,3.4191,0.6492,0.8083,5.8649,2.4218,7.2832,-0.2516,2.2391,0.8298,0.9109,3.8029,0.1943,11.2764,4.0709,0.361,0.3413,0.9075,2.6586,0.1165,0.8236,7.0683,-4.3213,6.899,-1.5965,1.6748,2.0648,1.2329,0.4695,0.8991,1.9152,0.0961,13.3139,-0.8654,-0.8501,0.6321,1100,0,0,0,1,DAVANTI_PANTALONI
