@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
0.0284,15.0329,3.8772,14.7194,-0.825,-0.968,23.1918,4.8158,23.0265,-1.1072,-0.6926,21.2108,4.6055,26.6596,-1.013,6.2185,22.1829,4.7099,17.4729,0.07,-0.0293,-0.0409,0.0046,1.3976,-0.1557,-0.1114,0.8051,0.8419,0.8232,1.0457,1.0225,0.9778,0.6482,0.7087,0.6777,1.0934,1.0455,0.9562,0.55,0.496,-5.0628,0.9018,-9.2059,-10.2078,0.7381,0.609,0.4293,0.8251,0.5816,0.7049,0.6392,0.5521,0.8424,0.8637,1.3178,1.5258,0.0233,9.3623,-0.4162,-0.1604,0.4141,0.8249,-0.3528,-0.2183,-0.5377,0.0215,0.1466,0.7181,?,0.3617,0.0297,0.1725,0.4656,0.2332,-0.51,0.0373,0.193,0.6522,?,-1.4866,1.0544,-0.7093,0.8502,0.7597,0.8935,0.7228,0.5771,0.7984,-5.0712,1.1009,-0.2171,0,1,0,1.5422,1.1009,0.7139,0.0165,1.4094,0.9862,0.7559,0.7313,0,0,0,0,0,DESTRA_PANTALONI
0.061,16.1802,4.0225,24.6978,-1.2615,-0.9715,17.391,4.1703,16.3769,-2.3358,0.1106,16.976,4.1202,18.8712,-1.2506,6.0477,14.9322,3.8642,15.3681,0.0853,-0.0628,0.552,0.0101,-8.7851,-0.1606,0.0183,0.9646,0.9763,1.0409,1.0122,1.0792,1.0662,0.9304,0.9531,1.0836,1.0244,1.1647,1.1369,1.2014,1.3138,-9.6078,1.0936,-7.9972,-7.313,2.2245,1.3025,0.65,0.5855,0.2922,0.499,1.5081,1.3088,1.6071,0.8678,1.0656,1.2279,0.0196,9.2296,-0.3649,-0.2397,-0.0518,0.1663,-0.6477,-0.2582,0.1121,0.0857,0.2927,0.7589,-1.0773,0.3203,0.253,0.503,1.2273,-0.7693,-0.3208,0.4076,0.6385,1.6653,-1.0278,0.3498,-0.3493,-0.9986,0.5818,0.4584,0.7878,0.3385,0.2101,0.6207,0.7376,0.4663,0.6322,0.5267,0.4449,0.8447,0.6184,0.4557,0.737,0.0095,1.6059,0.9868,-0.9357,-0.9773,0,0,0,0,0,DESTRA_PANTALONI
0.1908,0.3903,0.6247,2.761,-1.3923,-0.2008,0.3422,0.585,2.1423,-0.9635,0.6126,0.055,0.2345,0.923,0.1169,1.0503,0.1363,0.3691,1.7495,0.1341,-0.9503,0.3115,0.1817,-0.3278,-0.1912,0.5832,1.0679,2.6643,1.6924,2.4948,1.5847,0.6352,1.1405,7.0984,2.8642,6.224,2.5114,0.4035,1.5285,-13.1556,-5.9294,-8.6066,-3.8791,0.4507,1.0578,1.1043,0.5712,1.044,0.54,0.5173,1.2888,2.9914,1.5782,2.3211,1.2245,0.5276,0.0132,1.6544,-0.8459,0.1542,-0.1431,-0.0973,0.0373,0.371,0.599,0.0001,0.0105,0.0332,0.9456,-0.2128,0.0006,0.0245,0.2598,?,-0.7067,0.0001,0.0117,0.7232,?,-2.8149,-0.8476,0.3011,0.4288,0.8992,2.0972,0.1838,0.8086,4.3982,-2.2222,-0.7982,0.3592,0,0,1,0.1279,0.046,0.3592,0.0186,1.5186,0.9925,0.8985,0.9408,4.1432,0,0,0,1,DESTRA_PANTALONI
-0.3688,2.3075,1.5191,5.6371,-0.906,-1.0597,2.6267,1.6207,5.0445,-2.1054,0.0664,1.6023,1.2658,5.1137,-1.1983,2.6276,0.8954,0.9463,3.0496,0.2935,0.348,-5.5587,-0.1404,-15.9715,-0.4033,0.0253,0.9373,1.2001,1.6053,1.2804,1.7128,1.3377,0.8785,1.4402,2.5771,1.6394,2.9335,1.7894,0.7835,0.9613,-2.1152,1.2269,-2.6997,-2.2004,1.8207,1.2714,0.6852,0.6983,0.3763,0.5389,1.1175,1.1024,1.8485,0.9865,1.6541,1.6768,0.022,4.0252,-0.1,-0.2157,0.1654,0.009,-0.8569,-0.0664,-0.3256,0.0055,0.0739,0.4434,?,-0.519,0.0036,0.0599,0.6056,?,0.0107,0.0004,0.0205,0.0726,-0.2343,0.6273,-30.3387,-48.3626,1.2342,3.5967,2.9141,1.5233,12.9361,8.4921,0.7322,32.1624,43.9241,1,0,0,0.7322,6.1051,8.3378,0.012,0.8627,-0.9866,-0.9595,0.9515,4.1499,0.0006,0.0239,0.0983,0.9768,DESTRA_PANTALONI
0.2138,1.9537,1.3977,5.7913,-0.9198,-0.5259,0.5472,0.7397,3.5021,-2.2182,0.5535,4.525,2.1272,8.1664,-0.7832,2.5395,1.2057,1.098,4.096,0.1294,-0.4066,0.3864,0.0842,-0.9502,-0.2071,0.218,1.8895,0.6571,1.2729,0.3477,0.6737,1.9373,3.5704,0.4318,1.6204,0.1209,0.4538,3.753,1.1494,0.7736,-4.5564,0.673,-3.964,-5.8902,2.7721,0.6587,0.6412,0.2376,0.2313,0.9734,1.6537,0.7092,1.4139,0.4288,0.855,1.9938,0.0155,3.6364,0.2249,0.2013,0.1087,0.0385,-0.4921,0.3941,0.2479,0.1704,0.4128,1.1403,-1.0977,-0.0235,0.0034,0.0585,0.1985,-1.453,0.5386,0.449,0.6701,1.7764,-0.8846,-10.5352,0.4603,-0.0437,7.0576,0.6161,0.0873,49.8101,0.3795,0.0076,5.0756,0.7156,0.141,6.7186,0.5767,0.0858,5.7454,0.6419,0.1117,0.0116,1.3838,-0.3908,0.9747,-0.2294,4.8237,0.2929,0.5412,1.7462,0.7035,DESTRA_PANTALONI
1.5816,17.5416,4.1883,17.1512,-0.6709,-3.0419,19.1671,4.378,14.5251,-1.8994,-1.0091,8.0144,2.831,11.8602,-0.9901,6.9755,8.8392,2.9731,10.2199,0.112,-0.52,-1.5674,0.2267,3.0145,-0.4361,-0.1447,0.9567,1.4794,1.4087,1.5465,1.4726,0.9522,0.9152,2.1888,1.9845,2.3916,2.1684,0.9067,0.7237,1.1671,-5.3404,1.6126,-7.3793,-4.5759,2.049,1.7224,0.8919,0.8406,0.4353,0.5178,1.1808,1.4461,1.6782,1.2247,1.4213,1.1605,0.0715,9.6925,0.1336,0.4459,0.5098,-0.2148,-0.4866,0.3253,-0.1308,0.0536,0.2316,0.5965,-3.3927,-0.2777,0.0029,0.0538,0.3929,?,-0.78,0.0231,0.1521,0.8967,?,0.471,0.1677,0.356,4.3008,1.5228,0.3541,18.4968,2.3189,0.1254,1.1726,0.5138,0.4381,0,0,1,1.5182,0.6652,0.4381,0.0168,1.2752,0.9185,-0.9011,-0.9912,0.8,1.76,1.3266,4,0,DESTRA_PANTALONI
-0.2709,6.4485,2.5394,9.5606,-1.2136,-0.8458,6.9079,2.6283,11.6983,-2.566,0.1441,22.0704,4.6979,22.0649,-0.5484,5.1665,9.544,3.0893,13.8434,0.0502,0.3203,-1.8794,-0.0524,-5.8679,-0.1637,0.0279,0.9662,0.5405,0.822,0.5595,0.8508,1.5207,0.9335,0.2922,0.6757,0.313,0.7238,2.3125,0.6227,0.6707,-7.1596,1.0772,-11.4982,-10.6745,1.3166,0.3031,0.2963,0.2302,0.2251,0.9777,0.8173,0.4333,0.6906,0.5302,0.845,1.5939,0.0184,7.7269,-0.5602,-0.615,0.1305,0.0919,-0.4706,0.32,-0.7503,0.0025,0.0504,0.8124,?,-0.0539,0.0053,0.073,0.226,-2.768,-0.225,0.0012,0.0343,0.2702,?,13.9142,3.3345,0.2396,0.6908,1.4708,2.1291,0.4772,2.1634,4.5331,4.8931,3.0065,0.6144,0,1,0,3.5945,3.0065,0.8364,0.016,1.0483,0.9221,0.0203,-0.3215,2,0,0,0,1,DESTRA_PANTALONI
4.2688,8.708,2.9509,11.7639,-0.1166,-2.6747,27.4192,5.2363,15.2099,-1.6629,5.6116,19.7395,4.4429,13.3072,-0.1474,10.3203,6.2255,2.4951,10.675,0.2975,-1.596,0.7607,0.4136,-0.4766,-0.2592,0.5437,0.5636,0.6642,1.1827,1.1786,2.0987,1.7807,0.3176,0.4411,1.3988,1.3891,4.4043,3.1707,0.1293,0.7181,-0.2717,5.5546,-2.1015,-0.3783,1.8446,0.9085,0.6934,0.4925,0.3759,0.7632,0.7734,0.884,1.102,1.143,1.4248,1.2466,0.1539,15.4872,0.8402,0.4263,0.3707,0.1186,-0.0737,0.8573,-0.3869,0.0097,0.0986,0.507,?,0.1131,0.056,0.2366,0.7461,-0.7364,-0.6907,0.0078,0.0885,0.8405,?,-3.4224,0.5602,-0.1637,0.4167,1.1142,2.6736,0.1737,1.2414,7.1482,1.6023,0.6032,0.3765,0,1,0,0.6795,0.6032,0.8876,0.0163,1.3086,0.4794,0.2953,0.9609,17.6327,49.1712,7.0122,25,0.0385,DESTRA_PANTALONI
2.8392,5.4105,2.326,7.4136,-0.0179,-4.8313,6.8006,2.6078,10.8458,-41.4215,-0.8764,24.2738,4.9268,15.8649,-1.0629,8.133,2.5108,1.5846,6.3095,0.4787,-0.5877,-3.2395,0.3491,5.5125,-0.594,-0.1078,0.892,0.4721,1.4679,0.5293,1.6457,3.1093,0.7956,0.2229,2.1548,0.2802,2.7085,9.6676,0.0123,0.016,-0.0225,1.2956,-1.828,-1.411,28.4865,0.947,0.6018,0.0332,0.0211,0.6354,0.6835,0.4673,1.175,0.6836,1.719,2.5145,0.1134,12.2571,0.1272,0.8188,0.5391,-0.3361,-0.5644,0.6221,-0.4627,0.0723,0.2688,0.8055,-10.9764,-0.1021,0.0042,0.0645,0.2219,-6.4084,-0.5807,0.0314,0.1771,0.7939,?,4.5328,0.7969,0.1758,4.1705,1.5176,0.3639,17.3932,2.303,0.1324,3.8456,0.9299,0.2418,2.2452,0,0,3.6296,1.0146,0.2795,0.015,1.1547,-0.2825,-0.9338,0.5235,11.4349,60.6835,7.79,22.6253,0.1533,DESTRA_PANTALONI
0.2348,19.7623,4.4455,24.1505,-0.2688,-1.6167,5.6662,2.3804,11.5561,-1.7538,-0.9855,10.9487,3.3089,22.0158,-0.4034,5.2229,12.7392,3.5692,23.6496,0.0414,-0.1452,-0.2382,0.0449,1.6405,-0.3096,-0.1887,1.8675,1.3435,1.2455,0.7194,0.6669,0.9271,3.4877,1.805,1.5513,0.5175,0.4448,0.8595,0.6952,0.8085,-5.0088,1.163,-7.205,-6.1949,4.5358,1.2133,0.7715,0.2675,0.1701,0.6359,2.0898,1.097,1.0212,0.5249,0.4886,0.9309,0.0406,8.0916,0.5326,0.6826,0.4738,0.2985,-0.0619,0.4805,-0.2145,0.0546,0.2336,0.6559,-1.7066,0.053,0.0259,0.161,0.4779,-0.7003,-0.2882,0.7153,0.8457,1.8906,-0.9871,-4.0443,0.7442,-0.184,1.4505,0.2762,0.1904,2.104,0.0763,0.0363,2.1009,0.4403,0.2096,0.8621,0.2547,0.2954,1.3723,0.3469,0.2528,0.0077,1.3186,0.8353,0.9748,0.901,0.2128,0.1675,0.4093,1,0,SINISTRA_PANTALONI
-0.1242,0.0446,0.2112,0.7783,-2.7844,-0.1459,0.0367,0.1916,0.6574,-1.7434,-0.1334,0.066,0.2569,0.9976,-3.0167,0.4131,0.0312,0.1766,0.7401,0.1661,0.851,0.9312,-0.3007,1.0942,-0.3533,-0.3229,1.1026,0.822,1.1961,0.7455,1.0848,1.455,1.2157,0.6758,1.4306,0.5558,1.1767,2.117,1.3708,0.7643,-3.8849,0.5576,-2.8341,-5.0828,0.8583,0.8281,0.2317,0.9649,0.27,0.2798,1.1839,0.7802,1.0516,0.659,0.8882,1.3478,0.005,0.6382,-0.4682,0.6096,-0.7359,-0.2017,0.2969,-0.878,-0.1779,0.0071,0.0841,0.319,?,-0.7558,0.0004,0.0199,0.776,?,-0.4023,0.0019,0.0433,0.4826,?,0.2354,0.4422,1.8785,4.2358,1.9446,0.4591,17.9421,3.7814,0.2108,0.4111,0.661,1.6078,1,1,1,0.4111,0.661,1.6078,0.0186,1.336,-0.9681,0.9957,-0.9869,0,0,0,0,0,SINISTRA_PANTALONI
0.3671,3.8832,1.9706,7.779,-1.8062,-2.1536,5.7999,2.4083,9.1851,-4.6084,-0.0276,4.5494,2.1329,11.5534,-0.539,3.7735,4.7668,2.1833,8.3479,0.0771,-0.1704,-13.3067,0.0973,78.0688,-0.5707,-0.0073,0.8182,0.9239,0.9026,1.1291,1.1031,0.9769,0.6695,0.8536,0.8146,1.2749,1.2167,0.9544,0.6634,1.2374,-7.1814,1.8652,-10.825,-5.8036,1.6926,0.3693,0.3065,0.2182,0.1811,0.83,0.8469,0.6733,0.9319,0.795,1.1003,1.384,0.0475,5.6625,0.634,0.0234,-0.5725,0.0469,-0.8309,0.2137,0.1921,0.2675,0.5172,1.1972,-0.9561,0.2052,0.1109,0.333,0.8291,-0.6331,0.2177,0.4861,0.6972,1.5489,-1.099,0.9365,0.8827,0.9426,1.5529,0.7418,0.4777,2.4114,0.5502,0.2282,1.8205,0.7216,0.3964,1.2055,0.8294,0.688,1.4439,0.7729,0.5353,0.0077,1.6588,0.9742,0.9941,0.9872,0,0,0,0,0,SINISTRA_PANTALONI
0.9243,1.3981,1.1824,4.5478,-0.2303,-0.5687,0.5914,0.769,2.4183,-1.4026,-0.083,0.0783,0.2799,1.3112,-5.5615,1.6016,0.6873,0.8291,3.2301,0.158,-1.6254,-11.1318,0.5771,6.8488,-0.3551,-0.0518,1.5376,4.2249,1.4262,2.7477,0.9276,0.3376,2.3643,17.8496,2.0341,7.5497,0.8604,0.114,0.6031,0.7662,-1.4047,1.2703,-2.329,-1.8334,3.6724,18.498,0.9635,5.0371,0.2624,0.0521,1.8806,3.4686,1.408,1.8444,0.7487,0.4059,0.0242,2.0561,0.7454,-0.123,0.9299,-0.6046,0.7588,-0.2122,-0.1988,0.0002,0.0154,0.2228,?,-0.6783,0.0001,0.0075,0.6863,?,-0.4878,0,0.0043,0.4937,?,0.2932,0.4077,1.3906,2.0531,3.5484,1.7283,4.2154,12.5915,2.987,0.3247,0.4514,1.3903,1,1,1,0.3247,0.4514,1.3903,0.0191,1.3649,-0.9899,-0.9738,0.964,0,0,0,0,0,SINISTRA_PANTALONI
1.0172,8.3621,2.8917,12.8381,-0.2219,-0.8985,1.348,1.161,5.4284,-1.9706,0.4766,5.8622,2.4212,10.8466,-0.862,3.4557,5.6998,2.3874,12.0515,0.0391,-1.1322,2.1343,0.2944,-1.8852,-0.26,0.1379,2.4907,1.1943,1.2112,0.4795,0.4863,1.0141,6.2034,1.4264,1.4671,0.2299,0.2365,1.0285,0.6473,0.4642,-4.7542,0.7171,-7.3441,-10.2412,5.7497,1.8037,0.8378,0.3137,0.1457,0.4645,2.365,1.1836,1.0653,0.5005,0.4504,0.9,0.0306,5.0792,-0.0816,0.3828,0.8062,-0.3954,-0.161,0.4114,-0.1205,0.0011,0.0335,0.1607,?,-0.2274,0.0099,0.0994,0.5485,?,-0.6576,0.0276,0.166,0.8797,?,0.53,0.1832,0.3458,0.3372,0.2018,0.5985,0.1137,0.0407,0.3581,0.293,0.1827,0.6236,1,1,1,0.293,0.1827,0.6236,0.015,1.0055,-0.3574,-0.1422,-0.8408,4,0,0,0,1,SINISTRA_PANTALONI
0.0595,1.0023,1.0012,4.3063,-0.6219,0.0789,0.2606,0.5105,1.8257,-0.7067,-0.0943,0.3804,0.6168,2.8264,-1.0466,1.1733,0.2853,0.5341,2.3142,0.1784,0.7545,-0.6308,0.0507,-0.8361,0.0672,-0.0804,1.9612,1.6233,1.8745,0.8277,0.9558,1.1548,3.8461,2.635,3.5139,0.6851,0.9136,1.3335,2.1844,1.1425,-3.2865,0.523,-1.5046,-2.8767,2.482,1.9224,0.9426,0.7746,0.3798,0.4903,2.3587,1.5236,1.8608,0.6459,0.7889,1.2214,0.0029,1.7156,0.2141,-0.4684,0.479,-0.1499,0.408,-0.1974,-0.1649,0.0007,0.0259,0.2022,?,-0.6983,0,0.0052,0.7063,?,-0.5143,0,0.0069,0.5342,?,0.2361,0.3206,1.3577,5.0122,3.7253,0.7432,25.1218,13.8775,0.5524,0.2863,0.3785,1.3222,1,1,1,0.2863,0.3785,1.3222,0.0188,1.3775,-0.9177,0.7821,-0.9167,0,0,0,0,0,SINISTRA_PANTALONI
-2.6024,19.4942,4.4152,17.8501,-1.9096,-1.5398,21.1576,4.5997,13.4358,-1.53,-0.3825,8.2004,2.8636,11.8501,-1.1277,7.2805,5.1364,2.2664,11.5376,0.0858,1.6902,6.8044,-0.3575,4.0259,-0.2115,-0.0525,0.9599,1.5418,1.9481,1.6063,2.0296,1.2635,0.9214,2.3772,3.7953,2.5801,4.1191,1.5965,1.4418,1.8653,-10.8165,1.2937,-7.5019,-5.7988,1.1552,1.1015,0.4861,0.9535,0.4208,0.4413,1.3285,1.5063,1.5471,1.1338,1.1645,1.0271,0.0635,10.8807,-0.9142,-0.3791,-0.3121,0.5689,0.123,-0.2666,0.4543,0.0076,0.0869,0.3259,0.4262,0.024,0.0214,0.1463,0.4027,-1.0743,-0.7883,0.0026,0.0511,0.8711,?,18.9542,-0.5763,-0.0304,0.5941,1.7013,2.8636,0.353,2.8945,8.2001,-1.1605,-0.2778,0.2394,2.9253,0,0,0.8092,0.3741,0.4623,0.019,1.3794,0.6778,-0.0189,-0.7464,205.5625,11245.1182,106.043,303,0.1416,SINISTRA_PANTALONI
0.2514,3.5094,1.8733,7.4142,-1.1117,-2.2122,1.5899,1.2609,5.2789,-6.7503,0.3175,3.1773,1.7825,8.1881,-1.1293,3.5088,1.0228,1.0113,4.5285,0.229,-0.1137,0.7918,0.0717,-6.9666,-0.6305,0.0905,1.4857,1.051,1.8524,0.7074,1.2468,1.7625,2.2073,1.1045,3.4312,0.5004,1.5545,3.1065,0.8489,0.8988,-2.9015,1.0588,-3.4179,-3.2282,5.1548,0.913,0.5978,0.1771,0.116,0.6547,1.4045,0.9055,1.6372,0.6447,1.1657,1.8081,0.0459,5.3547,-0.251,-0.4215,-0.0198,-0.1987,-0.5874,0.1048,-0.4379,0.0115,0.1073,0.5864,?,0.4472,0.0015,0.0382,0.1432,0.734,0.4609,0.003,0.0544,0.2048,0.6187,-0.9792,-0.9502,0.9704,2.8081,1.9728,0.7026,7.8853,3.892,0.4936,-1.4839,-1.7647,1.1892,0,0,1.0024,4.0955,2.8637,0.6992,0.0162,1.3461,-0.8376,0.8302,-0.9949,2,0,0,0,1,SINISTRA_PANTALONI
-5.2987,1.2366,1.112,6.7988,?,-3.1342,1.6961,1.3023,5.123,?,-2.3707,0.6174,0.7857,4.0078,?,6.7509,1.4948,1.2226,4.1341,0.498,1.6906,2.235,-0.7849,1.322,-0.4643,-0.3512,0.8539,1.4153,0.9095,1.6575,1.0652,0.6427,0.7291,2.003,0.8272,2.7473,1.1347,0.413,1.3271,1.6964,-1.6575,1.2783,-1.2489,-0.9771,1,1,0,1,0,0,1.3271,1.6964,1.6446,1.2783,1.2392,0.9694,0.5997,10.8036,0.2097,-0.348,-0.7149,0.5802,-0.8076,-0.3141,0.2371,0.0002,0.0151,0.0783,0.7093,0.427,0.026,0.1614,0.5173,0.1574,-0.4366,0.0116,0.1078,0.6353,?,0.5552,-0.543,-0.9781,0.0934,0.1398,1.4966,0.0087,0.0196,2.2397,1.9776,-0.3008,-0.1521,0.4388,0,0,0.1513,0.1232,0.8142,0.0149,1.1006,0.621,-0.6413,-0.9608,18.5455,68.4297,8.2722,24,0,SINISTRA_PANTALONI
