@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.1128,6.0101,2.4516,15.8467,-1.5634,2.5192,21.949,4.685,29.3478,-0.3613,8.9336,14.9185,3.8624,21.688,-0.025,10.795,12.5138,3.5375,22.4535,0.1693,0.0448,0.0126,0.0105,0.282,0.2334,0.8276,0.5233,0.6347,0.693,1.213,1.3244,1.0919,0.2738,0.4029,0.4803,1.4713,1.754,1.1922,1.2408,18.2783,-2.1114,14.7306,-1.7016,-0.1155,0.2867,0.2922,0.2287,1.0189,0.7976,0.7828,0.54,0.7307,0.7058,1.3532,1.3071,0.9659,0.0668,14.8747,-0.0324,-0.4365,-0.4008,-0.3155,0.2088,0.7185,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PANTALONI
-0.0649,6.5545,2.5602,17.4084,-0.7368,-2.2907,32.7411,5.722,36.1004,-1.0305,9.4062,13.0156,3.6077,20.0915,-0.1026,11.6647,9.9733,3.1581,19.114,0.2372,0.0283,-0.0069,-0.0056,-0.2435,-0.1964,0.8064,0.4474,0.7096,0.8107,1.586,1.8119,1.1424,0.2002,0.5036,0.6572,2.5155,3.2829,1.305,0.4031,3.9488,-1.2428,9.7959,-3.0831,-0.3147,0.5637,0.5501,0.4,0.9758,0.7096,0.7272,0.4822,0.8665,0.9108,1.7968,1.8887,1.0511,0.0672,16.5139,0.6791,0.2521,0.035,0.291,-0.1404,0.5797,-0.0481,0.483,0.695,3.2999,-0.9701,-0.3412,3.0029,1.7329,7.3756,-1.3354,0.6756,4.1682,2.0416,8.5985,-0.8323,0.141,-0.0712,-0.505,0.401,0.3404,0.8488,0.1608,0.1159,0.7204,0.3853,0.416,1.0798,0.5304,0.3569,0.673,0.4474,0.3838,0.8578,0.0053,3.6537,-0.2475,0.4834,0.0112,?,?,?,?,?,PANTALONI
-0.4154,0.4504,0.6711,2.9382,-1.6772,3.4762,2.4404,1.5622,7.8522,0.1023,9.3679,0.5037,0.7098,3.1765,0.701,10.121,0.9732,0.9865,5.5538,0.5778,-0.1195,-0.0443,-0.041,0.3711,0.3435,0.9256,0.4296,0.9456,0.6803,2.201,1.5835,0.7195,0.1846,0.8941,0.4628,4.8444,2.5075,0.5176,-2.0578,-0.2472,-0.2422,0.1201,0.1177,0.9799,0.1255,0.1033,0.0834,0.8233,0.6649,0.8077,0.3742,0.925,0.5291,2.472,1.4139,0.572,0.0763,13.4644,-0.2795,0.0973,-0.1673,0.1038,0.7334,0.7442,0.7043,0.5831,0.7636,2.8246,-0.0105,-1.3102,1.8329,1.3538,4.4214,-179.95,0.1622,0.1141,0.3378,1.4087,-0.4252,-0.5375,4.341,-8.0759,0.564,2.2603,4.0074,0.3181,5.1088,16.0595,0.0067,0.0698,10.4622,114.4,2.8282,0.0247,0.6389,2.0052,3.1388,0.0114,2.2702,-0.8135,0.519,-0.2548,?,?,?,?,?,PANTALONI
0.09,0.7897,0.8886,6.779,-1.1699,7.2726,8.954,2.9923,23.7041,-0.8226,10.3882,1.319,1.1485,10.2268,0.2437,13.0022,2.8179,1.6787,9.068,0.4613,0.0124,0.0087,0.0069,0.7001,0.5593,0.799,0.297,0.7738,0.5294,2.6055,1.7826,0.6842,0.0882,0.5987,0.2802,6.7885,3.1776,0.4681,0.3416,-1.1093,-0.4707,-3.2471,-1.3778,0.4243,0.2402,0.231,0.1856,0.9618,0.7726,0.8033,0.286,0.6629,0.7476,2.3178,2.614,1.1278,0.084,18.3973,-0.6368,-0.49,-0.6747,0.4504,0.7857,0.6279,0.256,0.4066,0.6377,5.4646,-0.1019,0.2291,0.468,0.6841,5.6213,-0.7668,0.0014,0.1276,0.3571,1.9995,-0.938,1.1173,184.1152,164.7908,0.9322,1.7855,1.9154,0.869,3.1881,3.6689,0.2071,0.522,2.5209,1.5588,4.8068,3.0837,0.9721,2.7329,2.8113,0.0023,0.8715,0.6209,0.2468,-0.2136,?,?,?,?,?,PANTALONI
0.307,0.0159,0.1261,0.6818,-0.0114,5.613,0.0505,0.2248,1.1991,0.8097,9.594,0.0114,0.107,0.5399,0.9454,11.1218,0.028,0.1674,1.056,0.9099,0.0547,0.032,0.0276,0.5851,0.5047,0.8626,0.5611,1.179,0.7533,2.1012,1.3425,0.6389,0.3149,1.3901,0.5675,4.415,1.8024,0.4082,-0.0015,-0.0008,-0.0007,0.5459,0.4783,0.876,0.107,0.0682,0.0575,0.6374,0.5374,0.8432,0.5686,1.2628,0.6456,2.2209,1.1355,0.5113,0.0741,15.5141,-0.4595,-0.0337,-0.3074,0.3331,0.8522,0.7767,-0.0187,0.0001,0.0111,0.049,-45.0025,0.0325,0.0001,0.0117,0.0661,0.1268,0.0003,0.0001,0.0092,0.0448,-0.8261,-0.5734,-57.1345,99.6455,0.947,1.2008,1.2679,0.8969,1.4418,1.6076,-5.0001,2.3684,-0.4737,0.0141,0.0435,3.087,0.7419,1.0952,1.4762,0.0003,0.0582,-0.3785,-0.1823,0.6013,?,?,?,?,?,PANTALONI
-0.1281,1.6312,1.2772,6.8711,-1.0893,3.6375,1.8319,1.3535,7.35,-0.0377,9.3811,2.2474,1.4991,8.6118,0.3204,10.2237,2.4393,1.5618,9.0096,0.3535,-0.0352,-0.0137,-0.0125,0.3878,0.3558,0.9176,0.9436,0.8519,0.8178,0.9028,0.8666,0.9599,0.8904,0.7258,0.6687,0.8151,0.751,0.9214,13.4009,-0.8823,-0.7272,-0.0658,-0.0543,0.8242,0.4643,0.2595,0.236,0.5589,0.5082,0.9093,0.9348,0.7979,0.7626,0.8535,0.8158,0.9558,0.0666,13.9528,0.8077,0.2505,0.4709,0.3354,0.5992,0.9416,0.392,0.7314,0.8552,3.7934,-0.1533,-1.0652,3.5306,1.879,7.6272,-8.7493,0.144,0.5057,0.7112,3.5493,-0.5205,-0.368,2.7226,-7.3988,0.4551,1.2025,2.6422,0.2072,1.4461,6.981,0.0737,0.4149,5.6333,4.2044,1.4091,0.3352,0.4973,1.0688,2.1489,0.0076,2.0357,-0.6659,0.4974,-0.745,?,?,?,?,?,PANTALONI
0.3481,1.7209,1.3118,7.7143,-0.5516,6.5816,8.6742,2.9452,10.9392,0.1731,9.3934,3.3495,1.8302,9.2481,0.3009,11.7875,6.4762,2.5448,12.8999,0.304,0.0529,0.0371,0.0295,0.7007,0.5584,0.7969,0.4454,0.7168,0.5155,1.6093,1.1573,0.7192,0.1984,0.5138,0.2657,2.5897,1.3394,0.5172,-1.198,-0.689,-0.4867,0.5752,0.4063,0.7064,0.3758,0.3758,0.2682,1,0.7137,0.7137,0.7052,0.8341,0.598,1.1829,0.848,0.7169,0.076,17.0319,-0.3429,0.1413,-0.1911,0.1772,0.8193,0.7037,0.6685,0.6162,0.785,2.6358,-0.0287,-0.7442,1.4381,1.1992,6.1329,-2.8514,0.0597,0.4125,0.6423,2.9002,-0.4566,-0.8982,11.189,-12.4568,0.6546,1.2222,1.8671,0.4285,1.4938,3.4861,0.0162,0.0809,4.9941,1.6091,1.2869,0.7998,0.4298,0.9089,2.1147,0.0066,1.9064,-0.4243,0.4609,0.1225,?,?,?,?,?,PANTALONI
0.1674,0.0081,0.0899,0.4469,-0.258,6.1484,0.0279,0.1671,0.7624,0.883,9.6266,0.0042,0.0649,0.3515,0.9641,11.4251,0.0093,0.0964,0.4763,0.9593,0.0272,0.0174,0.0147,0.6387,0.5381,0.8426,0.5376,1.3841,0.9326,2.5746,1.7347,0.6738,0.289,1.9157,0.8697,6.6283,3.0091,0.454,-0.0159,-0.0097,-0.0082,0.6093,0.5121,0.8405,0.0545,0.0363,0.0303,0.6653,0.5564,0.8363,0.5862,1.2714,0.9383,2.1691,1.6008,0.738,0.0762,15.9447,-0.3163,0.1011,-0.227,-0.1761,0.8286,0.4062,0.0109,0.001,0.0316,0.1738,-0.5806,-0.0148,0.0006,0.0235,0.128,-2.6754,-0.0224,0.0003,0.0159,0.0834,-8.1,-0.7375,-0.489,0.663,1.3414,1.9865,1.4809,1.7995,3.9463,2.193,0.6852,0.8601,1.2551,3.1579,12,3.8,1.358,2.0842,1.5348,0.0002,0.0696,-0.6773,-0.1022,0.1416,71.6245,0.0131,0.1146,0.2797,0.9961,PANTALONI
-0.0024,7.4067,2.7215,17.1996,-1.6606,7.6246,13.172,3.6293,18.5993,-0.4704,9.417,10.7859,3.2842,17.8132,0.0535,13.0844,6.9773,2.6415,17.5748,0.0818,-0.0003,-0.0003,-0.0002,0.8097,0.5827,0.7197,0.7499,0.8287,1.0303,1.1051,1.374,1.2433,0.5623,0.6867,1.0616,1.2212,1.8878,1.5459,1.804,-10.6591,-6.8579,-5.9084,-3.8014,0.6434,0.5111,0.3435,0.3378,0.6721,0.6609,0.9833,0.9247,0.9656,0.9786,1.0441,1.0583,1.0136,0.0802,19.2691,0.4983,-0.1502,-0.0151,0.1415,0.4405,0.8562,0.2069,0.2202,0.4693,2.7416,-1.0135,-0.8353,1.8411,1.3569,6.3518,-4.1616,0.6724,2.7206,1.6494,5.8707,-0.1563,-0.2477,0.3077,-1.2423,0.3459,0.2845,0.8226,0.1196,0.081,0.6767,0.2695,1.739,6.4538,1.1065,0.2682,0.2424,0.4316,0.467,1.0819,0.0072,2.2729,0.2168,-0.3489,-0.882,73.1358,0,0.0001,0,1,PANTALONI
0.4249,0.0296,0.172,0.995,-0.0163,-7.1129,0.2639,0.5137,9.7105,?,9.6946,0.0308,0.1754,1.0015,0.9029,12.0379,0.1705,0.4129,3.1076,0.7804,-0.0597,0.0438,0.0353,-0.7337,-0.5909,0.8053,0.3349,0.9809,0.4167,2.9289,1.2441,0.4248,0.1122,0.9622,0.1736,8.5787,1.5478,0.1804,0.0016,-0.0017,-0.0014,-1.0425,-0.8793,0.8435,0,0.0949,0.0692,0,0,0.729,0.1025,0.9935,0.3202,9.6959,3.1247,0.3223,0.0797,17.2326,0.0457,-0.1137,-0.0565,-0.6179,-0.9631,0.8045,0.1329,0.0162,0.1272,0.5542,-0.04,0.0607,0.0098,0.0989,0.5255,-0.6217,0.0437,0.008,0.0894,0.3762,-0.3026,2.1886,3.0412,1.3895,1.2854,1.4215,1.1059,1.6523,2.0207,1.223,0.1058,0.2439,2.3049,1.6447,1.845,1.1218,1.0548,1.4731,1.3966,0.001,0.2878,0.1124,0.5221,-0.1648,?,?,?,?,?,PANTALONI
