@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.0577,3.0363,1.7425,11.2332,-0.6187,1.4075,5.9505,2.4394,15.3369,-0.6181,9.5695,15.3548,3.9185,21.117,-0.0386,10.2509,12.8198,3.5805,18.5117,0.1062,-0.041,-0.006,-0.0056,0.1471,0.1373,0.9335,0.7143,0.4447,0.4867,0.6225,0.6813,1.0944,0.5103,0.1977,0.2368,0.3875,0.4642,1.1977,0.7328,5.4686,-1.9516,7.4624,-2.6631,-0.3569,0.7322,0.3413,0.3351,0.4662,0.4576,0.9817,0.7324,0.5319,0.6068,0.7263,0.8285,1.1407,0.0253,13.1898,0.2087,-0.3983,-0.3125,0.1562,0.1296,0.9753,0.2921,0.0217,0.1474,0.4731,-0.1859,-0.1752,0.031,0.1761,0.649,?,-0.1401,0.0024,0.0492,0.2474,-7.0575,-1.6676,-2.0855,1.2506,0.8367,2.9946,3.579,0.7001,8.9679,12.8091,0.1143,0.3423,2.9947,0,12.9928,0,0.7291,1.9123,2.623,0.001,0.6198,0.9928,-0.4812,-0.505,-11.6143,53.0423,7.283,28.4393,?,-8.3363,47.2194,6.8716,27.5375,-0.9205,-28.5631,57.6009,7.5895,33.0597,?,1.3932,0.4066,0.2919,1.0599,0.9596,0.9054,1.1233,0.9209,0.8198,2.1547,0.8602,0.3992,0,1,0,1.0327,0.8602,0.833,0.0834,50.6112,-0.9151,-0.9162,0.9831,DAVANTI_PANTALONI
0.3567,3.1047,1.762,12.9956,-1.0236,7.866,23.9995,4.8989,27.4059,-0.3146,9.4,7.171,2.6779,16.1937,0.1476,12.9943,15.7852,3.9731,24.2091,0.1419,0.0454,0.038,0.0275,0.8368,0.6053,0.7234,0.3597,0.658,0.4435,1.8294,1.233,0.674,0.1294,0.4329,0.1967,3.3467,1.5204,0.4543,1.0024,-2.3436,-1.6417,-2.338,-1.6378,0.7005,0.308,0.338,0.2276,1.0973,0.7389,0.6734,0.4742,0.8025,0.5368,1.6924,1.132,0.6689,0.0325,18.9563,-0.4278,0.1001,-0.1684,0.4483,0.7602,0.8965,0.21,0.0133,0.1155,0.4031,0.2429,0.2262,0.0294,0.1715,0.6743,-0.9537,0.8411,0.0007,0.0271,0.1109,0.8722,0.9283,0.2497,0.269,0.6731,4.2588,6.3271,0.4531,18.1373,40.0316,-0.3928,0.1709,-0.4349,1.5426,0.6136,0.3978,0.5978,3.636,6.0825,0.0024,1.3253,-0.9623,-0.9073,0.9278,11.6567,120.4242,10.9738,45.0577,-1.4704,-30.7976,31.7743,5.6369,34.4986,?,-18.2813,16.036,4.0045,28.1998,?,-0.3785,-0.6376,1.6846,1.9468,2.7404,1.4076,3.79,7.5096,1.9814,0.7774,0.951,1.2234,0,0,1,1.3061,1.5978,1.2234,0.0999,64.445,-0.9061,0.5798,-0.491,DAVANTI_PANTALONI
0.1493,6.2004,2.4901,16.0474,-0.7268,8.6002,21.3462,4.6202,25.7999,-0.2753,9.6498,13.4007,3.6607,15.1703,0.0873,13.5953,23.2188,4.8186,21.1177,0.1014,0.0174,0.0155,0.011,0.8912,0.6326,0.7098,0.5389,0.6802,0.5168,1.2621,0.9588,0.7597,0.2905,0.4627,0.267,1.5929,0.9194,0.5771,1.2129,-4.6554,-2.8352,-3.8384,-2.3376,0.609,0.4594,0.5591,0.3955,1.2172,0.8609,0.7073,0.622,1.0578,0.7599,1.7007,1.2217,0.7184,0.034,20.158,-0.4892,0.0425,-0.179,0.5415,0.8173,0.8955,0.2461,0.0136,0.1167,0.4559,0.2382,0.2555,0.0206,0.1436,0.5389,-0.4929,0.7757,0.0006,0.0243,0.073,0.9099,0.9631,0.3172,0.3294,0.813,4.7954,5.8982,0.661,22.9956,34.7892,-0.8013,0.1935,-0.2415,1.6578,0.739,0.4458,0.8459,6.2465,7.3844,0.0022,1.3037,-0.9562,-0.2031,0.1756,14.9937,123.3664,11.107,48.2391,-1.2585,-30.0059,13.1573,3.6273,33.7799,?,-23.1432,12.008,3.4653,30.6,?,-0.4997,-0.6479,1.2965,3.0621,3.2053,1.0468,9.3763,10.2737,1.0957,0.7957,0.8784,1.1039,0,0,1,1.428,1.5764,1.1039,0.1072,71.3053,-0.7211,0.4871,-0.5616,DAVANTI_PANTALONI
0.1156,7.9927,2.8271,25.0521,-0.345,3.2152,14.3059,3.7823,24.2033,-0.4935,10.055,17.7414,4.212,28.0127,0.0431,11.4632,20.0901,4.4822,32.2834,0.0918,0.036,0.0115,0.0101,0.3198,0.2805,0.8772,0.7475,0.6712,0.6307,0.898,0.8439,0.9397,0.5587,0.4505,0.3978,0.8064,0.7121,0.8831,0.8035,-5.0959,-1.97,-6.3419,-2.4516,0.3866,1.1493,0.6363,0.524,0.5536,0.4559,0.8236,1.0351,0.8943,0.776,0.864,0.7497,0.8677,0.055,15.8665,0.4121,0.1651,0.2545,-0.0807,0.1751,0.9203,0.0407,0.0089,0.0945,0.3434,-1.6846,-0.1264,0.0175,0.1324,0.6425,-8.0329,-0.7226,0.0005,0.0225,0.7519,?,-0.3222,-0.0563,0.1749,0.714,4.2074,5.8927,0.5098,17.7025,34.7244,0.3772,0.2866,0.7599,1.7984,0,0,0.5345,0.4567,0.8545,0.0038,0.9478,0.8388,-0.3813,-0.438,-27.6159,41.6142,6.4509,43.6875,?,-16.8005,9.5239,3.0861,26.3125,?,-36.1257,93.2474,9.6565,44.5,?,1.6438,0.7644,0.4651,2.0903,0.668,0.3196,4.3694,0.4463,0.1021,1.6603,0.9817,0.5913,1,1,1,1.6603,0.9817,0.5913,0.2525,80.542,0.6375,-0.8716,-0.5551,DAVANTI_PANTALONI
-0.0066,0.4704,0.6859,3.5885,-1.2743,4.0563,1.5714,1.2535,7.4112,0.04,9.4388,3.7832,1.945,10.2165,0.337,10.3503,4.2409,2.0594,10.2453,0.3865,-0.0016,-0.0007,-0.0006,0.4297,0.3919,0.9119,0.5472,0.3526,0.3331,0.6445,0.6087,0.9445,0.2994,0.1243,0.1109,0.4154,0.3705,0.8921,-6.516,-0.3872,-0.3115,0.0594,0.0478,0.8045,0.2044,0.1024,0.0945,0.501,0.4622,0.9227,0.4842,0.3512,0.3503,0.7254,0.7234,0.9972,0.0587,14.0325,-0.1987,0.4259,0.3151,0.4897,0.6441,0.9806,0.0984,0.0554,0.2355,1.228,-1.086,0.0949,0.0022,0.0472,0.1816,-0.2424,0.8164,0.1724,0.4152,1.7652,-0.843,1.037,0.1205,0.1162,4.9845,0.5671,0.1138,24.8451,0.3216,0.0129,18.0389,0.7918,0.0439,4.0272,0.6146,0.1526,6.7614,0.6957,0.1029,0.0047,1.19,0.1645,0.7554,0.7238,10.0254,318.5383,17.8476,62.9375,-1.7589,-34.3768,10.3033,3.2099,40.6875,?,-31.7514,16.8224,4.1015,35.375,?,-0.2916,-0.3157,1.0827,5.5602,4.3515,0.7826,30.9161,18.9354,0.6125,0.9862,1.1343,1.1502,0,0,1,1.5469,1.7792,1.1502,0.2735,85.3043,0.8675,-0.725,-0.3379,DAVANTI_PANTALONI
0.3245,0.326,0.5709,2.7131,-0.4358,10.3042,9.8672,3.1412,12.4584,0.2921,9.2409,8.304,2.8817,11.582,0.3084,13.8577,18.1361,4.2587,16.9594,0.3021,0.0315,0.0351,0.0234,1.1151,0.7436,0.6668,0.1818,0.1981,0.1341,1.0901,0.7376,0.6767,0.033,0.0393,0.018,1.1882,0.5441,0.4579,-0.1602,-0.1594,-0.1122,0.9953,0.7002,0.7036,0.1074,0.1128,0.0778,1.0509,0.7242,0.6892,0.2178,0.2342,0.16,1.0757,0.7346,0.6829,0.0689,20.0501,0.4078,0.323,0.3735,0.9913,0.9984,0.9972,0.6368,0.0001,0.0085,0.0316,0.9516,-0.0902,0.0003,0.0166,0.1203,?,-0.5314,0.0003,0.0159,0.5659,?,-7.0628,-1.1983,0.1697,0.5131,0.536,1.0446,0.2633,0.2873,1.0911,-5.1637,-1.0981,0.2127,0,0,1,0.2624,0.0558,0.2127,0.0042,1.2584,-0.2212,0.3898,0.2731,4.7532,1.2756,1.1294,4.6,0.3034,-41.4189,0.6802,0.8248,42.8177,?,-22.8797,2.3155,1.5217,25.6384,?,-0.1148,-0.2077,1.8103,1.3694,0.7422,0.542,1.8753,0.5509,0.2938,-0.0468,-0.0781,1.6701,0,0,1,0.1074,0.1794,1.6701,0.2366,69.0517,0.5835,-0.2844,-0.8661,DAVANTI_PANTALONI
-0.3938,1.4848,1.2185,5.6958,-1.6171,-8.1603,2.3487,1.5325,15.3738,?,9.8876,2.4075,1.5516,7.6452,0.5093,12.9078,4.141,2.035,10.8956,0.4747,0.0483,-0.0398,-0.0305,-0.8253,-0.6322,0.766,0.7951,0.7853,0.5988,0.9877,0.7531,0.7625,0.6322,0.6167,0.3585,0.9756,0.5672,0.5814,0.2289,-0.4435,-0.3574,-1.9373,-1.5613,0.8059,0,0.1397,0.1049,0,0,0.7512,0.3705,0.745,0.5228,2.0109,1.411,0.7017,0.0638,19.0768,0.5466,-0.1578,-0.3736,-0.6968,-0.906,0.9333,-0.6418,0.001,0.0309,0.6902,?,-0.245,0.0079,0.0886,0.3741,?,-0.3027,0.0133,0.1154,0.6039,?,2.6192,2.12,0.8094,0.3482,0.2673,0.7678,0.1212,0.0715,0.5896,1.8448,1.1428,0.6195,1,1,1,1.8448,1.1428,0.6195,0.0037,1.1896,-0.9242,0.7891,-0.9011,-32.1335,36.9407,6.0779,45.9345,?,26.2592,43.2567,6.577,28.4002,0.1978,15.3132,7.4096,2.7221,14.3517,0.2634,-1.2237,-2.0984,1.7148,0.9241,2.2328,2.4162,0.854,4.9855,5.8379,-6.561,-8.9519,1.3644,0,0,1.817,1.6174,3.2006,1.9789,0.2201,73.7059,0.981,0.7763,0.7696,DAVANTI_PANTALONI
0.5463,2.8638,1.6923,8.9758,-0.7671,-0.1015,22.065,4.6973,30.5656,-0.9001,9.922,12.6907,3.5624,22.8646,0.1138,10.981,15.7923,3.974,26.9616,0.1144,-5.3817,0.0551,0.0497,-0.0102,-0.0092,0.9036,0.3603,0.475,0.4258,1.3186,1.182,0.8964,0.1298,0.2257,0.1813,1.7387,1.3972,0.8036,0.2691,-1.3265,-1.119,-4.9294,-4.1582,0.8436,0.3158,0.1969,0.1668,0.6235,0.5284,0.8475,0.2937,0.3926,0.3329,1.3368,1.1337,0.848,0.0266,14.7888,-0.5101,0.065,0.205,-0.3695,-0.3505,0.9436,0.3511,0.0297,0.1723,0.5487,0.1824,-0.2739,0.0561,0.2369,0.6991,-5.3894,0.3188,0.0801,0.2831,0.8441,-0.103,-1.2817,1.1012,-0.8592,0.7272,0.6086,0.8369,0.5288,0.3704,0.7003,-0.2076,-1.5529,7.4817,6.1334,0.8769,0.143,0.7848,0.65,0.8282,0.0015,0.9904,-0.8019,-0.1875,-0.2744,-18.9588,257.4883,16.0464,47.0398,-13.7927,4.7423,85.4088,9.2417,42.4179,-1.0316,-27.82,195.5652,13.9845,42.4789,-12.113,-3.9978,0.6815,-0.1705,1.7363,1.1474,0.6609,3.0148,1.3166,0.4367,2.0363,1.1177,0.5489,0.1523,0.9816,6.4451,1.109,1.1074,0.9986,0.0909,56.7649,0.4776,-0.8864,-0.7597,DAVANTI_PANTALONI
-0.4351,0.1651,0.4064,1.4569,-3.0624,11.1538,1.3891,1.1786,6.3105,0.5729,9.5649,0.9295,0.9641,5.5482,0.5712,14.7066,2.2837,1.5112,8.376,0.5736,-0.039,-0.0455,-0.0296,1.1661,0.7584,0.6504,0.3448,0.4215,0.2689,1.2225,0.7799,0.638,0.1189,0.1777,0.0723,1.4945,0.6083,0.407,-0.1298,-0.1486,-0.0975,1.145,0.7511,0.656,0.0243,0.0277,0.0183,1.1417,0.7521,0.6587,0.2309,0.2626,0.1739,1.1374,0.7534,0.6624,0.0398,21.1922,0.056,-0.0055,0.0226,0.9757,0.9956,0.9918,0.6472,0.0001,0.0119,0.0385,0.9423,0.3767,0.0004,0.02,0.059,0.8563,0.6491,0,0.0041,0.0156,0.9762,1.7182,0.9971,0.5803,0.595,2.8876,4.8532,0.354,8.338,23.5538,1.7867,0.9807,0.5489,1.6236,1.016,0.6258,0.6518,2.4649,3.7815,0.0027,1.6729,-0.9539,-0.3479,0.0894,-11.4899,1.7007,1.3041,13.3194,?,-37.6684,0.4091,0.6396,38.6398,?,19.7294,3.0927,1.7586,5.0995,0.769,0.305,-0.5824,-1.9092,2.039,0.7416,0.3637,4.1577,0.5499,0.1323,0.3447,-0.7844,-2.2756,1,0,0,0.3447,2.6119,7.5772,0.1194,68.8877,0.7341,0.8625,0.8973,DAVANTI_PANTALONI
-0.04,3.64,1.9079,11.3379,-0.6279,2.6796,38.8605,6.2338,33.9986,-0.1934,10.042,20.8197,4.5629,26.2409,-0.0641,11.7212,33.9572,5.8273,30.8063,0.0851,-0.0149,-0.004,-0.0034,0.2668,0.2286,0.8567,0.3061,0.4181,0.3274,1.3662,1.0698,0.783,0.0937,0.1748,0.1072,1.8665,1.1444,0.6131,0.7936,2.7673,-1.5254,3.4869,-1.9221,-0.5512,0.2445,0.2824,0.2068,1.1552,0.846,0.7323,0.3335,0.4321,0.368,1.2956,1.1036,0.8518,0.0279,15.8636,-0.0076,-0.079,-0.049,0.2658,0.6483,0.8647,0.234,0.0195,0.1396,0.585,-0.1029,-0.457,0.0333,0.1824,0.6969,?,-0.0201,0.0567,0.2382,0.737,-0.8672,-0.5119,-11.6611,22.778,0.7654,0.5861,0.7658,0.5858,0.3435,0.5864,0.0783,0.1595,2.0362,0,1.3439,0,0.8394,0.7938,0.9457,0.0014,0.9118,-0.4626,-0.56,-0.2196,-31.8943,183.182,13.5345,51.7197,?,7.6564,185.2142,13.6093,56.8771,-0.848,-23.025,158.8496,12.6036,37.8586,?,-4.1657,1.3852,-0.3325,0.9945,1.0739,1.0798,0.989,1.1532,1.166,1.9817,1.3661,0.6894,0,1,0,0.9093,1.3661,1.5024,0.1077,67.2815,0.4207,-0.9358,-0.4671,DAVANTI_PANTALONI
