@RELATION WhereIsSmartphone
@ATTRIBUTE X_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE X_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE X_NO_G_R_STD NUMERIC 
@ATTRIBUTE X_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_NO_G_R_STD NUMERIC 
@ATTRIBUTE Y_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_NO_G_R_STD NUMERIC 
@ATTRIBUTE Z_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_NO_G_R_STD NUMERIC 
@ATTRIBUTE |V|_NO_G_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_NO_G_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_NO_G_R_Y_NO_G_R_Z_NO_G_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Y_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_X_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_Z_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_NO_G_R_|V|_NO_G_R NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.0967,16.6303,4.078,29.4156,-0.7092,0.3411,63.7391,7.9837,52.1,-0.4906,1.4177,20.3531,4.5114,18.8078,-0.3722,7.3283,49.1543,7.011,35.0987,0.0069,0.2834,0.0682,0.0132,0.2406,0.0465,0.1935,0.5108,0.9039,0.5817,1.7697,1.1387,0.6435,0.2609,0.8171,0.3383,3.1317,1.2967,0.4141,0.7118,2.3925,-50.0714,3.361,-70.3407,-20.9283,0.4924,1.2556,0.4869,2.5502,0.989,0.3878,0.5646,1.564,0.8381,2.7701,1.4844,0.5359,0.0146,10.9317,0.2996,-0.4132,-0.1329,-0.3895,0.3405,0.4803,?,?,?,?,?,DAVANTI_PANTALONI
2.4753,17.8347,4.2231,22.1327,-0.48,-4.0952,70.2799,8.3833,37.3287,-2.0017,1.94,15.4131,3.9259,16.1727,-0.2795,9.6957,36.182,6.0152,28.0445,0.036,-0.6044,1.2759,0.2553,-2.1109,-0.4224,0.2001,0.5038,1.0757,0.7021,2.1354,1.3937,0.6527,0.2538,1.1571,0.4929,4.5598,1.9424,0.426,0.2883,2.0318,-6.854,7.0462,-23.7698,-3.3734,1.2026,1.1831,0.5141,0.9839,0.4275,0.4345,0.5929,1.3685,0.7892,2.3081,1.3311,0.5767,0.0527,14.3103,-0.1194,-0.0746,0.2575,-0.4517,-0.676,0.5331,?,?,?,?,?,DAVANTI_PANTALONI
-0.2825,0.0907,0.3011,1.4503,-1.9473,-0.1457,0.7969,0.8927,4.0534,-0.524,-0.0754,0.5042,0.7101,3.3423,-0.4802,1.0283,0.4409,0.664,3.4172,0.0232,1.9388,3.7465,-0.2747,1.9324,-0.1417,-0.0733,0.3373,0.4241,0.4534,1.2572,1.3443,1.0693,0.1138,0.1798,0.2056,1.5805,1.8072,1.1434,0.6875,0.8838,-11.7947,1.2854,-17.1547,-13.3455,0.185,0.2179,0.1407,1.1779,0.7603,0.6454,0.3578,0.4339,0.4244,1.2128,1.1862,0.9781,0.0032,1.6183,0.1313,0.1333,-0.2808,0.9881,0.235,0.2421,?,?,?,?,?,DAVANTI_PANTALONI
0.3264,1.5277,1.236,5.3768,-0.7598,1.2997,12.8229,3.5809,13.186,-0.4481,-0.0538,2.0296,1.4247,6.3116,-0.6598,3.4215,6.4726,2.5441,8.889,0.0769,0.2511,-6.0624,0.0954,-24.1433,0.3799,-0.0157,0.3452,0.8676,0.4858,2.5135,1.4075,0.56,0.1191,0.7527,0.236,6.3179,1.9811,0.3136,0.569,0.9253,-3.1359,1.6262,-5.5114,-3.3891,0.3355,0.8035,0.3173,2.3946,0.9456,0.3949,0.4078,0.8519,0.6049,2.0892,1.4834,0.71,0.0133,4.7598,0.3466,-0.1379,0.5439,-0.4881,0.8517,-0.2454,?,?,?,?,?,DAVANTI_PANTALONI
-1.2989,2.7828,1.6682,6.3137,-4.1859,-0.9033,1.4528,1.2053,5.7342,-2.1554,0.6356,5.7437,2.3966,9.1327,-0.6762,3.1293,3.0937,1.7589,5.9089,0.0956,1.438,-2.0435,-0.4151,-1.4211,-0.2887,0.2031,1.384,0.6961,0.9484,0.5029,0.6853,1.3626,1.9155,0.4845,0.8995,0.2529,0.4696,1.8566,1.3011,1.3832,-8.1636,1.0631,-6.2745,-5.9019,0.6699,0.2235,0.1864,0.3335,0.2782,0.834,1.1011,0.6913,1.0685,0.6279,0.9704,1.5456,0.0169,4.8019,-0.2196,-0.081,-0.4242,-0.2693,-0.4547,0.6345,?,?,?,?,?,DAVANTI_PANTALONI
-1.7606,28.0412,5.2954,20.3263,-1.4899,-3.8061,42.0851,6.4873,22.8129,-2.5612,1.2106,24.279,4.9274,20.6909,-0.4366,8.6207,39.141,6.2563,20.5835,0.038,0.4626,-1.4543,-0.2042,-3.1439,-0.4415,0.1404,0.8163,1.0747,0.8464,1.3166,1.0369,0.7876,0.6663,1.155,0.7164,1.7334,1.0752,0.6203,0.7413,1.9341,-14.9671,2.609,-20.1895,-7.7384,1.2743,0.5668,0.3815,0.4448,0.2994,0.6731,0.891,0.9824,0.9875,1.1026,1.1083,1.0052,0.0441,13.5264,0.8605,-0.0693,-0.6182,-0.2837,-0.8343,0.5108,?,?,?,?,?,DAVANTI_PANTALONI
-1.7216,10.4968,3.2399,17.3918,-2.7466,-1.2519,28.5889,5.3469,31.4978,-1.6806,0.552,13.2679,3.6425,17.4942,-0.6506,6.4279,15.8722,3.984,22.2208,0.0658,1.3752,-3.1191,-0.2678,-2.2681,-0.1948,0.0859,0.6059,0.8895,0.8132,1.4679,1.3421,0.9143,0.3672,0.7911,0.6613,2.1547,1.8012,0.8359,0.6456,1.8491,-8.1447,2.8639,-12.6149,-4.4048,0.3951,0.438,0.1952,1.1086,0.494,0.4456,0.5522,0.9941,0.7827,1.8005,1.4175,0.7873,0.0227,9.635,0.3414,0.1629,-0.344,-0.6636,-0.5567,0.463,?,?,?,?,?,DAVANTI_PANTALONI
-1.3335,21.5929,4.6468,18.6404,-1.3773,-3.5546,51.4365,7.1719,27.0221,-0.9982,1.6071,30.434,5.5167,19.9679,-0.4488,9.5181,29.8655,5.4649,18.0289,0.0221,0.3752,-0.8298,-0.1401,-2.2119,-0.3735,0.1688,0.6479,0.8423,0.8503,1.3,1.3124,1.0095,0.4198,0.7095,0.723,1.6901,1.7223,1.019,0.8,1.7458,-26.4695,2.1821,-33.0853,-15.1619,0.5798,0.5689,0.4253,0.9812,0.7335,0.7475,0.6898,0.9335,1.0339,1.3533,1.4988,1.1075,0.0421,14.7865,0.6489,0.1518,-0.5821,-0.3172,-0.6965,0.4064,?,?,?,?,?,DIETRO_PANTALONI
-2.6342,16.9124,4.1125,14.2563,-4.3845,-6.3807,40.1317,6.335,19.4658,-17.0034,1.9455,24.7777,4.9777,19.1329,-0.262,8.7167,57.2784,7.5682,23.3288,0.0108,0.4128,-1.354,-0.3022,-3.2797,-0.732,0.2232,0.6492,0.8262,0.5434,1.2727,0.837,0.6577,0.4214,0.6826,0.2953,1.6197,0.7006,0.4326,0.6314,2.9225,-45.6511,4.6284,-72.2973,-15.6204,2.4487,0.1746,0.1123,0.0713,0.0458,0.6429,0.7324,0.7451,0.6111,1.0174,0.8344,0.8201,0.0717,13.6319,0.869,-0.2503,-0.823,-0.5946,-0.9908,0.6736,?,?,?,?,?,DIETRO_PANTALONI
-2.2243,13.2744,3.6434,13.5265,-1.4608,-2.4446,23.5426,4.8521,16.4235,-1.9423,0.9476,14.257,3.7758,23.0302,-0.5569,6.7645,17.1375,4.1397,16.8848,0.0343,0.9099,-2.3472,-0.3288,-2.5796,-0.3614,0.1401,0.7509,0.9649,0.8801,1.285,1.1721,0.9121,0.5638,0.9311,0.7746,1.6513,1.3737,0.8319,0.7406,0.9747,-13.3909,1.316,-18.0802,-13.7385,0.9848,0.3716,0.3144,0.3774,0.3192,0.846,0.8236,0.5873,0.8011,0.7131,0.9727,1.364,0.037,10.8021,0.189,-0.4455,-0.5938,-0.2083,-0.6884,0.5273,?,?,?,?,?,DAVANTI_PANTALONI
0.1057,0.4478,0.6692,2.0996,-0.7662,-0.738,0.592,0.7694,2.5038,-3.1951,-0.0195,0.4129,0.6426,3.323,-0.7662,1.3461,0.1968,0.4436,1.9872,0.1625,-0.1432,-5.4139,0.0785,37.8113,-0.5482,-0.0145,0.8697,1.0414,1.5086,1.1974,1.7345,1.4485,0.7565,1.0846,2.2758,1.4338,3.0085,2.0983,0.4777,0.6319,-2.363,1.3228,-4.9469,-3.7397,1.9917,0.6318,0.501,0.3172,0.2515,0.7929,0.8386,0.6319,1.0566,0.7535,1.26,1.6722,0.0079,1.9468,0.4623,-0.4307,-0.0241,-0.205,-0.6543,0.0418,?,?,?,?,?,DAVANTI_PANTALONI
