@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
-0.4343,14.933,3.8643,23.8357,-1.7088,-0.612,54.8673,7.4072,49.8045,-1.0259,0.037,12.5992,3.5495,19.0759,-1.0504,6.5532,40.0193,6.3261,28.05,0.0256,0.7097,-11.7512,-0.0663,-16.559,-0.0934,0.0056,0.5217,1.0887,0.6109,2.0868,1.1709,0.5611,0.2722,1.1852,0.3731,4.3548,1.371,0.3148,0.5962,1.5387,-20.3801,2.5808,-34.1835,-13.2454,0.3579,0.9458,0.3057,2.6424,0.854,0.3232,0.4786,1.2495,0.8498,2.6109,1.7756,0.6801,0.0074,10.0086,0.644,-0.3767,-0.3359,-0.7532,-0.3288,0.1808,4.9379,25.3348,5.0334,16.4264,-0.9246,-6.5398,2.0711,1.4391,9.7635,?,-0.374,1.4735,1.2139,5.092,-1.898,-0.7551,-13.2014,17.4839,3.4975,4.1466,1.1856,12.2328,17.1939,1.4056,0.8083,2.3663,2.9276,0,4.8574,0,1.6824,3.2259,1.9174,0.082,14.3542,0.5601,-0.6675,-0.8088,0,0,0,0,0,PANTALONI
-0.18,19.0408,4.3636,25.3436,-0.8325,-0.2117,56.1302,7.492,44.6092,-0.5321,0.2674,16.1179,4.0147,19.5008,-0.7279,8.1632,24.8003,4.98,29.7801,0.0274,0.8504,-0.6732,-0.0221,-0.7916,-0.0259,0.0328,0.5824,1.0869,0.8762,1.8661,1.5044,0.8062,0.3392,1.1813,0.7678,3.4825,2.2633,0.6499,0.7432,1.4016,-13.7149,1.886,-18.4551,-9.7854,0.475,1.2254,0.4517,2.5798,0.9509,0.3686,0.5681,1.2996,0.851,2.2876,1.498,0.6548,0.0039,12.3163,-0.1748,-0.1051,-0.0021,-0.5088,0.1315,0.2819,-0.4574,25.944,5.0935,15.4468,-0.7711,-8.0122,1.5782,1.2563,9.6718,?,1.0585,3.0997,1.7606,6.4671,-0.4965,0.0571,-0.4321,-7.5693,4.0545,2.8931,0.7135,16.439,8.3698,0.5091,0.6954,3.1346,4.5079,0,2.0181,0,1.5971,2.3885,1.4955,0.0826,14.2778,0.1821,0.0525,-0.7152,0,0,0,0,0,PANTALONI
-0.2901,0.2057,0.4536,1.7791,-2.1379,-0.462,0.6881,0.8295,3.9747,-0.7442,-0.2685,0.4157,0.6448,3.1607,-0.5992,1.0989,0.4717,0.6868,2.9573,0.0218,0.6278,1.0804,-0.264,1.7208,-0.4204,-0.2443,0.5468,0.7035,0.6605,1.2866,1.2078,0.9388,0.299,0.4949,0.4362,1.6552,1.4589,0.8814,0.7148,1.0235,-18.374,1.432,-25.7069,-17.9517,0.2488,0.2869,0.1875,1.153,0.7538,0.6538,0.4476,0.5629,0.6016,1.2575,1.344,1.0688,0.006,1.7196,0.2737,0.192,-0.4946,0.9889,-0.1786,-0.1141,-6.9455,0.037,0.1923,7.3484,?,6.6658,0.033,0.1816,0.6552,0.9055,1.8666,0.0068,0.0823,0.2922,0.8518,-1.042,-3.7211,3.5712,1.0587,2.3368,2.2072,1.1209,5.4605,4.8716,-1.1704,-4.3753,3.7381,0,0,3.5165,11.2157,25.1491,2.2423,0.0971,15.4779,0.9977,0.843,0.8056,4.1432,0,0,0,1,PANTALONI
0.1504,2.0654,1.4371,7.3495,-1.0055,-1.0989,5.7038,2.3883,9.8388,-2.5607,0.1633,1.819,1.3487,6.0334,-0.495,2.9395,2.2043,1.4847,6.3477,0.1071,-0.1369,0.9211,0.0512,-6.7282,-0.3738,0.0556,0.6018,1.0656,0.968,1.7708,1.6086,0.9084,0.3621,1.1354,0.937,3.1356,2.5875,0.8252,0.5208,1.8444,-4.8417,3.5418,-9.2975,-2.6251,1.3263,0.9081,0.5155,0.6847,0.3887,0.5677,0.747,1.2181,1.1578,1.6307,1.55,0.9505,0.0111,4.2661,0.2887,0.1389,-0.1809,-0.2456,-0.7646,0.4359,7.0953,1.1647,1.0792,3.2387,0.6471,-6.0425,1.846,1.3587,7.4067,?,2.5027,0.1014,0.3185,1.1778,0.5982,-1.1742,2.8351,-2.4144,0.7943,3.3887,4.2662,0.631,11.4835,18.2001,-0.8016,3.3865,-4.2245,0,3.1307,0,0.4373,2.7499,6.2889,0.0955,15.6404,0.9931,-0.8149,-0.8036,4.3871,0.1317,0.3629,1.219,0.7727,PANTALONI
-0.2414,2.6976,1.6424,7.0215,-0.8449,-0.6742,0.7724,0.8788,3.873,-3.6403,-0.4975,3.8622,1.9652,7.168,-1.5363,2.541,1.6358,1.279,4.7218,0.0958,0.358,0.4852,-0.095,1.3553,-0.2653,-0.1958,1.8689,0.8357,1.2842,0.4472,0.6871,1.5366,3.4926,0.6985,1.6491,0.2,0.4722,2.361,1.0584,0.7406,-6.4273,0.6998,-6.0729,-8.6783,4.5597,1.3467,0.7288,0.2953,0.1598,0.5412,1.8129,0.9796,1.487,0.5403,0.8202,1.5181,0.0086,3.9395,-0.6186,0.5669,0.1849,-0.0366,-0.5769,-0.1683,4.697,11.5993,3.4058,8.2963,0.1146,1.8216,2.6822,1.6377,4.4727,-0.2489,7.172,5.1347,2.266,6.4133,0.3099,2.5785,0.6549,0.254,2.0796,1.503,0.7227,4.3245,2.259,0.5224,-1.2047,0.3729,-0.3095,2.6163,1.0083,0.3854,1.8549,1.2936,0.6974,0.0868,14.0586,-0.9065,-0.9732,0.9295,5.8723,1.4529,1.2054,4.0344,0.5067,PANTALONI
-1.185,16.5267,4.0653,17.1198,-1.064,-2.4075,21.4823,4.6349,18.1452,-2.319,-0.171,14.7685,3.843,17.2265,-0.8,6.706,15.0368,3.8777,15.9165,0.017,0.4922,6.93,-0.1767,14.0797,-0.359,-0.0255,0.8771,1.0579,1.0484,1.2061,1.1953,0.991,0.7693,1.1191,1.0991,1.4546,1.4286,0.9822,0.6961,1.1527,-32.0473,1.6559,-46.0377,-27.8025,1.5172,0.8667,0.5123,0.5713,0.3376,0.591,0.9435,0.9938,1.0756,1.0533,1.14,1.0823,0.0272,10.4958,0.8974,0.1436,-0.5598,0.2999,-0.7119,0.0045,1.9496,12.2365,3.4981,9.8809,-0.0776,3.8353,5.6559,2.3782,8.3472,-0.5345,7.5338,3.0098,1.7349,5.9427,0.3206,0.5083,0.2588,0.5091,1.4709,2.0163,1.3708,2.1635,4.0655,1.8791,0.2447,-0.2537,-1.0368,1.6856,1.0483,0.6219,1.1837,1.6627,1.4046,0.0876,14.1191,-0.9631,-0.8918,0.9528,0.404,1.0489,1.0241,4,0,PANTALONI
-0.6867,6.0448,2.4586,17.5465,-1.0404,-0.3368,24.5565,4.9555,28.613,-1.5157,0.3723,13.1088,3.6206,16.6649,-0.693,5.444,14.7965,3.8466,19.2181,0.0258,2.0387,-1.8443,-0.1261,-0.9046,-0.0619,0.0684,0.4961,0.6791,0.6392,1.3687,1.2883,0.9412,0.2462,0.4611,0.4085,1.8733,1.6596,0.8859,0.519,1.3115,-17.5703,2.5271,-33.8544,-13.3966,0.7561,0.8736,0.4359,1.1555,0.5766,0.499,0.6132,1.0529,0.913,1.717,1.4889,0.8671,0.0088,8.1362,0.2026,0.3169,-0.0626,-0.7415,-0.4297,0.4324,4.3269,1.0885,1.0433,5.1245,0.2145,-8.4216,0.2989,0.5468,9.5659,?,-1.5437,2.9212,1.7092,5.4531,-1.8331,-0.5138,-2.803,5.4556,1.9082,0.6104,0.3199,3.6412,0.3726,0.1023,-0.1463,-0.3966,2.7112,0,3.3895,0,0.5357,0.9398,1.7542,0.0989,14.7435,0.8979,-0.1419,-0.3871,2,0,0,0,1,PANTALONI
0.819,22.123,4.7035,19.4377,-0.6175,-4.0129,14.762,3.8421,15.169,-3.4998,0.4873,27.2719,5.2222,19.4942,-0.7203,7.8064,20.2291,4.4977,14.6978,0.0119,-0.2041,1.6805,0.1049,-8.2341,-0.5141,0.0624,1.2242,0.9007,1.0458,0.7357,0.8543,1.1611,1.4986,0.8112,1.0936,0.5413,0.7297,1.3482,0.629,0.9091,-41.8857,1.4454,-66.5909,-46.0722,3.5647,1.0605,0.8079,0.2975,0.2266,0.7618,1.2814,0.9971,1.3225,0.7781,1.0321,1.3263,0.0421,12.1214,0.4685,0.4761,0.0563,0.2257,-0.7815,0.2319,2.5146,11.719,3.4233,10.9276,-0.3792,0.3588,37.0708,6.0886,14.7108,-1.2423,6.3012,1.2044,1.0974,3.2948,0.586,7.0094,0.3991,0.0569,0.5623,3.1194,5.548,0.3161,9.7306,30.7808,0.3686,-0.6443,-1.7477,1.2077,0.9956,0.8244,0.7428,3.3166,4.4649,0.0693,15.1942,-0.0184,-0.432,0.8817,17.5102,26.1683,5.1155,25,0.0385,PANTALONI
-0.8147,13.2136,3.6351,15.1074,-1.1479,-3.4151,11.1243,3.3353,11.8208,-10.5639,-0.0079,18.0938,4.2537,16.6544,-0.5334,6.1378,17.085,4.1334,14.595,0.0311,0.2386,103.7192,-0.1327,434.7846,-0.5564,-0.0013,1.0899,0.8546,0.8794,0.7841,0.8069,1.0291,1.1878,0.7303,0.7734,0.6148,0.6511,1.059,0.7477,1.3936,-17.2359,1.864,-23.0531,-12.3676,6.8809,0.6476,0.4669,0.0941,0.0679,0.721,1.278,0.9071,1.0351,0.7098,0.8099,1.1411,0.0351,9.6243,0.7374,0.2922,-0.3861,-0.0853,-0.8891,0.3183,2.6218,10.9034,3.302,8.94,-0.041,0.9463,28.3251,5.3221,15.1019,-1.4703,6.0003,13.203,3.6336,10.4282,-0.0922,2.7706,0.4369,0.1577,0.6204,0.9088,1.4647,0.3849,0.8258,2.1454,0.0392,0.3997,10.2089,1.4048,0.8995,0.6403,0.592,0.8573,1.4482,0.0662,14.061,-0.8856,-0.7106,0.8494,7.7649,43.8107,6.619,22.6253,0.1533,PANTALONI
-0.2267,6.1332,2.4765,9.6159,-0.8078,-1.4943,12.9284,3.5956,16.7235,-2.0657,-0.32,10.8462,3.2934,19.8394,-0.916,4.9069,8.2165,2.8664,14.3959,0.0295,0.1517,0.7085,-0.0462,4.6693,-0.3045,-0.0652,0.6888,0.752,0.864,1.0918,1.2544,1.1489,0.4744,0.5655,0.7464,1.192,1.5735,1.32,0.3813,0.453,-9.8191,1.188,-25.7511,-21.6754,0.9751,0.5137,0.3586,0.5268,0.3677,0.698,0.575,0.4847,0.668,0.8429,1.1617,1.3781,0.0166,7.5692,-0.6184,-0.3535,0.2647,0.474,-0.5506,-0.3059,1.9222,11.3239,3.3651,8.4513,-0.1843,2.0531,8.5737,2.9281,9.492,-0.7233,8.2015,1.1014,1.0495,3.0041,0.6816,0.9363,0.2344,0.2503,1.1493,3.2064,2.79,1.3208,10.2811,7.7841,0.3301,-0.2046,-0.6196,1.2956,0.7564,0.5838,0.8904,2.8132,3.1597,0.0932,14.524,-0.6973,-0.9721,0.6483,0.3226,0.2185,0.4675,1,0,PANTALONI
0.2514,0.1804,0.4247,1.9194,-0.9729,0.109,0.4158,0.6448,2.3551,-0.6809,-0.0647,0.3746,0.6121,3.1094,-0.6315,0.9102,0.2215,0.4707,1.9956,0.075,2.3071,-3.8882,0.2762,-1.6853,0.1197,-0.071,0.6586,0.6939,0.9023,1.0535,1.37,1.3004,0.4338,0.4815,0.8142,1.1098,1.8769,1.6911,0.9922,0.7864,-5.8539,0.7927,-5.9001,-7.4435,0.6944,0.5105,0.451,0.7352,0.6495,0.8835,0.815,0.6173,0.9618,0.7574,1.1802,1.5581,0.003,1.3737,0.5123,-0.5226,0.1985,-0.1533,0.5904,0.1387,8.3877,0.0209,0.1446,0.3949,0.954,4.667,0.1254,0.354,1.0145,0.805,-1.9566,0.0639,0.2528,2.2132,?,1.7972,-4.2868,-2.3852,0.4083,0.5718,1.4004,0.1667,0.327,1.9612,1.9572,-3.7028,-1.892,1.6514,0,0,0.3892,0.1784,0.4584,0.1042,15.0113,-0.9957,-0.8955,0.9313,0,0,0,0,0,PANTALONI
-0.5903,3.189,1.7858,10.5526,-0.8323,-1.5753,10.1393,3.1842,17.5494,-3.209,-0.5529,8.861,2.9767,16.9286,-1.1224,4.0589,8.8509,2.975,15.5612,0.0355,0.3747,1.0677,-0.1454,2.8493,-0.3881,-0.1362,0.5608,0.5999,0.6003,1.0697,1.0703,1.0006,0.3145,0.3599,0.3603,1.1443,1.1456,1.0011,0.3582,0.5354,-8.3794,1.4945,-23.3903,-15.6506,1.3813,0.7221,0.357,0.5228,0.2584,0.4944,0.6013,0.6234,0.6781,1.0367,1.1278,1.0879,0.0192,6.187,0.4007,-0.0373,-0.067,0.653,-0.7883,-0.5389,8.4156,1.8196,1.3489,5.6588,0.4214,2.8668,9.7289,3.1191,9.3654,-0.0611,1.8361,2.2167,1.4888,4.4541,-0.1441,2.9355,4.5833,1.5613,0.4325,0.906,2.095,0.187,0.8209,4.389,-7.6406,-7.3464,0.9615,1.1081,2.5122,2.2671,0.6042,1.2705,2.1026,0.0987,13.4404,-0.8941,0.6167,-0.8341,0,0,0,0,0,PANTALONI
-0.2232,0.45,0.6708,2.4261,-1.0325,-0.5532,1.0735,1.0361,3.5448,-1.7792,0.2549,0.9846,0.9923,4.5272,-0.2006,1.4608,0.7949,0.8916,3.6733,0.0451,0.4034,-0.8753,-0.1528,-2.1699,-0.3787,0.1745,0.6474,0.676,0.7524,1.0441,1.1621,1.113,0.4192,0.457,0.5661,1.0902,1.3505,1.2387,0.5431,1.6293,-7.1072,3.0001,-13.0869,-4.3622,0.9359,0.3166,0.3103,0.3383,0.3316,0.9802,0.6844,0.5359,0.6605,0.783,0.965,1.2324,0.0073,2.1531,0.8859,-0.0973,-0.6299,0.2944,-0.3479,0.5257,8.6722,0.0153,0.1238,0.4149,0.9536,4.57,0.0595,0.2439,0.8206,0.8303,0.0127,0.0046,0.0681,0.2498,-0.546,1.8976,682.4932,359.6539,0.5075,1.818,3.5822,0.2576,3.3051,12.8322,2.1244,-96.7026,-45.52,1.8497,55.3694,29.9337,0.5056,1.6608,3.285,0.1101,13.302,-0.999,0.8017,-0.7947,0,0,0,0,0,PANTALONI
-0.6101,1.5769,1.2558,7.2321,-2.0533,-1.0011,3.585,1.8934,11.9235,-1.6492,0.0506,4.5316,2.1288,13.7838,-0.3945,2.7061,3.7476,1.9359,12.5915,0.0521,0.6094,-12.0481,-0.2255,-19.7689,-0.3699,0.0187,0.6632,0.5899,0.6487,0.8894,0.9781,1.0996,0.4399,0.348,0.4208,0.7911,0.9566,1.2092,0.6552,1.2473,-7.0264,1.9037,-10.7238,-5.6333,0.5263,0.2396,0.1783,0.4553,0.3388,0.7441,0.6065,0.5247,0.5744,0.865,0.9469,1.0947,0.0126,4.1537,0.3521,-0.428,-0.4225,-0.0518,-0.386,0.6101,2.8043,4.7797,2.1862,8.4295,0.0046,1.8016,0.9486,0.974,3.3947,-0.0941,8.8406,1.1492,1.072,5.5721,0.4087,1.5566,0.3172,0.2038,2.2447,2.0394,0.9085,5.0386,4.159,0.8254,-0.1346,0.0102,-0.0758,2.7293,0.8987,0.3293,2.4831,1.5128,0.6092,0.1016,13.4646,-0.7089,-0.815,0.2167,3.9355,0.0604,0.2457,1,0.75,PANTALONI
0.2078,0.2052,0.453,2.0162,-0.8517,-0.339,0.7663,0.8754,3.1324,-1.1935,-0.2481,0.5916,0.7692,4.0531,-0.6138,1.2719,0.165,0.4062,2.0686,0.2029,-0.6131,-0.8378,0.1634,1.3665,-0.2665,-0.195,0.5175,0.5889,1.1152,1.1381,2.1551,1.8936,0.2678,0.3468,1.2437,1.2953,4.6446,3.5858,0.5441,0.6016,-1.7608,1.1056,-3.2361,-2.927,0.7625,0.4335,0.4195,0.5686,0.5502,0.9677,0.6437,0.4975,0.9747,0.7728,1.5142,1.9593,0.005,1.8381,0.3781,-0.3038,-0.1398,0.1433,-0.0641,0.4327,7.9791,0.023,0.1516,0.5084,0.9385,5.6778,0.045,0.2122,0.6968,0.8833,-0.42,0.0259,0.161,0.7341,?,1.4053,-18.9984,-13.519,0.7142,0.9417,1.3185,0.5101,0.8868,1.7385,1.4701,-10.5585,-7.1819,1.3837,0,0,0.7295,0.6925,0.9492,0.1043,14.0768,-0.9979,0.3613,-0.304,0,0,0,0,0,PANTALONI
0.3843,8.3022,2.8813,15.5329,-0.5926,-0.7682,17.1267,4.1384,18.3117,-2.436,0.0471,22.5122,4.7447,16.225,-1.1787,6.0957,11.5229,3.3945,15.728,0.0236,-0.5002,8.1497,0.063,-16.2936,-0.126,0.0077,0.6962,0.6073,0.8488,0.8722,1.2191,1.3977,0.4847,0.3688,0.7205,0.7608,1.4863,1.9537,0.4452,0.6585,-15.1889,1.479,-34.1161,-23.0674,1.83,1.3096,0.6055,0.7156,0.3308,0.4623,0.8483,0.9573,0.9876,1.1286,1.1643,1.0316,0.0091,9.5423,0.7114,0.5229,0.0186,0.8723,-0.3864,-0.1673,-3.6676,12.4186,3.524,8.9356,?,3.8942,8.5814,2.9294,9.2641,-0.5006,6.6044,2.9249,1.7102,4.716,0.4196,-0.9418,-0.5553,0.5896,1.203,2.0605,1.7129,1.4472,4.2458,2.9339,2.8913,-2.6209,-0.9065,0,0,0.7598,0.9645,1.8948,1.9644,0.0895,14.8145,0.7765,0.9838,0.6833,264.8737,9325.707,96.5697,303,0.1416,PANTALONI
1.4373,2.7877,1.6696,7.3954,-0.4512,-1.8654,3.4194,1.8492,8.1707,-4.427,0.2731,3.0352,1.7422,7.0867,-0.7011,3.4587,2.8996,1.7028,8.5007,0.0378,-0.7705,5.2625,0.4156,-6.8301,-0.5393,0.079,0.9029,0.9584,0.9805,1.0614,1.0859,1.0231,0.8153,0.9185,0.9614,1.1266,1.1793,1.0468,0.345,0.7873,-6.8803,2.282,-19.9425,-8.7392,3.3847,1.2232,0.5768,0.3614,0.1704,0.4715,0.9051,1.0436,0.87,1.153,0.9612,0.8337,0.0244,5.4321,-0.6992,-0.3383,0.7573,0.501,-0.8555,-0.2993,-9.3213,0.1492,0.3863,9.7673,?,-1.3019,0.6915,0.8315,3.0799,-3.4056,0.4963,6.5027,2.55,8.2877,-0.5107,7.1596,-18.7824,-2.6234,0.4646,0.1515,0.3261,0.2158,0.0229,0.1063,4.1025,3.486,0.8497,0,0,0.1274,3.1713,1.1785,0.3716,0.0982,12.8994,0.4242,0.4752,0.9104,2,0,0,0,1,PANTALONI
-2.2912,6.0148,2.4525,6.6214,-10.5852,-0.5327,1.7634,1.3279,5.1793,-1.9624,1.2756,8.4042,2.899,8.7533,-0.2642,4.0466,6.9681,2.6397,7.333,0.0773,4.3013,-1.7961,-0.5662,-0.4176,-0.1316,0.3152,1.8469,0.846,0.9291,0.4581,0.5031,1.0982,3.411,0.7157,0.8632,0.2098,0.2531,1.2061,1.7633,3.3068,-9.8532,1.8753,-5.5878,-2.9796,0.3269,0.0825,0.0719,0.2525,0.22,0.8712,1.2784,0.7564,0.903,0.5917,0.7063,1.1937,0.1216,6.0793,-0.0477,-0.6446,-0.8715,-0.5067,-0.3284,0.899,-1.4236,5.2672,2.295,6.8809,-11.6272,2.0251,1.726,1.3138,4.6934,-0.335,7.9211,1.3716,1.1712,3.9785,0.5764,-0.703,-0.1797,0.2557,1.7469,1.9596,1.1218,3.0516,3.8402,1.2584,5.3798,-1.1703,-0.2175,0.155,0.058,0.3743,1.4661,1.7295,1.1797,0.0954,11.9199,0.9799,0.9697,0.9768,12.2184,78.0787,8.8362,24,0,PANTALONI
