@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.437,0.4033,0.6351,3.4419,-1.772,-0.1036,2.0455,1.4302,6.8234,-1.366,-0.0021,1.0124,1.0062,5.3737,-0.7043,1.6805,0.839,0.916,3.7796,0.0715,4.2183,205.5265,-0.26,48.7231,-0.0616,-0.0013,0.444,0.6312,0.6933,1.4214,1.5614,1.0985,0.1972,0.3984,0.4807,2.0205,2.4381,1.2067,0.5585,0.9908,-7.5651,1.774,-13.5452,-7.6354,0.4305,0.3938,0.305,0.9147,0.7085,0.7746,0.5044,0.6405,0.9107,1.2698,1.8054,1.4218,0.0033,2.5126,-0.1697,-0.0929,-0.1146,0.4877,-0.3063,-0.0013,0.0454,0.0004,0.0197,0.0991,-0.0894,-0.1201,0.0004,0.0208,0.1471,?,-0.9736,0.0002,0.0131,0.9863,?,-0.3781,-0.0466,0.1233,0.9494,1.5078,1.5882,0.9014,2.2736,2.5222,0.0553,0.0082,0.1491,0,0,1,0.6739,0.1005,0.1491,0.0071,1.1393,0.1878,-0.8392,-0.4859,DAVANTI_PANTALONI
0.1932,0.4814,0.6938,2.4024,-0.4262,-0.2642,0.9152,0.9567,3.5503,-0.6288,-0.0258,0.8271,0.9094,4.0958,-0.7188,1.4159,0.3268,0.5716,2.784,0.0953,-0.7314,-7.487,0.1365,10.2362,-0.1866,-0.0182,0.7253,0.7629,1.2138,1.052,1.6736,1.5909,0.526,0.5821,1.4733,1.1066,2.8009,2.5311,0.5239,0.4191,-2.4478,0.8001,-4.6728,-5.84,0.7728,0.7069,0.5474,0.9147,0.7083,0.7743,0.6767,0.5865,0.8629,0.8668,1.2753,1.4712,0.0023,2.1462,0.8934,0.2179,0.6569,0.5076,0.6666,0.4017,-0.1226,0.001,0.032,0.1586,?,-0.673,0.0001,0.0103,0.6953,?,-0.4621,0.0002,0.0147,0.4814,?,0.1821,0.2652,1.4565,3.1108,2.1707,0.6978,9.677,4.7121,0.4869,0.2281,0.3294,1.4443,1,1,1,0.2281,0.3294,1.4443,0.0058,1.2577,-0.9261,0.8818,-0.9507,DAVANTI_PANTALONI
-0.1405,5.9219,2.4335,10.8183,-0.7745,-0.942,8.5654,2.9267,13.1872,-1.5098,-0.918,9.2113,3.035,20.4059,-1.4143,4.3206,6.7813,2.6041,11.5565,0.0347,0.1491,0.153,-0.0325,1.0261,-0.218,-0.2125,0.8315,0.8018,0.9345,0.9643,1.1239,1.1655,0.6914,0.6429,0.8733,0.9299,1.2631,1.3583,0.5952,0.395,-11.3783,0.6636,-19.1169,-28.8069,1.1603,0.7213,0.5093,0.6217,0.4389,0.706,0.8204,0.5302,0.9361,0.6462,1.1411,1.7658,0.0094,6.5069,-0.6395,0.0011,0.217,0.158,-0.2998,-0.3962,0.0206,0.008,0.0893,0.2794,-1.2364,0.0911,0.0075,0.0868,0.4498,-1.4742,0.3492,0.6906,0.831,1.9817,-1.0015,0.2257,0.0589,0.2608,1.0289,0.1075,0.1045,1.0586,0.0116,0.0109,0.5765,0.1558,0.2703,0.6873,0.1262,0.1836,0.6213,0.141,0.227,0.0026,1.1015,0.7449,0.9745,0.8244,DAVANTI_PANTALONI
0.4004,1.3772,1.1736,4.4555,-0.677,0.2766,2.5774,1.6054,5.9426,-0.4874,0.0185,2.6731,1.635,8.6992,-0.4089,2.3512,1.3366,1.1561,5.4902,0.1162,1.4477,21.6054,0.1703,14.9241,0.1176,0.0079,0.731,0.7178,1.0151,0.9819,1.3886,1.4142,0.5343,0.5152,1.0304,0.9642,1.9283,1.9999,0.9237,0.7124,-2.4927,0.7712,-2.6985,-3.4989,0.665,0.4303,0.4277,0.6471,0.6432,0.994,0.7498,0.5122,0.8115,0.6831,1.0824,1.5845,0.0035,3.4368,0.6853,0.0722,0.4369,0.2798,0.607,0.6496,-0.0956,0.0028,0.0524,0.1943,-3.8506,-0.7247,0.0002,0.0146,0.7535,?,-0.4292,0.0015,0.0389,0.4726,?,0.1319,0.2227,1.6886,3.5855,1.3496,0.3764,12.8558,1.8214,0.1417,0.2047,0.3263,1.5942,0,0,1,0.2578,0.4111,1.5942,0.0061,1.2524,-0.7848,0.6985,-0.2334,DAVANTI_PANTALONI
0.3222,5.1367,2.2664,13.3159,-0.8452,-1.4185,9.7219,3.118,20.7106,-1.3932,-0.0709,10.5427,3.2469,15.1986,-0.9309,4.6525,5.8765,2.4241,14.4232,0.0237,-0.2272,-4.545,0.0693,20.0076,-0.3049,-0.0152,0.7269,0.698,0.9349,0.9603,1.2862,1.3394,0.5284,0.4872,0.8741,0.9221,1.6544,1.794,0.5059,0.8324,-17.4136,1.6454,-34.423,-20.9206,0.8339,0.9169,0.4885,1.0994,0.5858,0.5328,0.6429,0.8761,0.9232,1.3627,1.4359,1.0538,0.0103,7.0783,-0.5254,-0.1613,0.004,0.6825,-0.2199,0.0417,-0.0724,0.0264,0.1624,0.4186,-5.6504,0.3115,0.0058,0.0759,0.3282,0.2873,0.8543,0.0063,0.0796,0.3155,0.6547,-0.2325,-0.0847,0.3646,2.139,2.0403,0.9538,4.5754,4.1627,0.9098,-2.6876,-0.5943,0.2211,0.1367,0.0689,0.5039,1.2754,1.3266,1.0401,0.0064,1.2969,-0.2876,0.868,0.1941,DAVANTI_PANTALONI
0.705,6.0697,2.4637,13.0527,-1.1967,-2.5579,14.1478,3.7614,14.4872,-10.2744,0.8357,12.2367,3.4981,13.4498,-0.3514,4.6222,18.8279,4.3391,15.2373,0.0403,-0.2756,0.8436,0.1525,-3.0607,-0.5534,0.1808,0.655,0.7043,0.5678,1.0753,0.8668,0.8062,0.429,0.496,0.3224,1.1562,0.7514,0.6499,0.5386,2.0331,-11.104,3.7748,-20.6166,-5.4616,4.6242,0.597,0.3742,0.1291,0.0809,0.6268,0.901,0.9705,0.8566,1.0771,0.9508,0.8827,0.0843,7.127,-0.5786,-0.0434,0.3804,-0.5435,-0.9575,0.688,-0.0959,0.0511,0.226,0.6361,-8.5265,0.1558,0.0038,0.0619,0.209,0.309,0.7799,0.0432,0.2079,0.6808,0.2432,-0.6154,-0.1229,0.1997,3.6531,1.087,0.2976,13.3451,1.1817,0.0885,-6.0922,-2.6026,0.4272,0.2208,0.0742,0.3362,3.0439,0.9345,0.307,0.0062,1.0983,-0.961,0.914,-0.9334,DAVANTI_PANTALONI
-0.8303,4.2112,2.0521,8.6107,-1.8367,-1.4531,11.2792,3.3584,17.078,-1.6982,-0.2724,11.686,3.4185,16.5078,-1.5036,4.9068,5.9746,2.4443,12.2504,0.0094,0.5714,3.0484,-0.1692,5.335,-0.2961,-0.0555,0.611,0.6003,0.8396,0.9824,1.374,1.3986,0.3734,0.3604,0.7049,0.9652,1.8879,1.956,0.5187,0.5623,-48.1631,1.0842,-92.8541,-85.6465,0.4796,0.4604,0.2455,0.9599,0.5118,0.5332,0.5042,0.5216,0.7029,1.0345,1.3941,1.3475,0.0123,7.5292,0.4022,-0.2447,-0.2697,0.5918,-0.4787,-0.221,-0.2994,0.1417,0.3764,1.1651,-0.9265,-0.2269,0.1241,0.3522,1.1364,-1.0073,-0.5093,0.2582,0.5081,1.5882,-1.3966,1.3198,0.5879,0.4454,1.0687,0.7408,0.6932,1.1421,0.5488,0.4806,0.9825,0.6054,0.6162,1.0683,0.9126,0.8543,1.0252,0.7336,0.7155,0.0046,1.5912,0.9685,0.9503,0.9072,DAVANTI_PANTALONI
-0.6536,4.0078,2.002,9.6743,-1.1319,-1.9967,9.0355,3.0059,16.7558,-2.0186,-0.7409,12.364,3.5163,23.949,-0.5065,4.8647,6.7048,2.5894,15.5694,0.0525,0.3273,0.8822,-0.1344,2.6951,-0.4104,-0.1523,0.666,0.5693,0.7731,0.8549,1.1609,1.358,0.4436,0.3242,0.5978,0.7308,1.3476,1.8441,0.4584,0.6379,-5.9526,1.3916,-12.9856,-9.3314,0.8175,0.2855,0.2762,0.3492,0.3378,0.9674,0.5774,0.404,0.6214,0.6996,1.0762,1.5382,0.0161,7.5404,0.4171,-0.099,-0.1291,0.6358,-0.347,-0.1077,-0.1906,0.0982,0.3134,1.1247,-0.9708,-0.1132,0.1163,0.3411,1.1569,-0.9538,-0.3671,0.5429,0.7368,1.9014,-1.0019,1.6832,0.5192,0.3085,0.919,0.4254,0.4629,0.8446,0.181,0.2143,0.981,0.5822,0.5935,0.9638,0.6008,0.6234,0.9722,0.5915,0.6084,0.0031,1.4785,0.9708,0.7872,0.861,DAVANTI_PANTALONI
-0.0118,1.0588,1.029,4.2172,-0.5299,-0.3425,3.1888,1.7857,6.5609,-1.2851,0.187,3.3667,1.8349,8.6337,-0.4665,2.5714,1.1546,1.0745,5.7427,0.0634,0.0346,-0.0633,-0.0046,-1.8316,-0.1332,0.0727,0.5762,0.5608,0.9576,0.9732,1.6618,1.7076,0.3321,0.3145,0.917,0.9472,2.7617,2.9158,0.3959,0.5319,-3.759,1.3435,-9.4949,-7.0674,0.9601,0.4682,0.4496,0.4877,0.4683,0.9602,0.6428,0.4885,0.7344,0.7599,1.1425,1.5034,0.0028,3.7738,0.6565,0.1144,0.1512,0.6002,0.2036,0.3904,-0.0907,0.0014,0.0372,0.1512,?,-0.7193,0,0.0063,0.7305,?,-0.532,0.0001,0.0088,0.5479,?,0.1261,0.1705,1.352,5.8566,4.2143,0.7196,34.3,17.7604,0.5178,0.207,0.276,1.3334,1,1,1,0.207,0.276,1.3334,0.0064,1.3421,-0.6123,-0.0794,-0.2016,DAVANTI_PANTALONI
0.0317,0.889,0.9429,3.8825,-0.4741,0.082,1.7938,1.3393,6.118,-0.7404,0.3878,3.2191,1.7942,7.5928,-0.4938,2.2524,0.9866,0.9933,4.7979,0.0842,0.3867,0.0818,0.0141,0.2115,0.0364,0.1722,0.704,0.5255,0.9493,0.7465,1.3484,1.8063,0.4956,0.2762,0.9011,0.5572,1.8182,3.2628,0.4798,0.4975,-2.8324,1.0369,-5.9033,-5.6932,0.7492,0.5182,0.5027,0.6916,0.671,0.9702,0.6346,0.5113,0.8092,0.8058,1.2752,1.5825,0.0029,3.1912,0.6174,-0.1695,0.0338,0.1811,0.2762,0.5429,-0.1718,0.0022,0.047,0.2515,?,-0.7106,0.0002,0.0157,0.73,?,-0.4939,0.0004,0.0209,0.5253,?,0.2418,0.3479,1.4388,2.9967,2.2473,0.7499,8.9799,5.0505,0.5624,0.3445,0.4788,1.3896,1,1,1,0.3445,0.4788,1.3896,0.0064,1.3763,-0.9173,0.8854,-0.77,DAVANTI_PANTALONI
0.1878,0.8379,0.9154,4.0548,-0.3939,0.0878,2.6798,1.637,6.9509,-0.8691,0.27,2.735,1.6538,7.4394,-0.5116,2.2189,1.4448,1.202,4.8052,0.0444,2.138,0.6956,0.0846,0.3253,0.0396,0.1217,0.5592,0.5535,0.7616,0.9899,1.3619,1.3758,0.3127,0.3064,0.58,0.9798,1.8547,1.8929,0.3546,0.4551,-5.1372,1.2836,-14.489,-11.2879,0.7822,0.5911,0.5785,0.7556,0.7396,0.9788,0.5834,0.545,0.8439,0.9343,1.4465,1.5482,0.0024,3.2217,0.6129,0.097,0.196,0.5518,0.4148,0.5033,-0.0946,0.0033,0.0574,0.1846,?,-0.7309,0.0002,0.0145,0.7575,?,-0.4931,0.0002,0.0151,0.5143,?,0.1295,0.1919,1.4823,3.9546,3.8,0.9609,15.6386,14.4402,0.9234,0.2437,0.3589,1.4728,1,1,1,0.2437,0.3589,1.4728,0.0062,1.3187,-0.6579,0.8087,-0.8759,DAVANTI_PANTALONI
-0.0978,7.3989,2.7201,15.2981,-0.9479,-1.1877,15.9802,3.9975,21.5754,-0.79,-0.0943,5.5044,2.3461,14.0981,-0.5878,4.5373,9.7254,3.1186,14.5149,0.0322,0.0823,1.0362,-0.0215,12.5898,-0.2618,-0.0208,0.6804,1.1594,0.8722,1.7039,1.2819,0.7523,0.463,1.3442,0.7608,2.9032,1.6431,0.566,0.7818,1.4264,-15.4263,1.8244,-19.7309,-10.8149,0.6516,0.8845,0.5237,1.3575,0.8037,0.592,0.7091,1.0851,1.054,1.5304,1.4864,0.9713,0.0086,7.007,-0.3199,-0.2777,0.1156,0.3429,-0.4065,0.2309,-0.0514,0.0164,0.1281,0.4841,-1.5461,0.0202,0.0352,0.1876,0.7405,-2.4244,0.384,0.6205,0.7877,1.9269,-0.9869,-2.5458,-0.1339,0.0526,0.6828,0.1626,0.2382,0.4662,0.0265,0.0567,0.5607,0.3071,0.5478,0.8792,0.196,0.223,0.6537,0.2512,0.3843,0.0028,1.1364,0.8834,0.9632,0.9228,DIETRO_PANTALONI
-0.1925,6.9718,2.6404,12.9069,-1.0206,-0.9645,11.4795,3.3881,14.7813,-1.0313,-0.2524,5.9754,2.4445,13.5026,-1.004,4.2677,7.2449,2.6916,10.4698,0.0515,0.1995,0.7625,-0.0451,3.8213,-0.226,-0.0591,0.7793,1.0802,0.981,1.386,1.2588,0.9082,0.6073,1.1667,0.9623,1.9211,1.5845,0.8248,0.8687,0.9637,-11.4699,1.1093,-13.203,-11.9019,0.8778,0.948,0.5787,1.08,0.6592,0.6104,0.8732,0.9559,1.2328,1.0947,1.4118,1.2897,0.0073,6.6421,-0.5887,-0.4034,-0.0085,0.4184,-0.1923,0.1282,-0.005,0.0233,0.1525,0.5895,-1.0355,0.1031,0.0174,0.1319,0.5355,-1.6336,0.4336,0.5874,0.7664,1.9048,-0.9992,-0.0483,-0.0115,0.2379,1.1562,0.199,0.1722,1.3367,0.0396,0.0296,0.9028,0.315,0.3489,1.4244,0.304,0.2134,1.1009,0.3095,0.2811,0.0032,1.1525,0.7105,0.9048,0.9135,DIETRO_PANTALONI
-0.7155,9.5351,3.0879,17.5153,-1.0034,-1.5594,18.5445,4.3063,21.6844,-0.8693,-0.1854,18.7797,4.3336,18.2113,-0.5369,6.0461,13.2815,3.6444,15.1308,0.0678,0.4588,3.8583,-0.1183,8.4087,-0.2579,-0.0307,0.7171,0.7126,0.8473,0.9937,1.1816,1.1891,0.5142,0.5077,0.7179,0.9875,1.3963,1.414,0.8699,1.3789,-7.9767,1.585,-9.1694,-5.7851,0.7537,0.7379,0.5387,0.979,0.7147,0.7301,0.8077,0.9618,1.1576,1.1907,1.4331,1.2036,0.0125,9.3759,-0.1621,-0.5223,-0.2102,0.7143,0.2851,0.4958,0.0689,0.0241,0.1554,0.4525,-0.7305,-0.3065,0.0634,0.2517,0.9322,-1.768,-0.4705,0.2663,0.516,1.9357,-1.0013,-0.2247,-0.1463,0.6514,0.6173,0.3011,0.4878,0.381,0.0907,0.2379,0.3208,0.1972,0.6148,0.7764,0.2703,0.3482,0.4854,0.2338,0.4816,0.0041,1.2,-0.4726,0.2611,0.6518,DIETRO_PANTALONI
-0.1382,0.9863,0.9931,4.0904,-0.7454,-1.1884,2.7921,1.6709,6.427,-1.6585,-0.2321,3.3097,1.8193,7.8105,-0.548,2.7966,0.7525,0.8675,4.2021,0.1999,0.1163,0.5952,-0.0494,5.1196,-0.4249,-0.083,0.5943,0.5459,1.1449,0.9185,1.9262,2.0972,0.3532,0.298,1.3107,0.8436,3.7104,4.3984,0.4357,0.6318,-1.6636,1.4501,-3.8184,-2.6332,0.9694,0.4645,0.4462,0.4791,0.4603,0.9607,0.6364,0.5237,0.9734,0.8229,1.5295,1.8587,0.0088,4.1018,0.4746,0.0327,-0.352,0.5355,-0.3318,0.2469,-0.1711,0.0044,0.066,0.2668,?,-0.6789,0.0002,0.0134,0.7011,?,-0.5452,0.0009,0.0302,0.5756,?,0.252,0.3138,1.2453,4.9407,2.1867,0.4426,24.4107,4.7818,0.1959,0.3806,0.4636,1.2179,1,1,1,0.3806,0.4636,1.2179,0.0063,1.3951,-0.483,0.8925,-0.6514,DIETRO_PANTALONI
-0.0111,0.8939,0.9455,4.9141,-0.5686,0.0901,2.2969,1.5156,6.6407,-0.6146,0.0656,3.6261,1.9042,8.2468,-0.5223,2.3966,1.0856,1.0419,4.9362,0.1113,-0.123,-0.1688,-0.0046,1.3725,0.0376,0.0274,0.6238,0.4965,0.9074,0.7959,1.4546,1.8276,0.3892,0.2465,0.8234,0.6334,2.1157,3.34,0.7047,0.6295,-2.8826,0.8934,-4.0907,-4.5789,0.7617,0.5783,0.564,0.7592,0.7405,0.9753,0.74,0.5959,0.9955,0.8052,1.3453,1.6707,0.0008,3.5052,0.3679,-0.1233,0.1741,0.5429,0.4475,0.4896,-0.1199,0.002,0.0442,0.1897,?,-0.6936,0.0001,0.012,0.7214,?,-0.513,0.001,0.0308,0.5593,?,0.1728,0.2337,1.3521,3.6938,1.4337,0.3881,13.6444,2.0555,0.1507,0.263,0.3392,1.2899,1,1,1,0.263,0.3392,1.2899,0.0063,1.3264,-0.7595,0.9461,-0.7675,DIETRO_PANTALONI
-0.1646,0.784,0.8855,3.5908,-1.1673,-0.8965,3.378,1.8379,7.6498,-1.2692,0.2728,3.0562,1.7482,7.5103,-0.4388,2.5714,1.5114,1.2294,5.0914,0.0661,0.1836,-0.6033,-0.064,-3.2861,-0.3487,0.1061,0.4818,0.5065,0.7202,1.0513,1.495,1.422,0.2321,0.2565,0.5187,1.1053,2.235,2.0221,0.452,0.8444,-5.3639,1.8682,-11.8671,-6.3523,0.4915,0.3174,0.3039,0.6458,0.6183,0.9575,0.4694,0.4781,0.7053,1.0186,1.5025,1.4751,0.0066,3.8229,0.5466,0.1131,-0.1441,0.7216,-0.065,0.3193,-0.2048,0.0028,0.0531,0.2736,?,-0.6535,0.0008,0.0274,0.6883,?,-0.5984,0.0009,0.0296,0.6389,?,0.3133,0.3422,1.0921,1.9358,1.7927,0.9261,3.7474,3.2138,0.8576,0.3974,0.4281,1.0772,1,1,1,0.3974,0.4281,1.0772,0.0063,1.4566,-0.8623,0.8281,-0.9787,DIETRO_PANTALONI
-0.3744,3.9912,1.9978,9.451,-1.2536,0.1006,8.645,2.9402,15.1982,-0.8018,-0.227,4.0399,2.01,12.4366,-0.4716,3.3133,5.8998,2.429,8.946,0.0384,-3.7202,1.6495,-0.113,-0.4434,0.0304,-0.0685,0.6795,0.994,0.8225,1.4628,1.2105,0.8275,0.4617,0.9879,0.6765,2.1399,1.4653,0.6847,0.7773,1.3191,-14.7334,1.6969,-18.9535,-11.1693,0.4972,0.4962,0.4508,0.9981,0.9067,0.9085,0.6218,0.7599,1.0565,1.2221,1.6989,1.3902,0.0032,5.0473,-0.7813,-0.0167,0.0954,0.5214,0.0029,0.2379,0.0007,0.0129,0.1137,0.418,-3.4794,0.2896,0.0164,0.1279,0.4602,0.2822,0.8339,0.0014,0.0368,0.1892,0.7848,0.0024,0.0008,0.3472,0.8888,3.0853,3.4715,0.7899,9.519,12.0512,-1.7944,-0.4707,0.2623,0.1455,0.1062,0.7295,0.9081,2.2092,2.4327,0.0063,1.2102,-0.9911,0.7298,-0.7574,TASCA_GIACCA_ALTA
