@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
0.0346,2.6688,1.6337,13.6853,-2.5148,0.0249,9.2405,3.0398,23.2168,-1.1768,-0.0737,4.8794,2.2089,15.7246,-0.8685,3.1247,7.0325,2.6519,14.9879,0.0208,1.389,-0.4696,0.0111,-0.3381,0.008,-0.0236,0.5374,0.7396,0.616,1.3761,1.1463,0.833,0.2888,0.547,0.3795,1.8938,1.314,0.6938,0.7801,1.3397,-30.7885,1.7172,-39.4657,-22.9824,0.3651,0.4627,0.2544,1.2674,0.6968,0.5498,0.5895,0.8703,0.9131,1.4765,1.549,1.0492,0.0004,4.8322,0.0392,-0.2293,-0.2258,-0.9462,-0.1085,0.115,1100,0,0,0,1,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.2326,0.8741,0.9349,5.4296,-0.4345,-0.1544,2.3476,1.5322,9.7416,-1.6497,0.1239,0.9781,0.989,5.3492,-0.7907,1.7379,1.2727,1.1281,6.0925,0.0138,-1.5071,1.8769,0.1338,-1.2454,-0.0888,0.0713,0.6102,0.9454,0.8288,1.5493,1.3582,0.8766,0.3723,0.8937,0.6868,2.4003,1.8447,0.7685,0.2711,0.6962,-19.2505,2.5677,-70.9961,-27.6498,1.0295,1.2671,0.6127,1.2308,0.5951,0.4835,0.5574,1.015,0.8912,1.8211,1.5989,0.878,0.0016,2.6533,-0.3994,0.2298,0.2415,-0.7187,-0.3024,0.1201,1100,0,0,0,1,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.0209,7.0062,2.6469,9.7367,-1.1154,-1.9154,14.8483,3.8534,14.2365,-1.3977,0.5277,6.0057,2.4507,8.1431,-0.7577,5.3167,3.5408,1.8817,7.2119,0.2385,0.0109,-0.0396,-0.0039,-3.6297,-0.3603,0.0993,0.6869,1.0801,1.4067,1.5724,2.0478,1.3024,0.4719,1.1666,1.9787,2.4724,4.1935,1.6961,0.6186,1.4625,-2.2725,2.3642,-3.6736,-1.5539,0.7752,0.9935,0.486,1.2816,0.6269,0.4892,0.6839,1.1957,1.3501,1.7483,1.974,1.1291,0.0199,8.3293,-0.2534,-0.3614,-0.2595,-0.582,-0.4491,0.6672,1100,0,0,0,1,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.51,37.9777,6.1626,29.2277,-1.7119,-2.6259,82.2464,9.069,38.8232,-2.2431,-0.0945,47.9772,6.9266,29.6111,-1.0376,11.1525,50.9877,7.1406,31.5342,0.018,0.1942,5.3969,-0.0457,27.7875,-0.2355,-0.0085,0.6795,0.8897,0.863,1.3093,1.2701,0.97,0.4618,0.7916,0.7448,1.7143,1.6131,0.941,0.6871,1.2236,-31.9633,1.7808,-46.5193,-26.1225,0.9003,0.7416,0.3356,0.8237,0.3728,0.4526,0.7528,0.9871,0.9269,1.3111,1.2311,0.939,0.0145,17.4951,0.891,0.1052,-0.4215,0.3385,-0.5597,0.0749,1100,0,0,0,1,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.2462,0.9029,0.9502,5.1058,-0.8139,-0.582,2.5648,1.6015,8.0765,-1.0579,-0.1791,5.4392,2.3322,12.1418,-0.4397,2.5207,2.984,1.7274,8.2856,0.02,-0.4229,-1.3747,0.0977,3.2504,-0.2309,-0.071,0.5933,0.4074,0.5501,0.6867,0.9271,1.3501,0.3521,0.166,0.3026,0.4715,0.8595,1.8227,0.5518,0.6178,-13.5787,1.1196,-24.6083,-21.9793,0.7172,0.3338,0.3329,0.4654,0.4642,0.9975,0.6322,0.4205,0.6162,0.6652,0.9748,1.4654,0.0035,3.7059,-0.6784,0.0519,0.136,0.0722,-0.1135,0.4223,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.032,0.0141,0.1187,0.5406,-0.7371,-0.2133,0.0227,0.1508,0.7624,-2.7748,0.0179,0.0156,0.125,0.7028,-0.8409,0.295,0.0122,0.1107,0.5498,0.0461,-0.1501,1.7846,0.1085,-11.8863,-0.7229,0.0608,0.7869,0.9496,1.0723,1.2068,1.3627,1.1292,0.6192,0.9018,1.1499,1.4563,1.857,1.2752,0.4093,0.7146,-8.6309,1.7459,-21.087,-12.0783,1.5408,0.8152,0.5399,0.5291,0.3504,0.6623,0.7091,0.7692,0.9832,1.0849,1.3867,1.2782,0.0011,0.4255,-0.0247,-0.2194,0.0872,0.1255,-0.7159,0.0385,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.149,1.2706,1.1272,5.5804,-1.371,-0.4244,3.3134,1.8203,12.5066,-0.7067,0.0289,7.6103,2.7587,13.7173,-0.4091,2.9496,3.6975,1.9229,11.6523,0.0214,-0.3511,5.1627,0.0505,-14.705,-0.1439,0.0098,0.6193,0.4086,0.5862,0.6598,0.9466,1.4347,0.3835,0.167,0.3436,0.4354,0.8961,2.0583,0.6231,0.8102,-12.6464,1.3004,-20.2968,-15.6087,0.3212,0.2418,0.1977,0.7528,0.6154,0.8175,0.4462,0.4068,0.4789,0.9117,1.0733,1.1772,0.0024,4.3283,-0.3891,0.1467,-0.0826,0.2613,0.3309,0.6008,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.1141,7.9357,2.817,17.1695,-0.6875,-4.2671,43.9864,6.6322,22.1545,-51.7667,-0.3287,68.6954,8.2883,42.0455,-0.8065,7.1351,88.0368,9.3828,28.1807,0.0026,0.0267,0.347,-0.016,12.98,-0.598,-0.0461,0.4248,0.3399,0.3002,0.8002,0.7068,0.8833,0.1804,0.1155,0.0901,0.6403,0.4996,0.7803,0.3218,0.3726,-93.7273,1.1579,-291.2215,-251.5182,24.233,0.4372,0.3601,0.018,0.0149,0.8237,0.775,0.4084,0.6093,0.5269,0.7862,1.492,0.0231,10.6198,-0.2424,0.0958,0.2674,0.5291,-0.8965,-0.1374,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.116,0.0161,0.1268,0.5763,-3.158,-0.0821,0.0082,0.0908,0.5056,-1.6676,-0.0168,0.0057,0.0756,0.4944,-2.1526,0.197,0.0117,0.1083,0.4967,0.0328,1.4135,6.8993,-0.5888,4.8809,-0.4166,-0.0853,1.3966,1.6772,1.1717,1.2009,0.839,0.6986,1.9505,2.813,1.3729,1.4422,0.7039,0.4881,1.3847,1.2965,-25.9757,0.9363,-18.7584,-20.0351,0.7312,0.8838,0.2699,1.2086,0.3691,0.3054,1.1398,1.1656,1.1602,1.0227,1.018,0.9954,0.0008,0.296,0.4974,-0.0393,-0.7438,0.8136,-0.6414,-0.3062,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0101,1.0069,1.0035,15.527,-0.7988,-0.0883,0.6092,0.7805,5.6772,-1.6084,0.1589,0.3817,0.6179,3.74,-1.1009,0.8806,1.2555,1.1205,9.3593,0.0047,0.1149,-0.0639,-0.0115,-0.5561,-0.1003,0.1804,1.2857,1.6241,0.8955,1.2633,0.6966,0.5514,1.6529,2.6377,0.802,1.5958,0.4852,0.3041,1.9696,3.5181,-157.5118,1.7862,-79.9716,-44.7713,3.966,4.849,0.918,1.2227,0.2315,0.1893,2.735,4.1516,1.659,1.518,0.6066,0.3996,0.001,1.2712,-0.3266,-0.2016,-0.0554,-0.7131,-0.1637,0.105,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.526,4.5021,2.1218,8.8294,-0.5866,-0.9443,21.422,4.6284,17.1922,-0.5831,0.0039,16.0616,4.0077,16.1047,-0.6678,6.0274,6.8245,2.6124,12.8851,0.0313,-0.5571,134.2156,0.0873,-240.9374,-0.1567,0.0007,0.4584,0.5294,0.8122,1.1549,1.7717,1.5341,0.2102,0.2803,0.6597,1.3337,3.139,2.3535,0.5155,0.5062,-7.8376,0.982,-15.2031,-15.4821,0.5124,0.5763,0.4184,1.1247,0.8164,0.7259,0.5136,0.5482,0.6852,1.0675,1.3343,1.2499,0.0057,9.1161,-0.3463,0.0825,0.2291,0.7941,0.2529,0.4097,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
