@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.3061,7.716,2.7778,16.6007,-3.5535,1.2589,12.5131,3.5374,17.2915,-0.6958,10.358,18.5863,4.3112,17.9625,0.0281,11.4404,16.9001,4.111,16.5731,0.163,-0.2431,-0.0295,-0.0268,0.1215,0.11,0.9054,0.7853,0.6443,0.6757,0.8205,0.8605,1.0487,0.6166,0.4151,0.4566,0.6732,0.7404,1.0998,1.8259,-24.9064,-4.0125,-13.6403,-2.1975,0.1611,0.3575,0.1972,0.1841,0.5517,0.5149,0.9334,0.96,0.9242,1.0017,0.9626,1.0433,1.0838,0.1044,15.6707,-0.2014,0.0898,-0.1247,-0.2983,-0.1225,0.9217,5.1504,10.844,3.293,8.1976,0.0664,2.1763,17.5003,4.1833,10.7014,-0.6085,5.7995,2.9928,1.73,4.7914,0.3931,2.3665,0.8881,0.3753,0.7872,1.9035,2.4181,0.6196,3.6233,5.8474,-0.1439,0.1877,-1.3042,1.3198,1.1121,0.8426,0.766,1.7109,2.2335,0.0806,15.3135,-0.8923,-0.919,0.9772,?,?,?,?,?,DESTRA_PANTALONI
-0.0682,6.2689,2.5038,9.5083,-1.9438,-0.0048,11.7706,3.4308,13.7251,-1.4506,10.2198,20.6993,4.5496,17.6496,0.2082,10.9474,23.3436,4.8315,18.7254,0.2218,14.2586,-0.0067,-0.0062,-0.0005,-0.0004,0.9335,0.7298,0.5503,0.5182,0.7541,0.7101,0.9417,0.5326,0.3029,0.2685,0.5686,0.5042,0.8867,0.7728,-1.3528,-1.1762,-1.7506,-1.522,0.8694,0.5767,0.1449,0.1342,0.2513,0.2328,0.9263,0.6928,0.5387,0.5078,0.7776,0.733,0.9425,0.1022,14.9715,0.2497,-0.554,-0.5712,-0.6164,-0.6241,0.9969,4.4461,11.8074,3.4362,8.9535,-0.0091,3.4382,11.3865,3.3744,10.8182,-0.6921,6.2361,2.5624,1.6007,4.9072,0.3926,1.2931,0.713,0.5513,1.0183,2.1466,2.108,1.037,4.608,4.4437,0.0183,-0.0255,-1.3952,1.3878,1.0983,0.7914,0.8276,1.8245,2.2045,0.084,15.1393,-0.8148,-0.9361,0.9396,?,?,?,?,?,DESTRA_PANTALONI
0.0573,2.7698,1.6643,8.2915,-0.4418,4.3255,4.0593,2.0148,9.0894,-0.0056,10.0209,14.0157,3.7437,17.5139,0.1086,11.2966,12.3617,3.5159,14.573,0.2672,0.0133,0.0057,0.0051,0.4317,0.3829,0.8871,0.826,0.4445,0.4734,0.5382,0.573,1.0648,0.6823,0.1976,0.2241,0.2896,0.3284,1.1338,50.291,-1.1906,-0.4781,-0.0237,-0.0095,0.4015,0.6362,0.2927,0.2892,0.46,0.4545,0.988,0.9122,0.4734,0.569,0.519,0.6237,1.2018,0.1091,15.7135,-0.2034,0.1822,0.1517,-0.0194,0.1887,0.9732,2.0679,4.8091,2.193,5.6766,-0.0399,6.6155,0.3709,0.609,2.1236,0.7283,6.5241,0.4491,0.6702,2.0386,0.7297,0.3126,0.317,1.014,3.6006,3.2722,0.9088,12.9647,10.7074,0.8259,-0.0383,-0.0396,1.0346,0.6984,0.7239,1.0365,2.6731,2.7846,1.0417,0.0952,15.258,-0.7469,-0.6662,0.0422,?,?,?,?,?,DESTRA_PANTALONI
-0.2451,3.1147,1.7648,10.1005,-1.0251,2.3302,4.5433,2.1315,10.3861,-0.3635,10.3983,22.206,4.7123,18.6735,0.1252,10.9859,22.7903,4.7739,19.5533,0.1459,-0.1052,-0.0236,-0.0223,0.2241,0.2121,0.9465,0.828,0.3745,0.3697,0.4523,0.4465,0.9871,0.6856,0.1403,0.1367,0.2046,0.1994,0.9744,1.8463,-1.9124,-1.5312,-1.0358,-0.8293,0.8007,0.6548,0.2337,0.2179,0.3568,0.3327,0.9325,0.9725,0.5409,0.5166,0.5562,0.5312,0.955,0.1066,14.2424,-0.2613,-0.5258,-0.5349,0.2503,0.3515,0.9922,1.9145,0.665,0.8155,3.3592,0.0575,4.6122,0.7401,0.8603,3.1221,0.5095,8.3402,0.3432,0.5858,2.572,0.7183,0.4151,0.2296,0.553,0.948,1.3921,1.4685,0.8986,1.938,2.1566,0.0632,0.0313,0.4945,0.5599,0.3904,0.6972,1.0759,1.3061,1.2139,0.0972,14.8669,0.1507,-0.448,-0.9397,?,?,?,?,?,DESTRA_PANTALONI
0.0413,1.7898,1.3379,7.6412,-1.2652,0.1816,22.0368,4.6943,19.337,-1.1628,10.3385,18.5732,4.3097,15.2652,0.1351,11.5512,15.8878,3.986,13.6351,0.2489,0.2274,0.004,0.0036,0.0176,0.0157,0.895,0.285,0.3104,0.3356,1.0893,1.1777,1.0812,0.0812,0.0964,0.1127,1.1865,1.387,1.169,0.4105,-1.7892,-0.9444,-4.3583,-2.3004,0.5278,0.3773,0.1911,0.1858,0.5065,0.4925,0.9722,0.3952,0.5006,0.5604,1.2667,1.4182,1.1195,0.1034,15.1639,0.5037,0.1162,0.0529,0.2912,0.1073,0.9314,3.321,4.8225,2.196,6.2501,0.1611,2.6258,14.3623,3.7898,11.2169,-1.0535,7.6294,0.9178,0.958,2.8198,0.6698,1.2648,0.4353,0.3442,0.5795,2.2923,3.9559,0.3358,5.2546,15.6493,-0.2086,0.2098,-1.0058,1.3639,0.8723,0.6396,0.5572,2.2165,3.9779,0.0873,15.3656,-0.8286,-0.8836,0.9651,?,?,?,?,?,DESTRA_PANTALONI
0.3704,4.6065,2.1463,10.1308,-0.9189,1.3263,4.1046,2.026,12.126,-0.6901,10.0098,20.489,4.5265,17.3381,0.1684,10.5546,19.892,4.46,17.9279,0.1841,0.2793,0.037,0.0351,0.1325,0.1257,0.9484,1.0594,0.4742,0.4812,0.4476,0.4543,1.0149,1.1223,0.2248,0.2316,0.2003,0.2063,1.03,0.9798,-1.3815,-1.1996,-1.41,-1.2244,0.8684,0.7359,0.2532,0.2403,0.3441,0.3265,0.9489,0.8355,0.5843,0.5651,0.6994,0.6764,0.9671,0.101,13.6394,0.3336,-0.3853,-0.3769,-0.4955,-0.4585,0.9948,4.0295,10.0826,3.1753,8.2728,0.051,4.3951,11.2279,3.3508,10.7213,-0.4469,6.1957,0.9825,0.9912,3.2655,0.5521,0.9168,0.6504,0.7094,0.9476,3.2035,3.3805,0.898,10.2624,11.4281,-0.1343,0.1105,-0.8228,1.1765,1.1958,1.0165,0.7716,2.5334,3.2832,0.086,15.2098,-0.9442,-0.7467,0.8831,?,?,?,?,?,DESTRA_PANTALONI
-0.0456,9.0476,3.0079,14.531,-0.9911,-2.3297,38.485,6.2036,27.0859,-1.7001,9.6675,43.0597,6.562,25.1561,-0.053,11.6019,54.8782,7.408,25.4616,0.0509,0.0196,-0.0047,-0.0039,-0.241,-0.2008,0.8333,0.4849,0.4584,0.406,0.9454,0.8374,0.8858,0.2351,0.2101,0.1649,0.8938,0.7013,0.7846,0.4241,5.7156,-5.2986,13.4762,-12.4931,-0.927,0.7275,0.3055,0.272,0.4199,0.3739,0.8906,0.5365,0.5776,0.5707,1.0767,1.0638,0.988,0.1025,16.6303,0.149,-0.4019,-0.2956,-0.5311,-0.6321,0.9672,4.8087,8.5553,2.9249,8.9381,0.0177,1.427,40.0107,6.3254,15.8772,-0.9127,4.4147,2.9452,1.7162,5.1994,0.2197,3.3697,1.0892,0.3233,0.4624,1.7043,3.6858,0.2138,2.9048,13.5849,-0.0213,0.1102,-5.1764,1.0962,1.3656,1.2458,0.5629,1.7191,3.0537,0.0689,15.3586,-0.6715,-0.6958,0.8964,?,?,?,?,?,DESTRA_PANTALONI
0.1367,5.2029,2.281,10.1192,-1.06,-0.6055,26.4047,5.1386,25.6931,-1.7139,9.5539,14.9414,3.8654,14.358,0.1616,10.9816,17.6159,4.1971,16.8646,0.1623,-0.2258,0.0143,0.0125,-0.0634,-0.0551,0.87,0.4439,0.5901,0.5435,1.3294,1.2243,0.921,0.197,0.3482,0.2954,1.7672,1.4989,0.8482,0.3209,-1.8809,-1.5939,-5.8611,-4.9668,0.8474,0.5189,0.2868,0.244,0.5528,0.4703,0.8507,0.3939,0.7048,0.6,1.7895,1.5235,0.8514,0.1019,15.3098,0.5028,0.1429,0.0161,-0.2861,-0.4962,0.8977,2.8551,8.0318,2.834,8.5097,-0.0627,3.2717,24.4297,4.9426,15.5012,-1.0856,6.6158,1.1102,1.0536,3.2455,0.5886,0.8727,0.4316,0.4945,0.5734,2.6897,4.691,0.3288,7.2347,22.0052,0.0622,-0.1082,-1.7375,1.0774,1.015,0.9421,0.549,2.622,4.7762,0.0842,15.1637,-0.6421,-0.7502,0.8426,?,?,?,?,?,DESTRA_PANTALONI
-0.2558,9.8416,3.1371,17.3252,-0.9594,-2.321,41.0153,6.4043,26.5361,-1.9415,10.0751,41.9016,6.4731,26.7922,-0.0989,12.4212,45.4324,6.7404,26.8429,0.0473,0.1102,-0.0254,-0.0206,-0.2304,-0.1869,0.8111,0.4898,0.4846,0.4654,0.9894,0.9501,0.9604,0.2399,0.2349,0.2166,0.9788,0.9028,0.9223,0.4843,3.5189,-6.3711,7.2655,-13.1544,-1.8105,0.9801,0.3627,0.3138,0.37,0.3202,0.8654,0.6529,0.6467,0.6454,0.9904,0.9886,0.9981,0.1077,17.8559,0.3661,-0.3957,-0.3165,-0.3764,-0.5442,0.9386,4.9418,9.402,3.0663,8.714,0.0404,1.7942,34.0559,5.8357,15.3968,-1.0264,4.5973,3.9001,1.9749,6.1477,0.1727,2.7544,1.075,0.3903,0.5254,1.5526,2.955,0.2761,2.4107,8.732,-0.047,0.2855,-6.0757,1.1951,1.2219,1.0225,0.566,1.4174,2.5045,0.0727,15.3217,-0.5652,-0.8652,0.7958,?,?,?,?,?,DESTRA_PANTALONI
0.4209,2.8717,1.6946,7.944,-0.9577,-1.65,5.1321,2.2654,8.3747,-8.9962,9.4423,9.5866,3.0962,12.3355,0.2425,9.9591,10.4631,3.2347,11.9261,0.2999,-0.2551,0.0446,0.0423,-0.1747,-0.1657,0.9481,0.748,0.5473,0.5239,0.7317,0.7004,0.9572,0.5596,0.2996,0.2745,0.5353,0.4905,0.9162,0.5156,-0.984,-0.7608,-1.9083,-1.4756,0.7732,4.8434,0.2492,0.2382,0.0514,0.0492,0.956,0.9486,0.644,0.6661,0.6789,0.7022,1.0343,0.1103,12.6276,-0.0857,-0.8413,-0.7201,-0.3544,-0.5449,0.9723,1.4521,3.6846,1.9195,6.2578,0.0285,2.4913,0.6645,0.8152,2.8496,0.1921,8.4037,0.9337,0.9663,2.5352,0.7347,0.5829,0.1728,0.2965,2.3547,1.9865,0.8436,5.5445,3.9461,0.7117,0.2709,0.0261,0.0965,1.8261,0.674,0.3691,2.196,2.4684,1.124,0.1021,12.3472,-0.9607,-0.7854,0.8628,?,?,?,?,?,DESTRA_PANTALONI
