@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {GIACCA,PANTALONI}
@DATA
0.0458,0.0121,0.1102,0.9462,-0.7397,0.0572,0.0226,0.1502,1.3968,-0.3693,-0.0035,0.0358,0.1893,1.6316,-2.5446,0.1986,0.0365,0.1911,1.6044,0.0251,0.8008,-13.1324,0.2305,-16.3988,0.2878,-0.0176,0.7335,0.5821,0.5768,0.7936,0.7864,0.9909,0.538,0.3388,0.3327,0.6298,0.6184,0.9818,1.0678,0.3434,-9.7529,0.3216,-9.1333,-28.397,0.5332,1.1815,0.3305,2.216,0.6198,0.2797,0.6774,0.5799,0.5897,0.8561,0.8706,1.0169,0.0007,0.3024,0.5914,-0.2467,0.2476,-0.3216,0.4041,-0.5406,0.001,0.0006,0.0246,0.1068,-0.3763,0.0002,0.0033,0.0572,0.2414,-2.58,0.0625,0.0007,0.0263,0.0983,0.1265,4.9687,0.0161,0.0032,0.4297,0.9359,2.1779,0.1847,0.8759,4.7433,0.1679,-2.0514,-12.2197,1.1509,0.6898,0.5993,0.4425,1.087,2.4565,0.0006,0.1189,-0.9139,0.339,-0.4763,1100,0,0,0,1,PANTALONI
-0.2232,6.246,2.4992,12.1836,-0.8682,-1.1196,2.6007,1.6127,7.6675,-2.2567,-0.4227,14.1522,3.7619,25.3823,-0.2955,3.9147,9.1561,3.0259,20.077,0.0164,0.1994,0.5281,-0.057,2.649,-0.286,-0.108,1.5497,0.6643,0.8259,0.4287,0.533,1.2432,2.4016,0.4413,0.6822,0.1838,0.284,1.5457,1.0657,0.978,-16.9213,0.9177,-15.8781,-17.3017,2.7699,0.3328,0.3195,0.1202,0.1153,0.9599,1.589,0.48,0.6068,0.3021,0.3819,1.2642,0.0128,5.8867,-0.0318,0.1574,0.3242,-0.2326,-0.5013,0.4751,0.8211,1.7418,1.3198,5.9248,-0.3778,-1.1401,2.4785,1.5743,6.3094,-3.6085,2.0606,2.9528,1.7184,6.1673,-0.341,-0.7202,0.3985,-0.5533,0.8383,0.768,0.9162,0.7028,0.5899,0.8394,0.3289,1.036,3.1503,3.141,0.935,0.2977,0.9391,0.9607,1.023,0.0263,4.8511,-0.2186,-0.6181,0.491,1100,0,0,0,1,PANTALONI
0.099,0.059,0.2428,2.413,-0.7149,0.0455,0.3171,0.5631,5.5613,-1.0992,0.0162,0.1438,0.3792,3.8618,-1.3858,0.361,0.4017,0.6338,3.8675,0.0174,2.1771,6.0938,0.2743,2.799,0.126,0.045,0.4312,0.6403,0.3831,1.485,0.8885,0.5983,0.1859,0.41,0.1468,2.2051,0.7894,0.358,0.3454,0.4484,-14.6905,1.2982,-42.5277,-32.7591,0.5311,0.8693,0.3575,1.6367,0.6731,0.4113,0.4339,0.6248,0.6239,1.4401,1.438,0.9985,0.0012,0.5615,-0.9678,-0.9627,-0.0938,0.9509,0.0949,0.0014,-0.0054,0.0002,0.0146,0.0577,-2.0096,0.0274,0.0005,0.0217,0.0876,-0.3278,-0.0034,0.0003,0.016,0.0865,-1.9137,-0.1983,1.6189,-8.1642,0.6749,0.9154,1.3564,0.4555,0.838,1.8397,1.7812,0.6778,0.3805,0.2905,0.6454,2.2215,0.6585,0.6667,1.0123,0.0003,0.0549,0.6852,0.1531,0.262,1100,0,0,0,1,PANTALONI
0.3765,2.4849,1.5764,7.1572,-0.6029,-0.6132,8.1953,2.8627,11.8072,-0.6733,0.0542,5.9636,2.442,12.443,-0.3822,3.8056,2.6817,1.6376,11.0773,0.0978,-0.614,6.9482,0.0989,-11.3159,-0.1611,0.0142,0.5507,0.6455,0.9626,1.1723,1.7481,1.4912,0.3032,0.4167,0.9266,1.3742,3.056,2.2238,0.5666,0.7824,-2.2408,1.3808,-3.9546,-2.864,0.6328,0.496,0.3636,0.7838,0.5747,0.7332,0.6062,0.5752,0.6461,0.9489,1.0659,1.1233,0.0075,5.8057,0.0306,0.3931,0.1077,0.5861,0.0797,0.171,0.5316,0.4143,0.6437,2.7312,-0.4764,-0.9253,0.8982,0.9477,3.9531,-5.5649,3.4311,4.0703,2.0175,6.256,0.0144,-0.5745,0.1549,-0.2697,0.6792,0.319,0.4697,0.4613,0.1018,0.2207,0.263,-9.6161,-36.5646,3.0721,0.2914,0.0949,0.6909,0.4366,0.6319,0.0374,5.1939,-0.5388,-0.4378,0.7485,1100,0,0,0,1,PANTALONI
0.0432,0.0081,0.0902,0.6995,-0.1888,-0.1172,0.0935,0.3058,2.9173,-0.88,-0.0173,0.027,0.1642,1.5726,-1.2026,0.2605,0.0766,0.2768,1.7784,0.0156,-0.3685,-2.4988,0.1658,6.7803,-0.4499,-0.0664,0.295,0.5493,0.3258,1.8621,1.1045,0.5932,0.087,0.3017,0.1062,3.4675,1.22,0.3518,0.0814,0.1294,-3.9414,1.5903,-48.4367,-30.4576,0.3792,0.8241,0.3257,2.1733,0.8589,0.3952,0.2398,0.4448,0.3933,1.855,1.6403,0.8843,0.0013,0.3687,0.6928,0.5457,0.3933,0.7655,0.1468,-0.035,-0.0342,0.0018,0.0424,0.2243,-7.0947,-0.0078,0.0032,0.0567,0.3183,-4.7577,0.0206,0.0003,0.0181,0.157,-0.6013,4.3782,-1.6599,-0.3791,0.7474,2.3385,3.129,0.5585,5.4685,9.7906,0.7475,3.3344,4.4609,0.5012,0.2826,0.5638,0.7047,1.4286,2.0272,0.0004,0.0902,0.9202,0.0955,0.1646,1100,0,0,0,1,PANTALONI
-0.0969,0.0021,0.046,0.239,-11.3251,-0.0786,0.0025,0.0503,0.2354,-6.8841,0.0103,0.002,0.0448,0.256,-0.8855,0.1377,0.0034,0.058,0.2784,0.0892,1.2332,-9.448,-0.7039,-7.6613,-0.5708,0.0745,0.9143,1.027,0.7926,1.1233,0.867,0.7718,0.8359,1.0547,0.6283,1.2618,0.7517,0.5957,1.0684,1.8271,-8.0512,1.7101,-7.5359,-4.4066,0.6494,0.1429,0.0634,0.22,0.0977,0.4441,1.0152,0.9338,0.8586,0.9198,0.8457,0.9194,0.0013,0.2141,0.6411,-0.1559,-0.9176,0.5557,-0.8112,-0.0841,-0.0048,0.0002,0.0125,0.0566,-0.8967,0.0238,0.0003,0.0172,0.0908,-0.3764,0.0027,0.0001,0.0079,0.0331,-0.7416,-0.2026,-1.8119,8.9448,0.726,1.5801,2.1766,0.527,2.4968,4.7375,1.0781,1.8983,1.7608,0.4525,1.5698,3.4695,0.6235,1.7097,2.7419,0.0003,0.0433,0.6175,0.0161,0.1773,1100,0,0,0,1,PANTALONI
0.4464,2.5013,1.5815,6.4045,-0.4698,4.3499,1.735,1.3172,4.3015,0.2928,2.1649,8.5282,2.9203,9.0639,-0.2325,5.6805,4.3037,2.0745,7.1639,0.3172,0.1026,0.2062,0.0786,2.0093,0.7658,0.3811,1.2007,0.5416,0.7624,0.451,0.6349,1.4077,1.4416,0.2933,0.5812,0.2034,0.4031,1.9816,-1.1496,1.1974,-0.6152,-1.0416,0.5351,-0.5138,0.7164,0.5925,0.4153,0.827,0.5797,0.701,1.4889,0.7066,0.894,0.4746,0.6004,1.2652,0.4436,8.0155,0.727,0.4964,0.8271,0.0741,0.6097,0.7953,1.5285,1.2725,1.1281,4.408,0.0322,3.551,1.0705,1.0347,3.6224,0.3325,-1.4217,0.8281,0.91,3.372,-9.4151,0.4304,-1.0751,-2.4977,1.0903,1.2396,1.137,1.1887,1.5366,1.2927,0.0812,-0.0481,-0.592,0.8393,14.0679,16.7623,1.2169,1.3072,1.0743,0.0936,6.516,0.3894,-0.2467,-0.1545,125000,0,0,0,1,PANTALONI
0.1387,25.1946,5.0194,28.3953,-2.0196,-0.2864,15.7962,3.9744,21.5057,-0.8848,-0.3154,33.0888,5.7523,48.8168,-1.5051,5.9372,39.0295,6.2474,30.0748,0.0137,-0.4843,-0.4398,0.0234,0.908,-0.0482,-0.0531,1.2629,0.8726,0.8034,0.6909,0.6362,0.9208,1.595,0.7614,0.6455,0.4774,0.4047,0.8478,1.8812,0.6475,-45.4663,0.3442,-24.1684,-70.2156,0.8241,0.4826,0.3084,0.5855,0.3742,0.6391,1.3204,0.5817,0.9442,0.4405,0.7151,1.6232,0.0047,9.2845,-0.938,-0.6644,-0.2381,0.4931,0.1368,0.0411,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1100,0,0,0,1,PANTALONI
-0.1047,0.016,0.1265,0.5853,-2.9803,-0.0495,0.0136,0.1167,0.521,-1.4513,-0.0154,0.0081,0.0898,0.3844,-1.1761,0.2029,0.0101,0.1007,0.4261,0.0375,2.1133,6.8166,-0.516,3.2256,-0.2442,-0.0757,1.0841,1.4088,1.2558,1.2995,1.1584,0.8914,1.1752,1.9846,1.5771,1.6888,1.342,0.7946,1.4206,2.1092,-26.4068,1.4848,-18.5888,-12.5196,0.6918,0.8324,0.3322,1.2032,0.4801,0.3991,1.1233,1.5225,1.3736,1.3554,1.2228,0.9022,0.0012,0.3022,0.0162,-0.2242,-0.6957,0.9684,-0.1815,-0.0247,-0.0125,0.0029,0.054,0.1987,-1.3561,0.028,0.0017,0.0416,0.2072,-0.8344,0.0011,0.0006,0.0245,0.1132,-1.2176,-0.4478,-11.4696,25.6151,1.2982,2.2039,1.6977,1.6853,4.8571,2.8821,1.2132,1.8395,1.5162,0.7465,1.6515,2.2125,0.9588,1.7547,1.8302,0.0003,0.1067,0.5389,0.166,0.6263,1100,0,0,0,1,PANTALONI
-0.112,0.0031,0.0559,0.2626,-52.8149,-0.0574,0.008,0.0892,0.428,-1.4413,0.0008,0.0066,0.0815,0.4004,-0.8294,0.1706,0.0045,0.0668,0.2647,0.1516,1.9514,-148.9836,-0.6566,-76.347,-0.3365,0.0044,0.6268,0.6857,0.8364,1.0939,1.3344,1.2199,0.3929,0.4702,0.6996,1.1966,1.7806,1.488,1.02,1.4197,-5.4502,1.3918,-5.3434,-3.8391,0.0278,0.0223,0.0156,0.8009,0.5619,0.7016,0.6136,0.6558,0.992,1.0688,1.6168,1.5127,0.0013,0.2619,-0.0157,-0.3156,-0.4938,0.9282,-0.4068,-0.1688,-0.0143,0.0007,0.0267,0.0972,-2.0391,-0.0006,0.0013,0.0362,0.1442,-0.8058,-0.0023,0.0013,0.0354,0.1453,-1.0359,23.5324,6.1174,0.26,0.7381,0.7559,1.0242,0.5448,0.5715,1.0489,1.0135,0.8823,0.8706,0.4005,0.4482,1.1191,0.6741,0.6691,0.9926,0.0002,0.0852,0.8424,0.7069,0.8831,1100,0,0,0,1,PANTALONI
0.5577,4.1892,2.0467,12.8678,-0.4681,-0.7465,13.6407,3.6933,18.2197,-0.9936,-0.1293,8.1682,2.858,14.3591,-1.9612,4.604,5.686,2.3845,10.0954,0.0737,-0.7471,-4.3136,0.1211,5.774,-0.1621,-0.0281,0.5542,0.7161,0.8583,1.2923,1.5489,1.1986,0.3071,0.5129,0.7368,1.67,2.399,1.4366,0.4518,0.4314,-5.1081,0.9548,-11.305,-11.8397,0.959,1.8075,0.8042,1.8847,0.8386,0.4449,0.7063,0.8961,1.2746,1.2689,1.8048,1.4223,0.0096,6.792,-0.0178,-0.5474,0.2369,-0.491,0.008,-0.2695,0.1965,1.1575,1.0759,4.1891,-0.8751,0.0355,0.8924,0.9447,3.5088,-0.5321,0.4058,0.8382,0.9155,3.3144,-0.3163,5.5331,0.4842,0.0875,1.1389,1.1751,1.0318,1.2972,1.3809,1.0646,1.6043,2.4546,1.53,0.9755,0.8873,0.9096,1.1939,1.2639,1.0587,0.0047,2.2883,-0.6848,-0.1139,-0.2292,1100,0,0,0,1,PANTALONI
1.4906,14.7251,3.8373,17.6808,-0.396,-2.5017,6.7728,2.6025,15.3418,-6.7578,0.0412,16.8173,4.1009,15.0675,-0.7119,6.3573,6.3813,2.5261,16.1512,0.1158,-0.5958,36.1574,0.2345,-60.6834,-0.3935,0.0065,1.4745,0.9357,1.5191,0.6346,1.0302,1.6234,2.1742,0.8756,2.3075,0.4027,1.0613,2.6354,0.3753,0.8004,-2.3705,2.1328,-6.3171,-2.9619,6.4046,1.439,0.6934,0.2247,0.1083,0.4818,1.1525,1.1734,1.0947,1.0182,0.9499,0.9329,0.0317,9.6939,-0.3051,0.2345,0.6488,-0.2113,-0.7429,0.2531,2.6107,2.4263,1.5577,5.3491,-0.0144,1.3385,4.0543,2.0135,7.4095,-0.5111,0.8368,1.8427,1.3575,4.5801,-0.835,1.9506,3.1198,1.5994,0.7736,1.1475,1.4833,0.5985,1.3167,2.2002,0.0303,0.0364,1.2025,1.0754,2.1127,1.9645,0.7219,1.1679,1.6178,0.0328,6.0931,0.4126,0.3217,-0.634,1100,0,0,0,1,PANTALONI
1.4983,15.6059,3.9504,24.697,-1.0936,-0.7864,17.2694,4.1556,20.7285,-0.8622,0.6124,16.2383,4.0297,18.1186,-0.8904,6.6957,7.5199,2.7422,15.7426,0.081,-1.9053,2.4466,0.2238,-1.2841,-0.1174,0.0915,0.9506,0.9803,1.4406,1.0313,1.5154,1.4695,0.9037,0.9611,2.0753,1.0635,2.2965,2.1594,1.3441,1.5116,-9.3032,1.1246,-6.9213,-6.1546,1.0598,1.2308,0.6887,1.1614,0.6498,0.5595,1.1915,1.3631,1.5688,1.144,1.3167,1.1509,0.0193,10.3057,-0.4242,0.2828,-0.0413,0.3462,0.3588,0.3468,2.2456,2.8446,1.6866,5.7198,-0.0942,-0.497,3.7283,1.9309,7.6306,-1.4064,3.1862,4.0673,2.0168,9.9858,-0.4608,-4.5182,0.7048,-0.156,0.8735,0.8363,0.9574,0.763,0.6994,0.9167,0.1104,0.1563,1.4157,1.6485,0.7647,0.4639,0.7496,0.5728,0.7641,0.0423,7.133,-0.3465,-0.6183,0.1152,1100,0,0,0,1,PANTALONI
0.2257,4.6567,2.1579,9.8917,-1.0337,-0.8657,7.7145,2.7775,12.7803,-1.2581,-0.6752,4.5831,2.1408,8.3408,-1.5537,3.8538,3.3587,1.8327,7.8078,0.1174,-0.2607,-0.3342,0.0586,1.2822,-0.2246,-0.1752,0.7769,1.008,1.1775,1.2974,1.5156,1.1681,0.6036,1.0161,1.3865,1.6832,2.2969,1.3646,0.7061,0.9908,-4.8423,1.4032,-6.8577,-4.8873,0.8594,1.4892,0.5498,1.7329,0.6398,0.3692,0.774,1.186,1.2669,1.5323,1.6369,1.0683,0.0121,6.0051,-0.4377,0.0693,-0.0617,0.8267,-0.2993,-0.2836,0.6047,0.7391,0.8597,3.1371,-0.4272,-0.4461,0.2603,0.5102,2.0284,-8.0104,-0.3367,0.2119,0.4603,1.6278,-2.203,-1.3557,-1.7958,1.3247,1.6852,1.8678,1.1084,2.8398,3.4887,1.2285,0.5207,0.8386,1.6106,9.7645,4.3252,0.443,1.5466,1.9272,1.2461,0.0089,1.8232,-0.2592,-0.5082,0.1806,1100,0,0,0,1,PANTALONI
-0.1165,0.0055,0.0744,0.2863,-5.9321,0.1036,0.0082,0.0905,0.3826,-0.2053,0.0416,0.0051,0.0715,0.3947,-0.3233,0.1886,0.0093,0.0964,0.4426,0.0393,-1.1238,-2.8023,-0.6174,2.4935,0.5494,0.2203,0.822,1.0406,0.7718,1.2659,0.939,0.7417,0.6757,1.0828,0.5957,1.6026,0.8817,0.5502,3.7591,2.5406,-13.5468,0.6759,-3.6037,-5.332,0.1301,0.1385,0.0896,1.0643,0.6891,0.6474,0.7483,0.7254,0.6469,0.9694,0.8645,0.8918,0.0018,0.2957,-0.8452,0.0316,-0.813,0.4779,0.9367,0.4663,-0.031,0.0036,0.0602,0.2371,-2.5839,0.0206,0.0004,0.0198,0.078,-0.145,-0.007,0.0008,0.0279,0.1207,-1.7033,-1.5044,4.4003,-2.925,3.0398,2.162,0.7112,9.2403,4.6744,0.5059,17.3168,2.248,0.1298,0.9715,1.4819,1.5253,3.0411,1.9646,0.646,0.0004,0.1008,0.3727,0.598,0.6756,1100,0,0,0,1,PANTALONI
-0.0578,0.0181,0.1346,0.598,-2.3515,0.0594,0.0217,0.1472,0.6406,-0.5771,0.0244,0.0065,0.0807,0.3817,-0.5539,0.198,0.0145,0.1206,0.5486,0.0606,-0.9731,-2.3651,-0.2919,2.4306,0.3,0.1234,0.9146,1.6679,1.1162,1.8236,1.2203,0.6692,0.8365,2.782,1.2458,3.3255,1.4892,0.4478,1.7899,3.0834,-11.8635,1.7226,-6.628,-3.8476,0.4392,0.7263,0.3055,1.6535,0.6956,0.4207,0.9335,1.5665,1.09,1.6782,1.1677,0.6958,0.0009,0.3121,-0.9276,-0.0125,-0.6842,0.3801,0.6839,0.1464,0.0008,0.0006,0.0254,0.1143,-1.3808,0.0514,0.0016,0.04,0.1976,-0.1094,0.0083,0.002,0.0449,0.1997,-0.3976,0.0159,0.0989,6.2274,0.6368,0.567,0.8905,0.4055,0.3215,0.7929,3.4017,1.1665,0.3429,0.2695,0.3359,1.2463,0.5784,0.5722,0.9893,0.0005,0.1037,0.2255,0.0023,0.9514,1100,0,0,0,1,PANTALONI
-0.0329,0.0182,0.1349,0.7505,-1.8162,0.0517,0.0203,0.1426,0.8348,-0.4695,0.0095,0.0174,0.132,0.6929,-0.8698,0.2066,0.0171,0.1309,0.7285,0.0285,-0.6362,-3.4504,-0.1593,5.4239,0.2504,0.0462,0.9463,1.0225,1.0312,1.0805,1.0897,1.0085,0.8955,1.0455,1.0633,1.1675,1.1874,1.0171,1.8146,1.5016,-22.6274,0.8275,-12.4697,-15.0691,0.4691,0.7191,0.3554,1.533,0.7576,0.4942,0.899,1.0831,1.0302,1.2048,1.146,0.9512,0.0007,0.3215,-0.6254,0.3437,-0.1106,0.513,0.3929,0.3585,-0.0295,0.0053,0.0727,0.2115,-2.4172,0.0128,0.008,0.0893,0.3418,-1.4661,0.0124,0.0047,0.0685,0.2425,-0.6473,-2.3102,-2.381,1.0306,0.8134,1.0606,1.3038,0.6617,1.1248,1.7,0.7362,1.5701,2.1328,0.4465,0.4205,0.9416,0.6187,0.8722,1.4097,0.0004,0.1962,0.7699,0.4492,0.7195,1100,0,0,0,1,PANTALONI
-0.1925,0.0167,0.1292,0.6881,-4.4223,0.2457,0.0318,0.1782,0.8953,-0.1895,0.0477,0.0135,0.1163,0.5272,-0.6086,0.3483,0.0404,0.2011,0.9107,0.0488,-0.7835,-4.0329,-0.5529,5.1471,0.7056,0.1371,0.7251,1.1112,0.6426,1.5325,0.8863,0.5783,0.5257,1.2347,0.413,2.3486,0.7855,0.3345,3.9353,2.8137,-12.0036,0.715,-3.0503,-4.2661,0.1686,0.3872,0.1326,2.2968,0.7862,0.3423,0.7686,1.3053,0.7556,1.6983,0.9832,0.5789,0.0033,0.55,-0.8995,-0.1992,-0.9097,0.6068,0.9674,0.5172,-0.0271,0.0178,0.1334,0.4881,-2.6286,0.0068,0.0045,0.067,0.2852,-2.3902,0.0113,0.0044,0.0664,0.2414,-1.384,-3.9912,-2.3897,0.5987,1.9923,2.0085,1.0082,3.9693,4.0342,1.0164,1.7587,2.5233,1.4348,1.5991,1.3285,0.8308,1.7116,2.0221,1.1814,0.0003,0.2119,0.8806,0.4908,0.8,1100,0,0,0,1,PANTALONI
