@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
1.203,0.8027,0.8959,3.9503,-0.258,0.1507,2.955,1.719,5.1944,-0.7409,-0.6324,0.1993,0.4464,2.0674,-2.2701,2.2872,0.5956,0.7718,3.3059,0.2481,7.9806,-1.9023,0.526,-0.2384,0.0659,-0.2765,0.5212,2.007,1.1609,3.8509,2.2273,0.5784,0.2716,4.0282,1.3476,14.8293,4.9609,0.3345,0.3665,0.5645,-0.7427,1.5404,-2.0265,-1.3156,1.0524,4.967,0.7142,4.7195,0.6786,0.1438,0.7605,1.9108,1.1949,2.5126,1.5713,0.6254,0.0141,3.545,0.3735,-0.4407,0.8487,0.0402,0.5337,-0.2895,?,?,?,?,?,SINISTRA_PANTALONI
1.0963,3.1566,1.7767,6.9465,-0.5039,0.0905,6.2714,2.5043,9.8482,-0.8913,-0.5112,5.621,2.3709,14.1963,-1.6405,3.7429,2.511,1.5846,8.8256,0.0601,12.108,-2.1446,0.2929,-0.1771,0.0242,-0.1366,0.7095,0.7494,1.1212,1.0563,1.5804,1.4962,0.5033,0.5616,1.2571,1.1157,2.4976,2.2386,0.5015,0.2639,-4.1261,0.5262,-8.2282,-15.6367,0.8871,0.8592,0.4919,0.9685,0.5545,0.5726,0.7054,0.4893,0.7871,0.6937,1.1159,1.6085,0.013,5.4957,0.7808,-0.1977,0.2429,-0.0288,0.1954,-0.3383,?,?,?,?,?,TASCA_GIACCA_ALTA
1.3629,3.3048,1.8179,10.012,-0.9416,-0.8109,3.8087,1.9516,8.2356,-1.6615,-1.0507,3.0452,1.7451,10.7337,-4.3235,3.4307,2.0084,1.4172,8.6737,0.0899,-1.6806,-1.2971,0.3973,0.7718,-0.2364,-0.3063,0.9315,1.0417,1.2828,1.1183,1.3771,1.2313,0.8677,1.0852,1.6455,1.2507,1.8963,1.5162,0.9444,0.557,-5.6662,0.5898,-5.9999,-10.1731,1.6665,2.5574,0.541,1.5347,0.3247,0.2116,1.2157,0.9328,1.1543,0.7673,0.9495,1.2375,0.0205,5.0993,0.6553,-0.0881,0.0869,-0.1048,-0.1592,-0.5777,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.7012,0.8097,0.8998,3.9263,-3.8975,-0.471,0.3141,0.5605,2.8322,-0.8629,0.341,0.4193,0.6476,3.1992,-0.7454,1.3606,0.5218,0.7224,3.3215,0.0847,1.4888,-2.0567,-0.5154,-1.3814,-0.3462,0.2506,1.6055,1.3895,1.2456,0.8655,0.7759,0.8965,2.5776,1.9308,1.5516,0.7491,0.602,0.8036,2.3817,2.2869,-10.161,0.9602,-4.2662,-4.443,0.5273,0.4374,0.2209,0.8294,0.4189,0.5051,1.3863,1.2273,1.1821,0.8853,0.8527,0.9632,0.0099,2.0219,0.0459,-0.6133,-0.8269,-0.4562,0.0144,0.5399,?,?,?,?,?,TASCA_GIACCA_ALTA
0.2838,0.1257,0.3546,1.4858,-0.3294,-0.2641,0.244,0.494,2.2065,-4.6573,0.21,0.0227,0.1506,0.7044,-0.2241,0.6783,0.1267,0.356,1.6297,0.1106,-1.0745,1.3516,0.4184,-1.2579,-0.3894,0.3096,0.7178,2.3543,0.9961,3.2799,1.3877,0.4231,0.5152,5.5428,0.9922,10.7574,1.9256,0.179,0.2027,2.8545,-1.8168,14.0856,-8.9652,-0.6365,2.8656,1.9424,0.61,0.6778,0.2129,0.3141,0.6734,2.1094,0.9117,3.1325,1.354,0.4322,0.0047,0.9919,0.2582,0.0534,0.218,0.5723,-0.7642,-0.3363,?,?,?,?,?,TASCA_GIACCA_ALTA
-0.054,5.0778,2.2534,8.8726,-1.3051,1.7631,3.7536,1.9374,6.5863,-0.3632,-0.2593,9.9354,3.152,10.8686,-0.8118,4.4996,1.6992,1.3036,5.5521,0.1807,-0.0306,0.2082,-0.012,-6.8002,0.3918,-0.0576,1.1631,0.7149,1.7287,0.6147,1.4863,2.418,1.3528,0.5111,2.9883,0.3778,2.2089,5.8469,2.8627,1.0316,-4.1033,0.3603,-1.4334,-3.9778,0.7967,0.6417,0.568,0.8054,0.713,0.8852,1.3471,0.8164,1.5981,0.606,1.1863,1.9576,0.0188,6.7363,-0.2711,0.5978,-0.4879,-0.3124,0.3039,-0.0437,?,?,?,?,?,TASCA_GIACCA_BASSA
0.8171,2.1956,1.4817,6.4813,-0.4473,-0.3899,0.8707,0.9331,3.9287,-0.949,-0.1061,0.4119,0.6418,2.6992,-2.3235,1.6877,1.4608,1.2086,4.6487,0.0478,-2.0954,-7.6994,0.4842,3.6745,-0.2311,-0.0629,1.5879,2.3089,1.226,1.454,0.772,0.531,2.5216,5.3309,1.503,2.1141,0.596,0.2819,1.0471,1.0615,-8.5791,1.0137,-8.1931,-8.082,2.2217,5.5142,0.9173,2.482,0.4129,0.1663,1.6498,2.4012,1.3942,1.4555,0.8451,0.5806,0.0096,2.4034,0.8055,-0.9254,0.6119,-0.8541,0.3367,-0.6739,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.8313,0.9004,0.9489,3.3539,-2.2946,-1.0348,0.4124,0.6422,2.5377,-2.9085,-0.4862,0.093,0.3049,1.2521,?,1.7789,0.2397,0.4896,1.8314,0.3393,0.8033,1.7097,-0.4673,2.1282,-0.5817,-0.2733,1.4776,3.112,1.938,2.1062,1.3116,0.6227,2.1832,9.6846,3.7559,4.436,1.7204,0.3878,1.237,1.8655,-2.484,1.5082,-2.0082,-1.3315,1.5679,0,0.3673,0,0.2342,0,1.3216,2.6786,1.8313,2.0267,1.3856,0.6837,0.0147,2.6754,-0.2335,0.2216,-0.7906,-0.8336,-0.083,0.0793,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.9253,7.1067,2.6658,9.809,-2.2841,1.3677,7.2346,2.6897,8.5379,-0.7338,-0.323,9.4484,3.0738,12.2959,-0.5901,4.8646,2.9566,1.7195,8.3515,0.0293,-0.6765,2.865,-0.1902,-4.2349,0.2812,-0.0664,0.9911,0.8673,1.5504,0.875,1.5643,1.7877,0.9823,0.7522,2.4037,0.7657,2.447,3.1957,1.8879,1.495,-27.0387,0.7919,-14.3219,-18.086,0.6066,0.3863,0.3472,0.6368,0.5723,0.8987,1.1489,0.7977,1.1745,0.6944,1.0223,1.4723,0.0177,7.4164,-0.2626,0.1342,-0.5659,0.3529,0.3457,0.2391,?,?,?,?,?,TASCA_GIACCA_BASSA
-0.5792,2.0803,1.4423,6.1434,-0.5733,0.0112,1.346,1.1602,3.1649,-0.7127,0.2361,0.2487,0.4987,1.9445,-1.0536,1.868,0.5769,0.7596,3.3726,0.2227,-51.7036,-2.4537,-0.3101,0.0475,0.006,0.1264,1.2432,2.8923,1.8989,2.3264,1.5274,0.6565,1.5456,8.3653,3.6058,5.4122,2.3329,0.431,1.6998,2.244,-2.3163,1.3202,-1.3627,-1.0322,2.1131,4.1237,0.8999,1.9515,0.4259,0.2182,1.9411,3.1593,1.8216,1.6276,0.9384,0.5766,0.0066,2.8484,0.6588,-0.8146,0.4178,-0.8546,0.1942,-0.3108,?,?,?,?,?,TASCA_GIACCA_BASSA
