@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
9.0515,0.0159,0.1261,0.5189,0.9441,4.1654,0.0222,0.1491,0.6796,0.8497,9.0515,0.0159,0.1261,0.5189,0.9441,13.4622,0.0317,0.178,0.7582,0.9451,2.173,1,0.6724,0.4602,0.3094,0.6724,0.8456,1,0.7083,1.1827,0.8377,0.7083,0.715,1,0.5017,1.3987,0.7017,0.5017,2.2824,1,0.6713,0.4381,0.2941,0.6713,2.0541,1,0.672,0.4868,0.3272,0.672,0.7636,1,0.6844,1.3096,0.8964,0.6844,0.1417,22.2684,0.0475,0.998,0.9651,0.0475,0.3037,0.9651,0,0,0,0,0,TASCA_SINISTRA_DIETRO_PANTALONI
1.5204,3.3001,1.8166,9.3489,-0.6795,6.768,2.8869,1.6991,8.0219,0.3429,1.5204,3.3001,1.8166,9.3489,-0.6795,7.4999,3.6687,1.9154,8.2051,0.3379,0.2246,1,0.2027,4.4514,0.9024,0.2027,1.0692,1,0.9484,0.9353,0.8871,0.9484,1.1431,1,0.8995,0.8748,0.7869,0.8995,-0.9034,1,-0.9031,-1.1069,0.9997,-0.9031,0.456,1,0.4492,2.1932,0.9851,0.4492,1.1654,1,1.1394,0.8581,0.9777,1.1394,0.0732,10.5503,0.0985,1,0.3794,0.0985,0.9013,0.3794,0,0,0,0,0,TASCA_GIACCA
2.5667,3.2249,1.7958,7.6874,-0.3476,7.37,2.5956,1.6111,7.6731,0.3648,2.5667,3.2249,1.7958,7.6874,-0.3476,8.5904,2.7424,1.656,7.3407,0.4382,0.3483,1,0.2988,2.8714,0.8579,0.2988,1.1146,1,1.0844,0.8971,0.9729,1.0844,1.2424,1,1.1759,0.8049,0.9465,1.1759,-0.4499,1,-0.3463,-2.2226,0.7697,-0.3463,0.4722,1,0.4366,2.1176,0.9245,0.4366,1.0019,1,1.0472,0.9981,1.0453,1.0472,0.0847,12.8541,-0.1045,1,0.4502,-0.1045,0.8026,0.4502,0,0,0,0,0,TASCA_GIACCA
1.4842,6.963,2.6388,12.4517,-0.9249,6.7906,2.0393,1.4281,6.7543,0.2947,1.4842,6.963,2.6388,12.4517,-0.9249,7.9099,3.9166,1.979,7.7285,0.3265,0.2186,1,0.1876,4.5753,0.8585,0.1876,1.8478,1,1.3333,0.5412,0.7216,1.3333,3.4143,1,1.7778,0.2929,0.5207,1.7778,-2.1195,1,-1.5972,-0.4718,0.7536,-1.5972,0.6754,1,0.5637,1.4805,0.8346,0.5637,1.8435,1,1.6111,0.5424,0.8739,1.6111,0.0733,11.5956,0.2864,1,0.4716,0.2864,0.7782,0.4716,0,0,0,0,0,TASCA_GIACCA
1.5204,3.3001,1.8166,9.3489,-0.6795,6.768,2.8869,1.6991,8.0219,0.3429,1.5204,3.3001,1.8166,9.3489,-0.6795,7.4999,3.6687,1.9154,8.2051,0.3379,0.2246,1,0.2027,4.4514,0.9024,0.2027,1.0692,1,0.9484,0.9353,0.8871,0.9484,1.1431,1,0.8995,0.8748,0.7869,0.8995,-0.9034,1,-0.9031,-1.1069,0.9997,-0.9031,0.456,1,0.4492,2.1932,0.9851,0.4492,1.1654,1,1.1394,0.8581,0.9777,1.1394,0.0732,10.5503,0.0985,1,0.3794,0.0985,0.9013,0.3794,0,0,0,0,0,TASCA_GIACCA
2.5667,3.2249,1.7958,7.6874,-0.3476,7.37,2.5956,1.6111,7.6731,0.3648,2.5667,3.2249,1.7958,7.6874,-0.3476,8.5904,2.7424,1.656,7.3407,0.4382,0.3483,1,0.2988,2.8714,0.8579,0.2988,1.1146,1,1.0844,0.8971,0.9729,1.0844,1.2424,1,1.1759,0.8049,0.9465,1.1759,-0.4499,1,-0.3463,-2.2226,0.7697,-0.3463,0.4722,1,0.4366,2.1176,0.9245,0.4366,1.0019,1,1.0472,0.9981,1.0453,1.0472,0.0847,12.8541,-0.1045,1,0.4502,-0.1045,0.8026,0.4502,0,0,0,0,0,TASCA_GIACCA
1.4842,6.963,2.6388,12.4517,-0.9249,6.7906,2.0393,1.4281,6.7543,0.2947,1.4842,6.963,2.6388,12.4517,-0.9249,7.9099,3.9166,1.979,7.7285,0.3265,0.2186,1,0.1876,4.5753,0.8585,0.1876,1.8478,1,1.3333,0.5412,0.7216,1.3333,3.4143,1,1.7778,0.2929,0.5207,1.7778,-2.1195,1,-1.5972,-0.4718,0.7536,-1.5972,0.6754,1,0.5637,1.4805,0.8346,0.5637,1.8435,1,1.6111,0.5424,0.8739,1.6111,0.0733,11.5956,0.2864,1,0.4716,0.2864,0.7782,0.4716,0,0,0,0,0,TASCA_GIACCA
-7.4607,8.207,2.8648,12.7576,-5805.125,2.2086,11.5777,3.4026,11.6495,-0.4471,-7.4607,8.207,2.8648,12.7576,-5805.125,11.6533,8.3925,2.897,12.2549,0.3244,-3.3781,1,-0.6402,-0.296,0.1895,-0.6402,0.8419,1,0.9889,1.1877,1.1745,0.9889,0.7089,1,0.9779,1.4107,1.3795,0.9779,3.5437,1,-2.1676,0.2822,-0.6117,-2.1676,0.0003,1,0.0001,3663.6667,0.4438,0.0001,1.0951,1,1.041,0.9131,0.9506,1.041,0.1147,18.2829,0.5684,1,-0.9629,0.5684,-0.4106,-0.9629,0,0,0,0,0,TASCA_GIACCA
-6.7373,5.8289,2.4143,11.1175,-49.262,5.2026,3.584,1.8931,8.0742,0.151,-6.7373,5.8289,2.4143,11.1175,-49.262,11.2697,6.0865,2.4671,10.0918,0.3637,-1.295,1,-0.5978,-0.7722,0.4616,-0.5978,1.2753,1,0.9786,0.7841,0.7674,0.9786,1.6264,1,0.9577,0.6149,0.5888,0.9577,-7.587,1,-1.8887,-0.1318,0.2489,-1.8887,0.0233,1,0.0139,42.9963,0.5996,0.0139,1.3769,1,1.1016,0.7263,0.8001,1.1016,0.1119,18.6911,0.4577,1,-0.8705,0.4577,-0.0434,-0.8705,0,0,0,0,0,TASCA_GIACCA
7.658,0.0101,0.1003,0.4951,0.9375,6.3209,0.0082,0.0908,0.4142,0.9361,7.658,0.0101,0.1003,0.4951,0.9375,12.5404,0.0126,0.1123,0.5714,0.9553,1.2115,1,0.6107,0.8254,0.504,0.6107,1.1052,1,0.8931,0.9048,0.8081,0.8931,1.2215,1,0.7976,0.8187,0.653,0.7976,1.2227,1,0.6078,0.8179,0.4971,0.6078,1.221,1,0.6194,0.819,0.5073,0.6194,1.1954,1,0.8665,0.8365,0.7248,0.8665,0.1293,21.637,-0.3994,1.0018,0.9272,-0.3994,-0.0322,0.9272,0,0,0,0,0,TASCA_GIACCA
7.5941,0.0266,0.1631,0.7962,0.8995,6.3873,0.0251,0.1586,0.6594,0.9022,7.5941,0.0266,0.1631,0.7962,0.8995,12.4976,0.0262,0.162,0.8169,0.9369,1.1889,1,0.6076,0.8411,0.5111,0.6076,1.0284,1,1.0069,0.9723,0.9791,1.0069,1.0577,1,1.0139,0.9455,0.9586,1.0139,1.1714,1,0.5877,0.8537,0.5017,0.5877,1.1749,1,0.6121,0.8511,0.521,0.6121,1.2076,1,0.9747,0.8281,0.8071,0.9747,0.1358,21.5755,-0.601,1,0.9166,-0.601,-0.232,0.9166,0,0,0,0,0,TASCA_GIACCA
-2.3867,12.3322,3.5117,14.8928,-5.5177,1.9349,5.5737,2.3609,10.0249,-0.4439,-2.3867,12.3322,3.5117,14.8928,-5.5177,5.4627,15.5327,3.9412,17.2411,0.0483,-1.2335,1,-0.4369,-0.8107,0.3542,-0.4369,1.4875,1,0.891,0.6723,0.599,0.891,2.2126,1,0.7939,0.452,0.3588,0.7939,4.0911,1,-14.4124,0.2444,-3.5229,-14.4124,0.3291,1,0.1261,3.0386,0.3833,0.1261,1.4856,1,0.8638,0.6731,0.5815,0.8638,0.041,8.3644,0.3026,1,-0.7826,0.3026,0.249,-0.7826,2.8526,0.1257,0.3545,1,0.6667,TASCA_GIACCA
