@RELATION WhereIsSmartphone
@ATTRIBUTE XL_R_AVERAGE NUMERIC 
@ATTRIBUTE XL_R_VARIANCE NUMERIC 
@ATTRIBUTE XL_R_STD NUMERIC 
@ATTRIBUTE XL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_AVERAGE NUMERIC 
@ATTRIBUTE YL_R_VARIANCE NUMERIC 
@ATTRIBUTE YL_R_STD NUMERIC 
@ATTRIBUTE YL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_AVERAGE NUMERIC 
@ATTRIBUTE ZL_R_VARIANCE NUMERIC 
@ATTRIBUTE ZL_R_STD NUMERIC 
@ATTRIBUTE ZL_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_R_STD NUMERIC 
@ATTRIBUTE |V|L_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_STD_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_YL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_ZL_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_R_YL_R_ZL_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_YL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_XL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_ZL_R NUMERIC 
@ATTRIBUTE CORRELATION_YL_R_|V|L_R NUMERIC 
@ATTRIBUTE CORRELATION_ZL_R_|V|L_R NUMERIC 
@ATTRIBUTE X_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE X_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE X_GRAVITY_STD NUMERIC 
@ATTRIBUTE X_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Y_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Y_GRAVITY_STD NUMERIC 
@ATTRIBUTE Y_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_AVERAGE NUMERIC 
@ATTRIBUTE Z_GRAVITY_VARIANCE NUMERIC 
@ATTRIBUTE Z_GRAVITY_STD NUMERIC 
@ATTRIBUTE Z_GRAVITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GRAVITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GRAVITY_Y_GRAVITY_Z_GRAVITY_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Y_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_X_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE CORRELATION_Y_GRAVITY_Z_GRAVITY NUMERIC 
@ATTRIBUTE LIGHT_AVERAGE NUMERIC 
@ATTRIBUTE LIGHT_VARIANCE NUMERIC 
@ATTRIBUTE LIGHT_STD NUMERIC 
@ATTRIBUTE LIGHT_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE LIGHT_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.1782,9.4687,3.0771,17.5132,-0.9709,-2.2831,45.2478,6.7266,33.1843,-0.9659,0.619,40.2076,6.3409,26.9182,-0.8196,9.0478,18.6892,4.3231,18.2148,0.0786,0.0781,-0.2879,-0.0197,-3.6883,-0.2523,0.0684,0.4575,0.4853,0.7118,1.0608,1.556,1.4668,0.2093,0.2355,0.5066,1.1254,2.4211,2.1514,0.5292,0.7115,-5.5526,1.3447,-10.4932,-7.8035,0.5264,0.6007,0.4495,1.1411,0.8539,0.7483,0.5278,0.6506,0.9615,1.2328,1.8218,1.4778,0.0125,13.6001,0.2372,-0.3758,0.0215,-0.0521,-0.269,0.1259,4.9479,9.3913,3.0645,8.714,0.0404,1.8178,33.9151,5.8237,15.3979,-1.0262,4.601,3.8953,1.9737,6.1477,0.1727,2.722,1.0754,0.3951,0.5262,1.5527,2.9507,0.2769,2.4109,8.7067,-0.047,0.2855,-6.0757,1.1949,1.2219,1.0226,0.5659,1.4174,2.5047,0.0366,15.3293,-0.5647,-0.8652,0.7952,342.0105,7688.8457,87.6861,268,0.4274,DAVANTI_PANTALONI
-0.1043,5.6338,2.3736,11.2595,-0.6377,-1.2297,10.7977,3.286,15.4236,-1.2225,0.2398,23.5064,4.8483,21.0955,-0.9584,5.8578,7.2051,2.6842,10.6347,0.1069,0.0848,-0.435,-0.0178,-5.1285,-0.2099,0.0409,0.7223,0.4896,0.8843,0.6778,1.2242,1.8062,0.5218,0.2397,0.7819,0.4594,1.4986,3.2625,0.5168,0.4247,-3.4453,0.8218,-6.6666,-8.1124,0.9907,0.6383,0.5774,0.6442,0.5828,0.9046,0.73,0.5337,1.0588,0.7311,1.4503,1.9837,0.0065,8.659,0.0307,-0.4227,0.154,0.4522,-0.394,-0.1287,3.839,13.6858,3.6994,9.5792,0.0027,4.3024,8.2367,2.87,8.4641,-0.214,6.103,3.7404,1.934,6.2412,0.1877,0.8923,0.629,0.705,1.289,1.9128,1.4839,1.6616,3.6589,2.2021,-0.0172,0.0178,-1.0343,1.3776,1.25,0.9074,1.1317,1.5348,1.3562,0.0437,14.4789,-0.983,-0.8315,0.9133,181.2552,4001.9512,63.261,262,0.0542,DAVANTI_PANTALONI
0.5302,5.7414,2.3961,13.0028,-1.017,-1.2443,10.6446,3.2626,14.6339,-1.8628,-0.4422,4.7241,2.1735,9.8246,-2.0872,4.2262,5.2746,2.2966,11.6999,0.0097,-0.4261,-1.1989,0.1255,2.8137,-0.2944,-0.1046,0.7344,1.1024,1.0433,1.5011,1.4206,0.9464,0.5394,1.2154,1.0885,2.2533,2.0181,0.8956,0.6885,0.987,-57.101,1.4336,-82.9342,-57.8508,1.2612,2.0257,0.5457,1.6062,0.4327,0.2694,0.8885,1.3235,1.1114,1.4895,1.2508,0.8397,0.0075,6.639,-0.815,-0.0887,0.3795,0.62,-0.5985,-0.5002,3.1786,11.4826,3.3886,9.0775,0.0229,4.317,7.0463,2.6545,8.847,-0.3561,6.7991,2.649,1.6276,4.9751,0.3786,0.7363,0.4675,0.6349,1.2766,2.082,1.631,1.6296,4.3348,2.66,-0.0916,0.0702,-0.7665,1.4241,1.1604,0.8149,1.0261,1.8246,1.7783,0.0458,14.687,-0.9269,-0.9175,0.9479,33.4286,15.2608,3.9065,14,0.6818,DAVANTI_PANTALONI
0.2983,10.655,3.2642,15.9974,-0.7217,-0.1275,24.4606,4.9458,25.3419,-1.2682,0.0918,15.3926,3.9233,14.8244,-1.1258,6.4456,9.0758,3.0126,16.9109,0.0633,-2.3403,3.2475,0.0463,-1.3876,-0.0198,0.0142,0.66,0.832,1.0835,1.2606,1.6417,1.3023,0.4356,0.6922,1.174,1.5891,2.6951,1.696,0.4733,0.8542,-5.8725,1.8048,-12.4085,-6.8751,0.8316,1.3324,0.5147,1.6021,0.6189,0.3863,0.6313,1.0791,0.946,1.7095,1.4986,0.8766,0.0018,10.053,-0.7821,-0.0602,0.2528,0.613,-0.2687,-0.1595,2.541,13.735,3.7061,10.226,-0.0714,5.29,5.2694,2.2955,7.9771,-0.0863,6.3585,2.2932,1.5143,5.6232,0.2777,0.4803,0.3996,0.832,1.6145,2.4473,1.5159,2.6066,5.9894,2.2978,1.0758,-0.3153,-0.2931,1.2997,1.2261,0.9433,1.2819,1.8185,1.4186,0.0455,14.5916,-0.9138,-0.9113,0.913,21.9474,20.9025,4.5719,21,0.3,DAVANTI_PANTALONI
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,DAVANTI_PANTALONI
0.3367,13.6917,3.7002,24.0089,-0.3552,0.74,16.4701,4.0583,25.0715,-0.4422,0.6818,26.4308,5.1411,26.7807,-0.3023,6.0716,20.8546,4.5667,27.2264,0.0539,0.455,0.4939,0.0555,1.0854,0.1219,0.1123,0.9118,0.7197,0.8103,0.7894,0.8887,1.1258,0.8313,0.518,0.6565,0.6231,0.7898,1.2674,0.8186,1.0123,-4.0535,1.2367,-4.9517,-4.0041,1.0191,0.8615,0.6156,0.8453,0.6041,0.7146,0.9576,0.8965,0.8818,0.9362,0.9209,0.9836,0.0111,9.3448,0.5903,0.3627,0.3995,0.1361,0.3699,0.7688,1.685,11.9519,3.4572,10.236,-0.347,2.2058,2.1836,1.4777,6.3013,0.0959,8.3711,4.2544,2.0626,6.6579,0.3182,0.7639,0.2013,0.2635,2.3396,1.6761,0.7164,5.4736,2.8093,0.5132,-3.9468,-0.8485,0.215,1.0904,0.7782,0.7137,1.6244,1.5374,0.9464,0.0919,13.27,0.7348,-0.9051,-0.8965,253.4792,1976.5204,44.4581,250,0.1857,DAVANTI_PANTALONI
-0.0749,4.4356,2.1061,11.0385,-1.1937,0.1422,24.9993,4.9999,26.8175,-1.8015,0.0521,13.0364,3.6106,19.3746,-1.2934,5.5714,11.4593,3.3852,17.7202,0.0479,-0.5266,-1.4362,-0.0134,2.7274,0.0255,0.0094,0.4212,0.5833,0.6222,1.3848,1.477,1.0666,0.1774,0.3403,0.3871,1.9177,2.1816,1.1376,0.3483,0.5497,-6.7337,1.5783,-19.3322,-12.2491,0.5257,0.5956,0.2704,1.1331,0.5143,0.4539,0.4116,0.5697,0.6229,1.3842,1.5134,1.0934,0.0018,8.1699,0.5998,0.23,0.2395,0.4655,-0.3918,-0.3211,5.9898,0.6628,0.8141,3.0432,0.6073,-2.7774,0.7724,0.8789,3.762,?,-7.1037,0.5514,0.7425,8.1313,?,-2.1566,-0.8432,0.391,0.9263,1.0964,1.1836,0.8581,1.2021,1.4009,-1.2511,-0.5788,0.4627,0,0,1,0.8089,0.3743,0.4627,0.101,15.871,0.1023,0.9225,-0.2759,2,0,0,0,1,DAVANTI_PANTALONI
-0.6773,8.6371,2.9389,14.4644,-1.2126,-1.6136,10.3351,3.2148,13.053,-2.0814,-0.4731,10.8787,3.2983,12.6601,-1.1969,5.2288,5.7963,2.4076,11.4253,0.0441,0.4197,1.4317,-0.1295,3.4109,-0.3086,-0.0905,0.9142,0.891,1.2207,0.9747,1.3353,1.37,0.8357,0.794,1.4901,0.95,1.783,1.8768,0.8991,1.1493,-15.0235,1.2783,-16.7096,-13.0718,1.5432,1.1344,0.5469,0.7351,0.3544,0.4821,1.1081,1.1425,1.266,1.031,1.1425,1.1081,0.0187,8.11,0.8345,-0.0564,-0.3569,0.3786,-0.6799,-0.3068,3.1015,9.1502,3.0249,8.2162,0.0661,2.1036,7.7451,2.783,10.5937,-1.7024,7.745,5.2354,2.2881,7.7367,0.1607,1.4744,0.4004,0.2716,1.0869,1.322,1.2163,1.1814,1.7478,1.4794,-0.0871,0.3926,-4.5064,2.2442,0.9544,0.4253,0.7756,1.062,1.3693,0.0887,14.1631,-0.8057,-0.9003,0.9774,2.2887,0.4321,0.6574,2,0.5,DAVANTI_PANTALONI
-0.4602,0.5612,0.7491,3.3057,-7.089,0.5794,1.6369,1.2794,5.4187,-0.6421,1.046,8.5806,2.9293,8.5944,-0.4898,2.8334,4.392,2.0957,6.307,0.0305,-0.7943,-0.44,-0.1624,0.5539,0.2045,0.3692,0.5855,0.2557,0.3574,0.4368,0.6105,1.3977,0.3428,0.0654,0.1278,0.1908,0.3727,1.9537,1.3672,1.0253,-14.6088,0.7499,-10.6851,-14.249,0.1238,0.0708,0.0628,0.572,0.5072,0.8868,0.61,0.3846,0.5241,0.6305,0.8592,1.3627,0.0582,3.9144,0.5416,-0.445,-0.5126,0.0136,0.1403,0.7727,2.3922,4.1518,2.0376,6.502,0.1058,3.258,0.6437,0.8023,2.6191,0.3355,7.6436,1.3548,1.164,3.9336,0.5621,0.7343,0.313,0.4262,2.5396,1.7505,0.6893,6.4496,3.0644,0.4751,0.582,0.1524,0.2619,1.8449,0.8095,0.4388,2.4825,1.6529,0.6658,0.0983,13.2938,-0.99,-0.9565,0.9811,2,0,0,0,1,DAVANTI_PANTALONI
1.8247,4.3739,2.0914,6.521,-0.0597,-1.6472,5.7341,2.3946,8.9678,-4.7139,0.9334,14.0701,3.751,13.0831,-0.3883,4.328,12.3608,3.5158,10.1748,0.0786,-1.1078,1.9549,0.4216,-1.7647,-0.3806,0.2157,0.8734,0.5576,0.5949,0.6384,0.6811,1.0669,0.7628,0.3109,0.3539,0.4075,0.4639,1.1383,0.0497,0.1004,-0.4233,2.0217,-8.5198,-4.2143,3.9207,0.653,0.5572,0.1665,0.1421,0.8533,0.7272,0.4984,0.6409,0.6854,0.8814,1.2858,0.1195,6.7739,-0.7999,0.3979,0.8613,-0.5559,-0.8419,0.7501,1.4521,3.6846,1.9195,6.2578,0.0285,2.4913,0.6645,0.8152,2.8496,0.1921,8.4037,0.9337,0.9663,2.5352,0.7347,0.5829,0.1728,0.2965,2.3547,1.9865,0.8436,5.5445,3.9461,0.7117,0.2709,0.0261,0.0965,1.8261,0.674,0.3691,2.196,2.4684,1.124,0.1021,12.3472,-0.9607,-0.7854,0.8628,10.8391,54.4109,7.3764,18,0.0526,DAVANTI_PANTALONI
-2.1702,2.038,1.4276,4.3423,?,0.2128,0.6015,0.7755,2.9548,-0.7921,0.6437,3.7372,1.9332,8.2628,-0.9471,3.0359,2.3293,1.5262,4.5738,0.1118,-10.1965,-3.3714,-0.7148,0.3306,0.0701,0.212,1.8408,0.7385,0.9354,0.4012,0.5081,1.2667,3.3885,0.5453,0.875,0.1609,0.2582,1.6044,3.3249,1.0804,-7.5457,0.3249,-2.2695,-6.9842,0,0,0,0.3885,0.3202,0.8241,1.4696,0.5255,0.9494,0.3576,0.646,1.8066,0.1033,4.506,-0.0442,-0.5197,-0.8341,0.1645,-0.0336,0.4275,2.4634,3.0905,1.758,5.5469,0.0743,2.3542,0.1092,0.3305,0.9199,0.6729,7.9211,0.5088,0.7133,3.2969,0.644,1.0464,0.311,0.2972,5.3197,2.4647,0.4633,28.2989,6.0746,0.2147,0.2353,0.0747,0.3173,2.1306,0.647,0.3037,6.0297,1.6825,0.279,0.098,12.7387,-0.9454,-0.8147,0.6122,0,0,0,0,0,DAVANTI_PANTALONI
2.3936,3.3118,1.8198,5.847,-0.0469,-1.127,8.5394,2.9222,11.1126,-1.1325,1.0693,12.5209,3.5385,12.6746,-0.7795,5.1197,6.3029,2.5106,7.9261,0.0716,-2.1238,2.2385,0.4675,-1.054,-0.2201,0.2088,0.6228,0.5143,0.7249,0.8258,1.164,1.4094,0.3878,0.2645,0.5254,0.682,1.3548,1.9865,0.0444,0.0472,-0.4282,1.063,-9.65,-9.0783,1.0718,0.7841,0.6542,0.7316,0.6104,0.8343,0.5262,0.4613,0.7377,0.8768,1.402,1.5991,0.1297,8.0211,-0.2426,-0.2996,0.8048,0.4548,-0.0926,0.1386,2.6359,4.251,2.0618,7.0273,0.0774,1.0124,0.6117,0.7821,2.2031,-0.1146,8.3452,2.6582,1.6304,5.5605,0.4663,2.6037,0.3159,0.1213,2.6362,1.2646,0.4797,6.9496,1.5992,0.2301,-2.6034,0.1214,-0.0466,3.8538,0.7312,0.1897,3.1897,1.2638,0.3962,0.1013,12.0413,-0.8953,-0.9178,0.8396,1,0,0,0,1,DAVANTI_PANTALONI
0.5625,0.2442,0.4942,1.5084,-0.094,-2.7726,4.0631,2.0157,7.1643,-295.8176,1.4402,3.2897,1.8138,6.119,-0.1389,3.4457,5.8019,2.4087,8.0541,0.0208,-0.2029,0.3906,0.1633,-1.9251,-0.8046,0.418,0.2452,0.2725,0.2052,1.1114,0.8368,0.753,0.0601,0.0742,0.0421,1.2351,0.7003,0.567,0.0182,0.1737,-0.759,9.5657,-41.793,-4.3691,57.1224,0.2566,0.1676,0.0045,0.0029,0.6532,0.2105,0.2465,0.1873,1.1708,0.8895,0.7597,0.1443,4.9779,-0.219,-0.0575,0.2384,-0.6884,-0.9623,0.834,2.3617,3.6759,1.9173,5.5215,0.0255,2.9124,0.2384,0.4883,1.4082,0.6173,7.7997,3.4366,1.8538,5.9609,0.366,0.8109,0.3028,0.3734,3.9265,1.0342,0.2634,15.4174,1.0696,0.0694,0.0636,0.042,0.66,1.5398,0.6026,0.3914,3.9209,0.9263,0.2362,0.0995,13.0738,0.983,-0.9648,-0.9067,12.4828,90.1808,9.4964,21,0,DAVANTI_PANTALONI
-0.5909,0.0123,0.1107,0.8521,?,-0.4296,0.0128,0.1132,0.6754,?,-0.2096,0.0095,0.0977,0.4584,-9.195,0.7709,0.0179,0.134,0.6555,0.386,1.3756,2.8195,-0.7665,2.0496,-0.5572,-0.2719,0.9775,1.1334,0.8262,1.1595,0.8453,0.729,0.9555,1.2847,0.6827,1.3445,0.7145,0.5314,1.2617,2.0613,-2.0678,1.6338,-1.639,-1.0032,1,0,0,0,0,0.0421,1.2617,1.8591,1.3001,1.4735,1.0304,0.6993,0.0076,1.2312,0.4202,-0.2216,-0.7865,0.6918,-0.8791,-0.3872,-7.7699,0.0054,0.0735,7.9224,?,5.312,0.0125,0.1117,0.381,0.9303,2.762,0.0002,0.0144,0.0457,0.9836,-1.4627,-2.8131,1.9232,0.6579,5.0915,7.7388,0.4329,25.9237,59.889,-1.5584,-2.8962,1.8585,0,0,1.965,20.7961,173.528,8.3443,0.0981,15.844,0.9985,-0.3797,-0.4363,4.1432,0,0,0,1,DAVANTI_PANTALONI
-0.5145,0.0077,0.0879,0.8063,?,-0.3913,0.0186,0.1365,0.7279,?,-0.1929,0.0122,0.1105,0.4837,-9.8531,0.6875,0.021,0.1448,0.7272,0.3419,1.3147,2.6677,-0.7483,2.0292,-0.5692,-0.2805,0.644,0.7954,0.6072,1.2351,0.9428,0.7633,0.4148,0.6327,0.3687,1.5254,0.8888,0.5827,1.1077,1.8359,-2.1342,1.6573,-1.9266,-1.1625,1,0,0,0,0,0.0403,1.1077,1.6667,1.1086,1.5046,1.0008,0.6652,0.0067,1.1003,0.3929,0.1682,-0.6977,0.9408,-0.9235,-0.8055,-6.8079,0.0008,0.028,6.8553,?,6.3238,0.0014,0.038,0.128,0.9799,3.1458,0.0003,0.0167,0.0581,0.9818,-1.0766,-2.1641,2.0102,0.7381,1.6762,2.271,0.5448,2.8096,5.1572,-1.0962,-2.1937,2.0011,0,0,2.0048,53.5639,118.0335,2.2036,0.0981,16.2774,0.9995,-0.9193,-0.9488,4.1432,0,0,0,1,DAVANTI_PANTALONI
0.2264,0.2437,0.4936,3.4353,-0.159,-0.1953,1.9952,1.4125,6.491,-3.9166,0.5318,0.389,0.6237,4.4271,-0.3172,1.3003,1.3091,1.1442,5.7541,0.0461,-1.1594,0.4258,0.1741,-0.3672,-0.1502,0.409,0.3495,0.7915,0.4314,2.2649,1.2345,0.5451,0.1221,0.6265,0.1861,5.1297,1.5241,0.2971,0.0912,0.4421,-1.696,4.8496,-18.6035,-3.8361,2.245,0.8819,0.4914,0.3928,0.2189,0.5572,0.5292,0.776,0.597,1.4662,1.1281,0.7694,0.006,1.9222,-0.7644,0.0199,0.753,0.0525,-0.8926,0.1443,2.1741,0.1849,0.43,2.2419,0.4672,6.2724,0.1983,0.4453,2.3922,0.6457,-7.193,0.0435,0.2086,7.7157,?,0.3466,-0.3023,-0.872,0.9656,2.0617,2.1352,0.9323,4.2505,4.5592,0.4509,-0.2547,-0.565,0.6232,0,0,0.9372,0.2906,0.31,0.0969,15.6395,-0.9656,-0.8051,0.9284,4.1328,0.0102,0.1011,1.0569,0.791,DAVANTI_PANTALONI
0.6572,7.6359,2.7633,13.0295,-1.3826,-1.7862,13.8152,3.7169,16.2717,-1.097,0.6133,12.3004,3.5072,12.8955,-0.8782,5.5344,7.1208,2.6685,10.8695,0.0581,-0.3679,1.0716,0.1188,-2.9123,-0.3227,0.1108,0.7435,0.7879,1.0355,1.0598,1.3929,1.3143,0.5527,0.6208,1.0723,1.1231,1.9401,1.7274,0.8883,1.254,-11.2787,1.4117,-12.6976,-8.9943,0.7048,0.7965,0.4739,1.1301,0.6724,0.595,0.8007,1.0104,1.1987,1.2618,1.497,1.1864,0.0102,8.5479,-0.7854,-0.3341,0.0348,0.0748,-0.2912,0.3408,6.4838,9.6701,3.1097,9.5779,0.0183,0.8057,17.7034,4.2075,11.8354,-0.9933,3.8855,11.0045,3.3173,8.369,-0.0194,8.0478,1.6687,0.2074,0.7391,0.9374,1.2684,0.5462,0.8787,1.6087,-0.0303,-1.1212,36.946,1.6433,1.1885,0.7233,0.8093,1.1444,1.4142,0.0386,14.4096,-0.7628,-0.917,0.9181,3.6599,5.8793,2.4247,7,0,DAVANTI_PANTALONI
-0.3322,16.6562,4.0812,30.0855,-0.9992,-0.6685,54.2712,7.3669,51.1032,-1.0305,0.0311,12.362,3.516,19.0759,-1.0504,6.5989,40.3015,6.3483,28.3211,0.0162,0.497,-10.6751,-0.0503,-21.4794,-0.1013,0.0047,0.554,1.1608,0.6429,2.0953,1.1604,0.5538,0.3069,1.3474,0.4133,4.3902,1.3466,0.3067,0.5798,1.5387,-32.2201,2.6539,-55.5741,-20.9404,0.5979,1.6176,0.5228,2.7052,0.8743,0.3232,0.5887,1.5771,1.0623,2.6789,1.8044,0.6736,0.0037,10.0104,0.6229,-0.3588,-0.3044,-0.7516,-0.3631,0.1836,4.8887,25.8247,5.0818,16.4938,-0.9325,-6.5433,2.0402,1.4283,9.7798,?,-0.3678,1.4435,1.2015,5.092,-1.898,-0.7471,-13.2932,17.7924,3.5578,4.2297,1.1888,12.6582,17.89,1.4133,0.8138,2.3865,2.9326,0,4.8574,0,1.6865,3.2391,1.9206,0.0409,14.3472,0.5464,-0.6636,-0.8043,0,0,0,0,0,DAVANTI_PANTALONI
