@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
0.011,3.0825,1.7557,11.3774,-1.4366,-11.4193,18.2468,4.2716,26.6608,-16.1989,9.3309,6.8292,2.6133,18.9981,-0.0488,15.0351,19.5721,4.424,28.7012,0.0758,-0.001,0.0012,0.0007,-1.2238,-0.7595,0.6206,0.411,0.6718,0.3969,1.6346,0.9655,0.5907,0.1689,0.4514,0.1575,2.6719,0.9323,0.3489,0.2671,7.5883,-2.8509,28.4058,-10.672,-0.3757,3.0122,0.2578,0.1504,0.0856,0.0499,0.5833,0.4267,0.5989,0.3964,1.4033,0.9289,0.6619,0.1024,22.0293,-0.0839,-0.1818,-0.0387,-0.9147,-0.9738,0.9557,28.9306,33.8426,5.8174,25.0198,0.3317,31.0526,14.5959,3.8205,13.8,0.6429,-9.1017,67.3478,8.2066,27.5375,-24.5262,0.9317,-3.1786,-3.4117,1.5227,0.7089,0.4655,2.3186,0.5025,0.2167,0.5,-0.4694,-0.9388,0.9689,34.7044,35.8175,1.813,0.9086,0.5011,0.3014,69.1465,-0.8152,0.6453,-0.1124,1100,0,0,0,1,DIETRO_PANTALONI
0.2197,0.7782,0.8821,4.5743,-0.7121,-11.0346,5.5817,2.3626,20.8242,?,9.8661,1.5173,1.2318,7.7539,0.4491,14.8727,5.828,2.4141,17.1964,0.3162,-0.0199,0.0223,0.0148,-1.1184,-0.7419,0.6634,0.3734,0.7161,0.3654,1.918,0.9786,0.5102,0.1394,0.5129,0.1335,3.6786,0.9577,0.2604,0.0914,-0.3009,-0.2393,-3.2937,-2.6188,0.7951,0,0.1898,0.1062,0,0,0.5597,0.2197,0.5899,0.266,2.6856,1.211,0.4509,0.1035,21.587,-0.117,0.0448,0.0993,-0.7427,-0.9706,0.8791,24.6701,8.2666,2.8752,15.6586,0.4942,35.7744,5.4715,2.3391,9.1812,0.7723,-8.2273,29.4475,5.4266,21.7194,?,0.6896,-2.9986,-4.3483,1.2292,0.5298,0.4311,1.5109,0.2807,0.1858,0.4914,-0.7044,-1.4337,0.7678,0,0,1.7055,0.7209,0.4227,0.3093,68.6717,-0.5629,0.1177,0.7334,1100,0,0,0,1,DIETRO_PANTALONI
0.0944,4.8111,2.1934,9.7366,-1.1153,-4.329,70.68,8.4071,25.7697,-3.0806,9.8111,4.7847,2.1874,8.1441,0.4352,13.0816,24.1551,4.9148,17.1531,0.2838,-0.0218,0.0096,0.0072,-0.4412,-0.3309,0.75,0.2609,1.0028,0.4463,3.8434,1.7106,0.4451,0.0681,1.0055,0.1992,14.772,2.9261,0.1981,0.2639,-0.8181,-0.7552,-3.1002,-2.862,0.9232,0.7289,0.3192,0.1922,0.438,0.2637,0.602,0.3778,1.1955,0.5676,3.1642,1.5023,0.4748,0.071,19.0924,0.497,-0.3207,-0.587,-0.6612,-0.8879,0.8754,-4.5751,677.6922,26.0325,73.2,-1.6859,7.7151,462.4118,21.5038,54.3112,-0.3882,-23.2492,207.0543,14.3894,45.2838,-27.4156,-0.593,0.1968,-0.3318,1.2106,1.8091,1.4944,1.4656,3.273,2.2333,3.0251,1.0516,0.3476,0.6966,17.1015,24.5494,1.3478,1.6165,1.1994,0.165,65.7773,-0.1986,-0.5889,0.7126,1100,0,0,0,1,DIETRO_PANTALONI
-0.5984,25.9104,5.0902,29.6916,-1.8523,3.1859,66.0683,8.1282,37.6648,-1.7078,9.6765,31.2061,5.5862,30.3993,-0.2545,13.8905,34.382,5.8636,25.9776,0.1388,-0.1878,-0.0618,-0.0431,0.3292,0.2294,0.6966,0.6262,0.9112,0.8681,1.455,1.3862,0.9527,0.3922,0.8303,0.7536,2.1172,1.9216,0.9076,0.8117,3.1266,-4.6054,3.8519,-5.6738,-1.473,0.7484,0.4296,0.3451,0.574,0.4611,0.8033,0.7883,0.9767,1.143,1.239,1.4499,1.1702,0.0704,20.7321,0.6357,0.0886,-0.3086,0.1083,-0.3126,0.7121,-22.2748,218.1939,14.7714,49.2172,?,-27.193,512.4009,22.6363,70.9503,-1.7026,-18.5987,110.1731,10.4963,35.405,-3.8471,0.8191,1.1977,1.4621,0.6526,1.4073,2.1566,0.4258,1.9805,4.6509,1.1011,1.7515,1.5906,0,0,3.5941,0.6937,1.3901,2.004,0.2743,75.3759,-0.8934,-0.8108,0.9217,1100,0,0,0,1,DIETRO_PANTALONI
0.1965,0.8061,0.8978,5.7034,-1.1516,0.4866,7.5089,2.7402,14.1603,-1.0058,9.9252,3.9578,1.9894,11.7296,0.3491,10.3325,4.2968,2.0729,11.4184,0.3671,0.4039,0.0198,0.019,0.049,0.0471,0.9606,0.3276,0.4513,0.4331,1.3774,1.3219,0.9597,0.1073,0.2037,0.1876,1.8972,1.7476,0.9211,0.4299,-0.4852,-0.4609,-1.1286,-1.072,0.9498,0.3755,0.1471,0.1469,0.3918,0.3913,0.9988,0.4028,0.4862,0.4995,1.2072,1.2401,1.0273,0.0695,12.8007,-0.2076,-0.0584,-0.0183,0.2537,0.2777,0.9696,3.3974,130.7321,11.4338,39.3585,-2.1844,-1.3812,14.3847,3.7927,17.3386,-5.0217,-31.9355,8.0299,2.8337,33.5999,?,-2.4598,-0.1064,0.0432,3.0147,4.0349,1.3384,9.0883,16.2807,1.7914,1.8672,0.8035,0.4303,4.2925,0,0,2.27,1.1714,0.516,0.2248,46.1671,0.6603,-0.6245,-0.5276,1100,0,0,0,1,DAVANTI_PANTALONI
0.0123,0.0133,0.1153,0.5435,-0.7511,6.4136,0.0363,0.1906,0.89,0.8695,9.8715,0.0167,0.1291,0.6769,0.9338,11.7739,0.0235,0.1532,0.6797,0.9442,0.0019,0.0012,0.001,0.6497,0.5447,0.8384,0.605,0.8932,0.7529,1.4765,1.2445,0.8429,0.366,0.7979,0.5668,2.1801,1.5488,0.7104,-0.0393,-0.0244,-0.0203,0.6215,0.5157,0.8297,0.0455,0.0304,0.0255,0.6674,0.5599,0.839,0.6107,0.803,0.7997,1.3148,1.3095,0.9959,0.0806,16.3804,-0.1451,-0.278,-0.2935,0.0484,0.7087,0.7405,-31.0101,0.2612,0.5111,31.9794,?,-4.002,0.3382,0.5816,5.0995,?,31.0077,0.1406,0.3749,1.3809,0.9565,7.7487,-1.0001,-0.1291,0.8788,1.3631,1.5511,0.7723,1.858,2.4059,6.2711,-1.0534,-0.168,1,0,0,6.2711,23.158,3.6928,0.3016,66.0199,-0.7957,0.5402,-0.7339,1100,0,0,0,1,DAVANTI_PANTALONI
0.1774,0.9328,0.9658,5.2167,-1.6333,0.1383,6.6752,2.5836,12.1694,-0.6885,10.1285,5.1297,2.2649,12.4275,0.3299,10.4797,5.5506,2.356,13.57,0.3115,1.2832,0.0175,0.0169,0.0137,0.0132,0.9665,0.3738,0.4264,0.4099,1.1407,1.0966,0.9613,0.1397,0.1818,0.1681,1.3013,1.2026,0.9242,0.6521,-0.529,-0.5271,-0.8112,-0.8084,0.9965,0.2749,0.1068,0.1005,0.3887,0.3657,0.941,0.4287,0.4198,0.3844,0.9792,0.8968,0.9158,0.0734,12.8174,0.0283,0.1117,0.0965,0.3979,0.4254,0.9849,2.6094,113.6908,10.6626,37.9181,-2.3981,2.2232,22.9486,4.7905,20.639,-2.1274,-32.325,11.4566,3.3848,35.2188,?,1.1737,-0.0807,-0.0688,2.2258,3.1502,1.4153,4.9541,9.9236,2.0031,1.906,0.7598,0.3986,1.6909,0,0,1.8372,1.0766,0.586,0.2356,46.1409,0.9129,-0.6159,-0.6701,1100,0,0,0,1,DAVANTI_PANTALONI
-0.0047,6.0996,2.4697,17.4767,-0.6766,3.3455,33.8311,5.8165,22.0622,-0.696,10.0323,45.6029,6.753,41.9187,-0.2395,12.939,29.9565,5.4732,31.6051,0.0685,-0.0014,-0.0005,-0.0004,0.3335,0.2586,0.7754,0.4246,0.3657,0.4512,0.8613,1.0627,1.2338,0.1803,0.1338,0.2036,0.7419,1.1293,1.5223,0.779,0.8707,-3.0334,1.1177,-3.8941,-3.484,0.8013,0.3082,0.3072,0.3846,0.3834,0.9967,0.7922,0.4169,0.553,0.5263,0.6981,1.3263,0.0761,16.792,-0.3753,0.1063,0.268,0.0308,0.1061,0.7984,6.1615,141.5666,11.8982,32.6385,-0.8758,-12.0375,268.8637,16.3971,37.9791,-18.7854,-15.8549,454.2872,21.314,49.9176,-1.8591,-0.5119,-0.3886,0.7592,0.7256,0.5582,0.7693,0.5265,0.3116,0.5918,0.4226,0.4695,1.1109,9.0644,0.9966,0.1099,0.8594,0.6538,0.7608,0.1499,51.639,0.8619,-0.9566,-0.972,1100,0,0,0,1,DAVANTI_PANTALONI
-0.1087,0.0152,0.1234,0.5636,-3.0674,11.8067,0.0135,0.1161,0.539,0.9554,9.908,0.0059,0.0768,0.4705,0.9533,15.4142,0.0153,0.1237,0.6026,0.9617,-0.0092,-0.011,-0.0071,1.1916,0.766,0.6428,1.0624,1.6069,0.9974,1.5125,0.9388,0.6207,1.1288,2.5822,0.9948,2.2877,0.8813,0.3852,-0.0368,-0.0443,-0.0281,1.202,0.7634,0.6351,0.0115,0.0138,0.0088,1.1994,0.7684,0.6407,1.0458,1.1979,0.9353,1.1455,0.8944,0.7808,0.1101,21.8431,0.297,-0.1507,0.145,0.5698,0.9484,0.8112,-14.3507,0.0591,0.2431,14.8193,?,-32.8737,0.0596,0.244,33.4198,?,11.8144,0.0567,0.2382,1.0208,0.9162,0.4365,-1.2147,-2.7825,0.9961,1.0205,1.0245,0.9922,1.0414,1.0497,0.4434,-1.328,-2.9949,1,0,0,0.4434,14.5172,32.7384,0.2698,59.0388,-0.4152,-0.433,0.5345,1100,0,0,0,1,DAVANTI_PANTALONI
-0.0249,1.0905,1.0443,15.5375,-0.7963,-12.0577,1.9913,1.4112,15.7699,?,9.8415,1.0511,1.0252,6.9822,0.4738,15.611,2.6728,1.6349,10.3089,0.4816,0.0021,-0.0025,-0.0016,-1.2252,-0.7724,0.6304,0.74,1.0186,0.6387,1.3765,0.8632,0.6271,0.5476,1.0375,0.408,1.8946,0.7451,0.3932,0.4368,-1.0954,-0.7191,-2.508,-1.6464,0.6565,0,0.6518,0.4349,0,0,0.6673,0.9853,2.2253,1.5072,2.2586,1.5297,0.6773,0.1096,22.3094,-0.1871,-0.2249,0.0708,-0.6892,-0.9541,0.8495,-8.7858,10.2911,3.208,11.6989,?,42.6736,1.1801,1.0863,3.54,0.9211,-6.7416,4.7785,2.186,9.0591,?,-0.2059,1.3032,-6.3299,2.9531,1.4675,0.4969,8.7208,2.1536,0.247,-0.283,1.2914,-4.5632,0,1,0,3.3047,1.2914,0.3908,0.3105,58.2011,0.93,0.9016,0.9293,1100,0,0,0,1,DAVANTI_PANTALONI
0.4004,3.2103,1.7917,8.7583,-0.5728,1.9524,11.2652,3.3564,12.3095,-0.2758,9.5933,11.2406,3.3527,16.1728,0.1606,10.4044,13.4691,3.67,16.4415,0.1628,0.2051,0.0417,0.0385,0.2035,0.1877,0.922,0.5338,0.5344,0.4882,1.0011,0.9145,0.9135,0.285,0.2856,0.2383,1.0022,0.8364,0.8345,1.1987,-1.0311,-0.9978,-0.8602,-0.8324,0.9677,0.5771,0.289,0.2836,0.5008,0.4913,0.9811,0.7115,0.5415,0.5327,0.7611,0.7487,0.9837,0.069,13.9169,-0.4968,0.0476,0.0122,0.4957,0.6091,0.9787,21.5658,71.9092,8.4799,27.24,0.3505,-10.2493,145.0956,12.0456,50.8774,-0.5334,-36.1234,90.9492,9.5367,41.1591,?,-2.1041,-0.597,0.2837,0.704,0.8892,1.2631,0.4956,0.7907,1.5953,-0.8305,-0.3571,0.43,1.264,0,0,0.5354,0.6618,1.2361,0.3049,72.7408,0.7605,0.8455,0.9772,1100,0,0,0,1,DAVANTI_PANTALONI
0.0158,1.0031,1.0015,7.9706,-0.8637,-12.5003,2.3076,1.5191,16.0724,?,9.9308,1.7946,1.3396,8.6091,0.4323,16.0266,3.1334,1.7701,10.7041,0.5104,-0.0013,0.0016,0.001,-1.2587,-0.78,0.6196,0.6593,0.7476,0.5658,1.134,0.8582,0.7568,0.4347,0.559,0.3201,1.2859,0.7365,0.5727,0.2298,-0.5635,-0.331,-2.4517,-1.4404,0.5875,0,0.282,0.1956,0,0,0.6936,0.4959,0.9258,0.7446,1.8669,1.5015,0.8043,0.1124,23.0232,0.2159,0.0913,-0.0838,-0.5529,-0.9062,0.8494,-15.9222,73.0959,8.5496,32.0389,-2.3584,39.8469,7.1043,2.6654,7.6797,0.8275,-2.974,5.1531,2.2701,9.0576,-29.2857,-0.3996,5.3539,-13.3986,3.2076,3.7663,1.1742,10.289,14.1848,1.3786,-0.6107,2.5688,-4.2061,0.2143,31.898,148.8571,4.1719,3.5372,0.8479,0.3029,59.4172,0.9481,-0.8076,-0.6694,1100,0,0,0,1,DAVANTI_PANTALONI
0.4022,3.4091,1.8464,8.8188,-0.8566,1.4375,9.8564,3.1395,20.3255,-0.289,9.3554,3.9523,1.988,12.592,0.1569,10.0987,4.9852,2.2328,18.2387,0.1372,0.2798,0.043,0.0398,0.1537,0.1423,0.9264,0.5881,0.9287,0.827,1.5792,1.4061,0.8904,0.3459,0.8626,0.6838,2.4939,1.9771,0.7928,0.8929,-1.7362,-1.4031,-1.9445,-1.5715,0.8082,0.3012,0.318,0.2247,1.0558,0.746,0.7066,0.4339,0.7004,0.4835,1.6142,1.1144,0.6904,0.0662,13.4528,-0.1332,-0.1012,-0.0733,0.4275,0.5801,0.9406,30.801,69.5056,8.337,28.3203,0.3587,-5.5118,90.7029,9.5238,45.5994,-0.4259,-31.4573,109.9605,10.4862,46.6797,-8.605,-5.5882,-0.9791,0.1752,0.8754,0.795,0.9082,0.7663,0.6321,0.8249,-1.1629,-0.3787,0.3257,1.3809,9.0863,6.5802,0.6211,0.6067,0.9769,0.3103,72.0219,0.5185,0.6228,0.9871,1100,0,0,0,1,DAVANTI_PANTALONI
0.3548,0.3977,0.6307,3.518,-1.5142,0.6272,4.8144,2.1942,8.0058,-0.9615,9.608,1.1513,1.073,5.6219,0.5405,9.8934,1.317,1.1476,5.7494,0.5352,0.5658,0.0369,0.0359,0.0653,0.0634,0.9712,0.2874,0.5878,0.5496,2.0449,1.912,0.935,0.0826,0.3455,0.302,4.1818,3.6556,0.8742,0.5399,-0.3204,-0.3201,-0.5934,-0.5928,0.999,0.3428,0.1144,0.1131,0.3336,0.33,0.9892,0.4394,0.6258,0.6119,1.424,1.3924,0.9778,0.0735,12.1932,-0.2218,-0.1443,-0.246,-0.3291,-0.25,0.9852,32.3845,119.5597,10.9343,28.875,0.4189,-5.7156,144.1609,12.0067,43.8125,-0.4635,-10.5415,322.3136,17.9531,51.0625,-0.936,-5.6659,-3.0721,0.5422,0.9107,0.6091,0.6688,0.8293,0.3709,0.4473,-1.5,-0.843,0.562,1.6597,1.8839,1.1351,0.6591,0.5655,0.858,0.2636,63.8974,0.7324,0.8833,0.961,125000,0,0,0,1,DAVANTI_PANTALONI
0.4823,1.0118,1.0059,4.6009,-0.516,4.0426,10.2174,3.1965,10.3489,-0.51,9.0267,2.8279,1.6816,8.4287,0.3525,10.4167,3.6058,1.8989,8.4012,0.3679,0.1193,0.0534,0.0463,0.4478,0.3881,0.8666,0.3147,0.5982,0.5297,1.9008,1.6833,0.8856,0.099,0.3578,0.2806,3.613,2.8336,0.7843,0.448,-0.3413,-0.3202,-0.7618,-0.7148,0.9383,0.4428,0.2332,0.2283,0.5265,0.5157,0.9794,0.4446,0.5459,0.5476,1.2278,1.2318,1.0033,0.066,14.497,-0.5077,-0.1159,-0.3055,0.1066,0.4573,0.9232,24.4674,39.4189,6.2784,19.1,0.5159,-16.18,176.2757,13.2769,49.7284,-0.8734,-28.1383,30.8888,5.5578,31.5335,?,-1.5122,-0.8695,0.575,0.4729,1.1297,2.3889,0.2236,1.2762,5.7068,-0.8779,-0.6455,0.7352,1.4863,0,0,0.3841,0.6057,1.577,0.271,72.7986,0.9292,0.8704,0.985,1100,0,0,0,1,DAVANTI_PANTALONI
0.7285,2.7496,1.6582,7.4812,-0.2305,3.6037,8.7406,2.9565,10.9414,-0.8944,8.6118,4.9022,2.2141,11.2799,0.2172,9.8949,6.1634,2.4826,12.0184,0.2105,0.2022,0.0846,0.0736,0.4185,0.3642,0.8703,0.5609,0.7489,0.6679,1.3353,1.1909,0.8918,0.3146,0.5609,0.4461,1.783,1.4181,0.7954,0.2713,-0.4476,-0.4374,-1.65,-1.6121,0.977,1.0526,0.4219,0.3994,0.4008,0.3794,0.9467,0.6837,0.6632,0.6225,0.97,0.9104,0.9386,0.0624,14.1118,-0.8251,0.3751,0.3998,0.1166,0.0913,0.9847,21.545,39.6234,6.2947,31.3,0.245,-17.8428,48.8401,6.9886,39.4628,-1.2453,-32.8135,34.4333,5.868,38.2298,?,-1.2075,-0.6566,0.5438,0.9007,1.0727,1.191,0.8113,1.1507,1.4184,-0.4642,-0.2658,0.5725,2.3589,0,0,0.7932,0.8187,1.0323,0.2875,73.1265,0.8778,0.9282,0.9824,1100,0,0,0,1,DAVANTI_PANTALONI
0.0352,5.4251,2.3292,19.0168,-0.4589,-5.3216,15.0946,3.8852,22.2558,-3.0262,10.3099,5.3411,2.3111,16.21,0.0895,12.3023,9.1296,3.0215,17.7273,0.2398,-0.0066,0.0034,0.0029,-0.5162,-0.4326,0.838,0.5995,1.0078,0.7709,1.6811,1.2858,0.7649,0.3594,1.0157,0.5942,2.8261,1.6534,0.585,0.3576,-3.754,-1.0696,-10.4979,-2.9912,0.2849,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8545,1.1732,1.0727,1.373,1.2555,0.9144,0.0789,17.496,-0.3029,0.2831,0.4826,-0.2809,-0.7856,0.7429,18.1221,143.1845,11.966,32.6492,0.0934,35.5601,44.3417,6.659,19.7861,0.5487,-3.6807,46.0242,6.7841,23.2559,-4.0367,0.5096,-4.9236,-9.6614,1.797,1.7638,0.9816,3.2291,3.1111,0.9634,0.1398,-0.1804,-1.2906,0.8214,7.7994,9.495,1.6501,1.4039,0.8508,0.2727,59.3138,-0.9716,-0.3586,0.5181,1100,0,0,0,1,DAVANTI_PANTALONI
