@RELATION WhereIsSmartphone
@ATTRIBUTE X_AVERAGE NUMERIC 
@ATTRIBUTE X_VARIANCE NUMERIC 
@ATTRIBUTE X_STD NUMERIC 
@ATTRIBUTE X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_AVERAGE NUMERIC 
@ATTRIBUTE Y_VARIANCE NUMERIC 
@ATTRIBUTE Y_STD NUMERIC 
@ATTRIBUTE Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_AVERAGE NUMERIC 
@ATTRIBUTE Z_VARIANCE NUMERIC 
@ATTRIBUTE Z_STD NUMERIC 
@ATTRIBUTE Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_AVERAGE NUMERIC 
@ATTRIBUTE |V|_VARIANCE NUMERIC 
@ATTRIBUTE |V|_STD NUMERIC 
@ATTRIBUTE |V|_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_X_Y NUMERIC 
@ATTRIBUTE RATIO_STD_X_Z NUMERIC 
@ATTRIBUTE RATIO_STD_X_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Y_Z NUMERIC 
@ATTRIBUTE RATIO_STD_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_STD_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_X_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_|V| NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_|V| NUMERIC 
@ATTRIBUTE X_Y_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_Y_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_Y NUMERIC 
@ATTRIBUTE CORRELATION_X_Z NUMERIC 
@ATTRIBUTE CORRELATION_X_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Y_Z NUMERIC 
@ATTRIBUTE CORRELATION_Y_|V| NUMERIC 
@ATTRIBUTE CORRELATION_Z_|V| NUMERIC 
@ATTRIBUTE ROTATION_X_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_X_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_X_STD NUMERIC 
@ATTRIBUTE ROTATION_X_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_X_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Y_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Y_STD NUMERIC 
@ATTRIBUTE ROTATION_Y_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Y_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_AVERAGE NUMERIC 
@ATTRIBUTE ROTATION_Z_VARIANCE NUMERIC 
@ATTRIBUTE ROTATION_Z_STD NUMERIC 
@ATTRIBUTE ROTATION_Z_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ROTATION_Z_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_STD_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MIN_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE ROTATION_X_ROTATION_Y_ROTATION_Z_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Y NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_X_ROTATION_Z NUMERIC 
@ATTRIBUTE CORRELATION_ROTATION_Y_ROTATION_Z NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_AVERAGE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_VARIANCE NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_STD NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE AMBIENT_TEMPERATURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
4.3606,34.0886,5.8385,33.7346,-1.1495,-6.8817,17.7768,4.2163,25.6961,-3.034,4.3606,34.0886,5.8385,33.7346,-1.1495,12.3108,19.7857,4.4481,20.1804,0.209,-0.6336,1,0.3542,-1.5782,-0.559,0.3542,1.3848,1,1.3126,0.7221,0.9479,1.3126,1.9176,1,1.7229,0.5215,0.8985,1.7229,0.9335,1,-3.3826,1.0713,-3.6237,-3.3826,2.4638,1,0.6151,0.4059,0.2497,0.6151,1.3128,1,1.6717,0.7617,1.2733,1.6717,0.0462,19.3123,0.0809,1,0.2171,0.0809,-0.3519,0.2171,-0.6357,0.0214,0.1463,0.8148,?,0.2567,0.0278,0.1668,0.5288,0.1291,-0.5524,0.0216,0.147,0.6524,?,-2.4767,1.1508,-0.4647,0.8769,0.9949,1.1345,0.769,0.9898,1.2871,-10.3935,1.249,-0.1202,0,1,0,1.5408,1.249,0.8106,0.0044,1.4448,0.9757,0.6997,0.6963,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-0.1723,50.3806,7.0979,35.6954,-0.8564,-7.7868,18.8174,4.3379,20.3522,-18.8382,-0.1723,50.3806,7.0979,35.6954,-0.8564,12.1861,31.7717,5.6366,23.677,0.1581,0.0221,1,-0.0141,45.2004,-0.639,-0.0141,1.6363,1,1.2592,0.6112,0.7696,1.2592,2.6773,1,1.5857,0.3735,0.5923,1.5857,0.8521,1,-3.7047,1.1736,-4.3479,-3.7047,18.7425,1,0.6837,0.0534,0.0365,0.6837,1.7539,1,1.5076,0.5702,0.8596,1.5076,0.0397,18.6763,0.2989,1,0.4178,0.2989,-0.1744,0.4178,-0.0301,0.077,0.2775,0.7589,-1.0773,-0.1447,0.3475,0.5895,1.4348,-1.0671,0.1127,0.3933,0.6271,1.6719,-1.0196,0.208,-0.2669,-1.2835,0.4707,0.4424,0.94,0.2215,0.1957,0.8837,0.5314,0.4663,0.8776,0.5263,0.4413,0.8385,0.5289,0.4539,0.8582,0.0009,1.4894,0.814,-0.891,-0.9608,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
-6.7759,0.2491,0.4991,8.4724,?,6.3808,0.2564,0.5064,2.314,0.7039,-6.7759,0.2491,0.4991,8.4724,?,11.5172,0.6497,0.806,4.179,0.7078,-1.0619,1,-0.5883,-0.9417,0.554,-0.5883,0.9857,1,0.6192,1.0145,0.6282,0.6192,0.9716,1,0.3834,1.0293,0.3946,0.3834,-1.5401,1,-0.8369,-0.6493,0.5434,-0.8369,0,1,0,0,0.5464,0,3.6613,1,2.0274,0.2731,0.5537,2.0274,0.114,19.9327,-0.6875,1.0001,-0.9677,-0.6875,0.8483,-0.9677,0.5772,0.0006,0.0243,0.0657,0.8923,-0.2609,0.003,0.0548,0.343,?,-0.7242,0.0004,0.0209,0.7572,?,-2.2126,-0.7971,0.3603,0.444,1.1646,2.6228,0.1972,1.3562,6.879,-1.588,-0.7194,0.453,0,0,1,0.1916,0.0868,0.453,0.0095,1.5623,0.9962,0.9773,0.9873,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
7.1262,1.2256,1.1071,4.4437,0.5431,-6.5762,4.2732,2.0672,9.8513,?,7.1262,1.2256,1.1071,4.4437,0.5431,12.2107,2.4348,1.5604,6.3881,0.6034,-1.0836,1,0.5836,-0.9228,-0.5386,0.5836,0.5355,1,0.7095,1.8673,1.3248,0.7095,0.2868,1,0.5034,3.4866,1.7551,0.5034,-0.5361,1,0.5433,-1.8653,-1.0135,0.5433,0,1,0.6037,0,0,0.6037,0.4511,1,0.6956,2.2169,1.5421,0.6956,0.1191,20.8287,0.1625,1,0.8146,0.1625,-0.4296,0.8146,-0.38,0.0058,0.0761,0.4473,?,-0.4666,0.0046,0.068,0.6056,?,0.0154,0.0006,0.0251,0.0774,-0.2834,0.8143,-24.678,-30.3061,1.1196,3.0303,2.7066,1.2535,9.1824,7.3257,0.7386,26.1766,35.4403,1,0,0,0.7386,5.7797,7.8251,0.006,0.8696,-0.9867,-0.5612,0.4723,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
5.4657,11.3158,3.3639,11.0036,0.0873,1.2203,2.8384,1.6847,5.4234,-0.5931,5.4657,11.3158,3.3639,11.0036,0.0873,8.2173,19.182,4.3797,14.2295,0.1677,4.4789,1,0.6651,0.2233,0.1485,0.6651,1.9967,1,0.7681,0.5008,0.3847,0.7681,3.9867,1,0.5899,0.2508,0.148,0.5899,-0.5209,1,0.3669,-1.9196,-0.7043,0.3669,3.5413,1,0.7051,0.2824,0.1991,0.7051,2.0289,1,0.7733,0.4929,0.3811,0.7733,0.0775,12.8444,-0.854,1,0.9977,-0.854,-0.8429,0.9977,0.1809,0.0909,0.3014,1.1403,-1.0977,0.0568,0.0085,0.0923,0.2819,-0.7154,0.744,0.2697,0.5193,1.7918,-0.8703,3.1831,0.2431,0.0764,3.2673,0.5804,0.1776,10.6754,0.3369,0.0316,5.0756,0.7156,0.141,3.3078,0.5674,0.1715,4.0451,0.6364,0.1573,0.0076,1.2951,-0.3745,0.7798,0.2564,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
3.2695,45.2388,6.726,27.2172,-0.4095,2.2582,26.6035,5.1579,17.0101,-1.0328,3.2695,45.2388,6.726,27.2172,-0.4095,10.1635,40.2631,6.3453,26.1351,0.0457,1.4478,1,0.3217,0.6907,0.2222,0.3217,1.304,1,1.06,0.7669,0.8129,1.06,1.7005,1,1.1236,0.5881,0.6607,1.1236,0.915,1,-6.3209,1.0929,-6.9084,-6.3209,2.3076,1,0.7051,0.4333,0.3055,0.7051,1.6001,1,1.0414,0.625,0.6509,1.0414,0.0261,16.2019,-0.5531,1,0.7806,-0.5531,-0.4249,0.7806,-0.0071,0.0423,0.2056,0.5971,-3.3969,-0.266,0.0016,0.0401,0.3929,?,-0.8316,0.014,0.1182,0.8968,?,0.0266,0.0085,0.3199,5.1297,1.7387,0.339,26.3135,3.0231,0.1149,1.1741,0.5143,0.4381,0,0,1,1.5197,0.6658,0.4381,0.0044,1.265,0.8683,-0.9081,-0.9755,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
3.902,12.8536,3.5852,20.2802,-0.0444,-9.1216,7.5851,2.7541,17.5735,?,3.902,12.8536,3.5852,20.2802,-0.0444,11.2771,19.7748,4.4469,22.9264,0.2065,-0.4278,1,0.346,-2.3377,-0.8089,0.346,1.3018,1,0.8062,0.7682,0.6193,0.8062,1.6946,1,0.65,0.5901,0.3836,0.65,0.0491,1,-0.1447,20.3636,-2.9458,-0.1447,0,1,0.6721,0,0,0.6721,1.154,1,0.8846,0.8665,0.7665,0.8846,0.1099,17.0341,-0.1622,1,0.8157,-0.1622,-0.6619,0.8157,-0.7406,0.0043,0.0657,0.8124,?,-0.1296,0.0094,0.0968,0.3729,-5.2177,-0.193,0.0019,0.0433,0.2702,?,5.7138,3.8381,0.6717,0.6785,1.518,2.2372,0.4604,2.3042,5.0049,2.5958,3.0065,1.1582,0,1,0,2.1783,3.0065,1.3802,0.008,1.0728,-0.0693,-0.1274,-0.6288,?,?,?,?,?,TASCA_DESTRA_DAVANTI_PANTALONI
4.5313,16.3187,4.0396,17.6528,-0.3324,-2.047,46.2392,6.7999,22.0982,-1.3034,4.5313,16.3187,4.0396,17.6528,-0.3324,9.9653,24.8241,4.9824,18.2518,0.0679,-2.2137,1,0.4547,-0.4517,-0.2054,0.4547,0.5941,1,0.8108,1.6833,1.3648,0.8108,0.3529,1,0.6574,2.8335,1.8627,0.6574,0.3522,1,-3.3113,2.8396,-9.4026,-3.3113,1.381,1,0.6766,0.7241,0.4899,0.6766,0.7988,1,0.9672,1.2518,1.2107,0.9672,0.0345,16.155,-0.7917,1,0.887,-0.7917,-0.7112,0.887,-0.1805,0.0577,0.2402,0.6517,-3.5104,-0.1043,0.0777,0.2787,0.7917,-0.8346,-0.7834,0.0128,0.1132,0.8913,?,1.7298,0.2304,0.1332,0.862,2.1219,2.4617,0.743,4.5024,6.0599,1.4083,0.569,0.4041,0.3348,0,0,0.8232,0.7312,0.8882,0.0042,1.321,-0.5807,-0.6792,0.9779,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
3.879,24.2812,4.9276,14.4283,-0.1402,-2.074,58.5241,7.6501,23.1836,-2.8144,3.879,24.2812,4.9276,14.4283,-0.1402,9.8529,44.4014,6.6634,22.3388,0.0976,-1.8703,1,0.3937,-0.5347,-0.2105,0.3937,0.6441,1,0.7395,1.5525,1.1481,0.7395,0.4149,1,0.5469,2.4103,1.3181,0.5469,0.1037,1,-0.7339,9.6418,-7.0764,-0.7339,2.082,1,0.5112,0.4803,0.2455,0.5112,0.6224,1,0.6459,1.6068,1.0378,0.6459,0.0586,15.7925,-0.9845,1,0.9464,-0.9845,-0.9513,0.9464,-0.1509,0.1336,0.3656,0.9233,-3.9882,-0.1779,0.0084,0.0916,0.3129,-9.4455,-0.7008,0.0306,0.1748,0.8708,?,0.8482,0.2152,0.2538,3.989,2.0913,0.5243,15.9119,4.3735,0.2749,2.6091,0.8478,0.3249,6.1793,0,0,2.9509,1.0604,0.3593,0.0074,1.1952,-0.7837,-0.9332,0.7766,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
2.1908,24.4787,4.9476,31.1305,-0.209,1.1699,13.1054,3.6201,14.3548,-0.804,2.1908,24.4787,4.9476,31.1305,-0.209,6.8924,25.525,5.0522,36.0183,0.0116,1.8726,1,0.3179,0.534,0.1697,0.3179,1.3667,1,0.9793,0.7317,0.7165,0.9793,1.8678,1,0.959,0.5354,0.5134,0.959,0.8413,1,-12.719,1.1887,-15.1185,-12.719,3.2358,1,0.7066,0.309,0.2184,0.7066,2.1686,1,0.8643,0.4611,0.3985,0.8643,0.0178,10.5254,-0.4599,1,0.8841,-0.4599,-0.4195,0.8841,-0.1076,0.039,0.1975,0.6559,-1.7066,0.116,0.018,0.1341,0.4853,-0.7259,0.3186,0.7389,0.8596,1.8966,-0.9863,-0.9274,-0.3377,0.3641,1.4727,0.2297,0.156,2.1689,0.0528,0.0243,2.026,0.4391,0.2167,0.8618,0.2538,0.2945,1.3514,0.3458,0.2559,0.0019,1.2234,0.8633,0.962,0.8868,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
8.317,0.5196,0.7209,3.7776,0.6418,4.819,0.4369,0.661,2.1983,0.6412,8.317,0.5196,0.7209,3.7776,0.6418,12.736,0.8395,0.9162,4.8486,0.6944,1.7259,1,0.653,0.5794,0.3784,0.653,1.0905,1,0.7868,0.917,0.7214,0.7868,1.1893,1,0.619,0.8408,0.5205,0.619,1.7229,1,0.6142,0.5804,0.3565,0.6142,1.7213,1,0.6646,0.5809,0.3861,0.6646,1.7185,1,0.7791,0.5819,0.4534,0.7791,0.068,21.4531,-0.1936,1,0.9625,-0.1936,0.0791,0.9625,-0.0979,0.0103,0.1017,0.3289,-44.8983,-0.7613,0.0003,0.0159,0.776,?,-0.3728,0.0019,0.0434,0.4845,?,0.1287,0.2628,2.0422,6.3823,2.3448,0.3674,40.7341,5.4982,0.135,0.4147,0.6642,1.6017,0,0,1,0.4239,0.679,1.6017,0.0046,1.2324,-0.7743,0.9729,-0.8933,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
8.8771,10.3865,3.2228,18.5574,-0.0369,1.6955,6.6754,2.5837,9.4786,-0.4101,8.8771,10.3865,3.2228,18.5574,-0.0369,12.9984,18.9679,4.3552,24.0373,0.053,5.2357,1,0.6829,0.191,0.1304,0.6829,1.2474,1,0.74,0.8017,0.5932,0.74,1.5559,1,0.5476,0.6427,0.3519,0.5476,0.2397,1,-0.4915,4.1724,-2.0508,-0.4915,2.6625,1,0.7051,0.3756,0.2648,0.7051,1.9578,1,0.772,0.5108,0.3943,0.772,0.0688,20.2453,0.0238,1,0.9932,0.0238,0.1138,0.9932,-0.1718,0.2725,0.5221,1.1972,-0.956,-0.0073,0.1044,0.3231,0.8812,-0.7323,-0.2557,0.4795,0.6925,1.5522,-1.094,23.5491,0.6718,0.0285,1.616,0.7539,0.4665,2.6114,0.5684,0.2176,1.5708,0.7216,0.4594,1.2032,0.8257,0.6862,1.3586,0.7713,0.5677,0.0017,1.5896,0.9795,0.9949,0.9794,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
9.1076,1.1238,1.0601,5.0238,0.6073,4.3892,0.4137,0.6432,2.3161,0.5697,9.1076,1.1238,1.0601,5.0238,0.6073,13.6318,1.9978,1.4134,6.547,0.6511,2.075,1,0.6681,0.4819,0.322,0.6681,1.6483,1,0.75,0.6067,0.455,0.75,2.7167,1,0.5625,0.3681,0.2071,0.5625,2.5334,1,0.6359,0.3947,0.251,0.6359,2.3766,1,0.6818,0.4208,0.2869,0.6818,2.1691,1,0.7673,0.461,0.3538,0.7673,0.0764,22.6044,-0.1151,1,0.9891,-0.1151,0.0322,0.9891,-0.1945,0.0001,0.0122,0.2228,?,-0.6792,0,0.0058,0.6863,?,-0.4894,0,0.0036,0.4937,?,0.2864,0.3974,1.3877,2.0971,3.3957,1.6193,4.3976,11.5308,2.6221,0.3247,0.4513,1.3902,1,1,1,0.3247,0.4513,1.3902,0.0048,1.3632,-0.9609,-0.9118,0.8345,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
3.5331,13.0834,3.6171,21.4114,-0.1136,1.2132,1.9951,1.4125,6.7245,-0.3758,3.5331,13.0834,3.6171,21.4114,-0.1136,5.724,21.8352,4.6728,26.5605,0.0233,2.9121,1,0.6172,0.3434,0.212,0.6172,2.5608,1,0.7741,0.3905,0.3023,0.7741,6.5576,1,0.5992,0.1525,0.0914,0.5992,1.1891,1,-3.4423,0.841,-2.8949,-3.4423,3.9338,1,0.707,0.2542,0.1797,0.707,3.1841,1,0.8061,0.3141,0.2532,0.8061,0.0276,8.8683,-0.3145,1,0.9873,-0.3145,-0.2512,0.9873,-0.0581,0.0051,0.0713,0.2185,-2.7807,-0.1843,0.0067,0.0817,0.5488,?,-0.7861,0.0306,0.175,0.9314,?,0.3155,0.074,0.2344,0.8728,0.4075,0.4669,0.7618,0.166,0.218,0.2929,0.1726,0.5892,0,0,1,0.3982,0.2346,0.5892,0.0044,1.0464,0.3629,-0.684,-0.873,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
7.9264,0.6362,0.7976,4.2275,0.6108,5.6777,0.1556,0.3945,1.727,0.7479,7.9264,0.6362,0.7976,4.2275,0.6108,12.5754,1.1803,1.0864,5.9127,0.6462,1.3961,1,0.6303,0.7163,0.4515,0.6303,2.0221,1,0.7342,0.4945,0.3631,0.7342,4.0891,1,0.5391,0.2446,0.1318,0.5391,1.2948,1,0.6142,0.7723,0.4743,0.6142,1.5855,1,0.6498,0.6307,0.4099,0.6498,2.448,1,0.715,0.4085,0.2921,0.715,0.0672,21.5306,0.361,1,0.9884,0.361,0.4985,0.9884,-0.1385,0.0011,0.0327,0.2022,?,-0.7079,0.0001,0.011,0.724,?,-0.5019,0.0002,0.0146,0.5348,?,0.1957,0.276,1.4103,2.9746,2.2397,0.7529,8.8485,5.0162,0.5669,0.2793,0.3781,1.3537,1,1,1,0.2793,0.3781,1.3537,0.0047,1.3483,-0.9018,0.8625,-0.973,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-5.0812,35.8354,5.9863,22.1815,-7.1812,3.0168,12.0792,3.4755,14.8666,-0.2408,-5.0812,35.8354,5.9863,22.1815,-7.1812,9.9725,45.0378,6.711,26.8505,0.0265,-1.6843,1,-0.5095,-0.5937,0.3025,-0.5095,1.7224,1,0.892,0.5806,0.5179,0.892,2.9667,1,0.7957,0.3371,0.2682,0.7957,6.748,1,-26.6474,0.1482,-3.9489,-26.6474,0.2263,1,0.0983,4.419,0.4344,0.0983,1.492,1,0.8261,0.6702,0.5537,0.8261,0.0412,14.6755,0.4368,1,-0.8998,0.4368,-0.0714,-0.8998,0.3206,0.022,0.1484,0.3966,0.3016,-0.1031,0.0271,0.1646,0.4378,-1.2554,-0.7947,0.0014,0.0373,0.8712,?,-3.1084,-0.4034,0.1298,0.9012,3.9745,4.4103,0.8121,15.7964,19.4508,-0.7027,-0.1966,0.2797,2.9253,0,0,0.9059,0.4553,0.5026,0.0046,1.2992,0.8833,0.1615,-0.3152,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-9.405,3.0949,1.7592,13.5724,?,-2.8304,2.419,1.5553,6.5116,-22.7143,-9.405,3.0949,1.7592,13.5724,?,13.7009,5.8143,2.4113,10.7317,0.4416,3.3228,1,-0.6865,0.301,-0.2066,-0.6865,1.1311,1,0.7296,0.8841,0.645,0.7296,1.2794,1,0.5323,0.7816,0.416,0.5323,2.1761,1,-1.5991,0.4595,-0.7348,-1.5991,0,1,0,0,0.0143,0,2.0843,1,1.2647,0.4798,0.6068,1.2647,0.1417,21.6535,-0.0343,1,-0.9873,-0.0343,-0.1139,-0.9873,-0.4903,0.0095,0.0977,0.5866,?,0.4734,0.0021,0.046,0.1538,0.7198,0.4393,0.0049,0.07,0.2559,0.554,-1.0356,-1.116,1.0776,2.1224,1.3962,0.6578,4.5047,1.9493,0.4327,-1.4845,-1.8458,1.2434,0,0,0.9569,3.8136,2.2924,0.6011,0.0084,1.403,-0.873,0.7712,-0.9406,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-4.4095,24.9862,4.9986,13.5991,-8.726,0.0112,9.1953,3.0324,9.5193,-1.7308,-4.4095,24.9862,4.9986,13.5991,-8.726,8.1234,32.0666,5.6627,16.4633,0.0993,-392.7151,1,-0.5428,-0.0025,0.0014,-0.5428,1.6484,1,0.8827,0.6066,0.5355,0.8827,2.7173,1,0.7792,0.368,0.2868,0.7792,2.0222,1,-6.7194,0.4945,-3.3228,-6.7194,0.4011,1,0.0765,2.4932,0.1907,0.0765,1.4286,1,0.826,0.7,0.5782,0.826,0.0717,12.7614,0.9267,1,-0.9797,0.9267,-0.9456,-0.9797,0.2086,0.001,0.031,0.0977,0.6373,0.2063,0.0635,0.252,0.653,-0.0637,-0.3097,0.0242,0.1557,0.6353,?,1.0112,-0.6735,-0.6661,0.1231,0.1993,1.6183,0.0152,0.0397,2.6189,-4.3912,-0.2702,0.0615,0.4388,0,0,0.1496,0.1538,1.0279,0.0049,0.7511,0.9193,-0.844,-0.9575,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-2.7298,26.1801,5.1166,22.9127,-4.9396,-0.9796,6.0552,2.4607,9.3569,-2.4111,-2.7298,26.1801,5.1166,22.9127,-4.9396,5.8801,39.7033,6.3011,27.5248,0.0051,2.7867,1,-0.4643,0.3588,-0.1666,-0.4643,2.0793,1,0.812,0.4809,0.3905,0.812,4.3236,1,0.6594,0.2313,0.1525,0.6594,2.8811,1,-135.2565,0.3471,-46.9463,-135.2565,1.4063,1,0.1394,0.7111,0.0991,0.1394,2.4488,1,0.8324,0.4084,0.3399,0.8324,0.0398,9.496,0.6581,1,-0.9318,0.6581,-0.7653,-0.9318,-0.0842,0.0211,0.1454,0.5571,-8.3424,0.1039,0.0219,0.148,0.5379,-0.1874,0.6617,0.0106,0.1032,0.4682,0.37,-0.81,-0.1272,0.1571,0.9822,1.409,1.4345,0.9647,1.9852,2.0577,5.8604,-1.8091,-0.3087,0.1316,0.0802,0.6095,1.0357,1.1899,1.1488,0.0068,0.8968,-0.7537,0.9494,-0.7186,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
