@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_GIACCA_ALTA,TASCA_GIACCA_BASSA}
@DATA
-0.0277,1.0671,1.033,5.2292,-1.6744,-12.1577,16.0702,4.0088,25.1107,?,9.5115,7.9157,2.8135,15.3643,0.1518,15.4855,23.5311,4.8509,27.2587,0.1222,0.0023,-0.0029,-0.0018,-1.2782,-0.7851,0.6142,0.2577,0.3672,0.213,1.4248,0.8264,0.58,0.0664,0.1348,0.0453,2.0302,0.6829,0.3364,0.1304,-1.1906,-0.8626,-9.1319,-6.6159,0.7245,0,0.1079,0.063,0,0,0.5833,0.2082,0.3403,0.1918,1.6343,0.9212,0.5637,0.1608,22.4228,0.532,-0.5355,-0.5374,-0.977,-0.9968,0.9905,31.6467,27.9011,5.2822,14.2792,0.6186,30.9731,26.1785,5.1165,13.8,0.6429,-1.3725,1.7486,1.3224,4.6173,-3.2801,1.0217,-23.0572,-22.5665,1.0324,3.9945,3.8692,1.0658,15.9561,14.971,0.9324,-6.5451,-7.0198,0.9689,34.7044,35.8175,1.0347,3.0925,2.9888,0.4615,64.1834,-0.996,-0.9525,0.9639,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.0839,0.3718,0.6098,3.2707,-0.8054,-10.7558,2.2867,1.5122,13.525,?,9.6353,0.8449,0.9192,3.9126,0.6659,14.4803,2.3558,1.5349,6.5348,0.6239,-0.0078,0.0087,0.0058,-1.1163,-0.7428,0.6654,0.4032,0.6634,0.3973,1.6451,0.9852,0.5989,0.1626,0.4401,0.1578,2.7065,0.9707,0.3586,0.1079,-0.1871,-0.1346,-1.7343,-1.2476,0.7194,0,0.1547,0.1043,0,0,0.674,0.2418,0.836,0.5005,3.4568,2.0697,0.5987,0.1504,20.8588,-0.4151,0.5541,0.5356,-0.5275,-0.9372,0.7903,23.6249,11.7586,3.4291,14.3387,0.5162,37.5732,2.3476,1.5322,6.3004,0.8437,-4.9218,0.309,0.5559,6.3599,?,0.6288,-4.8,-7.634,2.238,6.1685,2.7562,5.0088,38.0509,7.5967,0.4497,-2.4057,-5.3491,0.7351,0,0,2.2759,2.2546,0.9906,0.4652,66.1199,-0.9647,0.3213,-0.0782,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-2.2025,3.0644,1.7505,7.8491,-1.8907,-14.322,13.6239,3.6911,19.4546,?,11.2911,5.4483,2.3342,6.5817,0.5436,18.4527,19.0932,4.3696,12.2816,0.4872,0.1538,-0.1951,-0.1194,-1.2684,-0.7761,0.6119,0.4743,0.75,0.4006,1.5813,0.8447,0.5342,0.2249,0.5624,0.1605,2.5006,0.7135,0.2854,0.2639,-0.655,-0.4399,-2.4822,-1.6672,0.6717,0,0.1883,0.1134,0,0,0.602,0.4035,1.1926,0.6391,2.9558,1.584,0.5359,0.3602,28.05,0.1848,-0.0999,-0.1881,-0.9795,-0.9978,0.9885,-1.2917,452.0285,21.261,66.5,-1.4401,35.2299,13.2632,3.6419,16.0886,0.5888,-13.4195,45.7493,6.7638,21.7808,-15.8882,-0.0367,0.0963,-2.6253,5.8379,3.1433,0.5384,34.0815,9.8806,0.2899,-1.7039,1.9153,-1.1241,0.6966,21.1315,30.3346,4.1334,3.0531,0.7387,0.7396,67.5418,0.3539,-0.6871,-0.8206,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
-0.574,66.8749,8.1777,29.9542,-1.8068,-4.9268,60.0841,7.7514,30.2059,-3.6825,10.6839,83.4078,9.1328,30.3993,-0.2545,16.7176,69.6386,8.345,25.3841,0.1585,0.1165,-0.0537,-0.0343,-0.4611,-0.2947,0.6391,1.055,0.8954,0.98,0.8487,0.9289,1.0944,1.113,0.8018,0.9603,0.7204,0.8628,1.1977,0.8117,3.1266,-4.0337,3.8519,-4.9694,-1.2901,1.6544,0.4404,0.3538,0.2662,0.2139,0.8033,0.9917,0.9854,1.18,0.9936,1.1899,1.1976,0.1214,25.1651,0.9558,0.0774,-0.467,0.2312,-0.3802,0.7043,-41.3913,56.6822,7.5288,49.2172,?,-0.9449,494.7677,22.2434,61.5005,-1.3426,-7.3558,135.0876,11.6227,34.5337,-3.7278,43.8029,5.627,0.1285,0.3385,0.6478,1.9138,0.1146,0.4196,3.6626,1.3963,1.8075,1.2945,0,0,3.5941,0.8003,1.4252,1.7809,0.4335,71.8472,-0.6993,-0.8453,0.888,?,?,?,?,?,TASCA_DESTRA_DIETRO_PANTALONI
0.4605,1.781,1.3345,5.9619,-1.0493,-0.7425,5.3963,2.323,10.5899,-3.1007,10.3408,9.1865,3.0309,12.1246,0.3413,10.7423,8.663,2.9433,11.8839,0.3573,-0.6202,0.0445,0.0429,-0.0718,-0.0691,0.9626,0.5745,0.4403,0.4534,0.7664,0.7892,1.0298,0.33,0.1939,0.2056,0.5874,0.6229,1.0604,0.3812,-0.4859,-0.462,-1.2747,-1.2118,0.9507,1.1265,0.1581,0.1573,0.1403,0.1397,0.9954,0.563,0.4917,0.5017,0.8734,0.8911,1.0203,0.1092,13.5229,-0.2359,-0.047,0.0238,0.1939,0.0706,0.9839,-11.1196,63.0186,7.9384,31.1386,-6.5219,-5.0091,10.1711,3.1892,14.4592,?,-30.6016,18.5821,4.3107,33.5999,?,2.2199,0.3634,0.1637,2.4891,1.8416,0.7398,6.1958,3.3914,0.5474,1.8672,0.8035,0.4303,0,0,1,2.1535,0.9267,0.4303,0.3468,47.3466,0.052,-0.7961,-0.5895,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0181,0.0109,0.1045,0.5187,-0.8164,6.2376,0.0165,0.1284,0.6614,0.8997,9.8714,0.0094,0.0971,0.4689,0.9534,11.6782,0.0076,0.0874,0.3694,0.9689,0.0029,0.0018,0.0015,0.6319,0.5341,0.8453,0.8137,1.0762,1.195,1.3226,1.4686,1.1104,0.6621,1.1583,1.428,1.7493,2.1567,1.2329,-0.0393,-0.0243,-0.0203,0.6177,0.5157,0.8348,0.0433,0.0284,0.0241,0.6546,0.5553,0.8483,0.7843,1.1062,1.4041,1.4105,1.7903,1.2693,0.1192,16.1973,0.0833,-0.2841,-0.2024,-0.335,0.4694,0.6837,-31.4007,0.1536,0.3919,31.9794,?,-3.3702,0.0876,0.296,3.8391,?,30.6348,0.05,0.2235,0.7797,0.975,9.3172,-1.025,-0.11,1.3241,1.7532,1.3241,1.7532,3.0736,1.7531,8.3299,-1.0534,-0.1265,1,0,0,8.3299,41.0137,4.9237,0.449,65.4057,-0.7059,-0.0341,0.4619,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.5431,1.2883,1.135,4.8213,-1.388,-0.5516,3.8519,1.9626,11.4836,-0.5933,10.7629,10.8549,3.2947,13.7363,0.3066,11.0097,11.2208,3.3497,14.6983,0.2928,-0.9846,0.0505,0.0493,-0.0513,-0.0501,0.9776,0.5783,0.3445,0.3388,0.5957,0.5859,0.9836,0.3345,0.1187,0.1148,0.3549,0.3433,0.9674,0.6553,-0.4614,-0.4606,-0.7041,-0.7028,0.9982,0.2801,0.1019,0.0971,0.3638,0.3468,0.9532,0.4198,0.351,0.328,0.836,0.7813,0.9346,0.1173,13.3499,-0.5589,-0.1052,-0.1234,0.6058,0.6195,0.9971,-10.9146,68.4582,8.2739,27.2385,-55.8503,-2.5996,25.434,5.0432,14.8193,-18.0059,-30.789,32.2611,5.6799,35.2188,?,4.1986,0.3545,0.0844,1.6406,1.4567,0.8879,2.6916,2.122,0.7884,1.906,0.7598,0.3986,0.6145,0,0,1.838,0.7734,0.4208,0.3562,44.8045,0.9234,-0.9593,-0.9881,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-1.0659,4.4527,2.1101,8.4513,-5.0435,10.4449,9.9982,3.162,11.8295,0.0972,8.9034,5.5672,2.3595,10.2708,0.0064,14.0611,11.8052,3.4359,14.1695,0.141,-0.102,-0.1197,-0.0758,1.1731,0.7428,0.6332,0.6673,0.8943,0.6142,1.3401,0.9203,0.6867,0.4454,0.7998,0.3772,1.7959,0.8469,0.4716,-5.5352,-106.5018,-3.0334,19.241,0.548,0.0285,0.1067,0.1353,0.0848,1.2676,0.7944,0.6267,0.7144,0.8228,0.5964,1.1518,0.8349,0.7249,0.148,20.7589,0.7117,0.4302,0.509,0.9354,0.9653,0.9902,-9.7459,49.2676,7.0191,26.2177,-1.388,-33.8296,1.3633,1.1676,36.0596,?,13.56,32.9695,5.7419,23.6984,-0.3574,0.2881,-0.7187,-2.4948,6.0115,1.2224,0.2033,36.1386,1.4943,0.0414,0.4226,2.4424,5.7794,0,0.6288,0,0.7271,1.1063,1.5216,0.4057,59.0319,-0.2424,-0.9883,0.0972,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.096,0.0148,0.1216,0.5646,-3.0461,11.7282,0.009,0.0949,0.4612,0.9616,9.9128,0.0047,0.0686,0.3008,0.9701,15.3571,0.0122,0.1103,0.5449,0.9652,-0.0082,-0.0097,-0.0063,1.1831,0.7637,0.6455,1.2817,1.7721,1.1032,1.3827,0.8608,0.6226,1.6426,3.1403,1.2171,1.9117,0.741,0.3876,-0.0368,-0.0435,-0.0281,1.1811,0.7631,0.6461,0.0116,0.0139,0.0089,1.1917,0.766,0.6428,1.2242,1.8768,1.0361,1.533,0.8463,0.5521,0.1634,21.7596,0.4727,0.0322,0.3147,0.78,0.9697,0.9113,-14.4663,0.0334,0.1827,14.8193,?,-32.7765,0.0163,0.1278,32.9987,?,11.9844,0.0187,0.1367,0.4791,0.9609,0.4414,-1.2071,-2.7349,1.4296,1.3373,0.9354,2.0438,1.7882,0.875,0.4491,-1.2602,-2.806,1,0,0,0.4491,30.9299,68.8726,0.4019,59.2272,-0.145,-0.4857,0.3372,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
-0.0572,1.8903,1.3749,15.5512,-0.7979,-12.328,0.395,0.6285,15.7699,?,9.783,0.0607,0.2463,2.279,0.7883,15.8004,0.3861,0.6214,5.2114,0.738,0.0046,-0.0058,-0.0036,-1.2601,-0.7802,0.6192,2.1875,5.5811,2.2126,2.5513,1.0115,0.3964,4.7851,31.1483,4.8954,6.5094,1.023,0.1572,0.4376,-0.8134,-0.4703,-1.8585,-1.0745,0.5782,0,0.8036,0.4349,0,0,0.5413,0.9861,6.8239,2.9841,6.9198,3.026,0.4373,0.1657,22.5499,-0.6281,-0.4998,0.3544,0.1136,-0.8567,0.0507,-10.9469,0.1647,0.4059,11.6989,?,41.8736,0.0482,0.2195,0.6607,0.9843,-8.5457,0.0923,0.3038,9.0591,?,-0.2614,1.281,-4.9,1.8487,1.3361,0.7227,3.4178,1.7852,0.5223,-0.2818,1.2914,-4.5831,0,1,0,17.7067,1.2914,0.0729,0.4644,61.3662,-0.3569,0.1515,0.658,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.869,4.2621,2.0645,8.8103,-0.5675,0.0228,8.4623,2.909,10.9903,-0.3195,10.4573,25.1303,5.013,16.369,0.1504,11.1765,25.7886,5.0783,16.4956,0.1623,81.8214,0.1787,0.1672,0.0022,0.002,0.9356,0.7097,0.4118,0.4065,0.5803,0.5728,0.9872,0.5037,0.1696,0.1653,0.3367,0.3281,0.9745,1.1987,-1.1009,-0.9978,-0.9184,-0.8324,0.9064,0.6748,0.2917,0.2854,0.4323,0.423,0.9784,0.8016,0.5382,0.5341,0.6714,0.6663,0.9923,0.1118,14.8967,-0.4611,-0.1468,-0.1043,0.6434,0.6667,0.9955,31.0413,64.5891,8.0367,24.0601,0.4263,-1.3546,305.2403,17.4711,50.8774,-0.5334,-27.3982,149.756,12.2375,39.7186,?,-22.9153,-1.133,0.0494,0.46,0.6567,1.4277,0.2116,0.4313,2.0383,-1.0102,-0.4501,0.4456,1.264,0,0,0.4729,0.6058,1.2809,0.4361,73.909,0.7199,0.7301,0.9937,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0214,0.2748,0.5242,6.2633,-0.574,-12.9411,0.1676,0.4094,14.5569,?,9.8136,0.0101,0.1003,0.6382,0.9378,16.2502,0.1621,0.4026,2.5399,0.8608,-0.0017,0.0022,0.0013,-1.3187,-0.7964,0.6039,1.2804,5.2241,1.302,4.0801,1.0169,0.2492,1.6394,27.2908,1.6953,16.647,1.0341,0.0621,0.1569,-0.2374,-0.1454,-1.5127,-0.9267,0.6126,0,0.3878,0.2181,0,0,0.5623,0.4303,9.8135,2.466,22.8084,5.7314,0.2513,0.171,22.9212,-0.124,0.1151,0.1792,-0.789,-0.9861,0.8586,-21.7464,0.1605,0.4006,22.319,?,37.8713,0.276,0.5253,1.86,0.9519,-2.9202,0.3473,0.5894,4.4998,?,-0.5742,7.4469,-12.9687,0.7625,0.6797,0.8914,0.5814,0.462,0.7945,-0.6058,4.96,-8.1868,0,1,0,11.9992,4.96,0.4134,0.4607,62.5378,0.7785,0.6047,0.9155,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.4583,6.8393,2.6152,9.258,-0.949,-0.7989,1.1603,1.0772,4.2991,-2.3922,9.1425,6.4868,2.5469,13.0799,0.1519,9.7427,5.9156,2.4322,12.6915,0.186,-1.8253,0.1595,0.1497,-0.0874,-0.082,0.9384,2.4279,1.0268,1.0752,0.4229,0.4429,1.0472,5.8945,1.0543,1.1561,0.1789,0.1961,1.0966,1.4869,-1.9236,-1.5545,-1.2937,-1.0455,0.8082,3.7481,0.308,0.3047,0.0822,0.0813,0.9892,2.1535,0.7078,0.7295,0.3287,0.3387,1.0306,0.0968,12.9606,0.0524,-0.3781,-0.3283,-0.3155,-0.3446,0.9893,37.1536,9.6303,3.1033,10.6201,0.7595,2.474,162.8469,12.7611,37.9791,-0.1876,-22.6845,179.2253,13.3875,37.9196,-6.8025,15.0179,-1.6378,-0.1091,0.2432,0.2318,0.9532,0.0591,0.0537,0.9086,-5.59,-1.0145,0.1815,1.3809,9.0863,6.5802,0.2796,0.2801,1.0016,0.4542,70.2695,0.0783,0.2068,0.9902,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.3971,0.6163,0.7851,3.518,-1.5142,-1.7874,1.5175,1.2319,4.9593,-3.7919,10.4174,1.2519,1.1189,4.0245,0.6711,10.6686,1.4394,1.1998,4.1475,0.6647,-0.2222,0.0381,0.0372,-0.1716,-0.1675,0.9764,0.6373,0.7017,0.6544,1.101,1.0267,0.9326,0.4062,0.4923,0.4282,1.2121,1.0542,0.8697,0.5399,-0.258,-0.2577,-0.478,-0.4773,0.9986,1.352,0.1144,0.1131,0.0846,0.0837,0.9892,0.7094,0.8741,0.8482,1.2323,1.1957,0.9704,0.2404,13.053,0.3358,-0.235,-0.2982,-0.4937,-0.6082,0.9886,46.4233,8.3904,2.8966,9.6875,0.805,7.9588,143.3134,11.9714,37.4375,-0.2505,12.4247,135.0786,11.6223,33,-0.2512,5.8329,3.7364,0.6406,0.242,0.2492,1.03,0.0585,0.0621,1.061,-5.3333,-6.0377,1.1321,1.6597,1.8839,1.1351,0.2588,0.2936,1.1345,1.1071,71.4602,-0.4774,-0.2197,0.9563,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.2936,1.2816,1.1321,4.6009,-0.516,-0.188,3.6156,1.9015,8.7344,-0.6671,8.5933,5.9085,2.4307,8.4287,0.3525,8.9846,5.637,2.3742,8.4012,0.3679,-6.88,0.1505,0.144,-0.0219,-0.0209,0.9565,0.5954,0.4657,0.4768,0.7823,0.8009,1.0238,0.3545,0.2169,0.2274,0.6119,0.6414,1.0482,0.448,-0.3413,-0.3202,-0.7618,-0.7148,0.9383,0.5793,0.2332,0.2283,0.4025,0.3942,0.9794,0.5268,0.5459,0.5476,1.0363,1.0397,1.0033,0.1738,11.6875,-0.0189,-0.4913,-0.4543,-0.3468,-0.2957,0.9923,31.2354,49.4514,7.0322,19.1,0.5159,-3.0939,271.8234,16.4871,49.0459,-0.8477,-23.3885,58.4651,7.6462,31.4322,?,-10.0957,-1.3355,0.1323,0.4265,0.9197,2.1562,0.1819,0.8458,4.6493,-0.9045,-0.6475,0.7159,1.4863,0,0,0.3894,0.6077,1.5604,0.7829,69.7563,0.8591,0.7984,0.9899,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
1.9659,5.2332,2.2876,7.0342,-0.157,0.3179,9.9254,3.1505,10.1186,-1.0429,7.4481,10.5108,3.242,11.2799,0.2172,8.4614,13.5151,3.6763,12.0184,0.2105,6.1841,0.264,0.2323,0.0427,0.0376,0.8802,0.7261,0.7056,0.6223,0.9718,0.857,0.8819,0.5273,0.4979,0.3872,0.9443,0.7344,0.7777,0.1848,-0.3049,-0.2979,-1.65,-1.6121,0.977,1.2275,0.4219,0.3994,0.3437,0.3254,0.9467,0.6952,0.6236,0.5853,0.897,0.8419,0.9386,0.1542,12.4859,-0.8611,0.6844,0.7702,-0.3716,-0.4667,0.9832,22.6057,117.0506,10.819,31.3,0.245,-13.902,123.1516,11.0974,39.4628,-1.2453,-30.5476,95.2614,9.7602,38.2298,?,-1.6261,-0.74,0.4551,0.9749,1.1085,1.137,0.9505,1.2287,1.2928,-0.4642,-0.2658,0.5725,2.3589,0,0,0.7932,0.8187,1.0323,0.8093,69.8308,0.9131,0.9398,0.9923,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
0.0189,10.0952,3.1773,19.0168,-0.4589,-3.1993,15.4379,3.9291,22.8625,-3.136,8.1784,7.0521,2.6556,16.5764,0.0689,9.9583,10.5394,3.2464,17.7273,0.2398,-0.0059,0.0023,0.0019,-0.3912,-0.3213,0.8213,0.8087,1.1965,0.9787,1.4796,1.2103,0.818,0.6539,1.4315,0.9579,2.1891,1.4648,0.6691,0.3451,-4.8752,-1.0696,-14.1275,-3.0997,0.2194,2.3581,0.7322,0.559,0.3105,0.237,0.7634,0.8318,1.1472,1.0727,1.3792,1.2897,0.9351,0.0896,14.3116,-0.4465,0.2557,0.5919,-0.0936,-0.6583,0.6748,31.5831,23.8198,4.8806,18.5669,0.4844,27.4509,2.8229,1.6802,7.8751,0.7658,-8.6872,28.0619,5.2974,18.6386,?,1.1505,-3.6356,-3.1599,2.9048,0.9213,0.3172,8.438,0.8488,0.1006,0.6774,-0.936,-1.3817,1.0709,0,0,2.3577,0.9962,0.4225,0.4361,67.7212,-0.9622,0.9032,-0.8642,?,?,?,?,?,TASCA_SINISTRA_DAVANTI_PANTALONI
