@RELATION WhereIsSmartphone
@ATTRIBUTE XL_AVERAGE NUMERIC 
@ATTRIBUTE XL_VARIANCE NUMERIC 
@ATTRIBUTE XL_STD NUMERIC 
@ATTRIBUTE XL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE XL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE YL_AVERAGE NUMERIC 
@ATTRIBUTE YL_VARIANCE NUMERIC 
@ATTRIBUTE YL_STD NUMERIC 
@ATTRIBUTE YL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE YL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_AVERAGE NUMERIC 
@ATTRIBUTE ZL_VARIANCE NUMERIC 
@ATTRIBUTE ZL_STD NUMERIC 
@ATTRIBUTE ZL_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE ZL_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_AVERAGE NUMERIC 
@ATTRIBUTE |V|L_VARIANCE NUMERIC 
@ATTRIBUTE |V|L_STD NUMERIC 
@ATTRIBUTE |V|L_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|L_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_XL_YL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_STD_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_STD_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_YL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MIN_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MIN_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_YL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_XL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_ZL NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_YL_|V|L NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_ZL_|V|L NUMERIC 
@ATTRIBUTE XL_YL_ZL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE XL_YL_ZL_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_XL_YL NUMERIC 
@ATTRIBUTE CORRELATION_XL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_XL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_YL_ZL NUMERIC 
@ATTRIBUTE CORRELATION_YL_|V|L NUMERIC 
@ATTRIBUTE CORRELATION_ZL_|V|L NUMERIC 
@ATTRIBUTE PRESSURE_AVERAGE NUMERIC 
@ATTRIBUTE PRESSURE_VARIANCE NUMERIC 
@ATTRIBUTE PRESSURE_STD NUMERIC 
@ATTRIBUTE PRESSURE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE PRESSURE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_AVERAGE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_VARIANCE NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_STD NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE RELATIVE_HUMIDITY_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE class {TASCA_SINISTRA_DIETRO_PANTALONI,TASCA_DESTRA_DIETRO_PANTALONI,TASCA_DESTRA_DAVANTI_PANTALONI,TASCA_SINISTRA_DAVANTI_PANTALONI,TASCA_GIACCA}
@DATA
0.3325,7.5673,2.7509,15.351,-0.4279,-1.0919,4.9574,2.2265,13.3718,-1.3409,-0.1002,9.303,3.0501,27.1534,-2.3771,4.0944,6.3765,2.5252,19.7294,0.0498,-0.3045,-3.3194,0.0812,10.9021,-0.2667,-0.0245,1.2355,0.9019,1.0894,0.73,0.8817,1.2079,1.5265,0.8134,1.1867,0.5329,0.7774,1.4589,0.6006,0.2407,-4.4456,0.4007,-7.4022,-18.471,1.882,1.3371,0.5178,0.7105,0.2751,0.3872,1.148,0.5653,0.7781,0.4925,0.6778,1.3763,0.0062,6.2851,0.2431,0.0292,0.4664,0.2276,-0.2056,-0.378,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.2074,0.0521,0.2284,1.3257,-0.4964,-0.1157,0.0967,0.311,2.1693,-1.0686,-0.2394,0.0472,0.2173,2.2973,-0.6434,0.4661,0.0926,0.3043,1.8101,0.0369,-1.7927,-0.8663,0.445,0.4833,-0.2482,-0.5136,0.7343,1.0507,0.7505,1.4309,1.0221,0.7143,0.5392,1.104,0.5633,2.0475,1.0447,0.5102,0.3925,0.489,-6.3455,1.2459,-16.1683,-12.9769,0.8448,0.6338,0.4714,0.7502,0.558,0.7438,0.6111,0.5771,0.7324,0.9443,1.1984,1.2691,0.0019,0.7371,-0.7467,0.1104,0.5351,-0.3061,-0.3473,-0.1714,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0957,0.0236,0.1537,0.9024,-0.338,-0.0721,0.0167,0.1291,0.8636,-1.8713,-0.127,0.0099,0.0995,0.7063,-1.5156,0.2574,0.0144,0.1202,0.6418,0.0963,-1.3276,-0.754,0.372,0.568,-0.2802,-0.4933,1.1912,1.5445,1.279,1.2966,1.0738,0.8281,1.4189,2.3853,1.6359,1.6812,1.153,0.6858,0.4051,0.5358,-3.3341,1.3226,-8.2305,-6.2229,2.2425,2.4022,0.9497,1.0712,0.4235,0.3953,1.045,1.2777,1.4061,1.2227,1.3456,1.1005,0.0009,0.3869,-0.1324,-0.0751,0.6157,-0.4244,-0.074,-0.3787,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
0.0734,0.0249,0.1577,0.9311,-0.8972,-0.0501,0.0111,0.1052,0.6166,-1.0638,-0.1654,0.0124,0.1115,0.6195,-5.9155,0.2629,0.0145,0.1205,0.6797,0.0363,-1.463,-0.4435,0.279,0.3032,-0.1907,-0.6291,1.4998,1.4141,1.3087,0.9429,0.8726,0.9254,2.2494,1.9998,1.7127,0.889,0.7614,0.8564,1.3854,0.831,-17.2145,0.5998,-12.4255,-20.716,1.6428,5.4791,0.6959,3.3353,0.4236,0.127,1.5101,1.5031,1.3699,0.9954,0.9071,0.9114,0.001,0.3992,-0.0241,-0.4943,0.5927,-0.0906,0.0403,-0.6836,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.0677,1.0722,1.0355,6.578,-2.3345,0.2148,0.5537,0.7441,3.8436,-0.3803,-0.3037,0.1221,0.3494,1.9946,-2.7435,0.9655,0.9588,0.9792,4.7522,0.0164,-0.3152,0.2229,-0.0701,-0.7072,0.2225,-0.3146,1.3915,2.9636,1.0575,2.1297,0.7599,0.3568,1.9363,8.7828,1.1183,4.5358,0.5775,0.1273,4.3488,3.1504,-58.0185,0.7244,-13.3411,-18.4162,0.7084,3.7023,0.4083,5.2261,0.5763,0.1103,1.7114,3.2978,1.3842,1.927,0.8088,0.4197,0.002,1.4014,-0.3863,0.2009,-0.5622,-0.1272,0.6773,-0.204,1100,0,0,0,1,?,?,?,?,?,TASCA_SINISTRA_DIETRO_PANTALONI
-0.1409,2.1268,1.4583,9.3375,-1.4533,-0.3071,2.3335,1.5276,7.0798,-1.0975,0.0649,1.6603,1.2885,8.9394,-1.4664,1.9882,2.2862,1.512,6.8477,0.0062,0.4589,-2.1731,-0.0709,-4.7352,-0.1545,0.0326,0.9547,1.1318,0.9645,1.1855,1.0103,0.8522,0.9114,1.281,0.9303,1.4055,1.0207,0.7262,1.4932,1.0407,-129.3714,0.697,-86.643,-124.3096,1.1276,1.0501,0.5524,0.9313,0.4899,0.526,1.3189,1.0445,1.3636,0.792,1.0339,1.3055,0.0018,3.0138,0.5547,0.3676,-0.2042,-0.0825,-0.0603,-0.0697,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
-0.1324,1.903,1.3795,6.8362,-1.4205,-0.2244,1.8852,1.373,6.845,-1.0119,0.0301,1.091,1.0445,9.2382,-1.6883,1.8441,1.5471,1.2438,5.881,0.0111,0.5901,-4.4028,-0.0718,-7.461,-0.1217,0.0163,1.0047,1.3207,1.1091,1.3145,1.1039,0.8397,1.0095,1.7443,1.23,1.7279,1.2185,0.7052,1.1653,0.6915,-60.6632,0.5934,-52.056,-87.7261,0.8301,0.8219,0.4749,0.9901,0.5721,0.5778,0.9987,0.74,1.1624,0.7409,1.1639,1.5709,0.0014,2.6982,0.4723,0.2578,-0.2289,0.0304,-0.1792,0.0104,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
-0.1399,3.3371,1.8268,11.7756,-1.8487,-0.355,2.2159,1.4886,7.1379,-1.0549,0.125,2.0291,1.4245,11.4171,-0.7363,2.1043,3.3153,1.8208,7.7228,0.0069,0.3941,-1.1196,-0.0665,-2.8406,-0.1687,0.0594,1.2272,1.2824,1.0033,1.045,0.8176,0.7823,1.506,1.6447,1.0066,1.0921,0.6684,0.612,2.0855,1.5785,-141.4506,0.7569,-67.8254,-89.6128,1.19,0.6286,0.5315,0.5282,0.4467,0.8455,1.6497,1.0314,1.5248,0.6252,0.9243,1.4784,0.0021,3.0624,0.5206,0.1885,-0.2948,0.028,-0.2274,0.1178,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
-0.1409,2.1268,1.4583,9.3375,-1.4533,-0.3071,2.3335,1.5276,7.0798,-1.0975,0.0649,1.6603,1.2885,8.9394,-1.4664,1.9882,2.2862,1.512,6.8477,0.0062,0.4589,-2.1731,-0.0709,-4.7352,-0.1545,0.0326,0.9547,1.1318,0.9645,1.1855,1.0103,0.8522,0.9114,1.281,0.9303,1.4055,1.0207,0.7262,1.4932,1.0407,-129.3714,0.697,-86.643,-124.3096,1.1276,1.0501,0.5524,0.9313,0.4899,0.526,1.3189,1.0445,1.3636,0.792,1.0339,1.3055,0.0018,3.0138,0.5547,0.3676,-0.2042,-0.0825,-0.0603,-0.0697,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
-0.1324,1.903,1.3795,6.8362,-1.4205,-0.2244,1.8852,1.373,6.845,-1.0119,0.0301,1.091,1.0445,9.2382,-1.6883,1.8441,1.5471,1.2438,5.881,0.0111,0.5901,-4.4028,-0.0718,-7.461,-0.1217,0.0163,1.0047,1.3207,1.1091,1.3145,1.1039,0.8397,1.0095,1.7443,1.23,1.7279,1.2185,0.7052,1.1653,0.6915,-60.6632,0.5934,-52.056,-87.7261,0.8301,0.8219,0.4749,0.9901,0.5721,0.5778,0.9987,0.74,1.1624,0.7409,1.1639,1.5709,0.0014,2.6982,0.4723,0.2578,-0.2289,0.0304,-0.1792,0.0104,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
-0.1399,3.3371,1.8268,11.7756,-1.8487,-0.355,2.2159,1.4886,7.1379,-1.0549,0.125,2.0291,1.4245,11.4171,-0.7363,2.1043,3.3153,1.8208,7.7228,0.0069,0.3941,-1.1196,-0.0665,-2.8406,-0.1687,0.0594,1.2272,1.2824,1.0033,1.045,0.8176,0.7823,1.506,1.6447,1.0066,1.0921,0.6684,0.612,2.0855,1.5785,-141.4506,0.7569,-67.8254,-89.6128,1.19,0.6286,0.5315,0.5282,0.4467,0.8455,1.6497,1.0314,1.5248,0.6252,0.9243,1.4784,0.0021,3.0624,0.5206,0.1885,-0.2948,0.028,-0.2274,0.1178,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
0.5711,3.9924,1.9981,13.5353,-0.4421,-0.3651,2.9157,1.7076,9.2676,-0.769,0.1738,4.3311,2.0811,15.6719,-1.6795,3.0092,2.6733,1.635,13.0581,0.0334,-1.5642,3.2857,0.1898,-2.1005,-0.1213,0.0578,1.1702,0.9601,1.222,0.8205,1.0443,1.2728,1.3693,0.9218,1.4934,0.6732,1.0907,1.6201,1.03,0.4225,-9.2087,0.4101,-8.94,-21.7982,1.7915,1.6047,0.6948,0.8957,0.3878,0.433,1.4605,0.8637,1.0365,0.5914,0.7097,1.2002,0.0037,4.5297,0.1361,-0.382,0.3781,0.2372,0.0921,-0.1231,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
0.5741,2.8601,1.6912,9.6987,-0.4548,-0.2343,1.6981,1.3031,8.2562,-0.7704,0.3153,4.4838,2.1175,17.6839,-1.6402,2.6194,2.6644,1.6323,10.9259,0.0145,-2.4505,1.8208,0.2192,-0.743,-0.0894,0.1204,1.2978,0.7987,1.0361,0.6154,0.7983,1.2973,1.6843,0.6379,1.0735,0.3787,0.6373,1.6829,0.8439,0.276,-18.8686,0.327,-22.3579,-68.3694,1.4296,0.9954,0.6013,0.6963,0.4207,0.6041,1.1747,0.5485,0.8877,0.4669,0.7557,1.6185,0.0036,3.8623,-0.001,0.0564,0.4257,0.061,-0.0238,-0.0433,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
0.0347,0.0113,0.1062,0.7236,-1.5637,-0.0263,0.0085,0.092,0.6096,-0.5416,-0.1019,0.0099,0.0993,0.7148,-1.0185,0.1892,0.0061,0.0779,0.491,0.0909,-1.3196,-0.3405,0.1833,0.258,-0.1389,-0.5383,1.1541,1.069,1.3629,0.9262,1.1809,1.2749,1.332,1.1427,1.8574,0.8579,1.3945,1.6254,2.0609,1.2238,-8.9927,0.5938,-4.3635,-7.3484,0.7138,0.797,0.5226,1.1166,0.7322,0.6557,1.1871,1.0124,1.4739,0.8528,1.2416,1.4559,0.0006,0.2862,-0.0922,-0.3524,0.0411,-0.4228,0.2154,-0.2032,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
0.0052,0.0253,0.1591,0.8681,-1.0246,-0.0205,0.0189,0.1376,0.7757,-0.5939,-0.1153,0.0216,0.147,0.7863,-2.5999,0.2486,0.0178,0.1335,0.7163,0.0625,-0.2556,-0.0455,0.0211,0.1781,-0.0826,-0.4638,1.1564,1.0822,1.1921,0.9358,1.0308,1.1016,1.3373,1.1711,1.421,0.8757,1.0626,1.2134,1.52,0.7736,-9.2048,0.509,-6.0557,-11.8982,0.8811,1.9631,0.5612,2.2279,0.637,0.2859,1.1192,1.104,1.212,0.9865,1.0829,1.0978,0.0006,0.3792,0.1223,-0.2243,0.1286,-0.6412,0.5049,-0.6459,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
-0.0001,1.9956,1.4126,8.396,-1.04,-0.173,3.5666,1.8885,11.1425,-0.9867,-0.0576,0.638,0.7988,6.7106,-0.8843,1.708,3.3161,1.821,6.58,0.0058,0.0003,0.001,-0,3.0046,-0.1013,-0.0337,0.748,1.7686,0.7757,2.3643,1.0371,0.4386,0.5595,3.1278,0.6018,5.5901,1.0755,0.1924,0.7735,1.3591,-112.1242,1.7572,-144.9618,-82.4967,0.7338,1.1557,0.6219,1.5749,0.8474,0.5381,0.7535,1.2512,1.276,1.6604,1.6934,1.0198,0.001,2.5065,0.1686,0.3171,-0.2364,-0.1455,0.028,-0.0971,1100,0,0,0,1,?,?,?,?,?,TASCA_GIACCA
