@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE class {SINISTRA_PANTALONI,DESTRA_PANTALONI,TASCA_GIACCA_BASSA,TASCA_GIACCA_ALTA}
@DATA
-0.4307,13.9582,3.7361,30.4493,-0.9477,-6.5083,50.3122,7.0931,52.3637,-1.6696,9.1685,14.3097,3.7828,20.3786,-0.017,12.9891,36.469,6.039,34.5922,0.0774,0.0662,-0.047,-0.0332,-0.7098,-0.5011,0.7059,0.5267,0.9876,0.6187,1.8751,1.1746,0.6264,0.2774,0.9754,0.3827,3.5159,1.3796,0.3924,0.4524,43.5202,-5.1035,96.1977,-11.2808,-0.1173,0.797,0.7802,0.4169,0.9789,0.5231,0.5344,0.5815,1.4942,0.8802,2.5695,1.5137,0.5891,0.0281,19.2475,0.3409,-0.0421,-0.1663,-0.4682,-0.7225,0.7472,-0.2641,2.0399,1.4282,9.6825,-1.5359,-0.3413,4.0146,2.0036,12.1722,-3.5618,1.2981,6.9467,2.6357,12.1936,-0.3162,0.7739,-0.2035,-0.2629,0.7128,0.5419,0.7602,0.5081,0.2936,0.5779,0.617,2.0018,3.2442,1.4309,0.4121,0.288,0.7955,0.7941,0.9982,0.0034,4.356,0.316,-0.28,0.0325,DESTRA_PANTALONI
0.2893,13.8094,3.7161,24.7862,-0.8249,-6.1668,65.0477,8.0652,43.628,-1.5972,8.9691,16.1124,4.014,21.5629,-0.0113,13.3355,35.6906,5.9742,29.792,0.119,-0.0469,0.0323,0.0217,-0.6876,-0.4624,0.6726,0.4608,0.9258,0.622,2.0093,1.35,0.6719,0.2123,0.8571,0.3869,4.0371,1.8225,0.4514,0.4176,46.6124,-2.7829,111.6225,-6.6641,-0.0597,0.8086,0.637,0.4016,0.7878,0.4967,0.6305,0.5681,1.1495,0.832,2.0233,1.4644,0.7238,0.0278,19.642,-0.041,-0.1307,-0.0737,-0.1915,-0.6616,0.7491,-0.0079,2.0753,1.4406,8.0515,-0.8596,-0.2415,8.2695,2.8757,19.5764,-2.3715,0.9651,4.5349,2.1295,9.127,-0.4248,0.0326,-0.0082,-0.2502,0.501,0.6765,1.3504,0.251,0.4576,1.8235,0.2703,1.3677,5.0603,0.7457,0.6759,0.9064,0.4113,0.8822,2.1449,0.0025,4.749,-0.0577,-0.3944,0.0428,DESTRA_PANTALONI
-0.2928,0.1915,0.4376,1.8965,-1.7624,11.9263,1.2779,1.1304,5.545,0.635,9.5724,0.521,0.7218,3.7343,0.6832,15.3067,1.647,1.2833,6.6438,0.6542,-0.0245,-0.0306,-0.0191,1.2459,0.7792,0.6254,0.3871,0.6062,0.341,1.5661,0.8808,0.5624,0.1498,0.3675,0.1163,2.4527,0.7759,0.3163,-0.1254,-0.1503,-0.0963,1.198,0.7673,0.6405,0.0452,0.0583,0.0357,1.2889,0.7906,0.6134,0.342,0.5079,0.2855,1.4849,0.8346,0.5621,0.0761,21.9308,0.0727,0.0588,0.0612,0.8528,0.9825,0.935,-0.1999,0.0722,0.2686,0.9731,-2.0638,0.2319,0.039,0.1974,0.7504,-0.2373,0.0542,0.0605,0.2459,1.1064,-0.8602,-0.8618,-3.6901,4.2817,1.3606,1.0922,0.8027,1.8513,1.1929,0.6443,4.5555,1.2812,0.2813,0.5237,0.534,1.0197,1.2969,0.8796,0.6782,0.0015,0.723,-0.7821,-0.4142,0.2914,DESTRA_PANTALONI
-0.0994,1.5973,1.2639,7.2759,-0.9766,-6.8742,5.1051,2.2594,12.0045,?,9.9912,1.7273,1.3143,6.0263,0.5648,12.3209,3.7141,1.9272,8.7291,0.4769,0.0145,-0.01,-0.0081,-0.688,-0.5579,0.8109,0.5594,0.9616,0.6558,1.7192,1.1724,0.682,0.3129,0.9248,0.4301,2.9555,1.3745,0.4651,0.2995,-0.4597,-0.4517,-1.5352,-1.5085,0.9826,0,0.2659,0.2206,0,0,0.8297,0.6061,1.2074,0.8335,1.992,1.3752,0.6904,0.0603,17.8402,0.281,0.0094,-0.1691,-0.4667,-0.849,0.8517,0.4607,0.2515,0.5015,1.8311,-0.4047,-0.3096,0.2383,0.4882,2.1509,-2.183,-0.1657,0.3877,0.6226,2.3587,-2.5239,-1.4882,-2.7806,1.8685,1.0274,0.8055,0.7841,1.0555,0.6489,0.6148,0.3577,0.3123,0.8732,1.929,1.9475,1.0096,0.8513,0.7763,0.9119,0.0029,1.5029,-0.6288,-0.3255,0.2794,DESTRA_PANTALONI
-0.3497,1.4734,1.2138,7.1837,-0.8104,5.1121,12.1923,3.4918,12.8962,-0.43,9.5464,2.371,1.5398,7.168,0.4327,11.4207,2.9941,1.7303,7.5785,0.4744,-0.0684,-0.0366,-0.0306,0.5355,0.4476,0.8359,0.3476,0.7883,0.7015,2.2677,2.0179,0.8899,0.1208,0.6214,0.4921,5.1424,4.0721,0.7919,0.8293,-0.5881,-0.4702,-0.7092,-0.567,0.7995,0.44,0.314,0.2752,0.7137,0.6255,0.8764,0.557,1.0022,0.9479,1.7991,1.7017,0.9458,0.0539,16.2869,-0.3946,0.5036,0.2626,-0.248,0.2627,0.8424,0.0986,0.7011,0.8373,4.5618,-0.9552,-0.4735,1.5599,1.249,5.2706,-4.0408,0.3219,0.3241,0.5693,2.3971,-0.1569,-0.2082,0.3061,-1.4706,0.6704,1.4707,2.1937,0.4495,2.163,4.8125,0.5275,6.8557,12.9967,2.2314,1.126,0.5046,0.8655,1.9031,2.1988,0.0029,1.7048,-0.2515,0.0761,-0.2663,DESTRA_PANTALONI
-0.4752,9.7977,3.1301,17.6913,-1.1048,6.7429,34.2072,5.8487,24.1666,-0.6729,9.7464,9.9102,3.148,17.2737,0.1129,13.5278,11.5987,3.4057,16.3692,0.2007,-0.0705,-0.0488,-0.0351,0.6918,0.4984,0.7205,0.5352,0.9943,0.9191,1.8579,1.7173,0.9243,0.2864,0.9887,0.8447,3.4517,2.9492,0.8544,0.9553,-4.224,-2.2596,-4.4214,-2.3653,0.535,0.5818,0.4316,0.4104,0.7419,0.7054,0.9508,0.7321,1.0242,1.0808,1.399,1.4763,1.0553,0.0301,20.2318,0.7014,0.1139,0.1591,0.0197,0.1291,0.8714,0.0827,0.6946,0.8334,5.0351,-0.5171,-0.5912,2.0694,1.4386,5.5521,-13.6961,0.6066,1.834,1.3542,5.4228,-0.1663,-0.14,0.1364,-0.9747,0.5793,0.6154,1.0623,0.3356,0.3787,1.1284,0.3317,2.2195,6.6914,8.7848,0.7138,0.0813,0.9069,0.9285,1.0238,0.0022,2.0651,-0.186,0.5659,-0.8695,DESTRA_PANTALONI
-0.4091,4.9601,2.2271,17.6286,-1.0653,-7.697,22.5821,4.7521,25.5614,-101.3286,9.9124,9.0024,3.0004,16.6671,0.1518,13.1033,22.5142,4.7449,26.6968,0.1211,0.0532,-0.0413,-0.0312,-0.7765,-0.5874,0.7565,0.4687,0.7423,0.4694,1.5838,1.0015,0.6323,0.2196,0.551,0.2203,2.5085,1.003,0.3999,0.3592,-3.0493,-2.4712,-8.4881,-6.8789,0.8104,34.1696,0.4344,0.281,0.0127,0.0082,0.6469,0.6897,1.0577,0.6603,1.5336,0.9575,0.6243,0.0647,19.1075,0.2056,0.2688,-0.0172,-0.4882,-0.8709,0.8402,0.0594,1.3164,1.1474,5.7507,-1.2234,0.1061,1.2374,1.1124,6.8979,-0.5016,0.646,0.6925,0.8322,4.7159,-0.5385,0.5593,0.0919,0.1643,1.0314,1.3788,1.3368,1.0639,1.901,1.7869,1.3733,1.9171,1.396,0.563,0.8438,1.4986,0.8337,1.2194,1.4627,0.0034,2.597,0.274,0.2132,0.0368,DESTRA_PANTALONI
0.2551,12.1257,3.4822,19.7543,-0.6272,3.103,78.1362,8.8395,29.8789,-1.1501,9.7462,15.6247,3.9528,20.1195,0.0502,13.7193,22.35,4.7276,25.3546,0.0758,0.0822,0.0262,0.0186,0.3184,0.2262,0.7104,0.3939,0.8809,0.7366,2.2362,1.8698,0.8361,0.1552,0.7761,0.5425,5.0008,3.496,0.6991,0.4764,-7.1657,-3.6625,-15.0412,-7.6878,0.5111,0.8736,0.5731,0.4425,0.656,0.5065,0.7721,0.6611,0.9819,0.7791,1.4851,1.1784,0.7935,0.0263,20.8099,-0.3309,0.4534,0.5637,-0.3368,-0.4167,0.9564,-0.2544,0.824,0.9077,4.9219,-2.4044,-0.0271,3.1981,1.7883,9.5543,-1.0081,0.9314,2.7257,1.651,6.8552,-0.2956,9.383,-0.2731,-0.0291,0.5076,0.5498,1.0832,0.2577,0.3023,1.1733,0.7247,2.2224,3.0665,0.3039,0.2732,0.8992,0.5151,0.718,1.3937,0.0025,2.814,0.3114,-0.7439,0.1113,DESTRA_PANTALONI
-0.659,6.7897,2.6057,15.2216,-1.1641,3.6246,81.1655,9.0092,30.0193,-1.812,9.7069,9.5615,3.0922,16.6545,0.1943,13.724,16.9652,4.1189,24.1338,0.1506,-0.1818,-0.0679,-0.048,0.3734,0.2641,0.7073,0.2892,0.8427,0.6326,2.9136,2.1873,0.7507,0.0837,0.7101,0.4002,8.4888,4.7842,0.5636,0.4233,-2.0385,-1.914,-4.8159,-4.5217,0.9389,0.6589,0.3403,0.2476,0.5164,0.3757,0.7276,0.5071,0.914,0.6307,1.8025,1.2439,0.6901,0.0519,20.6449,0.2568,0.2348,0.0006,-0.3785,-0.5533,0.9234,-0.5621,1.3189,1.1484,5.374,-4.2576,-0.5249,3.1613,1.778,7.0858,-5.4294,0.7785,0.9392,0.9691,4.8709,-0.0781,1.0709,-0.722,-0.6742,0.6459,1.185,1.8346,0.4172,1.4042,3.3659,0.7273,12.3353,16.9607,0.9275,0.2262,0.2439,0.7584,1.1033,1.4547,0.0055,2.6498,0.5967,-0.2661,-0.1802,DESTRA_PANTALONI
-0.6044,3.2183,1.794,10.2939,-0.7187,4.2065,25.0812,5.0081,23.2926,-0.8099,9.9215,7.1622,2.6762,33.3774,0.0171,11.9,10.3471,3.2167,33.5605,0.0367,-0.1437,-0.0609,-0.0508,0.424,0.3535,0.8337,0.3582,0.6703,0.5577,1.8713,1.5569,0.832,0.1283,0.4494,0.311,3.5019,2.424,0.6922,0.413,-7.4235,-3.363,-17.9755,-8.1433,0.453,0.4654,0.1764,0.1719,0.379,0.3694,0.9746,0.4419,0.3084,0.3067,0.6979,0.694,0.9945,0.029,17.4113,-0.0843,-0.3026,-0.4497,-0.0257,0.0299,0.9372,0.1061,0.4978,0.7055,4.406,-1.5246,-0.3188,1.002,1.001,6.0295,-2.1611,0.5675,3.3637,1.8341,7.7716,-0.2885,-0.3328,0.187,-0.5618,0.7048,0.3847,0.5458,0.4968,0.148,0.2979,0.6455,1.529,2.3688,0.915,0.2894,0.3162,0.7307,0.5669,0.7758,0.0018,2.407,-0.1959,-0.3441,-0.2419,SINISTRA_PANTALONI
0.0185,0.205,0.4528,1.919,-0.9739,5.6802,0.6011,0.7753,3.2359,0.5497,9.8939,0.3106,0.5573,3.3562,0.7232,11.4424,0.3424,0.5851,2.6761,0.7948,0.0033,0.0019,0.0016,0.5741,0.4964,0.8647,0.584,0.8125,0.7739,1.3911,1.3251,0.9525,0.3411,0.6601,0.5989,1.9353,1.7558,0.9072,-0.2397,-0.108,-0.0913,0.4505,0.3809,0.8456,0.1353,0.0802,0.0745,0.5927,0.5509,0.9294,0.593,0.5718,0.7171,0.9642,1.2092,1.2542,0.0305,15.957,0.0143,-0.3071,-0.2327,-0.0887,0.5844,0.7545,-0.4225,0.288,0.5367,1.7186,-10.3355,-0.2696,0.073,0.2703,1.0873,-2.5377,0.1891,0.0303,0.1739,0.643,-0.1471,1.5672,-2.2349,-1.426,1.9857,3.0857,1.5539,3.943,9.5213,2.4147,2.009,19.0033,9.4591,0.4933,0.2705,0.5483,1.5806,2.6728,1.691,0.0014,0.9388,0.8843,-0.642,-0.6759,SINISTRA_PANTALONI
-0.569,3.234,1.7983,12.5815,-0.5959,3.7459,29.0053,5.3857,21.317,-0.6558,9.756,7.89,2.8089,18.5985,0.0514,11.8393,9.495,3.0814,17.744,0.1095,-0.1519,-0.0583,-0.0481,0.384,0.3164,0.824,0.3339,0.6402,0.5836,1.9173,1.7478,0.9116,0.1115,0.4099,0.3406,3.6762,3.0548,0.831,0.5564,-4.6609,-2.1522,-8.3764,-3.8678,0.4618,0.6124,0.4021,0.3956,0.6566,0.6461,0.9839,0.5902,0.6765,0.7091,1.1462,1.2014,1.0482,0.0284,16.6939,0.1033,0.0424,-0.0774,-0.0111,0.4097,0.8346,-0.3146,0.9397,0.9694,4.9785,-0.9809,-0.261,1.9662,1.4022,7.5302,-2.9746,0.3929,4.9339,2.2212,8.5374,-0.8742,1.2053,-0.8007,-0.6643,0.6913,0.4364,0.6313,0.478,0.1905,0.3985,0.4374,0.6191,1.4152,1.3265,0.5517,0.4159,0.6611,0.5831,0.882,0.0015,3.7992,-0.0602,-0.1482,-0.1253,SINISTRA_PANTALONI
0.0435,0.3843,0.6199,2.543,-0.9744,5.0181,0.7568,0.8699,4.4127,0.3472,9.9936,0.7073,0.841,4.8093,0.6492,11.231,0.7677,0.8762,4.912,0.6672,0.0087,0.0044,0.0039,0.5021,0.4468,0.8898,0.7126,0.7371,0.7075,1.0344,0.9929,0.9599,0.5078,0.5433,0.5005,1.07,0.9858,0.9213,-0.5346,-0.141,-0.1274,0.2637,0.2383,0.9039,0.1905,0.0939,0.0873,0.493,0.458,0.9289,0.5763,0.5288,0.5177,0.9175,0.8983,0.9791,0.0314,15.5209,0.8307,-0.2097,0.176,0.0878,0.5112,0.899,-0.0856,0.0205,0.1431,0.6035,-1.6286,0.0121,0.0058,0.0764,0.3375,-0.683,0.0544,0.0236,0.1537,0.6387,-0.4313,-7.0828,-1.574,0.2222,1.8742,0.9309,0.4967,3.5126,0.8666,0.2467,2.7296,1.9426,0.7117,1.1448,0.5145,0.4494,1.788,0.9448,0.5284,0.0003,0.3153,0.2585,-0.1986,0.1752,SINISTRA_PANTALONI
-0.3911,1.3626,1.1673,7.8618,-2.0894,3.0626,6.256,2.5012,14.0884,-0.6505,10.0903,2.9002,1.703,15.0496,0.2595,10.891,3.2516,1.8032,15.8278,0.2702,-0.1277,-0.0388,-0.0359,0.3035,0.2812,0.9265,0.4667,0.6854,0.6473,1.4687,1.3871,0.9444,0.2178,0.4698,0.4191,2.1571,1.924,0.8919,0.9576,-1.0083,-0.9074,-1.053,-0.9476,0.8999,0.2981,0.1252,0.1173,0.42,0.3936,0.9371,0.558,0.5224,0.4967,0.9361,0.8901,0.9508,0.0284,14.6824,0.4456,-0.2186,-0.0547,-0.1406,0.0462,0.9649,0.1798,0.3974,0.6304,6.0648,-0.4657,-0.3788,0.121,0.3479,2.9021,-4.0999,0.5478,1.7102,1.3077,5.8981,-0.5192,-0.4748,0.3283,-0.6915,1.8122,0.4821,0.266,3.2839,0.2324,0.0708,0.8259,0.9559,1.1574,7.2715,1.0658,0.1466,2.0898,1.0283,0.492,0.0019,1.7442,-0.3212,0.5352,-0.2241,SINISTRA_PANTALONI
-0.0898,0.2539,0.5038,2.2416,-1.0587,7.0017,0.6026,0.7763,3.4902,0.6028,9.9372,0.5649,0.7516,4.197,0.6693,12.1889,0.6305,0.794,4.0233,0.725,-0.0128,-0.009,-0.0074,0.7046,0.5744,0.8153,0.6491,0.6704,0.6345,1.0328,0.9776,0.9466,0.4213,0.4494,0.4027,1.0667,0.9558,0.896,-0.2177,-0.1357,-0.1087,0.6236,0.4993,0.8006,0.1239,0.0858,0.0744,0.6924,0.6005,0.8673,0.6423,0.5341,0.5572,0.8316,0.8675,1.0432,0.0326,17.3697,-0.1014,-0.3677,-0.3446,0.0794,0.6281,0.8247,-0.1074,0.0542,0.2327,1.003,-1.7541,-0.0529,0.0235,0.1534,0.7722,-1.7103,0.0742,0.0236,0.1537,0.7327,-0.5634,2.0281,-1.4464,-0.7132,1.517,1.5138,0.9979,2.3013,2.2917,0.9958,1.3108,2.4193,1.8456,1.2781,0.777,0.6079,1.2988,1.3688,1.0539,0.0004,0.4777,0.5881,0.545,0.0992,SINISTRA_PANTALONI
0.1424,4.8456,2.2013,16.0125,-0.5934,6.1147,13.656,3.6954,17.2477,-0.3621,9.8787,14.8057,3.8478,16.3113,0.0366,12.3195,16.5345,4.0663,18.6254,0.0803,0.0233,0.0144,0.0116,0.619,0.4963,0.8019,0.5957,0.5721,0.5414,0.9604,0.9088,0.9463,0.3548,0.3273,0.2931,0.9223,0.8259,0.8954,1.3005,-9.6132,-3.6691,-7.3919,-2.8213,0.3817,0.7936,0.5935,0.4962,0.7478,0.6253,0.8361,0.9284,0.9817,0.8597,1.0574,0.926,0.8758,0.0308,17.8735,0.0437,0.3861,0.3931,0.2884,0.468,0.9629,0.1858,0.2059,0.4537,2.5998,-0.5738,0.3808,1.4088,1.1869,6.0146,-0.3936,-0.7124,1.9614,1.4005,5.0436,-10.4437,0.4878,-0.2608,-0.5346,0.3823,0.324,0.8475,0.1461,0.105,0.7183,0.558,0.2059,0.3691,0.3828,3.748,9.7921,0.4323,0.5155,1.1925,0.0022,1.8725,0.312,-0.2247,-0.1451,SINISTRA_PANTALONI
1.0734,22.4841,4.7417,32.4067,-1.3482,-3.316,7.0849,2.6617,14.9035,-3.3881,10.4081,23.2652,4.8234,26.3547,-0.0058,12.0718,27.5833,5.252,24.8695,0.1071,-0.3237,0.1031,0.0889,-0.3186,-0.2747,0.8622,1.7814,0.9831,0.9028,0.5518,0.5068,0.9184,3.1735,0.9664,0.8151,0.3045,0.2569,0.8435,1.6169,123.1498,-6.2343,76.1634,-3.8557,-0.0506,4.0634,0.5267,0.4955,0.1296,0.1219,0.9407,2.1744,1.2296,1.3031,0.5655,0.5993,1.0597,0.0572,17.1797,-0.3255,-0.4638,-0.463,0.0062,-0.2313,0.9135,0.3068,2.0629,1.4363,6.667,-0.942,0.1099,3.4769,1.8646,7.7055,-0.75,-0.1401,5.1552,2.2705,12.1929,-1.2974,2.7906,-2.189,-0.7844,0.7703,0.6326,0.8212,0.5933,0.4002,0.6744,0.9793,0.4697,0.4796,0.7797,0.6469,0.8297,0.8652,0.5468,0.632,0.0018,3.9224,0.326,-0.7782,-0.5023,SINISTRA_PANTALONI
0.0204,1.5178,1.232,5.3677,-1.4492,-0.5561,6.0393,2.4575,10.6085,-4.1203,9.4187,2.2591,1.503,6.8607,0.4942,9.7554,3.6692,1.9155,9.3106,0.424,-0.0367,0.0022,0.0021,-0.059,-0.057,0.9655,0.5013,0.8197,0.6432,1.635,1.2829,0.7847,0.2513,0.6719,0.4137,2.6733,1.646,0.6157,0.3721,-0.4738,-0.4633,-1.2735,-1.2453,0.9778,1.0578,0.1616,0.1356,0.1527,0.1282,0.8391,0.506,0.7824,0.5765,1.5463,1.1394,0.7369,0.0542,11.9106,0.1306,-0.0336,-0.0425,-0.6924,-0.821,0.9684,0.2369,0.4129,0.6426,3.6065,-0.2158,0.5997,2.3769,1.5417,4.9822,-0.1969,-1.4525,0.7429,0.8619,3.4441,-24.3964,0.3949,-0.1631,-0.4129,0.4168,0.7455,1.7887,0.1737,0.5558,3.1996,0.7809,0.1935,0.2478,0.7127,21.8739,30.6937,0.7239,1.0472,1.4466,0.0091,3.0327,0.4094,-0.4573,-0.6167,SINISTRA_PANTALONI
