@RELATION WhereIsSmartphone
@ATTRIBUTE X_R_AVERAGE NUMERIC 
@ATTRIBUTE X_R_VARIANCE NUMERIC 
@ATTRIBUTE X_R_STD NUMERIC 
@ATTRIBUTE X_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_AVERAGE NUMERIC 
@ATTRIBUTE Y_R_VARIANCE NUMERIC 
@ATTRIBUTE Y_R_STD NUMERIC 
@ATTRIBUTE Y_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_AVERAGE NUMERIC 
@ATTRIBUTE Z_R_VARIANCE NUMERIC 
@ATTRIBUTE Z_R_STD NUMERIC 
@ATTRIBUTE Z_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_AVERAGE NUMERIC 
@ATTRIBUTE |V|_R_VARIANCE NUMERIC 
@ATTRIBUTE |V|_R_STD NUMERIC 
@ATTRIBUTE |V|_R_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE |V|_R_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_STD_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_STD_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MIN_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Y_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_Z_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_R_|V|_R NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_R_Y_R_Z_R_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Y_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_X_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_Z_R NUMERIC 
@ATTRIBUTE CORRELATION_Y_R_|V|_R NUMERIC 
@ATTRIBUTE CORRELATION_Z_R_|V|_R NUMERIC 
@ATTRIBUTE X_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE X_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_AVERAGE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_VARIANCE NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_STD NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_GYROSCOPE_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_STD_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_GYROSCOPE_Y_GYROSCOPE_Z_GYROSCOPE_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Y_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_X_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE CORRELATION_Y_GYROSCOPE_Z_GYROSCOPE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Y_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_AVERAGE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_VARIANCE NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_STD NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_DIFFERENCE_MIN_MAX NUMERIC 
@ATTRIBUTE Z_MAGNETIC_FIELD_RATIO_MIN_MAX NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_AVERAGE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_STD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_VARIANCE_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MIN_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE RATIO_DIFF_MIN_MAX_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD_SIGNAL_MAGNITUDE_AREA NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Y_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_X_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE CORRELATION_Y_MAGNETIC_FIELD_Z_MAGNETIC_FIELD NUMERIC 
@ATTRIBUTE class {DAVANTI_PANTALONI,TASCA_GIACCA_BASSA,DIETRO_PANTALONI,TASCA_GIACCA_ALTA}
@DATA
-0.2315,5.1755,2.275,14.9527,-1.3172,4.5273,19.0582,4.3656,20.8599,-1.1225,9.4987,7.9454,2.8188,12.6885,0.1865,11.5476,9.6088,3.0998,13.8997,0.2276,-0.0511,-0.0244,-0.02,0.4766,0.3921,0.8226,0.5211,0.8071,0.7339,1.5488,1.4083,0.9093,0.2716,0.6514,0.5386,2.3987,1.9834,0.8269,0.7705,-2.9218,-2.0758,-3.7922,-2.6942,0.7105,0.6566,0.4137,0.3586,0.6301,0.5462,0.8668,0.7168,1.1784,1.0758,1.644,1.5007,0.9129,0.0543,16.9181,0.5339,-0.056,0.0084,0.0649,0.131,0.952,-0.0966,0.2807,0.5298,3.6676,-1.7094,-0.6737,1.5737,1.2545,5.3243,-8.1172,0.6964,1.6534,1.2859,5.2754,-0.0651,0.1433,-0.1386,-0.9673,0.4223,0.412,0.9756,0.1784,0.1698,0.9518,0.4881,7.1742,14.697,2.318,0.2733,0.1179,0.6888,0.6952,1.0093,0.005,1.9334,0.3276,-0.5824,-0.801,-21.4401,88.6057,9.4131,51,?,-39.5367,37.7994,6.1481,42.4375,?,-26.1131,49.8737,7.0621,35.625,-9,0.5423,0.821,1.5141,1.531,1.3329,0.8706,2.3441,1.7766,0.7579,1.2018,1.5906,1.3236,1,0,0,1.2018,1.4316,1.1912,0.2681,87.1653,-0.8597,-0.9593,0.9149,DAVANTI_PANTALONI
0.392,2.3659,1.5381,7.8882,-0.8598,-1.0295,5.3826,2.32,13.5734,-1.5494,9.6277,5.496,2.3443,11.8108,0.1864,10.1433,4.2635,2.0648,9.4033,0.3526,-0.3808,0.0407,0.0386,-0.1069,-0.1015,0.9492,0.663,0.6561,0.7449,0.9896,1.1236,1.1354,0.4395,0.4305,0.5549,0.9794,1.2625,1.2891,0.4421,-1.3477,-0.7119,-3.0485,-1.6104,0.5283,0.7966,0.2922,0.292,0.3668,0.3665,0.9994,0.5812,0.6679,0.8389,1.1492,1.4435,1.256,0.0557,12.3507,-0.5614,-0.6947,-0.5735,0.4044,0.1826,0.921,0.191,0.5713,0.7558,3.4538,-0.449,-0.8747,2.6881,1.6395,6.6499,-9.0796,0.0929,0.7774,0.8817,3.6371,-0.3544,-0.2184,2.0568,-9.4172,0.461,0.8572,1.8595,0.2125,0.7348,3.4576,0.1787,1.1245,6.294,3.613,0.8876,0.2457,0.5194,0.9496,1.8284,0.0052,2.0219,-0.7935,0.5169,-0.5559,-26.5327,65.9508,8.121,46.875,?,-3.5607,11.6203,3.4089,16.25,-3.4068,-31.759,235.5267,15.3469,63.9375,-1.6641,7.4515,0.8354,0.1121,2.3823,0.5292,0.2221,5.6755,0.28,0.0493,3.7313,1.1737,0.3146,0,0,0.1536,2.8846,0.7331,0.2542,0.2387,64.4925,0.6413,-0.87,-0.248,DAVANTI_PANTALONI
-0.2054,0.5177,0.7195,3.0181,-0.6748,8.8417,4.1152,2.0286,7.2044,0.4653,9.6314,3.8122,1.9525,7.1096,0.4963,13.103,7.7388,2.7819,9.5077,0.5016,-0.0232,-0.0213,-0.0157,0.918,0.6748,0.7351,0.3547,0.3685,0.2586,1.039,0.7292,0.7019,0.1258,0.1358,0.0669,1.0795,0.5318,0.4926,-0.1939,-0.1736,-0.1271,0.8951,0.6553,0.7321,0.1337,0.1277,0.0945,0.9546,0.7063,0.7399,0.4189,0.4245,0.3174,1.0133,0.7577,0.7478,0.0654,19.1178,0.4887,0.2986,0.3963,0.9633,0.9902,0.9912,-0.0497,0.0431,0.2076,0.8452,-1.5255,0.039,0.0705,0.2656,1.0413,-0.6503,0.0306,0.0376,0.1938,0.9411,-1.6047,-1.2735,-1.6211,1.273,0.7815,1.0708,1.3702,0.6108,1.1466,1.8773,1.2442,0.8805,0.7077,0.5304,0.9263,1.7463,0.8117,0.8981,1.1065,0.0004,0.5523,-0.7463,-0.3129,0.2111,14.3954,1.4287,1.1953,5.1,0.6891,-36.5405,0.6194,0.787,37.9137,?,-23.6438,1.8691,1.3671,26.4643,?,-0.394,-0.6088,1.5455,1.5188,0.8743,0.5756,2.3068,0.7644,0.3314,-0.2981,-0.4271,1.4326,0,0,1,0.1345,0.1927,1.4326,0.2292,74.5798,0.5328,0.3053,-0.4066,DAVANTI_PANTALONI
-0.0451,2.4477,1.5645,7.5356,-1.1349,0.7781,6.2002,2.49,11.4196,-1.3691,9.6644,7.0386,2.653,12.6455,0.1364,10.1184,7.3116,2.704,11.8646,0.2235,-0.058,-0.0047,-0.0045,0.0805,0.0769,0.9551,0.6283,0.5897,0.5786,0.9386,0.9209,0.9812,0.3948,0.3478,0.3348,0.8809,0.848,0.9627,0.607,-2.0058,-1.1732,-3.3044,-1.9329,0.5849,0.7323,0.2411,0.231,0.3292,0.3155,0.9584,0.6599,0.5959,0.6351,0.9031,0.9625,1.0658,0.0482,13.1682,0.0786,-0.528,-0.5408,-0.367,-0.4069,0.9919,-0.0084,0.3165,0.5626,4.1856,-1.1708,-0.4993,1.1842,1.0882,5.4529,-4.6781,0.7618,0.3931,0.627,2.4824,0.0047,0.0168,-0.011,-0.6555,0.517,0.8973,1.7356,0.2673,0.8052,3.0123,0.5025,-192.5507,-383.1922,2.0078,0.7731,0.385,0.7676,1.6861,2.1967,0.0045,1.8502,0.0313,-0.4051,-0.7265,1.2239,209.8912,14.4876,44,-2.6975,-2.4674,30.0031,5.4775,24.3057,-1.47,-32.5404,6.7244,2.5931,36.7255,?,-0.496,-0.0376,0.0758,2.6449,5.5869,2.1123,6.9957,31.2133,4.4618,2.2191,0.8741,0.3939,1.2093,0,0,1.8103,1.1981,0.6618,0.1625,49.8786,-0.6712,-0.6868,0.8749,DAVANTI_PANTALONI
-0.4077,5.0976,2.2578,16.9242,-2.0609,-1.3032,39.3129,6.27,31.3653,-3.4182,9.4891,16.9204,4.1134,22.7853,0.0554,11.2178,27.3998,5.2345,24.7051,0.1609,0.3128,-0.043,-0.0363,-0.1373,-0.1162,0.8459,0.3601,0.5489,0.4313,1.5243,1.1978,0.7858,0.1297,0.3013,0.186,2.3234,1.4348,0.6175,0.4696,-8.5293,-2.4048,-18.1637,-5.1212,0.2819,0.7789,0.2292,0.1878,0.2943,0.2411,0.8192,0.5396,0.7428,0.685,1.3766,1.2696,0.9223,0.0492,14.4982,0.4862,-0.4136,-0.5314,0.0249,-0.6745,0.6641,-0.1304,0.3676,0.6063,3.3176,-1.83,-0.4954,2.7341,1.6535,9.7081,-1.3821,0.7823,2.817,1.6784,7.2258,-0.1465,0.2632,-0.1667,-0.6333,0.3667,0.3613,0.9852,0.1345,0.1305,0.9706,0.3809,2.3236,6.101,0.2877,0.186,0.6466,0.3417,0.4591,1.3435,0.0048,2.4346,0.0967,-0.3147,-0.0657,-8.5328,73.7082,8.5853,30.2399,?,-6.4427,51.8312,7.1994,37.4985,-0.4535,-36.1627,75.8964,8.7119,41.0995,?,1.3244,0.236,0.1782,1.1925,0.9855,0.8264,1.4221,0.9712,0.6829,2.5848,0.7358,0.2846,0,1,0,0.8064,0.7358,0.9124,0.1934,53.767,-0.7382,-0.9159,0.9332,DIETRO_PANTALONI
0.6985,7.0252,2.6505,15.7928,-0.7004,5.1698,115.7574,10.7591,50.7977,-2.2625,9.6461,16.2515,4.0313,21.9412,0.0387,14.3949,52.0844,7.217,39.3237,0.0536,0.1351,0.0724,0.0485,0.536,0.3591,0.6701,0.2464,0.6575,0.3673,2.6689,1.4908,0.5586,0.0607,0.4323,0.1349,7.1229,2.2225,0.312,0.1847,-7.3743,-2.9211,-39.9334,-15.8182,0.3961,0.5965,0.4069,0.2235,0.6822,0.3747,0.5493,0.3109,0.7198,0.4016,2.3152,1.2918,0.558,0.0568,21.6655,-0.5621,0.109,0.1543,-0.3692,-0.5574,0.9438,-0.1552,0.2587,0.5087,2.697,-1.924,-0.5139,1.8604,1.3639,7.9094,-0.6893,0.8639,4.5002,2.1214,9.5073,-0.2758,0.302,-0.1796,-0.5948,0.3729,0.2398,0.643,0.1391,0.0575,0.4134,0.5499,0.8634,1.5701,0.197,0.1238,0.6283,0.341,0.2837,0.8319,0.0053,2.5039,0.4231,-0.0329,0.3732,9.3492,93.8111,9.6856,35.939,-1.1392,-27.8958,31.0413,5.5715,31.6177,-104.7194,-16.1129,16.0458,4.0057,23.3398,?,-0.3351,-0.5802,1.7313,1.7384,2.4179,1.3909,3.0221,5.8464,1.9345,0.6111,0.82,1.3419,56.1735,0,0,1.1367,1.5398,1.3547,0.1738,56.7841,-0.8691,0.7957,-0.4814,DIETRO_PANTALONI
-0.455,10.3281,3.2137,22.4492,-2.1194,0.5661,39.4731,6.2828,31.2746,-2.4772,10.0596,30.341,5.5083,30.2799,0.0017,12.0005,37.8528,6.1525,32.8474,0.0449,-0.8038,-0.0452,-0.0379,0.0563,0.0472,0.8383,0.5115,0.5834,0.5223,1.1406,1.0212,0.8953,0.2616,0.3404,0.2728,1.301,1.0428,0.8016,0.6846,-294.8051,-9.8774,-430.6426,-14.4286,0.0335,0.8001,0.2373,0.2093,0.2965,0.2615,0.882,0.7178,0.7414,0.6834,1.0328,0.9521,0.9218,0.052,16.639,0.6645,-0.338,-0.5457,0.1014,-0.3587,0.8562,-0.1494,0.418,0.6465,3.8313,-1.6959,-0.2935,3.8165,1.9536,10.5177,-0.9351,0.9366,5.1342,2.2659,9.7038,-0.2005,0.5091,-0.1595,-0.3134,0.3309,0.2853,0.8622,0.1095,0.0814,0.7433,0.4742,1.4871,3.136,0.2615,0.1758,0.6724,0.3643,0.3948,1.0839,0.0051,2.8101,0.6596,-0.0946,0.2063,-10.1925,31.6288,5.624,26.5198,?,-9.2199,74.7603,8.6464,42.5385,-0.4926,-25.4767,49.5429,7.0387,29.4586,?,1.1055,0.4001,0.3619,0.6504,0.799,1.2284,0.4231,0.6384,1.509,1.8889,0.9002,0.4766,0,1,0,0.6234,0.9002,1.444,0.1492,47.842,-0.5393,-0.81,0.9102,DIETRO_PANTALONI
0.0975,10.6663,3.2659,22.0728,-1.1952,-1.8154,41.1323,6.4134,35.4662,-5.5995,10.4959,24.6134,4.9612,27.9743,0.0504,11.8856,48.615,6.9724,40.1927,0.0358,-0.0537,0.0093,0.0082,-0.173,-0.1527,0.8831,0.5092,0.6583,0.4684,1.2927,0.9198,0.7115,0.2593,0.4334,0.2194,1.6711,0.8461,0.5063,0.3994,-8.0933,-8.0516,-20.2652,-20.1608,0.9948,1.871,0.3413,0.2412,0.1824,0.1289,0.7067,0.6224,0.789,0.5492,1.2678,0.8824,0.696,0.0549,15.8811,-0.1098,-0.2758,-0.0582,-0.7086,-0.884,0.9364,-0.0955,1.2151,1.1023,7.2754,-3.5079,-0.5565,1.506,1.2272,6.1331,-2.3873,0.991,4.6761,2.1624,10.3395,-0.1118,0.1716,-0.0964,-0.5615,0.8982,0.5098,0.5675,0.8068,0.2599,0.3221,1.3098,5.4454,4.1575,0.8914,0.1735,0.1947,1.1863,0.7037,0.5932,0.0059,2.4879,0.2327,-0.56,-0.4337,13.7606,121.1992,11.0091,43.625,-1.059,21.0013,36.4844,6.0402,31.3125,0.1827,-61.8454,2.1367,1.4617,65.1875,?,0.6552,-0.2225,-0.3396,1.8226,7.5315,4.1322,3.3219,56.723,17.0752,-3.2054,0.3442,-0.1074,0.553,0,0,1.3932,0.6692,0.4803,0.3441,99.9398,0.3189,0.4637,0.8443,DIETRO_PANTALONI
-0.608,5.4526,2.3351,18.4729,-0.7248,2.6849,33.6814,5.8036,32.9701,-0.4682,10.2022,13.1049,3.6201,25.9763,0.0916,12.0251,19.2992,4.3931,25.9152,0.1137,-0.2264,-0.0596,-0.0506,0.2632,0.2233,0.8484,0.4024,0.645,0.5315,1.6032,1.3211,0.824,0.1619,0.4161,0.2825,2.5701,1.7452,0.679,0.7383,-2.9622,-2.3353,-4.0122,-3.1631,0.7884,0.4769,0.3745,0.3663,0.7853,0.768,0.978,0.5603,0.7111,0.7128,1.2692,1.2722,1.0024,0.0565,16.8779,0.3229,-0.1037,0.0462,0.0375,0.3971,0.8724,0.2911,0.8073,0.8985,5.1067,-0.6218,-0.5109,2.3313,1.5268,6.5977,-1.3525,0.3112,5.5027,2.3458,10.741,-0.5104,-0.5698,0.9353,-1.6413,0.5885,0.383,0.6509,0.3463,0.1467,0.4237,0.5162,0.5394,1.045,1.1227,0.4428,0.3944,0.774,0.4754,0.6143,0.0036,3.8873,-0.1179,0.3949,-0.0882,-32.6367,130.6563,11.4305,44.0399,?,-0.8733,527.8356,22.9747,63.9587,-1.0151,-2.5926,199.799,14.135,46.6782,-1.1028,37.3734,12.5886,0.3368,0.4975,0.8087,1.6254,0.2475,0.6539,2.6418,1.3669,1.799,1.3162,0,0,1.4298,0.6886,0.9435,1.3702,0.1751,64.5991,-0.6232,-0.7102,0.2533,DAVANTI_PANTALONI
0.2114,0.8103,0.9002,4.015,-0.3747,7.4161,2.6929,1.641,7.2564,0.3417,9.6199,1.0809,1.0397,5.5286,0.5797,12.2469,2.1817,1.4771,6.7881,0.5777,0.0285,0.022,0.0173,0.7709,0.6055,0.7855,0.5485,0.8658,0.6094,1.5784,1.111,0.7039,0.3009,0.7497,0.3714,2.4914,1.2343,0.4954,-0.2906,-0.1435,-0.1179,0.494,0.4057,0.8211,0.2649,0.222,0.1817,0.8381,0.6858,0.8183,0.5533,0.7262,0.5915,1.3125,1.069,0.8145,0.0657,17.7001,0.3268,-0.0995,0.2066,0.2816,0.8503,0.7406,0.3094,0.2867,0.5354,2.0102,-0.8097,0.1855,0.2238,0.4731,1.4302,-0.6764,-0.0242,0.0469,0.2165,1.0585,-1.3834,1.6676,-12.7739,-7.6601,1.1318,2.4731,2.1851,1.281,6.1162,4.7747,1.5587,1.4639,0.9392,1.302,2.5011,1.921,1.4055,1.8991,1.3512,0.002,1.1859,0.9484,-0.6678,-0.6987,-32.6191,10.547,3.2476,40.4999,?,-11.7232,10.4683,3.2355,15.1794,?,27.1455,7.1273,2.6697,11.5799,0.6186,2.7824,-1.2016,-0.4319,1.0038,1.2165,1.2119,1.0075,1.4798,1.4688,2.6681,-2.1567,-0.8083,1,0,0,2.6681,3.4974,1.3108,0.238,71.4878,-0.9355,0.8922,-0.7082,DAVANTI_PANTALONI
